Line,Google Trad,Modernisé,similarity,5_closest
71,"LUIS | Voyez-vous avec quoi vous m'assurez ? | Eh bien, avec ça, vous essayez | tue-moi, eh bien tu le dis déjà | qui n'a pas été mis en défense | de votre honneur plus que quelques verres, | qu'au premier coup ils se brisent.| (Ils partent et DOÑA|ÁNGELA et ISABEL sortent.)",,0,[]
72,"ANGELA | Redonne-le-moi encore, Isabel, | ces contacts, une douleur insaisissable !;| enveloppe-moi à nouveau vivant, | depuis ma cruelle chance il le veut ainsi.","Angélique|Oste moi promptement ces habits Isabelle,|Rédonne-moi mon deuil, ah! fortune cruelle,|N'ai je pas, misérable, encor assez pleuré,|Mais si mon sort le veut prenons le tout en gré|Faut-il m'ensir tous les jours toute vive?|(Elle reprend son doueil.)",1,"[(0.96, 'donne', 'donne'), (0.85, '▁Re', '▁Ré'), (0.83, '▁chance', '▁fortune'), (0.82, '▁chance', '▁sort'), (0.79, '▁contacts', '▁habits')]"
73,"ISABEL |Prends|vite, |car, si ton frère vient| et a des soupçons, | ne le confirmez pas avec ceci | pour te trouver sur le chemin| qu'aujourd'hui, au palais, il t'a vu.","Isabelle|Dépêchez-vous avant que votre frère arrive,|S'il a quelque soupçon de vous assurément|Vous avait confirmerez avec ce vêtement,|Qu'en l'hôtel de Bourgongil vous a tantôt vue,|Car quand vous jureriez-vous ne seriez point cruie.",1,"[(0.97, '▁frère', '▁frère'), (0.84, '▁confirme', '▁confirmer'), (0.83, '▁vite', '▁vue'), (0.83, '▁vient', '▁vue'), (0.83, '▁soupçon', '▁soupçon')]"
74,"ANGELA | Pour l’amour du ciel ! Ce que je| entre deux murs meurent,| où le soleil sait à peine qui suis-je, alors ma honte| en fin de journée| Il n'est ni contenu ni adapté ;| où la lune est inconstante, qui apprend mes influences, | ne peux pas dire : « J'ai déjà vu| qui pleurait pour sa fortune"";| où en effet ci-joint | sans liberté j'ai vécu,| parce que j'étais veuve d'un mari, | avec deux frères mariés.| Et puis le crime soit-il, | sans toucher à la légèreté,| autorité destituée, | aller là où c'est couvert voir | un théâtre dans lequel la renommée | pour vos applaudissements immortels | avec des accents métalliques | avec des voix de bronze il appelle !| Pas de chance ! Étoile coriace !","Angélique|N'est ce pas grand pitié de me voir sans raison|Tous les jours enfermée au fonds d'une maison,|Où même le Soleil ne m'y peut voir qu'à peine,|C'est une cruauté certes trop inhumaine,|Étant veuve j'ai cru me voir en liberté,|Mais on me traite avec bien plus d'austérité,|Je n'avais qu'un mari, maintenant j'ai deux frères,|Qui plus qu'il ne m'était, cent fois me sont sères,|Inventant tous les jours mille nouveaux tourments,|Pour priver mon esprit de tous contentements.|Quoi, fais-je une action trop libre et trop hardie|Si je me plais parfois à voir la Comédie?|Qu'on a mise à tel point, pour en pouvoir jouir,|Que la plus chaste oreille aujourd'hui peut l'ouïr?|Et s'on ne veut pas pourtant me le permettre.",0,"[(0.92, '▁peine', '▁peine'), (0.92, '▁mari', '▁mari'), (0.9, '▁frères', '▁frères'), (0.89, '▁soleil', '▁Soleil'), (0.86, '▁apprend', '▁mise')]"
75,"ISABEL |Madame, vous n'en doutez pas| ça, en te regardant, veuve | si jeune, bizarre et belle,| vos frères prudents | ils sont jaloux de toi, parce que cet état| est le plus causé| aimer les crimes;| et plus encore devant les tribunaux aujourd'hui, | où ils ont été utilisés | des veuves de fleurs d'oranger, | que je rends mille grâces au ciel, | quand je les vois dans les rues si honnête, si renfrogné, | si béni et abasourdi | et, restant à Manteo, | C'est les regarder heureux, | Eh bien, sans contact ni dévotion | ils sautent davantage à n'importe quel son | qu'une boule de vent.| Et ce discours baptisé| pour une autre fois, madame, | comment ne l'avons-nous pas fait maintenant | dans l'étranger parlé | à qui votre honneur a confié | Et qu'a fait ton copain aujourd'hui ?","Isabelle|Mais à leurs volontez il faut bien vous sousmettre,|Et pour vous dire vray, vos freres ont raison|De vous tenir ainsi recluse à la maison.|Considerez un peu l'estat auquelvous estes,|Toutes vos actions aux faux bruits sont sujettes,|Et c'est avec raison que n'ayant plus d'espoux,|Ils ne desirent point qu'on murmure de vous,|Les grands festins, le Cours le Bal, la Comedie|Sont lieux suspects pour vous, souffrez que je le die,|Et vos freres estans jaloux de leur honneur,|S'ils vous le permettoient il irait trop du leur .|Les jeunes vefves sont d'aise aujourd'huy comblées,|De se voir tous les jours aux grandes assemblées,|Et rendent leur grand düeil en ce point criminel,|Qui ne devroit marquer qu'un regret eternel,|Car on le fait servir pour orner d'avantage|Par mille ajustemens leur mine et leur visage,|Elles escoutent tout, et parmy leurs chalans|Content ceux qu'elles ont acquis pour leurs galans,|Croyans que c'est l'honneur et la gloire des belles|De voir plusieurs captifs brusler d'amour pour elles .|Quoy que vous n'ayez pas ces sottes visions,|Il en faut toutefois fuir les occasions ;|Vous n'avez pas sans doute un courage si lasche.|Mais laissons ce discours qui peut estre vous fasche,|Vous ne me parlez point de ce jeune estranger,|Qui de si bonne grace a sceu vous obliger.",0,"[(0.97, '▁discours', '▁discours'), (0.91, '▁jaloux', '▁jaloux'), (0.89, '▁parlé', '▁Content'), (0.88, '▁honneur', '▁honneur'), (0.87, '▁veuve', '▁Content')]"
76,"ANGELA |On dirait que tu me lis| l'âme dans ce que tu as dit.| Elle a été prudente avec moi, | pas pour lui, mais pour moi, | parce que plus tard, quand j'ai entendu| du bruit des coups de bâton,| J'ai eu -mais ce sont des chimères-,| Isabel, imaginons | qu'il devait prendre mon mécontentement est si sincère, | qu'il devait tirer l'épée Pour ma défense. J'y suis allé| c'est insensé d'insister ainsi sur lui, | mais une femme troublée Que regardez-vous ou que considérez-vous ?","Angélique|Isabelle, je crois que tu lis dans mon âme.",0,"[(0.78, '▁lis', '▁lis'), (0.74, '▁entendu', 'lique'), (0.73, 'âme', '▁âme'), (0.72, '▁imagin', 'lique'), (0.7, '▁prendre', 'lique')]"
77,"ISABEL |Je ne sais pas si cela l'a gêné,| mais je sais qu'il ne nous a pas suivi ton frère plus.",Isabelle|Auriez-vous bien pourra quelque secrète flamme?,0,"[(0.75, '▁frère', '▁flamme'), (0.73, '▁suivi', '▁flamme'), (0.72, '▁suivi', '▁bien'), (0.7, '▁frère', '▁secrète'), (0.68, '▁suivi', '▁secrète')]"
78,"ANGELAHé, attends.| (DON LUIS sort.)","Angélique|Je ne dis pas encor que je l'aime, mais crois|Qu'il peut avec le temps gagner beaucoup sur moi.|Il est vrai qu'il me plaît, mais j'ai peur Isabelle,|Qu'il n'ait pour mon sujet à l'heurepris querelle,|Je connais bien mon frère, il est prompt, et je crains|Qu'ils n'en soient sur le champ tous deux venus aux mains.|Mais me voyant pour lors à l'extrême réduite,|Ainsi que moi toute autre eût manqué de conduite:|Mais par ta foi, crois-tu qu'il ait su l'arrêter?",0,"[(0.85, '▁sort', '▁peur'), (0.85, '▁sort', '▁crains'), (0.84, '▁sort', '▁crois'), (0.79, '▁sort', '▁querelle'), (0.78, '▁sort', '▁voyant')]"
79,,Isabelle|Vous moquez-vous Madame? en pouvez vous douter?|Votre frère depuis ne vous a pas suivie.,0,[]
80,,"Angélique|Je ne veux point celer que je brûle d'envie|De savoir quel est, et de le voir aussi.",0,[]
81,,"Isabelle|Madame taisez-vous, votre frère entre ici.",0,[]
82,,"Angélique|Ah dieux! Que j'appréhende, il semble être en colère.|Licidas, Angélique, Isabelle",0,[]
83,LUISAngela.,Licidas|Que faites-vous ma sœur?,1,"[(0.63, 'Angel', 'ici'), (0.63, 'Angel', 'das'), (0.55, 'UI', 'ici'), (0.48, 'UI', 'das'), (0.39, 'UI', '▁faites')]"
84,"ANGELA |Frère|et monsieur, |vous venez perturbé et confus.| Que s'est-il passé? Qu'as-tu?","Angélique|Que faites-vous ma sœur? Mais vous-même mon frère?|Vous semblez interdit, chagrin et tout défait,|Êtes-vous en colère?",1,"[(0.82, '▁perturbé', '▁chagrin'), (0.77, '▁Frère', 'lique'), (0.77, '▁venez', '▁chagrin'), (0.73, '▁Frère', '▁chagrin'), (0.72, '▁Frère', '▁frère')]"
85,LUIS |J'en ai assez : j'ai de l'honneur.,Licidas|Êtes-vous en colère? Oui j'y suis en effet.,1,"[(0.65, 'UI', 'ici'), (0.65, 'UI', 'das'), (0.58, 'UI', '▁Oui'), (0.37, 'UI', '▁colère'), (0.35, 'honneur', '▁Oui')]"
86,,"Isabelle (bas)|Ah , Madame, il le sait.",0,[]
87,ANGELA |(Malheur à moi ! C'est sans aucun doute| que Don Luis m'a connu).,"Angélique imbas)|Ah , Madame, il le sait. Grands Dieux! je suis perdue,|Qu'avez-vous donc?",0,"[(0.85, '▁connu', '▁im'), (0.84, ').', '▁im'), (0.8, ').', 'lique'), (0.75, '▁Don', '▁im'), (0.74, '▁connu', 'lique')]"
88,"LUIS |Et donc, je suis vraiment désolé| cela s'estime en peu.",Licidas|Qu'avez-vous donc? Je viens de me battre en la rue.,0,"[(0.83, '▁désolé', 'das'), (0.72, '▁désolé', 'ici'), (0.69, '▁désolé', '▁battre'), (0.66, 'UI', 'avez'), (0.65, 'UI', 'ici')]"
89,ANGELA |Eh bien | Avez-vous eu des déceptions ?,"Angélique|Vous battre, contre qui?",0,"[(0.69, '▁bien', 'lique'), (0.69, '▁bien', '▁contre'), (0.61, '▁bien', '▁battre'), (0.54, '▁déception', '▁battre'), (0.54, '▁déception', '▁contre')]"
90,"LUIS |Le pire, c'est que quand je viens| On se voit, je suis contrarié ce que j'avais, Angela.","Licidas|Vous battre, contre qui? Contre un jeune étranger ;|Et qui pis est encor, qui vient ici loger.",0,"[(0.83, '▁viens', '▁vient'), (0.82, '▁viens', 'das'), (0.82, '▁viens', '▁ici'), (0.79, '▁viens', '▁Contre'), (0.78, '▁Angela', 'das')]"
91,ISABEL |(Une autre frayeur ?).,,0,[]
92,"ANGELA |/Eh bien, que puis-je te donner,| frère, mécontentement ? Avertir...",Angélique|Qui vient ici loger?,0,"[(0.75, '▁donner', '▁ici'), (0.74, '▁frère', '▁ici'), (0.7, '▁frère', 'lique'), (0.69, '▁donner', '▁vient'), (0.68, '▁mécontentement', 'lique')]"
93,"LUIS |Vous êtes la cause, et en vous voyant...","Licidas|Qui vient ici loger? Mon frère nous l'emmène,|C'est Florêtan, de qui lisandre était en peine,|Dont nous avons parlé plusieurs fois entre nous.",0,"[(0.72, '▁êtes', '▁ici'), (0.71, '▁voyant', '▁ici'), (0.66, '▁voyant', 'das'), (0.65, 'UI', 'ici'), (0.65, 'UI', 'das')]"
94,ANGELA |(Malheur à moi !).,Angélique (bas)|Mes esprits sont remis. Dieux! que me dites-vous?|Mais quel sujet a fait naître votre querelle?,0,"[(0.65, '▁).', 'lique'), (0.64, '▁).', '▁esprits'), (0.61, '▁).', '▁Dieu'), (0.6, '▁).', '▁querelle'), (0.57, '▁).', '▁sujet')]"
95,"LUIS |...Angela, estimation | si peu de notre frère...",Licidas|Nous nous sommes battus pour une damoiselle.,0,"[(0.8, '▁Angela', 'das'), (0.8, '▁estimation', 'das'), (0.69, '▁frère', 'das'), (0.68, '▁Angela', 'ici'), (0.68, '▁estimation', 'ici')]"
96,ANGELA |(Oui).,Angélique|Pour une damaiselle?,0,"[(0.64, ').', 'lique'), (0.45, 'Oui', 'lique')]"
97,"LUIS |...eh bien, quand viens-tu | avec les aversions que vous avez, | soins que je te donne. Pas en vain| la colère que j'avais avec l'invité qu'il m'a payé, | Eh bien, sans le connaître, | Aujourd'hui, je l'ai blessé dans la prophétie.",Licidas|Pour une damaiselle? Oui ma sœur,0,"[(0.8, '▁soins', 'das'), (0.78, '▁vain', 'das'), (0.73, '▁blessé', 'das'), (0.72, '▁colère', 'das'), (0.7, '▁colère', 'ici')]"
98,"ANGELA |Eh bien, comment c'était ?",Angélique|Pour une damaiselle? Oui ma sœur Mais comment?,1,"[(0.64, '▁bien', '▁Oui'), (0.58, '▁bien', '▁sœur'), (0.5, '▁bien', 'lique')]"
99,"LUIS |Je suis entré|sur la place du Palais, ma sœur, à pied| au palenque, parce que| toute la gêne| des voitures et messieurs| le garde. Je suis allé dans un cercle d'amis, où j'ai vu| comme c'est heureux et flatteur Je les ai couverts, | que tout le monde a célébré| ce qu'il a dit et loué | compris et aguerri.| Du point où je suis arrivé| un autre mot qu'il n'a pas prononcé, | à tel point que cela a forcé certains lui demander pourquoi, | parce que je suis arrivé, il y avait| avec tant de silence.| Tout m'a mis aux soins ;| J'ai regardé pour voir si je la connaissais et je ne pouvais pas, parce qu'elle| il a fait plus d'efforts pour se couvrir, | se cacher et se tenir à l'écart.| Voyant que je ne pouvais pas la voir, | seguilla j'ai déterminé.| Elle revenait toujours Voyons si je l'ai suivie, | dont le grand soin était| l'impulsion de mes soins.| En allant par ici, alors, | un monsieur est arrivé, qui est| de notre serviteur serviteur,| lui dire de le lire | une carte. J'ai répondu | que j'étais pressé et je croyais j'aimerais arrêter avec cette tentative, parce que| la femme lui parlait en passant ;| et il a essayé si fort de persister Je lui ai dit que je ne sais pas quoi. C'est arrivé à cette occasion| pour la défense du serviteur notre invité, très soldat ;| nous tirons en conclusion| épées. C'est tout ça, | mais ça pourrait être plus.","Licidas|Je vous veux tout conter dès le commencement,|Pour entendre le fait il faut que je vous die,|Que j'ai voulu tantôt ouïr la Comédie,|Pour voir un beau sujet dont on a tant parlé,|Dont l'excellente intrigue est très bien démêlé,|Les fourbes d'ARBIRAN c'est ainsi qu'on l'appelle,|Cette pièce en effet n'est pas beaucoup nouvelle,|Les vers n'en sont pas forts, je ne suis pas flatteur,|Quoi que je sois pourtant grand ami de l'auteur,|Mais dans l'oéonomie il faut que je confesse,|Qu'il conduit un sujet avec tant d'adresse,|Le remplit d'incidents si beaux et si divers,|Qu'on excuse aisément la faiblesse des vers.|J'entre dedans l'Hôtel avec mille peines|Car jamais on a vu les loges aussi pleines,|Et mille ont pour entrer fait leurs efforts en vain,|Qu'il a fallu remettre à Dimanche prochain.|Comme j'étais actif à trouver une place|J'ai vu chacun tourné pour contempler la grâce|D'une jeune merveille, à ce que l'on m'a dit,|Car pour moi je n'ai vu d'elle rien que l'habit,|Car comme j'ai voulu jeter les yeux sur elle|Pour la voir à mon aise, aussitôt la cruelle|A rabaissé sa coiffe, et comme par mépris|Donnécette algaradeaux cœurs qu'elle avait pris.|Moi brûlant de désir de voir ce beau visage|À qui cent languissants déjà faisaient hommage,|J'accuse seulement la rigueur de mon sort|D'être arrivé trop tard. Mais la voyant d'accord|Avec plusieurs galants, et de ris et de gêtes,|Par ces muets discours j'ai bien compris le reste,|Car délors j'ai connu que pour moi seulement|Elle voulait cacher ce visage charmant.|Lors j'ai cru, comme un autre eût cru la même chose,|Qu'elle me connaissait, et que c'était la cause|Qui pouvait l'obliger à se cacher ainsi,|Ce qui m'a fait résoudre à m'en voir éclairci,|Je sors tout le premierpour l'attendre à la porte,|Elle s'en aperçoit, et me prévientde sorte,|Qu'encor que je m'efforce à prendre le devant|Elle descend aussi plus vite que le vent,|Je la vois devant moi, je tâche, je m'efforce|De la suivre à grands pas, et l'atteindre par force,|Car la peur qu'elle avait d'entrer en mon pouvoir|M'augmentait cent fois plus le désir de la voir:|Sur ce point un marau qui vient pour me distraire|Me présente un écrit qui me met en colère,|J'ai vu qu'il le faisait exprès pour m'arrêter,|Et que je n'avais point de sujet d'en douter,|Car comme elle avait peur de se faire connaître,|Je l'avais vue avant parler avec son maître,|Ce qui me l'a fait lors traiter si rudement,|Que son maître ayant eu quelque ressentiment,|M'a parlé de façon en prenant sa défense,|Que je n'ai pu du tout souffrir son arrogance,|J'ai mis l'épée au point, l'autre s'est défendu,|Mon frère sur le lieu soud s'étant rendu,|À connu son Ami. Quoi qu'il ait du courage,|Du combat cependant j'ai eu quelque avantage.|Je l'ai blessé.",1,"[(0.94, '▁cacher', '▁cacher'), (0.94, '▁voir', '▁voir'), (0.93, '▁voir', '▁voir'), (0.91, '▁voir', '▁voir'), (0.91, '▁voir', '▁voir')]"
100,"ANGELA |Regarde la mauvaise femme| à quelle occasion t'avais-je mis !| Il y a des femmes qui sont des escrocs !| Je dirai que je ne savais pas qui tu étais et qu'est-ce que tu as fait | juste parce que tu l'as suivie.| C'est pourquoi j'en ai marre dire, si tu te souviens bien, | regarde pour ne pas rater pour les petites femmes, non ils en savent plus que de s'aventurer | les hommes.","Angélique|Je l'ai blessé. Blessé, bons Dieux! je n'en puis plus,|Soutenez moi, je meurs.",0,"[(0.76, '▁Regarde', 'lique'), (0.73, '▁non', 'lique'), (0.72, '▁mauvaise', 'lique'), (0.72, '▁regarde', 'lique'), (0.72, '▁rater', 'lique')]"
101,,"Licidas (la soutenant)|Soutenez moi, je meurs. J'ai les sens tous confus :|Mais d'où vient que son mal jusqu'à ce point vous touche?",0,[]
102,,"Angélique (bas)|Ah grands Dieux! ma douleur m'a trahi par ma bouche.|Quoi, jusques à ce point dois-je pas m'attrister,|Si le coup est mortel, qu'il vous faille absenter?",0,[]
103,,"Licidas|Non, non, ne craignez rien, sa blessure est légère,|Ce n'est que dans la main.",0,[]
104,,"Angélique|Ce n'est que dans la main. J'appréhendais mon frère,|Je respire à ce coup, et mes sens sont remis.",0,[]
105,,Licidas|Nous sommes toutefois demeurez bons amis.,0,[]
106,,"Angélique|Je m'en réjouis fort, que je hais cette infâme,|Cause de tout le mal, ah! léchante femme,|Qui vous a pensé mettre en un si grand danger,|Elle ne vous fuyait que pour vous obliger,|Sans qu'elle vous connût, de courir après elle,|Et je gagerais bien qu'elle n'est point si belle.|Croyez si c'eût été quelque rare beauté,|Qu'elle vous eût surpris par un œil affété,|Elle vous l'eût fait voir; Dieux! que c'est chose aisée,|De décevoir vos sens pour peu qu'on soit rusée,|Vous vous laissez gagner par un geste en effet,|Et par le faux rapport que l'on vous en a fait.|Ne vous laissez jamais tromper à l'apparence,|Le vice prend souvent le masque d'innocence,|Et par de faux attraits telle femme vous plaît|Qui bien souvent n'est rien de ce qu'elle paraît.|Mon frère quittez là ces jeunes affétées,|Qui n'ont point d'autre but que d'être muguetées|Et qui ne pensent point qu'on les puisse obliger|Sans mettre un honnête homme en évident danger,|Dans bien mieux valoir, lorsque pour l'amour d'elles|Des hommes de mérite embrassent cent querelles.",0,[]
