,DamaDuende,Google Trad,Esprit Folet,Modernisé,Unnamed: 4,Unnamed: 5,Unnamed: 6
43,"LUISLa|causa es esta: |volver por ese criado| este caballero intenta,| que necio me ocasionó| a hablarle mal. Todo cesa| con esto.|","LUISLa|cause est la suivante : |retour pour ce serviteur| ce monsieur essaie, | quel idiot ça m'a fait lui parler mal. Tout cesse avec ça.|","['Florestan', 'Quoy ! vous estes blessé ? La blessure est legere,', ""Ce n'est que dans la main .""]","Florêtan|Quoi! vous êtes blessé? La blessure est légère,|Ce n'est que dans la main.",,,
44,"JUAN |Pues|siendo así, |cortés me darás licencia| para que llegue a abrazarle.| El noble huésped que espera| nuestra casa es el señor| don Manuel. Hermano, llega,| que dos que han reñido iguales| desde aquel instante quedan| más amigos, pues ya hicieron| de su valor experiencia.| Dadnos los|brazos.","JUAN |Eh bien|cela étant ainsi, |vous me donnerez courtoisement la permission| pour que je puisse le serrer dans mes bras.| Le noble invité qui attend notre maison est le seigneur Don Manuel. Frère, arrive,| que deux qui se sont disputés de la même manière | à partir de ce moment ils restent plus d'amis, eh bien, ils se sont déjà fait de sa valeur d'expérience.| Donnez-nous vos armes.","['Licidas', ""Ce n'est que dans la main . Monsieur, à deux genoux"", ""J'en demande pardon.""]","Licidas|Ce n'est que dans la main. Monsieur, à deux genoux|J'en demande pardon.",,,
45,"MANUEL |Primero| |que a vos os los dé, me lleva| el valor que he visto en él| a que al servicio me ofrezca| del señor don Luis.","MANUEL |Premier| |laisse-moi te les donner, ça me prend| la valeur que j'ai vue en lui| pour m'offrir un service | de M. Don Luis.","['Florestan', ""J'en demande pardon. Ah Dieux ! que faites vous ?""]",Florêtan|J'en demande pardon. Ah Dieux! que faites-vous?,,,
46,"LUIS |Yo|soy |vuestro amigo y ya me pesa| de no haberos conocido,| pues vuestro valor pudiera| haberme informado.","LUIS |Je|suis |ton ami et ça me pèse déjà| si je ne t'avais pas connu, | car ton courage pourrait| m'ont informé.","['Lizandre', 'Allons icy devant penser vostre blessure.']",Lisandre|Allons ici devant penser votre blessure.,,,
47,"MANUELEl|vuestro |escarmentado me deja,| pues me deja en esta mano| una herida.","MANUEL|Ton homme châtié me quitte,| Eh bien, il me laisse dans cette main une blessure.","['Florestan (bas)', 'En entrant dans Paris, Dieux ! quel mauvais augure,', ""Qu'il me couste du sang.""]","Florétan (bas)|En entrant dans Paris, Dieux! quel mauvais augure,|Qu'il me coûte du sang.",,,
48,LUIS |Más|quisiera | tenerla mil veces yo.,LUIS |Plus|Je voudrais | je l'ai moi-même mille fois.,"['Licidas (bas)', ""Qu'il me couste du sang. Je suis au desespoir,"", ""Que ce rencontreicy m'empesche de sçavoir"", 'Quel estoit cet object que je voulois cognoistre.']","Licidas (bas)|Qu'il me coûte du sang. Je suis au désespoir,|Que ce rencontreici m'empêche de Savoir|Quel était cet object que je voulais connaître.",,,
49,COSME | ¡Qué cortesana|pendencia!,COSME | Quelle courtisane !,"['carrille (bas)', ""M'en doutais je pas bien ? on a payé mon maistre,"", 'Il le meritoit bien pour avoir imité', 'Ce fol de Don Quixote en sa temerité.', 'Angelique, Isabelle']","carrille (bas)|M'en doutais-je pas bien? on a payé mon maître,|Il le méritait bien pour avoir imité|Ce fol de Don Quixote en sa témérité.|Angélique, Isabelle",,,
50,"JUAN | ¿Herida? Vení a curaros. |Tú, don Luis, aquí te queda| hasta que tome su coche| doña Beatriz, que me espera;| y desta descortesía| me disculparás con ella.| Venid, señor, a mi casa| -mejor dijera a la vuestra-,| donde os curéis.","JEAN | Blesser? Je suis venu pour te guérir. |Toi, Don Luis, te voilà| jusqu'à ce que tu prennes ta voiture| Mme Beatriz, qui m'attend ;| et de ce manque de courtoisie tu lui présenteras tes excuses.| Venez, monsieur, chez moi | -mieux vaut dire le vôtre-,| où vous guérissez.",[],,,,
51,MANUELQue|no es nada.,MANUELQuoi|ce n'est rien.,[],,,,
52,JUAN | Venid presto.,JEAN | Venir vite.,[],,,,
53,MANUEL (¡Qué|tristeza |me ha dado que me reciba | con sangre Madrid!).,MANUEL (Comme cela m'a été triste de recevoir Madrid avec du sang !).,[],,,,
54,LUIS |(¡Qué|pena |tengo de no haber podido| saber qué dama era aquella!).,LUIS |(Quel dommage |Je suis de ne pas pouvoir| savoir de quelle dame il s'agissait !).,[],,,,
55,"COSME |¡Qué bien merecido tiene| mi amo lo que se lleva,| por que no se meta a ser| don Quijote de la legua!| (Vanse los tres y llega|DON LUIS a DOÑA BEATRIZ, que está aparte.)","COSME |Comme c'est bien mérité| mon amour, ce qu'il prend, | pourquoi ne pas viser à être | Don Quichotte de la ligue !| (Les trois partent et DON LUIS arrive chez DOÑA BEATRIZ, qui se tient à l'écart.)",[],,,,
56,"LUIS |Ya la tormenta pasó;| otra vez, señora, vuelva| a restituir las flores,| que agora marchita y seca| de vuestra hermosura el hielo| de un desmayo.","LUIS |La tempête est déjà passée;| encore une fois, madame, revenez | restaurer les fleurs, | qui est maintenant flétri et sec de ta beauté la glace | d'un évanouissement.",[],,,,
57,BEATRIZ |¿Dónde|queda | don Juan?,BEATRIZ |Où|est-il | Don Juan?,[],,,,
58,"LUIS |Que|le perdonéis |os pide, porque le llevan| forzosas obligaciones| y el cuidar con diligencia| de la salud de un amigo| que va herido.","LUIS |Pardonnez-lui|vous demande-t-il, car ils l'emmènent| obligations forcées| et prendre soin avec diligence de la santé d'un ami| qui est blessé",[],,,,
59,BEATRIZ |¡Ay de mí! ¡Muerta |estoy! ¿Es don Juan?,BÉATRIZ | Oh moi ! Je suis mort ! Est-ce Don Juan ?,[],,,,
60,"LUISSeñora,| |no es don Juan; que no estuviera,| estando herido mi hermano,| yo con tan grande paciencia.| No os asustéis, que no es justo| que, sin que él la herida tenga,| tengamos entre los dos| yo el dolor y vos la pena;| digo dolor el de veros| tan postrada, tan sujeta| a un pesar imaginado,| que hiere con mayor fuerza.","LUISMadame,| |ce n'est pas don Juan; ce n'était pas là, mon frère étant blessé, | moi avec une si grande patience.| N'aie pas peur, ce n'est pas juste | que, sans qu'il ait la blessure, | nous avons entre les deux | Je suis la douleur et tu es le chagrin ;| Je dis que ça fait mal de te voir si prosterné, si sujet à un regret imaginaire, | cela fait mal avec plus de force.",[],,,,
61,"BEATRIZ |Señor don Luis, ya sabéis| que estimo vuestras finezas,| supuesto que lo merecen| por amorosas y vuestras;| pero no puedo pagarlas,| que eso han de hacer las estrellas| y no hay de lo que no hacen| quien las tome residencia.| Si lo que menos se halla| es hoy lo que más se precia| en la corte, agradeced| el desengaño, siquiera| por ser cosa que se halla| con dificultad en ella.| Quedad con Dios. |(Vase con su criada.)","BEATRIZ |M. Don Luis, vous le savez déjà| que j'estime vos gentillesses, | bien sûr, ils le méritent pour aimer et le vôtre ;| mais je ne peux pas les payer, | c'est ce que les stars doivent faire | et il n'y a rien qu'ils ne fassent pas | quiconque y réside.| Si ce qu'on trouve le moins| C'est aujourd'hui ce qu'il y a de plus précieux | au tribunal, soyez reconnaissant | la déception, même| parce que c'est quelque chose qui se trouve avec difficulté.| Reste avec Dieu. |(Il part avec sa servante.)",[],,,,
62,"LUISId|con Dios. |No hay acción que me suceda| bien, Rodrigo. Si una dama| veo airosa y conocerla | solicito, me detienen| un necio y una pendencia,| que no sé cuál es peor;| si riño y mi hermano llega,| es mi enemigo su amigo;| si por disculpa me deja| de una dama, es una dama| que mil pesares me cuesta,| de suerte que una tapada| me huye, un necio me atormenta,| un forastero me mata| y un hermano me le lleva| a ser mi huésped a casa,| y otra dama me desprecia.| ¡De mala anda mi fortuna!","LUISI Va avec Dieu. |Il n'y a aucune action qui m'arrive| Bien, Rodrigo. Si une dame| Je vois gracieuse et je la connais | Je demande, ils m'arrêtent| un imbécile et une querelle, | Je ne sais pas lequel est le pire ;| Si je ris et que mon frère arrive, | mon ennemi est ton ami ;| oui excuse-moi, laisse-moi | d'une dame, c'est une dame| que mille regrets cela me coûte,| heureusement un couvert me fuit, un insensé me tourmente,| un étranger me tue et un frère m'emmène être mon invité à la maison, | et une autre dame me méprise.| Ma fortune est en mauvais état !",[],,,,
63,RODRIGO |Que de todas esas penas| ¿que sé la que sientes más?,"RODRIGO |Et tous ces chagrins| Qu'est-ce que je sais, ce que tu ressens le plus ?",[],,,,
64,LUISNo sabes.,LUIS Tu ne sais pas.,[],,,,
65,RODRIGO |¿Que|la que llegas |a sentir más son los celos| de tu hermano y Beatriz bella?,"RODRIGO |Ce que vous ressentez le plus, c'est la jalousie| de ton frère et de la belle Beatriz ?",[],,,,
66,LUIS | Engáñaste.|,LUIS | Vous avez triché.|,[],,,,
67,RODRIGO |Pues|¿cuál es?,RODRIGO |Eh bien|lequel est-ce ?,[],,,,
68,"LUIS | Si tengo de hablar de veras| |-de ti sólo me fiara-,| lo que más siento es que sea| mi hermano tan poco atento| que llevar a casa quiera| un hombre mozo, teniendo,| Rodrigo, una hermana en ella| viuda y moza y, como sabes,| tan de secreto que apenas| sabe el sol que vive en casa,| porque Beatriz, por ser deuda,| solamente la visita.","LUIS | Si je dois vraiment parler |-Je ne ferais confiance qu'à toi-,| ce que je ressens le plus, c'est que c'est le cas | mon frère si inattentif quoi emporter à la maison un jeune homme, ayant, | Rodrigo, une sœur en elle| veuve et fille et, comme vous le savez, | si secret qu'à peine connaît le soleil qui habite chez nous, | parce que Beatriz, parce que c'est une dette,| seulement la visite.",[],,,,
69,"RODRIGO |Ya sé que su esposo era| administrador en puertos| de mar de unas reales rentas| y quedó debiendo al Rey| grande cantidad de hacienda;| y ella a la corte se vino| de secreto, donde intenta,| escondida y retirada,| componer mejor sus deudas.| Y esto disculpa a tu hermano,| pues, si mejor consideras| que su estado no le da| ni permisión ni licencia| de que nadie la visite| y que, aunque su huésped sea| don Manuel, no ha de saber| que en casa, señor, se encierra| tal mujer, ¿qué inconveniente| hay en admitirle en ella?| Y más habiendo tenido| tal recato y advertencia| que para su cuarto ha dado| por otra calle la puerta| y la que salía a la casa,| por desmentir la sospecha| de que el cuidado la había | cerrado o porque pudiera| con facilidad abrirse| otra vez, fabricó en ella| una alacena de vidrios,| labrada de tal manera| que parece que jamás| en tal parte ha habido puerta.","RODRIGO |Je sais déjà que son mari était| administrateur portuaire | de mer de quelques revenus réels| et resta endetté envers le roi | grande quantité de biens;| et elle est venue au tribunal | du secret, où il essaie, | caché et retiré, | mieux composer vos dettes.| Et cela excuse ton frère, | Eh bien, si vous feriez mieux d'envisager| que ton état ne te donne pas ni permis ni licence | que personne ne lui rend visite | et cela, bien que son invité soit| Don Manuel, tu ne dois pas savoir que chez lui, monsieur, il s'enferme | une telle femme, quel inconvénient | est-il possible de l'y admettre ?| Et plus encore après avoir eu une telle modestie et un tel avertissement | qu'il a donné pour sa chambre dans une autre rue la porte et celui qui est sorti à la maison, | pour nier les soupçons | que les soins avaient | fermé ou parce qu'il pourrait| s'ouvre facilement encore une fois, fabriqué dedans | une armoire vitrée,| sculpté de telle manière| on dirait que jamais Dans une telle partie, il y avait une porte.",[],,,,
70,"LUIS | ¿Ves|con lo que me aseguras? | Pues con eso mismo intentas | darme muerte, pues ya dices | que no ha puesto por defensa| | de su honor más que unos vidrios, | que al|primer golpe se quiebran.| (Vanse y salen DOÑA|ÁNGELA y ISABEL.)","LUIS | Voyez-vous avec quoi vous m'assurez ? | Eh bien, avec ça, vous essayez | tue-moi, eh bien tu le dis déjà | qui n'a pas été mis en défense | de votre honneur plus que quelques verres, | qu'au premier coup ils se brisent.| (Ils partent et DOÑA|ÁNGELA et ISABEL sortent.)",[],,,,
71,"ÁNGELA |Vuélveme a dar, Isabel,| esas tocas, ¡pena esquiva!;| vuelve a amortajarme viva,| ya que mi suerte cruel| lo quiere así.","ANGELA | Redonne-le-moi encore, Isabel, | ces contacts, une douleur insaisissable !;| enveloppe-moi à nouveau vivant, | depuis ma cruelle chance il le veut ainsi.","['Angelique', 'Oste moy promptement ces habits Isabelle,', 'Redonne moy mon deüil, ah ! fortune cruelle,', ""N'ay je pas, miserable, encor assez pleuré,"", 'Mais si mon sort le veut prenons le tout en gré', ""Faut il m'ensevelir tous les jours toute vive ?"", '(Elle reprend son düeil.)']","Angélique|Oste moi promptement ces habits Isabelle,|Rédonne-moi mon deuil, ah! fortune cruelle,|N'ai je pas, misérable, encor assez pleuré,|Mais si mon sort le veut prenons le tout en gré|Faut-il m'ensir tous les jours toute vive?|(Elle reprend son doueil.)",,,
72,"ISABEL |Toma|presto, |porque, si tu hermano viene| y alguna sospecha tiene,| no la confirme con esto| de hallarte de la manera| que hoy en palacio te vio.","ISABEL |Prends|vite, |car, si ton frère vient| et a des soupçons, | ne le confirmez pas avec ceci | pour te trouver sur le chemin| qu'aujourd'hui, au palais, il t'a vu.","['Isabelle', 'Depeschez vous avant que vostre frere arrive,', ""S'il a quelque soupçon de vous asseurément"", 'Vous luy confirmerez avec ce vestement,', ""Qu'en l'hostel de Bourgongneil vous a tantost veüe,"", 'Car quand vous jureriez vous ne seriez point creüe.']","Isabelle|Dépêchez-vous avant que votre frère arrive,|S'il a quelque soupçon de vous assurément|Vous avait confirmerez avec ce vêtement,|Qu'en l'hôtel de Bourgongil vous a tantôt vue,|Car quand vous jureriez-vous ne seriez point cruie.",,,
73,"ÁNGELA |¡Válgame el cielo! Que yo| entre dos paredes muera,| donde apenas el sol sabe| quién soy, pues la pena mía| en el término del día| ni se contiene ni cabe;| donde inconstante la luna,| que aprende influjos de mí,| no puede decir: «Ya vi| que lloraba su fortuna»;| donde en efeto encerrada| sin libertad he vivido,| porque enviudé de un marido,| con dos hermanos casada.| ¡Y luego delito sea,| sin que toque en liviandad,| depuesta la autoridad,| ir donde tapada vea| un teatro en quien la fama| para su aplauso inmortal| con acentos de metal| a voces de bronce llama!| ¡Suerte injusta! ¡Dura estrella!","ANGELA | Pour l’amour du ciel ! Ce que je| entre deux murs meurent,| où le soleil sait à peine qui suis-je, alors ma honte| en fin de journée| Il n'est ni contenu ni adapté ;| où la lune est inconstante, qui apprend mes influences, | ne peux pas dire : « J'ai déjà vu| qui pleurait pour sa fortune"";| où en effet ci-joint | sans liberté j'ai vécu,| parce que j'étais veuve d'un mari, | avec deux frères mariés.| Et puis le crime soit-il, | sans toucher à la légèreté,| autorité destituée, | aller là où c'est couvert voir | un théâtre dans lequel la renommée | pour vos applaudissements immortels | avec des accents métalliques | avec des voix de bronze il appelle !| Pas de chance ! Étoile coriace !","['Angelique', ""N'est ce pas grand pitié de me voir sans raison"", ""Tous les jours enfermée au fonds d'une maison,"", ""Où mesme le Soleil ne m'y peut voir qu'à peine,"", ""C'est une cruauté certes trop inhumaine,"", ""Estant vefve j'ay creu me voir en liberté,"", ""Mais on me traitte avec bien plus d'austerité,"", ""Je n'avois qu'un mary, maintenant j'ay deux freres,"", ""Qui plus qu'il ne m'estoit, cent fois me sont severes,"", 'Inventans tous les jours mille nouveaux tourmens,', 'Pour priver mon esprit de tous contentemens .', 'Quoy, fais je une action trop libre et trop hardie', 'Si je me plais parfois à voir la Comedie ?', ""Qu'on a mise à tel point, pour en pouvoir joüir,"", ""Que la plus chaste oreille aujourd'huy peut l'oüir?"", ""Et sil'on ne veut pas pourtant me le permettre.""]","Angélique|N'est ce pas grand pitié de me voir sans raison|Tous les jours enfermée au fonds d'une maison,|Où même le Soleil ne m'y peut voir qu'à peine,|C'est une cruauté certes trop inhumaine,|Étant veuve j'ai cru me voir en liberté,|Mais on me traite avec bien plus d'austérité,|Je n'avais qu'un mari, maintenant j'ai deux frères,|Qui plus qu'il ne m'était, cent fois me sont sères,|Inventant tous les jours mille nouveaux tourments,|Pour priver mon esprit de tous contentements.|Quoi, fais-je une action trop libre et trop hardie|Si je me plais parfois à voir la Comédie?|Qu'on a mise à tel point, pour en pouvoir jouir,|Que la plus chaste oreille aujourd'hui peut l'ouïr?|Et s'on ne veut pas pourtant me le permettre.",,,
