,mongin-promenades-de-paris,regnard-coquette,Cost,Operation Type
399,"('#arlequin', ""Oh ! Vous donneriez trop d'ouvrage cette main ;  Vous auriez beau frapper ;et dans ce grand jardin  L'on ne se vient voir que pour lire.  Chacun, sous ce feuillage vert,  D'un oeil malin se regarde et se lorgne.  Un magot qui voit de travers,  Vous tourne en ridicule un borgne ;  Un âne rit d'un sot ;  un cocu d'un bâtard  Chaque femme de sa compagne ;  Une laide pleine de fard,  Décrie à haute voix le rouge et blanc d'Espagne.  Enfin que dirai-je de plus ?  Chacun rit de celui du quel il fuit les traces. Ah ! Qu'un Ancien dit fort bien là-dessus ? Tout mortel porte deux besaces.  En celle qui pend devant lui sont étalés tous les défauts d'autrui :  Mais vous, enfants de la Satyre,  Quand ici devant vous vous voyez cent défauts,  Songez bien, avant que d'en rire,  Qu'autant vous en pend sur le dos."")","('#premiere-bohemienne', ""Un homme ne saurait vivre content sans femme ;  Sans elle une maison irait tout de travers :  Elle sait du destin partager les revers ;  Elle sert un mari, soulage sa vieillesse :  La femme est dans le monde un miroir de sagesse,  Le temple de l'honneur, le chef-d'oeuvre des cieux ;  La beauté fut son lot, l'esprit son apanage,  La vertu son domaine, et l'honneur son partage."")",0.4,Substitution
400,"('#pierrot', 'Ils se gaussont, parce que je Quis encore tout neuf aux Tuileries.  Mais que de braveries !  Que de biautez !  Quelle foule !')","('#arlequin', 'Oui, cela se disait du temps de Jean-de-Vert. ')",1.85,Substitution
401,"('#arlequin', ""Hé bien que dites-vous de tout ce tripotage ?  Est-ce qu'on voit cela dedans votre Village ?  Chez vous par exemple, voit-on  Ces figures extravagantes ?  Et ces Gazettes ambulantes  Par escouade, par peloton,  Perdre ou gagner victoire en Flandre, en Allemagne ?  Faire des châteaux en Espagne,  Et battre l'ennemi seulement en discours ?  Ces fols criants comme des sourds,  Par leurs dits et leurs rêveries,  Leur hurlements, et leurs sottes raisons,  Ne vous feraient-ils pas prendre les Tuileries  Pour les Petites-Maisons ?"")","('#seconde-bohemienne', ""Plutôt que prendre femme, épousez un désert :  Par elle une maison va tout en décadence ;  Elle ne met jamais de frein à sa dépense ;  Elle accroît les chagrins, loin de les partager :  La femme est en tout temps un éminent danger,  Un vaisseau sur lequel le nocher le plus sage  Appréhende le calme autant qu'il fait l'orage ;  C'est l'arsenic du coeur : la fureur la conduit ;  L'inconstance en tout temps ou l'escorte ou la suit,  Et la vengeance, enfin, est toujours devant elle."")",0.46,Substitution
402,"('#pierrot', ""En effet, des fous à ces Nouvellistes il n'y a que la main.  Mais tenez, tenez, su'est-ce que c'est que ces petits court vêtus ?"")",,1.0,Insertion
403,"('#arlequin', ""Ils viennent tous en fard, en mouches, en dentelles,  En Narcisses en Adonis  Voltiger de Belles en Belles,  Jeter un oeillade à Philis,  Dire une sottise à Lisette,  En tout lieu semer la fleurette,  Et faire flèche de tout bois ;  Aimer les femmes par douzaine,  Se vanter que pour eux il n'est point d'inhumaine,  Et faire ici tout à la fois  Le Marquis, le Tartuffe, enfin tout personnage,  Hors le leur, et celui de sage. Qui ?  Cette seconde espèce de femme, et qui font si bien les Damoiseaux ?"")","('#arlequin', ""Oh ! Vous avez raison ; je sais qu'une femelle  Qui prétend se venger d'un époux offensif,  Devient des animaux le plus vindicatif. "")",0.89,Substitution
404,"('#pierrot', 'Oh, chez nous les petits-collets  Ne sont ma foi pas si coquets.  Mais, à ce que je vois, on est libre à Paris.  Toutes ces femmes-là, malgré leurs biaux habits,  Ne repoussons point les hommes,  Comme celles de mon pays.')","('#premiere-bohemienne', ""Quand on la nomme un mal et doux et nécessaire,  C'est qu'on lui voit toujours quelque vertu pour plaire ;  Si le ciel ne l'a pas faite avec un beau corps,  Il aura sur l'esprit répandu ses trésors ;  Si des biens de fortune elle n'est point fournie,  Elle se fait un fonds de son économie :  La sotte d'ordinaire a l'esprit complaisant,  La folle quelquefois plaît par son enjouement ;  Dans une femme, enfin, toujours quelque mérite  De ses petits défauts aisément nous racquitte."")",0.67,Substitution
405,"('#arlequin', ""Bien au contraire, ces Iris Nous courent tous tant que nous sommes. La coiffe ici vole au chapeau.  Et tiens, remarques-tu le burlesque écriteau  Qu'on voit affiché devant elle ?  Vois-tu ces mots écrits sur bien plus d'une Belle :  Coeur à louer pour le Robin,  CoEur à louer pour la Finance,  Place de peu de résistance,  Coeur à terme à la Saint-Martin.  Et bien, Manant, voit-on cela dans ton village ? "")","('#arlequin', ""Qui nous racquittera, dites-nous, s'il vous plaît,  Lorsque de notre honneur elle tire intérêt ? "")",1.13,Substitution
406,"('#pierrot', ""Non, il n'est point chez nous de femmes de louage."")",,1.0,Insertion
407,"('#arlequin', ""Et vos amantes, vos bergères,  Qui ne vous perdent jamais,  N'ont point besoin de locataires :  Mais pour les nôtres, en amour  Elles font tout l'été de fort longues diètes,  Et toute Promenade est une basse-cour  Où l'on ne voit qu'un coq pour cinquante poulettes. C'est que dans ton village il n'est point de plumets ; "")","('#seconde-bohemienne', ""Si de quelques vertus les femmes sont pourvues,  Ces vertus de défauts sont souvent corrompues ;  La belle est toujours bête, ou croit qu'un teint fleuri  Est un trop beau morceau pour un sot de mari ;  La savante ne dit que vers, métamorphose,  Et méprise un époux qui ne parle qu'en prose :  Celle qui d'un beau sang voit ses pères issus,  Vous compte ses aïeux pour toutes ses vertus.  Non, quelque qualité qui règne dans son âme,  Quelque vertu qu'elle ait, c'est toujours une femme ;  C'est-à-dire attentive à l'amant qui languit,  Et vous savez, casta quam nemo rogavit."")",0.46,Substitution
408,"('#pierrot', ""Ma foi, je plains toutes ces biautez-là.  Mais expliquez-moi, je vous prie,  Toutes ces autres que voilà.  Qu'est-ce que cela signifie ?  Comment s'appelle ce château,  Ces terrasses et ces jets d'eau ?  Ces allées surtout ? Qu'est-ce que ces allées ?"")","('#arlequin', ""Voilà, je vous l'avoue, un extrait de sorcière,  Que les femmes devraient jeter dans la rivière :  Elle en dit peu de bien. "")",1.05,Substitution
409,"('#arlequin', 'Voici comme vulgairement  La chose eu appelée.  Tiens, devant nous premièrement  Voilà la grande allée.')","('#seconde-bohemienne', ""Touchez là, j'en dirai,  Foi de fille d'honneur, sitôt que j'en saurai. "")",1.13,Substitution
410,"('#pierrot', 'La grande allée ?')",,1.0,Insertion
411,"('#arlequin', ""C'est la carrière du beau monde.  C'est là qu'avec grand appareil,  Au petit couché du Soleil,  Viennent se mettre en montre et la brune et blonde.  C'est là qu'on met à l'étalage dentelle ; étoffes, et rubans ;  C'est-là que tous les ambulants  Viennent mettre à l'encan leur taille et leur visage.  C'est là que l'on se donne un public rendez-vous ;  Que tous les beaux objets se trouvent,  Et que tous ils se désapprouvent,  Parce qu'ils se ressemblent tous.  Voilà en peu de mots ce que c'est que la grande allée.  Pour ces petites d'à_côté, l'une est l'allée de la fronde ou du contrôle."")","('#arlequin', 'Mais parlez-moi français ;... là, si je me marie,  Ne serai-je point,... là... ')",1.38,Substitution
412,"('#pierrot', 'Ces allées où font ces bancs ?')","('#premiere-bohemienne', 'Quoi, là ?')",0.74,Substitution
413,,"('#arlequin', 'Je vous en prie,  Ne me déguisez rien. ')",1.0,Deletion
414,"('#arlequin', ""Oui, c'est là qu'on s'assit pour médire à son aise,  Que l'on parle du beau, du mauvais, et du bon ;  Enfin c'est là que tout se pèse,  Et qu'à chaque passant on taille le lardon."")",,1.0,Insertion
415,"('#pierrot', 'Et cette allée-ci si sombre et si touffue ?')","('#premiere-bohemienne', 'Quoi donc ? ')",0.6,Substitution
416,"('#arlequin', ""Ce qu'on dit, ce qu'on fait en semblable retraite,  Se devine assez entre nous  Mais cette allée est fort discrète ;  Et dont bien en prend aux jaloux. C'est l'allée des rendez-vous. "")","('#arlequin', ""Là, ce qu'était  Peut-être votre époux dans le temps qu'il vivait. "")",1.38,Substitution
417,"('#pierrot', ""Et cette autre allée où l'on ne se promène que seul à seul ?"")",,1.0,Insertion
418,"('#arlequin', ""C'est le séjour de la misanthropie,  C'est là qu'un noir chagrin, que la mélancolie, Se promènent matin et soir ;  Et là bien des humains se plaisant seuls, font voir  Qu'on peut se plaire, quoi qu'on die,  En fort mauvaise compagnie."")","('#premiere-bohemienne', ""Voilà donc l'enclouure et le mot péremptoire :  Sur ce point douloureux on en fait bien accroire,  Et l'on en dit bien plus qu'on n'en fait à Paris ;  Ce sont là des terreurs pour les petits esprits... "")",0.66,Substitution
419,,"('#arlequin', 'Et pour les grands parfois. ')",1.0,Deletion
420,,"('#premiere-bohemienne', 'Des visions cornues  Que les hommes vont mettre en leurs têtes fourchues. ')",1.0,Deletion
421,"('#pierrot', ""Mais qu'est-ce que je vois là-bas ?  Tatidié !  Quel bagage !  Qu'est-ce donc que cette allée-là ?"")","('#arlequin', 'Ce sont elles, morbleu, qui nous les plantent là,  De par Belzébuth. ')",1.32,Substitution
422,,"('#premiere-bohemienne', ""Bon ! Approchez, venez çà ;  Regardez-moi bien. Non, vous n'avez point la mine  De recevoir échec de la gent féminine.  Vous êtes beau, joli, bien fait..."")",1.0,Deletion
423,"('#arlequin', 'Où donc ?')","('#arlequin', 'Assurément. ')",0.66,Substitution
424,"('#pierrot', 'Hé, là où se promènent tous ces chevaux et ces carrosses.')","('#premiere-bohemienne', ""Vous avez de l'esprit, le port fier, l'air charmant ;  Allez, ne craignez rien. "")",1.84,Substitution
425,"('#mezzetin', ""Hé, c'est le Cours."")","('#arlequin', ""Mauvaise sauvegarde  Contre les accidents qu'une femme vous garde. "")",1.5,Substitution
426,,"('#seconde-bohemienne', 'Moi je dis, à vous voir seulement par le dos... ')",1.0,Deletion
427,"('#pierrot', ""Allons, faisons une descente dans ce Cours.  Je n'ai jamais vu tant de biau monde.  Allons donc."")","('#arlequin', 'Ah, ciel ! Nous y voilà. ')",1.2,Substitution
428,"('#arlequin', ""Tout doux ; fantassin ni piéton  Ne vont jamais en ce canton.  L'on n'étale aux Tuileries  Qu'habits, rubans, modes, et broderies ;  Ici pour briller, tout mortel  Prend un mérite personnel :  Mais au cours prés duquel nous sommes,  Là ce font les chevaux qui font valoir les hommes ;  Et parmi ces humains, et parmi ces chevaux,  Qui vont de mon côté, qui reviennent du vôtre,  On pourrait prendre l'un pour l'autre,  Sans faire de grands quiproquos.  Ces ballots par exemple et ces larges visages  Qui remplirent eux seuls de si grands équipages,  Ces gens, d'esprit comme de corps épais.  De leurs coureurs sont-ils pas les images ?  Mais, Cours, à tant de sots favorable carrière,  Parmi tous ces beaux chars, tous ces beaux étalons,  Que penses-tu de voir en carrosse à deux fonds,  Ceux que jadis tu vis derrière ?  C'est ici qu'un vrai spectre, un remède d'amour,  Est un Soleil en Carrosse à trois glaces ;  Six Chevaux bien croupés au Cours,  Entraînent après eux les cours, les ris, les grâces.  Un mérite roulant est une flèche, un dard,  Auquel il n'est point de rempart,  Et l'on ne trouve point de belle,  À qui les roues d'un beau Char,  Ne fassent tourner la cervelle.  Mais arrête, vois-tu ce petit animal,  Ce jeune Phaéton, qui pour frapper la vue,  Par une route trop battue,  Court en carrosse à l'Hôpital ?  D'autres ambitieux, qui pour fuir cet outrage,  Aux dépens de leur ventre étalent un beau train ? Vous autres bourgeois de Village,  De cette ville aimeriez-vous l'usage,  Et vous réduiriez-vous à n'avoir pas du pain,  Pour avoir un bel équipage ?  Des chevaux bien nourris courent sous ce feuillage,  Dont les maîtres meurent de faim ;  Et ces chevaux de bonne mine,  Qui font si bien aller un carrosse en ces lieux,  Font bien mal aller la cuisine.  Enfin dans ce grand Cours chacun à_qui_mieux-mieux   Vient jeter de la poudre aux yeux. Mais voici l'heure de mon concert, la nuit approche ; serviteur, Monsieur le Manant.  À nous revoir ici ce soir, au clair de Lune."")","('#seconde-bohemienne', ""Je vous dis en deux mots  Que vous avez tout l'air, la physionomie,  L'oeil, le nez, la façon, la métoposcopie  D'un homme à qui l'on doit faire un mauvais parti.  Je vois sur votre teint bien du brouillamini.  Vos aspects sont malins, vous avez le front large ;  Vous me portez tout l'air d'en avoir une charge."")",0.68,Substitution
429,,"('#arlequin', 'Ah ! Je sens déjà là...  Il se touche la tête. ')",1.0,Deletion
430,"('#pierrot', ""Comment ?  Est-ce qu'on vient ici la nuit ?"")","('#premiere-bohemienne', 'Animal défiant,  Vous croyez donc... ')",1.68,Substitution
431,"('#arlequin', ""Ce beau jardin que l'on admire  Est ordinairement, le jour,  Le théâtre de la Satyre,  Et la nuit celui de l'amour.  Dans le jour, la blonde et la brune  Y font étaler leurs attraits ;  Mais au demi clair de la Lune,  On y voit leurs charmes secrets. Sans doute ; et minuit c'est la plus belle heure des Tuileries. Arlequin chante :"")","('#arlequin', ""Ma foi ! Je crois à l'ascendant.  Ce grand front, cet aspect... Dans cette conjoncture,  Je crains bien de payer un jour avec usure  Tous les frais de la guerre. Allons, tant que quelqu'un  Plus courageux que moi prendra femme en commun,  Je prétends me servir des droits du voisinage,  Et laisser qui voudra goûter du mariage.  En ces occasions, on court plus de danger  À bâtir sur son fonds que sur un étranger.  Je ne tâterai point de la cérémonie. "")",0.88,Substitution
432,,"('#premiere-bohemienne', ""Vous n'en tâterez point ! Halte-là, je vous prie. "")",1.0,Deletion
433,,"('#seconde-bohemienne', 'Point de femme, morbleu ! ')",1.0,Deletion
434,,"('#premiere-bohemienne', ""Si vous n'en prenez pas,  Vous n'avez pas encor trois jours à vivre."")",1.0,Deletion
435,,"('#arlequin', 'Hélas ! ')",1.0,Deletion
436,,"('#seconde-bohemienne', ""Et si vous en prenez, moi, je vous signifie  Que demain, au plus tard, vous n'êtes pas en vie.  Elles le prennent chacune par une manche de son habit. "")",1.0,Deletion
437,"('#pierrot', ""Ah !  Je souhaite donc que la nuit vienne au grand galop.  Voilà qui est admirable, qu'on voie de si belles choses aux Tuileries quand on n'y voit goutte ! Pierrot s'en va. "")","('#arlequin', ""C'en est fait, je suis mort ! Je n'en puis revenir.  Prédiseuses du diable, ah ! Laissez-moi partir. "")",1.13,Substitution
438,,"('#premiere-bohemienne', ""Avant de vous quitter, il faut que je vous voie  À côté d'une femme."")",1.0,Deletion
439,,"('#arlequin', ""Ah ! Plutôt qu'on me noie !"")",1.0,Deletion
440,,"('#seconde-bohemienne', ""Pour vous laisser, je veux vous mettre hors d'état  De pouvoir à jamais sortir du célibat."")",1.0,Deletion
441,,"('#arlequin', ""N'en faites rien ; je suis le dernier de ma race. "")",1.0,Deletion
442,,"('#premiere-bohemienne', 'Que de bruit !')",1.0,Deletion
443,,"('#seconde-bohemienne', ""Qu'on me suive."")",1.0,Deletion
444,,"('#arlequin', ""Hé ! Mesdames, de grâce !  Un accord : je serai six mois de l'an garçon,  Et six mois marié. "")",1.0,Deletion
445,,"('#premiere-bohemienne', 'Marchez. ')",1.0,Deletion
446,,"('#seconde-bohemienne', ""Que de façon !  Elles le tiraillent de façon qu'elles emportent chacune une manche de son habit. Il crie au voleur. D'autres Bohémiens l'entourent, dansent autour de lui et le volent. "")",1.0,Deletion
447,,"('#colombine', ""Je n'entends point parler de notre bailli ; il faut que le traité de cette charge de marquis l'arrête chez quelque notaire.  Il n'en est pas encore où il pense ; je lui garde le meilleur pour le dernier. "")",1.0,Deletion
448,"('#mezzetin', 'Que vois-je ?  Est-ce Arlequin ?')","('#le-laquais', 'Mademoiselle, voilà un bel esprit qui monte, madame Pindaret.')",1.74,Substitution
449,"('#arlequin', ""Hé, c'est toi, mon cher Mezzetin !  Ah !  L'heureuse rencontre, et que j'ai de joie de te revoir !"")","('#madame-pindaret', 'Ah, ma chère belle !  Que je suis heureuse de vous rencontrer !  Car vous êtes la fille de France la plus introuvable. ')",0.72,Substitution
450,"('#mezzetin', ""Comment donc ?  Tu as quitté l'Armée pour venir aux Tuileries ?"")",,1.0,Insertion
451,"('#arlequin', ""Oui. Faut-il que cela t'étonne ?  Hé, combien d'enfants de Bellone  À Paris, comme moi, cet été font venus  Demander becquée à Vénus ?  Ah ! Que depuis mes adieux pour l'Armée,  J'ai bien mangé, mon cher, de la vache enragée,  Et bien encouru des malheurs !  Tu me regardes bien ? J'ai perdu mes couleurs, Comme tu vois, je suis plus noir qu'à l'ordinaire.  Ce sont fruits de l'Art militaire.  Si tu me vois le teint de la poudre à canon,  Cela vient de la liaison  Qu'elle et moi tout l'été nous avons eue ensemble.  Sens aussi cet habit, sens. Et bien, que t'en semble ? "")","('#colombine', ""On ne m'a point dit, madame, que vous m'ayez fait cet honneur-là.  Il est vrai que j'ai le domestique du monde le plus brutal : qu'une femme de qualité me vienne voir, on ne m'en dit rien ; qu'une procureuse frappe à ma porte, on vient m'en faire la honte en pleine compagnie. "")",0.78,Substitution
452,"('#mezzetin', 'Je ne sens rien.')","('#madame-pindaret', ""En vérité, mademoiselle, il faut que votre train soit travaillé d'un prodigieux dévoiement de mémoire ; oui, je crois que je suis venue ici plus de dix fois depuis les calendes du mois dernier. "")",2.0,Substitution
453,"('#arlequin', 'Comment ? Ce juste-au-corps  Ne sent pas le carnage et la mort ? Sens encor. ')","('#colombine', ""Comment dites-vous cela, s'il vous plaît ?  Les cal... "")",1.61,Substitution
454,,"('#madame-pindaret', ""Les calendes, mademoiselle ; c'est la manière de compter des Romains, et la mienne.  Si ma servante datait sa dépense autrement, elle ne coucherait pas chez moi deux jours de suite.  Je veux de l'érudition jusque dans ma cuisine. "")",1.0,Deletion
455,"('#mezzetin', 'Va, tes senteurs sont ridicules.')","('#colombine', ""Que vous êtes heureuse, madame, de savoir tant de belles choses !  Si j'avais l'avantage de vous voir souvent, je crois que je deviendrais une habile fille. "")",1.7,Substitution
456,"('#arlequin', ""Tu n'as donc point de sentiments.  Cet habit est par tout lardé de corpuscules  Anglais, Espagnols, et Flamands.  Ah ! Que dans cette boucherie,  Quoi que je fisse l'esprit fort,  Il me fallut trinquer bien des coups d'eau de vie,  Pour donner celui de la mort.  Je suis un homme franc, s'il en est sur la terre ;  Tu ne vois point de ces hâbleurs  Qui disent tous les maux qu'ils ont eus à la guerre,  Sans mettre du nombre leurs peurs.  Pour moi, je l'avouerai sans feinte,  Je n'eus de passion en Flandre que la crainte.  Ceux qui font tant sonner leur bravoure, leur nom ;  Crois-moi, les gens de cette sorte,  Ont comme moi la gueule morte,  En voyant celle du canon.  Témoin ces braves capitaines,  Qui quand la charge sonne ont recours aux neuvaines."")","('#madame-pindaret', ""Il faut dire la vérité ; on se décrasse en ma compagnie, et tout le monde avoue que je n'ai point la conversation roturière. "")",0.65,Substitution
457,"('#mezzetin', ""C'est à dire qu'il est des Guerriers en bravoure  Aussi fanfarons qu'en amour.  Mais la guerre, Arlequin, fait donc bien de la peine ?"")",,1.0,Insertion
458,"('#arlequin', ""Mon éloquence serait vaine  À te le vouloir exprimer.  Oui, l'on souffre tant à l'Armée,  Que bien des braves gens que je n'ose nommer,  Souhaitaient cet été, malgré leur renommée,  Devenir Bourgeois de Paris ;  Et de tous ces bourgeois en été si chéris  Nos guerriers convoitant la vie et les pistoles  Maint d'entre eux disait ces paroles,  Petits-Collets, robins, et douaniers,  Que votre sort est doux, qu'il est digne d'envie !  Il ne vous coûte au plus que soupirs monnayers  Pour gagner Cloris ou Sylvie ;  Mais chez nous, pour gagner ou victoire ou lauriers,  Il faut qu'il en coûte la vie.  Petits Blondins, robins, et douaniers,  Vous êtes plus heureux cent fois que nos Guerriers.  L'été n'a pour vous que des charmes,  Quand il nous faut suer sous le poids de nos armes,  Chez vous et glaces et liqueurs,  Du chaud adoucirent les peines ;  Chez nous il n'est que les frayeurs  Qui glacent le sang dans les veines.  Vous répandez vin d'Espagne et du Rhin,  Quand nous versons le sang en abondance.  Vous avez plus d'une catin,  Quand nous n'en avons pas pour notre subsistance.  Vous dormez et soirs et matins,  Quand nous sommes tous des lutins,  Nous ne voyons qu'épée, ou baïonnette nue.  Ah ! Quelle affreuse nudité,  Auprès de celles qui l'été  Aux bains s'offrent à votre vue !  Buveurs, quand vous cassez les verres et les pots,  On casse bras et jambe à nos braves héros ;  Et vous riez sur l'herbe, et vous faites ripaille,  Quand nous jurons sur ce champ de bataille.  Enfin chacun de vous content de son destin,  Avecque la brune et la blonde  Ne cherche qu'à peupler le monde,  Quand nous ne voulons que sa fin.  Qu'en dis-tu, Mezzetin ? Ce sont là nos alarmes,  En raccourci voilà nos maux.  Les plus grands pour moi sont que nous autres Héros,  Tandis que devant nous chacun met bas les armes,  Des Bourgeois qui sont nos rivaux,  Nous font porter celles des sots.  Mais à propos, parlons de toi.  Comment gouvernes-tu nos veuves ?  De la mine dont tu es, et de l'inconstance dont elles sont, pendant que nous sommes au Champ de Mars, tu dois cet été faucher copieusement dans le champ des Amours."")","('#colombine', ""Ah ! Que cela est bien dit !  La conversation roturière !  Comment pouvez-vous fournir à la dépense d'esprit que vous faites ?  Si vous ne vous ménagez, vous n'en aurez jamais assez pour le reste de vos jours. "")",0.87,Substitution
459,"('#mezzetin', ""Et, j'ai aussi un régiment de maîtresses que je ne voudrais pas troquer contre celui de ton maître ; et entre autres une certaine Colombine..."")","('#madame-pindaret', ""Bon !  Cela ne coûte rien à une femme comme moi, qui se joue des auteurs ; j'entretiens commerce avec les anciens, et je fraye aussi avec les modernes. "")",0.99,Substitution
460,"('#arlequin', 'Co...')","('#colombine', 'Avec les anciens, madame ! ')",1.78,Substitution
461,,"('#madame-pindaret', ""Assurément, mademoiselle ; j'en attrape assez le vrai, et je veux vous faire voir quelle est ma lecture quotidienne.  Laquais !  Petit garçon ! "")",1.0,Deletion
462,"('#mezzetin', 'Colombine.')","('#madame-pindaret', 'Donnez-moi mon Juvénal. ')",1.52,Substitution
463,"('#arlequin', 'Colombine ?  Ah, la traîtresse ! Et il ne faut pas demander si vous êtes bien aimé de cette Colombine ? Haut.')","('#le-laquais', ""Qu'est-ce que c'est, madame, que votre Juvénal ? "")",1.3,Substitution
464,,"('#madame-pindaret', 'Ce livre in-quarto que je vous ai donné tantôt. ')",1.0,Deletion
465,,"('#le-laquais', ""À moi, madame, un quartaut !  Vous ne m'avez donné ni quartaut ni bouteille. "")",1.0,Deletion
466,,"('#madame-pindaret', ""Eh !  Le petit ignorant !  Qu'il vous arrive une autre fois de l'oublier !"")",1.0,Deletion
467,,"('#madame-pindaret', 'Je prends toujours la précaution de me faire escorter de ce livre-là, quand je vais en visite de femmes, pour me dédommager des minuties de leur conversation. ')",1.0,Deletion
468,,"('#colombine', ""Voilà ce qui s'appelle mettre à profit jusqu'à son ennui. "")",1.0,Deletion
469,"('#mezzetin', ""Ma foi, sans trop s'en faire accroire, quand on est tourné comme je le suis, on est toujours assez sûr de son fait auprès des femmes."")","('#madame-pindaret', 'Êtes-vous comme moi, ma chère ?  Toutes les visites de femmes me donnent la colique. ')",1.38,Substitution
470,"('#arlequin', ""Mais sans trop d'indiscrétion, ne pourrait-on pas savoir à quoi vous en êtes avec elle ?"")","('#colombine', ""Non, madame, je ne suis point d'une complexion si délicate.  À vous dire le vrai, j'aime beaucoup mieux la conversation des hommes, et je voudrais parfois qu'il n'y eût que moi de femme au monde. "")",1.39,Substitution
471,"('#mezzetin', ""Sans un maudit fiacre qui est venu ce matin nous interrompre pendant que nous étions tête à tête dans le Bois_de_Boulogne, j'aurais poussé les affaires bien loin.  Mais ce qui est différé n'est pas perdu.  Serviteur. Il s'en va."")","('#madame-pindaret', ""Vous auriez de la chalandise.  J'allai voir, il y a quelque temps, une marquise ; je ne fus qu'un quart d'heure avec elle, c'était pendant la canicule : sa conversation ne laissa pas de m'enrhumer si fort, que je me suis mise au gruau pendant trois semaines pour en revenir. "")",0.73,Substitution
472,,"('#colombine', 'Cela étant, madame, quand vous allez en visite de marquise, de crainte de vous enrhumer une seconde fois, il faudrait faire porter un manteau fourré avec votre Juvénal. ')",1.0,Deletion
473,,"('#madame-pindaret', ""Vous ne sauriez vous imaginer jusqu'où va l'ignorance de cette femme-là. "")",1.0,Deletion
474,"('#arlequin', 'Bon voyage.  Après cela fiez-vous à ces carognes de femmes !  Mais voici justement mon maître.')","('#colombine', 'Une femme de qualité ignorante !  Vous me surprenez. ')",0.93,Substitution
475,,"('#madame-pindaret', ""Ignorantissime !  Croiriez-vous ?...  Mais non ; cela n'entre point dans l'esprit. "")",1.0,Deletion
476,"('#leandre', ""D'où sors-tu donc, Arlequin ?  Il y a une heure que je te cherche."")","('#colombine', 'Mais encore ? ')",1.52,Substitution
477,,"('#madame-pindaret', ""Croiriez-vous qu'elle ne put jamais me dire dans quelle olympiade mourut Épaminondas ? "")",1.0,Deletion
478,"('#arlequin', ""Je me promenais en vous attendant, Monsieur, ici près , dans l'allée des soupirs, où je faisais réflexion sur l'instabilité des choses humaines par rapport aux femmes."")","('#colombine', ""Ah, ciel !  Quelle ignorance !  En vérité, madame, vous fûtes bien heureuse d'en être quitte pour un rhume ; cela valait bien la peine de tomber en apoplexie. "")",1.1,Substitution
479,"('#leandre', ""Ah Ciel !  Est-ce d'Élise que tu veux parler ?  L'as-tu vue ?  Et bien, que t'a-t-elle dit ?  Qu'as-tu appris ?  Réponds vite."")","('#madame-pindaret', ""Il ne tint qu'à moi.  À propos, mademoiselle, avec-vous vu mon madrigal ? "")",1.46,Substitution
480,,"('#colombine', ""Non, madame ; cela n'est pas venu jusqu'à moi. "")",1.0,Deletion
481,"('#arlequin', ""Non, Monsieur, Élise n'est point la matière de mes réflexions ; c'est la moins femme de toutes les femmes en inconstance.  Mais sa suivante, mais Colombine..."")","('#madame-pindaret', ""Vous n'êtes donc pas de ce monde ?  C'est une pièce qui a déjà souffert la troisième édition, et qui a marié les trois filles de mon libraire.  Je vais vous le lire. "")",1.27,Substitution
482,,"('#colombine', 'Vous me ferez, je vous assure, un sensible plaisir. ')",1.0,Deletion
483,"('#leandre', ""Hé faquin, qu'ai-je à faire de Colombine ?  Parle-moi d'Élise."")","('#madame-pindaret', ""Ce n'est pas cela ; c'est un rondeau sur une absence, que je laisse quelque temps mitonner sur le réchaud de la réflexion...  Ni cela ; c'est la vie de Thémistocle, en vers burlesques.  Je tiens un poème épique aux cheveux, qui surprendra tout Paris.  Ah !  Voici notre madrigal. MADRIGAL, Sur l'inconstance d'une maîtresse qui changea d'amant, parce qu'il avait soupiré par le derrière.  Vous entendez bien cela ? Elle lit. "")",1.38,Substitution
484,,"('#colombine', ""Oh !  Oui, cela s'entend de reste ; peu s'en faut que je ne le sente."")",1.0,Deletion
485,"('#arlequin', ""Et bien, je vous dis, Monsieur, qu'Élise est malgré l'absence, rage, aimable, fidèle.  Mais Colombine..."")","('#madame-pindaret', ""Quoi ! Pour avoir laissé sauver un prisonnier  Qui n'a de voix que pour crier,  Votre coeur fait la pirouette,  Et se fait un nouvel amant ! On dira, volage Lisette,  Que ce coeur est si girouette,  Qu'il change au moindre petit vent."")",1.14,Substitution
486,,"('#colombine', 'Ah, madame !  Quel merveilleux talent vous avez pour la poésie ! ')",1.0,Deletion
487,,"('#madame-pindaret', ""J'ai d'assez belles humanités, comme vous voyez ; mais je vais me donner à la physique. "")",1.0,Deletion
488,,"('#colombine', 'À la physique, madame ! ')",1.0,Deletion
489,,"('#madame-pindaret', ""Oui, mademoiselle. C'est une des plus nobles sciences qu'il y ait ; elle a pour objet tout ce qui tombe sous les sens, et par conséquent, le corps humain, qui est la plus belle et la plus parfaite de toutes les structures humaines.  Adieu, mademoiselle ; je sens que ma colique veut me reprendre. "")",1.0,Deletion
490,,"('#colombine', 'Quoi !  Si tôt, madame ! ')",1.0,Deletion
491,"('#leandre', ""Hé laissons-là Colombine, encore un coup ; parle de ce qui me touche.  Quoi donc ?  Élise n'aime ni n'épouse Calmar !"")","('#madame-pindaret', ""Je ne me prostitue jamais à une longue conversation, et j'aime les visites brèves et laconiques."")",0.95,Substitution
