,biancollelli-arlequin-gentilhomme,dufresny-depart-des-comediens,Cost,Operation Type
558,"('#geronte', ""Octave s'en est fait je vous reçois pour gendre,  Mais je veux qu'à l'instant, vous embrassiez Léandre. "")","('#le-sacrificateur', 'Le monstre redouble sa rage. Le voilà qui vient, sauvez-vous. Pasquariel se change en monstre. Arlequin jette son manteau royal, et paraît monté sur un cheval ailé, combat le monstre, et après un jeu de culbutes, la scène finit.')",1.46,Substitution
559,"('#octave', ""À votre volonté je m'accorde aisément,  Et je veux lui jurer par cet embrassement...  Il va pour embrasser Léandre."")",,1.0,Insertion
560,"('#arlequin', ""Je vous suis redevable autant qu'on le peut être. "")",,1.0,Insertion
561,"('#scaramouche', 'On parle de Léandre il croit être mon maître,  Hors de là marmiton. ')",,1.0,Insertion
562,"('#leandre', ""Je ne puis qu'admirer  Les bontés dont ici vous voulez m'honorer. "")",,1.0,Insertion
563,"('#colombine', ""Le crocheteur me doit j'ai son habit en gage,  Il vaut bien dix écus. "")",,1.0,Insertion
564,"('#arlequin', 'Quoi Madame Tapage  Vous voulez le garder ? ')",,1.0,Insertion
565,"('#leandre', ""Rendez-lui cet habit,  J'aurai soin de payer. "")",,1.0,Insertion
566,"('#arlequin', ""Morbleu qu'il a d'esprit. "")",,1.0,Insertion
567,"('#pierrot', 'Cela suffit, Monsieur, la caution est bonne. ')",,1.0,Insertion
568,"('#arlequin', 'Les cinquante louis, Monsieur. ')",,1.0,Insertion
569,"('#leandre', 'Je te les donne,  Et te prends avec moi. ')",,1.0,Insertion
570,"('#arlequin', ""Par ma foi tout va bien  L'emploi de crocheteur m'a procuré du bien. "")",,1.0,Insertion
571,"('#mezzetin', ""Ce diable d'Arlequin est plus heureux que sage. "")",,1.0,Insertion
572,"('#le-docteur', ""Célébrons, cher ami, ce double mariage,  Que les jeux, les plaisirs ici s'assemblent tous,  Rions, chantons, dansons et réjouissons-nous. "")","('#arlequin', ""Voilà qui est fait, je vais avec vous autres. Allons jouer l'opéra aux vendanges. Prenons auparavant congé de ces messieurs. Il montre les auditeurs. Ici tous les violons jouent, et tous les comédiens chantent ce qui suit. "")",0.74,Substitution
573,"('#pierrot', ""Morgué vive la joie, allons faisons la noce,  Et qu'Isabeau bientôt soit relevée en bosse."")","('#arlequin', 'Adieu théâtre, adieu balcons.  Adieu loges, adieu parterre.')",1.64,Substitution
574,"('#geronte', ""Du divertissement que je vais apprêter,  Attendant le souper nous pouvons profiter.  Qu'on fasse entrer ici les Bergers et les Bergères "")",,1.0,Insertion
575,"('#arlequin', 'Puissent de leurs enfants ces Messieurs être pères. ')","('#leandre', 'Adieu fillettes et garçons,  Plus assidus que père et mère. ')",0.63,Substitution
576,"('#la-chanteuse', ""Tous les Bergers de nos hameaux  Sont tendres et fidèles,  Aux Bergères sous les ormeaux,  Ils jurent chaque jour des ardeurs éternelles,  Ils n'ont jamais de maîtresses nouvelles,  Et leurs feux sont toujours nouveaux.  Un jeune Berger l'autre jour,  Avec la voix accordait sa musette,  Il me vit et je sus l'enflammer à son tour,  Il ne chantait que l'amourette,  Et je lui fis chanter l'amour.  Qu'une femme soit nouvelle,  Et s'attache à plaire sans fard,  Qu'une maîtresse soit fidèle,  Cela peut-être par hasard.  Un Berger danse avec une Bergère. Deux Bergers et deux Bergères forment une danse."")","('#colombine', 'Dieu bons bourgeois de Paris  Qui veniez nous voir le dimanche.')",1.76,Substitution
577,"('#octave', ""Qu'un petit maître qui soupire,  Et tient une belle à l'écart,  Obtienne tout ce qu'il désire,  Cela peut-être par hasard. "")",,1.0,Insertion
578,"('#pierrot', ""Qu'une femme dans son ménage  Fasse quelque petit bâtard,  Après deux ans de mariage,  Cela peut-être par hasard. "")","('#mezzetin', 'Adieu femmes, dont les maris  Trouvaient ici leurs places franches. ')",1.15,Substitution
579,"('#mezzetin', ""Qu'un homme qui sait bien écrire  Devienne opulent tôt ou tard,  Et que de la crasse il se tire,  Cela peut être par hasard. "")","('#la-chanteuse', 'Adieu grands et petits collets,  Adieu gens de robe et finance.')",1.16,Substitution
580,,"('#pierrot', 'Vous pouvez vendre vos sifflets,  À tous les chaudronniers de France.')",1.0,Deletion
581,"('#scaramouche', ""Qu'une fille de bonne mise  Que pourchasse un jeune égrillard,  Fasse avec lui quelque sottise  Cela peut-être par hasard "")",,1.0,Insertion
582,"('#arlequin', ""Qu'une nouvelle Comédie  Faite suivant les règles de l'art,  De tous ne soit pas applaudie,  Cela peut-être par hasard. "")","('#arlequin', ""Revenez tous encor demain,  Voir partir la troupe dolente.  Plus le parterre sera plein,  Plus la chose sera touchante.  Avant de nous séparer,  J'ai bien des choses à vous dire.  Si notre adieu vous fait pleurer,  Votre argent nous fera bien rire. "")",0.89,Substitution
