,dancourt-metempsychose,la-fontaine-daphne,Cost,Operation Type
487,"('#mercure', ""Un peu plus de prudence, et moins d'empressement,  Pour quelque temps il est bon qu'on l'ignore :  Il est bien vrai que votre amour l'honore.  Mais il ne vous fait pas honneur également.  Sachons d'abord ce qu'elle est devenue ;  Une fille qu'on perd de vue, Se retrouve parfois assez facilement,  Mais pas toujours telle qu'on l'a perdue. "")","('#amphrise', ""Nos conseils ont été frivoles ; La seule obscurité fait le prix des paroles Que l'on cherche aux livres du Sort."")",1.25,Substitution
488,"('#jupiter', ""Tu raisonnes fort sagement,  Et c'est l'excès de la colère  Qui cause en moi ce premier mouvement. "")","('#penee', ""Ma fille, rendez-vous aux volontés d'un père : Qu'il soit votre oracle aujourd'hui Aimez Tharsis ; il vous doit plaire ; Toute notre Cour est pour lui."")",1.61,Substitution
489,"('#mercure', ""Hé ! De grâce, qu'il se modère. "")","('#apidame', ""Tels étaient ces mortels pour qui l'idolâtrie Commença d'introduire au monde son pouvoir."")",1.69,Substitution
490,"('#jupiter', 'Je suivrai tes conseils en tout aveuglément. ')",,1.0,Insertion
491,"('#mercure', ""Pour mieux approfondir l'affaire,  Cherchons ici Faunus de toutes parts,  Il faut que tôt ou tard il s'offre à nos regards,  De Corine déjà je vois venir la tante. "")","('#amphrise', ""Il a tout l'air d'un dieu ; l'on dirait à le voir, Que l'Olympe est sa patrie."")",1.4,Substitution
492,"('#merope', ""Je n'en puis plus, ici tout m'épouvante,  Et votre retour même ajoute à mon effroi.  Un de vos gens, Seigneur, tantôt s'est devant moi,  Par le milieu des airs volant à tire d'aile,  Fait vers le Ciel une route nouvelle ;  Et puis par un effet presque aussi peu commun,  J'ai vu ma nièce ici causer avec quelqu'un  Sans y voir personne auprès d'elle. "")","('#daphne', ""Hélas ! J'en crus autant, lorsqu'en notre prairie Je le vis arriver inconnu dans ces lieux. Maintenant mon coeur tâche à démentir mes yeux. Ne m'en accusez point : quelque force suprême M'entretient malgré moi dans cette erreur extrême. Que Tharsis soit parfait, qu'il ait l'air qu'ont les dieux, Est-ce par raison que l'on aime ?"")",0.11,Substitution
493,"('#jupiter', ""Je ne me trompais pas. Ah ! C'était un Amant,  Et que Junon protège apparemment. "")","('#penee', ""L'hymen change les coeurs : suivez mes volontés."")",1.47,Substitution
494,"('#mercure', ""La chose n'est pas impossible. "")",,1.0,Insertion
495,"('#jupiter', ""Il n'évitera pas un juste châtiment,  On fait à mon amour un affront trop sensible,  Et l'on n'offense pas les Dieux impunément. "")",,1.0,Insertion
496,"('#merope', ""Seigneur, en tout ceci je ne suis point coupable,  Mortel, ou Dieu, j'en fais serment,  Je n'ai rien fait qui soit capable  De m'attirer votre ressentiment. "")","('#daphne', ""Quoi ! Seigneur, vous aussi vous me persécutez ! De ses autres tyrans sans peine on se console ; Mais d'un père ! un père m'immole ! Je tiens le jour de vous, Seigneur ; vous me l'ôtez."")",0.56,Substitution
497,"('#mercure', 'Je le crois, nous pensons de vous tout autrement. ')",,1.0,Insertion
498,"('#merope', ""J'ai fait ce que j'ai pu pour engager Corine. "")",,1.0,Insertion
499,"('#mercure', ""J'en répondrais à votre mine,  Mais ne savez-vous comment,  Avec qui, de ces lieux elle s'est échappée ? "")","('#penee', ""Moi, je perdrais Daphné ! qu'ai-je à conserver qu'elle ? L'hymen m'a-t-il fait d'autres dons ?"")",1.42,Substitution
500,"('#merope', ""Je ne sais qu'en juger, mais je suis fort trompée,  Si ce n'est un enlèvement. "")",,1.0,Insertion
501,"('#jupiter', ""Et pour faciliter sa fuite,  Est-il venu quelqu'un lui rendre ici visite ? "")",,1.0,Insertion
502,"('#merope', ""Je n'ai vu presque rien de ce qui s'est passé,  De ce que je voyais étonnée, interdite,  Auprès de ces bosquets je n'ai point avancé :  Les Amours, disait-on, et des gens de leur suite,  Avaient ici, ri, bu, chanté, dansé ;  De trouble et de frayeur j'avais le coeur glacé  Et de rien je ne suis instruite. "")","('#daphne', ""Cependant, quand je vous appelle Du plus tendre de tous les noms, Vous ne vous souvenez que de votre puissance ; Vous regardez l'obéissance, La raison, et jamais d'autres tyrans plus doux ; Il en est toutefois. Leucippe vient à nous : Je lui vais ôter l'espérance. Vous le voulez, Seigneur ; je le lis dans vos yeux."")",0.84,Substitution
503,"('#jupiter', ""Ah ! Jalouse Junon ! Je reconnais vos coups,  Et les Amours jamais n'auraient osé sans vous  Me faire une pareille offense. "")","('#daphne', ""Leucippe, il faut tâcher d'éteindre votre flamme. Je ne puis être à vous."")",1.4,Substitution
504,"('#mercure', ""Nous le méritons bien franchement entre nous,  Ils n'étaient pas de notre confidence. "")",,1.0,Insertion
505,"('#jupiter', ""Mais Faunus est avec eux, sans craindre mon courroux  A-t-il été d'intelligence ? "")",,1.0,Insertion
506,"('#mercure', ""Nous le saurons, le voici qui s'avance. "")",,1.0,Insertion
507,"('#jupiter', ""Que veut dire ceci ? Sur ses pieds chancelants  Il semble qu'à regret tout son corps se soutienne. "")",,1.0,Insertion
508,"('#faunus', ""Pour rattraper un peu l'usage de mes sens,  Il est bon que je me promène. "")",,1.0,Insertion
509,"('#jupiter', 'Voilà de mon malheur une preuve certaine. ')",,1.0,Insertion
510,"('#faunus', ""Ah, ah ! C'est vous, parbleu, soyez les bienvenus.  J'allais commencer d'être en peine. "")",,1.0,Insertion
511,"('#jupiter', 'En quel état vous trouvai-je, Faunus ? ')","('#leucippe', 'Ô cieux ! Injustes cieux ! Est-ce là votre arrêt ?')",0.98,Substitution
512,"('#faunus', ""Vous le voyez, la bedaine assez pleine,  C'est votre fils… son frère à lui… Bacchus,  Qui pour… renouveler… l'ancienne connaissance…  Oh ! Nous avons, ma foi, soufflé d'excellent jus. "")",,1.0,Insertion
513,"('#jupiter', ""J'avais compté sur votre vigilance. "")",,1.0,Insertion
514,"('#faunus', ""Oui, je suis vigilant, on ne peut l'être plus. "")",,1.0,Insertion
515,"('#mercure', 'Il y paraît, vraiment. ')",,1.0,Insertion
516,"('#faunus', 'Il y paraît ? Abus. ')",,1.0,Insertion
517,"('#jupiter', 'Et Corine ? ')",,1.0,Insertion
518,"('#faunus', 'Êtes-vous fâché de son absence ? ')",,1.0,Insertion
519,"('#jupiter', ""Si j'en suis fâché ? "")","('#daphne', 'Cet oracle odieux Vient de mon père seul.')",1.31,Substitution
520,"('#faunus', 'Paix, je suis au fait, motus,  Mais par discrétion je garde le silence. ')","('#leucippe', 'Votre père et les dieux Disposent de mon sort, mais non pas de mon âme : Moi-même en suis-je maître ?')",1.57,Substitution
521,"('#jupiter', 'Quoi ? ')","('#daphne', 'Il le faut.')",0.91,Substitution
522,"('#faunus', ""Ne me dites rien, s'il vous plaît, là-dessus,  Voilà la tante encore, c'est une grande avance ;  Je ne perds pas, comme on voit, connaissance,  Et les pièges qu'on m'a tendus…  Bref, vos rivaux seront tous confondus. "")",,1.0,Insertion
523,"('#jupiter', ""Ne rougissez-vous point de l'état où vous êtes ? "")",,1.0,Insertion
524,"('#faunus', 'Non ; pour un peu de vin, quel vacarme vous faites ! ')",,1.0,Insertion
525,"('#jupiter', 'Quelle honte ! ')",,1.0,Insertion
526,"('#faunus', ""Voilà justement ce que c'est :  Vous autres Dieux de la première classe,  Vous buvez du nectar autant qu'il vous plaît,  Sans que sur vos cerveaux il fasse  Nulle impression, nulle trace ;  Pour nous autres, il y paraît. "")","('#leucippe', ""Ah ! Daphné ! Que ce mot est facile à dire ! Et que l'amour possède avecque peu d'empire Un coeur que la contrainte a si tôt entraîné !"")",0.83,Substitution
527,"('#jupiter', ""Pour faire contre vous éclater ma vengeance,  Je vous dégraderai de l'immortalité. "")",,1.0,Insertion
528,"('#faunus', ""Non, non, n'en faites rien, donnez-vous patience,  Avec la tante en diligence,  Je vais chercher partout : et mon activité  Justifiera que ma fidélité  Mérite une autre récompense,  Sans adieu. "")","('#daphne', ""Quoi ! Faut-il que mon coeur soit par vous soupçonné ? Cruel ! n'avais-je pas encore assez de peine ?"")",1.01,Substitution
529,"('#jupiter', ""Quelle indignité !  À quel excès je me sens irrité !  Les Amours et Bacchus aujourd'hui me trahissent,  Avec Junon de concert ile s'unissent.  Ah ! Je les punirai de leur témérité :  Pour Junon, j'y suis fait, et j'ai toujours été  L'objet de son humeur et de sa jalousie,  Et je ne puis priver Bacchus de l'ambroisie ;  Mais pour un tas confus de ces petits Amours,  Dont le nombre partout augmente tous les jours,  Je puis au gré de mon envie,  Les soumettre à perdre la vie ;  Le destin me permet de les traiter ainsi,  Va, cours dire à Vénus… "")","('#leucippe', ""Enfin donc le Destin me déclare sa haine ; Vous serez à Tharsis ; et moi, par mes soupirs, J'augmenterai ses plaisirs."")",0.2,Substitution
530,"('#mercure', 'Je crois que la voici. ')","('#daphne', ""Plût au Ciel que Tharsis causât seul vos alarmes, Et qu'un père..."")",1.52,Substitution
531,"('#jupiter', 'Vous venez à propos, Déesse. ')","('#leucippe', 'Achevez.')",1.5,Substitution
532,,"('#daphne-', ""Eh ! Que sert d'achever Un souhait qu'on sait bien qui ne peut arriver ?"")",1.0,Deletion
533,"('#venus', ""Un soin pressant qui pour vous m'intéresse,  Me fait vous chercher jusqu'ici. "")","('#leucippe', ""Il n'importe, mon âme y trouvera des charmes."")",0.53,Substitution
534,"('#jupiter', ""Et pour une affaire qui presse,  J'avais dessein de vous parler aussi. "")",,1.0,Insertion
535,"('#venus', 'La confidence est fâcheuse à vous faire. ')",,1.0,Insertion
536,"('#jupiter', 'Ce que je vous dirai pourra ne vous pas plaire ! ')",,1.0,Insertion
537,"('#venus', 'Junon… votre chaste moitié…. ')","('#daphne-', ""Ne m'aimez plus."")",1.36,Substitution
538,"('#jupiter', ""Junon… ne me parlez point d'elle. "")","('#leucippe', 'Le puis-je ? Et le souhaitez-vous ?')",1.89,Substitution
539,"('#venus', ""Sent pour mon fils, qui soupire auprès d'elle,  Un peu plus que de l'amitié. "")","('#daphne-', 'Vos tourments ont pour moi quelque chose de doux, Il est vrai ; mais cessez.')",0.9,Substitution
540,"('#mercure', 'Comment diantre. Ceci passe la raillerie !')",,1.0,Insertion
541,"('#jupiter', 'Junon ! ')",,1.0,Insertion
542,"('#venus', ""De vos amours voilà quel est l'effet ;  Je ne dois pas les blâmer tout-à-fait,  C'est une liberté qui ne m'est pas permise,  Mais votre exemple l'autorise.  Comme chez les mortels, l'exemple chez les Dieux  Est tout-à-fait contagieux :  Quand à sa femme un mari donne prise,  La femme cherche à l'imiter,  Et c'est ainsi qu'on l'indemnise. "")","('#leucippe', ""Hélas ! Cesser de vivre Est le seul remède à mon mal. Voilà le parti qu'il faut suivre ; Mais avec moi je veux perdre aussi mon rival. Vous ne me serez pas impunément ravie : Non, Daphné. Vous pleurez ? Ah ! Princesse, je dois Mourir pour vos yeux mille fois. Avant qu'avoir Daphné, Tharsis aura ma vie. Je ne puis voir tant de biens En d'autres bras que les miens : Que mon rival me les cède, Et renonce à votre amour, Ou qu'il m'ôte aussi le jour Si l'on veut qu'il vous possède."")",0.38,Substitution
543,"('#jupiter', ""Déesse vous venez ici nous débiter  Une ridicule morale.  Un mari peut manquer à la foi conjugale,  Sans que la femme soit en droit d'en profiter.  Il est des lois de bienséance,  Les maris ont de certains droits. "")",,1.0,Insertion
544,"('#venus', ""On s'y conformais autrefois,  Aujourd'hui l'usage en dispense,  Les femmes ont changé de lois. "")",,1.0,Insertion
545,"('#jupiter', ""Morbleu de toute votre race  J'ai bien à me plaindre aujourd'hui ;  L'aîné prend ma femme pour lui,  Les cadets pour un autre enlèvent ma maîtresse ;  Pour l'aîné, je conviens de ce que je lui dois ;  Il a souvent bien servi ma tendresse,  Et là-dessus je suis de bonne foi.  Il faut bien, en faveur de tant de bons offices,  Lui passer ses tendres caprices,  Quoique ma femme en soit l'objet,  Mais qu'il en demeure au projet. "")","('#daphne-', 'Leucippe, si je vous perds, Il faut que dans nos déserts La solitude me donne Un sort plus calme et plus doux ; Et ne pouvant être à vous, je ne veux être à personne.')",0.61,Substitution
546,,"('#heures', ""Daphné, portez vos yeux Sur le plus beau des dieux. Daphné s'enfuit aussitôt qu'elle a reconnu Apollon sous le visage de Tharsis."")",1.0,Deletion
547,"('#venus', ""Rassurez-vous, et n'ayez nulle crainte,  Sa tendresse n'est qu'une feinte ;  Et je n'ai pris le soin de vous en avertir,  Qu'afin de vous faire sentir,  Dans le désir d'être vengée,  À quoi se peut livrer une prude enragée ;  C'est à vous dans la suite à vous en garantir. "")","('#apollon', ""Tu me fuis, divine mortelle ! Où cours-tu ? N'aperçois-tu pas Un précipice sous tes pas ? Il est plein de serpents : détourne-toi, cruelle. Suis-je encor plus à craindre ? Et rien dans ce vallon Ne peut-il t'arrêter quand tu fuis Apollon ? Quoi ! Tant de haine en une belle ! Insolent, qui brûles pour elle, Renonce à l'hymen de Daphné ; C'est Apollon qui te l'ordonne. Regarde quel rival ton malheur t'a donné."")",0.33,Substitution
548,"('#jupiter', ""Ah ! C'est ce que l'on doit attendre ;  Mais lorsqu'à votre aîné j'ai des grâces à rendre,  J'ai du regret à ne vous point mentir,  D'être obligé de vous apprendre  Quel violent parti contre tous ses cadets,  Après les chagrins qu'ils m'ont faits,  Mon courroux vient de prendre. "")","('#leucippe', ""Mon malheur ? Dis le tien. Toi, le fils de Latone ! N'es-tu pas ce Tharsis que tantôt on a vu ? D'un magique ornement ton front s'est revêtu. Enchanteur, penses-tu que ta pompe m'étonne ? Ce n'est qu'un songe, ce n'est rien ; Va tromper d'autres yeux, et me laisse mon bien."")",0.73,Substitution
549,"('#venus', 'Quoi ? Comment donc ! ')",,1.0,Insertion
550,"('#jupiter', 'Ils ont prêté  Leurs soins pour enlever Corine. ')",,1.0,Insertion
551,"('#venus', 'Ce trait qui contre eux vous chagrine  Ne doit point leur être imputé. ')","('#apollon', ""Ô dieux ! Ô citoyens du lumineux empire ! Que vient un mortel de me dire ? Malheureux, ton orgueil s'en va te coûter cher. Les dieux ne sont pas insensibles. Qu'on l'attache sur ce rocher Avec des chaînes invisibles. Ce commandement est exécuté par les ministres de la puissance d'Apollon, qui va se faire voir à Pénée, non plus sous le personnage de Tharsis, mais sous le sien propre. "")",1.01,Substitution
552,"('#jupiter', ""J'en crois le mouvement dont j'en suis agité,  Et la fureur qui me domine ;  Ils m'ont trahi, mais je m'en vengerai,  J'en vais détruire autant que je pourrai. "")","('#leucippe', ""Astres, soyez témoins de ces injustes fers. J'atteste ici tout l'Univers, Et les vents emportent ma plainte. Jupiter, je t'implore ; on veut forcer les coeurs : Il n'est plus de libres ardeurs, Ni d'autres lois que la contrainte. Loges-tu dans le ciel ou dans les antres sourds ? Écoutez-moi, déserts ; on m'ôte mes amours : Est-il douleur pareille ? Qui me consolera sur ce rocher fatal ? Leucippe est un spectacle à son cruel rival. Déserts, écoutez-moi : les dieux ferment l'oreille. Daphné entend cette plainte à l'un des coins du théâtre. "")",0.39,Substitution
553,"('#venus', ""Votre courroux contre eux n'a rien que j'appréhende. "")",,1.0,Insertion
554,"('#jupiter', 'Ils en ressentiront cependant les effets. ')","('#daphne', 'Qui vous consolera ? Ne le savez-vous pas ?')",1.38,Substitution
555,"('#venus', ""Vous en auriez d'inutiles regrets ;  Ils mériteront grâce, et je vous la demande. "")","('#leucippe', ""Quoi ! Je vous vois ! C'est vous ! C'est ma princesse ! Hélas ! J'avais perdu l'espoir d'une faveur si douce. Craignez-vous d'approcher ?"")",1.19,Substitution
556,"('#jupiter', ""C'est assez qu'à l'aîné je laisse ses Autels,  Les autres deviendront mortels :  De ma vengeance il faut laisser des marques,  Je les assujettis aux caprices des Parques. "")","('#daphne', ""Je sens qu'on me repousse : Quelque charme arrête mes pas. Mais, si c'est adoucir vos peines Qu'y prendre part, souffrir ces gênes, Gémir avec vous sous ces chitines, Vous aimer malgré tous, malgré Cieux, malgré Sort, Votre princesse en est capable."")",0.54,Substitution
557,"('#venus', 'Quel affront ! Quelle nouveauté ! ')",,1.0,Insertion
558,"('#jupiter', ""Allez, dépêchez-vous ; que mon ordre, Mercure,  À l'instant soit exécuté. "")",,1.0,Insertion
559,"('#mercure', 'Vous serez obéi. ')",,1.0,Insertion
560,"('#venus', ""Cette peine est trop dure,  Révoquez-en l'arrêt. "")",,1.0,Insertion
561,"('#jupiter', ""Non, Je suis trop piqué,  Il ne sera point révoqué,  Et c'est par le Styx que j'en jure. "")",,1.0,Insertion
562,"('#venus', 'Ciel ! Puis-je recevoir de plus sensible injure ? ')","('#leucippe', 'Apollon, Apollon, tu fais un vain effort ! Je ne suis plus le misérable.')",1.33,Substitution
563,"('#mercure', ""Il est terrible en sa fureur ;  Et les Amours, je vous assure,  Ont grand tort dans cette aventure,  Par un endroit sensible ils ont frappé son coeur ;  Voilà pour eux une fâcheuse époque.  De la façon qu'il a juré,  Je ne crois pas, tout bien considéré,  Que jamais l'ordre se révoque. "")","('#daphne', ""Hélas ! J'irrite un dieu jaloux et redoutable. À qui dois-je adresser ma voix ? Je n'ose t'invoquer, déesse de nos bois . Dans ta Cour, dans ton coeur, autrefois j'avais place ; L'amour m'en a bannie ; écoute toutefois : Je ne demande point pour grâce Que tu souffres mes feux, et qu'un hymen charmant Engage à d'autres dieux celle qui t'a servie ; Délivre seulement Mon amant, Et prends le reste de ma vie."")",0.1,Substitution
564,"('#venus', ""L'effet du moins par vous doit être différé. "")",,1.0,Insertion
565,"('#mercure', ""Non, je ne puis trop tût satisfaire à son gré,  Et je vais avertir les trois Soeurs filandières,  Qu'à leurs lois Jupiter a soumis les Amours,  Qu'elles sont désormais maîtresses de leurs jours.  Impitoyables et sévères,  Je crois que loin d'en prolonger le cours,  Elles n'en épargneront guères ;  Et je prévois que leur fatal ciseau,  Les fera presque tous périr dès le berceau.  Je vous quitte. "")","('#apollon', ""Pourquoi finir vos jours en des lieux pleins d'ennui ? Trouvez-vous le dieu du Parnasse Plus affreux qu'un désert ? Hélas ! ce dieu la chasse : Elle aime mieux mourir que régner avec lui. C'est toi qui nous causes ces peines. Mortel, contre les dieux oses-tu contester ? Daphné témoigne vouloir s'enfuir."")",0.62,Substitution
566,"('#venus', 'Arrêtez de grâce. ')","('#leucippe', 'Mes amours sont mes dieux.')",1.61,Substitution
567,,"('#apollon', ""Qu'on redouble ses chaînes Démons !"")",1.0,Deletion
568,"('#mercure', ""Vous obéir n'est pas en mon pouvoir.  Quand Jupiter prononce, il faut qu'à son devoir  Sans différer on satisfasse. "")","('#daphne', 'Faites-les arrêter. Pouvez-vous bien me voir à vos pieds toute en larmes, Sans vous laisser toucher le coeur ?')",1.75,Substitution
569,"('#venus', ""Et moi, pour qui cet Arrêt odieux  Est l'offense la plus mortelle,  Je saurai contre lui soulever tous les Dieux.  De tes frères, mon fils, prends en main la querelle,  Vengeons-nous de concert d'un Maître impérieux. "")","('#apollon', ""Daphné, C'est contre vous que retournent ces armes. La pitié redouble vos charmes ; En combattant l'amour, elle le rend vainqueur. Votre douleur vous nuit ; vous en êtes plus belle. Venez, venez être immortelle : Je l'obtiendrai du Sort, ou je jure vos yeux Que les cieux Regretteront notre présence. Zéphyrs, enlevez-la malgré sa résistance."")",0.26,Substitution
570,"('#l-amour', 'Quel violent transport, Déesse, vous anime ? ')","('#daphne', 'Ô dieux ! Consentez-vous à cette violence ?')",1.03,Substitution
571,"('#venus', ""Tu vois, mon fils, le coeur de ta mère agité,  Du courroux le plus légitime.  Tes frères sont privés de l'immortalité ;  Sans les entendre, on les opprime.  Contre eux Jupiter irrité,  Que sans le rendre heureux Corine l'ait quitté,  De sa fuite leur fait un crime :  Il a donné l'arrêt. "")","('#diane', 'Démons, gardez de lui toucher ! Deviens laurier, Daphné ; Leucippe, sois rocher.')",0.98,Substitution
572,"('#l-amour', ""Il faut qu'il le supprime,  Et c'est un traitement qu'ils n'ont pas mérité.  Si l'enlèvement de Corine,  Au point où je le crois, l'offense et le chagrine,  De cet enlèvement qu'il ne soit point surpris :  Il nous a méprisés ; mais enfin, qu'il apprenne  Que pour éviter ses mépris,  On cherche à mériter sa haine. "")","('#apollon', ""Barbare, qu'as-tu fait ? Détruire un tel ouvrage ! Faire à ton frère un tel outrage ! Cruelle soeur, Cruelle, et cent fois plus sauvage Que les ours avec qui tu vis ! Que de trésors tu m'as ravis Rends-moi ces biens, rends-moi ce divin assemblage. Daphné, vous n'êtes plus, j'ai perdu mes amours, Et ne saurais perdre la vie Heureux mortels, vos Pleurs cessent avec Vos jours : La mort est un bien que j'envie. Puissent les cieux cesser leur cours ! Périsse l'Univers avecque ma princesse"")",0.7,Substitution
573,"('#venus', ""Vous le pouvez braver impunément,  Mais vos frères, mon fils, objet de sa vengeance,  Quand c'est vous qui faites l'offense,  En reçoivent le châtiment. "")","('#amour', ""Sèche tes pleurs, elle est déesse. Viens l'épouser : mes traits se sont assez vengés ; Ces mouvements de haine en amour sont changés."")",0.96,Substitution
574,"('#faunus', ""Hé ! Qu'est-ce donc, voici bien du remue-ménage ?  Jupiter est pis qu'enragé,  Et moi de mon côté j'enrage.  C'est vous, petit fripon, je gage,  Qui malice avez ici tout dérangé. "")",,1.0,Insertion
575,"('#l-amour', ""Oui, c'est moi, c'est Bacchus, et Junon elle-même,  Qui de concert en ce moment,  Venons d'unir Corine à ce qu'elle aime. "")","('#apollon', ""Puis-je t'ajouter foi ? m'as-tu fait cette grâce ?"")",1.32,Substitution
576,"('#faunus', ""Vous avez là-dedans bien opéré, vraiment,  Un mortel est maître des charmes  Que le Maître des Dieux aimait si tendrement :  Je ne m'étonne pas s'il met tout en alarmes.  Dans tout ceci pour moi je n'attends rien de bon. "")","('#amour', ""Viens l'éprouver."")",1.17,Substitution
577,"('#venus', ""Vous ne faites que craindre en cette occasion,  Et des Amours déjà la disgrâce est certaine.  Doivent-ils seuls portés la peine,  D'avoir trop bien servi Junon ?  Jupiter, suspends ta vengeance,  Ou si tu veux l'exercer aujourd'hui ;  C'est l'Hymen qui te fait la plus sensible offense ;  Punis-le, venge-toi sur lui. "")","('#apollon', ""Allons, et que sur le Parnasse On célèbre des jeux à l'honneur de Daphné. Que le vainqueur y soit de laurier couronné. Bel arbre, adieu. je quitte à regret cette place, Et veux qu'à l'avenir on ceigne de lauriers Le front de mes sujets et celui des guerriers. Apollon monte dans le char où est l'Amour, et tous deux retournant au ciel. Le théâtre change aussitôt. Le Parnasse se découvre au fond. Quelques Mimes sont assises en divers endroits de sa croupe, et quelques poètes à leurs pieds. Sur le sommet, le palais du dieu se fait voir. Les deux côtés du théâtre sont deux galeries qui ressemblent à celles où on étale des raretés les jours de fête et les jours de foire. Là sont les archives du Destin. L'architecture est ornée de feuilles de laurier. Sous chaque portique est un buste ; il y en a neuf de conquérants et autant dé poètes ; les conquérants d'un côté, les poètes de l'autre. Les conquérants sont Cyrus, Alexandre, etc. ; et les poètes sont Homère, Anacréon, Pindare, Virgile, Horace, Ovide, l'Arioste, le Tasse, et Malherbe. Apollon a voulu que l'avenir fût montré en faveur de cette fête. "")",0.35,Substitution
578,"('#faunus', ""Oh ! Pour cela, c'est une chose à faire,  C'est lui qu'il faut bannir du rang des Immortels.  Quand on détruirait ses Autels,  On ne s'en plaindrait pas, et l'on n'y perdrait guère ;  Mais vouloir supprimer la race des Amours,  Ce serait déranger l'ordre de la nature ;  Le monde, sans l'Hymen, doit bien durer toujours ;  Mais sans Amours, il est bien malaisé qu'il dure,  Je crains fort entre nous la fin de l'aventure. "")","('#un-poete-heroïque', ""Quel prince offre à mes yeux des lauriers toujours verts ? Je vois dans l'avenir cent potentats divers Lui disputer en vain l'honneur de la victoire. Ô toi, fils de Latone, amour de l'Univers, Protecteur des doux sons, des beaux-arts, des bons vers, Aide-nous à chanter sa gloire !"")",0.89,Substitution
579,"('#l-inconstance', ""Ne craignez rien, Faunus, rassurez-vous ;  Cessez de vous plaindre, Déesse,  Aux destins des Amours toujours je m'intéresse ? "")",,1.0,Insertion
580,"('#l-amour', ""Que peut l'Inconstance pour nous ? "")",,1.0,Insertion
581,"('#l-inconstance', ""Pour vous, ingrat, je travaille sans cesse ;  De Jupiter j'ai calmé le courroux. "")","('#melpomene', ""Ce n'est pas l'ouvrage d'un jour : Sublime, allez dormir encor sur le Parnasse, Et vous, clairons, faites place Aux doux concerts de l'Amour."")",0.55,Substitution
582,"('#venus', 'Que dites-vous ? ')",,1.0,Insertion
583,"('#l-inconstance', ""J'en suis certaine ;  Il voit Corine sans regret,  Par l'hymen unie à Philène. "")","('#philis', 'Les Zéphyrs sont de retour : Flore avec eux se promène.')",1.59,Substitution
584,"('#l-amour', 'Quoi ! Leur bonheur ne lui fait point de peine ? ')","('#daphnis', ""Savez-vous qui les ramène ? C'est l'Amour."")",1.63,Substitution
585,,"('#philis', 'De quoi parle en ce séjour La savante Philomèle ?')",1.0,Deletion
586,"('#l-inconstance', ""Pour dégager les coeurs d'une amoureuse chaîne,  L'Inconstance a plus d'un secret,  Jupiter en ressent l'effet,  Il n'est pas sans amour, mais il est sans colère. "")","('#daphnis', ""Et de quoi parlerait-elle, Que d'amour ?"")",1.07,Substitution
587,"('#faunus', 'Hé, comment avez-vous pu faire ? ')",,1.0,Insertion
588,"('#l-inconstance', ""Sans m'écarter de ma route ordinaire,  J'ai fait à ses regards briller un jeune objet,  Plus charmant que Corine, et plus digne de plaire. "")","('#philis #daphnis', ""Faisons aussi notre cour Au printemps vêtu de roses ; Ayons, comme toutes choses, De l'amour."")",0.78,Substitution
589,"('#venus', 'Fort bien. ')",,1.0,Insertion
590,"('#l-inconstance', ""Un de vos fils, un petit téméraire,  De tous les Amours le cadet,  Qui je crois ne fait que naître,  Les a d'abord frappés tous deux du même trait :  Et des Dieux le Souverain Maître  Applaudit à l'enfant du beau coup qu'il a fait. Il le caresse, il fait connaître  Qu'il se repent du funeste décret,  Dont il vient de charger Mercure ;  Et tout Dieu qu'il est, il murmure  Contre le sort qui le soumet,  Ayant juré le Styx, à n'être point parjure.  Il me consulte, il me permet,  Autant qu'il se pourra, de réparer la chose,  J'imagine un moyen, et je le lui propose,  Il l'approuve à l'instant, il en est satisfait. "")","('#un-poete-satirique', ""Aimez, mais permettez que je parle à mon tour. Comment faire Pour se taire ? Le monde est plein de sots, de l'un à l'autre bout ; Le passé, le présent, et l'avenir surtout. Comment faire Pour se taire ?"")",1.21,Substitution
591,"('#venus', 'Quel est-il ? ')",,1.0,Insertion
592,"('#l-inconstance', 'La Métempsycose. ')",,1.0,Insertion
593,"('#l-amour', 'Comment ? ')","('#choeur', 'Comment faire Pour se taire ?')",1.36,Substitution
594,"('#l-inconstance', ""Si les Amours ne sont plus immortels,  Ils n'en auront pas moins leurs Temples, leurs Autels  Ils finiront sans cesser d'être. Les Parques, ni les temps ne pourront rien sur eux,  Toujours jeunes, charmants, heureux,  Leur aîné de leur sort sera par moi le maître,  Le sien ne sera pas plus brillant que le leur :  Et quand ils mourront dans un coeur,  Dans un autre à l'instant je les ferai renaître,  Et leur rendrai par-là cette immortalité  Dont le droit leur vient d'être ôté. "")","('#thalie', ""Ridicules, envoyez-nous Les principaux d'entre vous. Cinq ridicules entrent sur la scène. C'est une coquette emportée, une précieuse, un méchant poète, un homme affectant le bel air, et un vieillard amoureux. "")",0.96,Substitution
595,"('#l-amour', ""Ai-je tort d'aimer l'Inconstance ? "")",,1.0,Insertion
596,"('#venus', 'Peut-on mieux des Amours réparer le malheur ? ')","('#le-mechant-poete', 'Quoi ! Dans ces lieux sacrés on souffre la satire !')",1.28,Substitution
