,montchretien-hector,giraudoux-la-guerre-de-troie-n-aura-pas-lieu,Cost,Operation Type
143,"('#andromaque', ""» Puisque notre discours est sujet à l'erreur,  » C'est une impiété conjointe à la fureur  » Qui les Dieux contre nous meut à colère extrême,  » Si nous les méprisons pour trop croire à nous-même,  » Nous aveugles mortels dont l'esprit est si court,  » Que sur les cas humains vainement il discourt. "")","('#hector', ""Tu n'as pas couvert la plinthe du palais d'inscriptions ou de dessins offensants, comme tu en es coutumier ?  Tu n'as pas lâché le premier sur les échos ce mot qu'ils doivent tous redire en ce moment au mari trompé."")",0.65,Substitution
144,,"('#paris', ""Non, Ménélas était nu sur le rivage, occupé à se débarrasser l'orteil d'un crabe.  Il a regardé filer mon canot comme si le vent emportait ses vêtements."")",1.0,Deletion
145,"('#hector', ""» Cela qui nous advient par causes naturelles  » Ne doit nous tenir lieu de règles éternelles ;  » Et c'est vraiment fureur, non simple impiété,  » D'imputer aux bons Dieux notre légèreté,  » Qui tient l'âme de crainte et de douleur saisie,  » Pour un monstre forgé dedans la fantaisie. "")","('#hector', ""L'air furieux ?"")",1.31,Substitution
146,"('#andromaque', ""Un jour quoi qu'il en soit sera bientôt passé. "")",,1.0,Insertion
147,"('#hector', ""» L'occasion fait tout, et son poing délaissé,  » On ne la voit plus rire à sa mode première.  » Il la faut prendre au front, elle est chauve derrière. "")","('#paris', ""Le visage d'un roi que pince un crabe n'a jamais exprimé la béatitude."")",1.26,Substitution
148,,"('#hector', ""Pas d'autres spectateurs ?"")",1.0,Deletion
149,,"('#paris', 'Mes gabiers.')",1.0,Deletion
150,"('#andromaque', ""Presque deux fois cinq ans sur nos chefs ont tourné  Depuis que ce grand Ost d'un effort obstiné  Combat notre fortune, et toute la puissance  De la superbe Asie armée à sa défense  Ne l'a pu seulement éloigner de ces tours. "")",,1.0,Insertion
151,"('#hector', 'Le délai me fait peine en oyant ce discours.  Je veux avant la nuit vainqueur de cette armée  Réduire son espoir et sa flotte en fumée. ')","('#hector', 'Parfait !')",1.85,Substitution
152,,"('#paris', 'Pourquoi « parfait » ?  Où veux-tu en venir ?')",1.0,Deletion
153,"('#andromaque', ""Ô Ciel ! Ô Déités de l'Éternel séjour !  Ce que n'ont pu dix ans comme le peut un jour ? "")","('#hector', ""Je dis « parfait », parce que tu n'as rien commis d'irrémédiable.  En somme, puisqu'elle était déshabillée, pas un seul des vêtements d'Hélène, pas un seul de ses objets n'a été insulté.  Le corps seul a été souillé.  C'est négligeable.  Je connais assez les Grecs pour savoir qu'ils tireront une aventure divine et tout à leur honneur, de cette petite reine grecque qui va à la mer, et qui remonte tranquillement après quelques mois de sa plongée, le visage innocent."")",1.45,Substitution
154,,"('#cassandre', 'Nous garantissons le visage.')",1.0,Deletion
155,,"('#paris', 'Tu penses que je vais ramener Hélène à Ménélas ?')",1.0,Deletion
156,,"('#hector', ""Nous ne t'en demandons pas tant, ni lui...  L'envoyé grec s'en charge...  Il la repiquera lui-même dans la mer, comme le piqueur de plantes d'eau, à l'endroit désigné.  Tu la lui remettras dès ce soir."")",1.0,Deletion
157,,"('#paris', ""Je ne sais pas si tu te rends très bien compte de la monstruosité que tu commets, en supposant qu'un homme a devant lui une nuit avec Hélène, et accepte d'y renoncer."")",1.0,Deletion
158,"('#hector', ""Ce que n'ont pu dix ans un moment le peut faire. "")","('#cassandre', 'Il te reste un après-midi avec Hélène.  Cela fait plus grec.')",1.68,Substitution
159,"('#andromaque', ""Et quoi s'il court se rendre en la main adversaire ?  » Car le Ciel en dispose : et puis le sort douteux  » Également chéri n'en peut épouser deux :  » Mais jusques à la fin on n'a point connaissance  » Devers qui tournera la faveur de sa chance. "")","('#hector', ""N'insiste pas.  Nous te connaissons.  Ce n'esT pas la première séparation que tu acceptes."")",1.48,Substitution
160,"('#hector', ""J'accorde à ce discours sans y former débat.  Aussi me faut-il vaincre ou mourir au combat,  Satisfait à mon gré si ma chère patrie  Reçoit pour son salut l'offrande de ma vie. "")","('#paris', ""Mon cher Hector, c'est vrai.  Jusqu'ici, j'ai toujours accepté d'assez bon coeur les séparations.  La séparation d'avec une femme, fût-ce la plus aimée, comporte un agrément que je sais goûter mieux que personne.  La première promenade solitaire dans les rues de la ville au sortir de la dernière étreinte, la vue du premier petit visage de couturière, tout indifférent et tout frais, après le départ de l'amante adorée au nez rougi par les pleurs, le son du premier rire de blanchisseuse ou de fruitière, après les adieux enroués par le désespoir, constituent une jouissance à laquelle je sacrifie bien volontiers les autres...  Un seul être vous manque, et tout est repeuplé...  Toutes les femmes sont créées à nouveau pour vous, toutes sont à vous, et cela dans la liberté, la dignité, la paix de votre conscience...  Oui, tu as bien raison, l'amour comporte des moments vraiment exaltants, ce sont les ruptures...  Aussi ne me séparerai-je jamais d'Hélène, car avec elle, j'ai l'impression d'avoir rompu avec toutes les autres femmes, et j'ai mille libertés et mille noblesses au lieu d'une."")",0.86,Substitution
161,"('#andromaque', ""Mais comme votre vie appuie sa grandeur,  Gardez que votre mort n'éteigne sa splendeur. "")","('#hector', ""Parce qu'elle ne t'aime pas.  Tout ce que tu dis le prouve."")",1.79,Substitution
162,,"('#paris', ""Si tu veux.  Mais je préfère à toutes les passions cette façon dont Hélène ne m'aime pas."")",1.0,Deletion
163,"('#hector', ""D'elle j'ai plus reçu que je ne lui peux rendre. "")","('#hector', ""J'en suis désolé.  Mais tu la rendras."")",0.89,Substitution
164,,"('#paris', ""Tu n'es pas le maître ici."")",1.0,Deletion
165,,"('#hector', 'Je suis ton aîné, et le futur maître.')",1.0,Deletion
166,"('#andromaque', ""L'heur de tous ses destins de vous semble dépendre. "")","('#paris', ""Alors commande dans le futur.  Pour le présent, j'obéis à notre père.\n39"")",1.39,Substitution
167,,"('#hector', ""Je n'en demande pas davantage !  Tu es d'accord pour que nous nous en remettions au jugement de Priam ?"")",1.0,Deletion
168,,"('#paris', ""Parfaitement d'accord."")",1.0,Deletion
169,"('#hector', 'Comme si par moi seul subsistaient les Troyens. ')","('#hector', 'Tu le jures ?  Nous le jurons ?')",1.51,Substitution
170,"('#andromaque', 'Que feraient-ils sans vous ? Sans vous par quels moyens  Défendraient-ils ces murs de la Grecque furie ?  Que peut sans le Berger la faible Bergerie ?  Le vaisseau sans Pilote et le char sans Cocher. ')","('#cassandre', ""Méfie-toi, Hector !  Priam est fou d'Hélène.  Il livrerait plutôt ses filles."")",1.15,Substitution
171,"('#hector', 'Maint autre Chef pourra leur ruine empêcher :  Car grâces à nos Dieux cette indomptable ville  Porte de grands Guerriers une moisson fertile. ')","('#hector', 'Que racontes-tu là ?')",1.98,Substitution
172,"('#andromaque', 'Vous paraissez sur tous comme leur parangon. ')",,1.0,Insertion
173,"('#hector', ""» L'amour te le fait croire : il n'est jamais si bon  » Qui n'ait ou son pareil ou son meilleur encore. "")","('#paris', ""Pour une fois qu'elle dit le présent au lieu de l'avenir, c'est la vérité."")",1.5,Substitution
174,"('#andromaque', ""J'en crois vos beaux exploits que tout le monde honore,  Vos frères, votre père et ces autres guerriers  Que le mérite élève à nos grades premiers. "")","('#cassandre', ""Et tous nos frères, et tous nos oncles, et tous nos arrière-grands-oncles !...  Hélène a une garde d'honneur, qui assemble tous nos vieillards.  Regarde.  C'est l'heure de sa promenade...  Vois aux créneaux toutes ces têtes à barbe blanche...  On dirait les cigognes caquetant sur les remparts."")",0.81,Substitution
175,,"('#hector', 'Beau spectacle.  Les barbes sont blanches et les visages rouges.')",1.0,Deletion
176,"('#hector', ""Énée est-il pas là ? Troïle, Polidame ?  Deiphobe et Memnon forts du corps et de l'âme ?  Sans mille et mille encor alliés ou parents ;  Qui pour le prix d'honneur entreraient sur les rangs ? "")","('#cassandre', ""Oui.  C'est la congestion.  Ils devraient être à la porte du Scamandre, par où entrent nos troupes et la victoire.  Non, ils sont aux portes Scées, par où sort Hélène."")",1.24,Substitution
177,,"('#hector', ""Les voilà qui se penchent tout d'un coup, comme les cigognes quand passe un rat."")",1.0,Deletion
178,,"('#cassandre', ""C'est Hélène qui passe..."")",1.0,Deletion
179,,"('#paris', 'Ah oui ?')",1.0,Deletion
180,,"('#cassandre', 'Elle est sur la seconde terrasse.  Elle rajuste sa sandale, debout, prenant bien soin de croiser haut les jambes.')",1.0,Deletion
181,"('#andromaque', ""Oubliez-vous aussi que dans l'Ost adversaire  Sont grand nombre de chefs, tant appris à bien faire  Qu'ils passent de l'effet la grandeur de leur nom :  Diomède le Preux, l'Ajax de Thélamon,  Le cauteleux forgeur de fraude et de finesse,  Le vieil Nestor de Pile admirable en sagesse,  Le juste Idoménée et le fort Mérion,  Le courageux auteur des combats d'Ilion,  Le Roi de tant de Rois qui gouverne les armes  Et préside au Conseil des Argives gens d'armes,  Bref celui qu'il fallait produire le premier,  Ce grand fils de Pélée aussi vaillant que fier.  Car depuis que Patrocle est chu sous votre épée,  À nul autre dessein il n'a l'âme occupée,  Qu'à revanger sa mort dont le dur souvenir  Fait son ombre en tous lieux devant lui revenir,  Qui d'accents douloureux ses armes sollicite,  Tant par le cher respect de son propre mérite,  Que par l'amour sacré qui de noeuds aimantins  Semblaient avoir étreint leurs mutuels destins. "")","('#hector', ""Incroyable.  Tous les vieillards de Troie sont là à la regarder d'en haut."")",1.21,Substitution
182,,"('#cassandre', ""Non.  Les plus malins regardent d'en bas."")",1.0,Deletion
183,,"('#cris-au-dehors', 'Vive la Beauté !')",1.0,Deletion
184,,"('#hector', 'Que crient-ils ?')",1.0,Deletion
185,,"('#paris', 'Ils crient : « Vive la Beauté ! »')",1.0,Deletion
186,"('#hector', ""Tu m'y fais repenser : Cà mes armes, mes armes.  Non, je le vois remettre au milieu des gens d'armes,  Où sans gloire et sans marque il se tiendra caché,  Vergoigneux que son nom soit à jamais taché,  Pour n'avoir comparu sur la place donnée,  Où mon défi sanglant assignait la journée,  Qui devant les deux camps devait rendre au meilleur  La palme disputable entre notre valeur,  J'entends bien mon cheval hennir après la guerre,  C'est bon signe, ô ma lance, il faut que je l'atterre. "")","('#cassandre', ""Je suis de leur avis.  Qu'ils meurent vite."")",1.57,Substitution
187,,"('#cris-au-dehors', 'Vive Vénus !')",1.0,Deletion
188,,"('#hector', 'Et maintenant ?')",1.0,Deletion
189,"('#andromaque', ""Retenez, mon Hector, ces mouvements bouillants.  » Bien souvent les guerriers ne sont que trop vaillants.  » Disiez-vous pas un jour que si l'homme n'est sage,  » Il se perd sans profit par son propre courage ?  » Que chercher l'ennemi pour trouver son malheur  » C'est fort mal à propos user de la valeur ?  » Soyez sage par vous et pour vous tout ensemble :  » Qui l'est pour l'autrui seul au fol presque ressemble. "")","('#cassandre', 'Vive Vénus...  Ils ne crient que des phrases sans r, à cause de leur manque de dents...  Vive la Beauté...  Vive Vénus...  Vive Hélène...  Ils croient proférer des cris.  Ils poussent simplement le mâchonnement à sa plus haute puissance.')",1.46,Substitution
190,,"('#hector', 'Que vient faire Vénus là-dedans ?')",1.0,Deletion
191,"('#hector', ""Le conseil en est pris ; lacez-moi le harnois.  Ce Grec présomptueux sentira cette fois,  S'il attend ma rencontre et le choc de ma lance,  Que j'ai plus de vertu qu'il n'a d'outrecuidance. "")","('#cassandre', ""Ils ont imaginé que c'était Vénus qui nous donnait Hélène...  Pour récompenser Pâris de lui avoir décerné la pomme à première vue."")",1.23,Substitution
192,"('#andromaque', ""Hector, voici ton fils. Hélas, où t'en vas-tu  Devant que de l'avoir mis au sentier de vertu ?  Rejette tous mes voeux, va-t'en à la mal'heure,  Afin que par ta mort orphelin il demeure,  Et qu'en ta sépulture on me vienne enterrer :  Pourrai-je me voir veuve et vive demeurer ?  Non, non, j'ai tant uni mon esprit à ton âme,  Qu'un même coup fatal en tranchera la trame. "")","('#hector', 'Tu as fait aussi un beau coup ce jour-là !')",1.11,Substitution
193,"('#hector', ""Viens çà, cher enfançon, doux fardeau de mes bras,  Tends à mon col armé tes membres délicats.  Quoi, tu as peur, mon fils ? Tu tournes le visage ?  Il craint ce fier armet qui la tête m'ombrage.  Voyez comme il étreint de sa petite main  Le bras de sa nourrice, en lui pressant le sein :  Page, tiens ma salade, il faut que je le baise ;  Ores qu'il me connait, comme il trémousse d'aise.  Octroyez-moi, grands Dieux, que ce Royal enfant  Devienne juste en paix, en guerre triomphant :  Qu'il aspire toujours à la gloire éternelle,  Qu'il pardonne au sujet et dompte le rebelle.  Du noble sang Troyen faites-le gouverneur.  Et qu'il soit à son peuple un Astre de bonheur.  Donnez à sa vertu fortune si prospère,  Qu'on die en le vantant le fils passe le père. Lors s'il advient qu'un jour son bras victorieux  La dépouille ennemie appende aux sacrés lieux :  Pour consoler sa mère et la remplir de joie,  Dieux que j'ai révérés, faites qu'elle le voie. Nourrice prends ta charge ; et toi, mon cher souci,  Viens, ma douce Andromaque, et ne t'afflige ainsi.  Soit que je sois à Troie ou bien à la campagne,  De mon fils et de toi le penser m'accompagne,  S'efforce m'éloigner de l'orage des coups,  Et m'attendrit aux doux noms de père et d'époux.  Mais je crains la vergongne à jamais reprochable,  Je crains les traits piquants d'un peuple variable,  Léger, présomptueux, sans respect et sans loi,  Qui déployant sa langue à blasonner de moi,  Tournerait ma prudence en lâche couardise.  Bien tôt se perd la gloire à grand labeur acquise.  Puis mon coeur qui toujours s'est fait voir indompté  Ne veut déchoir du rang où mon bras l'a porté,  Par sueurs et travaux, lui dressant un trophée,  Dont nul temps ne verra la mémoire étouffée.  Je sais par ma douleur qu'en fin le jour viendra  Que le Grec conjuré notre ville prendra :  Que le bon vieil Priam, mes cousins et mes frères  Sentiront la fureur des Argives colères,  Et me sens tout ému de leur affliction :  Mais, j'en jure le Ciel, j'ai plus de passion  Pour toi que pour tous eux, ô ma chère Andromaque ;  Il me semble jà voir quelque jeune bravache  Pour sa part de butin plein d'orgueil t'emmener  Au logis de son Père, et là te condamner  À tramer de la toile, à filer de la laine,  À puiser l'onde vive au clair de sa fontaine,  À balayer la place, à souffrir des mépris,  Exercices mesquins pour femme de tel prix :  Et possible un passant touché jusques à l'âme,  Dira : du preux Hector, celle-ci fut la femme.  Lors quel dépit naîtra dans ton coeur soucieux  Oyant ramentevoir mon nom si glorieux,  Et te voyant de biens et d'honneurs toute nue  En ce triste servage à jamais retenue ?  Si les destins sont tels, certes j'aime bien mieux  Que pour ne te point voir la mort couvre mes yeux  D'un éternel bandeau, que la tombe me prive  D'entendre les soupirs de ton âme captive. "")","('#paris', 'Ce que tu es frère aîné !')",1.59,Substitution
194,,"('#premier-vieillard', ""D'en bas, nous la voyions mieux..."")",1.0,Deletion
195,,"('#deuxieme-vieillard', ""Nous l'avons même bien vue !"")",1.0,Deletion
196,"('#andromaque', ""Et bien, mon cher Hector, donne-moi donc la main.  À nous deux seulement ton coeur est inhumain ;  Las, ta valeur nous perd ! Le fruit de ton courage  C'est une dure mort en la fleur de ton âge.  Dis-moi, que veux-tu faire ? Un marbre sans pitié  S'amollirait-il point de ma tendre amitié ?  Pense, au moins, je te prie, à la mort douloureuse,  Dont toi-même occiras ta femme malheureuse !  Si le fer ennemi la fait veuve de toi,  Et ton ardeur possible écoutera ma foi.  Las, c'est contre ton chef que les armes conspirent ;  C'est ton sang généreux que leurs pointes désirent,  Les plus vulgaires dards s'en montrent altérés,  Et tu vas courre aveugle aux dangers conjurés.  Non, avant que le ciel de ton col me sépare,  M'engloutisse la terre, à tout je me prépare :  Aussi bien à regret verrais-je le Soleil,  S'il me voyait sans voir la clarté de ton oeil.  Si je demeure seule, ô misérable femme,  Qui pourra consoler l'angoisse de mon âme ?  Irai-je à mes parents ? Hélas, ils sont tous morts :  Le barbare Pélide après plusieurs efforts,  Rasa ma belle Thèbes abondante en familles  Dont le chef s'élevait sur les plus hautes villes  Comme un Pin sur la Ronce ; il se baigna les mains  Au cher sang de mon père et de mes sept germains.  Le cruel non content emprisonna ma mère,  Accrut ses durs ennuis d'un traitement austère  Indigne de son sexe et de sa qualité :  Là le cours de ses maux ne fut point arrêté ;  » Seule ne va jamais la contraire fortune :  Car Diane contre elle excitée à rancune,  Après tant de tourments la retira de nous,  Et tout pour satisfaire à son âpre courroux,  Voilà comme à présent sans parents je demeure,  Sans père, mère, frère, assaillie à toute heure  Du regret de leur mort, ô toi mon cher époux,  Pour le temps à venir tiens-moi le lieu de tous.  Demeure ma douce âme ; arrête, ma lumière,  Et crois plus mon amour que ta fureur guerrière.  Je demande bien peu ; tu n'aurais pas le coeur  De rendre mon désir vaincu par ta rigueur. "")","('#premier-vieillard', ""Mais d'ici elle nous entend mieux.  Allez !  Une, deux, trois !"")",1.37,Substitution
