,mareschala-genereuse-allemande,mareschala-genereuse-allemande-2,Cost,Operation Type
49,"('#aristandre', ""Profane, arrête là, ne me contredis plus,  Aussi bien tes discours sont pour moi superflus ;  Ne m'es-tu donc ami, que pour me faire peine ?  Penses-tu m'obliger de me mettre à la gêne ?  As-tu doncque juré de me persécuter ?  Or sus, n'en parlons plus, je te veux contenter ;  Je donne à l'amitié ta vaine répartie ;  Je veux voir ton erreur en flamme convertie,  Flamme qui te punisse, et la puisse changer ;  C'est par là seulement que je veux me venger ;  Lorsque tu la verras, cette Âme de ma vie,  Qui tient dessous sa loi ma raison asservie,  La merveille du Monde, et l'Astre d'ici-bas,  Qui fait vivre et mourir les coeurs en ses appas,  Qui montre avec éclat peintes en une image  La grâce, et la valeur, sous un même visage ;  Ses regards te feront haïr la liberté,  Adorer mon supplice et ma captivité,  Dire mes maux heureux, heureuse la journée  Qui doit joindre à ses feux ceux de notre Hyménée,  Condamner tes raisons, et les croire un forfait,  Un outrage insolent qu'aujourd'hui tu m'as fait,  Lui demander pardon de bouche et de pensée,  Barbare de l'avoir en mon nom offensée,  Prosterné de respect, combattu de langueur,  Ravi la regarder moins des yeux que du coeur.  Douce punition ! Amoureuse vengeance !  Punir d'un bien le mal, de plaisir une offense,  Appelles-tu cela t'aimer, ou te haïr ? "")","('#camille', ""Exécrable Tyran, qui nage dans mes pleurs,  De qui la cruauté se rit de mes douleurs,  Dont l'orgueil insolent ne reconnaît personne,  Ni Loi, ni Majesté, ni Sceptre, ni Couronne ;  Qui pour nous ruiner, d'une égale fureur,  Ne craint point sa ruine, offensant l'Empereur,  Qui met en même rang ma plainte, et sa défense,  Et ne redoute rien, pourvu qu'il nous offense ;  Qui ne respire plus que le sang généreux De celui dont le sort rend le mien malheureux ;  Qui veut sur un Ami soumis à sa puissance  Entretenir la rage, et punir l'innocence,  Éteindre ses vertus par un injuste effort,  Et me faire mourir mille fois en sa mort :  Toute faveur me nuit, tout obstacle l'irrite,  Ta perte, cher Amant, dans son coeur est écrite,  Sa Majesté le peut à peine différer ;  Moi, pour nourrir mon mal, j'ose encore espérer ?  J'aurais mis hors des fers les Tyrans en campagne,  Arraché le Géant du faix de sa montagne,  De son tombeau fumeux Encelade tout vif ;  Et je te laisse encore Aristandre captif ?  Peux-tu souffrir, Nature, un Soleil dans l'abîme ?  Faut-il qu'à ce Tyran il serve de victime ?  Non, Camille, préviens toi-même son dessein ;  Va plutôt lui porter un poignard dans le sein :  De longtemps à ce coup ma valeur est instruite,  Je n'y manquerai pas à l'extrême réduite,  Le Barbare saura ce que pèse ma main ;  Eût-il le coeur ensemble, et le corps tout d'airain,  Je trouverai le lieu, par où ma rouge lame  Fera, pour en sortir, un passage à son âme ;  Bien que fille, je tiens sa vie à mon pouvoir.  Mais, le faible penser qui me vient décevoir !  Ton Trépas, Aristandre, hélas ! Pourrait-il être  Pleinement expié par celui de ce Traître ?  Non, d'un si triste coup l'Univers gémirait,  Le Soleil aurait peur, la .Lune blêmirait,  Le Ciel fondrait en pleurs, et toute la Nature  Se vêtirait de deuil pour plaindre cette injure ;  L'Enfer même sensible aux cris de la pitié  Prêterait ses fureurs à ma sainte amitié,  Et pour punir l'auteur d'un si sanglant outrage  Le Ciel à cette fois rendrait juste la rage.  Mais quand tout s'armerait à sa punition,  Que les Dieux prendraient part à mon affliction,  Je doute si ta mort serait assez vengée,  Et ma juste douleur dignement soulagée :  Il faudrait qu'à l'entour de ton flottant tombeau  Le Soleil dans mes pleurs éteignît son flambeau,  Que la Nature même expirât sur ta cendre,  Qui t'aurait vu détruire, et ne te pourrait rendre.  Ô Ciel ! Dois-je noyer la terre dans mes pleurs ?  Et si tu les prévois, détourne ces malheurs,  Accorde à ma constance une fin glorieuse,  Après tant de combats rends-moi victorieuse :  Encore n'ai-je pas le courage abattu  Jusqu'à n'espérer point ce bien à ma vertu,  Qu'un jour mon beau Soleil ne montre sa lumière,  Qu'un jour il ne revienne à sa gloire première ;  Tu ne lui dois pas moins, juste Ciel. Mais je vois  Ménipe de retour qui s'en vient devers moi. "")",0.0,Match
50,,"('#menipe', 'Madame, tout va mal ; un démon de malice… ')",1.0,Deletion
51,"('#adraste', ""Je l'appelle faveur, mais qui doit me trahir ;  Que votre esprit est fort ! Il enflamme la glace ;  Les mauvaises raisons y trouvent de la grâce ;  Vous ouïr et se rendre, et la voir et l'aimer,  Sont effets d'un moment : Dieux ! Je me sens charmer,  Je l'aime en vos propos, même devant la vue,  Ixion je deviens amoureux d'une nue,  Le seul air de vos feux me rend tout enflammé. "")","('#camille', 'Achève, à découvert ton secret artifice ?  Parle, tu me verras préparée à tout cas ;  Fût-ce ma mort, ô Cieux ! Ne la différez pas. ')",0.33,Substitution
52,"('#aristandre', ""Que fera la présence, et l'objet animé ? "")","('#menipe', ""Non, tout a réussi du côté de ma feinte,  L'artifice a porté, ce n'est pas là ma plainte ;  Mon Maître d'assurance a vu le Chapelet,  Trouvé l'invention (remise en un filet)  De casser tous les grains, et par ordre d'élire  Les billets enfermés, pour les joindre, et les lire ;  Le tout est arrivé selon notre projet,  J'en suis trop assuré ; ce n'est pas le sujet  Du malheur qui nous blesse, et que je viens d'apprendre. "")",1.23,Substitution
53,"('#adraste', ""Rien pourtant, cher Ami, que l'amitié ne souffre. "")","('#camille', ""Qu'est-ce encore ? Tu crains, mon coeur, il faut l'entendre. "")",0.88,Substitution
54,,"('#menipe', ""Pleurez Gylas perdu, l'on va l'exécuter. "")",1.0,Deletion
55,,"('#camille', 'Comment ? Gylas perdu ? Que me veux-tu conter. ')",1.0,Deletion
56,,"('#menipe', ""Que l'échafaud l'attend."")",1.0,Deletion
57,,"('#camille', 'Bon Dieu ! ')",1.0,Deletion
58,,"('#menipe', ""L'impatience  Lui servant de moyens, d'esprit, et de science,  Le pauvre malheureux s'était fait de ses draps  Une corde à descendre… "")",1.0,Deletion
59,,"('#camille', 'Eût-il assez de bras ?  Serait-il point tombé ? ')",1.0,Deletion
60,,"('#menipe', ""Même de telle sorte  Qu'on le remporte ainsi qu'une personne morte ;  Pris, et jugé d'un temps, on lui va ce matin  Mettre la tête bas. "")",1.0,Deletion
61,,"('#camille', ""Ô fureur ! Ô destin !  Mais parle d'Aristandre, et qu'en dit-on encore ? "")",1.0,Deletion
62,,"('#menipe', ""Qu'il le suivra de près, et la Cour le déplore,  Chacun le tient pour mort, tous en porte le deuil. "")",1.0,Deletion
63,"('#aristandre', ""Tel on croit obliger, qu'on jette dans un gouffre ;  Sache, s'il t'en prend mal, que c'est pour châtiment… "")","('#camille', ""Plutôt je descendrai vivre dans un cercueil ;  Qu'on ne l'espère pas, tant que j'aurai de l'âme ;  Ah ! Tyran, tu verras. "")",0.73,Substitution
64,"('#adraste', ""De vous avoir voulu divertir un moment,  D'être exprès venu voir, où l'amitié m'amène,  Un, qui n'en reconnaît le dessein ni la peine,  Un frère que j'honore, et que j'ai désiré  De voir dans les honneurs chez son Roi retiré ;  Est-ce là le sujet d'attenter à ma vie ? "")","('#menipe', ""Voyez plutôt, Madame,  Félismon qui s'en vient. Avance, cher Ami,  Viens lui rendre le coeur déjà mort à demi.  Félismon arrive avec des défenses de l'Empereur."")",0.74,Substitution
65,"('#aristandre', ""La mienne punirait qui te l'aurait ravie :  Non, le dessein n'est pas du tout si périlleux,  Ma Belle adoucira ce courage orgueilleux ;  Ses traits qui font le coup, ont aussi leur dictame,  Comme ils savent l'ôter, ils savent rendre l'âme.  Allons doncque trouver un ennemi si doux,  Et si fort, qu'il n'est rien qui résiste à ses coups,  Parmi tant de Beautés dont cette cour est pleine,  Une, qui se fait voir la Diane, la Reine,  Un Soleil en sa force et dans son plein Midi ;  Viens, tes yeux t'en diront bien plus que je n'en dis :  Je leur veux faire voir un Ange sur la Terre,  Un Astre dans le jour, un éclair sans tonnerre,  Sans nuages un Ciel, un feu sans consumer,  Une Aurore sans pleurs, sans orage une Mer. "")","('#felismon', ""Mais encore l'esprit, mais encore la vie,  Quelque sort malheureux qui l'aurait poursuivie ;  Quelques vents qui pourraient troubler son front serein,  J'apporte à cet orage un Soleil dans ma main ;  Madame, quittez-moi tant de craintes mortelles ;  Voici de l'Empereur des défenses nouvelles,  L'effort plus violent, plus expresses aussi ;  Votre Oncle ne dort pas une heure en ce souci,  Reposez-vous en lui : voilà ce qu'il vous mande. "")",0.0,Match
66,"('#adraste', 'Dites donc une rose encore sans épine. ')",,1.0,Insertion
67,"('#aristandre', ""Songe aux plus beaux objets, et telle l'imagine ;  Tu la verras, suis-moi ton Mercure en ce lieu. "")","('#camille', ""Ciel ! Que ta prévoyance est favorable et grande !  À l'heure que nos maux semblaient être arrivés  À point qu'on les croit de remède privés,  Voilà que ton secours nous porte l'espérance,  Dissipe notre peur, et nous rend l'assurance ;  Puisqu'aujourd'hui le Ciel s'est déclaré pour nous,  Allez voir le Tyran, prévenez son courroux ;  Moi, je consulterai le Démon qui m'inspire,  Sur un nouveau moyen qui serve pour écrire  Et pour faire savoir le tout à mon Amant. "")",0.41,Substitution
68,"('#adraste', ""Mortel puis-je faillir suivant les pas d'un Dieu ? "")","('#camille', 'Nous allons travailler à ce commandement. ')",1.08,Substitution
69,"('#camille', ""Quel sujet importun me dérobe ta vue ?  J'en querelle déjà les Zéphyrs et la nue,  Et comme s'ils devaient me répondre de toi,  Je leur montre ta faute, et leur conte ma foi :  C'est en vain que j'appelle en ces lieux Aristandre,  Nul objet ne répond, et tous semblent m'entendre ;  Il est bien vrai que l'air battu de mes soupirs,  Si je me plains de toi, s'en plaint même aux Zéphyrs ;  Ce grand Oeil, qui voit tout au Monde qu'il éclaire,  Rend pour te découvrir sa lumière plus claire ;  Mais je le vois rougir, et confesser ce point  Qu'un chacun le peut voir, et qu'il ne te voit point ;  Et pour me consoler au mépris de sa flamme,  Tu le cherches, lui dis-je, et je l'ai dans mon âme ;  J'ois l'Écho qui s'en rit, et te blâme pourtant  Ou d'être paresseux, ou bien d'être inconstant ;  Mais combien qu'après moi son langage t'accuse,  Je ne le puis souffrir, je dis qu'elle s'abuse,  Qu'un Dieu seul te retient, que dans l'or des maisons  Les plus beaux lieux sans moi te seraient des prisons :  C'est ainsi que je flatte et nourris ma créance ;  Toutefois elle cède à mon impatience,  Qui compte sans te voir les jours et les moments  Pour des siècles entiers de peine et de tourments ;  Qui tenant dans tes yeux mon amoureuse envie  Fait de l'un de tes jours tout mon sort et ma vie,  Dont un seul, à mon gré, porte plus et vaut mieux  Que les ans du Soleil, et tout l'âge des Cieux ;  Et cependant l'Ingrat qui connaît sa puissance  Veut éprouver la mienne à souffrir son absence ;  Arme-toi, mon esprit, pour venger ma langueur,  Prépare à son retour une feinte rigueur,  Soulage mon amour, et punis sa paresse.  Que dis-je ? Une parole, ou la moindre caresse,  Une oeillade, un souris, lorsqu'il retournera,  Fera honte à ma plainte et la condamnera ;  Sitôt que je le vois, je trouve dans sa grâce  Je ne sais quoi de fier qui rabat mon audace,  Je ne sais quoi de doux qui me charme les sens ;  Et mes yeux qui partout se rendent si puissants,  Ce coeur impérieux qui nourrit tant de gloire,  Sans force et sans combat lui cèdent la victoire ;  Si mon esprit médite un discours rigoureux,  Ma bouche n'a pour lui que des mots amoureux,  Et découvrant le vrai dans l'oubli de ma feinte  Je lui parle d'amour au plus fort de ma plainte,  Ma colère sans plus lui fait des compliments,  Mon orgueil un respect de tous mes sentiments ;  Il faut qu'à ses regards tous mes sens obéissent,  Et mes propres appas révoltés me trahissent ;  Mon visage rougit, mon esprit se confond,  Mon coeur s'évanouit aux efforts qu'ils me font,  Et ma bouche, qu'il tient sous la sienne pressée,  Punit d'un long baiser ma jalouse pensée ;  Je purge mon esprit dans ces feux innocents,  Et je perds la colère où j'ai perdu les sens.  Mais tandis que mon coeur parle à ma fantaisie  Des secrets mouvements dont mon âme est saisie,  L'heure passe, Amour seul me visite en ce lieu,  Où sans lui je ne puis me plaire avec un Dieu,  Où je donne à regret tous mes pas à mon ombre ;  Il me faut retirer dans ce bocage sombre ;  Là fuyant la rigueur d'un Soleil dangereux,  J'attendrai d'un plus doux les rayons amoureux.  Beau Parc, honneur des bois, fidèle secrétaire  À qui mon coeur ouvert ne put jamais rien taire,  Qui sais de mes pensers autant que mon esprit,  Où se lit tout mon bien, et ma peine s'écrit ;  Qui sèches, et reprends à tous coups ta verdure,  Pour exprimer ma joie ou les maux que j'endure,  Et sembles pour complaire à tous mes mouvements  Rire de mes plaisirs, pleurer de mes tourments ;  Toi, grand Chêne, que l'âge a rendu vénérable,  Que Diane aimerait même hors de la fable,  Et parmi la fraîcheur de ce lieu si charmant  Viendrait se consumer aux yeux de mon Amant,  Lorsque l'environnant de tes feuilles sans nombre  Tu fais gloire d'avoir un Soleil sous ton ombre ;  Que ne t'a le Démon qui préside à ce bois  Permis en ma faveur l'usage de la voix !  Ô, bel Arbre, tu peux mériter ce miracle ;  Et moi d'apprendre aussi de ton divin Oracle  Le sujet ou le lieu qui retient hors d'ici  Celui… Mais qu'aisément je flatte mon souci !  À des voeux superflus ma passion m'engage ;  Les vieux troncs de Dodone ont perdu tout langage,  Leurs Oracles, comme eux, sont du temps abattus,  Leur nom gît dans la cendre avecque leurs vertus ;  Ceux-ci n'ont que la foi de l'ombre et du silence ;  Et c'est où mon amour endort sa violence ;  Ici règne la paix, le repos, et la nuit,  Ici le jour se trouve aussi peu que le bruit,  Ici, mon paresseux, il faut que je t'attende ;  Entrons, ce bois me rit, il semble qu'il m'entende.  Ici elle entre dans le Parc, et va jusque dessous le Chêne, où elle s'endort. "")","('#camille', ""Suggère à mon esprit, Amour, quelque artifice ;  Ou bien si tu voulais me rendre cet office,  Soulage ici ma main, prête-lui ton secours,  Bien mieux que le papier tu feras mon discours :  Va le voir de ma part, Amour, je t'en conjure ;  Sa chaîne lui sera plus légère, et moins dure,  Les cachots s'ouvriront, le fer s'adoucira,  La nuit deviendra jour, et l'air s'éclaircira ;  L'horreur qui par les yeux tient une âme engagée  Ne s'y trouvera point, ou se verra changée,  Et l'éclat des rayons de ta Divinité  Remplira sa prison d'une douce clarté :  Mais si tu veux, Amour, m'obliger, et lui plaire,  Va, porte-lui mon coeur, ô Démon tutélaire ;  Son langage muet dont il sait lui parler  Lui contera mes maux, pourra le consoler.  Las ! Je me flatte en vain dans mes peines cruelles ;  Le malheur te retient, il a coupé tes ailes,  Tu n'es Dieu que de joie, et notre passion  Te trouve rarement dedans l'affliction ;  Je vois bien, il le faut, que ma main te conserve,  Le Ciel veut, cher Amant, que seule je te serve. "")",0.0,Match
70,"('#aristandre', ""Qu'est-il de plus parfait, ou d'esprit, ou de corps ?  Quel homme, où la Nature ait mis tant de trésors ?  En vis-tu jamais un, où la gloire occupée  Accordât mieux l'honneur de la robe à l'épée ?  Entre ses moindres biens je mets ses dignités,  Il tient tous les honneurs, ou les as mérités ;  Sa Maison de tout âge est très noble approuvée,  Mais ses rares vertus l'ont encore élevée,  Il n'est Prince à la Cour qui soit de son pouvoir,  Tous les biens qu'ils en ont, ils pensent lui devoir ;  Son renom dit le reste, et tu sais quelle estime  Lui donne son esprit, et son coeur magnanime,  Qu'il est chef de l'Empire et premier Conseiller,  Où son autorité toujours semble veiller,  Que toute l'Allemagne en ses conseils respire,  Sous qui sa Majesté fait reposer l'Empire ;  Mais pour dire en un mot son titre le plus grand,  Ma Camille n'a point de plus proche parent ;  Il lui tient lieu de Père, et sans feinte ou remise  Sur tant de concurrents enfin me l'a promise :  Et bien, peux-tu blâmer mes desseins amoureux ? "")","('#aristandre', ""Me voici donc enfin jeté dedans ce lieu  D'où ne pourrait sortir non pas mêmes un Dieu,  Où mes pas sont bornés de l'ombre de ma chaîne ;  Déplorable jouet d'une secrète haine,  Qui fait un crime en moi d'avoir été vainqueur,  Ah ! Que ces fers aux pieds me pèsent dans le coeur !  Voici doncque le prix que j'ai de ma victoire ?  Ce peu d'espace enferme enfin toute ma gloire ;  Tous les jours à la veille, au combat de ma mort,  Prêt de donner la tête à la rigueur du sort,  Moi vivant, je verrai mon honneur en fumée ?  Dois-je mourir ailleurs qu'au front de quelque armée ?  Toi perfide Tyran, qui trahis ma vertu,  Prince lâche, et sans foi, que ne me laisses-tu,  Les armes à la main, mourir et me défendre ?  Ta valeur ne l'eût pu, mais ta foi m'a su prendre ;  Combattant pour la vie en une autre prison  J'eusse fait mon tombeau de ma propre maison,  Après t'avoir d'un coup arraché les entrailles,  Enseveli les tiens sous les mêmes murailles,  Percé de mille coups, de ma mort échauffé  Dans mon sang et le leur je me fusse étouffé :  Mais si je ne l'ai pas fait, et ta foi parjurée,  Sous qui ma perte fut sourdement conspirée,  Se servant contre moi des destins et du temps,  Me livre mille morts, pour une que j'attends :  C'est en vain que tu veux me déguiser ta rage,  On sait assez d'où vient le vent de cet orage ;  Vachles mort me revient dedans ton souvenir  Qu'au sujet de ta femme, afin de me punir.  Encore si tu veux, je repousse mes plaintes,  Tu m'auras obligé dans toutes ces atteintes,  Et la mort à mon choix ne me refuse pas,  Et permets-moi de grâce un glorieux trépas ;  Fais-moi tenir ici mon épée et mes armes,  Jette-moi puis après dans l'horreur des alarmes,  À mes pieds à mon front oppose, si tu veux,  Ton peuple et tes Soldats, je me ferai dans eux  À ma gloire en mourant un chemin honorable,  Ma perte en cet état me sera favorable :  Que n'as-tu ce dessein ? Traître, tu n'oserais ;  Sur le ventre des tiens tout seul je passerais,  De tes gens renversés je ferais une échelle  Pour m'élever au Ciel d'une gloire immortelle,  Je romprais tout obstacle, hommes, fossés, remparts.  Mais je m'efforce en vain, tenu de toutes parts ;  Je médite le Ciel, frappé de son tonnerre ;  Je vole de l'esprit, les pieds pris à la terre :  Non, c'est trop se flatter, mon coeur, il n'est plus temps,  Tu dois mourir honteux. Mais qu'est-ce que j'entends ?  Le bruit de ces verrous me coupe la parole,  L'horreur me fait trembler, mon courage s'envole ;  Et que serait-ce ? Il n'entre ici que des Lutins ;  Faut-il ainsi languir en crainte des destins ? "")",0.0,Match
