,biancollelli-arlequin-gentilhomme,mongin-promenades-de-paris,Cost,Operation Type
429,"('#isabelle', ""C'est Léandre,  Qui cédant à l'ardeur dont il brûle pour moi,  Par ma fuite a voulu s'assurer de ma foi,  Lui-même m'a conduit dans cette hôtellerie. "")","('#jeanneton', ""Que pour te voir je me hasarde !  Mais je veux te persuader,  Mon cher, qu'une femme qu'on garde  En donne souvent à garder.  Avec deux commodes amies,  Pour tromper mon maudit époux,  Je viens descendre aux écuries :  Ce vieux penard, ce vieux jaloux,  Croit que pour tout le jour je suis aux Tuileries,  Et pour mieux duper ce vrai sot,  Je cours, je passe et je repasse  Dedans la grande Allée, et dessus la terrasse,  Pour aller tout droit à Chaillot.  À mon bonheur aujourd'hui tout conspire,  Pourvu que mon vieux sot ne sache point cela.  Mais il n'est que son front qui pourrait l'en instruire.  Et le front d'un cocu souffre tout sans rien dire.  Un tel front jamais ne parla.  Il faut que mon amour avorte.  Cadédis ! Je suis mort, si jamais il en fut.  Oui ; je suis mort, ma Reine, ou le Diable m'emporte ;  Vos yeux ont frappé droit au but.  Je ne suis point de ces gens d'écritoire,  Qui traitent l'Amour en Roman.  Songez à me guérir, et ce tout promptement.  Car pour peu que ce Dieu me rende l'humeur noire,  Oui, pour peu que l'Amour me cause de tourment,  Aussitôt je le rend net comme un lavement. On ne saurait rien refuser à Monsieur_Calmar.  Mais, motus, surtout.  Tenez voilà toute ma boutique. Il n'est point de poule qui couve tant de poulets, comme vous voyez.  Oh ça, commençons donc par un bout, et finissons par l'autre.  Qui est celui-ci ?  Ah, je sais !  C'est un billet de la jeune Aminthe.  Vous connaissez bien cette jeune enfant, ce tendron qui a épousé ce vieux penard qui serait bien le trisaïeul de sa femme.  Voici ce qu'elle écrit à un jeune cadet. Voilà comme la jeune Aminthe traite son époux.  En voici un d'un Gascon, qui fait sa déclaration d'amour à cette jeune Marchande du Palais qui a tant la vogue maintenant.  Elle fait voir plusieurs billets. "")",0.78,Substitution
430,,"('#elise', 'Voilà bien le caractère Gascon !')",1.0,Deletion
431,,"('#jeanneton', 'En voici un Suisse.')",1.0,Deletion
432,,"('#colombine', 'Comment ?  Un Poulet suisse ?  Et les Suisses se mêlent-ils aussi de Galanteries ?')",1.0,Deletion
433,"('#geronte', ""C'est un peu trop avant pousser l'effronterie,  Le moyen de la croire il était en prison  Dans le temps qu'Isabelle a quitté la maison. "")","('#jeanneton', ""Les Suisses, à bien des Philis,  Semblent grossiers, ivrognes, impolis.  Mais combien de Français combien de nos Narcisses,  Sont encore pis que des Suisses ?  OuI, les Suisses en France sont tout galants, et la Galanterie Française sent aujourd'huI le Suisse à pleine gorge. Écoutez donc ce jargon-ci.  Il s'adresse à une femme de la moyenne vertu.  C'est à Bélise, là...  Cet atelier public, cette maîtresse banale et universelle."")",1.37,Substitution
434,"('#le-docteur', ""Tu veux m'en imposer méchante créature,  Je suis persuadé... "")",,1.0,Insertion
435,"('#isabelle', ""C'est la vérité pure  Oui mon père, c'est lui qui possède mon coeur,  Et je ne puis goûter un solide bonheur,  Si pour combler mes voeux le noeud de l'hyménée,  Au sort de cet amant n'unit ma destinée. "")","('#calmar', ""Ce sont là les preuves qu'il faut faire, pour posséder un coeur quisse."")",0.78,Substitution
436,"('#geronte', ""Je vous plains, mais pourquoi vous flatter de l'avoir,  N'y comptez plus la belle et perdez cet espoir,  Car Léandre sera l'époux de Léonore. "")",,1.0,Insertion
437,"('#isabelle', ""Cruel vous m'arrachez à l'objet que j'adore,  Si rien ne peut changer les rigueurs de mon sort  Barbare je saurai recourir à la mort. "")",,1.0,Insertion
438,"('#le-docteur', ""Ma fille il n'est plus temps de songer à Léandre,  Puisque Octave est ici je ne puis me défendre  De te donner à lui. "")",,1.0,Insertion
439,"('#isabelle', 'Quoi vous ne voulez pas  Autorisant mon choix détourner mon trépas. ')",,1.0,Insertion
440,"('#scaramouche', ""Messieurs vous n'avez pas l'honneur de me connaître,  Excusez, dans ce lieu je viens chercher mon maître. "")",,1.0,Insertion
441,"('#isabelle', ""C'est Scaramouche, hélas que vient-il faire ? "")",,1.0,Insertion
442,"('#scaramouche', ""Je vais feindre avec eux, dissimulez aussi.  On m'a dit qu'il était chez Monsieur son beau-père,  Je voudrais lui parler d'une petite affaire,  Est-il dans le logis.  Haut."")","('#jeanneton', ""Quand moi ne fou foir boint ici,  Bour moi l'être tout gros de chagrin, de souci.  Fou l'être mon cher coeur, ma chère âme, mon mie ;  Fou tout mon tibertissement ;  Fou mon cour, fou mon Tuileries,  Et moi li devenir par mon foi votre amant,  Et mandir par sti femme à betite pesogne,  Si li foudrez pien fou, dans un petit moment,  Mangir un matelote en ce Bois di Poulogne ? Écoutez :"")",0.56,Substitution
443,"('#geronte', 'Comment le nomme-t-on ?  Je ne le connais pas. ')",,1.0,Insertion
444,"('#scaramouche', ""C'est le fils de Damon,  Léandre. "")","('#elise', ""Rien n'est au monde plus divertissant"")",1.77,Substitution
445,"('#le-docteur', 'Parlez-moi sans fard, je vous en prie,  A-t-il conduit ma fille en une hôtellerie ? ')",,1.0,Insertion
446,"('#scaramouche', ""Oui sans doute et voilà la Dame en question,  Mais il n'a jamais eu mauvaise intention  Et c'était seulement pour lui payer feuillette. "")","('#jeanneton', 'Voici la réponse que la Dame a faite au dos du billet.')",0.88,Substitution
447,"('#geronte', ""Cette civilité me paraît indiscrète  Il était en prison vous l'accuser en vain "")","('#calmar', 'Répond-elle aussi en Suisse ?')",1.47,Substitution
448,"('#scaramouche', ""Je vous jure Monsieur que rien n'est plus certain,  Il m'en a donné l'ordre et pour le satisfaire,  J'ai moi-même prêté la main, à cette affaire. "")",,1.0,Insertion
449,"('#geronte', 'Le voici justement qui vient de ce côté. ')",,1.0,Insertion
450,"('#scaramouche', ""De vos commissions je me suis acquitté,  J'ai porté votre lettre à Monsieur le Vicomte,  Et venais vous chercher cher le Seigneur Géronte,  Je vous ai bien servi. "")",,1.0,Insertion
451,"('#arlequin', 'Que dit donc ce benêt ? ')",,1.0,Insertion
452,"('#geronte', ""Quoi vous méconnaissez jusqu'à votre valet ? "")",,1.0,Insertion
453,"('#arlequin', ""Mon valet dites-vous ? Je n'en eus de ma vie. "")",,1.0,Insertion
454,"('#scaramouche', ""Vous pouvez m'employer au gré de votre envie  Je vous obéirai, je sais trop mon devoir,  Pour manquer au respect qu'un valet doit avoir. "")",,1.0,Insertion
455,"('#arlequin', ""Je ne sais ce que c'est, et c'est me faire outrage  Que vouloir d'un valet grossir mon équipage,  Cet affront est trop grand, et comment le souffrir ?  Quoi donc lorsque je puis à peine me nourrir,  Il faut que j'entretienne encore un domestique ? "")","('#jeanneton', ""Pour un Suisse, Monsieur, vous parlez bon François.  Je vous entends, je vous conçois ;  Mais changez, s'il vous plait, de note.  Avec ton coeur offrir la matelote,  C'est faire l'Amour en bourgeois,  Le Proverbe est commun en amour comme en guerre.  Avecque bourse vide on n'est jamais vainqueur ;  Et courez par toute la terre,  Je me donne pour rien, si vous trouvez un coeur  Qui gratis aime et s'attendrisse.  À présent sans le quart d'écu,  Fut-on un Adonis on n'est qu'un malotru.  Ainsi donc le ciel vous bénisse.  Chez moi point d'argent, point de Suisse.  Les Tuileries,  Toutes fleuries,  N'auront jamais  Ma Belle, vos attraits.  Les fleurs nouvelles  Qu'on voit chez elles,  Près de vous, Philis,  Sont gratte-culs et pissenlits.  Les Tuileries  Ne font fleuries  Qu'en certain temps ;  Et vous, Princesse.  Objet de ma tendresse,  Et vous, Princesse,  Vous êtes fleurie en tout temps.  Heureux les Bourgeois de Paris,  Quand le plumet court à la gloire !  Ils font l'amour à juste prix.  Heureux les Bourgeois de Paris !  Du beau sexe ils font tous chéris ;  Sans combattre ils chantent victoire.  Heureux les Bourgeois de Paris,  Quand le plumet court à la gloire !  Vous n' y songez pas, Monsieur_Calmar ; il faudrait qu'elle fut du pays de son amant, et elle est parisienne.  Écoutez. Voici une chanson, d'un Marquis d'Été... là, de ces héros qui préfèrent les fleurs des Tuileries à tous les lauriers du Champ de Mars.  Ce fat du bel air l'envoie à Uranie, cette belle étrangère. Que nos Prairies, etc.  Que dites-vous de cela Monsieur_Calmar ?  Tenez, tenez, à vous le dé.  Voici un couplet qu'un guerrier adresse à un de vos confrères. Hé bien, vous reconnaissez-vous là, Monsieur_Calmar ? Jeanneton chante les paroles suivantes sur un air de Thesée qui commence."")",0.07,Substitution
456,"('#scaramouche', 'Que dites-vous, Monsieur, quelle mouche vous pique ?  Vous me désavouez, et ne connaissez pas...  . . . . . . . . . . . . .')","('#calmar', ""Non, ceux à qui s'adresse cette chanson ne sont point mes confrères."")",1.66,Substitution
457,"('#arlequin', ""Encore un coup, mon cher, ta tête n'est pas saine  Et c'est mal à propos me causer de la peine. "")",,1.0,Insertion
458,"('#geronte', ""Mon gendre j'ai bien lieu de me plaindre de vous,  Vous manquez un peu trop au devoir d'un époux. "")",,1.0,Insertion
459,"('#arlequin', 'Croyez-vous que toujours on y puisse suffire,  Vous parlez à votre aise et je vous laisse dire. ')","('#jeanneton', 'Je vois bien que vous aimez mieux avoir un éventail pour confrère.')",0.93,Substitution
460,"('#geronte', 'Vous avez enlevé la fille du Docteur. ')",,1.0,Insertion
461,"('#le-docteur', ""C'est trop sensiblement offenser mon honneur,  Quel dessein aviez-vous, dites-moi, je vous prie ?  Pourquoi mener ma fille en une hôtellerie ? "")",,1.0,Insertion
462,"('#arlequin', ""Nouvelle vision, vous êtes fols tous deux,  Vous me feriez rougir si j'étais plus honteux,  Il n'en est rien. "")",,1.0,Insertion
463,"('#le-docteur', 'En vain vous voulez vous défendre,  Qui fut ton ravisseur Isabelle ? ')",,1.0,Insertion
464,"('#isabelle', 'Léandre. ')",,1.0,Insertion
465,"('#arlequin', 'Je vous ai, dites-vous, conduite au cabaret ? ')","('#calmar', 'Un éventail pour confrère ?  Te moques-tu ?')",1.21,Substitution
466,"('#scaramouche', ""Oui vous-même, Monsieur, et j'étais du secret  Comme un valet zélé. "")","('#jeanneton', ""Votre sort et le sien chez le sexe est le même.  Ce n'est que dans le chaud extrême  Que l'on vous voit tous deux  Des Belles éteindre les feux.  Non, ce n'est qu'en été que vous êtes d'usage ;  Et dés lors qu'à Paris l'on verra des glaçons,  L'éventail aussitôt vous tiendra ce langage.  Confrère Calmar décampons  Allons au Garde-meuble allons. Je ne me moque point, vous allez voir si l'éventail n'est pas votre confrère dans toutes les règles."")",0.97,Substitution
467,"('#arlequin', 'Puisque je suis son maître,  Il faut de mille coups que je charge ce traître.  Il frappe Scaramouche de toute sa force.')",,1.0,Insertion
468,"('#scaramouche', ""Hélas ! Je n'en puis plus je suis tout fracassé,  Et j'ai, je le sens bien, le croupion cassé. "")",,1.0,Insertion
469,"('#geronte', ""Monsieur qu'avez-vous fait ? "")",,1.0,Insertion
470,"('#arlequin', ""Quand un valet m'obstine,  Je ne puis m'empêcher de frotter son échine. "")",,1.0,Insertion
471,"('#geronte', 'Allons retirons-nous, et rentons au logis,  Je vous laisse mon gendre. ')","('#colombine', ""Que tu es folle, Jeanneton !  Allons faire un tour, Monsieur_Calmar, et en nous promenant, Jeanneton nous chantera le reste de ses chansons. Ils s'en vont, et Jeanneton en s'en allant reprend Les Tuileries, toutes fleuries, etc."")",1.56,Substitution
472,"('#arlequin', ""Attendez je vous suis.  Ils rentrent, Arlequin veut les suivre, Scaramouche l'en empêche."")","('#arlequin', ""Hé non, Messieurs, non, encore un coup, je ne sais point de nouvelles.  Au diantre soit des Nouvellistes !  Ces fous-là me prennent pour une Gazette.  Mais songeons à notre affaire.  Tout me favorise, tout me rit.  La musique de Calmar est ivre, la mienne est prête, et il ne me manque plus que mon maître pour jouer notre Comédie.  Il ne doit pas être loin.  Faisons en l'attendant un tour dans ce Jardin, pour remarquer le terrain.  Mais quel est ce Ridicule-ci ?"")",1.03,Substitution
473,"('#scaramouche', ""Mon maître demeurez j'ai deux mots à vous dire  Vous m'avez donc battu ? "")","('#pierrot', ""Hé bien, qu'est-ce, Messieurs ?  Suis-je tortu, ou bossu ?  De quoi riez-vous ?  Au diantre soient les rieurs, et la maudite engeance !  Se gausser ainsi de tout allant et venant ?"")",1.06,Substitution
474,"('#arlequin', ""Bon ce n'est que pour rire, "")","('#arlequin', 'En effet, quelle canaille est-ce là !  Voilà bien un homme pour donner a rire !')",0.5,Substitution
475,"('#scaramouche', ""Sais-tu, magot fieffé, vilain singe habillé,  Que je ne fus jamais de la sorte étrillé,  Ton bras audacieux m'a rossé d'importance,  Et je veux sur ton dos réparer cette offense.  Il donne des coups de bâton à Arlequin qui crie et s'enfuit, tous deux entrent chez Géronte."")","('#pierrot', 'Voyez un peu ces badauds !  Je me baille au Diable, si je ne ferai sentir ma main au premier gausseur que je verra y rire.')",0.46,Substitution
476,"('#scaramouche', ""Oui, mon maître, Madame, épris de vos appas,  Sera dans ses amours constant jusqu'au trépas,  Sa lettre en dit assez vous n'avez qu'à la lire  Vous enlever encore est tout ce qu'il désire,  À votre destinée il veut unir son sort,  Enfin il est si tendre et vous aime si fort  Qu'il ne fait tout le jour que soupirer et braire. "")","('#arlequin', ""Oh ! Vous donneriez trop d'ouvrage cette main ;  Vous auriez beau frapper ;et dans ce grand jardin  L'on ne se vient voir que pour lire.  Chacun, sous ce feuillage vert,  D'un oeil malin se regarde et se lorgne.  Un magot qui voit de travers,  Vous tourne en ridicule un borgne ;  Un âne rit d'un sot ;  un cocu d'un bâtard  Chaque femme de sa compagne ;  Une laide pleine de fard,  Décrie à haute voix le rouge et blanc d'Espagne.  Enfin que dirai-je de plus ?  Chacun rit de celui du quel il fuit les traces. Ah ! Qu'un Ancien dit fort bien là-dessus ? Tout mortel porte deux besaces.  En celle qui pend devant lui sont étalés tous les défauts d'autrui :  Mais vous, enfants de la Satyre,  Quand ici devant vous vous voyez cent défauts,  Songez bien, avant que d'en rire,  Qu'autant vous en pend sur le dos."")",0.68,Substitution
477,"('#isabelle', ""Je n'ai d'autre dessein que celui de lui plaire, Tu peux de ma tendresse assurer mon amant,  Dis-lui que je l'attends avec empressement,  Que pour me garantir du coup qui me menace,  Il n'est rien aujourd'hui que je ne fasse. "")","('#pierrot', 'Ils se gaussont, parce que je Quis encore tout neuf aux Tuileries.  Mais que de braveries !  Que de biautez !  Quelle foule !')",1.2,Substitution
478,"('#scaramouche', ""Je vais lui faire part de ce bon sentiment  Et nous allons songer ç votre enlèvement,  J'en viendrai bien à bout, ne soyez point en peine. "")","('#arlequin', ""Hé bien que dites-vous de tout ce tripotage ?  Est-ce qu'on voit cela dedans votre Village ?  Chez vous par exemple, voit-on  Ces figures extravagantes ?  Et ces Gazettes ambulantes  Par escouade, par peloton,  Perdre ou gagner victoire en Flandre, en Allemagne ?  Faire des châteaux en Espagne,  Et battre l'ennemi seulement en discours ?  Ces fols criants comme des sourds,  Par leurs dits et leurs rêveries,  Leur hurlements, et leurs sottes raisons,  Ne vous feraient-ils pas prendre les Tuileries  Pour les Petites-Maisons ?"")",1.5,Substitution
479,"('#isabelle', ""J'attends tout de tes soins. "")","('#pierrot', ""En effet, des fous à ces Nouvellistes il n'y a que la main.  Mais tenez, tenez, su'est-ce que c'est que ces petits court vêtus ?"")",1.53,Substitution
480,"('#scaramouche', 'Adieu la belle Hélène, ')","('#arlequin', ""Ils viennent tous en fard, en mouches, en dentelles,  En Narcisses en Adonis  Voltiger de Belles en Belles,  Jeter un oeillade à Philis,  Dire une sottise à Lisette,  En tout lieu semer la fleurette,  Et faire flèche de tout bois ;  Aimer les femmes par douzaine,  Se vanter que pour eux il n'est point d'inhumaine,  Et faire ici tout à la fois  Le Marquis, le Tartuffe, enfin tout personnage,  Hors le leur, et celui de sage. Qui ?  Cette seconde espèce de femme, et qui font si bien les Damoiseaux ?"")",1.21,Substitution
481,,"('#pierrot', 'Oh, chez nous les petits-collets  Ne sont ma foi pas si coquets.  Mais, à ce que je vois, on est libre à Paris.  Toutes ces femmes-là, malgré leurs biaux habits,  Ne repoussons point les hommes,  Comme celles de mon pays.')",1.0,Deletion
482,"('#isabelle', ""Quand pourrai-je vous voir cher objet de mes feux,  Sans vous les plus beaux jours me paraissent affreux,  Léandre répondez à mon impatience,  Je ne puis plus longtemps supporter votre absence,  Ne différez donc plus offrez-vous à mes yeux,  Et venez m'affranchir d'un pouvoir odieux. "")","('#arlequin', ""Bien au contraire, ces Iris Nous courent tous tant que nous sommes. La coiffe ici vole au chapeau.  Et tiens, remarques-tu le burlesque écriteau  Qu'on voit affiché devant elle ?  Vois-tu ces mots écrits sur bien plus d'une Belle :  Coeur à louer pour le Robin,  CoEur à louer pour la Finance,  Place de peu de résistance,  Coeur à terme à la Saint-Martin.  Et bien, Manant, voit-on cela dans ton village ? "")",1.14,Substitution
483,,"('#pierrot', ""Non, il n'est point chez nous de femmes de louage."")",1.0,Deletion
484,"('#le-docteur', ""Que veut dire ceci ? Ma fille prend la fuite,  J'ai lieu de soupçonner sa mauvaise conduite,  Mais lisons promptement, je veux être éclairci  Du sujet qui l'oblige à m'éviter ainsi.  Quoi le sort à mes voeux sera toujours contraire,  Isabelle m'outrage et cherche à me déplaire,  Léandre de nouveau veut me déshonorer,  À de cuisants chagrins le dois me préparer.  L'amour qui ne trouve rien d'impossible, m'offrira un nouveau moyen pour m'assurer de vous, malgré tous les obstacles que l'on oppose à ma tendresse.  Si vous êtes dans la résolution de me suivre, ne manquez pas de me faire savoir vos sentiments, et je prendrai de justes mesures pour vous enlever, et vous dérober au pouvoir tyrannique d'un père qui veut contraindre votre inclination. Adieu ma charmante, j'attends votre réponse, et suis votre fidèle amant,  LÉANDRE.  Il lit."")","('#arlequin', ""Et vos amantes, vos bergères,  Qui ne vous perdent jamais,  N'ont point besoin de locataires :  Mais pour les nôtres, en amour  Elles font tout l'été de fort longues diètes,  Et toute Promenade est une basse-cour  Où l'on ne voit qu'un coq pour cinquante poulettes. C'est que dans ton village il n'est point de plumets ; "")",0.88,Substitution
485,"('#le-docteur', ""Malgré tous vos efforts, je vois bien que Léandre,  Ne peut, mon cher ami, devenir votre gendre,  Il aime trop ma fille et je le connais bien  Puisque de l'enlever il cherche le moyen,  Cette lettre m'en donne une preuve évidente. "")","('#pierrot', ""Ma foi, je plains toutes ces biautez-là.  Mais expliquez-moi, je vous prie,  Toutes ces autres que voilà.  Qu'est-ce que cela signifie ?  Comment s'appelle ce château,  Ces terrasses et ces jets d'eau ?  Ces allées surtout ? Qu'est-ce que ces allées ?"")",1.53,Substitution
486,"('#geronte', ""Contre ce scélérat ma colère s'augmente,  Voyons un peu la lettre.  Le Docteur lui donne la lettre, Géronte lit."")","('#arlequin', 'Voici comme vulgairement  La chose eu appelée.  Tiens, devant nous premièrement  Voilà la grande allée.')",1.31,Substitution
487,"('#le-docteur', ""Hé bien qu'en dites-vous. "")","('#pierrot', 'La grande allée ?')",1.4,Substitution
488,"('#geronte', ""Je dis que de ma fille il doit être l'époux,  Et que je veux avant la fin de la journée,  Conclure quoiqu'il fasse un si juste hyménée.  Mais le voici qui vient. "")","('#arlequin', ""C'est la carrière du beau monde.  C'est là qu'avec grand appareil,  Au petit couché du Soleil,  Viennent se mettre en montre et la brune et blonde.  C'est là qu'on met à l'étalage dentelle ; étoffes, et rubans ;  C'est-là que tous les ambulants  Viennent mettre à l'encan leur taille et leur visage.  C'est là que l'on se donne un public rendez-vous ;  Que tous les beaux objets se trouvent,  Et que tous ils se désapprouvent,  Parce qu'ils se ressemblent tous.  Voilà en peu de mots ce que c'est que la grande allée.  Pour ces petites d'à_côté, l'une est l'allée de la fronde ou du contrôle."")",0.96,Substitution
489,,"('#pierrot', 'Ces allées où font ces bancs ?')",1.0,Deletion
490,"('#le-docteur', 'Ne le ménagez pas,  Parlez-lui comme il faut. ')","('#arlequin', ""Oui, c'est là qu'on s'assit pour médire à son aise,  Que l'on parle du beau, du mauvais, et du bon ;  Enfin c'est là que tout se pèse,  Et qu'à chaque passant on taille le lardon."")",1.44,Substitution
491,,"('#pierrot', 'Et cette allée-ci si sombre et si touffue ?')",1.0,Deletion
492,"('#geronte', ""À la fin je suis las  De me voit méprisé par vous de cette sorte,  Corbleu si contre vous la fureur me transporte,  Vous vous repentirez de m'avoir insulté,  Est-ce ainsi qu'on soutient son rang, sa qualité ? "")","('#arlequin', ""Ce qu'on dit, ce qu'on fait en semblable retraite,  Se devine assez entre nous  Mais cette allée est fort discrète ;  Et dont bien en prend aux jaloux. C'est l'allée des rendez-vous. "")",0.99,Substitution
493,"('#arlequin', 'Le rang de crocheteur est glorieux, sublime. ')","('#pierrot', ""Et cette autre allée où l'on ne se promène que seul à seul ?"")",1.67,Substitution
494,"('#geronte', ""Comment prétendez-vous mériter mon estime ?  Vous ne rougissez point du nom de suborneur,  Et voulez enlever la fille du Docteur.  Ne vous défendez point, cette chose est trop sûre,  Et d'ailleurs je connais votre écriture,  La crédule Isabelle approuve vos desseins,  Et son père a surpris la lettre entre ses mains. "")","('#arlequin', ""C'est le séjour de la misanthropie,  C'est là qu'un noir chagrin, que la mélancolie, Se promènent matin et soir ;  Et là bien des humains se plaisant seuls, font voir  Qu'on peut se plaire, quoi qu'on die,  En fort mauvaise compagnie."")",0.85,Substitution
495,"('#arlequin', ""Je ne sais mon ami ce que vous voulez dire,  Vous m'accusez à tort je ne sais pas écrire,  Que faut-il que j'épouse ? "")","('#pierrot', ""Mais qu'est-ce que je vois là-bas ?  Tatidié !  Quel bagage !  Qu'est-ce donc que cette allée-là ?"")",1.58,Substitution
496,"('#geronte', 'En pouvez-vous douter ?  Ma fille. ')","('#arlequin', 'Où donc ?')",1.09,Substitution
497,"('#arlequin', ""Et pourquoi donc tant vous inquiéter ?  Je l'épouserai moi s'il le faut. . . . ."")","('#pierrot', 'Hé, là où se promènent tous ces chevaux et ces carrosses.')",1.98,Substitution
498,"('#geronte', 'Mais vous avez écrit. ')","('#mezzetin', ""Hé, c'est le Cours."")",1.52,Substitution
499,"('#arlequin', ""Non vous dis-je, ou je meurs,  Je ne sais ce que c'est. "")",,1.0,Insertion
500,"('#le-docteur', 'À quoi bon le nier,  Votre nom est pourtant signé sur du papier  Et si vous en doutez, lisez. ')",,1.0,Insertion
501,"('#arlequin', ""Autre délire,  Ne vous ai-je pas dit que je ne savais lire,  Sans cela, par ma foi, j'eusse été Bachelier. "")",,1.0,Insertion
502,"('#le-docteur', ""Vous raillez et cela commence à m'ennuyer. "")","('#pierrot', ""Allons, faisons une descente dans ce Cours.  Je n'ai jamais vu tant de biau monde.  Allons donc."")",1.71,Substitution
503,"('#arlequin', ""Ma noblesse m'ennuie encore davantage.  Il tire de sa poche un morceau de fromage, et se met à manger."")",,1.0,Insertion
504,"('#geronte', ""Qu'est-ce que vous mangez ? "")",,1.0,Insertion
505,"('#arlequin', ""Un morceau de fromage  Que j'ai trouvé là-bas, mais il est trop petit,  Pour assouvir l'excès de mon grand appétit,  Il est temps de souper, allons nous mettre à table  Beau-père. "")","('#arlequin', ""Tout doux ; fantassin ni piéton  Ne vont jamais en ce canton.  L'on n'étale aux Tuileries  Qu'habits, rubans, modes, et broderies ;  Ici pour briller, tout mortel  Prend un mérite personnel :  Mais au cours prés duquel nous sommes,  Là ce font les chevaux qui font valoir les hommes ;  Et parmi ces humains, et parmi ces chevaux,  Qui vont de mon côté, qui reviennent du vôtre,  On pourrait prendre l'un pour l'autre,  Sans faire de grands quiproquos.  Ces ballots par exemple et ces larges visages  Qui remplirent eux seuls de si grands équipages,  Ces gens, d'esprit comme de corps épais.  De leurs coureurs sont-ils pas les images ?  Mais, Cours, à tant de sots favorable carrière,  Parmi tous ces beaux chars, tous ces beaux étalons,  Que penses-tu de voir en carrosse à deux fonds,  Ceux que jadis tu vis derrière ?  C'est ici qu'un vrai spectre, un remède d'amour,  Est un Soleil en Carrosse à trois glaces ;  Six Chevaux bien croupés au Cours,  Entraînent après eux les cours, les ris, les grâces.  Un mérite roulant est une flèche, un dard,  Auquel il n'est point de rempart,  Et l'on ne trouve point de belle,  À qui les roues d'un beau Char,  Ne fassent tourner la cervelle.  Mais arrête, vois-tu ce petit animal,  Ce jeune Phaéton, qui pour frapper la vue,  Par une route trop battue,  Court en carrosse à l'Hôpital ?  D'autres ambitieux, qui pour fuir cet outrage,  Aux dépens de leur ventre étalent un beau train ? Vous autres bourgeois de Village,  De cette ville aimeriez-vous l'usage,  Et vous réduiriez-vous à n'avoir pas du pain,  Pour avoir un bel équipage ?  Des chevaux bien nourris courent sous ce feuillage,  Dont les maîtres meurent de faim ;  Et ces chevaux de bonne mine,  Qui font si bien aller un carrosse en ces lieux,  Font bien mal aller la cuisine.  Enfin dans ce grand Cours chacun à_qui_mieux-mieux   Vient jeter de la poudre aux yeux. Mais voici l'heure de mon concert, la nuit approche ; serviteur, Monsieur le Manant.  À nous revoir ici ce soir, au clair de Lune."")",1.23,Substitution
506,"('#le-docteur', 'Vous avez un estomac de diable. ')",,1.0,Insertion
507,"('#arlequin', ""Je n'ai fait aujourd'hui que quatorze repas  Avant qu'entrer chez vous je n'étais pas si gras. "")",,1.0,Insertion
508,"('#le-docteur', 'Promettez-moi, Monsieur, de ne rien entreprendre. ')",,1.0,Insertion
509,"('#arlequin', ""Moi si je n'entreprends rien puissiez-vous me voir pendre,  Voilà ce qui s'appelle un terrible serment. "")",,1.0,Insertion
510,"('#le-docteur', ""C'est assez. "")","('#pierrot', ""Comment ?  Est-ce qu'on vient ici la nuit ?"")",1.48,Substitution
511,"('#arlequin', 'Vous voyez je jure noblement. ')",,1.0,Insertion
512,"('#scaramouche', ""Vous pouvez enlever votre belle Sabine,  J'ai fait, pour s'y résoudre, essai de ma doctrine,  Je n'ai point vainement employé mon savoir,  Et je me suis senti tout_à_coup émouvoir,  Lorsqu'elle m'a parlé de sa vive tendresse,  À ce que je puis voir elle n'est pas tigresse. "")","('#arlequin', ""Ce beau jardin que l'on admire  Est ordinairement, le jour,  Le théâtre de la Satyre,  Et la nuit celui de l'amour.  Dans le jour, la blonde et la brune  Y font étaler leurs attraits ;  Mais au demi clair de la Lune,  On y voit leurs charmes secrets. Sans doute ; et minuit c'est la plus belle heure des Tuileries. Arlequin chante :"")",0.88,Substitution
513,"('#leandre', 'Les chevaux sont tous prêts, entrons il en est temps,  Puisse le tendre amour rendre mes voeux contents.  Suis-moi. ')",,1.0,Insertion
514,"('#scaramouche', 'Déjà la nuit étend ses sombres voiles,  Et bientôt dans le ciel va clouer des étoiles.  Ils entrent chez Géronte.')","('#pierrot', ""Ah !  Je souhaite donc que la nuit vienne au grand galop.  Voilà qui est admirable, qu'on voie de si belles choses aux Tuileries quand on n'y voit goutte ! Pierrot s'en va. "")",0.94,Substitution
515,"('#colombine', 'Tu dis que chez Géronte Arlequin est logé. ')","('#mezzetin', 'Que vois-je ?  Est-ce Arlequin ?')",1.1,Substitution
516,"('#pierrot', ""Oui vraiment je l'ai vu mais il est bien changé  Il fait présentement l'homme de conséquence,  Et doit être en état de payer sa dépense.  Le drôle qui tantôt avait l'air d'un faquin,  A contre un bel habit changé son casaquin,  Mais la métamorphose est-elle surprenante ?  Dans ce siècle inconstant la fortune est changeante,  Tel portait des sabots qui devient Financier,  Je pourrais bien troquer d'habit et de métier,  Je sais signer mon nom, ce n'est pas peu de chose,  Je connais un Monsieur qu'on appelait la Rose,  Qui se donne des airs et passe pour Marquis,  Si tu savais combien de Jasmin dans Paris,  Occupent des Hôtels et font belle figure. "")","('#arlequin', ""Hé, c'est toi, mon cher Mezzetin !  Ah !  L'heureuse rencontre, et que j'ai de joie de te revoir !"")",1.11,Substitution
