,moliere-psyche,quinault-thesee,Cost,Operation Type
307,"('#venus', 'Psyché, vous deviez mieux connaître Qui vous étiez, et quel était ce Dieu.')","('#aegle', ""C'est par mon seul trépas qu'il faut nous désunir."")",1.83,Substitution
308,"('#psyche', ""Et m'en a-t-il donné ni le temps, ni le lieu, Lui qui de tout mon coeur d'abord s'est rendu maître ?"")","('#thesee', 'Sa vie est la faveur que je veux obtenir.')",1.25,Substitution
309,"('#venus', ""Tout votre coeur s'en est laissé charmer, Et vous l'avez aimé dès qu'il vous a dit, j'aime."")","('#aegle', 'Conservez ce héros, sauvez-le pour vous-même.')",1.48,Substitution
310,"('#psyche', ""Pouvais-je n'aimer pas le Dieu qui fait aimer, Et qui me parlait pour lui-même ? C'est votre fils, vous savez son pouvoir, Vous en connaissez le mérite."")","('#aegle #thesee', ""Épargnez ce que j'aime, C'est moi, c'est moi qu'il faut punir."")",0.75,Substitution
311,"('#venus', ""Oui, c'est mon fils, mais un fils qui m'irrite, Un fils qui me rend mal ce qu'il sait me devoir, Un fils qui fait qu'on m'abandonne, Et qui pour mieux flatter ses indignes amours, Depuis que vous l'aimez, ne blesse plus personne Qui vienne à mes autels implorer mon secours. Vous m'en avez fait un rebelle, On m'en verra vengée, et hautement, sur vous, Et je vous apprendrai s'il faut qu'une mortelle Souffre qu'un Dieu soupire à ses genoux, Suivez-moi, vous verrez par votre expérience À quelle folle confiance Vous portait cette ambition ; Venez, et préparez autant de patience, Qu'on vous voit de présomption."")","('#medee', ""Je vous aime, Thésée, et vous l'allez connaître, Le crime enfin commence à me paraître affreux, Je respecte de si beaux noeuds, Ma rage a beau s'armer, vous en êtes le maître ; Votre vertu m'inspire un dépit généreux, Je rendrai ce que j'aime heureux Puisque mon amour ne peut l'être."")",0.0,Match
312,,"('#aegle #thesee', 'Quel bonheur surprenant pour nos cours amoureux !')",1.0,Deletion
313,"('#psyche', ""Effroyables replis des ondes infernales, Noirs palais où Mégère et ses soeurs font leur Cour, Éternels ennemis du jour, Parmi vos Ixions, et parmi vos Tantales, Parmi tant de tourments, qui n'ont point d'intervalles, Est-il dans votre affreux séjour Quelques peines qui soient égales Aux travaux où Vénus condamne mon amour ? Elle n'en peut être assouvie : Et depuis qu'à ses lois je me trouve asservie, Depuis qu'elle me livre à ses ressentiments, Il m'a fallu dans ces cruels moments Plus d'une âme, et plus d'une vie, Pour remplir ses commandements. Je souffrirais tout avec joie, Si parmi les rigueurs que sa haine déploie, Mes yeux pouvaient revoir, ne fût-ce qu'un moment, Ce cher, cet adorable amant : Je n'ose le nommer ; ma bouche criminelle D'avoir trop exigé de lui, S'en est rendue indigne, et dans ce dur ennui, La souffrance la plus mortelle Dont m'accable à toute heure un renaissant trépas, Est celle de ne le voir pas. Si son courroux durait encore, Jamais aucun malheur n'approcherait du mien : Mais s'il avait pitié d'une âme qui l'adore, Quoi qu'il fallût souffrir, je ne souffrirais rien. Oui, Destins, s'il calmait cette juste colère, Tous mes malheurs seraient finis : Pour me rendre insensible aux fureurs de la mère, Il ne faut qu'un regard d'un fils. Je n'en veux plus douter, il partage ma peine, Il voit ce que je souffre, et souffre comme moi, Tout ce que j'endure le gêne, Lui-même il s'en impose une amoureuse loi : En dépit de Vénus, en dépit de mon crime, C'est lui qui me soutient, c'est lui qui me ranime, Au milieu des périls où l'on me fait courir : Il garde la tendresse où son feu le convie, Et prend soin de me rendre une nouvelle vie, Chaque fois qu'il me faut mourir. Mais que me veulent ces deux Ombres Qu'à travers le faux jour de ces demeures sombres J'entrevois s'avancer vers moi ?"")","('#medee', 'Espérez tout de mon secours. Vous pouvez reprendre vos armes. Gardez vos tendres amours, Goûtez-en les charmes, Aimez sans alarmes, Aimez-vous toujours. Thésée reprend son épée. Médée continue.')",0.44,Substitution
314,,"('#aegle #thesee', 'Gardons nos tendres amours, Goûtons-en les charmes, Aimons sans alarmes, Aimons-nous toujours.')",1.0,Deletion
315,"('#psyche', 'Cléomène, Agénor, est-ce vous que je vois ? Qui vous a ravi la lumière ?')","('#medee', 'Habitants fortunés de ces lieux si charmants ; Commencez les plaisirs de ces heureux amants.')",1.13,Substitution
316,"('#cleomene', ""La plus juste douleur qui d'un beau désespoir Nous eût pu fournir la matière, Cette pompe funèbre, où du sort le plus noir Vous attendiez la rigueur la plus fière, L'injustice la plus entière."")","('#deux-bergeres', ""Que nos prairies Seront fleuries ! Les cours glacés Pour jamais en sont chassés. Ces lieux tranquilles Sont les asiles Des doux plaisirs, Et des heureux loisirs : La terre est belle, La fleur nouvelle Rit aux zéphirs. Que nos prairies Seront fleuries ! Les cours glacés Pour jamais en sont chassés. C'est dans nos bois Qu'amour a fait ses lois : Leur vert feuillage Doit toujours durer, Un cour sauvage N'y doit point entrer. Que nos prairies Seront fleuries ! Les cours glacés Pour jamais en sont chassés. La seule affaire D'une bergère C'est de songer À l'amour de son berger. Lorsqu'il la mène, Bien qu'elle prenne De longs détours, Tous les chemins sont courts : Sa bergerie Est moins chérie Que ses amours. La seule affaire D'une bergère C'est de songer À l'amour de son berger. Quand son amant La quitte un seul moment, Nos champs pour elle N'ont plus d'autre bien, Elle en querelle Jusques à son chien. La seule affaire D'une bergère C'est de songer À l'amour de son berger."")",1.04,Substitution
317,"('#agenor', ""Sur ce même rocher, où le Ciel en courroux Vous promettait au lieu d'époux Un serpent dont soudain vous seriez dévorée, Nous tenions la main préparée À repousser sa rage, ou mourir avec vous. Vous le savez, Princesse, et lorsqu'à notre vue, Par le milieu des airs vous êtes disparue, Du haut de ce rocher, pour suivre vos beautés, Ou plutôt pour goûter cette amoureuse joie D'offrir pour vous au monstre une première proie, D'amour et de douleur l'un et l'autre emportés, Nous nous sommes précipités."")","('#bergers', ""Aimons, tout nous y convie, On aime ici sans danger, Il est permis de changer, Chacun y suit son envie : Mais, heureux, cent, et cent fois, Un amant qui fait un choix Qui dure autant que sa vie ! Fuyons le bruit des villages, Fuyons l'éclat du grand jour, Les fruits charmants de l'amour Sont dans les sombres bocages. N'ayons point de peur des loups, Ne craignons que les jaloux Qui sont encor plus sauvages."")",0.15,Substitution
318,"('#cleomene', ""Heureusement déçus au sens de votre Oracle, Nous en avons ici reconnu le miracle, Et su que le serpent prêt à vous dévorer Était le Dieu qui fait qu'on aime, Et qui tout Dieu qu'il est vous adorant lui-même, Ne pouvait endurer Qu'un mortel comme nous osât vous adorer."")","('#un-habitant', ""Quel plaisir d'aimer Sans contrainte ! Nous pouvons former Des voeux sans crainte. Première chanson."")",1.39,Substitution
319,"('#agenor', ""Pour prix de vous avoir suivie, Nous jouissons ici d'un trépas assez doux : Qu'avions-nous affaire de vie, Si nous ne pouvions être à vous ? Nous revoyons ici vos charmes, Qu'aucun des deux là-haut n'aurait revus jamais. Heureux si nous voyons la moindre de vos larmes Honorer des malheurs que vous nous avez faits."")","('#choeur-des-habitants', ""Quel plaisir d'aimer Sans contrainte ! Nous pouvons former Des voeux sans crainte."")",0.91,Substitution
320,"('#psyche', ""Puis-je avoir des larmes de reste Après qu'on a porté les miens au dernier point ? Unissons nos soupirs dans un sort si funeste, Les soupirs ne s'épuisent point. Mais vous soupireriez, Princes, pour une ingrate, Vous n'avez point voulu survivre à mes malheurs, Et quelque douleur qui m'abatte, Ce n'est point pour vous que je meurs."")","('#un-habitant', ""Jusques aux langueurs, Et jusqu'aux larmes, Pour les tendres cours Tout a des charmes."")",0.83,Substitution
321,"('#cleomene', ""L'avons-nous mérité, nous dont toute la flamme N'a fait que vous lasser du récit de nos maux ?"")","('#choeur-des-habitants', ""Jusques aux langueurs, Et jusqu'aux larmes, Pour les tendres cours Tout a des charmes."")",0.86,Substitution
322,"('#psyche', ""Vous pouviez mériter, Princes, toute mon âme, Si vous n'eussiez été rivaux. Ces qualités incomparables Qui de l'un et de l'autre accompagnaient les voeux, Vous rendaient tous deux trop aimables, Pour mépriser aucun des deux."")","('#un-habitant', ""C'est le plus discret Qui doit plaire ; Il faut du secret Et du mystère."")",1.31,Substitution
323,"('#agenor', 'Vous avez pu sans être injuste, ni cruelle, Nous refuser un coeur réservé pour un Dieu. Mais revoyez Vénus : le Destin nous rappelle, Et nous force à vous dire adieu.')",,1.0,Insertion
324,"('#psyche', 'Ne vous donne-t-il point le loisir de me dire Quel est ici votre séjour ?')","('#choeur-des-habitants', ""C'est le plus discret Qui doit plaire ; Il faut du secret Et du mystère."")",1.3,Substitution
325,"('#cleomene', ""Dans des bois toujours verts, où d'amour on respire, Aussitôt qu'on est mort d'amour. D'amour on y revit, d'amour on y soupire, Sous les plus douces lois de son heureux Empire, Et l'éternelle nuit n'ose en chasser le jour, Que lui-même il attire Sur nos fantômes qu'il inspire, Et dont aux Enfers même il se fait une Cour."")","('#un-habitant', ""On dit les rigueurs De sa bergère, Mais pour les faveurs, On s'en doit taire."")",0.95,Substitution
326,"('#agenor', ""Vos envieuses soeurs après nous descendues, Pour vous perdre se sont perdues, Et l'une et l'autre tour à tour, Pour le prix d'un conseil qui leur coûte la vie, À côté d'Ixion, à côté de Titye, Souffre tantôt la roue, et tantôt le vautour. L'Amour par les Zéphirs s'est fait prompte justice De leur envenimée et jalouse malice : Ces ministres ailés de son juste courroux, Sous couleur de les rendre encore auprès de vous, Ont plongé l'une et l'autre au fond d'un précipice, Où le spectacle affreux de leurs corps déchirés N'étale que le moindre, et le premier supplice De ces conseils dont l'artifice Fait les maux dont vous soupirez."")","('#choeur-des-habitants', ""On dit les rigueurs De sa bergère, Mais pour les faveurs, On s'en doit taire."")",0.61,Substitution
327,"('#psyche', 'Que je les plains !')","('#un-habitant', ""L'amour plaît malgré ses peines, L'amour plaît aux cours constants : Seconde chanson."")",1.62,Substitution
328,,"('#choeur-des-habitants', ""L'amour plaît malgré ses peines, L'amour plaît aux cours constants :"")",1.0,Deletion
329,,"('#un-habitant', 'On ne peut porter ses chaînes Assez tôt, ni trop longtemps.')",1.0,Deletion
330,,"('#choeur-des-habitants', 'On ne peut porter ses chaînes Assez tôt, ni trop longtemps.')",1.0,Deletion
331,"('#cleomene', ""Vous êtes seule à plaindre. Mais nous demeurons trop à vous entretenir, Adieu, puissions-nous vivre en votre souvenir, Puissiez-vous, et bientôt, n'avoir plus rien à craindre, Puisse, et bientôt, l'Amour vous enlever aux Cieux, Vous y mettre à côté des Dieux, Et rallumant un feu qui ne se puisse éteindre, Affranchir à jamais l'éclat de vos beaux yeux D'augmenter le jour en ces lieux."")","('#un-habitant', ""Sans amour, tout est sans âme, L'amour seul nous rend contents ;"")",0.7,Substitution
332,"('#psyche', ""Pauvres amants ! Leur amour dure encore, Tous morts qu'ils sont l'un et l'autre m'adore, Moi dont la dureté reçut si mal leurs voeux : Tu n'en fais pas ainsi, toi qui seul m'as ravie, Amant, que j'aime encor cent fois plus que ma vie, Et qui brises de si beaux noeuds. Ne me fuis plus, et souffre que j'espère Que tu pourras un jour rabaisser l'oeil sur moi, Qu'à force de souffrir j'aurai de quoi te plaire, De quoi me rengager ta foi. Mais ce que j'ai souffert m'a trop défigurée, Pour rappeler un tel espoir ; L'oeil abattu, triste, désespérée, Languissante, et décolorée, De quoi puis-je me prévaloir, Si par quelque miracle impossible à prévoir Ma beauté qui t'a plu ne se voit réparée ? Je porte ici de quoi la réparer, Ce trésor de beauté divine, Qu'en mes mains pour Vénus a remis Proserpine, Enferme des appas dont je puis m'emparer, Et l'éclat en doit être extrême, Puisque Vénus la beauté même Les demande pour se parer. En dérober un peu serait-ce un si grand crime ? Pour plaire aux yeux d'un Dieu qui s'est fait mon amant, Pour regagner son coeur, et finir mon tourment, Tout n'est-il pas trop légitime ? Ouvrons. Quelles vapeurs m'offusquent le cerveau, Et que vois-je sortir de cette boîte ouverte ? Amour, si ta pitié ne s'oppose à ma perte, Pour ne revivre plus, je descends au tombeau. Elle s'évanouit, et l'Amour descend auprès d'elle en volant."")","('#choeur-des-habitants', ""Sans amour, tout est sans âme, L'amour seul nous rend contents ;"")",0.59,Substitution
333,,"('#un-habitant', 'On ne peut sentir sa flamme Assez tôt, ni trop longtemps.')",1.0,Deletion
334,,"('#choeur-des-habitants', 'On ne peut sentir sa flamme Assez tôt, ni trop longtemps.')",1.0,Deletion
335,"('#l-amour', ""Votre péril, Psyché, dissipe ma colère, Ou plutôt de mes feux l'ardeur n'a point cessé, Et, bien qu'au dernier point vous m'ayez su déplaire, Je ne me suis intéressé Que contre celle de ma mère. J'ai vu tous vos travaux, j'ai suivi vos malheurs, Mes soupirs ont partout accompagné vos pleurs ; Tournez les yeux vers moi, je suis encor le même. Quoi ! Je dis et redis tout haut que je vous aime, Et vous ne dites point, Psyché, que vous m'aimez ! Est-ce que pour jamais vos beaux yeux sont fermés ? Qu'à jamais la clarté leur vient d'être ravie ? Ô Mort, devais-tu prendre un dard si criminel, Et sans aucun respect pour mon Être éternel Attenter à ma propre vie ? Combien de fois, ingrate Déité, Ai-je grossi ton noir empire, Par les mépris et par la cruauté D'une orgueilleuse ou farouche beauté ? Combien même, s'il le faut dire, T'ai-je immolé de fidèles amants À force de ravissements ? Va, je ne blesserai plus d'âmes, Je ne percerai plus de coeurs, Qu'avec des dards trempés aux divines liqueurs Qui nourrissent du Ciel les immortelles flammes, Et n'en lancerai plus que pour faire à tes yeux, Autant d'amants, autant de Dieux. Et vous, impitoyable Mère, Qui la forcez à m'arracher Tout ce que j'avais de plus cher, Craignez à votre tour l'effet de ma colère. Vous me voulez faire la loi, Vous qu'on voit si souvent la recevoir de moi ! Vous qui portez un coeur sensible comme un autre, Vous enviez au mien les délices du vôtre ! Mais dans ce même coeur j'enfoncerai des coups, Qui ne seront suivis que de chagrins jaloux ; Je vous accablerai de honteuses surprises, Et choisirai partout à vos voeux les plus doux Des Adonis et des Anchises Qui n'auront que haine pour vous."")","('#medee', ""Ah faut-il me venger En perdant ce que j'aime ! Que fais-tu ma fureur, où vas-tu m'engager ? Punir ce cour ingrat c'est me punir moi-même, J'en mourrai de douleur, je tremble d'y songer, Ah faut-il me venger En perdant ce que j'aime ! Ma rivale triomphe, et me voit outrager : Quoi, laisser son amour sans peine, et sans danger ? Voir le spectacle affreux de son bonheur extrême ? Non, il faut me venger En perdant ce que j'aime."")",0.05,Substitution
336,,"('#dorine', 'Que Thésée est content de son bienheureux sort !')",1.0,Deletion
337,,"('#medee', ""Dorine, c'en est fait, tout est prêt pour sa mort."")",1.0,Deletion
338,"('#venus', ""La menace est respectueuse, Et d'un enfant qui fait le révolté La colère présomptueuse..."")","('#dorine', ""Quoi ce grand appareil est sa mort qu'on prépare ? Le roi le doit choisir ici pour successeur ; Votre soin pour lui se déclare."")",0.96,Substitution
339,"('#l-amour', ""Je ne suis plus enfant, et je l'ai trop été, Et ma colère est juste autant qu'impétueuse."")","('#medee', ""J'ai caché mon dépit sous ma feinte douceur ; La vengeance ordinaire est trop peu pour mon cour, Je la veux horrible et barbare. Je m'éloignais tantôt exprès pour tout savoir. Du secret de Thésée il faut me prévaloir, Le roi l'ignore encor, et pour me satisfaire Contre un fils inconnu j'arme son propre père : J'immolai mes enfants, j'osai les égorger ; Je ne serai pas seule inhumaine, et perfide, Je ne puis me venger À moins d'un parricide."")",0.83,Substitution
340,,"('#medee', ""Ce vase par mes soins vient d'être empoisonné ; Vous n'aurez qu'à l'offrir... vous semblez étonné ?"")",1.0,Deletion
341,"('#venus', ""L'impétuosité s'en devrait retenir, Et vous pourriez vous souvenir Que vous me devez la naissance."")","('#le-roi', ""Ce héros m'a servi, malgré moi je l'estime, Puis-je lui préparer un injuste trépas ?"")",1.34,Substitution
342,"('#l-amour', ""Et vous pourriez n'oublier pas Que vous avez un coeur et des appas Qui relèvent de ma puissance : Que mon arc de la vôtre est l'unique soutien, Que sans mes traits elle n'est rien, Et que si les coeurs les plus braves, En triomphe par vous se sont laissés traîner, Vous n'avez jamais fait d'esclaves Que ceux qu'il m'a plu d'enchaîner. Ne me vantez donc plus ces droits de la naissance Qui tyrannisent mes désirs ; Et si vous ne voulez perdre mille soupirs, Songez en me voyant à la reconnaissance, Vous qui tenez de ma puissance Et votre gloire et vos plaisirs."")","('#medee', ""L'espoir de votre amour, la paix de vos états, Tout dépend d'immoler cette grande victime. Contre un rival heureux faut-il qu'on vous anime ? La vengeance a bien des appas, Est-ce trop la payer s'il vous en coûte un crime ?"")",0.32,Substitution
343,"('#venus', ""Comment l'avez-vous défendue, Cette gloire dont vous parlez ? Comment me l'avez-vous rendue ? Et quand vous avez vu mes autels désolés, Mes temples violés, Mes honneurs ravalés, Si vous avez pris part à tant d'ignominie, Comment en a-t-on vu punie Psyché qui me les a volés ? Je vous ai commandé de la rendre charmée Du plus vil de tous les mortels, Qui ne daignât répondre à son âme enflammée Que par des rebuts éternels, Par les mépris les plus cruels, Et vous-même l'avez aimée ! Vous avez contre moi séduit des Immortels, C'est pour vous qu'à mes yeux les Zéphyrs l'ont cachée, Qu'Apollon même suborné Par un Oracle adroitement tourné Me l'avait si bien arrachée, Que si sa curiosité Par une aveugle défiance Ne l'eût rendue à ma vengeance, Elle échappait à mon coeur irrité. Voyez l'état où votre amour l'a mise, Votre Psyché, son âme va partir, Voyez, et si la vôtre en est encore éprise, Recevez son dernier soupir. Menacez, bravez-moi, cependant qu'elle expire : Tant d'insolence vous sied bien, Et je dois endurer quoi qu'il vous plaise dire, Moi qui sans vos traits ne puis rien."")","('#le-roi', ""Je n'ai rien fait jusqu'à ce jour Qui puisse ternir ma mémoire ; Si près de mon tombeau faut-il trahir ma gloire ? Ne vaudrait-il pas mieux étouffer mon amour ?"")",0.44,Substitution
344,"('#l-amour', ""Vous ne pouvez que trop, Déesse impitoyable, Le Destin l'abandonne à tout votre courroux : Mais soyez moins inexorable Aux prières, aux pleurs d'un fils à vos genoux. Ce doit vous être un spectacle assez doux De voir d'un oeil Psyché mourante, Et de l'autre ce fils d'une voix suppliante Ne vouloir plus tenir son bonheur que de vous. Rendez-moi ma Psyché, rendez-lui tous ses charmes, Rendez-la, Déesse, à mes larmes, Rendez à mon amour, rendez à ma douleur Le charme de mes yeux, et le choix de mon coeur."")","('#medee', ""Vous avez un fils à Trézene, Il faudra toujours l'éloigner : Votre peuple pour lui n'aura que de la haine, Il adore Thésée, il veut le voir régner. Laisserez-vous un fils sans nom, et sans empire, Tandis qu'un étranger jouira de son sort, Et peut-être osera s'assurer par sa mort..."")",0.31,Substitution
345,"('#venus', ""Quelque amour que Psyché vous donne, De ses malheurs par moi n'attendez pas la fin : Si le Destin me l'abandonne, Je l'abandonne à son destin. Ne m'importunez plus, et dans cette infortune Laissez-la sans Vénus triompher ou périr."")","('#le-roi', ""Je cède aux sentiments que la nature inspire, Je me rends, l'amour seul n'était pas assez fort."")",0.92,Substitution
346,"('#l-amour', 'Hélas ! Si je vous importune, Je ne le ferais pas, si je pouvais mourir.')",,1.0,Insertion
347,"('#venus', ""Cette douleur n'est pas commune, Qui force un immortel à souhaiter la mort."")","('#medee #le-roi', ""Que la vengeance A d'attraits pour des cours jaloux ! N'épargnons point qui nous offense, Vengeons-nous, vengeons-nous, L'amour même, n'est pas plus doux Que la vengeance."")",1.46,Substitution
348,"('#l-amour', 'Voyez par son excès si mon amour est fort. Ne lui ferez-vous grâce aucune ?')","('#medee #le-roi', 'Ne craignez rien parfaits amants Les plaisirs suivront vos tourments.')",0.47,Substitution
349,"('#venus', ""Je vous l'avoue, il me touche le coeur, Votre amour, il désarme, il fléchit ma rigueur : Votre Psyché reverra la lumière."")","('#choeur', 'Ne craignez rien parfaits amants Les plaisirs suivront vos tourments.')",0.83,Substitution
350,"('#l-amour', ""Que je vous vais partout faire donner d'encens !"")","('#medee #le-roi', 'Recevez la récompence De votre constance.')",1.89,Substitution
351,"('#venus', ""Oui, vous la reverrez dans sa beauté première : Mais de vos voeux reconnaissants Je veux la déférence entière, Je veux qu'un vrai respect laisse à mon amitié Vous choisir une autre moitié."")","('#le-choeur', 'Ne craignez rien parfaits amants Les plaisirs suivront vos tourments.')",0.81,Substitution
352,"('#l-amour', ""Et moi, je ne veux plus de grâce, Je reprends toute mon audace, Je veux Psyché, je veux sa foi, Je veux qu'elle revive et revive pour moi, Et tiens indifférent que votre haine lasse, En faveur d'une autre se passe. Jupiter qui paraît va juger entre nous De mes emportements et de votre courroux. Après quelques éclairs et roulements de tonnerre, Jupiter paraît en l'air sur son aigle."")","('#le-roi', ""Oublions le passé, ma colère est finie ; Puisqu'Athènes le veut je consens qu'après moi Ce héros soit un jour son légitime roi. Commençons la cérémonie. Qu'on apprenne à servir Thésée en souverain. Prenez ce vase de ma main."")",0.2,Substitution
353,"('#l-amour', ""Vous à qui seul tout est possible, Père des Dieux, souverain des mortels, Fléchissez la rigueur d'une mère inflexible Qui sans moi n'aura point d'autels. J'ai pleuré, j'ai prié, je soupire, menace, Et perds menaces et soupirs ; Elle ne veut pas voir que de mes déplaisirs Dépend du monde entier l'heureuse ou triste face, Et que si Psyché perd le jour, Si Psyché n'est à moi, je ne suis plus l'Amour. Oui, je romprai mon arc, je briserai mes flèches, J'éteindrai jusqu'à mon flambeau, Je laisserai languir la Nature au tombeau ; Ou si je daigne aux coeurs faire encor quelques brèches, Avec ces pointes d'or qui me font obéir Je vous blesserai tous là-haut pour des mortelles, Et ne décocherai sur elles Que des traits émoussés qui forcent à haïr, Et qui ne font que des rebelles, Des ingrates, et des cruelles. Par quelle tyrannique loi Tiendrai-je à vous servir mes armes toujours prêtes, Et vous ferai-je à tous conquêtes sur conquêtes, Si vous me défendez d'en faire une pour moi ?"")","('#thesee', ""Je jure sur ce fer qui m'a comblé de gloire, Que je vous servirai contre vos ennemis, Et que vous n'aurez point de sujet plus soumis... Le roi considère avec étonnement l'épée de Thésée, et la reconnaît pour être celle qu'il a laissée pour servir un jour à la reconnaissance de son fils. "")",0.17,Substitution
354,"('#jupiter', ""Ma fille, sois-lui moins sévère. Tu tiens de sa Psyché le destin en tes mains, La Parque au moindre mot va suivre ta colère, Parle, et laisse-toi vaincre aux tendresses de mère, Ou redoute un courroux que moi-même je crains. Veux-tu donner le monde en proie À la haine, au désordre, à la confusion, Et d'un Dieu d'union, D'un Dieu de douceurs et de joie, Faire un Dieu d'amertume et de division ? Considère ce que nous sommes, Et si les passions doivent nous dominer, Plus la vengeance a de quoi plaire aux Hommes, Plus il sied bien aux Dieux de pardonner."")","('#le-roi', ""Que vois-je ? Quelle épée ! Ah qui l'aurait pu croire ! Ô ciel ! J'allais perdre mon fils ! J'avais laissé ce fer pour ta reconnaissance, Mon fils, ah mon cher fils, où nous exposais-tu ?"")",0.5,Substitution
355,"('#venus', ""Je pardonne à ce fils rebelle. Mais voulez-vous qu'il me soit reproché Qu'une misérable mortelle, L'objet de mon courroux, l'orgueilleuse Psyché, Sous ombre qu'elle est un peu belle, Par un hymen dont je rougis, Souille mon alliance, et le lit de mon Fils ?"")","('#thesee', ""Ce fer eût dans mes mains trahi votre espérance En vous montrant un fils qui n'eut point combattu, Sans prendre aucun secours d'une illustre naissance Je voulais éprouver jusqu'où va la vertu. Médée s'enfuit voyant Thésée reconnu par son père."")",0.36,Substitution
356,"('#jupiter', ""Hé bien, je la fais immortelle, Afin d'y rendre tout égal."")",,1.0,Insertion
357,"('#venus', ""Je n'ai plus de mépris, ni de haine pour elle, Et l'admets à l'honneur de ce noeud conjugal. Psyché, reprenez la lumière, Pour ne la reperdre jamais, Jupiter a fait votre paix, Et je quitte cette humeur fière Qui s'opposait à vos souhaits."")","('#le-roi', ""Ah ! Perfide Médée ! ... elle fuit l'inhumaine, Qu'on la poursuive, allez, ne la respectez plus ; Mais la poursuite en sera vaine, Elle sait des chemins qui nous sont inconnus !"")",0.79,Substitution
358,"('#psyche', ""C'est donc vous, ô grande Déesse, Qui redonnez la vie à ce coeur innocent !"")","('#thesee', ""C'est assez d'éviter sa haine ; Soyons heureux, Seigneur : Notre parfait bonheur Suffira pour sa peine."")",1.5,Substitution
359,,"('#le-roi #thesee #aegle', 'Notre parfait bonheur Suffira pour sa peine.')",1.0,Deletion
360,"('#venus', ""Jupiter vous fait grâce, et ma colère cesse. Vivez, Vénus l'ordonne, aimez elle y consent."")","('#le-roi', ""Je suis charmé de vos appas, Je ne m'en défends pas, Trop aimable AEglé, je vous aime ; Mais je veux être heureux dans un autre moi-même ; Mon rival m'est trop cher pour en être jaloux, Je reconnais mon fils à son amour extrême, C'est le sort de mon sang de s'enflammer pour vous. Que l'hymen prépare Des noeuds pleins d'attraits Soyez unis à jamais, Que l'amour répare Tous les maux qu'il vous a faits Soyez unis à jamais."")",0.55,Substitution
361,"('#psyche', 'Je vous revois enfin, cher objet de ma flamme !')","('#choeur', 'Soyez unis à jamais.')",1.62,Substitution
362,"('#l-amour', 'Je vous possède enfin, délices de mon âme !')","('#thesee #aegle', 'Les plus belles chaînes Coûtent des soupirs ; Il faut passer par les peines Pour arriver aux plaisirs.')",0.91,Substitution
363,,"('#le-roi #cleone #arcas', ""Que l'hymen prépare Des noeuds pleins d'attraits."")",1.0,Deletion
364,"('#jupiter', ""Venez, amants, venez aux Cieux Achever un si grand et si digne hyménée ; Viens-y, belle Psyché, changer de destinée, Viens prendre place au rang des Dieux. Deux grandes machines descendent aux deux côtés de Jupiter, cependant qu'il dit ces derniers vers. Vénus avec sa suite monte dans l'une, l'Amour avec Psyché dans l'autre, et tous ensemble remontent au ciel. Les Divinités, qui avaient été partagées entre Vénus et son fils, se réunissent en les voyant d'accord ; et toutes ensemble, par des concerts, des chants, et des danses, célèbrent la fête des noces de l'Amour.  Apollon paraît le premier et comme Dieu de l'Harmonie commence à chanter pour inviter les autres Dieux à se réjouir."")","('#choeur', 'Soyez unis à jamais.')",1.68,Substitution
365,"('#apollon', ""Unissons-nous, troupe immortelle ; Le Dieu d'Amour devient heureux amant, Et Vénus a repris sa douceur naturelle En faveur d'un fils si charmant : Il va goûter en paix, après un long tourment, Une félicité qui doit être éternelle."")","('#le-roi #cleone #arcas', ""Que l'amour répare Tous les maux qu'il vous a faits."")",1.18,Substitution
366,,"('#choeur', 'Soyez unis à jamais.')",1.0,Deletion
367,"('#divinites', ""Célébrons ce grand jour ; Célébrons tous une fête si belle : Que nos chants en tous lieux en portent la nouvelle ; Qu'ils fassent retenir le céleste séjour : Chantons, répétons tour à tour, Qu'il n'est point d'âme si cruelle, Qui tôt ou tard ne se rende à l'Amour."")","('#medee', ""Vous n'êtes pas encor délivrés de ma rage : Je n'ai point préparé la pompe de ces lieux Pour servir au bonheur d'un amour qui m'outrage ; Je veux que les enfers détruisent mon ouvrage, C'est ainsi qu'en partant je vous fais mes adieux. Dans le temps que Médée fuit, le palais paraît embrasé, et les mets du festin préparé se convertissent en des animaux horribles."")",0.4,Substitution
368,"('#apollon', ""Le Dieu qui nous engage À lui faire la Cour, Défend qu'on soit trop sage. Les plaisirs ont leur tour, C'est leur plus doux usage, Que de finir les soins du jour. La nuit est le partage Des jeux et de l'amour. Ce serait grand dommage Qu'en ce charmant séjour On eût un coeur sauvage. Les plaisirs ont leur tour, C'est leur plus doux usage, Que de finir les soins du jour. La nuit est le partage Des jeux et de l'amour. Deux Muses qui ont toujours évité de s'engager sous les lois de l'Amour, conseillent aux Belles, qui n'ont point encore aimé, de s'en défendre avec soin à leur exemple."")","('#le-choeur', ""Secourez-nous, justes dieux ! Quelle flamme épouvantable ! Quels ennemis furieux ! Secourez-nous, justes dieux ! Une mort inévitable S'offre partout à nos yeux ! Secourez-nous, justes dieux !"")",1.35,Substitution
