,donneau-de-vise-amours-du-soleil,dorneval-jugement-de-paris,Cost,Operation Type
398,"('#la-princesse', ""Loin de rester ici quand Apollon m'en presse,  Il est temps qu'à ses yeux je cache ma faiblesse ;  Il retourne à Clitie, et cesse de m'aimer. "")",,1.0,Insertion
399,"('#apollon', 'Ah croyez que vos yeux ont trop su me charmer. ')",,1.0,Insertion
400,"('#la-princesse', ""Les siens ont dessus vous repris tout leur empire ;  Vous la venez de voir, votre coeur en soupire :  Revoir une Beauté qu'on aima tendrement,  Et qui lorsqu'on la quitte, aime encor constamment ;  L'écouter, s'attendrir, soupirer auprès d'elle,  Se reprocher tout bas que l'on est infidèle,  Demeurer interdit, confus, embarrassé,  D'une tendre pitié sentir son coeur pressé,  Et faire en soupirant le portrait de ses peines ;  Si ce n'est pas rentrer dans ses premières chaînes,  C'est du moins faire voir par des voeux trop flottants,  Qu'on voudrait pouvoir être à deux en même temps. "")",,1.0,Insertion
401,"('#apollon', ""Les troubles que Clitie a fait naître en mon âme,  Sont dus à la pitié, bien plutôt qu'à sa flamme :  Ses sentiments encor ne vous sont pas connus,  Elle n'a pas voulu vous perdre avec Vénus. "")",,1.0,Insertion
402,"('#la-princesse', ""Hé quoi ! Le Dieu du Jour ne voit pas son adresse ?  Son esprit est du moins égal à sa tendresse ;  Je dois tout redouter d'une telle amitié ;  Elle veut qu'on la plaigne, et veut faire pitié :  Mais plaindre un bel objet, quand il a touché l'âme,  Sans croire encor l'aimer, c'est conserver sa flamme. "")","('#junon', ""Charmant Berger, accepte l'abondance. Air 50 : J'ai fait souvent résonner ma musette."")",1.56,Substitution
403,"('#apollon', ""Ah ! Croyez que mon coeur est à vous tout entier,  Et que ce même coeur travaille à l'oublier. "")",,1.0,Insertion
404,"('#la-princesse', ""L'oubli n'est plus oubli, sitôt que l'on y pense :  Et quand pour oublier on se fait violence,  La raison qui le veut, triomphe rarement ;  Un véritable oubli vient insensiblement :  Sans cela c'est en vain qu'un coeur charmé s'y fie ;  Pour oublier, il faut oublier qu'on oublie ;  Et lorsqu'avec le temps l'amour est établi,  C'est le temps seul qui peut nous mener à l'oubli ;  Et quand on a le coeur plein d'un amour extrême,  Plus on veut oublier, plus on sent que l'on aime.  Comme l'amour produit tous ces effets, en vous,  Je sens que du passé mon coeur devient jaloux ;  Et pour rendre le calme à mon âme alarmée,  Je... Mais vous ne pouvez pas ne pas l'avoir aimée.  Encor si votre amour eut fait voir moins d'ardeur,  Si vous l'aviez aimée avec moins de chaleur,  Si... Mais se peut-il bien qu'une aussi forte flamme,  Pour cette grande Nymphe, ait embrasé votre âme ?  L'aimiez-vous d'une ardeur qui ne pût s'oublier ?  Possédait-elle alors votre coeur tout entier ?  Était-il plein d'amour ? Et sentiez-vous pour elle  Tout ce qu'on sent alors qu'on doit être fidèle ?  Vos dépits étaient-ils suivis de ces retours  Qui font voir aux Amants qu'ils s'aimeront toujours ?  Et croyez-vous enfin, dans votre ardeur extrême,  Que vous n'en aimeriez jamais d'autre de même ?  Mais je vois ma Rivale, elle vient vous chercher,  Son amour et ses yeux ont de quoi vous toucher. "")",,1.0,Insertion
405,"('#clitie', ""Puisque je vous rencontre avecque la Princesse,  Je dois croire qu'elle a toute votre tendresse,  Et je dois étouffer l'espoir précipité  Qui d'un tendre retour m'avait trop tôt flatté.  Ce dernier coup m'accable, et la triste Clitie,  En perdant tout espoir, va perdre aussi la vie ;  Mais elle expirerait avec quelque plaisir,  Si sa mort vous pouvait arracher un soupir. "")",,1.0,Insertion
406,"('#apollon', 'Vivez, Nymphe, vivez, Apollon vous en prie,  Il ne souhaite pas que vous perdiez la vie. ')",,1.0,Insertion
407,"('#clitie', ""Il s'attendrit, Amour, fais qu'il revienne à moi. "")","('#venus', 'Je te promets des plaisirs à ton choix.')",0.6,Substitution
408,"('#la-princesse', ""Vous allez me quitter sans doute, et je le vois,  Et mon coeur a sujet d'avoir quelques alarmes,  Lorsque de la pitié votre amour prend les armes.  J'avais le nom de fière, et mon tranquille coeur  Ne s'était jamais vu sous les lois d'un vainqueur ;  Et de l'Amour enfin méprisant la puissance,  Rien ne m'était si cher que mon indifférence,  Quand vous êtes venu ravir ma liberté,  Et troubler mon bonheur et ma tranquillité.  Que vous avais-je fait pour venir me contraindre  À brûler d'une ardeur que rien ne peut éteindre ?  Et deviez-vous, cruel, à ce point me charmer,  Si vous ne croyiez pas devoir toujours m'aimer ?  Ah ! Je vais travailler à chasser de mon âme  Tout ce qu'elle a pour vous de tendresse et de flamme :  Mais hélas ! Si l'on prend de l'amour aisément,  On ne l'étouffe pas aussi facilement. "")","('#pallas', ""C'est moi, mon cher, qui donne la prudence, Et la valeur mère des grands exploits."")",0.65,Substitution
409,"('#apollon', ""Ah ! Que d'un bel objet les larmes sont touchantes ! "")",,1.0,Insertion
410,"('#clitie', ""Et que sur votre coeur les siennes sont puissantes !  Son amour est bien fort, mais c'est par son ardeur  Que vous devez du mien connaître la grandeur.  Si dans le peu de temps que vous l'avez aimée,  Jusqu'à cet excès vous l'avez enflammée,  Mon coeur que vous avez su charmer plus longtemps  Doit conserver pour vous des feux bien plus ardents. "")","('#venus', 'Laisse-là les armes ; Les travaux guerriers, Pour de vains lauriers  Causent mille alarmes : Ce sont les Amours Qui font les beaux jours. Air 145 : Ce sont les Amours.')",0.4,Substitution
411,"('#la-princesse', ""Ah ! Sitôt qu'Apollon inspire de la flamme,  De la plus vive ardeur on sent brûler son âme. "")",,1.0,Insertion
412,"('#apollon', ""Tout ce qui doit causer le bonheur des Amants,  Et fait tous leurs plaisirs, cause tous mes tourments.  Votre amour m'attendrit.  Je suis touché du vôtre ?  Mais montrez-m'en de grâce un peu moins l'une et l'autre,  Afin que j'abandonne avec moins de douleur...  Ah ! Pourquoi toutes deux me montrer tant d'ardeur ?  Quand mon coeur amoureux a plus qu'il ne souhaite,  Je ne saurais avoir qu'une joie imparfaite ;  Ou plutôt quand je suis au comble de mes voeux,  Je n'en saurais goûter, et deviens malheureux.  À Clitie. À la Princesse."")","('#paris', ""Ne vantez point les combats, Je n'en tâterai pas. Air 99. D'une main je tiens mon pot."")",0.86,Substitution
413,"('#la-princesse', ""Lorsque pour faire un choix votre amour délibère,  Voit-il que je m'expose à la fureur d'un père  Qui me sacrifierait sur l'heure à son courroux,  S'il était assuré de tous nos rendez-vous ?  Ils ne vous ont que trop fait savoir ma tendresse ;  Mais aimer un grand Dieu, n'est pas une faiblesse. "")",,1.0,Insertion
414,"('#clitie', ""Ah ! Que vois-je ? Vos yeux attachés sur les siens,  M'apprennent le mépris que vous faites des miens. "")",,1.0,Insertion
415,"('#apollon', ""Vous vous plaignez ; mon choix vous fait toutes deux craindre :  Mais cependant c'est moi qui suis le plus à craindre,  Et l'amour dans mon coeur contre l'amour combat ;  Celle qui me perdra, ne perdra qu'un ingrat.  Ce malheur n'est pas grand ; mais le mien est extrême,  Puisqu'il faut que je perde une Beauté que j'aime. "")",,1.0,Insertion
416,"('#clitie', 'Ah, si vous le voulez, vous ne la perdrez pas. ')",,1.0,Insertion
417,"('#apollon', ""Ayez donc toutes deux moins d'amour et d'appas. "")",,1.0,Insertion
418,"('#clitie', 'Si vous vouliez vous rendre à celle dont la flamme  A su de son ardeur mieux convaincre votre âme... ')",,1.0,Insertion
419,"('#apollon', ""Le Destin me rappelle, et je dois malgré moi,  Puisqu'il ordonne ainsi, me rendre à mon emploi. "")",,1.0,Insertion
420,"('#la-princesse', ""Nymphe, puisque son choix est encor en balance,  Vous devez conserver encor de l'espérance. "")",,1.0,Insertion
421,"('#clitie', ""Je ne m'abuse pas, et connais mon malheur ;  Des yeux intéressés lisent au fond d'un coeur.  Apollon qui souvent a vu combien je l'aime,  A voulu m'épargner le déplaisir extrême  De le voir devant moi pour vous se déclarer ;  Et c'est là le sujet qui l'a fait retirer.  Il ne m'aime donc plus, ce Dieu qui m'a charmée,  Ce Dieu que j'aime tant, et qui m'a tant aimée ?  Ah ! Je sens dans mon coeur des troubles tous nouveaux,  Et rien n'est comparable à l'excès de mes maux.  Qu'on en souffre de grands, quand on perd l'espérance,  Et que l'amour qu'on sent a tant de violence !  Pour regagner le coeur du charmant Dieu du Jour,  Il n'est rien dont ne soit capable mon amour.  Ah, si vous le vouliez, trop aimable Princesse,  Ce Dieu me ferait voir sa première tendresse ;  Vous ne sauriez encor l'aimer éperdument,  Et votre coeur pourrait l'oublier aisément ;  Il n'a pas encor eu le temps de le connaître,  Et votre ardeur encor ne commence qu'à naître. "")",,1.0,Insertion
422,"('#la-princesse', 'Hélas ! ')","('#pallas', 'De la valeur je suis la source.')",1.33,Substitution
423,"('#clitie', ""Elle me plaint, en voyant tant d'amour. "")",,1.0,Insertion
424,"('#la-princesse', ""Quoi, ce Dieu pourrait-il m'abandonner un jour ? "")",,1.0,Insertion
425,"('#clitie', ""Si pour être toujours maîtresse de son âme,  Il ne m'avait fallu qu'un grand excès de flamme,  J'aurais pu dans son coeur vivre éternellement :  C'est pourquoi vous devez craindre son changement.  Ah ! Faut-il que mon coeur ait encor la faiblesse...  Mais je vois que pour moi le vôtre s'intéresse."")","('#junon', ""Il n'est rien de bon que la bourse ; Et l'amant comme le héros N'est jamais en repos."")",1.21,Substitution
426,"('#la-princesse', ""Elle peut d'Apollon toucher encor le coeur,  Puisqu'elle me contraint à plaindre son malheur. "")",,1.0,Insertion
427,"('#clitie', ""Mais je n'en doute plus, votre coeur devient tendre  D'une pitié trop juste il ne peut se défendre. "")",,1.0,Insertion
428,"('#la-princesse', 'Il en ressent beaucoup, et vous plaint. ')",,1.0,Insertion
429,"('#clitie', 'Quel bonheur !  Il va donc travailler à vaincre son ardeur. ')",,1.0,Insertion
430,"('#la-princesse', ""Il vous plaint d'autant plus, qu'il ne peut pour vous plaire,  Faire voir moins d'amour au Dieu de la Lumière.  Adieu, votre douleur me ferait trop souffrir,  Et ma présence ici pourrait encor l'aigrir. "")",,1.0,Insertion
431,"('#clitie', ""Encor qu'en m'abaissant je l'aie en vain pressée  De surmonter l'amour dont son âme est blessée,  J'ai le triste avantage au moins dans ma douleur,  D'avoir tout entrepris pour servir mon ardeur ;  Et puis qu'on ne saurait bien aimer sans faiblesse,  Plus on en montre, et plus on fait voir de tendresse :  Ce qui sert en amour, ne saurait être bas,  Et l'amour a des droits, que la raison n'a pas.  Mais sous mes déplaisirs mon âme est abattue,  Et je sens redoubler la douleur qui me tue :  Si l'excès de mon feu me fait perdre le jour,  Ma Rivale devra me céder en amour ;  Et malgré tout le sien, il faudra qu'elle craigne  Qu'en apprenant ma mort, Apollon ne me plaigne,  Et que poussant alors des soupirs de douleur,  La pitié n'en dérobe autant à son ardeur. "")","('#venus', 'Pâris, sois plus sage, Méprise son or ; Le plus grand trésor Offre un esclavage ; Ce sont les Amours Qui font les beaux jours. Air 145 : Ce sont les Amours.')",0.73,Substitution
432,"('#theaspe', 'Quoi, sans appréhender le courroux de son père... ')",,1.0,Insertion
433,"('#clitie', 'Que ce Prince paraît transporté de colère ! ')",,1.0,Insertion
434,"('#theaspe', ""Ah rien n'est comparable à ma juste douleur,  Et mes jaloux transports me déchirent le coeur.  Ah Nymphe ! "")",,1.0,Insertion
435,"('#clitie', 'Expliquez-vous. ')",,1.0,Insertion
436,"('#theaspe', ""Ah ! Qu'une âme saisie  D'une trop violente et juste jalousie,  Souffre de maux cruels, quand l'objet de ses soins...  Ce qui me touche hélas ! Ne vous touche pas moins. "")",,1.0,Insertion
437,"('#clitie', 'Moi ? ')","('#paris', 'Cela mérite réflexion.')",0.83,Substitution
438,"('#theaspe', ""Vous. Mon coeur charmé d'un objet adorable...  Je ne saurais parler, tant la douleur m'accable. "")","('#junon', ""Tu ne choisis point les richesses ! Air 4 : Comme un Coucou que l'amour presse."")",0.95,Substitution
439,"('#clitie', ""Mais d'où peut provenir cette vive douleur ? "")",,1.0,Insertion
440,"('#theaspe', 'Sachez que la Princesse a su toucher mon coeur. ')","('#pallas', 'La valeur ne te touche pas !')",1.08,Substitution
441,"('#clitie', 'Hé bien ? ')",,1.0,Insertion
442,"('#theaspe', ""Je l'adorais avecque tant de zèle... "")","('#paris', ""Je penche fort vers les espèces ; Mais l'Amour a bien des appas."")",1.37,Substitution
443,"('#clitie', ""Comment ? Avez-vous su qu'au Dieu du Jour fidèle... "")",,1.0,Insertion
444,"('#theaspe', ""Ah ne me demandez ni par qui, ni comment,  J'ai su que dans sa chambre elle a vu cet Amant,  Puisqu'un jaloux jamais ne doit manquer d'adresse  Pour apprendre souvent ce que fait sa Maîtresse.  Je n'en n'ai pas manqué, pour savoir que le Dieu  Dont pour elle avec joie elle a connu le feu,  Par un pouvoir divin, empêchant que sa mère  Ne vint dedans sa chambre à son heure ordinaire,  En a lui-même pris et la forme et le nom...  Vous ne savez que trop quelle est leur passion. "")","('#pallas', ""Je te donne le bras d'Ulysse. Air I. Réveillez-vous, belle Endormie."")",1.43,Substitution
445,"('#clitie', ""Qu'à la triste Clitie elle sera funeste ! "")",,1.0,Insertion
446,"('#theaspe', ""Je crains dans ma douleur, de deviner le reste. Et quoique de ce coup mon coeur soit abattu,  Je n'ose pas encor soupçonner sa vertu. "")",,1.0,Insertion
447,"('#clitie', ""Ah ! Grand Roi, savez-vous l'affront que votre fille  Vient depuis un moment de faire à sa famille...  Et qu'éprise du Dieu qui fait briller le jour... "")",,1.0,Insertion
448,"('#le-roi', ""Oui, je n'ai que trop su son criminel amour."")",,1.0,Insertion
449,"('#clitie', ""Mes yeux m'ont enlevé tout ce que mon coeur aime :  Mais il faut que je cède à ma douleur extrême ;  Et quand on perd le bien qu'elle m'ôte aujourd'hui,  Après un tel malheur, on doit mourir d'ennui. "")",,1.0,Insertion
450,"('#le-roi', 'Écoutez.  Il lui parle bas.')",,1.0,Insertion
451,"('#theaspe', 'Que mon coeur souffre un cruel supplice ! ')",,1.0,Insertion
452,"('#mirsa', 'Mais, Seigneur. ')",,1.0,Insertion
453,"('#le-roi', ""Mais je veux enfin qu'on m'obéisse. "")","('#junon', 'Et moi, des biens et des honneurs.')",1.26,Substitution
454,"('#le-roi', ""Clitie est bien instruite, et sait trop leur amour,  Et je viens de savoir dans ces lieux d'alentour,  Qu'on y voit le Soleil souvent ici descendre :  Nous l'avons vu tantôt sans pouvoir le surprendre ;  Et pour n'être point vu, cet Amant a soudain  Fait naître des brouillards par un pouvoir divin.  Ayant de leur amour ces preuves convaincantes,  J'ai dû de ma vengeance en donner d'éclatantes ;  Et je viens d'ordonner que pour punition  D'une trop criminelle et folle passion,  Et dont mon coeur ressent une douleur pressante,  Qu'on enterre ma fille, et même encor vivante. "")","('#venus', ""Moi, la main d'une jeune actrice, Qui doit ruiner vingt seigneurs."")",0.89,Substitution
455,"('#theaspe', ""Qu'avez-vous fait, Seigneur ? Ah vous n'y songez pas :  Hé quoi, faire périr un objet plein d'appas !  Clitie en est la cause, et c'est la jalousie  Dont son âme inquiète est sans sujet saisie,  Qui la vient d'obliger, pour servir son ardeur...  Ah ! S'il est encor temps, donnez ordre, Seigneur,  Que l'on n'achève pas un si cruel supplice ;  À votre fille enfin rendez cette justice ;  Vos ordres ne sont pas peut-être exécutés,  Et je vais empêcher... Mais que vois-je ?  Le Ciel s'ouvre."")","('#paris', 'Oh, parbleu, attendez.  Je vais vous accorder toutes trois. Il tire son couteau.')",0.95,Substitution
456,"('#venus', ""Arrêtez.  La Princesse a perdu la vie,  Et j'ai pris soin de son trépas  Qui vient de remplir mon envie,  D'un seul moment ne se différât pas.  Ayant vu le coeur de son père  Sans tendresse pour elle, et plein de cruauté,  Je l'ai facilement porté  À donner l'arrêt trop sévère  Qui vient d'être exécuté.  Je ne la devais pas traiter en criminelle,  Mais elle l'était pour moi,  Son coeur étant trop fidèle  Au Dieu qui de ses yeux semblait prendre la loi.  Voilà le dernier coup que Vénus outragée  Gardait au Dieu du Jour :  Il a perdu l'objet de son amour,  Et je me vois enfin vengée.  Afin que l'on ne doute pas,  Que de quiconque l'offense,  Vénus sait tirer vengeance,  J'ai moi-même voulu publier ici-bas,  Que ce violent trépas  Est un effet de ma puissance.  Le Ciel se referme."")","('#junon', 'Que veux-tu faire ?')",1.85,Substitution
457,"('#theaspe', ""Et pour punir le Dieu qui dispense le jour,  Vous avez fait périr l'objet de mon amour.  Je devais dans l'excès de mon ardeur extrême...  Mais las ! Qu'aurais-je fait contre un pouvoir suprême ?  Elle devait m'aimer, cette illustre Beauté,  Et rejeter les voeux du Dieu de la clarté ;  Son amour ne pouvait surpasser ma tendresse. Ah ! Que ne m'aimiez-vous, malheureuse Princesse !  J'aurais toujours brûlé pour vos divins appas,  Et mon feu n'aurait point causé votre trépas. "")","('#paris', 'Partager la pomme entre vous !  Et pour mes trois pièces, vous me donnerez chacune un peu de votre marchandise.')",1.31,Substitution
458,"('#le-roi', ""Qu'entends-je. "")","('#venus', 'Je veux tout ou rien.')",1.67,Substitution
459,"('#theaspe', ""Mon amour ne doit point vous surprendre :  D'aimer une Princesse eût-on pu se défendre ?  Et puisqu'elle savait charmer les plus grands Dieux,  Sans en être ébloui, pouvais-je voir ses yeux ?  J'en ai connu trop tôt connu l'éclat et la puissance,  Mais ma fidèle ardeur était sans espérance.  Que les Dieux sont cruels, d'avoir de ses beaux jours  Avec tant de rigueur tranché l'aimable cours !  Mais vous avez plus fait encor que leur colère,  Et l'arrêt est sorti de la bouche d'un père. "")","('#paris', ""Au diable l'argent et les armes ; À vos promesses je me rends. Eh bien, elle est à vous, belle Vénus. Air 136. L'autre nuit j'aperçus en songe."")",0.44,Substitution
460,"('#le-roi', ""J'ai dû le prononcer avec sévérité,  Quand l'honneur m'en a fait une nécessité.  Loin de me condamner, n'accablez point un père  Qui n'a fait aujourd'hui que ce qu'il a dû faire.  Prince, si vous avez pour moi quelque amitié,  La rigueur de mon sort vous doit faire pitié :  Ne pouvant pas souffrir de honte à ma famille,  J'ai fait perdre le jour même à ma propre fille ;  Et lorsque l'on m'apprend qu'elle a fini son sort,  J'apprends son innocence, en apprenant sa mort :  Mais quand on m'en a vu donner l'arrêt sévère,  Je devais être juge alors, et non pas père ;  Et puisqu'elle a paru criminelle à mes yeux,  Si l'on m'a vu faillir, la faute en est aux Dieux ;  Et lorsqu'ils ont causé ce trépas qui me touche,  Ce n'est que leur arrêt qu'a prononcé ma bouche. "")",,1.0,Insertion
461,"('#theaspe', ""Clitie en est aussi la cause, et son rapport  Vous a fait avancer l'arrêt de cette mort. "")",,1.0,Insertion
462,"('#mirsa', ""Elle a causé la sienne, et voyant la colère  Que pour un tel rapport le Dieu de la Lumière  A témoigné contre elle, un grand saisissement  A fait finir ses jours presques en un moment,  Et n'a fait qu'avancer la perte d'une vie  Qu'une langueur mortelle aurait bientôt ravie,  Puisque depuis le temps qu'elle était en langueur,  Elle devait bientôt expirer de douleur. "")",,1.0,Insertion
463,"('#theaspe', ""Mais la Princesse enfin, qu'est-elle devenue ? "")",,1.0,Insertion
464,"('#mirsa', 'Elle est morte, Seigneur. ')",,1.0,Insertion
465,"('#theaspe', ""Hélas ! Ce mot me tue.  Ce que dans l'univers on voyait de plus beau,  Sera donc pour toujours dans la nuit du tombeau ?  Mais dois-je m'arrêter à d'impuissantes larmes,  Et plaindre seulement cet objet plein de charmes ?  Non, je le dois rejoindre en finissant mon sort,  Et je lui dois prouver mon amour par ma mort, "")","('#junon', 'Tu décides sur les présents, Au lieu de juger sur nos charmes ?')",1.28,Substitution
466,"('#le-roi', ""Vénus l'a fait périr, et c'est cette Immortelle  Qui m'a fait ordonner une mort si cruelle. "")","('#pallas', 'Est-ce là juger sainement ?')",1.86,Substitution
467,"('#theaspe', ""Quoi, celle dont les yeux inspiraient tant d'amour,  En victime de haine a donc perdu le jour ?  Et le Dieu qui l'aimait, a souffert que la vie  Ait à cette Princesse été sitôt ravie ?  Ah ! Devait-il l'aimer, et la laisser périr ?  Hé comment son amour a-t-il pu le souffrir ?  Ne se devait-il pas opposer à sa perte ?  Et cependant hélas ! Soleil, tu l'as soufferte.  Ah ! Si pour elle encor tu sens brûler ton coeur,  Fais quelque chose au nom de ta première ardeur ;  Fais-la revivre enfin, c'est pour toi qu'elle est morte ;  Donne-lui de tes feux une preuve aussi forte.  Quel éclat ! L'oeil à peine en soutient tous les traits ;  C'est le riche portail de son brillant palais,  J'y vois du Dieu Vulcain paraître les ouvrages.  Cet éclat qui s'augmente, écarte les nuages,  Et pour les éloigner, on envoie ici-bas,  Afin qu'à sa lumière ils ne s'opposent pas.  La porte du Soleil paraît. Le théâtre se change en un théâtre de nuage."")","('#paris', ""L'Opéra fait-il autrement ?"")",1.58,Substitution
468,"('#le-roi', 'Parais donc maintenant, grand Dieu de la Lumière,  Et fais-nous voir combien ma fille te fut chère. ')","('#pallas', ""Tu méprises la gloire ! Tu mourras dans l'histoire Comme un lâche soldat. Air 22 : Le fameux Diogène."")",1.35,Substitution
469,"('#theaspe', ""Puisque ta passion est cause de sa mort,  Si tu l'aimes encor, prends pitié de son sort ;  Perce de tes rayons la terre qui la couvre ;  Pour l'en faire sortir, fais enfin qu'elle s'ouvre ;  Fais-nous voir des effets d'un pouvoir tout divin ;  Et pour cette Beauté, fais quelque chose enfin. "")","('#junon', ""Va. Je me donne au Diable, Tu seras, Misérable, Toujours gueux comme un rat, Junon et Pallas s'en vont."")",0.91,Substitution
470,"('#le-roi', ""Su tu ne l'avais pas si tendrement aimée,  Vénus eut pour la perdre été moins animée,  Mais il m'écoute enfin ; oui, c'est lui que je vois,  Entouré des Saisons, des Heures, et des Mois.  Le Palais du Soleil s'ouvre."")",,1.0,Insertion
471,"('#le-soleil', ""Apprends que si ta fille, et la Nymphe Clitie,  Sont toutes deux mortes pour moi,  Que par une divine Loi  Leur nom vivra toujours, en dépit de l'envie ;  Et que pour faire voir mes feux reconnaissants,  Et chasser la douleur de ton âme affligée,  En l'arbre qui produit l'Encens  La Princesse sera changée,  Et qu'ainsi par un sort pour elle glorieux,  Ce qu'elle produira, montera jusqu'aux Cieux :  Et la Nymphe sera, par un pouvoir suprême,  Aussi changée en une Fleur,  Qui par son mouvement, comme par sa couleur,  Marquera que pour moi son ardeur fut extrême,  Et que de son amour prenant toujours la loi,  Elle eut les yeux toujours tournés vers moi. "")","('#paris', ""Je pourrais bien être un sot homme, D'avoir ainsi livré la pomme. Junon m'annonce un sort fatal : Vous l'avez entendu, Madame. Air 15 : Je ne suis né ni Roi, ni Prince."")",0.5,Substitution
472,"('#le-roi', ""Du souvenir d'un Dieu, ces marques honorables,  À la postérité les rendra mémorables.  Le Ciel s'ouvre."")",,1.0,Insertion
473,"('#l-amour', ""Hé bien, te riras-tu de l'Amour désormais ?  Et n'as-tu pas par ma vengeance  Vu des effets de ma puissance ? "")",,1.0,Insertion
474,"('#le-soleil', 'Quoi, venir me braver jusques dans mon palais ? ')","('#venus', ""Bon. Peux-tu craindre l'hôpital ? Je te donne une belle femme. Vénus emmène Pâris, et le fait entrer avec elle dans sa conque."")",1.3,Substitution
475,"('#l-amour', ""Je puis bien m'applaudir après une victoire. "")",,1.0,Insertion
476,"('#le-soleil', ""Elle n'est pas si grande, et j'ai pour mon honneur  Su métamorphoser celles de qui l'ardeur  Avait si bien touché mon coeur. "")",,1.0,Insertion
477,"('#l-amour', ""Mais en faisant tant pout ta gloire,  Tu n'as rien fait pour ton bonheur :  Étant vengé de toi, mon âme est satisfaite ;  Et si pour quelque objet tu pousses des soupirs,  Ta victoire sera parfaite ;  Et loin de troubler tes plaisirs,  L'Amour secondera désormais tes désirs.  Adieu, je vais partout publier ma victoire,  Afin que dans tout l'avenir  On garde le souvenir  De ma puissance, et de ma gloire.  L'Amour s'envole."")","('#paris', ""Et vogue la galère, Tant qu'elle, tant qu'elle, Et vogue la galère, Tant qu'elle pourra voguer. Refrain de l'Air 98 : Et vogue la galère."")",1.31,Substitution
478,"('#theaspe', ""Hélas ! Je n'en perdrai de longtemps la mémoire. "")",,1.0,Insertion
