,racine-thebaide,rotrou-antigone,Cost,Operation Type
239,"('#eteocle', 'Et ces mêmes combats, et cette même guerre, Ce sang qui tant de fois a fait rougir la terre, Tout cela dit assez que le trône est à moi. Et tant que je respire il ne peut être à toi. ')","('#antigone', ""Non, non, trop de frayeur s'empara de son sein ; Elle a le coeur trop bas pour un si haut dessein."")",0.91,Substitution
240,"('#polynice', ""Tu sais qu'injustement tu remplis cette place."")","('#ismene', ""Je vous l'ai conseillé ; j'en pressai l'entreprise."")",1.98,Substitution
241,"('#eteocle', ""L'injustice me plaît pourvu que je t'en chasse."")","('#antigone', ""Tout au contraire, Sire ; Elle m'en a reprise."")",1.18,Substitution
242,,"('#ismene', 'Oui, pour vous éprouver ; mais je suivais vos pas.')",1.0,Deletion
243,"('#polynice', ""Si tu n'en veux sortir, tu pourras en tomber."")","('#antigone', 'Elle était trop timide, elle ne sortit pas.')",0.89,Substitution
244,"('#eteocle', 'Si je tombe, avec moi tu pourras succomber.')",,1.0,Insertion
245,"('#jocaste', ""Ô Dieux ! que je me vois cruellement déçue !  N'avais-je tant pressé cette fatale vue, Que pour les désunir encor plus que jamais ? Ah ! mes fils, est-ce là comme on parle de paix ? Quittez au nom des Dieux, ces tragiques pensées, Ne renouvelez point vos discordes passées,  Vous n'êtes pas ici dans un champ inhumain. Est-ce moi qui vous met les armes à la main ? Considérez ces lieux où vous prîtes naissance. Leur aspect sur vos coeurs n'a-t-il point de puissance ? C'est ici que tous deux vous reçûtes le jour,  Tout ne vous parle ici que de paix et d'amour. Ces princes, votre soeur, tout condamne vos haines, Enfin moi qui pour vous pris toujours tant de peines, Qui pour vous réunir immolerais... Hélas ! Ils détournent la tête, et ne m'écoutent pas.  Tous deux pour s'attendrir ils ont l'âme trop dure, Ils ne connaissent plus la voix de la nature. Et vous que je croyais plus doux et plus soumis... À Polynice."")","('#ismene', ""Prisez-vous à tel point votre triste fortune, Que vous ayez regret qu'elle me soit commune ?"")",0.41,Substitution
246,,"('#antigone', ""J'ai seule aimé mon frère ; il n'appelle que moi."")",1.0,Deletion
247,,"('#ismene', ""J'eusse à votre défaut entrepris cet emploi."")",1.0,Deletion
248,"('#polynice', ""Je ne veux rien de lui que ce qu'il m'a promis. Il ne saurait régner sans se rendre parjure. "")","('#antigone', ""Je servirai de coeur et non pas de parole ; L'un produit des effets, les autres sont frivoles."")",1.3,Substitution
249,"('#jocaste', ""Une extrême justice est souvent une injure. Le trône vous est dû, je n'en saurais douter ; Mais vous le renversez en voulant y monter. Ne vous lassez-vous point de cette affreuse guerre ? Voulez-vous sans pitié désoler cette terre,  Détruire cet empire afin de le gagner ? Est-ce donc sur des morts que vous voulez régner ? Thèbes avec raison craint le règne d'un prince, Qui de fleuves de sang inonde sa province. Voudrait-elle obéir à votre injuste loi ?  Vous êtes son tyran avant qu'être son roi. Dieux ! si devenant grand souvent on devient pire, Si la vertu se perd quand on gagne l'empire, Lorsque vous régnerez que serez-vous hélas ! Si vous êtes cruel quand vous ne régnez pas ? "")","('#ismene', 'Ma soeur, au nom des dieux, ne me déniez pas La gloire de vous suivre en un si beau trépas.')",0.78,Substitution
250,"('#polynice', ""Ah ! si je suis cruel on me force de l'être, Et de mes actions je ne suis pas le maître : J'ai honte des horreurs où je me vois contraint, Et c'est injustement que le peuple me craint. Mais il faut en effet soulager ma patrie,  De ses gémissements mon âme est attendrie. Trop de sang innocent se verse tous les jours, Il faut de ses malheurs que j'arrête le cours. Et sans faire gémir ni Thèbes ni la Grèce, À l'auteur de mes maux il faut que je m'adresse :  Il suffit aujourd'hui de son sang ou du mien."")","('#antigone', ""Non, non, ne prenez part à rien qui m'appartienne : L'ouvrage fut tout mien, la mort toute mienne."")",1.25,Substitution
251,"('#jocaste', 'Du sang de votre frère ?')","('#ismene', 'Ne vous possédant plus quel bien me sera doux ?')",1.57,Substitution
252,,"('#antigone', 'Créon, votre seigneur, aura grand soin de vous.')",1.0,Deletion
253,,"('#ismene', 'Ah ! Ce reproche est juste : il est vrai, je fus lâche.')",1.0,Deletion
254,,"('#antigone', ""J'ai le regret de dire, et honte qu'on le sache."")",1.0,Deletion
255,,"('#ismene', 'Mais que vous a produit ce généreux effort ?')",1.0,Deletion
256,,"('#antigone', ""Tout ce que j'espérais : il m'a produit la mort."")",1.0,Deletion
257,"('#polynice', ""Oui Madame, du sien. Il faut finir ainsi cette guerre inhumaine. Oui, cruel, et c'est là le dessein qui m'amène. Moi-même à ce combat j'ai voulu t'appeler,  À tout autre qu'à toi je craignais d'en parler. Tout autre aurait voulu condamner ma pensée, Et personne en ces lieux ne te l'eût annoncée. Je te l'annonce donc. C'est à toi de prouver Si ce que tu ravis tu le sais conserver ;  Montre-toi digne enfin d'une si belle proie."")","('#ismene', ""J'vais bien su prévoir le malheur qui vous presse."")",1.06,Substitution
258,,"('#antigone', 'Eh bien, vivez heureuse avec votre sagesse.')",1.0,Deletion
259,,"('#creon', ""L'orgueil à toutes deux a troublé la raison, Et leur extravagance est sans comparaison."")",1.0,Deletion
260,"('#eteocle', ""J'accepte ton dessein et l'accepte avec joie. Créon sait là-dessus quel était mon désir. J'eusse accepté le trône avec moins de plaisir. Je te crois maintenant digne du diadème,  Et te le vais porter au bout de ce fer même."")","('#ismene', ""Vous-même à votre fils vous l'avez destinée : Voudriez-vous rompre, Sire, un si bel hyménée ?"")",0.78,Substitution
261,,"('#creon', 'Il peut pour un manqué, recouvré cent partis.')",1.0,Deletion
262,,"('#ismene', 'Non pas qui vaillent tant, ni si bien assortis.')",1.0,Deletion
263,"('#jocaste', ""Hâtez-vous donc, cruels, de me percer le sein, Et commencez par moi votre horrible dessein. Ne considérez point que je suis votre mère, Considérez en moi celle de votre frère.  Si de votre ennemi vous recherchez le sang, Recherchez-en la source en ce malheureux flanc. Je suis de tous les deux la commune ennemie, Puisque votre ennemi reçut de moi la vie ; Cet ennemi sans moi ne verrait pas le jour.  S'il meurt ne faut-il pas que je meure à mon tour ? N'en doutez point, sa mort me doit être commune, Il faut en donner deux, ou n'en donner pas une, Et sans être ni doux ni cruel à demi, Il faut me perdre ou bien sauver votre ennemi.  Si la vertu vous plaît, si l'honneur vous anime, Barbares, rougissez de commettre un tel crime ; Ou si le crime enfin vous plaît tant à chacun, Barbares rougissez de n'en commettre qu'un. Aussi bien ce n'est point que l'amour vous retienne,  Si vous sauvez ma vie en poursuivant la sienne. Vous vous garderiez bien, cruels, de m'épargner, Si je vous empêchais un moment de régner. Polynice, est-ce ainsi que l'on traite une mère ?"")","('#creon', ""Cherchant cette alliance, il cherchait bien sa perte ; Je le haïrais bien si je l'avais soufferte."")",0.49,Substitution
264,"('#polynice', ""J'épargne mon pays."")","('#antigone', ""Viens ici, cher Hémon, et par cet entretien Apprends le jugement que l'on y fait du tien."")",1.69,Substitution
265,,"('#ismene', 'Voudriez-vous ruiner une amitié si forte ?')",1.0,Deletion
266,"('#jocaste', 'Et vous tuez un frère. ')","('#creon', ""Forte ou non, s'il l'épouse il l'épousera morte."")",1.43,Substitution
267,"('#polynice', 'Je punis un méchant.')","('#ismene', ""Si le ciel n'est injuste, il vengera sa mort."")",1.12,Substitution
268,"('#jocaste', ""Et sa mort aujourd'hui, Vous rendra plus coupable et plus méchant que lui."")","('#creon', 'Profite de sa perte, et crains un même sort.')",1.37,Substitution
269,"('#polynice', ""Faut-il que de ma main je couronne ce traître, Et que de cour en cour j'aille chercher un maître ; Qu'errant et vagabond je quitte mes États,  Pour observer des lois qu'il ne respecte pas ? De ses propres forfaits serai-je la victime ? Le diadème est-il le partage du crime ? Quel droit ou quel devoir n'a-t-il point violé ? Et cependant il règne et je suis exilé. "")","('#ismene', ""Non, non, ne croyez pas que votre tyrannie Ni m'empêche la voix, ni demeure impunie ; Les dieux ne sont pas dieux si bientôt leur courroux Ne prend notre intérêt et n'éclate sur vous."")",0.69,Substitution
270,"('#jocaste', ""Mais si le roi d'Argos vous cède une couronne..."")",,1.0,Insertion
271,"('#polynice', ""Dois-je chercher ailleurs ce que le sang me donne ? En m'alliant chez lui n'aurai-je rien porté ? Et tiendrai-je mon rang de sa seule bonté ? D'un trône qui m'est dû faut-il que l'on me chasse,  Et d'un prince étranger que je brigue la place ? Non non, sans m'abaisser à lui faire la cour, Je veux devoir le sceptre à qui je dois le jour."")","('#creon', ""Allez, ôtez d'ici ces objets de ma haine ; Qu'en la tour du palais toutes deux on les mène : Veillez-les avec soin, que tout vous soit suspect ; Mais que l'on traite Argie avec plus de respect, Dedans une autre chambre, avec garde fidèle, Cependant qu'au conseil on ordonnera d'elle ; Car, ne relevant pas de mon autorité, Le crime qu'elle a fait est d'autre qualité. On emmène Antigone, Ismène et Argie."")",0.46,Substitution
272,"('#jocaste', ""Qu'on le tienne, mon fils, d'un beau-père ou d'un père, La main de tous les deux vous sera toujours chère. "")","('#ephise', ""Sire, à peser bien tout d'une égale balance, Ce procédé n'est pas sans quelque violence : L'honneur qu'on rend aux morts est une vieille loi ; Par naissance et par droit Polynice fut roi ; Antigone est sa soeur, elle est votre parente ; Vous en privez Hémon, Ismène est innocente ; L'autre est veuve d'un mort. Que votre jugement Sur toutes ces raisons passent un peu mûrement."")",1.41,Substitution
273,"('#polynice', ""Non non, la différence est trop grande pour moi, L'un me ferait esclave, et l'autre me fait roi. Quoi ma grandeur serait l'ouvrage d'une femme ? D'un éclat si honteux je rougirais dans l'âme. Le trône sans l'amour me serait donc fermé ?  Je ne régnerais pas si l'on ne m'eût aimé ? Je veux m'ouvrir le trône ou jamais n'y paraître Et quand j'y monterai j'y veux monter en maître ; Que le peuple à moi seul soit forcé d'obéir, Et qu'il me soit permis de m'en faire haïr.  Enfin de ma grandeur je veux être l'arbitre, N'être point roi, Madame, ou l'être à juste titre ; Que le sang me couronne, ou s'il ne suffit pas, Je veux à son secours n'appeler que mon bras."")","('#creon', ""De toutes ces raisons pour une déloyale, Pas une ne détruit la puissance royale ; Être trop indulgent laisse aussi trop oser. Des autres mon conseil m'en fera disposer. Ne dissimulez point la douleur qui vous presse ; Elle est juste en l'amant qui perd une maîtresse : Mais d'autre part, Hémon, elle est injuste aussi En un fils qui, bien né, de son père a souci, Et qui, sage, épousant son amour et sa haine, Se fait de ses désirs une loi souveraine. À Hémon qui entre."")",0.05,Substitution
274,"('#jocaste', ""Faites plus, tenez tout de votre grand courage,  Que votre bras tout seul fasse votre partage, Et dédaignant les pas des autres souverains, Soyez, mon fils, soyez l'ouvrage de vos mains. Par d'illustres exploits couronnez-vous vous-même, Qu'un superbe laurier soit votre diadème ;  Régnez et triomphez, et joignez à la fois La gloire des héros à la pourpre des rois. Quoi ! votre ambition serait-elle bornée À régner tour à tour l'espace d'une année ? Cherchez à ce grand coeur que rien ne peut dompter,  Quelque trône où vous seul ayez droit de monter : Mille sceptres nouveaux s'offrent à votre épée, Sans que d'un sang si cher nous la voyions trempée. Vos triomphes pour moi n'auront rien que de doux, Et votre frère même ira vaincre avec vous. "")","('#hemon', ""Ayant l'honneur que j'ai d'être sorti de vous, Votre intérêt, Monsieur, sur tout autre m'est doux. J'ai tous les sentiments que mon devoir m'ordonne ; Je tiens de votre sang et de votre couronne, Et, sans me départir de leur autorité, Ne puis rien épouser que votre volonté."")",0.0,Match
275,"('#polynice', 'Vous voulez que mon coeur flatté de ces chimères, Laisse un usurpateur au trône de mes pères ?')","('#creon', ""Aussi par la raison de la seule naissance, N'attendais-je pas moins de votre obéissance. Ils ont mêmes amis et mêmes ennemis : Mais le père, d'un fils à ses desseins contraires, S'est formé de soi-même un mortel adversaire ; Il s'entretient la guerre et nourrit un poison Doux à ses ennemis, funeste à sa maison. Il ne faut pas, Hémon, que l'amour d'une femme Jusqu'à ce point nous gagne et nous aveugle l'âme, Qu'alors que le mal presse on n'en puisse guérir, Et que nous nous perdions afin de l'acquérir. L'intérêt de mon fils trop justement me touche Pour souffrir qu'il reçoive un serpent en sa couche : Une mauvaise femme est un méchant ami Que veillant on doit craindre, et bien plus endormi ; Et quiconque à sa foi jour et nuit se hasarde Se met entre les mains d'une mauvaise garde. Cette seule rebelle, entre tous mes sujets, Censure mes édits, attaque mes projets, Et trace des chemins à toute la province Pour le mépris des lois et la honte d'un prince. Dans les dessins d'un roi, comme dans ceux des dieux, De fidèles sujets doivent fermer les yeux, Et, soumettant leur sens au pourvoir des couronnes, Quelles que soient les lois, croire qu'elles sont bonnes."")",0.93,Substitution
276,"('#jocaste', ""Si vous lui souhaitez en effet tant de mal, Élevez-le vous-même à ce trône fatal. Ce trône fut toujours un dangereux abîme,  La foudre l'environne aussi bien que le crime. Votre père et les rois qui vous ont devancés, Sitôt qu'ils y montaient s'en sont vu renversés."")","('#hemon', ""Les dieux ne mettent pas en tous entendements  Ni pareilles clartés, ni même sentiments. Je veux que cette offense attaque votre gloire ; Mais qui l'osa commette a pu ne la pas croire : En effet, qui croirait aller contre vos lois, Suivant celles des dieux qui sont maîtres des rois ? Moi, Monsieur, qui sans feinte et vous prise et vous aime Comme auteur de ma vie et source de moi-même, Qui vous souhaite un règne et glorieux et doux, Et, pour dire en un mot, qui soit digne de vous, Je cueille les vais partout où je me trouve, J'entends ce qu'on estime et ce qu'on désapprouve, Pour profiter pour vous et vous en faire part, À vous à qui moi seul ose parler sans fard. Jamais le vérité, cette fille timide, Pour entrer chez les rois ne trouve qui la guide : Au lieu que le mensonge a mille partisans, Et vous est présenté pas tous vos courtisans. Seul je vous dirai donc que le commun murmure Accuse votre arrêt d'offenser la nature ; Qu'aussi, l'on n'attend pas de votre passion L'injuste châtiment d'une bonne action. Antigone, dit-on prit une honnête audace Que le roi punira de la seule menace ; Ce qu'elle a fait est juste, et dans tous les esprits, Hors celui de Créon, son crime aura des prix ; C'est à peu près, Monsieur, ce que je viens d'entendre, Et ce que mon devoir m'oblige à vous apprendre. Déférez quelque chose au sentiment commun ; Le plus savant se trompe, et deux yeux font plus qu'un. Un changement d'avis, quand la raison en presse, N'est pas une action contraire à la sagesse : Ne voir que pas son sens est le propre des dieux, Comme il l'est des mortels de voir par beaucoup d'yeux."")",0.43,Substitution
277,"('#polynice', ""Quand je devrais au ciel rencontrer le tonnerre, J'y monterais plutôt que de ramper à terre.  Mon coeur jaloux du sort de ces grands malheureux, Veut s'élever, Madame, et tomber avec eux."")","('#ephise', ""La même vérité vous parle par sa bouche : Sire, de cette part souffrez qu'elle vous touche, D'autant plus qu'elle tend à votre commun bien, Et que votre intérêt s'y trouve avec le sien."")",1.17,Substitution
278,"('#eteocle', ""Je saurai t'épargner une chute si vaine."")","('#creon', ""Ô conseil, ô prière et ridicule et folle ! Que j'apprenne si vieux d'une si jeune école !"")",1.17,Substitution
279,,"('#hemon', ""Ne regardez pas l'âge, et pesez la raison."")",1.0,Deletion
280,,"('#creon', ""La raison n'est pas mûre en si verte saison. Appelles-tu raison de faire honneur au crime ?"")",1.0,Deletion
281,,"('#hemon', ""Non, s'il passe pour tel ailleurs qu'en votre estime."")",1.0,Deletion
282,"('#polynice', 'Ah ! ta chute, crois-moi, précédera la mienne.')","('#creon', ""Qui m'a désobéi mérite le trépas."")",1.12,Substitution
283,,"('#hemon', 'Le peuple toutefois ne le confesse pas.')",1.0,Deletion
284,,"('#creon', ""Lui-même est criminel s'il censure son prince."")",1.0,Deletion
285,,"('#hemon', 'Faites donc le procès à toute le province.')",1.0,Deletion
286,"('#jocaste', 'Mon fils, son règne plaît.')","('#creon', 'Elle et ses habitants sont esclaves des rois.')",1.17,Substitution
287,"('#polynice', ""Mais il m'est odieux. "")","('#hemon', 'Oui, si les rois aussi sont esclaves des lois.')",1.72,Substitution
288,"('#jocaste', 'Il a pour lui le peuple.')","('#creon', 'La folle passion qui possède ton âme  Te fait insolemment parler pour une femme, Et de son intérêt te rend aussi jaloux.')",1.34,Substitution
289,,"('#hemon', 'Vous seriez femme donc, car je parle de vous.')",1.0,Deletion
290,,"('#creon', 'Tu contestes, mutin, contre ton propre père ?')",1.0,Deletion
291,,"('#hemon', ""J'ai cru vous conseiller, et non pas vous déplaire."")",1.0,Deletion
292,,"('#creon', ""Ne m'est-il pas permis de conserver mon droit ?"")",1.0,Deletion
293,,"('#hemon', ""Non, s'il prive les dieux de l'honneur qu'on leur doit."")",1.0,Deletion
294,,"('#creon', 'Vil esclave de femme, esprit lâche et débile !')",1.0,Deletion
295,,"('#hemon', ""Je n'ai fait action ni lâche ni servile."")",1.0,Deletion
296,,"('#creon', 'Parler pour une fille est ton plus digne emploi.')",1.0,Deletion
297,"('#polynice', ""Et j'ai pour moi les Dieux."")","('#hemon', 'Je parle pour les dieux, et pour vous et pour moi.')",0.58,Substitution
298,,"('#creon', ""N'espère pas enfin l'épouser jamais vive."")",1.0,Deletion
299,,"('#hemon', ""Elle ne mourra pas qu'un autre ne la suive."")",1.0,Deletion
300,"('#eteocle', ""Les Dieux de ce haut rang te voulaient interdire, Puisqu'ils m'ont élevé le premier à l'empire. Ils ne savaient que trop lorsqu'ils firent ce choix, Qu'on veut régner toujours quand on règne une fois.  Jamais dessus le trône on ne vit plus d'un maître, Il n'en peut tenir deux, quelque grand qu'il puisse être ; L'un des deux tôt ou tard se verrait renversé, Et d'un autre soi-même on y serait pressé. Jugez donc par l'horreur que ce méchant me donne,  Si je puis avec lui partager la couronne."")","('#creon', ""M'oses-tu menacer ?"")",1.57,Substitution
301,,"('#hemon', ""Je n'avancerais rien. Envers qui ne veut ni ne peut faire bien."")",1.0,Deletion
302,"('#polynice', ""Et moi je ne veux plus, tant tu m'es odieux, Partager avec toi la lumière des cieux."")","('#creon', ""Ce fol à m'outrager encore persévère !"")",0.98,Substitution
303,,"('#hemon', ""Je vous dirais bien pis si vous n'étiez mon père."")",1.0,Deletion
304,,"('#creon', ""Va, coeur efféminé ; va lâche, sors d'ici !"")",1.0,Deletion
305,,"('#hemon', ""Vous voulez donc parler sans que l'on parle aussi ?"")",1.0,Deletion
306,"('#jocaste', ""Allez donc, j'y consens, allez perdre la vie, À ce cruel combat tous deux je vous convie.  Puisque tous mes efforts ne sauraient vous changer, Que tardez-vous ? Allez vous perdre et me venger. Surpassez s'il se peut les crimes de vos pères, Montrez en vous tuant comme vous êtes frères. Le plus grand des forfaits vous a donné le jour,  Il faut qu'un crime égal vous l'arrache à son tour. Je ne condamne plus la fureur qui vous presse, Je n'ai plus pour mon sang ni pitié ni tendresse : Votre exemple m'apprend à ne le plus chérir, Et moi je vais, cruels, vous apprendre à mourir. "")","('#creon', ""Oui, traître, je le veux, et bientôt pour salaire De ta présomption va t'apprendre à te taire Et ne chérir pas tant ce qui m'est odieux. Soldats, amenez-la, qu'on l'égorge à ses yeux."")",0.47,Substitution
307,"('#antigone', 'Madame... Ô ciel ! que vois-je ? Hélas ! rien ne les touche !')",,1.0,Insertion
308,"('#hemon', 'Rien ne peut ébranler leur constance farouche.')","('#hemon', ""Ce ne sera jamais au moins en ma présence Que l'on accomplira cette injuste sentence. Faites à vos flatteurs autoriser vos lois, Et voyez votre fils pour la dernière fois."")",1.18,Substitution
309,"('#antigone', 'Princes...')","('#ephise', 'Seigneur !')",0.45,Substitution
310,"('#eteocle', 'Pour ce combat choisissons quelque lieu.')",,1.0,Insertion
311,"('#polynice', 'Courons. Adieu, ma soeur.')",,1.0,Insertion
312,"('#eteocle', 'Adieu, Princesse, adieu.')",,1.0,Insertion
313,"('#antigone', ""Mes frères, arrêtez ! Gardes, qu'on les retienne,  Joignez, unissez tous vos douleurs à la mienne.  C'est leur être cruels que de les respecter."")","('#creon', ""Laissez, qu'il aille ; il saura, je le jure, Combien sensiblement me touche cette injure, Combien il est fatal d'irriter mon pouvoir, Et pour un fol amour oublier son devoir."")",1.0,Substitution
314,"('#hemon', ""Madame, il n'est plus rien qui les puisse arrêter."")",,1.0,Insertion
315,"('#antigone', ""Ah ! Généreux Hémon, c'est vous seul que j'implore : Si la vertu vous plaît, si vous m'aimez encore,  Et qu'on puisse arrêter leurs parricides mains, Hélas ! pour me sauver, sauvez ces inhumains."")","('#hemon', ""Qu'on l'égorge à mes yeux ! Ô vertu sans défense ! Justice sans soutien, supplice sans offense ! Ô présage fatal pour un règne naissant, De s'arroser de sang et de sang innocent ! Ô belles fleurs sans fruits, accords sans hyménée, J'avais bien malgré vous senti ma destinée. Et toi, mon coeur, et toi qui m'en as averti, Je te crus justement, tu ne m'as point menti. Qu'on l'égorge à mes yeux ! Ô barbare sentence Contre la vertu même et la même innocence ! Souffriez-vous, mes yeux, ce spectacle exposé ? Je vous arracherais si vous l'aviez osé : Règne pernicieux ! Joug, certes, détestable, Qui dès le premier jour presse tant qu'il accable ! Qu'attendra-t-on d'un roi de qui l'autorité Se déclare d'abord contre la piété, Rompt les lois d'hyménée et celles de nature, Ôte aux vivants l'espoir, aux morts la sépulture ? Antigone est pieuse et révère les dieux, Et c'est pourquoi l'on veut qu'on l'égorge à mes yeux ! Mais peut-être qu'Éphise aura par sa prière Obtenu quelque effet meilleur que je n'espère, Possible crains-je un mal qui n'arrivera pas. Le voilà qui, pensif, adresse ici ses pas. Eh bien, qu'as-tu gagné sur cette âme cruelle ? Je lis en ta tristesse une triste nouvelle. À Éphise."")",0.3,Substitution
316,"('#antigone', ""À quoi te résous-tu princesse infortunée ? Ta mère vient de mourir dans tes bras, Ne saurais-tu suivre ses pas, Et finir en mourant ta triste destinée ? À de nouveaux malheurs te veux-tu réserver ? Tes frères sont aux mains, rien ne les peut sauver De leurs cruelles armes. Leur exemple t'anime à te percer le flanc ;  Et toi seule verses des larmes, Tous les autres versent du sang. Quelle est de mes malheurs l'extrémité mortelle ? Où ma douleur doit-elle recourir ? Dois-je vivre ? dois-je mourir ?  Un amant me retient, une mère m'appelle. Dans la nuit du tombeau je la vois qui m'attend ; Ce que veut la raison, l'amour me le défend, Et m'en ôte l'envie. Que je vois de sujets d'abandonner le jour !  Mais hélas ! qu'on tient à la vie, Quand on tient si fort à l'amour. Oui tu retiens, amour, mon âme fugitive, Je reconnais la voix de mon vainqueur, L'espérance est morte en mon coeur,  Et cependant tu vis, et tu veux que je vive. Tu dis que mon amant me suivrait au tombeau, Que je dois de mes jours conserver le flambeau, Pour sauver ce que j'aime. Hémon, vois le pouvoir que l'amour a sur moi,  Je ne vivrais pas pour moi-même, Et je veux bien vivre pour toi. Si jamais tu doutas de ma flamme fidèle... Mais voici du combat la funeste nouvelle."")","('#ephise', ""D'autres, pour vous flatter d'une inutile espoir,  Vous diraient que le temps le pourrait émouvoir ; Mais moi, qui suis sensible à tout ce qui vous touche, Qui, mauvais courtisan, si le coeur sur la bouche, Je ne vous puis farder ce funeste rapport : C'est fait de la princesse ; il a signé sa mort."")",0.68,Substitution
317,"('#antigone', 'Hé bien, ma chère Olympe, as-tu vu ce forfait ? ')",,1.0,Insertion
318,"('#olympe', ""J'y suis courue en vain, c'en était déjà fait. De haut de nos remparts j'ai vu descendre en larmes Le peuple qui courait et qui criait aux armes ; Et pour vous dire enfin, d'où venait sa terreur, Le roi n'est plus, Madame, et son frère est vainqueur.  On parle aussi d'Hémon, l'on dit que son courage S'est efforcé longtemps de suspendre leur rage, Mais que tous ses efforts ont été superflus. C'est ce que j'ai compris de mille bruits confus."")","('#hemon', ""C'est fait de la princesse ! Ah ! Force, ma colère, Force ici tout respect et de fils et de père. Venez, rage, transports, si longtemps repoussés, Ce bourreau de son sang vous autorise assez : Venez, et de sa tête arrachez sa couronne, Chassons d'autour de lui l'éclat qui l'environne, Faisons tomber son trône et périr son État, Si lâche partisan d'un si lâche attentat. Pardonnez mes transports, respect, devoir, naissance ; Je sais que je m'emporte et que je vous offense : Mais vous voyez qu'on meurt pour trop suivre vos lois, Qu'on en acquiert la gloire et la mort à la fois : L'honneur qu'on porte aux siens devient illégitime ; Et trop de naturel passe aujourd'hui pour crime."")",0.0,Match
319,"('#antigone', ""Ah ! je n'en doute pas, Hémon est magnanime,  Son grand coeur eut toujours trop d'horreur pour le crime : Je l'avais conjuré d'empêcher ce forfait, Et s'il l'avait pu faire, Olympe, il l'aurait fait. Mais hélas ! leur fureur ne pouvait se contraindre, Dans des ruisseaux de sang elle voulait s'éteindre.  Princes dénaturés, vous voilà satisfaits, La mort seule entre vous pouvait mettre la paix. Le trône pour vous deux avait trop peu de place, Il fallait entre vous mettre un plus grand espace, Et que le ciel vous mît pour finir vos discords,  L'un parmi les vivants, l'autre parmi les morts. Infortunés tous deux, dignes qu'on vous déplore ! Moins malheureux pourtant que je ne suis encore, Puisque de tous les maux qui sont tombés sur vous, Vous n'en sentez aucun, et que je les sens tous."")","('#ephise', ""J'attendais bien de vous ce premier mouvement ; Je ne puis condamner votre ressentiment. Mais, Seigneur, la princesse, encor pleine de vie, N'a pas de ce cruel la fureur assouvie."")",0.26,Substitution
320,,"('#hemon', 'Quel est donc cet arrêt ?')",1.0,Deletion
321,"('#olympe', ""Mais pour vous ce malheur est un moindre supplice, Que si la mort vous eût enlevé Polynice. Ce prince était l'objet qui faisait tous vos soins, Les intérêts du roi vous touchaient beaucoup moins."")","('#ephise', ""Il commet à la fin, Invisible bourreau, cet office inhumain ; Et dessous Cythéron l'a fait enfermer vive, Attendant qu'une mort de tant de morts la prive."")",0.72,Substitution
322,"('#antigone', ""Il est vrai, je l'aimais d'une amitié sincère,  Je l'aimais beaucoup plus que je n'aimais son frère, Et ce qui lui donnait tant de part dans mes voeux, Il était vertueux, Olympe, et malheureux. Mais hélas ! ce n'est plus ce coeur si magnanime, Et c'est un criminel qu'a couronné son crime ;  Son frère plus que lui commence à me toucher, Devenant malheureux, il m'est devenu cher."")","('#hemon', ""Mais rien n'ébranle-t-il sa résolution ? N'as-tu rien oublié de ta commission ? L'as-tu fait souvenir que c'est de sa main même  Que je tiens cet objet de mon amour extrême, Que ce qu'il a fait naître il dut l'entretenir, Qu'il a lui-même joint ce qu'il veut désunir ? Sait-il que je m'avoue un peu trop téméraire, Et que je me veux mal d'avoir plus lui déplaire ; Que je n'ignore pas l'honneur que je lui dois, Mais que le désespoir lui parlait par ma voix ; Qu'il doit considérer le feu qui me dévore, Et qu'il me veut ravir un objet que j'adore ? Enfin, l'as-tu prié que, si mon devoir Ni mes soumissions ne peuvent l'émouvoir, Il m'accorde du moins cette dernière grâce, Que je meure pour elle et seul lui satisfasse ?"")",0.17,Substitution
323,"('#olympe', 'Créon vient.')",,1.0,Insertion
324,"('#antigone', ""Il est triste, et j'en connais la cause. Au courroux du vainqueur la mort du roi l'expose. C'est de tous nos malheurs l'auteur pernicieux. "")","('#ephise', ""J'ai peint votre respect, votre amour, votre ennui ; Mais le plus dur rocher est moins rocher que lui, Et je l'ai moins touché par ce que j'ai pu dire Qu'un chêne n'est ému du souffle du zéphyr."")",1.06,Substitution
325,"('#creon', ""Madame, qu'ai-je appris en entrant dans ces lieux ? Est-il vrai que la reine..."")","('#hemon', ""N'importe ; sonde encor ce courage inhumain, Dût ce dernier effort encor nous être vain : Pardonne au soin ingrat que mon amour te donne, Et tente jusqu'au bout pour sauver Antigone : Va, tâche de sauver un malheureux amant."")",1.47,Substitution
326,"('#antigone', 'Oui, Créon, elle est morte.')",,1.0,Insertion
327,"('#creon', 'Ô Dieux ! Puis-je savoir de quelle étrange sorte, Ses jours infortunés ont éteint leur flambeau ?')","('#ephise', 'Je vais vous obéir, mais inutilement. Il sort.')",1.09,Substitution
