,barante-arlequin-misanthrope,biancolelli-ecole-galante,Cost,Operation Type
90,"('#colombine', ""Ce n'est pas un médiocre avantage, de trouver en l'état où je suis quelqu'un qui prenne part à mes disgrâces."")","('#arlequin', ""Ici nous sommes seuls, rien ne nous importune. Se peut-il, qu'insensible à la Blonde, à la Brune, Dans cette inaction tu passes tes beaux ans ? Tu devrais, cher Léandre, employer mieux le temps. Un garçon sans maîtresse est un vaisseau sans rame, Une Ville sans porte, enfin un corps sans âme, Un canon sans affût, c'est un fleuve sans eau, Palais sans fondement, et lame sans fourreau, Tu n'aimes rien, dis-tu, fi donc c'est vivre en bête, Tu peux facilement faire quelque conquête : La beauté la plus fière en l'écoutant parler, D'elle-même aussi-tôt viendra capituler. Tout aime dans le monde, et c'est pure folie, De narguer les appas d'une femme jolie, Les plus braves héros sensibles à leur tour, Ont sans peine accordé Bellone avec l'amour. Ce Dieu dans tous les coeurs s'insinue, et se glisse, Titus malgré son deuil aima sa Bérénice. Hercule d'un beau feu fut contraint de brûler Et pour la Reine Omphale il voulut bien filer. À des désirs ardents peut-on mettre des bornes ? Pour Europe Jupin voulut prendre des cornes. Il n'est point d'animal qui n'aime tendrement : Le singe la guenon, le cheval la jument, Le coq aime la poule, et l'âne son ânesse, Le gros taureau soupire, et mugit de tendresse, La chaste tourterelle aime son tourtereau, Et la belle perdrix brûle pour son perdreau. Le lion plein de feu rugit pour sa lionne, Et le goujon frétille auprès de sa goujonne, La Chatte en miaulant appelle le matou, Et la sombre chouette est folle du hibou. Toujours le bécasseau vole après la bécasse, Pour l'aimable crapaud la grenouille coasse, Dans l'Empire des flots les Poissons amoureux Malgré l'humidité brûlent des plus beaux feux. Un carpeau suit de près une carpe fidèle ; Et le maquereau vert pourchasse sa femelle, Tant d'exemples tracés ne suffiront-ils pas Pour te déterminer à marcher sur leurs pas ?"")",1.22,Substitution
91,"('#octave', ""Ô Ciel !  Dans quel étrange situation me trouve-je ?  Je fuis Colombine, et mon coeur court après elle ; depuis six jours que je l'ai quittée, j'ai souffert tout ce que...  Mais ne vois-je pas Scaramouche que j'avais laissé à Paris pour m'en apporter des nouvelles ?"")","('#leandre', ""Pour me persuader à fuir l'indifférence, Vous employez en vain toute vôtre éloquence : J'ignore le secret de triompher d'un coeur, Daignez donc m'éclaircir, Monsieur mon précepteur : Lorsque vous m'aurez dit comment je dois m'y prendre, Peut être malgré moi chercherai-je à me rendre, Si vous m'instruisez bien je saurai galamment Pratiquer vos leçons prés d'un objet charmant."")",1.19,Substitution
92,"('#scaramouche', ""Gare, Monsieur, gare, prenez garde, hem, n'est-elle pas là ?"")",,1.0,Insertion
93,"('#octave', 'Qui ?')",,1.0,Insertion
94,"('#scaramouche', 'Colombine.')",,1.0,Insertion
95,"('#octave', 'Colombine ?')",,1.0,Insertion
96,"('#scaramouche', 'Oui Colombine, elle doit être ici.')",,1.0,Insertion
97,"('#octave', ""Mais comment veux-tu qu'elle soit ici, puisque je l'ai laissée à Paris ?"")",,1.0,Insertion
98,"('#scaramouche', 'Diable, une fille de Paris un peu jolie, fait bien du chemin en peu de temps.')","('#arlequin', ""Pour soumettre à tes lois une beauté charmante. Suis avec un grand soin ma maxime savante. Sitôt que tu verras une belle au balcon, Campe-toi tout d'abord... là... de cette façon. Fais-lui la révérence, et d'un oeil plein de flamme Pour la mieux amorcer regarde cette Dame. Qu'un soupir amoureux s'échappe de ton coeur, Mord ton gant, affectant une douce langueur, Exprime en mots pompeux ta nouvelle tendresse, Et la belle aussi-tôt, fût-elle une Lucrèce, Lors qu'en termes choisis tu conteras tes feux Ne refusera point de répondre à tes Voeux. Dis-lui qu'en la voyant, trop sensible à ses charmes, Tu n'as pu t'empêcher de leur rendre les armes. Que jusques au tombeau tu veux être constant, Et qu'enfin tu serais parfaitement content Si d'un objet si beau tu faisais la conquête. Après un grand discours demande un tête à tête, Tu verras que sans peine elle t'accordera Tête à tête, baisers, peut être.... Et cetera. Arlequin fait tout ce qu'il dit ci-dessus, d'une manière toute comique."")",1.15,Substitution
99,"('#octave', ""Je n'entends rien à ton peste de galimatias."")","('#leandre', ""Je vois qu'il faut céder, et qu'à vôtre éloquence On ne peut opposer qu'une vaine défense ; Je vais tout de ce pas en fidèle écolier Suivre vôtre leçon, et la bien essayer. Il s'en va."")",1.25,Substitution
100,"('#scaramouche', 'Cela veut dire, Monsieur, que le lendemain de votre départ de Paris, Colombine monta à cheval pour vous suivre.')","('#arlequin', 'Moi, je vais sur le champ avertir le Notaire De se rendre chez moi pour finir mon affaire. ')",1.65,Substitution
101,"('#octave', 'Hé bien, Scaramouche.')",,1.0,Insertion
102,"('#scaramouche', ""Hé bien, il y a cinq jours qu'elle vous suit, elle vous doit avoir joint."")",,1.0,Insertion
103,"('#octave', ""Mais ne sachant pas où je suis, comment veux-tu qu'elle me trouve ?"")",,1.0,Insertion
104,"('#scaramouche', ""Oh Diable, Monsieur, une fille amoureuse a bon nez, et un Amant aimé est un gibier dont il n'est pas malaisé de suivre la piste.  Je vous dis encore un coup, que si Colombine n'est pas ici, elle y sera bientôt."")","('#octave', ""C'est vivre trop longtemps loin de l'objet aimé ; Rien ne doit arrêter un coeur bien enflammé. Lorsque je ne vois point la charmante Spinette Mes sens sont agitez, mon âme est inquiète Cette jeune beauté fixe tous mes désirs, Loin d'elle je ne puis goûter de vrais plaisirs, J'aime son air naïf, sa manière innocente, Et sa simplicité me ravit, et m'enchante : Que dis-tu de mon choix ?"")",0.6,Substitution
105,"('#octave', 'Mais dis-moi, Scaramouche, lorsque Colombine apprit mon départ, que fit-elle ?  Que dit-elle de mon absence ?')",,1.0,Insertion
106,"('#scaramouche', ""Ah, Monsieur, c'est une chose déplorable.  La pauvre fille !  Je ne saurais m'empêcher de pleurer, car je suis sensible aussi."")","('#scaramouche', ""À parler franchement, C'est un vilain métier que celui d'un Amant : Vous passez sans dormir les nuits les plus tranquilles, Vous êtes comme un Chat qui rode sur les tuiles, Pour moi je ne sais pas quel plaisir vous trouvez ! Vos draps depuis deux mois n'ont pas été lavez Est ce pour épargner les frais du blanchissage Que vous dormez si peu ? quel Diable de ménage ! Aussi vous devenez maigre comme un anchois, Et vous avez morbleu le plus fichu minois ! J'enrage ; car il faut aussi par complaisance, Que je veille avec vous sans me farcir la panse. Moi qui toute ma vie ai bien mangé, bien bu, Ma foi, je n'ai jamais été si mal repu. Aussi, je m'aperçois que ma graisse est fondue, Je deviens tous les jours plus sec qu'une morue, À peine suis-je à table, aussitôt vous criez Scaramouche... d'abord il faut lever les pieds. Tu mangeras tantôt, va porter cette lettre À Spinette, à présent elle est à sa fenêtre, Et tu la lui rendras sans qu'on puisse te voir ; Cet ordre rigoureux me met au désespoir La nuit lorsque je crois reposer à mon aise, Scaramouche ! Viens-t'en me mettre sur la chaise, Pendant toute la nuit voilà quel est le train, Cela dure souvent jusques au lendemain ; Je crois que vous rendez votre amour par derrière Et vous m'empoisonnez avec vôtre matière."")",1.4,Substitution
107,"('#octave', 'Hélas !')",,1.0,Insertion
108,"('#scaramouche', ""C'était la plus drôle de chose ; quand j'y songe, je ne puis m'empêcher de rire."")","('#octave', 'Veux-tu bien terminer de si fades discours Sans rime, et sans raison tu plaisantes toujours.')",1.22,Substitution
109,"('#octave', 'Et de quoi ris-tu, coquin ?')","('#scaramouche', ""Le vilain loup-garou qui n'aime pas la joie !"")",1.69,Substitution
110,"('#scaramouche', ""De la mine qu'elle fit quand vous fûtes parti."")",,1.0,Insertion
111,"('#octave', 'Maraud !')",,1.0,Insertion
112,"('#scaramouche', ""J'entrai dans sa chambre, et je la trouvai sur son lit, toute en pleurs, qui s'arrachait les cheveux.  C'est donc ainsi ; disait-elle qu'il m'abandonne, qu'il me... Ah, ah, cela fait crever le coeur. Il pleure."")",,1.0,Insertion
113,"('#octave', 'Pouvais-je faire autrement ?')",,1.0,Insertion
114,"('#scaramouche', ""Hé bien Scaramouche, ajouta-t-elle, tu vois comme on traite un Prince que j'aime à l'adoration."")","('#octave', 'Cours appeler Spinette il faut que je la voie.')",1.45,Substitution
115,"('#octave', 'Elle ne sait donc pas qui je suis, et elle me croit toujours un Prince Allemand.')",,1.0,Insertion
116,"('#scaramouche', ""Vraiment, elle se donnerait à tous les diables, que vous êtes le plus grand Prince de toute la princerie ; on n'aurait qu'y lui dire que vous êtes un Comédien, ma foi !"")","('#scaramouche', ""Oui, mais si le docteur était dans la maison Il me régalerait de cent coups de bâton : Le drôle quand il bat n'y va pas de main morte, Je le sais."")",0.62,Substitution
117,"('#octave', ""Tant pis Scaramouche, tant pis.  Quand Colombine saura que je ne suis qu'un Comédien, quelle chute ?  Elle en mourra de douleur."")",,1.0,Insertion
118,"('#scaramouche', ""S'il fallait trépaner toutes les femmes qui font de ces chutes-là, les chirurgiens gagneraient trop d'argent."")",,1.0,Insertion
119,"('#octave', 'Continue ton récit.')","('#octave', 'Ne crains rien, va frapper à sa porte.')",1.44,Substitution
120,"('#scaramouche', ""Traître, infâme, scélérat...  C'est elle qui parle."")",,1.0,Insertion
121,"('#octave', 'Supprime ces épithètes.')",,1.0,Insertion
122,"('#scaramouche', ""Je suis Historien exact.  Je mourrai.  Oui, dit-elle, je mourrai de douleur. Ah, ah, cela m'arrache les larmes. Il pleure."")","('#scaramouche', ""Allons je le veux bien, et si je suis battu Je vous rendrai ma foi ce que j'aurai reçu."")",0.94,Substitution
123,"('#octave', 'Hélas !')","('#octave', 'Finiras-tu maraud ?')",1.73,Substitution
124,"('#scaramouche', 'Et sur le champ elle se lève du lit.  Oh pour celui-là il est trop plaisant, Prend les porcelaines de sa cheminée, les jette à terre, prend, rompt les tableaux, crac ; renverse les meubles, ouvre la fenêtre, et se jette... Il rit.')","('#scaramouche', ""Qu'il a l'humeur farouche ! Hola ! Quelqu'un, c'est moi ? Il frappe."")",1.59,Substitution
125,"('#octave', 'Où, Scaramouche ?')","('#spinette', 'Que veux-tu Scaramouche ?')",0.0,Match
126,,"('#scaramouche', 'Madame en vérité... pour moi je ne veux rien,')",1.0,Deletion
127,"('#scaramouche', 'Dans un fauteuil.')",,1.0,Insertion
128,"('#octave', 'Enfin.')","('#spinette', 'Adieu donc.')",0.0,Match
129,,"('#scaramouche', 'Serviteur, parlez, Monsieur.')",1.0,Deletion
130,"('#scaramouche', ""Je n'en vis pas davantage, et je m'en allai."")","('#octave', ""Hé bien ! Qu'as-tu donc fait ?"")",1.62,Substitution
131,"('#octave', 'Et pourquoi, Coquin.')",,1.0,Insertion
132,"('#scaramouche', ""Diable, Monsieur, une fille amoureuse qui a perdu son Amant se prend où elle peut !  Que sait-on ?  Je ne suis pas dégoûtant, et si elle n'était pas dégoûtée, sur ma parole."")","('#scaramouche', ""J'ai vu la charmante Spinette, Qu'elle a l'air engageant ! morbleu qu'elle est bien faite ! Elle m'a demandé pourquoi je l'appelais, Elle a voulu savoir ce que je lui voulais, Et moi j'ai répondu, je ne veux rien Spinette, Aussi-tôt elle a pris la poudre d'escampette. Voilà ce que j'ai fait."")",0.62,Substitution
133,"('#octave', ""Taisez-vous, Monsieur le mauvais plaisant.  Mais comment sais-tu donc qu'elle est partie ?"")","('#octave', ""Ah L le joli garçon Et qu'il s'acquitte bien d'une commission. Hola ! Il va frapper à la porte."")",1.46,Substitution
134,"('#scaramouche', ""C'est que le lendemain, je la vis sortir à cheval par la porte Saint-Honoré, et je conjecture de là qu'elle vous suit."")","('#spinette', ""Que veux-tu donc, ah ! c'est vous !"")",1.3,Substitution
135,"('#octave', 'Me voilà plus inquiet et plus embarrassé que jamais.')",,1.0,Insertion
136,"('#scaramouche', ""Pour moi, il y a environ deux heures que je me suis mis au service d'un nommé Arlequin."")",,1.0,Insertion
137,"('#octave', ""Ce Philosophe qui s'est retiré ici ?"")",,1.0,Insertion
138,"('#scaramouche', ""Justement, j'ai mes raisons pour cela."")","('#octave', 'Oui, ma belle, Vous me voyez ici...')",1.32,Substitution
139,,"('#scaramouche', ""Bonjour Mademoiselle, Mon maître n'a pas tort, elle a bien des appas, Le pauvre Scaramouche en ferait ses choux gras."")",1.0,Deletion
140,"('#octave', 'Et quelles raisons encore ?')","('#octave', ""Hé bien puis- je former une douce espérance ? Vôtre coeur ressent-il les tourments de l'absence ? Et quand vous me voyez, goûte-t-il les plaisirs Où doivent se borner ses uniques désirs ?"")",0.97,Substitution
141,"('#scaramouche', ""De bonnes raisons pour vos intérêts et pour les miens.  Mais retirez-vous, j'ai peur qu'on ne nous surprenne."")","('#spinette', ""Douteriez-vous encor de mon ardeur parfaite ? Quoi, vous ne croyez pas d'être aimé de Spinette ? Que je suis malheureuse ; après ce que j'ai fait, Vous êtes trop jaloux."")",0.8,Substitution
142,"('#arlequin', ""Hé bien, Monsieur Disanvray, qu'y a-t-il de nouveau à Paris ?"")",,1.0,Insertion
143,"('#monsieur-disanvray', 'Quoi !  Vous ennuyez-vous déjà dans votre retraite ?  À quel changement vous attendez-vous depuis un mois que vous êtes hors de Paris ?')",,1.0,Insertion
144,"('#arlequin', ""Un mois, Monsieur Disanvray ?  Vous n'y pensez pas.  Faut-il un mois pour changer du blanc au noir une Ville qui est le mouvement perpétuel.  Allez, allez, ma curiosité serait bien satisfaite si je pouvais savoir combien il s'y fait de changements en vingt-quatre heures."")",,1.0,Insertion
145,"('#monsieur-disanvray', ""Qu'est-ce à dire ?"")",,1.0,Insertion
146,"('#arlequin', ""Hé faut-il plus d'une nuit pour faire d'une fille une femme, un Gentilhomme d'un roturier, et d'un roturier et d'un faquin, un homme d'importance ?"")",,1.0,Insertion
147,"('#monsieur-disanvray', ""Vous avez raison ; mais il serait diantrement difficile de tenir un registre exact de ces changements, tant ils sont fréquents.  Mais sans entrer dans un si grand détail, paris est à peu près de même que vous l'avez laissé ; les hommes y sont fourbes, avides, âpres à l'argent, peu sensibles aux lois de l'honneur, et sacrifiant tout à leur intérêt.  Les femmes sont prudes au dehors, et galantes au-dedans ; les vieilles se fardent, les jeunes minaudent.  Il y a moins de jaloux que de Cocus."")","('#octave', ""Je le suis en effet : Si je ne vous aimais avec délicatesse, Je ne craindrais pas tant, ma charmante Maîtresse, Ah ! Loin que mes soupçons vous soient injurieux, Ils doivent leur naissance à l'excès de mes feux."")",0.7,Substitution
148,"('#arlequin', 'Et les Coquettes comment se gouvernent-elles ?')",,1.0,Insertion
149,"('#monsieur-disanvray', ""Les Coquettes ?  Il n'y en a plus."")",,1.0,Insertion
150,"('#arlequin', 'Oh, oh, point de Coquettes à Paris ?')",,1.0,Insertion
151,"('#monsieur-disanvray', ""Non.  Une coquette n'est-ce pas une femme qui a plusieurs amants ?"")",,1.0,Insertion
152,"('#arlequin', 'Oui.')",,1.0,Insertion
153,"('#monsieur-disanvray', ""Et bien, il n'y a donc plus de Coquettes.  Car loin qu'une seule femme ait plusieurs Amants, bien heureuse celle qui en a un à elle seule.  Il y a tel homme sur qui dix ou douze femmes mettent l'enchère tout à la fois."")",,1.0,Insertion
154,"('#arlequin', ""C'est comme de mon temps.  Car j'ai connu autrefois une fort jolie personne intéressée pour un septième sur un Capitaine de Dragons, qu'elle ne voyait pas six fois dans tout un quartier d'Hiver."")",,1.0,Insertion
155,"('#monsieur-disanvray', ""C'est une chose déplorable que de voir la disette d'hommes qui règne à Paris, et la cherté dont ils sont.  Aussi une femme de bon sens, disait-elle ces jours passés, que dans une année abondante, la nature devrait produire pour le soulagement du pauvre sexe féminin, une certaine quantité d'hommes, comme elle produit du vin et du blé."")","('#spinette', ""Par où donc, cher Octave, ai-je pu vous déplaire ? Pour vous tant allarmeR que me voyez-vous faire ? Du matin jusqu'au soir je suis dans la Maison ; Quand vous me soupçonnez vous n'avez pas raison ; A de pareils discours je ne puis rien comprendre. Elle pleure."")",0.83,Substitution
156,"('#arlequin', ""Bon !  Et quand cette année il serait né autant d'hommes qu'il s'est cueilli de grains de blé, de quelle utilité pourraient-ils être aux Coquettes.  Elles seraient passées avant qu'ils fussent mûrs.  Mais, Monsieur Disanvray, comment vivent les beaux Esprits à Pris ?  Font-ils toujours corps de Communauté, et n'ont-ils qu'un même Syndic avec les Fripiers ?"")",,1.0,Insertion
