,biancollelli-arlequin-gentilhomme,regnard-coquette,Cost,Operation Type
79,"('#octave', 'Entrons.  Dans le temps que Colombine veut entrer avec Octave, Mezzetin la prend par le bras.')","('#trafiquet', ""Mais, monsieur, encore une fois, je n'ai que faire de vos révérences : répondez à ce que je vous demande. Octave et Mezzetin sortent, après avoir fait encore une révérence. "")",1.3,Substitution
80,"('#mezzetin', ""La belle hôtesse attendez un moment,  Et daignez soulager mon amoureux tourment,  À peine ai-je entrevu votre belle figure,  Que vos yeux dans mon coeur ont fait une blessure,  Si grande qu'un carrosse avec quatre coursiers,  Pourraient s'y promener et passer quoiqu'entiers,  Vous voyez que j'exprime assez bien ma tendresse,  Et comme maintenant vous êtes mon hôtesse,  Traitez-moi largement car j'ai grand appétit,  C'est pourquoi... "")","('#trafiquet', ""Vous ferez bien, messieurs de la révérence, de ne regarder ma porte qu'avec une lunette ; je vous saluerais d'une manière...  Quelle plaisante conversation !  Toujours des révérences ! "")",0.86,Substitution
81,"('#colombine', 'Vous aurez bonne table et bon lit,  Il ne manque de rien chez moi je vous proteste. ')",,1.0,Insertion
82,"('#mezzetin', 'Avec le lit, la table il me faudrait autre chose. ')",,1.0,Insertion
83,"('#colombine', 'Que voulez-vous de plus, je ne vous comprends pas. ')",,1.0,Insertion
84,"('#mezzetin', ""Je fais, voyez-vous bien, plus que mes deux repas,  Je suis encore à jeun, et ma faim est extrême,  On ne peut l'assouvir qu'en me mettant à même.  Après un bon repas  Au gré de mon envie  Servez-moi, je vous prie,  De ces mets délicats  Ne m'entendez-vous pas.  . . . . . . . .  Il chante. Dans ce temps-là Pierrot arrive, et les écoute."")","('#pierrot', ""Va, va, tu n'as qu'à y revenir ; je te ferai danser un branle de sortie sans violons."")",1.31,Substitution
85,"('#colombine', ""Vous êtes trop goulu, comment vous contenter,  Je vous répondrai bien s'il ne tient qu'à chanter.  Elle chante sur le même air.  Ces mets si délicats  Sont-ils votre usage ?  Un si grand avantage  À tous ne convient pas  Car je veux des ducats. "")",,1.0,Insertion
86,"('#pierrot', ""Les mets que vous voulez  Me servent de pâture  Je ne mange autre chose,  Et quoique j'en sois saoul  Vous n'en tâterez pas.  Savez-vous mon ami que c'est là notre femme,  Et que Monsieur Pierrot est d'une humeur jalouse,  . . . . . . . . . . . . . . Si vous voulez loger dans notre cabaret.  Entrez-y vous aurez du vin blanc ou clairet,  Tel que vous le voudrez, mais laissez là ma femme.  À Mezzetin il dit."")","('#trafiquet', ""Et vous, mademoiselle l'impertinente, ne vous ai-je pas défendu de le voir ?  Savez-vous que quand je commande, je veux être obéi ?  Colombine et Isabelle font une révérence. "")",0.97,Substitution
87,,"('#pierrot', 'Elles ont appris à danser du même maître. ')",1.0,Deletion
88,"('#colombine', 'Mon fils point de courroux. ')",,1.0,Insertion
89,"('#pierrot', ""Voyez la bonne lame  Tu voudrais sans savoir ni comment ni pourquoi,  Servir à ce Monsieur le même plat qu'à moi,  Il serait bientôt las d'un semblable ordinaire. "")","('#trafiquet', ""Ne t'ai-je pas dit que je ne voulais pas que tu songeasses davantage à cet homme-là pour être ton époux ? Colombine et Isabelle font encore une révérence."")",1.2,Substitution
90,"('#mezzetin', 'Un air libre et badin pourrait-il vous déplaire ?  Ah ! De grâce excusez. ')","('#pierrot', ""Fi !  Ce n'est pas là votre fait. "")",1.0,Substitution
91,"('#pierrot', ""Allez, boutez dessus,  Je veux tout oublier mais n'y revenez plus. "")","('#trafiquet', ""Écoutez, ne m'échauffez pas les oreilles ; il y a des maisons à Paris où l'on réduit les filles désobéissantes.  Merci de ma vie !  Colombine et Isabelle sortent en faisant une grande révérence. "")",1.78,Substitution
92,,"('#pierrot', 'Ma foi, monsieur, il faut dire la vérité ; voilà des filles bien civiles. ')",1.0,Deletion
93,"('#mezzetin', 'Pierrot es-tu fâché contre ta Colombine ?  Mon petit cupidon fais-moi meilleure mine. ')","('#trafiquet', ""Mais que veulent donc dire toutes ces cérémonies-là ?  Voilà une nouvelle manière de répondre.  Allons, allons, il faut faire cesser tout ce manége-là.  J'attends aujourd'hui un gendre qui me vient du Bas-Maine ; je veux envoyer savoir s'il est venu.  Pierrot !  Ah, monsieur le maraud !  Je crois que vous voulez rire aussi.  Si je prends un bâton...  Quoi !  Tu t'en mêles aussi ?  Pierrot fait une révérence en fille.  Pierrot fait une autre révérence. "")",1.4,Substitution
94,,"('#pierrot', ""Mais, monsieur, est-ce que vous voulez m'empêcher d'être civil ?  Qu'est-ce que vous me voulez ? "")",1.0,Deletion
95,"('#pierrot', 'Je suis pris par mon faible, allons mets-là ta main,  Il le faut avouer je suis un bon humain. ')","('#trafiquet', 'Je veux que tu passes chez monsieur Fesse-Mathieu, pour le prier de venir ici ; et que tu ailles de là dans la rue de la Huchette, savoir si le messager du Mans est arrivé. ')",1.01,Substitution
96,,"('#pierrot', 'Bon, bon, bon, monsieur.  Vous attendez donc quelque panier de volaille ? ')",1.0,Deletion
97,"('#colombine', ""Adieu mon cher Pierrot, je suis votre servante.  Elle s'en va."")","('#trafiquet', ""J'attends le bailli de Laval, qui vient pour être mon gendre. "")",1.82,Substitution
98,"('#mezzetin', ""L'époux est un magot et la femme est charmante. "")","('#pierrot', 'Quoi !  Tout de bon ?  Un homme du Maine pour être le mari de votre fille ? ')",1.07,Substitution
99,,"('#trafiquet', 'Assurément. ')",1.0,Deletion
100,"('#pierrot', 'Voyez-vous devant moi comme elle file doux,  Dame je me fais craindre, allons entrez chez nous ? ')","('#pierrot', ""Fi !  Monsieur, n'en faites rien ; il ne vient que des chapons de ce pays-là. Scènes italiennes. "")",1.35,Substitution
101,,"('#colombine', ""Une bougie ?  Est-ce que tu n'entends pas que je demande une bougie pour cacheter une lettre ?"")",1.0,Deletion
102,"('#arlequin', ""C'en est fait, j'ai vaincu rien n'égale ma joie,  Je suis avec honneur chargé de cette proie,  Et malgré tous les soins des zélés marmitons,  Je triomphe aujourd'hui d'un plat de macarons  Dans ce lieu retiré j'aurai du moins la gloire,  De jouir en repos du fruit de ma victoire,  Aucun écornifleur ne viendra m'y troubler,  Et de ces macarons je pourrai me saouler.  Ils sont délicieux, ce beurre et ce fromage  Les rendent savoureux on ne peut davantage.  Mais qui peut interrompre ici mon appétit,  Quelqu'un vient, ô malheur, cachons-nous sous le lit.  Il se met à terre et commence à manger les macarons d'une manière toute comique. Il les mange avec précipitation et fait des lazzis tous plaisants. Il prend son plat et va se mettre sous le lit, où il mange toujours."")","('#pierrot', ""Pardonnez-moi... mais... c'est que... en vérité... mademoiselle ; je m'en vais... "")",1.43,Substitution
103,"('#isabelle', ""Avec empressement j'attends mon cher Léandre,  En ce lieu chaque jour il a soin de se rendre,  L'amour qui nous permet des entretiens si doux  Nous marque également l'heure du rendez-vous  Et son exactitude à voir l'objet qu'il aime,  M'assure des transports de son ardeur extrême,  Mais je crois de l'entendre. "")","('#colombine', ""Pour moi, je ne sais plus quelle maladie a attaqué le cerveau de cet animal-là : il ne voit plus, il n'entend plus ; il a assurément quelque chose de brouillé dans son timbre. Tu veux donc que je cachette une lettre avec un manchon ?  Je te demande une bougie, m'entends-tu ? Je crois qu'il me fera perdre l'esprit.  Oh, oh !  Voilà une nouvelle folie que je ne lui connaissais pas encore.  Depuis quand as-tu perdu la parole ?  Parle, réponds ; dis donc à qui tu en as. Pierrot apporte un manchon.  Pierrot fait encore des mines. "")",1.18,Substitution
104,"('#arlequin', ""Hélas c'est grand hasard  Si de mes macarons il ne prétend sa part. "")",,1.0,Insertion
105,"('#leandre', ""Guidé par mes soupirs je vous revois, Madame,  Vous ne pouvez douter de l'excès de ma flamme,  Trop heureux si l'amour qui me force à venir,  Voulait auprès de vous toujours me retenir :  Mais quand ce Dieu répond au beau feu qui me presse,  Hélas ! Que ces moments coulent avec vitesse,  À peine je me livre à ma félicité  Qu'il faut quitter d'abord un bien si souhaité. "")","('#pierrot', ""Je n'oserais ; je sens là un tourbillon, un étouffement de la nature... heurtant contre l'amour.  Tenez, voilà une lettre qui vous dira tout cela. "")",0.12,Substitution
106,"('#arlequin', ""Je ne quitterai pas mon plat de cette sorte,  Et je mangerai tout ou le Diable m'emporte. "")",,1.0,Insertion
107,"('#isabelle', ""Mon tendre coeur soumis à l'empire amoureux  Également blessé brûle des plus beaux feux  Qu'il m'est doux de porter une si belle chaîne,  Et de m'abandonner au penchant qui m'entraîne  Mon père me destine en vain un autre époux,  Je ne veux pour mari qu'un amant tel que vous. "")","('#colombine', ""Que signifie donc cette cérémonie-ci ?  Je trouve cela assez plaisant.  Voyons donc ce que dit cette lettre. Comme il n'y a point d'animal dans le monde qui n'aime quelque autre animal, c'est ce qui fait que je vous aime.  Autre chose ne peut vous dire votre très humble serviteur et fidèle amant, Pierrot. Mon très humble serviteur et fidèle amant, Pierrot.  Ah, ah !  Voilà donc où le bât vous blesse, monsieur l'amoureux !  En vérité, je suis ravie d'avoir fait une pareille conquête.  Elle lit. "")",0.35,Substitution
108,"('#leandre', ""Mon bonheur est parfait et cet aveu m'enchante  Que dans ces sentiments votre âme soit constante,  N'admettons d'autres lois que celles de l'amour,  Et livrons-lui nos coeurs pour honorer sa cour.  Ah ! Si pour posséder un bien si plein de charmes  Un rival téméraire en vous rendant les armes,  Prétendait me ravir ce que j'aime le mieux  Il serait accablé sous mes coups furieux. "")","('#pierrot', ""Hé !  Mademoiselle, je sais bien que mon mérite n'est pas capable de mériter ;... mais, d'un autre côté,... voilà que l'occasion,... votre beauté... Je ne suis pas bien riche ; mais, ma foi, je suis un bon garçon. "")",0.81,Substitution
109,"('#arlequin', ""Ciel ! Il parle de moi, que faut-il que je fasse ?  Morbleu qu'il vient de faire une laide grimace,  Sans doute on préparait pour lui ces macarons,  Je dois craindre pour moi de toutes les façons ;  Mais il a beau crier, car enfin pour les rendre  Il faut les digérer, il peut encore attendre. "")","('#colombine', ""J'entends cela le mieux du monde ; mais je vous prie, monsieur Pierrot, d'étouffer un peu vos hoquets de tendresse, et d'aller porter cette lettre à monsieur de la Maltotière."")",0.6,Substitution
110,"('#le-docteur', 'Isabelle. ')","('#pierrot', 'Ah !  Petit cocodrille !  Ouf ! ')",1.7,Substitution
111,"('#isabelle', ""J'entends mon père, cachez-vous. "")","('#colombine', ""La conquête de Pierrot n'est pas bien illustre : je sens néanmoins une secrète joie de voir que rien ne m'échappe.  Quelque sévérité qu'affectent les femmes, elles ne sont jamais fâchées de s'entendre dire qu'on les aime. "")",1.5,Substitution
112,"('#leandre', 'Où ? ')","('#le-laquais', 'Mademoiselle, voilà monsieur le conseiller Nigaudin. ')",1.5,Substitution
113,"('#isabelle', 'Derrière le lit. ')",,1.0,Insertion
114,"('#arlequin', ""Ne venez pas dessous,  Car nous n'y serions pas tous deux fort à notre aise.  Léandre se cache derrière le lit, Isabelle reste fort alarmée."")","('#colombine', ""En vérité, monsieur Nigaudin, j'ai lieu de louer votre diligence : nous ne devons partir pour la Comédie que dans deux heures, et je suis ravie de pouvoir pendant ce temps-là profiter de votre conversation."")",1.35,Substitution
115,,"('#nigaudin', ""Mademoiselle, quand il s'agira de venir vous offrir ses hommages, on n'obtiendra point de défaut contre moi : en cas de rendez-vous auprès des dames, je ne me laisse jamais contumacer, et je me rends bien vite à l'ajournement personnel. "")",1.0,Deletion
116,"('#le-docteur', 'Je veux chercher partout. ')",,1.0,Insertion
117,"('#arlequin', 'Ah ! Ne vous en déplaise  Ne cherchez pas ici. ')","('#colombine', ""Ah, monsieur !  Que vous dites les choses galamment !  Vous avez un tour aisé et naturel dans les expressions, que les autres n'ont point ; et il semble toujours que vous demandiez le coeur, quelque indifférente chose que vous puissiez dire. "")",1.5,Substitution
118,"('#le-docteur', 'Peut-être sous le lit  Pourrais-je la trouver. ')",,1.0,Insertion
119,"('#arlequin', ""Que Diable est-ce qu'il dit ? "")",,1.0,Insertion
120,"('#le-docteur', ""À la chercher partout il faut que je m'applique,  Je ne trouve point une épée à l'antique.  Je veux voir sous le lit. "")","('#nigaudin', ""Moi, mademoiselle ! Je ne vous demande rien ; vous me prenez donc pour un escroc ?  Il est vrai que nous autres gens de robe, la plupart, nous avons la belle élocution à commandement.  Tout franc, mademoiselle, les gens d'épée n'ont point le boute-dehors comme nous. "")",0.96,Substitution
121,"('#arlequin', 'Hélas ! Je suis perdu,  Il va me découvrir.  Le Docteur cherche sous le lit et voit Arlequin.')",,1.0,Insertion
122,"('#le-docteur', ""Juste ciel ! Qu'ai-je vu ?  Il fuit et ferme la porte de la chambre, Léandre quitte sa place et revient. "")",,1.0,Insertion
123,"('#le-docteur', 'Un homme sous le lit ! ')",,1.0,Insertion
124,"('#arlequin', 'Excusez-moi de grâce  Je consens à payer mon écot et ma place. ')",,1.0,Insertion
125,"('#leandre', ""Apprends-moi le sujet qui t'amène en ces lieux,  Voleur ? "")",,1.0,Insertion
126,"('#arlequin', ""Oh ! Ventrebleu vous pourriez parler mieux,  Ce larcin est ma foi le premier de ma vie,  Mais de ces macarons j'avais si fort envie  Que j'ai dans la cuisine avec dextérité  Escroqué ce butin si longtemps souhaité  Je vais me retirer car j'ai la panse pleine  Je vous rendrai e plat n'en soyez pas en peine  Je ne le vendrai point car il n'est point d'argent. "")","('#colombine', ""Fi !  Ne me parlez point des gens d'épée ; ils n'auraient jamais rien à vous dire, s'ils ne vous étourdissaient de leurs bonnes fortunes, et s'ils ne vous faisaient le calcul du nombre des bouteilles qu'ils ont vidées.  Pour moi, je ne conçois pas bien la manie de la plupart des femmes d'aujourd'hui ; on ne saurait leur plaire, si l'on ne revient de Flandre ou d'Allemagne, et si l'on ne rapporte à leurs pieds un coeur tout persillé de poudre à canon. "")",0.62,Substitution
127,,"('#nigaudin', ""Ma foi, il y a bien de l'entêtement ; car, entre nous, il n'y a point de gens qui tiennent une procédure si irrégulière auprès des dames que les gens de guerre : ils sont brusques et entreprenants sur le fait des faveurs, et n'observent jamais les délais fixés par l'ordonnance de l'amour. "")",1.0,Deletion
128,"('#leandre', 'Mais quel est ton emploi ? ')",,1.0,Insertion
