,corneillep-medee,corneillet-medee,Cost,Operation Type
249,"('#medee', ""Est-ce assez, ma vengeance, est-ce assez de deux morts ? Consulte avec loisir tes plus ardents transports. Des bras de mon perfide arracher une femme, Est-ce pour assouvir les fureurs de mon âme ? Que n'a-t-elle déjà des enfants de Jason, Sur qui plus pleinement venger sa trahison ! Suppléons-y des miens ; immolons avec joie Ceux qu'à me dire adieu Créuse me renvoie. Nature, je le puis sans violer ta loi : Ils viennent de sa part, et ne sont plus à moi. Mais ils sont innocents ; aussi l'était mon frère : Ils sont trop criminels d'avoir Jason pour père ; Il faut que leur trépas redouble son tourment ; Il faut qu'il souffre en père aussi bien qu'en amant. Mais quoi ! J'ai beau contre eux animer mon audace, La pitié la combat, et se met en sa place ; Puis, cédant tout_à_coup la place à ma fureur, J'adore les projets qui me faisaient horreur : De l'amour aussitôt je passe à la colère, Des sentiments de femme aux tendresses de mère. Cessez dorénavant, pensers irrésolus, D'épargner des enfants que je ne verrai plus. Chers fruits de mon amour, si je vous ai fait naître, Ce n'est pas seulement pour caresser un traître : Il me prive de vous, et je l'en vais priver. Mais ma pitié renaît, et revient me braver ; Je n'exécute rien, et mon âme éperdue Entre deux passions demeure suspendue. N'en délibérons plus, mon bras en résoudra. Je vous perds, mes enfants ; mais Jason vous perdra ; Il ne vous verra plus... Créon sort tout en rage : Allons à son trépas joindre ce triste ouvrage."")","('#le-choeur', 'Dieux cruels, est-ce ainsi que votre haine accable  Ceux que vous devez soutenir ?')",0.74,Substitution
250,"('#creon', ""Loin de me soulager, vous croissez mes tourments : Le poison à mon corps unit mes vêtements, Et ma peau, qu'avec eux votre secours m'arrache, Pour suivre votre main de mes os se détache : Voyez comme mon sang en coule à gros ruisseaux. Ne me déchirez plus, officieux bourreaux : Votre pitié pour moi s'est assez hasardée ; Fuyez, ou ma fureur vous prendra pour Médée. C'est avancer ma mort que de me secourir ; Je ne veux que moi-même à m'aider à mourir. Quoi ! Vous continuez, canailles infidèles ! Plus je vous le défends, plus vous m'êtes rebelles ! Traîtres, vous sentirez encore ce que je puis : Je serai votre roi, tout mourant que je suis ; Si mes commandements ont trop peu d'efficace, Ma rage pour le moins me fera faire place : Il faut ainsi payer votre cruel secours. Il se défait d'eux et les chasse à coups d'épée."")","('#creuse', ""Venez, parlez ; qu'avez-vous à m'apprendre ? Je vois vos yeux baignez de pleurs."")",0.41,Substitution
251,"('#creuse', ""Où fuyez-vous de moi, cher auteur de mes jours ? Fuyez-vous l'innocente et malheureuse source D'où prennent tant de maux leur effroyable course ? Ce feu qui me consume et dehors et dedans Vous venge-t-il trop peu de mes voeux imprudents ? Je ne puis excuser mon indiscrète envie, Qui donne le trépas à qui je dois la vie ; Mais soyez satisfait des rigueurs de mon sort, Et cessez d'ajouter votre haine à ma mort. L'ardeur qui me dévore, et que j'ai méritée, Surpasse en cruauté l'aigle de Prométhée, Et je crois qu'Ixion, au choix des châtiments, Préférerait sa roue à mes embrasements."")","('#cleone', ""Je viens vous annoncer le plus grand des malheurs. Le Roi ne respirait que du sang à répandre,  Quand voyant le Prince d'Argos, Il a paru plus en repos ; Sa fureur semblait dissipée ; Mais dans le temps qu'on n'a rien redouté De sa fausse tranquillité,  De ce malheureux Prince il a saisi l'épée, Et lui perçant le flanc, son bras nous a fait voir Ce que peut un prompt désespoir."")",0.16,Substitution
252,,"('#creuse', 'Hélas !')",1.0,Deletion
253,,"('#cleone', ""Dans ce malheur extrême, Chacun s'est empressé de lui prêter secours.  Le Roi dans ce moment a terminé ses jours, Du même fer il s'est percé lui-même. Ah, s'est-il écrié, le ciel a donc permis, J'ai vaincu tous mes ennemis."")",1.0,Deletion
254,"('#creon', ""Si ton jeune désir eut beaucoup d'imprudence, Ma fille, j'y devais opposer ma défense. Je n'impute qu'à moi l'excès de mes malheurs, Et j'ai part en ta faute ainsi qu'en tes douleurs. Si j'ai quelque regret, ce n'est pas à ma vie, Que le déclin des ans m'aurait bientôt ravie : La jeunesse des tiens, si beaux, si florissants, Me porte au fond du coeur des coups bien plus pressants. Ma fille, c'est donc là ce royal hyménée Dont nous pensions toucher la pompeuse journée ! La parque impitoyable en éteint le flambeau, Et pour lit nuptial il te faut un tombeau ! Ah ! Rage, désespoir, destins, feux, poisons, charmes, Tournez tous contre moi vos plus cruelles armes : S'il faut vous assouvir par la mort de deux rois, Faites en ma faveur que je meure deux fois, Pourvu que mes deux morts emportent cette grâce De laisser ma couronne à mon unique race, Et cet espoir si doux, qui m'a toujours flatté, De revivre à jamais en sa postérité."")","('#le-choeur', 'Ah, funeste revers ! fortune impitoyable !  Corinthe, hélas ! que vas-tu devenir ? Dieux cruels, est-ce ainsi que votre haine accable Ceux que vous devez soutenir ? Refusons notre encens, notre hommage, À ces Dieux inhumains ;  Tous nos respects sont vains, Nos malheurs sont leur injuste ouvrage ? Refusons notre encens, notre hommage À ces Dieux inhumains.')",0.72,Substitution
255,"('#creuse', ""Cléone, soutenez, je chancelle, je tombe ; Mon reste de vigueur sous mes douleurs succombe : Je sens que je n'ai plus à souffrir qu'un moment. Ne me refusez pas ce triste allégement, Seigneur, et si pour moi quelque amour vous demeure, Entre vos bras mourants permettez que je meure. Mes pleurs arroseront vos mortels déplaisirs ; Je mêlerai leurs eaux à vos brûlants soupirs. Ah ! Je brûle, je meurs, je ne suis plus que flamme ; De grâce, hâtez-vous de recevoir mon âme. Quoi ! Vous vous éloignez ?"")","('#creuse', ""C'est assez, laissez-moi, vos pleurs ne font qu'aigrir,  Les maux que je me dois préparer à souffrir. "")",0.02,Substitution
256,"('#creon', ""Oui, je ne verrai pas, Comme un lâche témoin, ton indigne trépas : Il faut, ma fille, il faut que ma main me délivre De l'infâme regret de t'avoir pu survivre. Invisible ennemi, sors avec mon sang. Il se tue d'un poignard."")","('#creuse', ""Eh bien, barbare, êtes-vous satisfaite ? Par des crimes plus noirs voulez-vous mériter Le détestable honneur de faire redouter Le pouvoir que l'Enfer vous prête ? "")",0.89,Substitution
257,"('#creuse', 'Courez à lui, Cléone : il se perce le flanc.')",,1.0,Insertion
258,"('#creon', ""Retourne : c'en est fait. Ma fille, adieu : j'expire, Et ce dernier soupir met fin à mon martyre : Je laisse à ton Jason le soin de nous venger."")","('#medee', ""Pourquoi faire éclater ce violent courroux ? Si la perte d'un père est pour vous si funeste, Le coeur de Jason qui vous reste, Pour vous en consoler, est un prix assez doux."")",0.69,Substitution
259,"('#creuse', 'Vain et triste confort ! Soulagement léger ! Mon père...')",,1.0,Insertion
260,"('#cleone', 'Il ne vit plus, sa grande âme est partie.')",,1.0,Insertion
261,"('#creuse', ""Donnez donc à la mienne une même sortie : Apportez-moi ce fer qui, de ses maux vainqueur, Est déjà si savant à traverser le coeur. Ah ! Je sens fers, et feux, et poison, tout ensemble. Ce que souffrait mon père à mes peines s'assemble. Hélas ! Que de douceur aurait un prompt trépas ! Dépêchez-vous, Cléone : aidez mon faible bras."")","('#creuse', ""Ah, si j'ai sur lui quelque empire,  Craignez à vous punir la dernière rigueur. Je ne m'en servirai, que pour mettre en son coeur Tout la haine que m'inspire Ce que pour vous je sens d'horreur."")",0.18,Substitution
262,"('#cleone', 'Ne désespérez point : les dieux, plus pitoyables, À nos justes clameurs se rendront exorables, Et vous conserveront, en dépit du poison, Et pour reine à Corinthe, et pour femme à Jason. Il arrive, et surpris il change de visage : Je lis dans sa pâleur une secrète rage, Et son étonnement va passer en fureur.')","('#medee', ""Que peuvent contre-moi ces desseins de vengeance ?  Quels effets en seront produits,  Puisque vous ignorez jusqu'où va ma puissance, Connaissez tout ce que je suis. Médée touche Créüse de sa baguette et s'en va."")",0.2,Substitution
263,"('#jason', ""Que vois-je ici, grands dieux ! Quel spectacle d'horreur ! Où que puissent mes yeux porter ma vue errante, Je vois ou Créon mort, ou Créuse mourante. Ne t'en va pas, belle âme : attends encore un peu, Et le sang de Médée éteindra tout ce feu ; Prends le triste plaisir de voir punir son crime, De te voir immoler cette infâme victime ; Et que ce scorpion, sur la plaie écrasé, Fournisse le remède au mal qu'il a causé."")","('#creuse', ""Quel feu dans mes veines s'allume ? Quel poison, dont l'ardeur tout_à_coup me consume,  Dans cette robe était caché ? Soutenez-moi, je n'en puis plus, je tremble, Je brûle. Sur mon corps un brasier attaché Me fait souffrir mille tourments ensemble. Mon mal est sans remède, à quoi servent ces pleurs ?  Rien ne peut soulager l'excès de mes douleurs."")",0.24,Substitution
264,"('#creuse', ""Il n'en faut point chercher au poison qui me tue : Laisse-moi le bonheur d'expirer à ta vue, Souffre que j'en jouisse en ce dernier moment : Mon trépas fera place à ton ressentiment ; Le mien cède à l'ardeur dont je suis possédée ; J'aime mieux voir Jason que la mort de Médée. Approche, cher amant, et retiens ces transports : Mais garde de toucher ce misérable corps ; Ce brasier, que le charme ou répand ou modère, A négligé Cléone, et dévoré mon père : Au gré de ma rivale il est contagieux. Jason, ce m'est assez de mourir à tes yeux : Empêche les plaisirs qu'elle attend de ta peine ; N'attire point ces feux esclaves de sa haine. Ah ! Quel âpre tourment ! Quels douloureux abois ! Et que je sens de morts sans mourir une fois !"")","('#jason', 'Ah, Roi trop malheureux ! mais ô ciel ! la Princesse Paraît mourante entre vos bras ! Qui la met dans cette faiblesse ?')",0.65,Substitution
265,"('#jason', ""Quoi ! Vous m'estimez donc si lâche que de vivre ? Et de si beaux chemins sont ouverts pour vous suivre ! Ma reine, si l'hymen n'a pu joindre nos corps, Nous joindrons nos esprits, nous joindrons nos deux morts ; Et l'on verra Charon passer chez Rhadamante, Dans une même barque, et l'amant et l'amante. Hélas ! Vous recevez, par ce présent charmé, Le déplorable prix de m'avoir trop aimé ; Et puisque cette robe a causé votre perte, Je dois être puni de vous l'avoir offerte. Quoi ! Ce poison m'épargne, et ces feux impuissants Refusent de finir les douleurs que je sens ! Il faut donc que je vive, et vous m'êtes ravie ! Justes dieux ! Quel forfait me condamne à la vie ? Est-il quelque tourment plus grand pour mon amour Que de la voir mourir, et de souffrir le jour ? Non, non ; si par ces feux mon attente est trompée, J'ai de quoi m'affranchir au bout de mon épée ; Et l'exemple du roi, de sa main transpercé, Qui nage dans les flots du sang qu'il a versé, Instruit suffisamment un généreux courage Des moyens de braver le destin qui l'outrage."")","('#creuse', ""Approchez-vous, Jason, ne m'abandonnez pas.  Mon père est mort, je vais mourir moi-même. Je péris par les traits que Médée a formés ; Mille poisons dans sa robe enfermés, Par une violence extrême, Vous ôtent ce que vous aimez.  Ce que j'endure est incroyable ; Mais au moins j'ai de quoi rendre grâces aux dieux, Que sa fureur impitoyable Me laisse la douceur de mourir à vos yeux."")",0.0,Match
266,"('#creuse', ""Si Créuse eut jamais sur toi quelque pouvoir, Ne t'abandonne point aux coups du désespoir : Vis pour sauver ton nom de cette ignominie, Que Créuse soit morte, et Médée impunie ; Vis pour garder le mien en ton coeur affligé, Et du moins ne meurs point que tu ne sois vengé. Adieu : donne la main ; que malgré ta jalouse, J'emporte chez Pluton le nom de ton épouse. Ah ! Douleurs ! C'en est fait, je meurs à cette fois, Et perds en ce moment la vie avec la voix. Si tu m'aimes..."")","('#jason', ""Appelez-vous douceur un effet de sa rage ?  De cet affreux spectacle elle a su la rigueur.  Pouvait elle mettre en usage Un supplice plus propre à m'arracher le coeur ?"")",0.9,Substitution
267,"('#jason', ""Ce mot lui coupe la parole ; Et je ne suivrai pas son âme qui s'envole ? Mon esprit, retenu par ses commandements, Réserve encore ma vie à de pires tourments ! Pardonne, chère épouse, à mon obéissance ; Mon déplaisir mortel défère à ta puissance, Et de mes jours maudits tout prêt de triompher, De peur de te déplaire, il n'ose m'étouffer. Ne perdons point de temps, courons chez la sorcière, Délivrer par sa mort mon âme prisonnière. Vous autres, cependant, enlevez ces deux corps : Contre tous ses démons mes bras sont assez forts, Et la part que votre aide aurait en ma vengeance Ne m'en permettrait pas une entière allégeance. Préparez seulement des gênes, des bourreaux ; Devenez inventifs en supplices nouveaux, Qui la fassent mourir tant de fois sur leur tombe, Que son coupable sang leur vaille une hécatombe ; Et si cette victime, en mourant mille fois, N'apaise point encore les mânes de deux rois, Je serai la seconde ; et mon esprit fidèle Ira gêner là-bas son âme criminelle, Ira faire assembler pour sa punition Les peines de Titye à celles d'Ixion. Mais leur puis-je imputer ma mort en sacrifice ? Elle m'est un plaisir, et non pas un supplice. Mourir, c'est seulement auprès d'eux me ranger ; C'est rejoindre Créuse, et non pas la venger. Instruments des fureurs d'une mère insensée, Indignes rejetons de mon amour passée, Quel malheureux destin vous avait réservés À porter le trépas à qui vous a sauvés ? C'est vous, petits ingrats, que malgré la nature Il me faut immoler dessus leur sépulture. Que la sorcière en vous commence de souffrir : Que son premier tourment soit de vous voir mourir. Toutefois qu'ont-ils fait, qu'obéir à leur mère ? Cléone et le reste emporte le corps de Créon, et de Créuse, et Jason continue seul."")","('#jason #creuse', ""Hélas ! Prêts d'être unis par les plus douces chaînes, Faut-il nous voir séparés à jamais ? "")",0.54,Substitution
268,,"('#creuse', ""Peut-on rien ajouter à l'excès de mes peines ?"")",1.0,Deletion
269,"('#medee', ""Lâche, ton désespoir encore en délibère ? Lève les yeux, perfide, et reconnais ce bras Qui t'a déjà vengé de ces petits ingrats : Ce poignard que tu vois vient de chasser leurs âmes, Et noyer dans leur sang les restes de nos flammes. Heureux père et mari, ma fuite et leur tombeau Laissent la place vide à ton hymen nouveau. Réjouis-t-en, Jason, va posséder Créuse : Tu n'auras plus ici personne qui t'accuse ; Ces gages de nos feux ne feront plus pour moi De reproches secrets à ton manque de foi."")","('#jason', 'Peut-on lancer sur moi de plus terribles traits ?')",0.98,Substitution
270,,"('#jason #creuse', ""Hélas ! Prêts d'être unis par les plus douces chaînes, Faut-il nous voir séparés à jamais ?"")",1.0,Deletion
271,"('#jason', 'Horreur de la nature, exécrable tigresse !')","('#jason', ""Non, non, rien ne saurait m'obliger à survivre  Au coup fatal, qui vous force à périr. Je trouverai le moyen de vous suivre."")",1.47,Substitution
272,"('#medee', ""Va, bienheureux amant, cajoler ta maîtresse : À cet objet si cher tu dois tous tes discours ; Parler encore à moi, c'est trahir tes amours. Va lui, va lui conter tes rares aventures, Et contre mes effets ne combats point d'injures."")","('#creuse', ""Ah, ne cherchez point à mourir. Vivez si vous voulez me plaire J'ai causé la mort de mon père, Vengez-la, c'est le prix qu'exigent mes douleurs. Mais adieu ; de la mort les horreurs me saisissent, Je perds la voix, mes forces s'affaiblissent, C'en est fait, j'expire, je meurs. On emporte Créüse."")",0.76,Substitution
273,"('#jason', ""Quoi ! Tu m'oses braver, et ta brutalité Pense encore échapper à mon bras irrité ? Tu redoubles ta peine avec cette insolence."")","('#jason', ""Elle est morte, et je vis ! courons à la vengeance,  Pour être en liberté de renoncer au jour. La perte de Médée est due à mon amour. Quel supplice assez grand peut expier l'offense ? Mais par quel effet de son art..."")",0.66,Substitution
274,"('#medee', ""Et que peut contre moi ta débile vaillance ? Mon art faisait ta force, et tes exploits guerriers Tiennent de mon secours ce qu'ils ont de lauriers."")","('#medee', ""C'est peu, pour contenter la douleur qui te presse,  D'avoir à venger la Princesse ; Venge encor tes enfants ; ce funeste poignard Les a ravis à ta tendresse."")",0.64,Substitution
275,,"('#jason', 'Ah barbare !')",1.0,Deletion
276,,"('#medee', 'Infidèle ! Après ta trahison, Ai-je dû voir mes fils dans les fils de Jason ?')",1.0,Deletion
277,"('#jason', ""Ah ! C'est trop en souffrir : il faut qu'un prompt supplice De tant de cruautés à la fin te punisse. Sus, sus, brisons la porte, enfonçons la maison ; Que des bourreaux soudain m'en fassent la raison : Ta tête répondra de tant de barbaries."")","('#jason', ""Ne crois pas échapper au transport qui m'anime, Pour te punir j'irai jusqu'aux Enfers."")",0.37,Substitution
278,"('#medee', ""Que sert de t'emporter à ces vaines furies ? Épargne, cher époux, des efforts que tu perds ; Vois les chemins de l'air qui me sont tous ouverts : C'est par là que je fuis, et que je t'abandonne Pour courir à l'exil que ton change m'ordonne. Suis-moi, Jason, et trouve en ces lieux désolés Des postillons pareils à mes dragons ailés. Enfin je n'ai pas mal employé la journée Que la bonté du roi, de grâce, m'a donnée ; Mes désirs sont contents. Mon père et mon pays, Je ne me repens plus de vous avoir trahis ; Avec cette douceur j'en accepte le blâme. Adieu, parjure : apprends à connaître ta femme ; Souviens-toi de sa fuite, et songe une autre fois Lequel est plus à craindre ou d'elle ou de deux rois."")","('#medee', 'Ton désespoir choisit mal sa victime. Que pourra-t-il, puisque les airs Sont pour moi des chemins ouverts ? ')",0.55,Substitution
279,,"('#jason', ""Ah, le Ciel qui toujours protégea l'innocence..."")",1.0,Deletion
280,"('#jason', ""Ô dieux ! Ce char volant, disparu dans la nue, La dérobe à sa peine, aussi bien qu'à ma vue ; Et son impunité triomphe arrogamment Des projets avortés de mon ressentiment. Créuse, enfants, Médée, amour, haine, vengeance, Où dois-je désormais chercher quelque allégeance ? Où suivre l'inhumaine, et dessous quels climats Porter les châtiments de tant d'assassinats ? Va, furie exécrable, en quelque coin de terre Que t'emporte ton char, j'y porterai la guerre : J'apprendrai ton séjour de tes sanglants effets, Et te suivrai partout au bruit de tes forfaits. Mais que me servira cette vaine poursuite, Si l'air est un chemin toujours libre à ta fuite, Si toujours tes dragons sont prêts à t'enlever, Si toujours tes forfaits ont de quoi me braver ? Malheureux, ne perds point contre une telle audace De ta juste fureur l'impuissante menace ; Ne cours point à ta honte, et fuis l'occasion D'accroître sa victoire et ta confusion. Misérable ! Perfide ! Ainsi donc ta faiblesse Épargne la sorcière, et trahit ta princesse ! Est-ce là le pouvoir qu'ont sur toi ses désirs, Et ton obéissance à ses derniers soupirs ? Venge-toi, pauvre amant, Créuse le commande : Ne lui refuse point un sang qu'elle demande ; Écoute les accents de sa mourante voix, Et vole sans rien craindre à ce que tu lui dois. À qui sait bien aimer il n'est rien d'impossible. Eusses-tu pour retraite un roc inaccessible, Tigresse, tu mourras, et malgré ton savoir, Mon amour te verra soumise à son pouvoir ; Mes yeux se repaîtront des horreurs de ta peine : Ainsi le veut Créuse, ainsi le veut ma haine. Mais quoi ! Je vous écoute, impuissantes chaleurs ! Allez, n'ajoutez plus de comble à mes malheurs. Entreprendre une mort que le ciel s'est gardée, C'est préparer encore un triomphe à Médée. Tourne avec plus d'effet sur toi-même ton bras, Et punis-toi, Jason, de ne la punir pas. Vains transports, où sans fruit mon désespoir s'amuse, Cessez de m'empêcher de rejoindre Créuse. Ma reine, ta belle âme, en partant de ces lieux, M'a laissé la vengeance ; et je la laisse aux dieux : Eux seuls, dont le pouvoir égale la justice, Peuvent de la sorcière achever le supplice. Trouve-le bon, chère ombre, et pardonne à mes feux Si je vais te revoir plus tôt que tu ne veux. Il se tue."")","('#medee', ""Adieu Jason, j'ai rempli ma vengeance. Voyant Corinthe en feu, ses palais embrasés, Pleure à jamais les maux que ta flamme a causés. Médée fend les airs sur son dragon, et en même temps les statues et autres ornements du palais se brisent. On voit sortir des démons de tous côtés, qui ayant des feux à la main embrasent ce même palais. Ces démons disparaissent, une nuit se forme, et cet édifice ne paraît plus que ruine et monstres, après quoi il tombe un pluie de feu."")",0.0,Match
