,barante-arlequin-misanthrope,dufresny-depart-des-comediens,Cost,Operation Type
605,"('#colombine', ""J'ai tout entendu, j'ai appris ce que vous êtes de votre propre bouche, et mon coeur a raison de se plaindre du peu de confiance que vous avez en mon amour.  Vous ne savez pas aimer, Octave.  Avez-vous pu croire que je n'aimasse en vous que la grandeur qui paraissait à mes yeux ?  Désabusez-vous, rendez-moi justice, et comptez que ce n'est pas le prince, mais Octave que je suis venu chercher ici."")","('#mezzetin', ""Oui, monsieur.  Voyant qu'il n'y a plus rien à faire à la comédie, nous nous en allons jouer un opéra à la campagne.  Si vous voulez vous associer à nous, tenez, voilà toutes nos machines. Il montre une espèce de paravent que le comédien porte sur le dos, et qu'il pose à terre. "")",1.06,Substitution
606,"('#scaramouche', ""La peste qu'une fille amoureuse a d'esprit !"")",,1.0,Insertion
607,"('#octave', 'Ah, trop généreuse Colombine, par où pourrai-je vous exprimer...')","('#arlequin', ""J'irais volontiers avec vous, mais je ne sais pas la musique."")",1.45,Substitution
608,"('#colombine', ""Voici Arlequin.  Vous savez les raisons que j'ai de le ménager, c'est un homme de poids, et qui malgré ses caprices, pourra nous être d'une grande utilité : retirez-vous, que je lui parle seule, je lui ferai mieux entendre mes raisons."")","('#pasquariel', ""Bon : et en faut-il savoir pour chanter à l'opéra ?  Nous ne la savons pas non plus, nous autres.  Nous avons mis Bellérophon sur les airs du pont-neuf : et si voulez être des nôtres, nous vous donnerons votre rôle, que vous chanterez à livre ouvert."")",0.98,Substitution
609,"('#arlequin', 'Ah, bon jour, Seigneur Bagatelle.  Quoi vous êtes encore ici ?')","('#arlequin', 'Et quel rôle me donnerez-vous ?')",1.38,Substitution
610,"('#scaramouche', 'Signor si, con tutte le mie Bagatelle, al servitio di V.S. .')",,1.0,Insertion
611,"('#arlequin', 'Je vous rends grâces, je vous ai déjà dit que vous pouvez les porter à Paris.')","('#mezzetin', 'Celui de Bellérophon.  Tenez, le voilà.  Essayons pour voir.')",1.76,Substitution
612,"('#scaramouche', 'Ho sentito dire, che V.S. et bâtissait une grande Ville, una famosissima città ; e cosi, je venais avec toutes mes bagatelles, pour divertir votre femme et vos petits enfants.')","('#arlequin', ""Princesse, tout conspire à couronner ma flamme,  Sentez-vous le plaisir qui règne dans mon âme ?  Je le veux bien. Mezzetin embrasse Arlequin, et en l'embrassant lui attache son tablier aux épaules, ce qui forme un habit à la romaine. Arlequin, se trouvant habillé en Bellérophon chante sur l'air, Sur le pont d'Avignon."")",0.58,Substitution
613,"('#arlequin', ""À Paris, à Paris.  Je ne veux point de fadaises chez moi, et la bagatelle en sera bannie aussi sévèrement, que l'amour l'est du mariage."")",,1.0,Insertion
614,"('#colombine', ""Quoi, Seigneur Arlequin, seriez-vous de l'opinion de ceux qui croient que le premier jour de l'Hymen, est le dernier de l'amour, et du bon temps ?"")",,1.0,Insertion
615,"('#arlequin', ""De l'amour, oui.  Pour du bon temps, c'est selon.  Certaines femmes ne commencent à en prendre, que lorsqu'elles commencent à être épouses ; d'autres ne le goûtent qu'au veuvage, tout cela est très bien partagé.  Mais à propos de femme, savez-vous que dans ma Ville nouvelle, pour épargner aux Plaideurs la moitié de ce qui leur en coûte, les femmes rendront la justice ?"")","('#mezzetin', ""J'ai toujours partagé vos peines,  Je dois partager vos plaisirs."")",0.87,Substitution
616,"('#scaramouche', 'Des femmes Juges !  Que de prises de corps !')",,1.0,Insertion
617,"('#arlequin', ""J'ai remarqué, que presque tous les Plaideurs paient leurs arrêts aux Belles qui sont bien dans l'esprit du Juge."")",,1.0,Insertion
618,"('#colombine', 'Fort bien.')",,1.0,Insertion
619,"('#arlequin', ""Cependant, il n'en est pas moins inexorable sur les épices ; de sorte que le pauvre diable de plaideur paye des deux côtés."")",,1.0,Insertion
620,"('#colombine', ""J'entends."")",,1.0,Insertion
621,"('#arlequin', ""Vous voyez bien, que si les femmes rendaient la justice en leur nom, on en serait quitte pour ce qu'on leur donne."")",,1.0,Insertion
622,"('#colombine', 'Il y même en cela un autre avantage.  Car, une belle Magistrale qui trouvera quelque plaideur de bonne dégaine, lui fera gratis des Épices.')",,1.0,Insertion
623,"('#arlequin', 'Justement, comme il arrive tous les jours à nos vieux Magistrats avec de jeunes Solliciteuses.')",,1.0,Insertion
624,"('#colombine', ""Ma foi, je crois qu'il fera beau voir un Sénat féminin ; toutes ces femmes auront bonne grâce en robe, et en bonnet !  Cela fera bien leste !"")",,1.0,Insertion
625,"('#arlequin', ""Hé je les défie d'être plus poupines et plus musquées que quelques-uns de nos jeunes sénateurs de Paris."")",,1.0,Insertion
626,"('#colombine', ""Je vous avoue que ce dessein m'enchante, et que je brûle de le voir exécuté."")","('#arlequin', ""Qu'un si doux aveu me doit plaire,  Qu'il rend mon destin glorieux ! "")",0.35,Substitution
627,"('#arlequin', 'Pourquoi ?')",,1.0,Insertion
628,"('#colombine', 'Je me figure avec plaisir, une trentaine de femmes aux opinions.  Le bruyant Tribunal !  Il faut convenir que toutes vos Lois sont admirables !')",,1.0,Insertion
629,"('#arlequin', 'Vous savez bien que tous les ans je marierai trente filles aux dépens du Public.')",,1.0,Insertion
630,"('#scaramouche', 'Belle réparation !')",,1.0,Insertion
631,"('#colombine', ""Et qui fera grand plaisir à quantité de jeunes personnes qui n'ont pas assez de bien."")",,1.0,Insertion
632,"('#arlequin', ""Comment donc jeunes ?  Marier de jeunes filles ?  Je n'emploie pas si mal mon argent ?  Les jeunes et jolies personnes se marient assez gratis.  Je destine ce fonds pour ces vieilles filles de dur débit, qui ont resté trente ans dans une arrière-boutique, dont on ne se charge qu'à bonnes enseignes, et qui demeureraient éternellement à la porte de l'Hymen, si l'argent ne leur servait de véhicule."")",,1.0,Insertion
633,"('#jaquet', ""Monsieur, je venons vous prier de nous donner un petit brin d'avis, en payant, s'entend, comme de raison."")",,1.0,Insertion
634,"('#macine', ""Oui, Monsieur, je voulons faire les choses de bonne grâce, et s'y n'y a pas assez des quinze sols, j'irons jusqu'à la pièce neuve."")",,1.0,Insertion
635,"('#arlequin', ""Ces gens-là me prennent pour un Avocat ou un Médecin.  Allez mes enfants, je ne vends pas mes paroles ; mais de quoi s'agit-il ?"")",,1.0,Insertion
636,"('#jaquet', 'De boutre la paix dans notre ménage.')",,1.0,Insertion
637,"('#arlequin', 'Vous êtes donc mariés ?')",,1.0,Insertion
638,"('#macine', ""Pas encore ; mais je pourrons l'être sans miracle avant jour failli."")","('#mezzetin', ""Quand ma bouche pourrait se taire  L'amour ferait parler mes yeux. "")",1.11,Substitution
639,"('#arlequin', ""Vous n'êtes pas encore mariés, et il vous faut un tiers pour terminer vos différents ?  Ah, ah !  Hé, comment ferez-vous donc si vous l'êtes une fois ?"")",,1.0,Insertion
640,"('#macine', ""C'est que Jaquet est un entêté, un vilain."")",,1.0,Insertion
641,"('#jaquet', ""C'est que Macine est une éventée ; et une glorieuse.  Elle me donne cent dix livres en mariage, et elle veut que de cet argent-là je lui donne un habit."")","('#arlequin', ""Reçois, reçois, grand Apollon,  Reçois, reçois, grand Apollon,  Reçois ce sacrifice ;  Fais que le ciel, fais que le ciel à nos voeux soit propice. Tout cela va fort bien : mais certaine Sténobée jalouse, pria Amisodar de prier tous les cinquante mille diables de former un monstre de peinture et de carton, pour dévorer Bellérophon.  Bellérophon va prier le roi, le roi prie le sacrificateur, le sacrificateur prie la pythie, la pythie prie l'oracle, l'oracle prie Apollon, Apollon prie le tonnerre, le tonnerre...  Mais voyons un peu le sacrifice. Mezzetin prenant la robe de chambre de Pasquariel, devient sacrificateur, et Pasquariel reste avec un habit de prêtresse, et donne une bouteille de vin à Mezzetin, qui chante sur l'air : Ami, ne quittons point Créteil."")",1.14,Substitution
642,,"('#arlequin', ""Il faut verser le vin sur l'animal."")",1.0,Deletion
643,"('#arlequin', ""Mettre sa dot en habits et en bijoux de noces, c'est à présent le grand usage."")",,1.0,Insertion
644,"('#colombine', ""Heureux le mari quand cela n'excède pas !"")",,1.0,Insertion
645,"('#macine', ""Ce n'est-il pas juste, Monsieur ?  Il dit lui qu'il en veut acheter deux arpents de terre."")",,1.0,Insertion
646,"('#jaquet', ""Oui, qui me rapporteront un bon revenu, au lieu d'un habit, ça n'est que de l'argent mort."")",,1.0,Insertion
647,"('#macine', ""De l'argent mort dea !  J'ai pourtant ouï dire à une Madame de Paris, qu'une Procureuse de ses amies avait un habit de velours vert cramoisi, dont elle retirait cinq cent bonnes livres de rente, bon an mal an."")",,1.0,Insertion
648,"('#arlequin', ""Et j'ai connu, moi, une femme qui faisait valoir de simples grisettes à un denier plus haut."")",,1.0,Insertion
649,"('#macine', ""Oh, je sais un peu vivre.  Va Jaquet, Compte qu'une jolie femme un peu ajustée vaut toujours son prix, et rapporte son revenu."")",,1.0,Insertion
650,"('#colombine', 'Je trouve que Macine a raison, il faut toujours suivre la grande route, et faire comme les autres.')",,1.0,Insertion
651,"('#jaquet', 'Quoi ; tout notre bien en un guenillon ?')","('#mezzetin', 'Quelle bête était-ce ?')",1.44,Substitution
652,"('#arlequin', 'Oui ; que comme les autres femmes, elle se mette sa dot sur le corps ; dût-elle à leur exemple mettre dans quinze jours ses habits en gage.')",,1.0,Insertion
653,"('#jaquet', ""Puisque vous le trouvez bon, qu'alle fricasse comme alle l'entendra, j'aurai le plaisir de voir ma femme brave.  Adieu, Monsieur, et grand merci."")",,1.0,Insertion
654,"('#macine', 'Bonsoir, Monsieur.')",,1.0,Insertion
655,"('#arlequin', 'Bonsoir.')","('#arlequin', 'Un boeuf.')",1.14,Substitution
656,"('#macine', ""Mettrai-je de l'or sur cet habit, Monsieur ?"")",,1.0,Insertion
657,"('#arlequin', 'Oui, des diamants même, si vous en trouvez à crédit.')",,1.0,Insertion
658,"('#macine', 'Pour les Cornettes, je les prendrai de papier ?  Ça ne dure guères, mais ça reluit beaucoup.  Votre servante. Ils sortent.')",,1.0,Insertion
659,"('#arlequin', ""Voilà qui prouve bien que la vanité est de partout.  Mais, Madame, parlons d'autre chose, je vous aime, je vous l'ai déjà dit.  Je vous offre ici un établissement : faites mon bonheur, je tâcherai de faire le vôtre."")","('#mezzetin', ""Par ce vin que je trouve bon,  Apollon, faites-moi raison.  Au glou de ma bouteille,  Hé bien,  Les dieux prêtent l'oreille,  Vous m'entendez bien.  Boeuf ou âne, n'importe. Il boit et chante sur l'air : Vous m'entendez bien. "")",0.9,Substitution
660,"('#colombine', ""Je vous ai déjà répondu que mon coeur ne se donnait pas deux fois.  J'aime Octave."")",,1.0,Insertion
661,"('#arlequin', 'Qui ?  Ce prince-là...')",,1.0,Insertion
662,"('#colombine', ""N'insultez point...  Mais le voici avec un homme que je ne connais pas."")","('#la-pretresse', ""Chut, chut, gardez tous un silence extrême,  Je vois trembler le temple d'Apollon.  Il vous entend, il va parler lui-même.  Il va tonner à peu près sur le même ton,  Ton re lon, ton ton, tontaine, la tontaine, la ton ton.  On remue le paravent.  Le paravent s'ouvre. "")",1.33,Substitution
663,"('#le-docteur', 'Monsieur, Monsieur, voilà par le plus grand bonheur du monde, ce fils dont je vous ai parlé tantôt.')",,1.0,Insertion
664,"('#arlequin', 'Qui était dans un poste si éclatant ?  Vous aviez raison, il brille trois fois la semaine parmi des lustres et des chandelles.')",,1.0,Insertion
665,"('#octave', ""Oui, Monsieur, je suis Comédien.  Mais votre Philosophie n'est pas fort éloignée de la mienne ; et ma profession comme la vôtre, est de corriger les hommes en les rendant ridicules."")","('#arlequin', ""Un des fils de Neptune  Apaisera dit-on,  La déleste rancune ;  Mais il lui faut Nanon. Flon, flon, etc.  Pendant qu'Arlequin est derrière le paravent, on lui met un manteau royal. "")",1.37,Substitution
666,"('#arlequin', ""C'est bien fait.  Mais Docteur, savez-vous que voilà une personne qui aspire à être votre bru ?"")","('#le-sacrificateur', 'Voici le Roi.')",1.73,Substitution
667,"('#le-docteur', ""On m'a tout conté, et je la prie de recevoir mon fils pour son mari."")",,1.0,Insertion
668,"('#colombine', ""Consentez à notre mariage, et souffrez que nous nous établissions ici avec vous.  J'ai eu toute ma vie un furieux penchant pour la Comédie : la belle occasion de le satisfaire !  Nous composerons une troupe admirable."")",,1.0,Insertion
669,"('#arlequin', ""Que toute charge s'abolisse, Dans ma ville nouvelle une seule me plaît, Et je ne veux pour tout office, Qu'un bon prêteur sans intérêt. Qu'avec mépris on regarde les biens ; Qu'un coffre-fort, une grosse marmite, Ne fasse point tout le mérite ; De mes nouveaux concitoyens. Je consens à tout, à condition que dans vos pièces, vous ne louerez jamais personne, et que vous ne ferez pas quartier à la moindre impertinence.  Outre cela, vous observerez, s'il vous plaît, les Lois que je prescris à mes Citoyens.  Je les ai mises par écrit, écoutez. Il lit. I II"")","('#arlequin', ""Vous l'avez entendu, je n'ai rien à vous dire,  Je plains vos déplaisirs, avec vous j'en soupire :  Mais rien n'est préférable  Au repos de ces lieux.  Allez-vous-en au diable,  Soumettons-nous aux dieux. "")",0.31,Substitution
670,"('#colombine', 'Adieu les Abbés bien nourris !')",,1.0,Insertion
671,"('#arlequin', ""Qu'un fat ne règle point son estime grossière, Sur le dehors pompeux des Carrosses brillants. Et quiconque a monté derrière, Qu'il soit exclu d'entrer dedans. Je ne veux point de fainéants. Il lit.  III "")","('#le-sacrificateur', 'Le monstre redouble sa rage. Le voilà qui vient, sauvez-vous. Pasquariel se change en monstre. Arlequin jette son manteau royal, et paraît monté sur un cheval ailé, combat le monstre, et après un jeu de culbutes, la scène finit.')",1.47,Substitution
672,"('#colombine', ""Si cette loi s'observait à Paris, les deux tiers des Carrosses resteraient sous la remise."")",,1.0,Insertion
673,"('#arlequin', 'Je bannis ces Docteurs qui de mots assassins Ont pour toute science, une longue tirade, Et veux comme à Chaudray que tous mes Médecins, Sachant et ne rien prendre, et guérir un malade. IV ')",,1.0,Insertion
674,"('#colombine', 'Oh, pour celui-là, il est directement contre les Statuts de la Faculté.')",,1.0,Insertion
675,"('#arlequin', ""Qu'en intrigue à vingt ans toute fille soit neuve, Fût-ce un tendron aux coulisses nourri : Mais je défends à riche et vieille veuve, D'épouser un jeune mari. Sortez de mes États, brelandières coquettes, Qui rassembliez joueurs et galants confondus, Et chez qui tous les jours Lansquenets et Bassettes ; Sont les jeux les moins défendus. V  VI "")",,1.0,Insertion
676,"('#colombine', 'Vous achèverez une autre fois le reste.  Voyons à présent la noce de Jaquet et de Macine. Le théâtre représente un fort beau boccage. On voit plusieurs Bergers assis auprès de leurs Bergères qui jouent de différents instruments. ')","('#arlequin', ""Voilà qui est fait, je vais avec vous autres. Allons jouer l'opéra aux vendanges. Prenons auparavant congé de ces messieurs. Il montre les auditeurs. Ici tous les violons jouent, et tous les comédiens chantent ce qui suit. "")",0.38,Substitution
677,"('#un-berger #une-bergere', 'Mia luce, moi core, Mia vita, mia spene, Quando fià che trionfi il nostre amore Su queste spiaggie amene ? Quatre Paysans dansent une entrée.')","('#arlequin', 'Adieu théâtre, adieu balcons.  Adieu loges, adieu parterre.')",1.41,Substitution
678,"('#une-bergere', ""Nous ne brillons jamais d'un éclat emprunté. Notre beauté Doit toute sa parure À la seule nature ; Notre teint n'est point frelaté, Nous n'y mettons point de peinture ; Et quand le hâle l'a gâté, C'est avec de l'eau toute pure, Que revient sa vivacité. Un savetier danse tout seul."")",,1.0,Insertion
679,"('#octave', ""Le seul amour est inutile, Parmi les Amants de la Ville Il faut par des présents exprimer son ardeur. Pour attendrir une inhumaine ; Il faut avec de l'or que l'on forme la chaîne, Dont on veut arrêter son coeur. Mais, Monsieur le Philosophe, ne voulez-vous pas aussi vous réjouir ?  Allons chantons et dansons en rond. Un Paysan et une Paysanne dansant."")","('#leandre', 'Adieu fillettes et garçons,  Plus assidus que père et mère. ')",1.28,Substitution
680,"('#arlequin', 'Je le veux bien.  À la charge que chacun chantera son couplet, et y mettra une comparaison.')",,1.0,Insertion
681,"('#octave', 'Volontiers. Commencez.')","('#colombine', 'Dieu bons bourgeois de Paris  Qui veniez nous voir le dimanche.')",1.05,Substitution
682,"('#arlequin', ""Comme l'hiver a des roupies, Cérès des blés, Flore des fleurs ; Ainsi Paris a des harpies, Greffiers, Sergents, et Procureurs."")",,1.0,Insertion
683,"('#octave', 'Comme on voit pencher la balance Du côté du poids le plus fort, Ainsi femme à qui plus finance, Se livre sans aucun effort.')","('#mezzetin', 'Adieu femmes, dont les maris  Trouvaient ici leurs places franches. ')",1.47,Substitution
684,"('#colombine', ""Comme au Soleil cèdent la place Les nuages les plus épais ; Ainsi l'éclat du plumet chasse Les grands et les petits collets."")","('#la-chanteuse', 'Adieu grands et petits collets,  Adieu gens de robe et finance.')",1.18,Substitution
685,"('#leandre', ""Comme on voit que la pleine Lune Par degrés monte au firmament ; Ainsi j'en sais dont la fortune A commencé par le croissant."")",,1.0,Insertion
686,"('#mezzetin', 'Comme les abeilles habiles Puisent des fleurs les sucs nouveaux ; Ainsi les coquettes subtiles Sucent la bourse des nigauds.')","('#pierrot', 'Vous pouvez vendre vos sifflets,  À tous les chaudronniers de France.')",1.71,Substitution
687,"('#scaramouche', ""Le fétu d'abord pirouette Qu'il est auprès de l'ambre chaud ; L'ambre à Paris c'est la grisette, Et le fétu c'est le courtaud."")",,1.0,Insertion
688,"('#arlequin', ""Comme un coucou que l'amour presse, Prend un nid qui n'est point à lui ; Ainsi l'Officier a l'adresse, De pondre dans le nid d'autrui. Ils dansent tous en rond ; et la comédie finit."")","('#arlequin', ""Revenez tous encor demain,  Voir partir la troupe dolente.  Plus le parterre sera plein,  Plus la chose sera touchante.  Avant de nous séparer,  J'ai bien des choses à vous dire.  Si notre adieu vous fait pleurer,  Votre argent nous fera bien rire. "")",1.11,Substitution
