,dufresny-regnard-chinois,regnard-coquette,Cost,Operation Type
462,"('#colombine', ""Tour allait le mieux du monde ; vous auriez épousé Isabelle aujourd'hui, sans cet impertinent de comédien français qui vient d'arriver, et dont Roquillard s'est coiffé."")","('#colombine', ""Je vous prie, monsieur, de m'en dispenser ; je suis d'une fatigue outrée, et voilà huit nuits de suite que je cours le bal. "")",1.37,Substitution
463,"('#octave', 'Est-il possible ?')","('#arlequin', 'Il faut donc que madame danse à votre place ? ')",1.43,Substitution
464,"('#colombine', ""Dame !  Ces messieurs-là plaisent à l'ouverture du livre.  Tout ce que j'ai pu obtenir, c'est qu'il suspendra son choix jusqu'à ce qu'il vous ait entendu sur la prééminence de vos conditions."")",,1.0,Insertion
465,"('#octave', ""Comment veux-tu que je lui fasse entendre mes raisons ?  Il ne sait pas l'italien ; et, comme tu vois, je parle assez mal français."")","('#madame-pindaret', ""Moi, monsieur !  Excusez-moi, s'il vous plaît ; je ne danse point, je fais des vers. "")",1.19,Substitution
466,"('#colombine', ""Si vous voulez, je parlerai pour vous, et dans la dispute une femme vaut toujours mieux qu'un homme.  J'ai servi autrefois un comédien italien, et j'en sais assez le fort et le faible."")","('#arlequin', 'Parbleu !  Madame, vous danserez en vers, ou vous crèverez en prose. ')",1.35,Substitution
467,"('#octave', ""Ah, ma pauvre Colombine !  Il n'y a rien que tu ne doives attendre de moi, si, par ton moyen, j'épouse Isabelle."")","('#colombine', ""Allons, courage, madame ; voulez-vous qu'on envoie quérir votre Juvénal ?"")",1.63,Substitution
468,,"('#arlequin', 'Madame Pindaret se laisse tomber.  Voilà un vers à qui il manque un pied.')",1.0,Deletion
469,"('#colombine', 'Allez, ne vous mettez pas en peine ; je vais tout préparer pour vous servir. Il y a ici plusieurs scènes italiennes.')","('#madame-pindaret', ""Ah, ah !  Voilà un menuet qui m'a mise sur les dents.  J'aimerais mieux faire vingt sonnets que de...  Ah, ah !  Souffrez, mademoiselle, que je vous quitte pour aller me mettre au lit. "")",0.91,Substitution
470,"('#colombine', ""Vous voyez devant vous Octave, fidèle de nom, Vénitien d'extraction, amoureux de profession, et acteur sérieux de la troupe risible des comédiens italiens."")","('#arlequin', ""Adieu, madame ; allez vous faire tirer trois palettes d'épigrammes de la veine poétique."")",1.67,Substitution
471,"('#le-comedien-français', ""Halte-là ; je m'oppose à ces qualités : dites bande de comédiens italiens, et non pas troupe ; c'est un titre qui n'appartient qu'aux comédiens français.  Vous êtes encore de plaisants Bohémiens !"")","('#arlequin', ""Hé bien, mademoiselle, ne vous avais-je pas bien dit qu'il n'y avait guère de marquis plus ridicule que moi ? "")",0.91,Substitution
472,"('#colombine', ""On voit bien que vous vous ressentez toujours de la fierté romaine ; vous aimez les titres ; et, si l'on n'y tient la main, vous vous mettrez de pair avec les mouleurs de bois, et vous prendrez dans vos affiches la qualité de conseillers du roi."")","('#colombine', ""À vous sincèrement, pour un marquis de nouvelle impression, vous ne jouez pas mal votre rôle, et l'on croirait que vous l'auriez étudié toute votre vie. "")",0.77,Substitution
473,"('#un-portier', ""Monsieur, il y a là-bas un gros homme qui fait le diable à quatre pour entrer ; il dit qu'il s'appelle le Parterre."")",,1.0,Insertion
474,"('#le-comedien-français', ""Malepeste !  Il faut lui ouvrir la porte à deux battants ; c'est notre père nourricier.  Qu'il entre, en payant, s'entend. À bas, coquin. Le Parterre, habillé de diverses façons, ayant plusieurs têtes, un grand sifflet à son côté et d'autres à sa ceinture, prend Roquillard par le bras et le jette par terre."")","('#arlequin', 'Étudié !  Moi, étudié !  Palsembleu !  Vous ne le prenez pas mal.  Étudié !  Vous ne savez donc pas que je suis homme de qualité ?  À peine sais-je écrire mon nom !')",1.59,Substitution
475,"('#roquillard', 'Le Parterre a le ton impératif.')",,1.0,Insertion
476,"('#le-parterre', ""Qui vous fait si téméraire, mon ami, d'usurper ma juridiction ?  Ne savez-vous pas que je suis seul juge, et en dernier ressort, des comédiens et des comédies ?  Voilà avec quoi je prononce mes arrêts. Il donne un coup de sifflet."")","('#colombine', ""Vous voulez vous divertir ; je sais ce que je dois croire, et j'appelle de votre modestie. "")",0.7,Substitution
477,"('#le-comedien-français', ""Prends un siège, Parterre, prends, et sur toute chose, N'écoute point la brigue en jugeant notre cause : Prête, sans nous troubler, l'oreille à nos discours ; D'aucun coup de sifflet n'en interromps le cours. On apporte un fauteuil au Parterre."")","('#arlequin', ""Cela est, parbleu, comme je vous le dis ; et je veux que le diable m'emporte si jamais j'ai eu d'autres livres qu'un almanach avec un Parfait Maréchal.  Bon !  Que nous faut-il à nous autres gens de cour ? Beaucoup de bonne opinion, saupoudrée de quelques grains d'effronterie.  Voilà toute notre science auprès des femmes. Il se promène. "")",0.7,Substitution
478,,"('#colombine', 'Mais où allez-vous donc ?  Vous avez des inquiétudes horribles dans les jambes, et vous ne sauriez vous tenir un moment en place. ')",1.0,Deletion
479,"('#le-parterre', ""Tu te moques, mon ami ; le Parterre ne s'assied point.  Je ne suis pas un juge à l'ordinaire ; et de peur de m'endormir à l'audience, j'écoute debout."")","('#arlequin', ""Ma foi, mademoiselle, il faut du plain-pied à un marquis.  Je voudrais que vous vissiez à la Comédie le terrain que j'occupe sur le théâtre.  Oh, parbleu !  La scène n'est jamais vide avec moi.  Il n'y a que le théâtre de l'Opéra où je me trouve un peu en brassière ; je n'y saurais pirouetter à ma fantaisie. "")",0.57,Substitution
480,"('#colombine', ""Le style impérial, l'attitude romaine et le clinquant héroïque de ce déclamateur, pourraient m'alarmer, si je parlais devant un juge moins éclairé que Son Excellence Monseigneur le Parterre."")","('#colombine', ""C'est-à-dire que vous n'oseriez pas y faire le fanfaron comme ailleurs. "")",1.21,Substitution
481,"('#le-comedien-français', ""Ah, ah !  Son Excellence !  Monseigneur !  Ah !  Voilà bien les Italiens, qui tâchent d'amadouer l'auditeur dans un prologue, et font amende honorable pour demander grâce au Parterre."")","('#arlequin', ""Je suis pourtant toujours sur le bord du théâtre.  Il y a longtemps que j'ai secoué la pudeur de ces demi-gens de qualité qui commencent à se donner au public.  Ventrebleu !  Je ne tâte point des coulisses ; sur l'orchestre, morbleu !  Sur l'orchestre. "")",0.65,Substitution
482,"('#le-parterre', ""Ils ont beau faire, ils n'en sont pas quittes à meilleur marché que les Français : mes instruments à vent vont toujours leur train."")",,1.0,Insertion
483,"('#colombine', ""Non, ce n'est point la flatterie qui me dénoue .la langue ; je rends seulement les hommages dûs à ce souverain plénipotentiaire : c'est l'éperon des auteurs, le frein des comédiens, le contrôleur des bancs du théâtre, I'inspecteur et le curieux examinateur des hautes et basses loges : et de tout ce qui se passe en icelles ; en un mot, c'est un juge incorruptible, qui, bien loin de prendre de l'argent pour juger, commence par en donner à la porte de l'audience."")","('#colombine', ""Je ne sais pas, pour moi, quel plaisir prennent certaines gens, à la Comédie, de venir étouffer un acteur jusque sur les chandelles.  Comment voulez-vous qu'un pauvre diable de comédien se fasse entendre au bout d'une salle ?  Il faut donc qu'il crève ? "")",0.89,Substitution
484,,"('#arlequin', ""Parbleu !  Qu'il crève s'il veut ; il est payé pour cela. "")",1.0,Deletion
485,"('#le-parterre', ""Hélas !  Je n'ai pas seulement mes buvettes franches ; demandez-le plutôt à la limonadière."")","('#colombine', 'Mais, de bonne foi, monsieur le Marquis, croyez-vous que ce soit pour voir peigner votre perruque, prendre du tabac, et faire votre carrousel sur le théâtre, que le parterre donne ses quinze sols ? ')",1.2,Substitution
486,"('#colombine', ""Néron, empereur et comédien italien, fait assez voir la prééminence dont il est question.  Tout le monde sait qu'il courut la Grèce dans une de nos troupes, et l'histoire ne fait point mention qu'il ait jamais monté sur le théâtre du faubourg Saint-Germain."")",,1.0,Insertion
487,"('#le-comedien-français', ""Néron ?  Voilà encore un plaisant farceur !  Nous ne l'aurions jamais reçu dans notre troupe.  Il était trop cruel, et on n'est pas accoutumé à trouver de la cruauté sur nos théâtres."")","('#arlequin', ""N'est-ce pas bien de l'honneur pour lui de voir des gens de qualité ?  Ma foi, quand il n'aurait que ce plaisir-là, cela vaut bien une mauvaise comédie. "")",0.38,Substitution
488,"('#le-parterre', ""Si ce n'est à l'Opéra."")",,1.0,Insertion
489,"('#colombine', ""En effet, pour donner à l'univers un comédien italien, il faut que la nature fasse des efforts extraordinaires.  Un bon Arlequin est naturae laborantis opus ; elle fait sur lui un épanchement de tous ses trésors ; à peine a-t-elle assez d'esprit pour animer son ouvrage.  Mais pour des comédiens français, la nature les fait en dormant ; elle les forme de la même pâte dont elle fait les perroquets, qui ne disent que ce qu'on leur apprend par coeur : au lieu qu'un italien tire tout de son propre fonds, n'emprunte l'esprit de personne pour parler ; semblable à ces rossignols éloquents, qui varient leurs ramages suivant leurs différents caprices."")","('#colombine', ""Assurément ; c'est ce qui fait qu'il s'est mis en droit de vous siffler aussi bien que les méchantes pièces. "")",1.18,Substitution
490,"('#le-comedien-français', ""Vous les rossignols !  Ma foi, vous n'êtes tout au plus que des merles, que le Parterre prend soin de siffler tous les jours."")","('#arlequin', ""Il est vrai que le parterre devient terriblement orgueilleux : ce sont ces Italiens qui ont achevé de le gâter.  Savez-vous bien que cet été ils l'ont traité de monseigneur dans un placet ?  Le parterre monseigneur !  J'enrage ! "")",0.69,Substitution
491,"('#le-parterre', ""Cela n'est pas vrai.  Les Italiens me donnent le mardi et le vendredi pour me reposer ; mais chez les Français, je n'ai pas un jour pour reprendre mon haleine."")",,1.0,Insertion
492,"('#colombine', ""Si l'on regarde I'intérêt, qui est le seul point de vue dans les mariages d'aujourd'hui, un comédien italien l'emportera toujours sur un français.  Il fait moins de dépense en habits, sa part est plus grosse, et il ne faut quelquefois qu'une médiocre comédie pour faire rouler toute l'année un comédien italien"")","('#colombine', ""Vous avez beau pester, le parterre fait du bien à tout le monde ; il redresse les auteurs, il tient les comédiens en haleine ; un fat ne se campe point impunément devant lui sur les bancs du théâtre : en un mot, c'est l'étrille de tous ceux qui exposent leurs sottises au public.  Que ne vous mettez-vous dans les loges ?  On ne vous examinera pas de si près. "")",0.56,Substitution
493,"('#le-comedien-français', ""Je le crois bien : il est aisé de rouler quand on n'a qu'une moitié de carrosse à entretenir."")",,1.0,Insertion
494,"('#colombine', 'Nos équipages seraient aussi superbes que les vôtres, si nous voulions faire des exactions sur le public, et mettre, comme vous, nos premières représentations au double.')",,1.0,Insertion
495,"('#le-comedien-français', ""Est-ce qu'un bourgeois doit plaindre trente sous pour être logé pendant deux heures dans l'hôtel le plus magnifique et le plus doré qui soit à Paris ?"")",,1.0,Insertion
496,"('#colombine', ""Hé !  Ne nous vantez pas tant les magnificences de votre hôtel : votre théâtre, environné d'une grille de fer, ressemble plutôt à une prison qu'à un lieu de plaisir.  Est-ce pour la sûreté des jeunes gens qui sortent de la Cornemuse ou de chez Rousseau, et pour les empêcher de se jeter dans le parterre, que vous mettez des garde-fous devant eux ?  Les Italiens donnent un champ libre sur la scène à tout le monde ; l'officier vient jusque sur le bord du théâtre, étaler impunément aux yeux du marchand la dorure qu'il lui doit encore ; l'enfant de famille, sur les frontières de l'orchestre, fait la moue à l'usurier qui ne saurait lui demander ni le principal, ni les intérêts ; le fils, mêlé avec les acteurs, rit de voir son père avaricieux faire le pied de grue dans le parterre, pour lui laisser quinze sous de plus après sa mort.  Enfin le théâtre italien est le centre de la liberté, la source de la joie, l'asile des chagrins domestiques ; et quand on voit un homme à l'hôtel de Bourgogne, on peut dire qu'il a laissé tout son chagrin chez lui, pourvu qu'il y ait laissé sa femme."")","('#arlequin', ""Moi, dans les loges !  Je vous baise les mains : je n'entends point la comédie dans une loge comme un sansonnet ; je veux, morbleu !  Qu'on me voie de la tête aux pieds, et je ne donne mon écu que pour rouler pendant les entr'actes, et voltiger autour des actrices. "")",0.3,Substitution
497,,"('#le-laquais', 'Mademoiselle, voilà votre couturière.')",1.0,Deletion
498,"('#le-parterre', ""J'en connais qui laissent quelquefois leurs femmes seules au logis, et qui les retrouvent ici en fort bonne compagnie."")","('#colombine', ""Hé bien, Margot, m'apportez-vous mon manteau ? "")",1.19,Substitution
499,"('#colombine', ""Le tout mûrement considéré, je conclus qu'un comédien italien est préférable, par toutes sortes de raisons, à un comédien français."")","('#margot', ""Oui, mademoiselle j'espère qu'il vous habillera parfaitement bien : depuis que je travaille, je n'ai jamais vu d'habit si bien taillé. "")",1.74,Substitution
500,,"('#arlequin', 'Ni moi de fille si ragoûtante.  Voilà, mordi !  Une petite créature bien émerillonnée.  Écoutez, ma fille, où demeurez-vous ? ')",1.0,Deletion
501,,"('#margot', ""Pas loin d'ici. "")",1.0,Deletion
502,,"('#arlequin', 'Tant mieux.')",1.0,Deletion
503,,"('#colombine', ""Vous voulez bien, monsieur le Marquis ; me permettre d'essayer mon manteau ? "")",1.0,Deletion
504,"('#le-comedien-français', ""Je déclame pour maître Titus de la Discorde, comédien d'heureuse mémoire, chevalier, seigneur du Cid, baron de Bérénice, Phèdre, Iphigénie, et autres pièces de sa dépendance ; Français de nation, Grec ou Romain de profession."")","('#arlequin', ""Oui-da, mademoiselle ; vous pouvez vous habiller jusqu'à la chemise inclusivement. Margot est, ma foi, toute des plus jolies, et il y aurait plaisir de lui margotter le coeur ; je m'assure qu'elle n'a pas quinze ans.  Peut-on voir votre minois, petite femelle ténébreuse ?  Margot habille Colombine ; Arlequin badine.  Il veut lever sa coiffe ; Margot se défend. "")",1.19,Substitution
505,"('#le-parterre', ""Voilà de belles qualités ; mais par malheur elles ne paraissent qu'aux chandelles, et s'en vont en fumée sitôt qu'elles sont éteintes."")","('#colombine', 'Allons donc, monsieur le Marquis, soyez sage.  Que ne vous laissez-vous voir aussi, Margot, vous qui êtes si jolie ? ')",1.32,Substitution
506,,"('#margot', ""Je n'oserais, mademoiselle. "")",1.0,Deletion
507,,"('#colombine', 'Pourquoi ? ')",1.0,Deletion
508,"('#le-comedien-français', ""Cicéron dans son opinion pro Roscio Amerino comoedo, compare une troupe de comédiens à un coche attelé de différents animaux.  Le cheval veut aller à droite, l'âne à gauche, le boeuf tire à plein collier, tandis que la mule rétive et malicieuse s'arrête tout court."")","('#margot', ""C'est que monsieur Harpillon m'a défendu de regarder les hommes ; et il serait fâché s'il savait que je me fusse montrée. "")",1.7,Substitution
509,,"('#colombine', 'Qui est donc ce monsieur Harpillon ? ')",1.0,Deletion
510,"('#le-parterre', 'Et moi, je suis le charretier qui fouette ceux qui ne tirent pas propos. Il fait aller son sifflet.')","('#margot', ""C'est un des gros fermiers, qui est mon parrain ; il fait du bien à toute notre famille, et il a déjà donné un bon emploi à mon grand frère. "")",1.42,Substitution
511,,"('#arlequin', ""J'entends, j'entends ; monsieur Harpillon a mis le frère dans un bureau, et mettra, s'il peut, la soeur en chambre. "")",1.0,Deletion
512,"('#le-comedien-français', ""Qui peut douter, messieurs, que cette peinture ne représente au naturel l'attelage des comédiens italiens ?  Cicéron était Italien, il n'y avait point encore de comédiens français dans la république romaine ; ergo, voilà ces boeufs, ces ânes et ces mules dont le prince de l'éloquence a voulu parler."")","('#margot', ""Oh !  Monsieur, il n'y a point de ce que vous pensez à son fait : c'est un homme qui n'a que de bons desseins ; il m'a promis de m'épouser ; et pour preuve de cela, il m'a déjà envoyé une housse verte avec une bergame. "")",1.41,Substitution
513,"('#colombine', 'Cela est faux.  La mule est un animal stérile, et .tout le monde sait que Marinette et Colombine ont des enfants tous les neuf mois. ')",,1.0,Insertion
514,"('#le-parterre', 'Exemplum ut talpa.')","('#arlequin', ""Fi !  Une bergame à une fille comme vous !  Si tu voulais, Margot, m'épouser à la Harpillon, j'irais moi jusqu'à une verdure. "")",1.73,Substitution
515,"('#le-comedien-français', ""Qu'est-ce qu'un comédien italien ?  Un oiseau de passage, un étourneau qui vient s'engraisser en France ; un vagabond sans feu ni lieu, et sans parents."")","('#margot', 'Je vous remercie, monsieur ; cela ferait jaser le monde.  Tenez, monsieur, pour avoir été un jour promener avec mon cousin, vous ne sauriez croire quels contes on a faits.  Il y a les plus maudites langues dans notre montée. ')",1.3,Substitution
516,,"('#arlequin', 'Écoutez, Margot, votre montée a peut-être raison, et il pourrait bien y avoir quelque chose à refaire à votre réputation. ')",1.0,Deletion
517,,"('#colombine', ""Margot peut aller partout, monsieur le Marquis ; elle est sage, et j'en réponds corps pour corps. "")",1.0,Deletion
518,"('#colombine', ""Sans parents ?  Rayez cela de vos papiers.  Il n'y a point de comédien italien qui n'ait fait des alliances dans tous les quartiers de Paris."")","('#arlequin', ""La bonne caution !  Croyez-moi, les environs de Paris sont terriblement dangereux.  N'allez-vous point quelquefois au bois de Boulogne ? "")",1.42,Substitution
519,,"('#margot', ""Dieu m'en garde, monsieur !  Ma mère me l'a défendu, et m'a dit que c'était un vrai coupe-gorge pour une fille. "")",1.0,Deletion
520,,"('#arlequin', ""C'est peut-être là que votre mère a été égorgée.  Ma foi, cette fille me plaît.  Ma mie, me voudrais-tu tailler une chemise et quelques caleçons ? "")",1.0,Deletion
521,,"('#margot', 'Je suis votre servante, monsieur ; on ne travaille point en homme au logis. ')",1.0,Deletion
522,,"('#arlequin', 'Hé bien, viens les faire chez moi. ')",1.0,Deletion
523,"('#le-comedien-français', ""Ces alliances-là ne lui donnent pas le droit de bourgeoisie : il faut avoir, comme les Français, pignon sur rue, un hôtel magnifique, bâti de leurs deniers, ou de ceux qu'ils ont empruntés.  C'est un héritage hypothécable, une vigne qui n'est point sujette à la grêle, un champ fertile où pour quelques paroles semées à tort et à travers, on recueille tous les jours de l'argent comptant."")","('#colombine', ""Justement !  On garde des filles de cet âge-là pour votre commodité !  Vous n'avez qu'à vous y attendre.  Mais il me semble, Margot, que ce manteau-là monte bien haut ; on ne voit point ma gorge. "")",1.07,Substitution
524,,"('#margot', ""Ce n'est peut-être pas la faute du manteau, mademoiselle. "")",1.0,Deletion
525,,"('#colombine', ""Taisez-vous, Margot ; vous êtes une sotte : tenez, remportez votre manteau ; j'y suis faite comme je ne sais quoi."")",1.0,Deletion
526,,"('#arlequin', ""Plus je vois cette enfant-là, plus elle me plaît...  Un petit mot : j'ai besoin d'une fille de chambre ; je crois que tu serais assez mon fait.  Sais-tu raser ? "")",1.0,Deletion
527,"('#le-parterre', ""Cette hypothèque-là est bien casuelle.  Il ne faut que le mauvais vent d'un sifflet pour envoyer la récolte à tous les diables."")","('#margot', ""Moi, raser !  Je vois bien que vous êtes un gausseur: je mourrais de peur, si je touchais un homme seulement du bout du doigt.  Adieu, mademoiselle ; dans un quart d'heure je vous rapporterai votre manteau avec de la gorge. "")",1.36,Substitution
528,,"('#arlequin', 'Adieu, adieu, petite nymphe du bois de Boulogne.')",1.0,Deletion
529,"('#le-comedien-français', ""Quand un comédien français n'aurait pour tout bien que sa seule garde-robe, il serait plus riche que toute l'Italie ensemble, et trouvera toujours une ressource chez le fripier.  Le moindre petit confident a de quoi habiller, dans un jour de triomphe, toute la république romaine."")","('#arlequin', ""Elle n'est, morbleu, pas sotte, et je m'aimerais presque autant que vous.  Nous autres gens de qualité, nous aimons quelquefois à rabattre sur la grisette.  Et de notre mariage qu'en dirons-nous ? "")",0.8,Substitution
530,,"('#colombine', ""Je vous dirai, monsieur le Marquis, qu'avant que de vous épouser, je vous demande encore une grâce.  Nous sommes un certain nombre de filles qui avons fait serment de ne point prendre de mari qui n'ait été reçu auparavant dans notre académie.  Il faut vous y faire recevoir. "")",1.0,Deletion
531,,"('#arlequin', ""Moi, dans votre académie de filles !  Vous vous moquez ; j'ai des empêchements plus que légitimes.  Et que faut-il faire pour cela ? "")",1.0,Deletion
532,"('#colombine', ""Cela est vrai.  Mais si tous les marchands à qui ils doivent leur tiraient chacun leurs plumes, ils feraient le rôle de la corneille d'Ésope, et seraient obligés de jouer les empereurs en pinchina."")","('#colombine', ""Ne vous mettez pas en peine : on vous habillera en femme ; on vous fera peut-être faire serment d'être un époux commode, de laisser faire à votre femme tout ce qu'il lui plaira, de n'être point de ces maris coquets qui vivent de rapine, et laissent leurs femmes pour aller picorer sur le commun. "")",0.97,Substitution
533,"('#le-comedien-français', ""Je tombe d'accord que l'on doit quelque petite chose dans la rue Saint-Honoré ; mais une part entière bouche bien des trous, et trente ou quarante ans de service acquittent plus de la moitié des dettes d'un comédien."")","('#arlequin', ""Quand on a de cette besogne-là toute taillée chez soi, on n'a guère envie d'aller travailler en ville.  Allons, faisons ce qu'il vous plaira.  Voilà qui est bien drôle, qu'il faille, pour vous épouser, commencer par se déshumaniser !"")",0.85,Substitution
534,"('#le-parterre', 'On ne devrait pas faire crédit à ces messieurs-là.  Ils me font toujours payer comptant, et ne me rendent jamais juste la passe de ma pièce de quinze sols.')",,1.0,Insertion
535,"('#le-comedien-français', ""Paraissez, Navarrais, Maures et Castillans, Et tout ce que l'Espagne a nourri de vaillants. N'allons pas plus avant ; demeurons, chère OEnone ; Je ne me soutiens plus, la force m'abandonne ; Mes yeux sont éblouis du jour que je revois ; Et mes genoux tremblants se dérobent sous moi. Peut-on faire quelque parallèle entre le mérite d'un comédien français et celui d'un comédien italien ?  Le premier est le maître des passions ; c'est le balancier qui fait mouvoir tous les ressorts de l'âme ; c'est un vieux fiacre routiné, qui tient à la main les rênes des passions : tantôt, faisant claquer son fouet, il excite le trouble et la terreur : Veut-il inspirer la pitié ; il arrête sur le cul ses rosses fatiguées : Voilà ce qui s'appelle retourner un coeur comme une omelette ; et pour faire naître tant de différents mouvements dans l'âme des auditeurs, il faut qu'un comédien français soit un Protée qui change de face à tout moment, et qu'il ait l'art de peindre toutes les passions sur son visage."")","('#mezzetin', ""Ô toi qui veux épouser Colombine,  Reçois l'honneur que sa main te destine:  Tu n'étais qu'un vilain magot,  Un ostrogot,  Un escargot ;  Tu vas être aussi beau qu'une fille  Gentille,  Ou peu s'en faut. "")",0.78,Substitution
536,,"('#le-choeur', ""Tu n'étais qu'un vilain magot, etc."")",1.0,Deletion
537,"('#colombine', 'Je ne sais quelle couleur les passions prennent sur le visage de vos comédiens ; mais sur celui de vos comédiennes, elles sont toutes peintes en rouge.')","('#mezzetin', ""Reçois cette coiffure en malice féconde ;  Avec cet ornement,  Tu peux facilement  Insulter hardiment  Et la brune et la blonde ;  Avec cet ornement,  Tu charmeras tout le monde.  Micropoli, chariba, charistac.  Baroquina, bocardo, merlinbrac.  Ministres de mon art,  Versez tout votre fard  Sur ce nez en pied de marmite ;  Barbouillez vite ce museau,  Et nettoyez votre pinceau  Sur cette trogne hermaphrodite.  Il fait des gestes en dansant, et chante.  Deux Fourbes s'approchent d'Arlequin ; l'un tient un pot de rouge et l'autre un pot de blanc, et ils lui barbouillent les deux côtés du visage."")",1.06,Substitution
538,"('#le-parterre', ""Je crois que les deux troupes se servent du même peintre ; c'est à peu près la même manière."")","('#arlequin', 'Je peux présentement résister à la pluie ; me voilà bien peint.')",0.98,Substitution
539,,"('#mezzetin', ""Ah ! Qu'il est beau!... oh, oh ! Le damoiseau  Au museau  De couleur de pruneau ;  Faisons le pied de veau :  Ah !qu'il est beau !... oh, oh !"")",1.0,Deletion
540,,"('#le-choeur', ""Ah ! Qu'il est beau !... oh, oh ! Ils s'en vont tous en chantant. "")",1.0,Deletion
541,,"('#trafiquet', ""Que veut donc dire, s'il vous plaît, cette mascarade-ci ? "")",1.0,Deletion
542,,"('#arlequin', ""Monsieur, je vous prie de me dire si je suis mâle ou femelle ; car, ma foi, je n'y connais rien. "")",1.0,Deletion
543,,"('#trafiquet', 'Vous êtes un fou, voilà ce que vous êtes.')",1.0,Deletion
544,,"('#pierrot', 'Ha, ha, ha !  Essuyez-vous, monsieur le bailli, vous êtes tout barbouillé. ')",1.0,Deletion
545,"('#le-comedien-français', ""Quae cum ita sint, je conclus que Roquillard est un sot, s'il ne marie sa fille à la Discorde.  En la donnant à un comédien italien, il lui donne tout au plus un homme.  Arlequin est toujours Arlequin ; le Docteur toujours le Docteur : au lieu qu'un comédien français est un mari en plusieurs hommes ; tantôt homme de robe et tantôt homme de guerre, aujourd'hui César et demain Mascarille.  Ah !  Que c'est un grand plaisir pour une femme de tâter un peu de tout, et de pouvoir mettre un mari à toutes sauces !  Finis coronat opus."")","('#colombine', 'Je suis, mon père, disposée à vous obéir ; mais je ne crois pas que vous vouliez me donner pour mari un homme qui est capable de pareilles extravagances. ')",0.86,Substitution
546,"('#le-parterre', ""Pour reconnaître en quelque façon le désintéressement de la troupe italienne, qui ne m'a jamais fait payer que quinze sous, et qui m'a donné la comédie gratis à la prise de Namur, j'ordonne qu'Octave épousera Isabelle."")","('#arlequin', ""Oh, oh !  Voilà qui est assez drôle.  Par ma foi !  S'il y en a, c'est vous qui les avez faites, et qui avez voulu que je me sois fait et marquis et ce que me voilà...  Voyez, ne me voilà-t-il pas bien désigné ? "")",0.99,Substitution
547,"('#le-comedien-français', ""O tempora ! O mores !  J'appelle de ce jugement-là aux loges."")","('#colombine', 'Moi, je vous ai fait faire ces extravagances-là ?  Ma foi, monsieur le bailli, vous rêvez. ')",1.55,Substitution
548,,"('#pierrot', ""Monsieur, quand je vous ai dit que j'étais mieux le fait de votre fille que cet homme-là, est-ce que je me trompais ?  Il faudra pourtant que vous y veniez. "")",1.0,Deletion
549,,"('#trafiquet', ""Ce que j'ai vu tantôt, et ce que je vois présentement, m'oblige de vous dire, monsieur le bailli, que vous pouvez, tout de ce pas, vous en retourner dans le Bas-Maine, manger vos chapons ; car pour ma fille, vous n'en croquerez que d'une dent. "")",1.0,Deletion
550,,"('#pierrot', ""Que d'une dent, monsieur le bailli, que d'une dent. "")",1.0,Deletion
551,,"('#arlequin', ""Allez-vous-en au diable, vous et votre fille, petit vilain grigou raccourci.  Adieu, la belle ; je ne crois pas qu'il y ait au monde un animal plus méchant que vous.  Il faut qu'un provincial ait bien le diable au corps, pour venir s'équiper d'une femme à Paris. "")",1.0,Deletion
552,,"('#colombine', ""Et qu'une fille à Paris soit bien près de ses pièces pour épouser un bailli du Bas-Maine. "")",1.0,Deletion
553,"('#le-parterre', 'Mes jugements sont sans appel.')",,1.0,Insertion
