,dancourt-metempsychose,dufresny-adieux-des-officiers,Cost,Operation Type
532,"('#jupiter', 'Junon ! ')",,1.0,Insertion
533,"('#venus', ""De vos amours voilà quel est l'effet ;  Je ne dois pas les blâmer tout-à-fait,  C'est une liberté qui ne m'est pas permise,  Mais votre exemple l'autorise.  Comme chez les mortels, l'exemple chez les Dieux  Est tout-à-fait contagieux :  Quand à sa femme un mari donne prise,  La femme cherche à l'imiter,  Et c'est ainsi qu'on l'indemnise. "")","('#junon', ""Si Bacchus ne peut guérir l'outrage,  Que Vénus vient de faire à Vulcain,  Au moins il lui donne le courage  D'aller se venger chez son voisin  Mais que peut le vin sur une femme,  Qui ne veut point trahir son honneur ?  Il ne fait qu'allumer dans son âme  Le feu d'une jalouse fureur. "")",0.33,Substitution
534,"('#jupiter', ""Déesse vous venez ici nous débiter  Une ridicule morale.  Un mari peut manquer à la foi conjugale,  Sans que la femme soit en droit d'en profiter.  Il est des lois de bienséance,  Les maris ont de certains droits. "")",,1.0,Insertion
535,"('#venus', ""On s'y conformais autrefois,  Aujourd'hui l'usage en dispense,  Les femmes ont changé de lois. "")",,1.0,Insertion
536,"('#jupiter', ""Morbleu de toute votre race  J'ai bien à me plaindre aujourd'hui ;  L'aîné prend ma femme pour lui,  Les cadets pour un autre enlèvent ma maîtresse ;  Pour l'aîné, je conviens de ce que je lui dois ;  Il a souvent bien servi ma tendresse,  Et là-dessus je suis de bonne foi.  Il faut bien, en faveur de tant de bons offices,  Lui passer ses tendres caprices,  Quoique ma femme en soit l'objet,  Mais qu'il en demeure au projet. "")","('#vulcain', ""Vous vous plaindriez beaucoup moins, madame,  Si Vénus vous prêtait sa douceur.  Momus présente Vénus à Vulcain, et chante.  Puisque ta Vénus est innocente,  Nous te supplions de l'accepter :  Elle est aussi sage que charmante :  Et si tu prétendais en douter,  Bacchus va jurer qu'elle est jolie,  Tu sais qu'il dit toujours la vérité :  Et moi, grand dieu de la raillerie,  Je réponds de sa fidélité. "")",0.22,Substitution
537,"('#venus', ""Rassurez-vous, et n'ayez nulle crainte,  Sa tendresse n'est qu'une feinte ;  Et je n'ai pris le soin de vous en avertir,  Qu'afin de vous faire sentir,  Dans le désir d'être vengée,  À quoi se peut livrer une prude enragée ;  C'est à vous dans la suite à vous en garantir. "")","('#vulcain', ""Puisses-tu dans mon âme attendrie  Faire régner l'incrédulité !  Bacchus fait embrasser Vulcain et Vénus,  et les fait boire tous deux dans le même verre."")",0.88,Substitution
538,"('#jupiter', ""Ah ! C'est ce que l'on doit attendre ;  Mais lorsqu'à votre aîné j'ai des grâces à rendre,  J'ai du regret à ne vous point mentir,  D'être obligé de vous apprendre  Quel violent parti contre tous ses cadets,  Après les chagrins qu'ils m'ont faits,  Mon courroux vient de prendre. "")",,1.0,Insertion
539,"('#venus', 'Quoi ? Comment donc ! ')",,1.0,Insertion
540,"('#jupiter', 'Ils ont prêté  Leurs soins pour enlever Corine. ')",,1.0,Insertion
541,"('#venus', 'Ce trait qui contre eux vous chagrine  Ne doit point leur être imputé. ')",,1.0,Insertion
542,"('#jupiter', ""J'en crois le mouvement dont j'en suis agité,  Et la fureur qui me domine ;  Ils m'ont trahi, mais je m'en vengerai,  J'en vais détruire autant que je pourrai. "")",,1.0,Insertion
543,"('#venus', ""Votre courroux contre eux n'a rien que j'appréhende. "")",,1.0,Insertion
544,"('#jupiter', 'Ils en ressentiront cependant les effets. ')",,1.0,Insertion
545,"('#venus', ""Vous en auriez d'inutiles regrets ;  Ils mériteront grâce, et je vous la demande. "")",,1.0,Insertion
546,"('#jupiter', ""C'est assez qu'à l'aîné je laisse ses Autels,  Les autres deviendront mortels :  De ma vengeance il faut laisser des marques,  Je les assujettis aux caprices des Parques. "")",,1.0,Insertion
547,"('#venus', 'Quel affront ! Quelle nouveauté ! ')",,1.0,Insertion
548,"('#jupiter', ""Allez, dépêchez-vous ; que mon ordre, Mercure,  À l'instant soit exécuté. "")",,1.0,Insertion
549,"('#mercure', 'Vous serez obéi. ')",,1.0,Insertion
550,"('#venus', ""Cette peine est trop dure,  Révoquez-en l'arrêt. "")",,1.0,Insertion
551,"('#jupiter', ""Non, Je suis trop piqué,  Il ne sera point révoqué,  Et c'est par le Styx que j'en jure. "")",,1.0,Insertion
552,"('#venus', 'Ciel ! Puis-je recevoir de plus sensible injure ? ')",,1.0,Insertion
553,"('#mercure', ""Il est terrible en sa fureur ;  Et les Amours, je vous assure,  Ont grand tort dans cette aventure,  Par un endroit sensible ils ont frappé son coeur ;  Voilà pour eux une fâcheuse époque.  De la façon qu'il a juré,  Je ne crois pas, tout bien considéré,  Que jamais l'ordre se révoque. "")","('#pluton', ""Quoiqu'un gros chien garde toujours ma porte,  Je ne crois pas ma femme en sûreté,  Mais quand j'ai bu, j'ai la tête si forte  Que je suis sûr de sa fidélité. "")",0.73,Substitution
554,"('#venus', ""L'effet du moins par vous doit être différé. "")",,1.0,Insertion
555,"('#mercure', ""Non, je ne puis trop tût satisfaire à son gré,  Et je vais avertir les trois Soeurs filandières,  Qu'à leurs lois Jupiter a soumis les Amours,  Qu'elles sont désormais maîtresses de leurs jours.  Impitoyables et sévères,  Je crois que loin d'en prolonger le cours,  Elles n'en épargneront guères ;  Et je prévois que leur fatal ciseau,  Les fera presque tous périr dès le berceau.  Je vous quitte. "")","('#vulcain', 'Pour publier les armes que tu portes,  Tu boiras donc tout le fleuve Léthé. ')",1.13,Substitution
556,"('#venus', 'Arrêtez de grâce. ')",,1.0,Insertion
557,"('#mercure', ""Vous obéir n'est pas en mon pouvoir.  Quand Jupiter prononce, il faut qu'à son devoir  Sans différer on satisfasse. "")",,1.0,Insertion
558,"('#venus', ""Et moi, pour qui cet Arrêt odieux  Est l'offense la plus mortelle,  Je saurai contre lui soulever tous les Dieux.  De tes frères, mon fils, prends en main la querelle,  Vengeons-nous de concert d'un Maître impérieux. "")","('#bacchus', ""Puisque le vin t'a rendu raisonnable,  Il faut bannir tous les soupçons jaloux. Vos démêlés se videront à table :  Pour les régler, je vais boire avec vous. "")",0.83,Substitution
559,"('#l-amour', 'Quel violent transport, Déesse, vous anime ? ')",,1.0,Insertion
560,"('#venus', ""Tu vois, mon fils, le coeur de ta mère agité,  Du courroux le plus légitime.  Tes frères sont privés de l'immortalité ;  Sans les entendre, on les opprime.  Contre eux Jupiter irrité,  Que sans le rendre heureux Corine l'ait quitté,  De sa fuite leur fait un crime :  Il a donné l'arrêt. "")",,1.0,Insertion
561,"('#l-amour', ""Il faut qu'il le supprime,  Et c'est un traitement qu'ils n'ont pas mérité.  Si l'enlèvement de Corine,  Au point où je le crois, l'offense et le chagrine,  De cet enlèvement qu'il ne soit point surpris :  Il nous a méprisés ; mais enfin, qu'il apprenne  Que pour éviter ses mépris,  On cherche à mériter sa haine. "")",,1.0,Insertion
562,"('#venus', ""Vous le pouvez braver impunément,  Mais vos frères, mon fils, objet de sa vengeance,  Quand c'est vous qui faites l'offense,  En reçoivent le châtiment. "")",,1.0,Insertion
563,"('#faunus', ""Hé ! Qu'est-ce donc, voici bien du remue-ménage ?  Jupiter est pis qu'enragé,  Et moi de mon côté j'enrage.  C'est vous, petit fripon, je gage,  Qui malice avez ici tout dérangé. "")",,1.0,Insertion
564,"('#l-amour', ""Oui, c'est moi, c'est Bacchus, et Junon elle-même,  Qui de concert en ce moment,  Venons d'unir Corine à ce qu'elle aime. "")",,1.0,Insertion
565,"('#faunus', ""Vous avez là-dedans bien opéré, vraiment,  Un mortel est maître des charmes  Que le Maître des Dieux aimait si tendrement :  Je ne m'étonne pas s'il met tout en alarmes.  Dans tout ceci pour moi je n'attends rien de bon. "")",,1.0,Insertion
566,"('#venus', ""Vous ne faites que craindre en cette occasion,  Et des Amours déjà la disgrâce est certaine.  Doivent-ils seuls portés la peine,  D'avoir trop bien servi Junon ?  Jupiter, suspends ta vengeance,  Ou si tu veux l'exercer aujourd'hui ;  C'est l'Hymen qui te fait la plus sensible offense ;  Punis-le, venge-toi sur lui. "")","('#venus', ""Grâce au bon vin, tu crois que je suis sage :  Maudit celui qui te détrompera.  S'il te revient quelque fâcheux présage,  Va chez Bacchus, il me justifiera. "")",0.53,Substitution
567,"('#faunus', ""Oh ! Pour cela, c'est une chose à faire,  C'est lui qu'il faut bannir du rang des Immortels.  Quand on détruirait ses Autels,  On ne s'en plaindrait pas, et l'on n'y perdrait guère ;  Mais vouloir supprimer la race des Amours,  Ce serait déranger l'ordre de la nature ;  Le monde, sans l'Hymen, doit bien durer toujours ;  Mais sans Amours, il est bien malaisé qu'il dure,  Je crains fort entre nous la fin de l'aventure. "")",,1.0,Insertion
568,"('#l-inconstance', ""Ne craignez rien, Faunus, rassurez-vous ;  Cessez de vous plaindre, Déesse,  Aux destins des Amours toujours je m'intéresse ? "")",,1.0,Insertion
569,"('#l-amour', ""Que peut l'Inconstance pour nous ? "")",,1.0,Insertion
570,"('#l-inconstance', ""Pour vous, ingrat, je travaille sans cesse ;  De Jupiter j'ai calmé le courroux. "")","('#vulcain', ""Te voilà donc, Vénus, justifiée,  Il faut finir, notre titre est entier.  On blanchirait l'épicière accusée,  Si l'on pouvait enivrer l'épicier. "")",1.05,Substitution
571,"('#venus', 'Que dites-vous ? ')",,1.0,Insertion
572,"('#l-inconstance', ""J'en suis certaine ;  Il voit Corine sans regret,  Par l'hymen unie à Philène. "")",,1.0,Insertion
573,"('#l-amour', 'Quoi ! Leur bonheur ne lui fait point de peine ? ')",,1.0,Insertion
574,"('#l-inconstance', ""Pour dégager les coeurs d'une amoureuse chaîne,  L'Inconstance a plus d'un secret,  Jupiter en ressent l'effet,  Il n'est pas sans amour, mais il est sans colère. "")",,1.0,Insertion
575,"('#faunus', 'Hé, comment avez-vous pu faire ? ')",,1.0,Insertion
576,"('#l-inconstance', ""Sans m'écarter de ma route ordinaire,  J'ai fait à ses regards briller un jeune objet,  Plus charmant que Corine, et plus digne de plaire. "")",,1.0,Insertion
577,"('#venus', 'Fort bien. ')",,1.0,Insertion
578,"('#l-inconstance', ""Un de vos fils, un petit téméraire,  De tous les Amours le cadet,  Qui je crois ne fait que naître,  Les a d'abord frappés tous deux du même trait :  Et des Dieux le Souverain Maître  Applaudit à l'enfant du beau coup qu'il a fait. Il le caresse, il fait connaître  Qu'il se repent du funeste décret,  Dont il vient de charger Mercure ;  Et tout Dieu qu'il est, il murmure  Contre le sort qui le soumet,  Ayant juré le Styx, à n'être point parjure.  Il me consulte, il me permet,  Autant qu'il se pourra, de réparer la chose,  J'imagine un moyen, et je le lui propose,  Il l'approuve à l'instant, il en est satisfait. "")",,1.0,Insertion
579,"('#venus', 'Quel est-il ? ')",,1.0,Insertion
580,"('#l-inconstance', 'La Métempsycose. ')",,1.0,Insertion
581,"('#l-amour', 'Comment ? ')",,1.0,Insertion
582,"('#l-inconstance', ""Si les Amours ne sont plus immortels,  Ils n'en auront pas moins leurs Temples, leurs Autels  Ils finiront sans cesser d'être. Les Parques, ni les temps ne pourront rien sur eux,  Toujours jeunes, charmants, heureux,  Leur aîné de leur sort sera par moi le maître,  Le sien ne sera pas plus brillant que le leur :  Et quand ils mourront dans un coeur,  Dans un autre à l'instant je les ferai renaître,  Et leur rendrai par-là cette immortalité  Dont le droit leur vient d'être ôté. "")",,1.0,Insertion
583,"('#l-amour', ""Ai-je tort d'aimer l'Inconstance ? "")",,1.0,Insertion
584,"('#venus', 'Peut-on mieux des Amours réparer le malheur ? ')",,1.0,Insertion
585,"('#l-inconstance', ""À mes talents, à ma faveur,  Vénus et les Amours doivent plus qu'on ne pense. "")",,1.0,Insertion
586,"('#l-amour', 'Ne doutez point de leur reconnaissance. ')",,1.0,Insertion
587,"('#mercure', ""Jupiter près de vous m'envoie en diligence  Vous annoncer le pardon d'une offense  Qu'il ressentait avec trop de chaleur ;  Mais il faut le servir dans sa nouvelle ardeur ;  Junon au Ciel est retournée. "")",,1.0,Insertion
588,"('#l-amour', ""Saisissons cet heureux moment ;  De Corine et de son Amant,  Célébrons ici l'hyménée. "")",,1.0,Insertion
589,"('#venus', 'Que tout conspire à leur contentement. ')",,1.0,Insertion
590,"('#l-inconstance', ""Que l'Univers admire ma puissance,  Et qu'on se souvienne toujours  Que malgré les destins, aujourd'hui l'Inconstance  Immortalise les Amours.  Symphonie."")",,1.0,Insertion
591,"('#mercure', ""Vous n'aviez jamais lu dans la Métamorphose,  Les incidents qu'on vient d'exposer à vos yeux,  Et de cette Métempsycose  L'effet pourtant est sensible en tous lieux.  L'histoire secrète des Dieux  Pour les gens de bon goût doit avoir quelque chose  D'intéressant, de curieux.  Si cette épreuve a pu vous satisfaire,  Nous tâcherons de temps en temps  D'en démêler encore de nouveaux incidents,  Et de les rendre de manière  Que vous en soyez plus content :  La troupe de nos Dieux préfère  À l'intérêt, de même à tout encens,  L'avantage seul de vous plaire,  Et d'attirer vos applaudissements. "")",,1.0,Insertion
