,schelandre-tyr-sidon-i,schelandre-tyr-sidon-ii,Cost,Operation Type
34,,"('#cassandre', 'Que si jamais vous plut quelque mien sacrifice, Renforcez-moi le bras pour ce dernier office.')",1.0,Deletion
35,"('#abdolomin', ""Que me servait-il, las ! Si cet avide roi Ne prétendait pas moins que ma couronne et moi ? Maudite faim d'honneur, que d'horribles carnages Sont provenus de toi sur nos tristes rivages, Depuis que le flambeau qui marque les saisons A logé douze fois en ses douze maisons ! Les cieux en ont horreur ; ses feux pleins de vengeance Ne dardent plus sur nous qu'une gauche influence. Les champs, les ruisseaux, l'air et Mercure sont las De porter, de couler, d'ouïr, de mener bas Les charognes, le sang, les hurlements, les ombres, D'hommes de part et d'autre incroyables en nombre. L'orphelin nous déteste, et la veuve maudit Nos conseils prodiguant  tant de peuple à crédit. Neptune par intervalle, en calmant ses orages, Quelque impiteux qu'il soit, nous reproche nos rages. Mais quoi ! Plus j'ai tenté le train de la douceur, Plus j'ai senti l'effort d'un injuste agresseur, En sorte qu'aujourd'hui ma ruine totale Dépend d'une rencontre en défense inégale."")","('#almodice', ""Quoi ? Mon cher nourrisson, d'où vous nait ce vouloir De me celer le mal qui vous fait tant douloir, Vous ayant tant de fois sur vos plaintes enquise ? Vous cachez-vous de moi, qui vous suis tant acquise, Qui vous chéris si fort que pour vous contenter Rien de trop dur à moi ne se peut présenter ; Moi de qui vous avez honoré les mamelles, Qui n'ai pas plus que vous conservé mes prunelles, Ayant ce corps tendret élevé jusqu'ici, Dès l'heure qu'Atropos le terme eut accourci Du support maternel, vous laissant orpheline ? Ne me direz-vous pas cet ennui qui vous mine ? Qu'est-ce qui vous éteint tous les éclairs de l'oeil ? Et qui vous fait déchoir comme neige au soleil ? Qui défigure ainsi les grâces plus naïves Des traits de ce visage et ses couleurs plus vives ? D'où vient de vous à moi le soupçon méfiant ? Ne répondez-vous point, quand je parle en priant ?"")",0.0,Match
36,,"('#cassandre', ""Las ! Quand je l'aurai dit, quel soulas en aurai-je ?"")",1.0,Deletion
37,,"('#almodice', ""Il n'est si grand ennui qu'un bon conseil n'allège."")",1.0,Deletion
38,,"('#cassandre', 'Le mien est sans remède.')",1.0,Deletion
39,,"('#almodice', ""Il n'est rien ici-bas Qu'on ne puisse esquiver si ce n'est le trépas ; Un ami sert beaucoup, même la solitude Est un accroissement de toute inquiétude : Le feu brûle tant plus que plus il est celé, Mais le mal découvert est demi-consolé."")",1.0,Deletion
40,,"('#cassandre', ""Je ne le cache point : ce qui me rend dolente C'est mon frère enlevé d'une main violente ; C'était tout mon support, las ! Ne puis-je savoir Le temps de son retour ? Je meurs de le revoir."")",1.0,Deletion
41,"('#balorte', ""Mon roi, prenez courage, et croyez que les cieux Accableront enfin ce coeur ambitieux À qui de l'univers le général empire Selon sa vanité ne pourrait pas suffire (Vicieux, néanmoins, qui ne mérite en soi La qualité d'un homme et moins celle d'un roi). « Quelquefois pour un temps une injustice est forte, Mais il faut à la fin que l'équité l'emporte : Car les dieux tous bénins, contraires aux tyrans, Sont des paisibles rois les gardes et garants. » "")","('#almodice', ""Ô la belle défaite ! Ô que vous êtes fine ! Ne le nierez-vous pas si le vrai je devine ? Madame, c'est l'amour, et non pas l'amitié, C'est ce petit garçon qui blessait sans pitié Les dieux et les mortels, attirés par vos charmes, Qui retourne vers vous la pointe de ses armes : N'ai-je pas bien atteint ? Quelque beau cavalier A fait ce qu'avant lui n'avaient fait un millier. Eh bien ! Celui peut tout qui peut prendre courage, Pour vous donner secours j'ai le savoir et l'âge ; Servez-vous donc de moi, souvent en un tel fait Le bon avis des vieux donne aux jeunes l'effet. Mais si ne faut-il pas qu'une fille bien née Soit par ses appétits sans bride gouvernée ; Il faut bien reconnaître avant de bien aimer, Et savoir de quel bois on se doit enflammer. Je ne connais point d'homme assez grand, assez brave, Qui ne tienne à faveur de vivre votre esclave, N'abaissez point la tête où vous avez le pied."")",0.02,Substitution
42,,"('#cassandre', 'Las ! Ma chère nourrice, ayez de moi pitié.')",1.0,Deletion
43,"('#abdolomin', 'Allons les supplier que leurs yeux secourables Rendent en ce conflit nos armes favorables.')","('#almodice', ""Il faut qu'un rang d'honneur sur vos désirs commande."")",1.04,Substitution
44,"('#belcar', ""Eh ! Pour dieu, compagnon, si ce point vigoureux, Trésor des gens de bien, fanal des généreux, Si, dis-je, cette odeur qui seule de nous reste Vive et non périssable après l'heure funeste, L'honneur, l'honneur sacré, cher prix de la vertu, Ne gît totalement à vos pieds abattu ; S'il vous demeure encore au fonds de la pensée Quelque ressouvenir de la gloire passée, Vous qui, sous ma conduite, avez six fois de rang Fait noyer à ces gens leur orgueil en leur sang, Sans que, dessous mon aile, en aucune entreprise Le sort ait contre nous déployé sa maîtrise, Hé ! Rentrez en vos sens, rallumez cette ardeur Qui de notre patrie anime la grandeur. Mes amis, il est temps, cette épreuve dernière Rendra notre couronne ou libre ou prisonnière : Car il ne s'agit point d'un butin étranger, Ni d'un gazon voisin : le nôtre est en danger. En somme, si ce choc leurs victoires n'arrête, Pour nous et nos enfants la chaîne est toute prête. Pourquoi vaudrions-nous moins que ne faisions jadis ? Quoi ! Cette extrémité qui seule rend hardis Les renards fugitifs au fonds de leurs tanières Ne nous remettra point en nos humeurs premières ? Voyez ces étendards semblables en couleurs À ceux que de longtemps nous possédons des leurs, Ornements élevez dans le temple où Minerve D'un tutélaire soin nos murailles préserve. Quel est tout leur amas ? C'est le reste de ceux Qui, moins dispos de jambe et plus assurés qu'eux, Sous l'effort de nos bras ont engraissé la terre, Un reste mal conduit par un novice en guerre."")","('#cassandre', ""J'ai fait élection d'une valeur si grande, Qu'au lieu de m'accuser d'un courage trop bas Vous jugerez plutôt que je ne la vaux pas. Que si par un serment vous me rendez hardie, Je vous découvrirai toute ma maladie."")",0.57,Substitution
45,"('#araxe', ""L'éclat de votre front, second astre de Mars, Agira sans harangue au coeur de vos soldats ; Astre qui luit sur eux en riante planète, Comme sur l'adversaire en sinistre comète ; Astre à son relever influant leur valeur, Ainsi que son éclipse a causé leur malheur ; Malheur dont la vergogne empreinte en leur courage Les rend tous transportés et tous muets de rage, Prêts à le réparer, vous étant spectateur. « Autant vaut le soldat que vaut son conducteur. »"")","('#almodice', ""Par les traits enflammés que le ciel se fendant Fait fondre sur la terre en sifflant et grondant, Par le rivage noir, par le chien à trois têtes, Par les rages d'enfer, à nuire toujours prêtes, Par le fer et le feu dont le tartare est ceint, Et si dans l'univers il est rien de plus craint, Je jure de tenir ma langue si fidèle Qu'on n'exigera point une trahison d'elle, Et que, pour vous placer au désiré bonheur, Je veux mettre à mépris et la vie et l'honneur."")",0.0,Match
46,,"('#cassandre', ""L'esprit tant admiré, la grave bien-disance, La douce et franche humeur pleine de complaisance, La valeur, la beauté, la royale façon Du prince prisonnier, m'ont prise à l'hameçon."")",1.0,Deletion
47,"('#belcar', ""Voici notre envoyé qui diligent retourne. Eh bien ! Le Tyrien vient-il quand on l'ajourne ?"")","('#almodice', ""Ha ! Que me dites-vous ? M'en voilà toute émue ! Un grand étonnement dans mon sang se remue ! Vous me surprenez donc ! Que serait devenu Ce ferme jugement par tant d'effets connu ? Ici plus que jamais, petit bâtard de Gnide, Je vois l'aveuglement où ta torche nous guide."")",1.23,Substitution
48,,"('#cassandre', ""N'est-il point assez beau pour se faire chérir ?"")",1.0,Deletion
49,,"('#almodice', ""Il ne l'est que par trop pour vous faire périr."")",1.0,Deletion
50,,"('#cassandre', 'Oui, si de me guérir il ne lui prend envie.')",1.0,Deletion
51,,"('#almodice', ""Attendez-vous d'un si l'arrêt de votre vie ?"")",1.0,Deletion
52,,"('#cassandre', 'Qui le rendrait contraire à mon contentement ?')",1.0,Deletion
53,,"('#almodice', 'Qui vous rendait jadis contraire à tout amant ?')",1.0,Deletion
54,"('#le-herault', 'Le message lui plaît ; le terme seulement Lui semble, quoique bref, différé longuement. Il ne veut plus de temps !')","('#cassandre', 'Mais il est trop courtois pour être inexorable.')",0.57,Substitution
55,,"('#almodice', 'Votre amour est trop fol pour être favorable.')",1.0,Deletion
56,,"('#cassandre', ""Est-ce aimer follement que d'aimer son pareil ?"")",1.0,Deletion
57,,"('#almodice', ""C'est aimer follement que d'aimer sans conseil."")",1.0,Deletion
58,"('#araxe', ""L'espérance l'enivre."")","('#cassandre', ""Pour voir ce qui m'est bon n'ai-je pas assez d'âge ?"")",1.44,Substitution
59,,"('#almodice', 'Le père doit toujours guider la fille sage.')",1.0,Deletion
60,"('#le-herault', ""Il veut que de ce pas la bataille se livre, Osant bien, Monseigneur, ainsi me discourir, Qu'il vous faut à ce jour ou fuir ou mourir."")","('#cassandre', 'Il doit avec raison souscrire à mon désir.')",1.08,Substitution
61,,"('#almodice', ""C'est à vous d'approuver, mais à lui de choisir."")",1.0,Deletion
62,"('#belcar', ""Ou fuir ou mourir ! Outrecuidé jeune homme, Digne que de ton nom quelque mer se surnomme ! Quelle bravade à moi ! Je n'ai point là de choix : Car je ne puis fuir, bien mourir une fois ; Mais, exposant ma vie à qui la voudra prendre, J'en veux être marchand, je la saurai bien vendre. Aux armes donc, enfants ! Courage ! Assurez-vous Que, si vous me suivez, le triomphe est à nous !"")","('#cassandre', 'La qualité du prince est sortable à la mienne.')",1.25,Substitution
63,,"('#almodice', 'Vous êtes de famille ennemie à la sienne.')",1.0,Deletion
64,,"('#cassandre', 'Je voudrais lier Mars des noeuds de son enfant.')",1.0,Deletion
65,,"('#almodice', ""Le Roi ne veut la paix qu'en vainqueur triomphant."")",1.0,Deletion
66,"('#leonte', 'À moi ! Tourne, fuyard !')","('#cassandre', ""Las ! J'aime, qu'y ferai-je ?"")",1.44,Substitution
67,"('#araxe', ""Sortez de l'embuscade ; C'est le prince Léonte. Ô gentille brigade ! Empoignez-le vivant."")","('#almodice', 'Armez-vous de constance. Mon coeur est déjà pris.')",0.96,Substitution
68,,"('#almodice', 'Pourquoi sans résistance ?')",1.0,Deletion
69,,"('#cassandre', ""Amour est si puissant que son arc souverain Pourrait même enfoncer des murailles d'airain."")",1.0,Deletion
70,"('#soldats', 'Vous voilà dans nos mains. Ho ! Nous vous tenons bien ! Tous vos efforts sont vains.')","('#almodice', ""Amour n'est qu'un enfant de qui la main peu forte Ne gourmande que ceux qui lui cèdent la porte."")",1.16,Substitution
71,,"('#cassandre', ""Il a souvent ému par changements divers Celui qui d'un clin d'oeil émeut tout l'univers, Le transformant en or distillant de la nue, Tantôt en taureau blanc à la tête cornue, Puis en cygne, en bélier, en mille autres façons. Les nymphes ne sont pas, sous les raides glaçons, À couvert de ses feux ; sous les vagues profondes Il blesse les tritons et l'empereur des ondes. En vain, nourrice, en vain vos conseils bien donnéz Combattent mes désirs trop fort enracinés ; Il me faut succomber ou franchir la carrière, Le détroit ne permet de tourner en arrière ; Je suis (tant me prévient ce premier mouvement) Et sourde de l'oreille et de l'entendement. La seule jouissance y peut donner remède, Et c'est en cela seul que j'implore votre aide."")",1.0,Deletion
72,"('#leonte', ""Je crèverai plutôt. ô ma lâche canaille ! Me laissez-vous tout seul au fort de la bataille ? Ha ! Mon cher Timadon, n'ai-je point de secours ?"")","('#almodice', ""Non le courroux du Roi, qui viendrait m'accabler, Non l'effet, qui pourrait difficile sembler, Mais votre saint honneur, dont je serai meurtrière, M'empêche d'écouter cette injuste prière."")",0.92,Substitution
73,,"('#cassandre', 'Méprisez-vous déjà la force du serment ?')",1.0,Deletion
74,,"('#almodice', ""« Faire et jurer le mal, c'est pêcher doublement. »"")",1.0,Deletion
75,"('#timadon', ""Il ne tient pas à moi, je vous défends toujours ; Mais par plus grand effort la force m'est ravie."")","('#cassandre', ""Or sus, tant de raisons ont vaincu ma folie. Le destin ne veut pas que mon hymen allie Deux sceptres ennemis, et ne sera point dit Que sur ma chasteté l'amour ait eu crédit. Non, non, je le dépite et sais le seul asile Qui me peut garantir de sa chaîne servile : J'ai ce fer protecteur, qui, bravant son pouvoir, Retiendra mon honneur en son juste devoir."")",0.28,Substitution
76,,"('#almodice', 'Ha ! Que vois-je ? Bons dieux ! Tout beau !')",1.0,Deletion
77,,"('#cassandre', 'Laissez-moi faire.')",1.0,Deletion
78,,"('#almodice', 'Holà !')",1.0,Deletion
79,"('#soldats', 'Rends-toi, quitte le fer, ou tu perdras la vie.')","('#cassandre', 'Vous me fâchez ; pensez-vous me distraire ? Lâchez-moi ce poignard.')",1.46,Substitution
80,"('#phulter', 'Holà ! Soldats, holà ! Ce Belcar si vaillant Est digne de pitié, la force lui faillant.')","('#almodice', ""Vous me romprez les mains Ou je vous l'ôterai."")",1.68,Substitution
81,"('#belcar', ""Non, non, que l'on m'achève, et que de ma patrie Je ne voie aujourd'hui la liberté flétrie ; Je n'aurai le reproche, après être vaincu, Mon honneur étant mort, de l'avoir survécu."")","('#cassandre', ""Quoi ! Que mes doigts contraints Vous quittent cette lame à mon sang destinée ! Ma résolution n'en est pas détournée. Quand vous la briserez en cent luisants éclats, Mon mortel désespoir ne s'en fléchira pas ; Tant de chemins glissants, tant de passages, tendent À l'empire muet où les ombres descendent Qu'en tout temps sans refus on y voit introduits Tous humains désireux de vaincre leurs ennuis."")",0.64,Substitution
