,racine-thebaide,racine-thebaide-64,Cost,Operation Type
185,"('#jocaste', ""Qu'on le tienne, mon fils, d'un beau-père ou d'un père, La main de tous les deux vous sera toujours chère. "")","('#hemon', ""Qu'on le tienne, mon fils, d'un beau-père ou d'un père, La main de tous les deux vous sera toujours chère."")",0.0,Match
186,"('#polynice', ""Non non, la différence est trop grande pour moi, L'un me ferait esclave, et l'autre me fait roi. Quoi ma grandeur serait l'ouvrage d'une femme ? D'un éclat si honteux je rougirais dans l'âme. Le trône sans l'amour me serait donc fermé ?  Je ne régnerais pas si l'on ne m'eût aimé ? Je veux m'ouvrir le trône ou jamais n'y paraître Et quand j'y monterai j'y veux monter en maître ; Que le peuple à moi seul soit forcé d'obéir, Et qu'il me soit permis de m'en faire haïr.  Enfin de ma grandeur je veux être l'arbitre, N'être point roi, Madame, ou l'être à juste titre ; Que le sang me couronne, ou s'il ne suffit pas, Je veux à son secours n'appeler que mon bras."")","('#polynice', ""Hémon, la différence est trop grande pour moi, L'un me ferait esclave, et l'autre me fait roi. Quoi ma grandeur serait l'ouvrage d'une femme ? D'un éclat si honteux je rougirais dans l'âme, Le trône sans l'amour me serait donc fermé ? Je ne régnerais pas si l'on ne m'eût aimé ? Je veux m'ouvrir le trône, ou jamais n'y paraître Et quand j'y monterai j'y veux monter en maître, Que le peuple à moi seul soit forcé d'obéir, Et qu'il me soit permis de m'en faire haïr. Enfin de ma grandeur je veux être l'arbitre, Être roi, cer Hémon, ou l'être à juste titre, Que le sang me couronne, ou s'il ne suffit pas, Je veux à son secours n'appeler que mon bras."")",0.0,Match
187,"('#jocaste', ""Faites plus, tenez tout de votre grand courage,  Que votre bras tout seul fasse votre partage, Et dédaignant les pas des autres souverains, Soyez, mon fils, soyez l'ouvrage de vos mains. Par d'illustres exploits couronnez-vous vous-même, Qu'un superbe laurier soit votre diadème ;  Régnez et triomphez, et joignez à la fois La gloire des héros à la pourpre des rois. Quoi ! votre ambition serait-elle bornée À régner tour à tour l'espace d'une année ? Cherchez à ce grand coeur que rien ne peut dompter,  Quelque trône où vous seul ayez droit de monter : Mille sceptres nouveaux s'offrent à votre épée, Sans que d'un sang si cher nous la voyions trempée. Vos triomphes pour moi n'auront rien que de doux, Et votre frère même ira vaincre avec vous. "")","('#jocaste', ""Faites plus, tenez tout de votre grand courage, Que votre bras tout seul fasse votre partage, Et dédaignant les pas des autres souverains, Soyez, mon fils, soyez l'ouvrage de vos mains. Par d'illustres exploits couronnez-vous vous-même, Qu'un superbe laurier soit votre Diadème ; Régnez et triomphez, et joignez à la fois, La gloire des héros à la pourpre des rois. Quoi ! Votre ambition serait-elle bornée, À régner tour à tour l'espace d'une année ? Cherchez à ce grand coeur que rien ne peut dompter, Quelque trône où vous seul ayez droit de monter. Mille sceptres nouveaux s'offrent à votre épée, Sans que d'un sang si cher nous la voyions trempée. Vos triomphes pour moi n'auront rien que de doux, Et votre frère même ira vaincre avec vous."")",0.0,Match
188,"('#polynice', 'Vous voulez que mon coeur flatté de ces chimères, Laisse un usurpateur au trône de mes pères ?')","('#polynice', 'Vous voulez que mon coeur flatté de ces chimères, Laisse un usurpateur au trône de mes pères ?')",0.0,Match
189,"('#jocaste', ""Si vous lui souhaitez en effet tant de mal, Élevez-le vous-même à ce trône fatal. Ce trône fut toujours un dangereux abîme,  La foudre l'environne aussi bien que le crime. Votre père et les rois qui vous ont devancés, Sitôt qu'ils y montaient s'en sont vu renversés."")","('#jocaste', ""Si vous lui souhaitez en effet tant de mal, Élevez-le vous-même à ce trône fatal. Ce trône fut toujours un dangereux abîme, La foudre l'environne aussi bien que le crime. Votre père et les rois qui vous ont devancés, Sitôt qu'ils y montaient s'en sont vu renversés."")",0.0,Match
190,"('#polynice', ""Quand je devrais au ciel rencontrer le tonnerre, J'y monterais plutôt que de ramper à terre.  Mon coeur jaloux du sort de ces grands malheureux, Veut s'élever, Madame, et tomber avec eux."")","('#polynice', ""Quand je devrais au ciel rencontrer le tonnerre, J'y monterais plutôt que de ramper à terre. Mon coeur jaloux du sort de ces grands malheureux, Veut s'élever, Madame, et tomber avec eux."")",0.0,Match
191,"('#eteocle', ""Je saurai t'épargner une chute si vaine."")","('#eteocle', ""Je saurai t'épargner une chute si vaine."")",0.0,Match
192,"('#polynice', 'Ah ! ta chute, crois-moi, précédera la mienne.')","('#polynice', 'Ah ! Ta chute bientôt précédera la mienne.')",0.0,Match
193,"('#jocaste', 'Mon fils, son règne plaît.')","('#jocaste', 'Mon fils son règne plaît.')",0.0,Match
194,"('#polynice', ""Mais il m'est odieux. "")","('#polynice', ""Mais il m'est odieux."")",0.0,Match
195,"('#jocaste', 'Il a pour lui le peuple.')","('#jocaste', 'Il a pour lui le peuple.')",0.0,Match
196,"('#polynice', ""Et j'ai pour moi les Dieux."")","('#polynice', ""Et j'ai pour moi les Dieux."")",0.0,Match
197,"('#eteocle', ""Les Dieux de ce haut rang te voulaient interdire, Puisqu'ils m'ont élevé le premier à l'empire. Ils ne savaient que trop lorsqu'ils firent ce choix, Qu'on veut régner toujours quand on règne une fois.  Jamais dessus le trône on ne vit plus d'un maître, Il n'en peut tenir deux, quelque grand qu'il puisse être ; L'un des deux tôt ou tard se verrait renversé, Et d'un autre soi-même on y serait pressé. Jugez donc par l'horreur que ce méchant me donne,  Si je puis avec lui partager la couronne."")","('#eteocle', ""Les Dieux de ce haut rang te voulaient interdire, Puisqu'ils m'ont élevé le premier à l'Empire ; Ils ne savaient que trop lorsqu'ils firent ce choix, Qu'on veut régner toujours quand on règne une fois. Jamais dessus le trône on ne vit plus d'un maître, Il n'en peut tenir deux, quelque grand qu'il puisse être ; L'un des deux tôt ou tard se verrait renversé, Et d'un autre soi-même on y serait pressé. Jugez donc par l'horreur que ce méchant me donne, Si je puis avec lui partager la Couronne."")",0.0,Match
198,"('#polynice', ""Et moi je ne veux plus, tant tu m'es odieux, Partager avec toi la lumière des cieux."")","('#polynice', ""Et moi je ne veux plus tant tu m'es odieux, Partager avec toi la lumière des cieux."")",0.0,Match
199,"('#jocaste', ""Allez donc, j'y consens, allez perdre la vie, À ce cruel combat tous deux je vous convie.  Puisque tous mes efforts ne sauraient vous changer, Que tardez-vous ? Allez vous perdre et me venger. Surpassez s'il se peut les crimes de vos pères, Montrez en vous tuant comme vous êtes frères. Le plus grand des forfaits vous a donné le jour,  Il faut qu'un crime égal vous l'arrache à son tour. Je ne condamne plus la fureur qui vous presse, Je n'ai plus pour mon sang ni pitié ni tendresse : Votre exemple m'apprend à ne le plus chérir, Et moi je vais, cruels, vous apprendre à mourir. "")","('#jocaste', ""Allez donc, j'y consens, allez perdre la vie, À ce cruel combat tous deux je vous convie. Puisque tous mes efforts ne sauraient vous changer, Que tardez-vous ? Allez vous perdre et me venger. Surpassez s'il se peut les crimes de vos pères, Montrez en vous tuant comme vous êtes frères, Le plus grand des forfaits vous a donné le jour, Il faut qu'un crime égal vous l'arrache à son tour. Je ne condamne plus la fureur qui vous presse, Je n'ai plus pour mon sang ni pitié ni tendresse, Votre exemple m'apprend à ne le plus chérir, Et moi je vais, cruels, vous apprendre à mourir."")",0.0,Match
200,,"('#creon', 'Heureux emportement !')",1.0,Deletion
201,"('#antigone', 'Madame... Ô ciel ! que vois-je ? Hélas ! rien ne les touche !')","('#antigone', 'Hélas ! Rien ne les touche !')",0.05,Substitution
202,"('#hemon', 'Rien ne peut ébranler leur constance farouche.')","('#hemon', 'Rien ne peut ébranler leur constance farouche.')",0.0,Match
203,"('#antigone', 'Princes...')","('#antigone', 'Princes...')",0.0,Match
204,"('#eteocle', 'Pour ce combat choisissons quelque lieu.')","('#eteocle', 'Pour ce combat choisissons quelque lieu.')",0.0,Match
205,"('#polynice', 'Courons. Adieu, ma soeur.')","('#polynice', 'Courons. Adieu, ma soeur.')",0.0,Match
206,"('#eteocle', 'Adieu, Princesse, adieu.')","('#eteocle', 'Adieu, Princesse, adieu.')",0.0,Match
207,"('#antigone', ""Mes frères, arrêtez ! Gardes, qu'on les retienne,  Joignez, unissez tous vos douleurs à la mienne.  C'est leur être cruels que de les respecter."")","('#antigone', ""Mes frères, arrêtez, Gardes, qu'on les retienne, Et n'obéissez pas à leur rage inhumaine, C'est leur être cruels que de les respecter."")",0.0,Match
208,"('#hemon', ""Madame, il n'est plus rien qui les puisse arrêter."")","('#hemon', ""Madame il n'est plus rien qui les puisse arrêter."")",0.0,Match
209,"('#antigone', ""Ah ! Généreux Hémon, c'est vous seul que j'implore : Si la vertu vous plaît, si vous m'aimez encore,  Et qu'on puisse arrêter leurs parricides mains, Hélas ! pour me sauver, sauvez ces inhumains."")","('#antigone', ""Ah ! Généreux Hémon ! C'est vous seul que j'implore, Si la vertu vous plaît, si vous m'aimez encore, Et qu'on puisse arrêter leurs parricides mains, Hélas ! Pour me sauver, sauvez ces inhumains."")",0.0,Match
210,"('#antigone', ""À quoi te résous-tu princesse infortunée ? Ta mère vient de mourir dans tes bras, Ne saurais-tu suivre ses pas, Et finir en mourant ta triste destinée ? À de nouveaux malheurs te veux-tu réserver ? Tes frères sont aux mains, rien ne les peut sauver De leurs cruelles armes. Leur exemple t'anime à te percer le flanc ;  Et toi seule verses des larmes, Tous les autres versent du sang. Quelle est de mes malheurs l'extrémité mortelle ? Où ma douleur doit-elle recourir ? Dois-je vivre ? dois-je mourir ?  Un amant me retient, une mère m'appelle. Dans la nuit du tombeau je la vois qui m'attend ; Ce que veut la raison, l'amour me le défend, Et m'en ôte l'envie. Que je vois de sujets d'abandonner le jour !  Mais hélas ! qu'on tient à la vie, Quand on tient si fort à l'amour. Oui tu retiens, amour, mon âme fugitive, Je reconnais la voix de mon vainqueur, L'espérance est morte en mon coeur,  Et cependant tu vis, et tu veux que je vive. Tu dis que mon amant me suivrait au tombeau, Que je dois de mes jours conserver le flambeau, Pour sauver ce que j'aime. Hémon, vois le pouvoir que l'amour a sur moi,  Je ne vivrais pas pour moi-même, Et je veux bien vivre pour toi. Si jamais tu doutas de ma flamme fidèle... Mais voici du combat la funeste nouvelle."")","('#antigone', ""À quoi te résous-tu princesse infortunée ? Ta mère vient de mourir dans tes bras, Ne saurais-tu suivre ses pas Et finir en mourant ta triste destinée ? À de nouveaux malheurs te veux-tu réserver ? Tes frères sont aux mains, rien ne les peut sauver De leurs cruelles armes. Leur exemple t'anime à te percer le flanc, Et toi seule verses des larmes, Tous les autres versent du sang. Quelle est de mes malheurs l'extrémité mortelle, Où ma douleur doit-elle recourir ? Dois-je vivre ? Dois-je mourir ? Un amant me retient, une mère m'appelle, Dans la nuit du tombeau, je la vois qui m'attend, Ce que veut la raison, l'amour me le défend Et m'en ôte l'envie. Que je vois de sujets d'abandonner le jour ! Mais hélas ! Qu'on tient à la vie, Quand on tient si fort à l'amour. Oui tu retiens, Amour, mon âme fugitive, Je reconnais la voix de mon vainqueur, L'espérance est morte en mon coeur Et cependant tu vis, et tu veux que je vive. Tu dis que mon amant me suivrait au tombeau, Que je dois de mes jours conserver le flambeau, Pour sauver ce que j'aime. Hémon, vois le pouvoir que l'amour a sur moi, Je ne vivrais pas pour moi-même, Et je veux bien vivre pour toi. Si jamais tu doutas de ma flamme fidèle... Mais voici du combat la funeste nouvelle."")",0.0,Match
211,"('#antigone', 'Hé bien, ma chère Olympe, as-tu vu ce forfait ? ')","('#antigone', 'Hé bien, ma chère Olympe, as-tu vu ce forfait ?')",0.0,Match
212,"('#olympe', ""J'y suis courue en vain, c'en était déjà fait. De haut de nos remparts j'ai vu descendre en larmes Le peuple qui courait et qui criait aux armes ; Et pour vous dire enfin, d'où venait sa terreur, Le roi n'est plus, Madame, et son frère est vainqueur.  On parle aussi d'Hémon, l'on dit que son courage S'est efforcé longtemps de suspendre leur rage, Mais que tous ses efforts ont été superflus. C'est ce que j'ai compris de mille bruits confus."")","('#olympe', ""J'y suis courue en vain, c'en était déjà fait. De haut de nos remparts j'ai vu descendre en larmes Le peuple qui courait et qui criait aux armes, Et pour vous dire enfin, d'où venait sa terreur, Le roi n'est plus, Madame, et son frère est vainqueur. On parle aussi d'Hémon, l'on dit que son courage, S'est efforcé longtemps de suspendre leur rage, Mais que tous ses efforts ont été superflus. C'est ce que j'ai compris de mille bruits confus."")",0.0,Match
213,"('#antigone', ""Ah ! je n'en doute pas, Hémon est magnanime,  Son grand coeur eut toujours trop d'horreur pour le crime : Je l'avais conjuré d'empêcher ce forfait, Et s'il l'avait pu faire, Olympe, il l'aurait fait. Mais hélas ! leur fureur ne pouvait se contraindre, Dans des ruisseaux de sang elle voulait s'éteindre.  Princes dénaturés, vous voilà satisfaits, La mort seule entre vous pouvait mettre la paix. Le trône pour vous deux avait trop peu de place, Il fallait entre vous mettre un plus grand espace, Et que le ciel vous mît pour finir vos discords,  L'un parmi les vivants, l'autre parmi les morts. Infortunés tous deux, dignes qu'on vous déplore ! Moins malheureux pourtant que je ne suis encore, Puisque de tous les maux qui sont tombés sur vous, Vous n'en sentez aucun, et que je les sens tous."")","('#antigone', ""Ah ! Je n'en doute pas, Hémon est magnanime, Son grand coeur eut toujours trop d'horreur pour le crime, Je l'avais conjuré d'empêcher ce forfait, Et s'il l'avait pu faire, Olympe, il l'aurait fait. Mais hélas ! Leur fureur ne pouvait se contraindre, Dans des ruisseaux de sang elle voulait s'éteindre : Princes dénaturés, vous voilà satisfaits, La mort seule entre vous pouvait mettre la paix. Le Trône pour vous deux avait trop peu de place, Il fallait entre vous mettre un plus grand espace, Et que le ciel vous mît pour finir vos discords, L'un parmi les vivants, l'autre parmi les morts. Infortunés tous deux, dignes qu'on vous déplore ! Moins malheureux pourtant que je ne suis encore, Puisque de tous les maux qui sont tombés sur vous, Vous n'en sentez aucun, et que je les sens tous. Quand on est au tombeau tous nos tourments s'apaisent, Quand on est furieux tous nos crimes nous plaisent, Des plus cruels malheurs le trépas vient à bout, Le fureur ne sent rien, mais la douleur sent tout. Cette vive douleur dont je suis la victime Ressent la mort de l'un, et de l'autre le crime, Le sort de tous les deux me déchire le coeur, Et plaignant le vaincu, je pleure le vainqueur. À ce cruel vainqueur quel accueil dois-je faire ? S'il est mon frère, Olympe, il a tué mon frère, La nature est confuse et se tait aujourd'hui, Elle n'ose parler pour lui, ni contre lui."")",0.0,Match
214,"('#olympe', ""Mais pour vous ce malheur est un moindre supplice, Que si la mort vous eût enlevé Polynice. Ce prince était l'objet qui faisait tous vos soins, Les intérêts du roi vous touchaient beaucoup moins."")","('#olympe', ""Mais pour vous ce malheur est un moindre supplice, Que si la mort vous eût enlevé Polynice. Ce prince était l'objet qui faisait tous vos soins, Les intérêts du roi vous touchaient beaucoup moins."")",0.0,Match
215,"('#antigone', ""Il est vrai, je l'aimais d'une amitié sincère,  Je l'aimais beaucoup plus que je n'aimais son frère, Et ce qui lui donnait tant de part dans mes voeux, Il était vertueux, Olympe, et malheureux. Mais hélas ! ce n'est plus ce coeur si magnanime, Et c'est un criminel qu'a couronné son crime ;  Son frère plus que lui commence à me toucher, Devenant malheureux, il m'est devenu cher."")","('#antigone', ""Il est vrai, je l'aimais d'une amitié sincère, Je l'aimais beaucoup plus que je n'aimais son frère, Et ce qui le rendait agréable à mes yeux, Il était vertueux, Olympe, et malheureux. Mais hélas ! ce n'est plus ce coeur si magnanime, Et c'est un criminel qu'a couronné son crime, Son frère plus que lui commence à me toucher, Devenant malheureux, il m'est devenu cher."")",0.0,Match
216,"('#olympe', 'Créon vient.')","('#olympe', 'Créon vient.')",0.0,Match
217,"('#antigone', ""Il est triste, et j'en connais la cause. Au courroux du vainqueur la mort du roi l'expose. C'est de tous nos malheurs l'auteur pernicieux. "")","('#antigone', ""Il est triste, et j'en connais la cause, Au courroux du vainqueur la mort du roi l'expose, C'est de tous nos malheurs l'auteur pernicieux."")",0.0,Match
218,"('#creon', ""Madame, qu'ai-je appris en entrant dans ces lieux ? Est-il vrai que la reine..."")","('#creon', ""Madame, qu'ai-je appris en entrant dans ces lieux ? Est-il vrai que la Reine..."")",0.0,Match
219,"('#antigone', 'Oui, Créon, elle est morte.')","('#antigone', 'Oui, Créon, elle est morte.')",0.0,Match
220,"('#creon', 'Ô Dieux ! Puis-je savoir de quelle étrange sorte, Ses jours infortunés ont éteint leur flambeau ?')","('#creon', 'Ô dieux ! Puis-je savoir de quelle étrange sorte, Ses jours infortunés ont éteint leur flambeau ?')",0.0,Match
221,"('#olympe', ""Elle-même, Seigneur, s'est ouvert le tombeau,  Et s'étant d'un poignard en un moment saisie, Elle en a terminé ses malheurs et sa vie."")","('#olympe', ""Elle-même, Seigneur, s'est ouvert le tombeau, Et s'étant d'un poignard en un moment saisie, Elle en a terminé ses malheurs et sa vie."")",0.0,Match
222,"('#antigone', 'Elle a su prévenir la perte de son fils.')","('#antigone', 'Elle a su prévenir la perte de son fils.')",0.0,Match
223,"('#creon', 'Ah ! Madame, il est vrai que les Dieux ennemis...')","('#creon', 'Ah ! Madame, il est vrai que les Dieux ennemis...')",0.0,Match
224,"('#antigone', ""N'imputez qu'à vous seul la mort du roi mon frère,  Et n'en accusez point la céleste colère. À ce combat fatal vous seul l'avez conduit, Il a cru vos conseils, sa mort en est le fruit. Ainsi de leurs flatteurs les rois sont les victimes, Vous avancez leur perte en approuvant leurs crimes.  De la chute des rois vous êtes les auteurs, Mais les rois en tombant entraînent leurs flatteurs. Vous le voyez, Créon, sa disgrâce mortelle Vous est funeste autant qu'elle nous est cruelle : Le ciel en le perdant s'en est vengé sur vous,  Et vous avez peut-être à pleurer comme nous."")","('#antigone', ""N'imputez qu'à vous seul la mort du roi mon frère, Et n'en accusez point la céleste colère. À ce combat fatal vous seul l'avez conduit, Il a cru vos conseils, sa mort en est le fruit. Ainsi de leurs flatteurs les rois sont les victimes, Vous avancez leur perte en approuvant leurs crimes, De la chute des rois vous êtes les auteurs, Mais les rois en tombant entraînent leurs flatteurs. Vous le voyez, Créon, sa disgrâce mortelle, Vous est funeste autant qu'elle nous est cruelle, Le ciel en le perdant s'en est vengé sur vous, Et vous avez peut-être à pleurer comme nous."")",0.0,Match
225,"('#creon', ""Madame, je l'avoue, et les destins contraires, Me font pleurer deux fils si vous pleurez deux frères."")","('#creon', ""Madame, je l'avoue, et les destins contraires, Me font pleurer deux fils si vous pleurez deux frères."")",0.0,Match
226,"('#antigone', ""Mes frères et vos fils ! Dieux ! que veut ce discours ? Quelque autre qu'Étéocle a-t-il fini ses jours ? "")","('#antigone', ""Mes frères et vos fils ! Dieux ! que veut ce discours ? Quelque autre qu'Étéocle a-t-il fini ses jours ?"")",0.0,Match
227,"('#creon', 'Mais ne savez-vous pas cette sanglante histoire ?')","('#creon', 'Mais ne savez-vous pas cette sanglante histoire.')",0.0,Match
228,"('#antigone', ""J'ai su que Polynice a gagné la victoire, Et qu'Hémon a voulu les séparer en vain."")","('#antigone', ""J'ai su que Polynice a gagné la victoire, Et qu'Hémon a voulu les séparer en vain."")",0.0,Match
229,"('#creon', 'Madame, ce combat est bien plus inhumain. Vous ignorez encor mes pertes et les vôtres.  Mais hélas ! apprenez les unes et les autres.')","('#creon', 'Madame, ce combat est bien plus inhumain. Vous ignorez encor mes pertes et les vôtres, Mais hélas ! Apprenez les unes et les autres.')",0.0,Match
230,"('#antigone', 'Rigoureuse fortune, achève ton courroux. Ah ! sans doute voici le dernier de tes coups.')","('#antigone', 'Rigoureuse fortune, achève ton courroux. Ah ! Sans doute voici le dernier de tes coups.')",0.0,Match
231,"('#creon', ""Vous avez vu, Madame, avec quelle furie, Les deux princes sortaient pour s'arracher la vie,  Que d'une ardeur égale ils fuyaient de ces lieux, Et que jamais leurs coeurs ne s'accordèrent mieux. La soif de se baigner dans le sang de leur frère, Faisait ce que jamais le sang n'avait su faire. Par l'excès de leur haine ils semblaient réunis, Et prêts à s'égorger ils paraissaient amis. Ils ont choisi d'abord pour leur champ de bataille, Un lieu près des deux camps, au pied de la muraille. C'est là que reprenant leur première fureur, Ils commencent enfin ce combat plein d'horreur.  D'un geste menaçant, d'un ?il brûlant de rage, Dans le sein l'un de l'autre ils cherchent un passage ; Et la seule fureur précipitant leurs bras, Tous deux semblent courir au devant du trépas. Mon fils qui de douleur en soupirait dans l'âme,  Et qui se souvenait de vos ordres, Madame, Se jette au milieu d'eux, et méprise pour vous Leurs ordres absolus qui nous arrêtaient tous. Il leur retient le bras, les repousse, les prie, Et pour les séparer s'expose à leur furie.  Mais il s'efforce en vain d'en arrêter le cours, Et ces deux furieux se rapprochent toujours. Il tient ferme pourtant et ne perd point courage, De mille coups mortels il détourne l'orage, Jusqu'à ce que du roi le fer trop rigoureux,  Soit qu'il cherchât son frère, ou ce fils malheureux, Le renverse à ses pieds prêt à rendre la vie."")","('#creon', ""Vous avez vu, Madame, avec quelle furie, Les deux princes sortaient pour s'arracher la vie, Que d'une ardeur égale ils y couraient tous deux, Et que jamais leurs coeurs ne s'accordèrent mieux. La soif de se baigner dans le sang de leur frère, Faisait ce que jamais le sang n'avait su faire. Par l'excès de leur haine ils semblaient réunis, Et prêts à s'égorger ils paraissaient amis. Ils ont choisi d'abord pour leur champ de bataille, Un lieu près des deux camps, au pied de la muraille ;  C'est là que reprenant leur première fureur, Ils commencent enfin ce combat plein d'horreur. D'un geste menaçant, d'un oeil brûlant de rage, Dans le sein l'un de l'autre ils cherchent un passage Et la seule fureur précipitant leurs bras, Tous deux semblent courir au devant du trépas. Mon fils qui de douleur en soupirait dans l'âme, Et qui se souvenait de vos ordres, Madame, Se jette au milieu d'eux, et méprise pour vous, Leurs ordres absolus qui nous retenaient tous. Il leur retient le bras, les repousse, les prie, Et pour les séparer s'expose à leur furie, Mais il s'efforce en vain d'en arrêter le cours, Et ces deux furieux se rapprochent toujours. Il tient ferme pourtant et ne perd point courage, De mille coups mortels il détourne l'orage, Jusqu'à ce que du Roi le fer trop rigoureux, Soit qu'il cherchât son frère, ou ce fils malheureux. Le renverse à ses pieds prêt à rendre la vie."")",0.0,Match
232,"('#antigone', ""Et la douleur encor ne me l'a pas ravie ?"")","('#antigone', ""Et la douleur encor ne me l'a pas ravie !"")",0.0,Match
233,"('#creon', ""J'y cours, je le relève, et le prends dans mes bras, Et me reconnaissant, je meurs, dit-il tout bas,  Trop heureux d'expirer pour ma belle princesse : En vain à mon secours votre amitié s'empresse, C'est à ces furieux que vous devez courir, Séparez-les, mon père, et me laissez mourir. Il expire à ces mots. Ce barbare spectacle,  À leur noire fureur n'apporte point d'obstacle, Seulement Polynice en paraît affligé, Attends Hémon, dit-il, tu vas être vengé. En effet sa douleur renouvelle sa rage, Et bientôt le combat tourne à son avantage.  Le roi frappé d'un coup qui lui perce le flanc, Lui cède la victoire, et tombe dans son sang. Les deux camps aussitôt s'abandonnent en proie, Le nôtre à la douleur et les Grecs à la joie, Et le peuple alarmé du trépas de son roi,  Sur le haut de ses tours témoigne son effroi. Polynice tout fier du succès de son crime, Regarde avec plaisir expirer sa victime, Dans le sang de son frère il semble se baigner. Et tu meurs, lui dit-il, et moi je vais régner. Regarde dans mes mains l'empire et la victoire, Va rougir aux Enfers de l'excès de ma gloire, Et pour mourir encor avec plus de regret, Traître, songe en mourant que tu meurs mon sujet. En achevant ces mots d'une démarche fière,  Il s'approche du roi couché sur la poussière, Et pour le désarmer il avance le bras. Le roi qui semble mort observe tous ses pas. Il le voit, il l'attend, et son âme irritée, Pour quelque grand dessein semble s'être arrêtée.  L'ardeur de se venger flatte encor ses désirs, Et retarde le cours de ses derniers soupirs. Prêt à rendre la vie il en cache le reste, Et sa mort au vainqueur est un piège funeste, Et dans l'instant fatal que ce frère inhumain Lui veut ôter le fer qu'il tenait à la main, Il lui perce le coeur, et son âme ravie, En achevant ce coup abandonne la vie. Polynice frappé pousse un cri dans les airs, Et son âme en courroux s'enfuit dans les Enfers.  Tout mort qu'il est, Madame, il garde sa colère ; Et l'on dirait qu'encore il menace son frère. Son visage où la mort a répandu ses traits, Demeure plus terrible et plus fier que jamais."")","('#creon', ""J'y cours, je le relève, et le prends dans mes bras, Et me reconnaissant, je meurs, dit-il, tout bas, Trop heureux d'expirer pour ma belle princesse, En vain à mon secours votre amitié s'empresse, C'est à ces furieux que vous devez courir Séparez-les, mon père, et me laissez mourir. Il expire à ces mots. Ce barbare spectacle, À leur noire fureur n'apporte point d'obstacle, Seulement Polynice en paraît affligé, Attends Hémon, dit-il, tu vas être vengé. En effet sa douleur renouvelle sa rage, Et bientôt le combat tourne à son avantage, Le Roi frappé d'un coup qui lui perce le flanc, Lui cède la victoire et tombe dans son sang. Les deux camps aussitôt s'abandonnent en proie, Le nôtre à la douleur et les Grecs à la joie, Et le peuple alarmé du trépas de son roi, Sur le haut de ses tours témoigne son effroi. Polynice tout fier du succès de son crime, Regarde avec plaisir expirer sa victime, Dans le sang de son frère il semble se baigner, Et tu meurs, lui dit-il, et moi je vais régner. Regarde dans mes mains l'empire et la victoire, Va rougir aux Enfers de l'excès de ma gloire, Et pour mourir encor avec plus de regret, Traître, songe en mourant que tu meurs mon sujet. En achevant ces mots, d'une démarche fière, Il s'approche du Roi couché sur la poussière, Et pour le désarmer il avance le bras. Le Roi qui semble mort observe tous ses pas. Il le voit, il l'attend, et son âme irritée, Pour quelque grand dessein semble s'être arrêtée, L'ardeur de se venger flatte encor ses désirs, Et retarde le cours de ses derniers soupirs. Prêt à rendre la vie il en cache le reste, Et sa mort au vainqueur est un piège funeste, Et dans l'instant fatal que ce frère inhumain, Lui veut ôter le fer qu'il tenait à la main, Il lui perce le coeur, et son âme ravie, En achevant ce coup abandonne la vie. Polynice frappé pousse un cri dans les airs, Et son âme en courroux s'enfuit dans les Enfers. Tout mort qu'il est, Madame, il garde sa colère, Et l'on dirait qu'encore il menace son frère. Son visage où la mort a répandu ses traits, Demeure plus terrible et plus fier que jamais."")",0.0,Match
234,"('#antigone', ""Fatale ambition, aveuglement funeste !  D'un oracle cruel suite trop manifeste ! De tout le sang royal il ne reste que nous, Et plût aux Dieux, Créon, qu'il ne restât que vous, Et que mon désespoir prévenant leur colère, Eût suivi de plus près le trépas de ma mère. "")","('#antigone', ""Fatale ambition, aveuglement funeste, D'un oracle cruel suite trop manifeste, De tout le sang royal il ne reste que nous, Et plût aux dieux, Créon, qu'il ne restât que vous. Et que mon désespoir prévenant leur colère, Eût suivi de plus près le trépas de ma mère."")",0.0,Match
235,"('#creon', ""Il est vrai que des Dieux le courroux embrasé, Pour nous faire périr semble s'être épuisé. Car enfin sa rigueur, vous le voyez, Madame, Ne m'accable pas moins qu'elle n'afflige votre âme. En m'arrachant mes fils..."")","('#creon', ""Il est vrai que des Dieux le courroux embrasé, Pour nous faire périr semble s'être épuisé ; Car enfin sa rigueur, vous le voyez, Madame, Ne m'accable pas moins qu'elle n'afflige votre âme, En m'arrachant mes fils..."")",0.0,Match
236,"('#antigone', ""Ah ! vous régnez, Créon,  Et le trône aisément vous console d'Hémon. Mais laissez-moi de grâce un peu de solitude, Et ne contraignez point ma triste inquiétude; Aussi bien mes chagrins passeraient jusqu'à vous, Vous trouverez ailleurs des entretiens plus doux.  Le trône vous attend, le peuple vous appelle. Goûtez tout le plaisir d'une grandeur nouvelle. Adieu, nous ne faisons tous deux que nous gêner. Je veux pleurer, Créon, et vous voulez régner."")","('#antigone', ""Ah ! Vous régnez, Créon, Et le trône aisément vous console d'Hémon. Mais laissez-moi de grâce un peu de solitude, Et ne contraignez point ma triste inquiétude, Aussi bien mes chagrins passeraient jusqu'à vous, Vous trouverez ailleurs des entretiens plus doux. Le trône vous attend, le peuple vous appelle. Goûtez tout le plaisir d'une grandeur nouvelle. Adieu, nous ne faisons tous deux que nous gêner, Je veux pleurer, Créon, et vous voulez régner."")",0.0,Match
