,crebillon-catilina,voltaire-rome-sauvee,Cost,Operation Type
162,"('#ciceron', ""Laissons là Manlius ; parlons de vos projets : On ne connaît que trop vos lâches artifices. Tremblez, séditieux, pour vous, pour vos complices ; Vous êtes convaincu, le crime est avéré : Déjà sur votre sort on a délibéré ; Vos forfaits n'ont que trop lassé notre indulgence."")","('#caton', ""Que les dieux du sénat, les dieux de Scipion, Qui contre toi, peut-être, ont inspiré Caton, Permettent quelquefois les attentats des traîtres ; Qu'ils ont à des tyrans asservi nos ancêtres ; Mais qu'ils ne mettront pas en de pareilles mains La maîtresse du monde et le sort des humains. J'ose encore ajouter que son puissant génie, Qui n'a pu qu'une fois souffrir la tyrannie, Pourra dans Céthégus et dans Catilina Punir tous les forfaits qu'il permit à Sylla."")",0.13,Substitution
163,"('#catilina', ""Je vais de ce discours réprimer l'insolence. Vous pensez, je le vois, que, tremblant pour mes jours, À des subtilités je veuille avoir recours : Et qu'ai-je à redouter de votre jalousie ? Ainsi ne croyez pas que je me justifie. Imprudents ! Savez-vous, si j'élevais la voix, Que je vous ferais tous égorger à la fois ? Instruit de votre haine et de mon innocence, Tout le peuple à grands cris m'excite à la vengeance ; Mais je n'imite pas les fureurs de Caton, Et je laisse la peur au sein de Cicéron. Je n'aurais pour punir votre coupable audace Qu'à vous abandonner au coup qui vous menace ; Sans m'armer contre vous d'un secours étranger, Me taire encore un jour suffit pour me venger. Et vous me condamnez, insensés que vous êtes, Moi qui retiens le fer suspendu sur vos têtes ; Moi qui, sans me charger d'un projet odieux, N'ai qu'à laisser agir Manlius et les dieux ; Moi qui, pouvant me mettre à couvert de l'orage, M'expose pour sauver un consul qui m'outrage ! J'ai causé par malheur votre premier effroi ; Et dans tous les complots vous ne voyez que moi ; Il en est cependant dont vous devez tout craindre. Que vous êtes aveugle, et que Rome est à plaindre ! Laissons là Manlius, consul peu vigilant, Tandis que Rome touche à son dernier instant, Qu'au plus affreux danger le sénat est en proie, Qu'on va faire de Rome une seconde Troie ! Lorsque vous ne songez qu'à me faire périr, Ingrats, sur vos malheurs je me sens attendrir : Je sens en ce moment l'amour de la patrie Reprendre dans mon coeur une nouvelle vie ; Et votre aveuglement me fait trop de pitié Pour vous sacrifier à mon inimitié. Montrant Cicéron."")","('#cesar', ""Caton, que faites-vous ? et quel affreux langage ! Toujours votre vertu s'explique avec outrage. Vous révoltez les coeurs, au lieu de les gagner. César s'assied."")",0.22,Substitution
164,"('#ciceron', ""Eh bien ! Rompez, Seigneur, un si cruel silence ; Punissez en romain l'ingrat qui vous offense : En faveur de vous-même osez tout oublier, Et sauvez le sénat pour nous humilier."")","('#caton', 'Sur les coeurs corrompus vous cherchez à régner. Pour les séditieux César toujours facile Conserve en nos périls un courage tranquille.')",0.12,Substitution
165,,"('#cesar', 'Caton, il faut agir dans les jours des combats ; Je suis tranquille ici, ne vous en plaignez pas.')",1.0,Deletion
166,,"('#caton', ""Je plains Rome, César, et je la vois trahie. Ô ciel ! Pourquoi faut-il qu'aux climats de l'Asie, Pompée, en ces périls, soit encore arrêté ?"")",1.0,Deletion
167,,"('#cesar', 'Quand César est pour vous ? Pompée est regretté ?')",1.0,Deletion
168,,"('#caton', ""L'amour de la patrie anime ce grand homme."")",1.0,Deletion
169,,"('#cesar', ""Je lui dispute tout, jusqu'à l'amour de Rome."")",1.0,Deletion
170,"('#catilina', ""Je n'ai point attendu l'instant du sacrifice Pour servir ce sénat qui m'envoie au supplice ; Depuis huit jours entiers j'assemble mes amis. Les voilà ces complots que je me suis permis ! Mais, malgré tous les soins d'une âme généreuse, Ils m'ont fait soupçonner d'une trame honteuse. Armez sans différer, prévenez l'attentat, Si vous voulez sauver la ville et le sénat. Celui qui hors des murs commande vos cohortes, Manlius, dès ce soir, doit attaquer vos portes."")","('#ciceron', ""Ah ! Dans quels vains débats perdez-vous ces instants ? Quand Rome à son secours appelle ses enfants, Qu'elle vous tend les bras, et que ses sept collines Se couvrent à vos yeux de meurtres, de ruines, Qu'on a déjà donné le signal des fureurs, Qu'on a déjà versé le sang des sénateurs ?"")",0.0,Match
171,"('#ciceron', 'Manlius !')","('#lucullus', 'Ô ciel !')",0.88,Substitution
172,,"('#caton', 'Que dites-vous ?')",1.0,Deletion
173,"('#catilina', ""Oui, consul ; craignez qu'avant la nuit Aux dépens de vos jours on n'en soit trop instruit. Je vous ai déclaré le chef de l'entreprise ; Veillez, ou de sa part craignez quelque surprise : Je n'ai pu découvrir le reste du parti. C'est à vous d'y penser ; vous êtes averti. Manlius vous trahit : c'était pour vous défendre Qu'en armes dans ces lieux j'étais venu me rendre, Et non pour vous punir de m'avoir outragé ; En combattant pour vous je suis assez vengé. Vous pouvez désormais ou douter, ou me croire ; J'ai rempli mon devoir et satisfait ma gloire. Mes amis sont tout prêts, vous pouvez les armer ; Leur qualité n'a rien qui vous doive alarmer, Vous les connaissez tous : songez au capitole, Garnissez l'Aventin, les portes de Pouzole ; Il faut garder surtout le pont Sublicien, Le quartier de Caton, et veiller sur le mien ; Car le plus grand effort de ce complot funeste Éclatera sans doute aux portes de Préneste, Et mon palais y touche ; on peut s'y soutenir ; Du moins un long combat pourra s'y maintenir. Vous paraissez émus, et rougissez peut-être D'avoir pu si longtemps me voir sans me connaître. Après tant de mépris, après tant de refus, Tant d'affronts si sanglants, dont vous êtes confus, Aurais-je triomphé de votre défiance ? Non, j'en ai fait souvent la triste expérience, On ne guérit jamais d'un violent soupçon ; L'erreur qui le fit naître en nourrit le poison, Et dans tout intérêt la vertu la plus pure Peut être quelquefois suspecte d'imposture : Mais pour calmer les cours je sais un sûr moyen, Qui vous convaincra tous que je suis citoyen. On connaît Cicéron, et sa vertu sublime A su dans tous les temps lui gagner votre estime ; Il en est digne aussi par sa fidélité : Caton vous est connu par sa sévérité ; Cicéron ou Caton, l'un des deux, ne m'importe, Je vais dès ce moment sans amis, sans escorte, Me mettre en leur pouvoir : choisissez l'un des deux, Ou le plus défiant, ou le plus rigoureux ; Je veux que de mon sort on le laisse le maître, Qu'il me traite en héros, ou me punisse en traître : Souffrez que sans tarder je remette en ses mains Un homme la terreur ou l'espoir des romains."")","('#ciceron', ""J'avais d'un pas rapide Guidé des chevaliers la cohorte intrépide, Assuré des secours aux postes menacés, Armé les citoyens avec ordre placés. J'interrogeais chez moi ceux qu'en ce trouble extrême, Aux yeux de Cethégus j'avais surpris moi-même. Nonnius, mon ami, ce vieillard généreux, Cet homme incorruptible, en ces temps malheureux, Pour sauver Rome et vous, arrive de Preneste. Il venait m'éclairer dans ce trouble funeste, M'apprendre jusqu'aux noms de tous les conjurés, Lorsque de notre sang deux monstres altérés, A coups précipités frappent ce coeur fidèle, Et font périr en lui tout le fruit de mon zèle. Il tombe mort ; on court, on vole, on les poursuit ; Le tumulte, l'horreur, les ombres de la nuit, Le peuple, qui se presse, et qui se précipite, Leurs complices enfin favorisent leur fuite. J'ai saisi l'un des deux qui, le fer à la main, Egaré, furieux, se frayait un chemin : Je l'ai mis dans les fers, et j'ai su que ce traître Avait Catilina pour complice et pour maître. Cicéron s'assied avec le Sénat."")",0.0,Match
174,"('#caton', ""Catilina, je crois que tu n'es point coupable ; Mais, si tu l'es, tu n'es qu'un homme détestable ; Car je ne vois en toi que l'esprit et l'éclat Du plus grand des mortels, ou du plus scélérat."")","('#catilina', ""Oui, sénat, j'ai tout fait, et vous voyez la main Qui de votre ennemi vient de percer le sein. Oui, c'est Catilina qui venge la patrie, C'est moi qui d'un perfide ai terminé la vie."")",0.87,Substitution
175,,"('#ciceron', 'Toi, fourbe ? Toi, barbare ?')",1.0,Deletion
176,,"('#caton', 'Oses-tu te vanter ?...')",1.0,Deletion
177,,"('#cesar', ""Nous pourrons le punir, mais il faut l'écouter."")",1.0,Deletion
178,,"('#cethegus', ""Parle, Catilina, parle, et force au silence De tous tes ennemis l'audace et l'éloquence."")",1.0,Deletion
179,,"('#ciceron', 'Romains, où sommes-nous ?')",1.0,Deletion
180,"('#ciceron', ""Catilina, daignez reprendre votre place ; De vos soins par ma voix le sénat vous rend grâce : Vous êtes généreux ; devenez aujourd'hui, Ainsi que notre espoir, notre plus ferme appui. Nos injustes soupçons n'ont plus besoin d'otage ; D'un homme tel que vous la gloire est le seul gage. Vous, sénateurs, veillez à notre sûreté : Il s'agit du sénat et de la liberté ; Courons sans différer où l'honneur nous appelle. Adieu, Catilina : j'attends de votre zèle Tous les secours qu'on doit attendre d'un grand coeur. Rome a besoin de vous et de votre valeur ; Combattez seulement, ma crainte est dissipée."")","('#catilina', ""Dans les temps du malheur, Dans la guerre civile, au milieu de l'horreur, Parmi l'embrasement qui menace le monde, Parmi des ennemis qu'il faut que je confonde. Les neveux de Sylla, séduits par ce grand nom, Ont osé de Sylla montrer l'ambition. J'ai vu la liberté dans les coeurs expirante, Le sénat divisé, Rome dans l'épouvante, Le désordre en tous lieux, et surtout Cicéron Semant ici la crainte, ainsi que le soupçon. Peut-être il plaint les maux dont Rome est affligée : Il vous parle pour elle ; et moi je l'ai vengée. Par un coup effrayant je lui prouve aujourd'hui Que Rome et le sénat me sont plus chers qu'à lui. Sachez que Nonnius était l'âme invisible, L'esprit qui gouvernait ce grand corps si terrible, Ce corps de conjurés qui, des monts Apennins, S'étend jusqu'où finit le pouvoir des Romains. Les moments étaient chers, et les périls extrêmes. Je l'ai su, j'ai sauvé l'état, Rome, et vous-mêmes. Ainsi, par un soldat fut puni Spurius ; Ainsi les Scipions ont immolé Gracchus. Qui m'osera punir d'un si juste homicide ? Qui de vous peut encor m'accuser ?"")",0.2,Substitution
181,"('#catilina', ""Va ; ma valeur bientôt sera mieux occupée ; Elle n'aspire plus qu'à te percer le sein."")","('#ciceron', ""Moi, perfide ! Moi, qu'un Catilina se vante de sauver ; Moi, qui connais ton crime, et qui vais le prouver. Que ces deux affranchis viennent se faire entendre. Sénat, voici la main qui mettait Rome en cendre ; Sur un père de Rome il a porté ses coups ; Et vous souffrez qu'il parle, et qu'il s'en vante à vous ? Vous souffrez qu'il vous trompe, alors qu'il vous opprime ? Qu'il fasse insolemment des vertus de son crime ?"")",1.16,Substitution
182,"('#cethegus', ""Catilina, dis-moi, quel est donc ton dessein ? D'où naît ce désespoir ? Éclaircis ma surprise. Après avoir formé la plus haute entreprise, Toi-même tu détruis de si nobles projets ! Tu trahis Manlius, tes amis, tes secrets !"")","('#catilina', ""Et vous souffrez, Romains, que mon accusateur Des meilleurs citoyens soit le persécuteur ? Apprenez des secrets que le consul ignore ; Et profitez-en tous, s'il en est temps encore. Sachez qu'en son palais, et presque sous ces lieux, Nonnius enfermait l'amas prodigieux De machines, de traits, de lances et d'épées, Que dans des flots de sang Rome doit voir trempées. Si Rome existe encore, amis, si vous vivez, C'est moi, c'est mon audace à qui vous le devez. Pour prix de mon service, approuvez mes alarmes ; Sénateurs, ordonnez qu'on saisisse ces armes."")",0.58,Substitution
183,,"('#ciceron', ""Courez chez Nonnius, allez, et qu'à nos yeux On amène sa fille en ces augustes lieux. Tu trembles à ce nom !"")",1.0,Deletion
184,"('#catilina', ""Arrête, Céthégus ; tu me prends pour Tullie : Tes doutes ont blessé l'amitié qui nous lie ; Qu'entre nous désormais ils soient plus mesurés. Mais avant tout dis-moi l'état des conjurés, Et s'il en est quelqu'un qui tremble ou qui balance."")","('#catilina', ""Moi, trembler ? Je méprise Cette ressource indigne où ta haine s'épuise. Sénat, le péril croît, quand vous délibérez. Eh bien ! Sur ma conduite êtes-vous éclairés ?"")",0.2,Substitution
185,"('#cethegus', ""Aucun d'eux : nous pouvons agir en assurance. Autour du vase affreux par moi-même rempli Du sang de Nonius avec soin recueilli, Au fond de ton palais j'ai rassemblé leur troupe : Tous se sont abreuvés de cette horrible coupe ; Et, se liant à toi par des serments divers, Semblaient dans leurs transports défier les enfers. De joie et de frayeur mon âme s'est émue. César, le seul César s'est soustrait à leur vue."")","('#ciceron', ""Oui, je le suis, Romains, je le suis sur son crime. Qui de vous peut penser, qu'un vieillard magnanime Ait formé de si loin ce redoutable amas, Ce dépôt des forfaits et des assassinats ? Dans ta propre maison ta rage industrieuse Craignait de mes regards la lumière odieuse. De Nonnius trompé tu choisis le palais, Et ton noir artifice y cacha tes forfaits. Peut-être as-tu séduit sa malheureuse fille. Ah ! cruel, ce n'est pas la première famille Où tu portas le trouble, et le crime, et la mort. Tu traites Rome ainsi : c'est donc là notre sort ! Et tout couvert d'un sang qui demande vengeance, Tu veux qu'on t'applaudisse et qu'on te récompense ! Artisan de la guerre, affreux conspirateur, Meurtrier d'un vieillard, et calomniateur, Voilà tout ton service, et tes droits, et tes titres. Ô vous des nations jadis heureux arbitres, Attendez-vous ici, sans force et sans secours, Qu'un tyran forcené dispose de vos jours ? Fermerez-vous les yeux au bord des précipices ? Si vous ne vous vengez, vous êtes ses complices. Rome ou Catilina doit périr aujourd'hui. Vous n'avez qu'un moment : jugez entre elle et lui."")",0.0,Match
186,"('#catilina', ""César n'a pas besoin de serments avec moi, Et son ambition me répond de sa foi. Pour toi, que de ma part rien ne devrait surprendre, Qui sur un seul regard aurais dû mieux m'entendre, Apprends que Manlius voulait nous perdre tous, Et qu'un moment plus tard c'en était fait de nous. Manlius autrefois soupira pour Fulvie ; Corrompu par ses pleurs, ou par sa jalousie, Le perfide courait nous vendre à Cicéron ; Mais d'un dessein si lâche informé par Céson, Un instant m'a suffi pour prévenir le crime : Ma main fumait encor du sang de la victime Quand tu m'as vu paraître au milieu du sénat, Qui pourra, s'il apprend ce nouvel attentat, Croire qu'en sa faveur je l'ai commis peut-être, Et que pour le gagner je l'ai défait d'un traître. Au reste ne crains rien des frivoles récits Dont je viens d'effrayer de timides esprits Qu'il fallait exciter par de feintes alarmes, Si je veux les forcer de recourir aux armes, Ne pouvant sans nous perdre armer un seul guerrier Si le Sénat tremblant n'eût armé le premier. Quel triomphe pour moi, dans ce péril extrême, De le voir pour ma gloire armé contre lui-même ! Des postes différents faussement indiqués, Qui, selon mon rapport, pourraient être attaqués, Aucun ne me convient ; mais il faut par la ruse Disperser les soldats d'un sénat qu'elle abuse. Prends garde cependant qu'à des signes certains On puisse distinguer nos soldats des romains. Le palais de Sylla, notre plus fort asile, Pourra seul plus d'un jour tenir contre la ville. Céson, de Manlius devenu successeur, Avec sa légion doit servir ma fureur. Je ne crains que Rufus, préfet de six cohortes Pleines de vétérans qui défendent les portes : Rufus n'a de soutien ni d'ami que Caton, Et je n'ai convaincu ni lui ni Cicéron. Si Rufus, dont je crains le courage et l'adresse, Pénètre les complots où Céson s'intéresse, Rufus tentera tout, la force ou les bienfaits, Pour regagner Céson, ou rompre ses projets : C'est l'unique moyen de tromper notre attente : Mais ce péril nouveau n'a rien qui m'épouvante. Les dangers que pour moi j'ai laissés entrevoir, Malgré tant d'ennemis, me flattent de l'espoir Qu'en des pièges nouveaux je pourrai les surprendre. Soit pour s'en emparer, ou soit pour le défendre, Autour de mon palais ils vont tous accourir ; Que ce soit pour ma perte ou pour me secourir, Nos premiers sénateurs viendront le reconnaître ; Cicéron et Caton s'y trouveront peut-être. Que ce moment me tarde, et qu'il me serait doux De pouvoir d'un seul coup les sacrifier tous ! Adieu, cher Céthégus : je vais revoir Tullie."")","('#cesar', ""Un jugement trop prompt est souvent sans justice. C'est la cause de Rome ; il faut qu'on l'éclaircisse. Aux droits de nos égaux est-ce à nous d'attenter ? Toujours dans ses pareils il faut se respecter. Trop de sévérité tient de la tyrannie."")",0.25,Substitution
187,"('#cethegus', ""C'est elle qui nous perd."")","('#caton', ""Trop d'indulgence ici tient de la perfidie. Quoi ! Rome, est d'un côté, de l'autre un assassin, C'est Cicéron qui parle, et l'on est incertain ?"")",1.91,Substitution
188,"('#catilina', ""Crois-tu que je l'oublie ? Je veux, pour l'en punir, employer à mon tour Aux plus noirs attentats ses soins et son amour : Va, ce n'est point à moi, dès qu'il s'agit d'offense, Que l'on doive donner des leçons de vengeance ; De ce soin sur mon coeur tu peux te reposer : C'est aujourd'hui qu'il faut tout perdre et tout oser. Je vais solliciter la défense des portes, Et l'ordre d'y placer de nouvelles cohortes, Sur le prétexte vain de quelque affreux projet Dont je puis avoir seul pénétré le secret. Ce n'est pas tout ; je veux par Tullie elle-même M'assurer cet emploi, s'il est vrai qu'elle m'aime : Sur ce fatal décret je vais la prévenir ; C'est de son amour seul que je veux l'obtenir. Dans trois heures au plus le jour va disparaître : Des postes d'alentour il faut te rendre maître. Probus ne m'a fait voir qu'un esprit chancelant ; Prévenons les retours d'un conjuré tremblant, Et de la même main songe à punir Fulvie De ses forfaits nouveaux et de sa perfidie. Plus de ménagements, de pitié, ni d'égards : Le feu, le fer, le sang, voilà mes étendards."")","('#cesar', ""Il nous faut une preuve ; on n'a que des alarmes. Si l'on trouve en effet ces parricides armes, Et si de Nonnius le crime est avéré, Catilina nous sert, et doit être honoré... Tu me connais : en tout je te tiendrai parole. À Catilina."")",0.46,Substitution
189,"('#ciceron', ""Caton ne paraît point, et la nuit qui s'avance Accroît à chaque instant l'horreur qui la devance. Pétréius, invité de hâter son retour, Ne peut plus arriver avant la fin du jour ; Et ce jour malheureux était le seul peut-être Qui pouvait me flatter de triompher d'un traître : Plus sur son innocence il a cru m'abuser, Plus mon coeur défiant s'obstine à l'accuser. Je sais qu'à Manlius il vient d'ôter la vie ; C'est pour mieux m'éblouir qu'il nous le sacrifie. Trop heureux si je puis à mon tour lui cacher Le péril du décret qu'il vient de m'arracher ! Mais nous sommes perdus si jamais il devine Qu'en secret par Céson je trame sa ruine ; Des pièges qu'on lui tend habile à se venger, Il en ferait sur moi retomber le danger. Rufus m'assure en vain d'une longue défense, Céson est désormais mon unique espérance. Quelle honte pour vous, indomptables romains, De n'avoir pour appui que de si faibles mains ! Ô toi, qu'en ses malheurs Rome toujours implore, Et que sans te nommer en secret elle adore ; Toi, qui devais un jour, couronnant ses exploits, Soumettre à son pouvoir les peuples et les rois, Daigne aujourd'hui du moins, favorable génie, La sauver de l'opprobre et de la tyrannie. Caton ne revient point ; je crains que son ardeur Plus loin que je ne veux n'entraîne son grand coeur."")","('#ciceron', ""Ô Rome ! Ô ma patrie ! Ô dieux du Capitole ! Ainsi d'un scélérat un héros est l'appui ! Agissez-vous pour vous, en nous parlant pour lui ? César, vous m'entendez ; et Rome trop à plaindre N'aura donc désormais que ses enfants à craindre ?"")",0.42,Substitution
190,,"('#clodius', ""Rome est en sûreté ; César est citoyen. Qui peut avoir ici d'autre avis que le sien ?"")",1.0,Deletion
191,"('#ciceron', ""Mais je le vois, c'est lui. Quoi ! Vous êtes en armes ? Venez-vous redoubler, ou calmer nos alarmes ?"")","('#ciceron', ""Clodius, achevez : que votre main seconde La main qui prépara la ruine du monde. C'en est trop, je ne vois dans ces murs menacés Que conjurés ardents et citoyens glacés. Catilina l'emporte, et sa tranquille rage, Sans crainte et sans danger, médite le carnage. Au rang des sénateurs il est encore admis ; Il proscrit le sénat, et s'y fait des amis ; Il dévore des yeux le fruit de tous ses crimes : Il vous voit, vous menace, et marque ses victimes : Et lorsque je m'oppose à tant d'énormités, César parle de droits et de formalités ; Clodius à mes yeux de son parti se range ; Aucun ne veut souffrir que Cicéron le venge. Nonnius par ce traître est mort assassiné. N'avons-nous pas sur lui le droit qu'il s'est donné ? Le devoir le plus saint, la loi la plus chérie, Est d'oublier la loi pour sauver la patrie. Mais vous n'en avez plus."")",0.91,Substitution
192,"('#caton', ""Je voudrais vainement, dans ce désordre affreux, Vous promettre, consul, quelque succès heureux : Le destin du sénat est d'autant plus terrible Que la main qui nous frappe est encore invisible ; Victorieux, vaincu, j'ai combattu longtemps Sans pouvoir reconnaître un seul des combattants. Nos soldats étonnés, peu touchés de leur gloire, N'ont plus ce noble orgueil garant de la victoire : J'ai vu non sans frémir nos premiers vétérans Muets, intimidés, abandonner les rangs. La nuit achèvera bientôt de tout confondre ; Et Rufus de Céson n'ose plus me répondre. Si Pétréius enfin ne vient nous secourir, Il ne nous restera que l'honneur de mourir : Mais si nous en croyons les lenteurs de Pompée, Notre attente sur lui sera toujours trompée : Son lieutenant, nourri dans cet abus fatal, N'imitera que trop ce tiède général. Cependant il est temps que Pétréius arrive ; La chaleur du combat ne peut être plus vive. Le fier Catilina, revêtu d'un emploi Dont vous avez voulu le charger malgré moi, Sur le frivole espoir de pouvoir le surprendre Dans des pièges nouveaux que vous croyez lui tendre, L'adroit Catilina vous aura pénétré : Aux portes de Préneste il ne s'est point montré ; L'intrépide Rufus, qui s'en est rendu maître, À ce poste du moins ne l'a point vu paraître ; Et je crains qu'il ne soit au palais de Sylla, Car j'en ai vu sortir Célius et Sura : Pomponius, suivi d'une troupe fidèle, L'investit, et pour vous rien n'égale son zèle ; Il a fait mettre aux fers, sur l'avis de Céson, Plusieurs séditieux, les gaulois, et Sunnon. Soit haine, soit mépris, dessein, ou négligence, L'indifférent Crassus garde un honteux silence. César se tait aussi ; quel qu'en soit le sujet, Rien n'est si dangereux que César qui se tait ; Cependant son palais, dans une paix profonde, Est, selon sa coutume, ouvert à tout le monde. La moitié du sénat défend le champ de mars, Où le peuple en fureur accourt de toutes parts ; Rome enfin n'offre plus que l'effroyable image D'un champ couvert de morts, et souillé de carnage. Mais ce qui me surprend, c'est que Pomponius M'a dit qu'en aucun lieu l'on n'a vu Manlius."")","('#aurelie', ""Ô vous ! Sacrés vengeurs, Demi-dieux sur la terre, et mes seuls protecteurs, Consul, auguste appui qu'implore l'innocence, Mon père par ma voix vous demande vengeance : J'ai retiré ce fer enfoncé dans son flanc. Mes pleurs mouillent vos pieds arrosés de son sang. Secourez-moi, vengez ce sang qui fume encore, Sur l'infâme assassin que ma douleur ignore. En voulant se jeter aux pieds de Cicéron qui la relève."")",0.05,Substitution
193,"('#ciceron', 'Manlius ne vit plus.')","('#ciceron', 'Le voici.')",1.67,Substitution
194,,"('#aurelie', 'Dieux !')",1.0,Deletion
195,,"('#ciceron', ""C'est lui, lui qui l'assassina, Qui s'en ose vanter."")",1.0,Deletion
196,,"('#aurelie', ""Ô ciel ! Catilina ! L'ai-je bien entendu ? Quoi ! Monstre sanguinaire ! Quoi ! C'est toi, c'est ta main qui massacra mon père ? Des licteurs la soutiennent."")",1.0,Deletion
197,,"('#catilina', 'Quel spectacle, grands dieux ! Je suis trop bien puni.')",1.0,Deletion
198,"('#caton', ""Dieux ! Quel bonheur extrême ! Qui l'a donc immolé ?"")","('#cethegus', ""À ce fatal objet quel trouble t'a saisi ? Aurélie à nos pieds vient demander vengeance : Mais si tu servis Rome, attends ta récompense."")",0.67,Substitution
199,,"('#catilina', ""Aurélie, il est vrai... qu'un horrible devoir... M'a forcé... Respectez mon coeur, mon désespoir... Songez qu'un noeud plus saint et plus inviolable..."")",1.0,Deletion
200,,"('#chef #licteurs', 'Seigneur, on a saisi ce dépôt formidable.')",1.0,Deletion
201,"('#ciceron', 'Catilina lui-même.')","('#ciceron', 'Chez Nonnius ?')",1.88,Substitution
202,,"('#chef #licteurs', ""Chez lui. Ceux qui sont arrêtés N'accusent que lui seul de tant d'iniquités."")",1.0,Deletion
203,,"('#aurelie', 'Ô comble de la rage et de la calomnie ! On lui donne la mort : on veut flétrir sa vie ! Le cruel dont la main porta sur lui les coups...')",1.0,Deletion
204,,"('#ciceron', 'Achevez...')",1.0,Deletion
205,,"('#aurelie', 'Justes dieux ! Où me réduisez-vous ?')",1.0,Deletion
206,"('#caton', ""Consul, vous m'alarmez ; et je crains que Céson N'abuse comme vous d'un injuste soupçon. Gardons-nous d'attaquer un homme impénétrable, Qu'il faut craindre encor plus innocent que coupable."")","('#ciceron', ""Parlez ; la vérité dans son jour doit paraître. Vous gardez le silence à l'aspect de ce traître ! Vous baissez devant lui vos yeux intimidés ! Il frémit devant vous ! Achevez, répondez."")",0.44,Substitution
207,,"('#aurelie', ""Ah ! je vous ai trahis ; c'est moi qui suis coupable."")",1.0,Deletion
208,,"('#catilina', ""Non, vous ne l'êtes point..."")",1.0,Deletion
209,"('#ciceron', ""Caton, écoutez moins cette rare candeur. Eh ! Qui de tant de maux pourrait être l'auteur ? Qui, hors Catilina, peut vouloir nous détruire ? À de fausses lueurs vous laissez-vous séduire ? Que Manlius soit mort, qu'il l'ait sacrifié, C'est prouver seulement qu'il s'en est défié : Je ne vois dans ce coup que le meurtre d'un traître, Qu'un autre a prévenu dans la crainte de l'être. Plût aux dieux que, moins lent à punir ses forfaits, Du chef des conjurés Céson nous eût défaits ! Si de quelque succès son audace est suivie, Ses cruautés n'auront de bornes que sa vie. Des infâmes complots formés par Céthégus Ne voudriez-vous pas excepter Lentulus ? Bientôt jusque sur vous leur fureur va s'étendre. Mais c'est trop s'arrêter."")","('#aurelie', ""Va, monstre impitoyable ; Va, ta pitié m'outrage, elle me fait horreur. Dieux ! J'ai trop tard connu ma détestable erreur. Sénat, j'ai vu le crime, et j'ai tu les complices ; Je demandais vengeance, il me faut des supplices. Ce jour menace Rome, et vous, et l'univers. Ma faiblesse a tout fait, et c'est moi qui vous perds. Traître, qui m'as conduite à travers tant d'abîmes, Tu forças ma tendresse à servir tous tes crimes. Périsse, ainsi que moi, le jour, l'horrible jour, Où ta rage a trompé mon innocent amour ! Ce jour où, malgré moi, secondant ta furie, Fidèle à mes serments, perfide à ma patrie, Conduisant Nonnius à cet affreux trépas, Et, pour mieux l'égorger, le pressant dans mes bras, J'ai présenté sa tête à ta main sanguinaire ! Murs sacrés, dieux vengeurs, sénat, mânes d'un père, Romains, voilà l'époux dont j'ai suivi la loi, Voilà votre ennemi !... Perfide, imite-moi. Tandis qu'Aurélie parle au bout du théâtre, Cicéron est assis, plongé dans la douleur. Elle se frappe."")",0.0,Match
210,,"('#catilina', 'Où suis-je ? Malheureux !')",1.0,Deletion
211,,"('#caton', 'Ô jour épouvantable !')",1.0,Deletion
212,,"('#ciceron', ""Jour trop digne en effet d'un siècle si coupable !"")",1.0,Deletion
213,,"('#aurelie', 'Je devais... un billet remis entre vos mains... Consul... de tous côtés je vois vos assassins... Je me meurs... On emmène Aurélie.')",1.0,Deletion
214,"('#caton', ""Consul, daignez attendre : Je ne souffrirai point qu'abandonnant ces lieux Vous osiez exposer des jours si précieux ; C'est votre ami, c'est moi qui vous en sollicite : De chevaliers romains une troupe d'élite Par mon ordre bientôt va se rejoindre à nous ; Permettez qu'avec eux je combatte pour vous."")","('#ciceron', ""S'il se peut, qu'on la secoure, Aufide ; Qu'on cherche cet écrit. En est-ce assez, perfide ? Sénateurs, vous tremblez, vous ne vous joignez pas Pour venger tant de sang, et tant d'assassinats ? Il vous impose, encor ? Vous laissez impunie La mort de Nonnius, et celle d'Aurélie ?"")",0.07,Substitution
215,"('#caton', 'Mais je vois Lucius ; que vient-il nous apprendre ?')",,1.0,Insertion
