,chevalier-amours-de-calotin,palaprat-le-muet,Cost,Operation Type
141,,"('#frontin', ""Eh non, Monsieur, on n'ouvre point, c'est quelqu'un qui vient éclairer cette salle, sortons."")",1.0,Deletion
142,"('#le-chevalier', 'Ah ! Marquis, te voilà.')","('#timante', 'Eh si fait, te dis-je, on ouvre chez la Comtesse.')",1.09,Substitution
143,,"('#frontin', 'Ah !  Tout est perdu.  Voici le maudit aimant qui le retenait devant cette porte.')",1.0,Deletion
144,"('#le-marquis', ""C'est donc toi, Chevalier ; Et que faisais-tu là ?"")","('#la-comtesse', ""Que veut dite ceci, Timante ?  Il y a près d'un quart d'heure que j'entends votre voix dans cette salle.  On vous fait dire qu'on a à vous parler ; on vous attend ; vous venez, et au lieu d'entrer, il semble que vous faites le fier : je crois même que si je n'avais pris la peine de sortir, vous auriez eu la cruauté de vous en aller sans me voir. Timante est dans un embarras qui oblige Frontin à répondre."")",1.37,Substitution
145,"('#le-chevalier', ""Ce faquin de portier Qui se met en courroux, qui tempête et qui peste, De ce que j'ai voulu sur l'heure avoir mon reste : Hé, n'est-ce pas assez lorsque l'on paye bien ?"")","('#frontin', ""Ho point, Madame, nous n'avions garde, c'est... c'est que mon Maître..."")",1.07,Substitution
146,,"('#la-comtesse', 'Vous ne me dites rien, Timante ?  Seriez-vous assez fou pour être en colère de ce que je fis hier ?')",1.0,Deletion
147,"('#le-marquis', ""Rend-on le reste ici lorsqu'on ne donne rien ?"")","('#timante', 'Infidèle, puis-je vous revoir après un tel affront ?')",1.21,Substitution
148,,"('#la-comtesse', ""Oh, oh, c'est donc tout de bon à ; voilà vraiment bien de quoi pour faire tant de bruit."")",1.0,Deletion
149,,"('#frontin', ""Il est vrai qu'une porte fermée au nez à l'un, et ouverte un moment après à l'autre , c'est une bagatelle qui ne vaut pas la peine d'en parler."")",1.0,Deletion
150,,"('#la-comtesse', 'Je ne demandais à vous voir que pour vous en apprendre les raisons avant votre départ, car je suis informée que le Vice-Roi vous a nommé du voyage.  Mais aussi auparavant dites-moi, ce garçon-là sait-il se taire ?')",1.0,Deletion
151,,"('#frontin', ""Oui, Madame, fort bien ; mais je vous avertis d'une chose, si ce que j'entends dire est vrai, personne ne garde mieux un secret que moi : si ce qu'on dit est faux et supposé, je ne l'ai pas plutôt ouï que je meurs d'envie de l'aller redire.  Je suis percé comme un crible, et le secret d'un mensonge s'écoule chez moi de tout côté.  Je vous confesse mon faible, Madame, c'est à vous d'en profiter."")",1.0,Deletion
152,"('#le-chevalier', 'Quoi, rien! il est content.')","('#la-comtesse', ""Je n'ai rien à dire qu'il ne soit très véritable."")",1.38,Substitution
153,,"('#frontin', 'À ce compte-là parlez en sûreté, on vous écoute.')",1.0,Deletion
154,,"('#la-comtesse', ""Vous savez, Timante, qu'on me maria fort jeune à Messine, que six mois après je vins à perdre mon époux."")",1.0,Deletion
155,,"('#frontin', 'Cela se peut taire.')",1.0,Deletion
156,,"('#la-comtesse', ""D'abord je fis dessein d'aller passer le reste de mes jours dans la retraite, et de ne songer plus au monde."")",1.0,Deletion
157,"('#le-baron', ""Je crois qu'il le peut être, Si c'est payer, que dire : Apprends à me connaître."")","('#frontin', 'Voila ce que je ne tairai point.')",1.0,Substitution
158,,"('#la-comtesse', ""Vous étiez alors à Messine.  Vous me vîntes voir, Timante ; vous me fîtes changer de résolution, et vous n'ignorez pas que depuis ce temps-là je vous ai toujours confié avec plaisir tout ce que j'ai eu de plus secret."")",1.0,Deletion
159,,"('#frontin', 'Je ne tairai jamais cet article.')",1.0,Deletion
160,,"('#la-comtesse', ""Vous savez donc, Timante, que ce Capitaine qui vous donne aujourd'hui, sans sujet, cette jalousie, a ici chez sa soeur qui loge prés de ce Palais une jeune inconnue, qu'on appelle Zaïde."")",1.0,Deletion
161,,"('#timante', ""Je sais, Madame, l'histoire de cette Zaïde ; j'étais encore à Messine lorsque cette fille âgée de deux ans fut prise par ce Capitaine sur les côtes d'Espagne."")",1.0,Deletion
162,,"('#frontin', 'Que fait cette fille à la porte fermée ?')",1.0,Deletion
163,,"('#la-comtesse', ""Et bien, Timante, vous pouvez-vous ressouvenir que ce Capitaine étant obligé de retourner à la mer, me donna cette jeune enfant ; que je lui donnai le nom de Zaïde, parce que personne ne connaissait ni ses parents, ni sa patrie ; que je la fis élever avec beaucoup de soin, et que je l'ai toujours aimée aussi tendrement que si c'était ma propre soeur ?"")",1.0,Deletion
164,,"('#frontin', 'Et la porte, comment y viendra-t-elle ?')",1.0,Deletion
165,,"('#la-comtesse', ""On a retiré cette fille d'entre mes mains depuis que nous sommes à Naples, et je souhaite passionnément qu'on me la rende."")",1.0,Deletion
166,,"('#frontin', 'Je ne vois point encore de porte en tout cela.')",1.0,Deletion
167,,"('#timante', ""Et bien, Madame, vous voulez qu'on vous la rende ?"")",1.0,Deletion
168,,"('#la-comtesse', ""Oui, Timante, et j'aurais couru risque de ne la voir jamais, si j'avais hier perdu le moment favorable de l'obtenir de ce Capitaine."")",1.0,Deletion
169,,"('#frontin', 'Ah !  Nous y voici.')",1.0,Deletion
170,,"('#la-comtesse', ""Il part au premier jour.  Je le connais pour être d'une humeur soupçonneuse, difficile, et peu complaisante.  Je crus donc avoir besoin d'une conversation en particulier où j'eusse la liberté de faire agir sur son esprit mes plus fortes persuasions : je l'attendais enfin quand vous vîntes, et comme je n'étais remplir que du désir d'avoir Zaïde, et que pour ne laisser entrer personne j'avais donné des ordres, qui cependant n'étaient pas pour vous, on eut l'indiscrétion de vous renvoyer, en quoi je n'ai commis autre faute que celle d'avoir oublié de vous en faire part."")",1.0,Deletion
171,,"('#timante', ""Et qui m'assurera, Madame, que ce que je viens d'entendre n'est pas une défaite, pour me chasser, et pour recevoir mon rival."")",1.0,Deletion
172,,"('#frontin', 'Courage, Monsieur.')",1.0,Deletion
173,,"('#la-comtesse', ""Votre rival !  Pouvez-vous vous le persuader ?  Un homme comme celui-là ?  Riche et brave à ce qu'on dit, mais brutal comme un corsaire qu'il est : et bien, Timante, puisque ce que je vous dis ne vous persuade point, n'en parlons pas davantage.  Le Capitaine n'entrera plus chez moi, et quoique je souhaite avec passion d'avoir Zaïde, j'aime mieux y renoncer que de me brouiller avec vous."")",1.0,Deletion
174,,"('#timante', 'Que de vous brouiller avec moi ?')",1.0,Deletion
175,,"('#frontin', 'Le voila rendu.')",1.0,Deletion
176,"('#le-chevalier', ""Ah ! C'est toi, cher Baron, hé qui te croyait là ?"")","('#timante', 'Ah !  Madame, si je pouvais croire que vous parlassiez sincèrement.')",0.98,Substitution
177,,"('#la-comtesse', ""Moi, je ne vous parlerais pas sincèrement ?  Laissez-moi seulement avoir une compagne qui m'est si chère, et vous verrez si vous avez sujet d'envier auprès de moi, le bonheur de qui que ce soit."")",1.0,Deletion
178,"('#le-baron', ""Moi, je m'y crois sans doute, et puisque m'y voilà, Bonjour."")","('#timante', 'Que je suis heureux, si vous me dites vrai Madame.')",0.52,Substitution
179,,"('#frontin', 'Vous voilà déshérité.')",1.0,Deletion
180,,"('#timante', ""Que dans la nécessité où je suis de suivre le Vice-Roi dans ce voyage de deux jours, qui me va durer dix années se serait un grand soulagement à la douleur que j'ai de vous quitter, si je pouvais être assuré sur toutes mes alarmes."")",1.0,Deletion
181,,"('#la-comtesse', ""Vous devez l'être, Timante, adieu, je vais voir la soeur de ce Capitaine, à qui je dois honnêtement une visite pour le plaisir qu'elle me fait de se priver de Zaïde qu'elle me doit envoyer aujourd'hui même après souper, partez content, s'il ne faut pour votre repos que vous avouer que l'on n'en aura guère jusqu'à votre retour."")",1.0,Deletion
182,,"('#timante', 'Hé bien Frontin.')",1.0,Deletion
183,,"('#frontin', ""Je le savais bien moi que dès qu'elle parlerait toutes vos belles résolutions, zeste ?"")",1.0,Deletion
184,"('#le-marquis', 'Que fis-tu hier ?')","('#timante', ""Crois-tu qu'elle me trompe ?"")",0.81,Substitution
185,,"('#frontin', ""À vous parler franchement se sont de terribles animaux que les femmes, et quelque preuves qu'elles donnent de leur sincérité, la chose est toujours problématique.   Ho ça, en bonne foi, est-ce que tout de bon vous êtes résolu de vous accrocher plus que jamais à cette femme."")",1.0,Deletion
186,,"('#timante', 'Eh !  Le moyen que je puisse vivre sans elle ?')",1.0,Deletion
187,"('#le-chevalier', ""Sombre et mélancolique, Pour me déchagriner, je fus voir la critique, Où je trouvai moyen de chasser mon ennui. Ce diable de Molière entraîne tout chez lui, Tout y crevait de peuple, et fort peu, je t'assure, Se purent exempter des traits de sa censure ; Il critiqua tous ceux qui l'avaient critiqué, Et se moqua de qui de lui s'était moqué. Ceux qui s'étaient raillé de l'Ecole des femmes, Se voyaient là chanter fort joliment leurs gammes. Quelqu'un de l'assemblée en paraissait content, Mais bien d'autres aussi riaient en enrageant ; Et tel criait tout haut que c'était des merveilles, Qui s'entendait dauber de façons sans pareilles. Moi qui n'en avais dit jamais ni bien, ni mal, J'envisageais cela d'un plaisir sans égal, Voyant que les objets d'une telle satire Ne savaient s'ils devaient ou se fâcher, ou rire. Ce qui plus me charma, c'est qu'en ces entretiens Il berna les auteurs, et les comédiens, Et je les voyais là faire fort bon visage, Quoi qu'au fond de leur âme ils fussent pleins de rage. Admirez cependant comme quoi cet esprit Sait nous amadouer alors qu'il nous aigrit : Pour nous montrer combien son adresse est extrême, Nous donnèrent en suivant dans le tarte à la crème ; Afin que si quelqu'un s'en était mutiné, On vit que le berneur lui-même était berné : De sorte que chacun voyant son industrie, Tourna, quoique fâché, tout en galanterie, Et demeura d'accord, que pour plaire aujourd'hui, Il faut être Molière, ou faire comme lui."")","('#frontin', ""Tant d'Amour qu'on voudra tant de charmants appas, Il faut toujours manger et boire,  Et c'est un incident nécessaire à l'Histoire, Que de prendre un léger repas. Et sans bien pouvez- vous mieux vivre : il me souvient d'avoir lu autrefois ces Vers que j'ai toujours retenus : En effet il me paraît plus aisé de vivre sans aimer, que sans dîner et sans souper, et je tiens une bonne cuisine plus nécessaire qu'une Maîtresse."")",0.56,Substitution
188,,"('#timante', ""Hélas !  Quoiqu'elle fasse, je vois bien que mon destin est de l'aimer toute ma vie."")",1.0,Deletion
189,"('#le-marquis', 'Ah ! Comte, je te vois.')","('#frontin', ""Cependant vous l'avez ouï, votre père marie le Chevalier avec la fille que vous avez refusée, passe pour cela ; mais il le fait son héritier, voila le diable.  J'ai cela sur le coeur pour vous, et quelque défense qu'on m'ait faite, il faut que j'engage le Chevalier à faire quelque sottise qui mette votre père en colère contre lui."")",1.51,Substitution
190,"('#le-comte', ""Ici je me transporte Pour te voir, ayant vu ta calèche à la porte, Si bien que je pourrai, contentant mon désir, Du divertissement prendre encor le plaisir. Mais avant qu'on commence ici la comédie, Il faut que je te conte une histoire jolie, Dont Molière à causé la conversation, Et digne assurément de ton attention. Dernièrement étant à la contre-critique, Je reçus là, Marquis, un plaisir angélique. Comme de notre peintre on faisait le Portrait, Et que l'on le croyait tirer là trait pour trait, Tu sauras que lui-même en cette conjoncture Était présent alors que l'on fit sa peinture ; De sorte que ce fut un charme sans égal, De voir et la copie, et son original. On prit par tous endroits son École des femmes, Où pour la critiquer, quelqu'une de ces dames Alla dans ce moment appliquer tout son choix À l'endroit de la soupe où l'on trempe les doigts ; Puis de là ces Messieurs, d'une satire extrême, Donnèrent en suivant dans la Tarte à la crème ; Et le plus enjoué qu'ils drapèrent après, Ce fut celui du Le, ce charmant Le d'Agnès. Quoi n'est-ce pas malice à nulle autre seconde, D'oser blâmer ce Le, ce délice du monde ? Ce n'est pas encor tout, ils blâmèrent l'auteur Des pièces dont il a réveillé l'auditeur, Et de cette façon dont Alain et Georgette S'appellent l'un et l'autre, et que drapa le poète. Ce qui fut plus plaisant, c'est qu'un certain d'entre eux Dit que la pièce était un poème sérieux ; Que bien loin que ce fut une pièce comique, Qu'il ne s'en pouvait voir aucune plus tragique : Les autres de ce point ne restant pas d'accord, Il leur dit là-dessus: Le petit chat est mort, Et soutient hautement que c'était tragédie, Puisque le petit chat avait perdu la vie. Ayant de notre peintre attaqué la vertu, Quelqu'un lui demanda : Molière, qu'en dis-tu Lui répondit d'abord, de son ton agréable : Admirable, morbleu ! du dernier admirable ; Et je me trouve là tellement bien tiré, Qu'avant qu'il soit huit jours, certes, j'y répondrai."")","('#timante', ""Oh !  Nous parlerons de cela quelqu'autre fois, je ne suis pas bien guéri de ma jalousie, il faut que ce soir même tu demeures ici pour épier si l'on mènera cette fille à la Comtesse, après cela je ne pourrai plus douter de ce qu'elle vient de médire, je partirai content, et pour avoir l'esprit plus en repos durant mon voyage, je te laisserai ici pour observer exactement tout ce qui se passera dans cette maison."")",0.35,Substitution
191,"('#le-baron', ""Mais l'on m'a dit à moi, qu'il fit à quelques dames La réponse qu'il fait à l'École des femmes, Lorsqu'il n'en riait pas assez à leur avis, Il leur dit : Moi j'en ris tout autant que je puis."")","('#frontin', ""Hé bien, Monsieur, j'y reviendrai dès ce soir, aussi bien n'ai-je point vu d'aujourd'hui ma cruelle Marine, c'est ma Comtesse à moi ; mais à propos vous ne songez qu'à cette femme, et vous ne dites pas ce que vous voulez faire de ce muet que je vous ai arrêté."")",0.89,Substitution
192,"('#le-comte', ""Tu sauras que depuis cet illustre Molière Les a tous ajustés de la bonne manière, Et cet esprit en soi qui n'a rien que de haut, A su tailler beaucoup de besogne à Boursault."")","('#timante', ""Je ne m'en suis pas souvenu quand il en était temps, ce soir tu le mèneras où je te dirai.  Retirons-nous, mon père soupe chez le Marquis, il pourrait nous trouver ici, sortons j'ai quelques ordres à te donner."")",1.36,Substitution
193,,"('#frontin', 'Allons, Monsieur, Dieu veuille que tout aille mieux pour vous que Frontin ne pense.')",1.0,Deletion
194,"('#le-chevalier', ""Moi, je sais bien où tend toute cette satire, Ces Messieurs n'ont dessein que de nous faire rire, Et quand vous les voyez se faire à qui pis pis, Ce n'est que pour avoir notre demi-louis."")","('#marine', ""Quelle impatience de femme, ne pouvait-elle attendre qu'on lui amenât Zaïde, sans m'y envoyer à l'heure qu'il est."")",1.62,Substitution
195,,"('#la-comtesse', 'Marine, attends, Marine.')",1.0,Deletion
196,,"('#marine', 'Me voici, Madame.')",1.0,Deletion
197,,"('#la-comtesse', 'Dis au Capitaine que je veux avoir Zaïde ce soir même.')",1.0,Deletion
198,,"('#marine', 'Oui, Madame.')",1.0,Deletion
199,,"('#la-comtesse', ""Que j'ai des raisons pour cela."")",1.0,Deletion
200,,"('#marine', 'Il suffit.')",1.0,Deletion
201,,"('#la-comtesse', ""Que je m'y attend ?"")",1.0,Deletion
202,,"('#marine', 'Et bien, Madame.')",1.0,Deletion
