,corneillep-andromede,quinault-isis,Cost,Operation Type
296,"('#phinee', 'C\'est de vous seule aussi que j\'ai droit de me plaindre : Je serais trop heureux de la voir vous contraindre, Et n\'accuserais plus votre infidélité, Si vous vous excusiez sur son autorité. Au nom de cette amour autrefois si puissante, Aidez un peu la mienne à vous faire innocente : Dites-moi que votre âme à regret obéit, Qu\'un rigoureux devoir malgré vous me trahit ; Donnez-moi lieu de dire : "" elle-même elle en pleure, Elle change forcée, et son coeur me demeure ; "" Et soudain, de la reine embrassant les genoux, Vous m\'y verrez mourir sans me plaindre de vous. Mais que lui puis-je, hélas ! Demander pour remède, Quand la main qui me tue est celle d\'Andromède, Et que son coeur léger ne court au changement Qu\'avec la vanité d\'y courir justement ?')","('#io', ""Est ce si grand crime d'aimer Ce que tout l'Univers adore ?"")",1.01,Substitution
297,"('#cassiope', ""Et quel droit sur ce coeur pouvait garder Phinée, Quand Persée a trouvé la place abandonnée, Et n'a fait autre chose, en prenant son parti, Que s'emparer d'un lieu dont vous étiez sorti ? Mais sorti, le dirai-je, et pourrez-vous l'entendre ? Oui, sorti lâchement, de peur de le défendre. Ainsi nous n'avons fait que le récompenser D'un bien où votre bras venait de renoncer, Que vous cédiez au monstre, à lui-même, à tout autre : Si c'est une injustice, examinons la vôtre. La voyant exposée aux rigueurs de son sort, Vous vous étiez déjà consolé de sa mort ; Et quand par un héros le ciel l'a garantie, Vous ne vous pouvez plus consoler de sa vie."")","('#les-parques', ""Nymphe, apaise Junon si tu veux voir la fin  De ton sort déplorable ; C'est l'arrêt du Destin  Il est irrévocable."")",0.83,Substitution
298,"('#phinee', 'Ah ! Madame...')",,1.0,Insertion
299,"('#cassiope', ""Eh bien ! Soit, vous avez soupiré Autant que l'a pu faire un coeur désespéré. Jamais aucun tourment n'égala votre peine ; Certes, quelque douleur dont votre âme fût pleine, Ce désespoir illustre et ces nobles regrets Lui devaient un peu plus que des soupirs secrets. À ce défaut, Persée..."")","('#io', 'Hélas ! comment fléchir une haine implacable !')",0.95,Substitution
300,,"('#parques #furie #choeur', ""C'est l'arrêt du Destin, Il est irrévocable."")",1.0,Deletion
301,"('#phinee', ""Ah ! C'en est trop, madame ; Ce nom rend, malgré moi, la fureur à mon âme : Je me force au respect ; mais toujours le vanter, C'est me forcer moi-même à ne rien respecter. Qu'a-t-il fait, après tout, si digne de vous plaire, Qu'avec un tel secours tout autre n'eût pu faire ? Et tout héros qu'il est, qu'eût-il osé pour vous, S'il n'eût eu que sa flamme et son bras comme nous ? Mille et mille auraient fait des actions plus belles, Si le ciel comme à lui leur eût prêté des ailes ; Et vous les auriez vus encore plus généreux, S'ils eussent vu le monstre et le péril sous eux : On s'expose aisément quand on n'a rien à craindre. Combattre un ennemi qui ne pouvait l'atteindre, Voir sa victoire sûre et daigner l'accepter, C'est tout le rare exploit dont il se peut vanter ; Et je ne comprends point ni quelle en est la gloire, Ni quel grand prix mérite une telle victoire."")","('#io', ""Terminez mes tourments, puissant maître du monde, Sans vous, sans votre amour hélas ! Je ne souffrirais pas. Réduite au désespoir, mourante, vagabonde, J'ai porté mon supplice en mille affreux climats ; Une horrible Furie attachée à mes pas, M'a suivie au travers du vaste sein de l'onde; Voyez de quels maux ici bas, Votre épouse punit mes malheureux appas Délivrez moi de ma douleur profonde, Ouvrez-moi par pitié, les portes du trépas. Terminez mes tourments puissant maître du monde. Sans vous, sans votre amour, hélas ! Je ne souffrirais pas. C'est Jupiter qui m'aime ! Eh ! Qui le pourrait croire ? Je ne suis plus dans sa mémoire, Il n'entend point mes cris, Il ne voit point mes pleurs Après m'avoir livré aux plus cruels malheurs,  Il est tranquille au comble de la gloire Il m'abandonne au milieu des douleurs. À la fin je succombe heureuse si je meurs. Io tombe accablée de ses tourments, et Jupiter touché de piété, descend du ciel."")",0.15,Substitution
302,"('#cassiope', ""Et votre aveuglement sera bien moins compris, Qui d'un sujet d'estime en fait un de mépris. Le ciel, qui mieux que nous connaît ce que nous sommes, Mesure ses faveurs au mérite des hommes ; Et d'un pareil secours vous auriez eu l'appui, S'il eût pu voir en vous mêmes vertus qu'en lui. Ce sont grâces d'en haut rares et singulières, Qui n'en descendent point pour des âmes vulgaires ; Ou pour en mieux parler, la justice des cieux Garde ce privilège au digne sang des dieux : C'est par là que leur roi vient d'avouer sa race."")","('#jupiter', ""Il ne m'est pas permis de finir votre peine Et ma puissance souveraine Doit suivre du Destin l'irrévocable loi : C'est tout ce que je puis par un amour extrême Que de quitter le Ciel et ma gloire suprême Pour prendre part aux maux que vous souffrez pour moi."")",0.73,Substitution
303,"('#andromede', 'Je dirai plus, Phinée ; et pour vous faire grâce, Je veux ne rien devoir à cet heureux secours Dont ce vaillant guerrier a conservé mes jours ; Je veux fermer les yeux sur toute cette gloire, Oublier mon péril, oublier sa victoire, Et quel qu\'en soit enfin le mérite ou l\'éclat, Ne juger entre vous que depuis le combat. Voyez ce qu\'il a fait, lorsque après ces alarmes, Me voyant toute acquise au bonheur de ses armes, Ayant pour lui les dieux, ayant pour lui le roi, Dans sa victoire même il s\'est vaincu pour moi. Il m\'a sacrifié tout ce haut avantage ; De toute sa conquête il m\'a fait un hommage ; Il m\'en a fait un don ; et fort de tant de voix, Au péril de tout perdre, il met tout à mon choix : Il veut tenir pour grâce un si juste salaire ; Il réduit son bonheur à ne me point déplaire ; Préférant mes refus, préférant son trépas À l\'effet de ses voeux qui ne me plairait pas. En usez-vous de même ? Et votre violence Garde-t-elle pour moi la même déférence ? Vous avez contre vous et les dieux et le roi, Et vous voulez encore m\'obtenir malgré moi ! Sous ombre d\'une foi qui se tient en réserve, Je dois à votre amour ce qu\'un autre conserve ; À moins que d\'être ingrate à mon libérateur, À moins que d\'adorer un lâche adorateur, Que d\'être à mes parents, aux dieux mêmes rebelle, Vous crierez après moi sans cesse : "" à l\'infidèle ! "" C\'était aux yeux du monstre, au pied de ce rocher, Que l\'effet de ma foi se devait rechercher ; Mon âme, encore pour vous de même ardeur pressée, Vous eût tendu la main au mépris de Persée, Et cru plus glorieux qu\'on m\'eût vue aujourd\'hui Expirer avec vous que régner avec lui. Mais puisque vous m\'avez envié cette joie, Cessez de m\'envier ce que le ciel m\'envoie ; Et souffrez que je tâche enfin à mériter, Au refus de Phinée, un fils de Jupiter.')","('#io', 'Ah ! mon supplice augmente encore ! Tout le feu des Enfers me brûle et me dévore; Mourrai-je tant de fois, sans voir finir mon sort ?')",0.56,Substitution
304,"('#phinee', ""Je perds donc temps, madame, et votre âme obstinée N'a plus amour, ni foi, ni pitié pour Phinée ? Un peu de vanité qui flatte vos parents, Et d'un rival adroit les respects apparents, Font plus en un moment, avec leurs artifices, Que n'ont fait en six ans ma flamme et mes services ? Je ne vous dirai point que de pareils respects À tout autre que vous pourraient être suspects, Que qui peut se priver de la personne aimée N'a qu'une ardeur civile et fort mal allumée, Que dans ma violence on doit voir plus d'amour : C'est un présent des cieux, faites-lui votre cour ; Plus fidèle qu'à moi, tenez-lui mieux parole : J'en vais rougir pour vous, cependant qu'il me vole ; Mais ce rival peut-être, après m'avoir volé, Ne sera pas toujours sur ce cheval ailé."")","('#jupiter', 'Ma tendresse pour vous rend Junon inflexible Elle voit mon amour il lui paraît trop fort; Son courroux se redouble et devient invincible.')",0.6,Substitution
305,"('#andromede', ""Il n'en a pas besoin s'il n'a que vous à craindre."")",,1.0,Insertion
306,"('#phinee', 'Il peut avec le temps être le plus à plaindre.')",,1.0,Insertion
307,"('#andromede', ""Il porte à son côté de quoi l'en garantir."")",,1.0,Insertion
308,"('#phinee', ""Vous l'attendez ici, je vais l'en avertir."")","('#io', ""N'importe en ma faveur soyez toujours sensible."")",1.48,Substitution
309,"('#cassiope', 'Son amour peut sans vous nous rendre cet office.')",,1.0,Insertion
310,"('#phinee', ""Le mien s'efforcera pour ce dernier service. Vous pouvez cependant divertir vos esprits À rendre compte au roi de vos justes mépris."")","('#jupiter', ""C'est trop vous exposer à son jaloux transport, J'irrite en vous aimant sa vengeance terrible."")",0.53,Substitution
311,"('#cephee', 'Que faisait là Phinée ? Est-il si téméraire Que ce que font les dieux il pense à le défaire ?')",,1.0,Insertion
312,"('#cassiope', ""Après avoir prié, soupiré, menacé, Il vous a vu, seigneur, et l'orage a passé."")","('#io', ""Aimez moi, s'il vous est possible Assez pour la forcer à me donner la mort. Junon descend sur la terre."")",1.1,Substitution
313,"('#cephee', ""Et vous prêtiez l'oreille à ses discours frivoles ?"")",,1.0,Insertion
314,"('#cassiope', ""Un amant qui perd tout peut perdre des paroles ; Et l'écouter sans trouble et sans rien hasarder, C'est la moindre faveur qu'on lui puisse accorder. Mais, seigneur, dites-nous si Jupiter propice Se déclare en faveur de votre sacrifice, Si de notre famille il se rend le soutien, S'il consent l'union de notre sang au sien."")","('#jupiter', ""Venez, venez Déesse impitoyable  Venez, voyez, reconnaissez Cette Nymphe mourante autrefois trop aimable. C'est assez la punir, c'est vous venger assez; L'éclat de sa beauté ne la rend plus coupable,  Par la cruelle horreur du tourment qui l'accable, Son crime et ses appas sont ensemble effacés. Sans jalousie et sans alarmes Voyez ses yeux noyés de larmes Que l'ombre de la mort commence de couvrir."")",0.47,Substitution
315,"('#cephee', ""Jamais les feux sacrés et la mort des victimes N'ont daigné mieux répondre à des voeux légitimes. Tous auspices heureux ; et le grand Jupiter Par des signes plus clairs ne pouvait l'accepter, À moins qu'y joindre encore l'honneur de sa présence, Et de sa propre bouche assurer l'alliance."")","('#junon', ""Ils n'ont encor que trop de charmes Puisqu'ils savent attendrir."")",1.11,Substitution
316,"('#cassiope', ""Les nymphes de la mer nous en ont fait autant ; Toutes ont hors des flots paru presque à l'instant ; Et leurs bénins regards envoyés au rivage Avec notre encens ont reçu notre hommage ; Après le sacrifice honoré de leurs yeux, Où Neptune à l'envi mêlait ses demi-dieux, Toutes ont témoigné d'un penchement de tête Consentir au bonheur que le ciel nous apprête ; Et nos submissions désarmant leurs dédains, Toutes ont pour adieu battu l'onde des mains. Que si même bonheur suit les voeux de Persée, Qu'il ait vu de Junon sa prière exaucée, Nous n'avons plus à craindre aucun sinistre effet."")","('#jupiter', ""Une juste pitié peut elle vous aigrir ? Votre courroux fatal ne doit-il pas s'éteindre ?"")",1.18,Substitution
317,"('#cephee', ""Les dieux ne laissent point leur ouvrage imparfait : N'en doutez point, madame, aussi bien que Neptune Junon consentira notre bonne fortune. Mais que nous veut Aglante ?"")","('#junon', ""Ah ! vous la plaignez trop, elle n'est pas à plaindre  Non elle ne peut trop souffrir."")",1.15,Substitution
318,"('#aglante', ""Ah ! Seigneur, au secours ! Du généreux Persée on attaque les jours. Presque au sortir du temple une troupe mutine Vient de l'environner, et déjà l'assassine. Phinée en les joignant, furieux et jaloux, Leur a crié : « Main basse ! À lui seul, donnez tous ! » Ceux qui l'accompagnaient tout aussitôt se rendent, Clyte et Nylée encore vaillamment le défendent ; Mais ce sont vains efforts de peu d'autres suivis, Et je viens toute en pleurs vous en donner avis."")","('#jupiter', ""Je sais que c'est de vous que son sort doit dépendre. Ce n'est qu'à vos bontés qu'elle doit recourir. Il n'est rien que de moi vous ne deviez attendre, Si je puis obliger votre haine à se rendre."")",0.45,Substitution
319,,"('#io', 'Ah ! Laissez moi mourir.')",1.0,Deletion
320,,"('#junon', 'Prenez soin de la secourir.')",1.0,Deletion
321,"('#cassiope', ""Dieux ! Est-ce là l'effet de tant d'heureux présages ? Allez, gardes, allez signaler vos courages ; Allez perdre ce traître, et punir ce voleur Qui prétend sous le nombre accabler la valeur."")","('#io', ""Vous l'aimez d'un amour trop tendre Non elle ne peut trop souffrir."")",1.7,Substitution
322,"('#cephee', ""Modérez vos frayeurs, et vous, séchez vos larmes. Le ciel n'a point besoin du secours de nos armes ; Il a de ce héros trop pris les intérêts, Pour n'avoir pas pour lui des miracles tous prêts : Et peut-être bientôt sur ce lâche adversaire Vous entendrez tomber la foudre de son père. Jugez de l'avenir par ce qui s'est passé ; Les dieux achèveront ce qu'ils ont commencé ; Oui, les dieux à leur sang doivent ce privilège : Y mêler notre main, c'est faire un sacrilège."")","('#jupiter', ""Quoi ! Le coeur de Junon quelque grand qu'il puisse être  Ne saurait triompher d'une injuste fureur"")",0.49,Substitution
323,"('#cassiope', ""Seigneur, sur cet espoir hasarder ce héros, c'est trop..."")",,1.0,Insertion
324,"('#phorbas', 'Mettez, grand roi, votre esprit en repos ; La tête de Méduse a puni tous ces traîtres.')",,1.0,Insertion
325,"('#cephee', ""Le ciel n'est point menteur, et les dieux sont nos maîtres."")","('#junon', ""De la terre et du Ciel Jupiter est le maître Et Jupiter n'est pas le maître de son coeur ?"")",0.96,Substitution
326,"('#phorbas', 'Aussitôt que Persée a pu voir son rival : ""Descendons, a-t-il dit, en un combat égal ; Quoique j\'aie en ma main un entier avantage, Je ne veux que mon bras, ne prends que ton courage. - Prends, prends cet avantage, et j\'userai du mien, "" Dit Phinée ; et soudain, sans plus répondre rien, Les siens donnent en foule, et leur troupe pressée Fait choir Ménale et Clyte aux pieds du grand Persée. Il s\'écrie aussitôt : « Amis, fermez les yeux, Et sauvez vos regards de ce présent des cieux : J\'atteste qu\'on m\'y force, et n\'en fais plus d\'excuse .» Il découvre à ces mots la tête de Méduse. Soudain j\'entends des cris qu\'on ne peut achever ; J\'entends gémir les uns, les autres se sauver ; J\'entends le repentir succéder à l\'audace ; J\'entends Phinée enfin qui lui demande grâce. « Perfide, il n\'est plus temps, » lui dit Persée. Il fuit : J\'entends comme à grands pas ce vainqueur le poursuit ; Comme il court se venger de qui l\'osait surprendre ; Je l\'entends s\'éloigner, puis je cesse d\'entendre. Alors, ouvrant les yeux par son ordre fermés, Je vois tous ces méchants en pierre transformés ; Mais l\'un plein de fureur, et l\'autre plein de crainte, En porte sur le front l\'image encore empreinte ; Et tel voulait frapper, dont le coup suspendu Demeure en sa statue à demi descendu ; tant cet affreux prodige...')","('#jupiter', 'Hé bien ! il faut que je commence À me vaincre en ce jour.')",0.91,Substitution
327,"('#cephee', 'Est-il puni, ce lâche, cet impie ?')",,1.0,Insertion
328,"('#persee', ""Oui, seigneur ; et si sa mort vous fâche, Si c'est de votre sang avoir fait peu d'état..."")","('#junon', ""Vous m'apprendrez à me vaincre à mon tour."")",1.62,Substitution
329,"('#cephee', ""Il n'est plus de ma race après son attentat : Ce crime l'en dégrade, et ce coup téméraire Efface de mon sang l'illustre caractère. Perdons-en la mémoire, et faisons-la céder À l'heur de vous revoir et de vous posséder, Vous que le juste ciel, remplissant son oracle, Par miracle nous donne, et nous rend par miracle Entrons dedans ce temple, où l'on n'attend que vous Pour nous unir aux dieux par des liens si doux ; Entrons sans différer. Mais quel nouveau prodige Dans cet excès de joie à craindre nous oblige ? Qui nous ferme la porte et nous défend d'entrer Où tout notre bonheur se devait rencontrer ? Les portes se ferment comme ils veulent entrer."")","('#jupiter #junon', ""Abandonnez votre vengeance Je vous rends mon amour . J'abandonnerai ma vengeance,  Rendez moi votre amour. Jupiter. Junon."")",1.15,Substitution
330,"('#persee', ""Puissant maître du foudre, est-il quelque tempête Que le destin jaloux à dissiper m'apprête ? Quelle nouvelle épreuve attaque ma vertu ? Après ce qu'elle a fait, la désavouerais-tu ? Ou si c'est que le prix dont tu la vois suivie Au bonheur de ton fils te fait porter envie ?"")",,1.0,Insertion
331,"('#mercure', ""Roi, reine, et vous princesse, et vous heureux vainqueur, Que Jupiter mon père Tient pour mon digne frère, Ne craignez plus du sort la jalouse rigueur. Ces portes du temple fermées, Dont vos âmes sont alarmées, Vous marquent des faveurs où tout le ciel consent : Tous les dieux sont d'accord de ce bonheur suprême ; Et leur monarque tout-puissant Vous le vient apprendre lui-même."")","('#jupiter', ""Noires Ondes du Styx, c'est par vous que je jure. Fleuve affreux écoutez le serment que je fais. Si cette Nymphe, enfin, reprend tous ses attraits, Si Junon fait cesser les tourments qu'elle endure, Je jure que ses yeux ne troubleront jamais De nos coeurs réunis la bienheureuse paix. Noires Ondes du Styx, c'est par vous que je jure. Fleuve affreux écoutez le serment que je fais."")",0.18,Substitution
332,"('#cassiope', 'Redoublons donc nos voeux, redoublons nos ferveurs, Pour mériter du ciel ces nouvelles faveurs.')",,1.0,Insertion
333,"('#le-choeur', ""Maître des dieux, hâte-toi de paraître, Et de verser sur ton sang et nos rois Les grâces que garde ton choix À ceux que tu fais naître. Fais choir sur eux de nouvelles couronnes, Et fais-nous voir, par un heur accompli, Qu'ils ont tous dignement rempli Le rang que tu leur donnes."")","('#junon', ""Nymphe, je veux finir votre peine éternelle Que la Furie emporte aux Enfers avec elle Le trouble et les horreurs dont vos sens sont saisis ! Après un rigoureux supplice  Goûtez les biens parfaits que les Dieux ont choisis :  Et sous le nouveau nom d'Isis Jouissez d'un bonheur qui jamais ne finisse. La Furie s'enfonce dans les Enfers et Io se trouve délivrée de ses peines."")",0.75,Substitution
334,"('#jupiter', ""Des noces de mon fils la terre n'est pas digne, La gloire en appartient aux cieux, Et c'est là ce bonheur insigne Qu'en vous fermant mon temple ont annoncé les dieux. Roi, reine, et vous amants, venez sans jalousie Vivre à jamais en ce brillant séjour, Où le nectar et l'ambroisie Vous seront comme à nous prodigués chaque jour ; Et quand la nuit aura tendu ses voiles, Vos corps semés de nouvelles étoiles, Du haut du ciel éclairant aux mortels, Leur apprendront qu'il vous faut des autels."")","('#jupiter #junon', ""Dieux, recevez Isis au rang des immortels ! Peuples voisins du Nil, dressez lui des Autels ! Les divinités du Ciel descendent pour recevoir Isis; les peuples d'Egypte lui dressent un autel et la reconnaissent pour la Divinité qui les doit protéger. Divinités qui descendent du Ciel dans la gloire, Peuples d'Egypte chantants, quatre égyptiens chantants, peuples d'Egypte dansants."")",0.04,Substitution
335,"('#junon', 'Junon même y consent, et votre sacrifice A calmé les fureurs de son esprit jaloux.')",,1.0,Insertion
336,"('#neptune', ""Neptune n'est pas moins propice, Et vos encens désarment son courroux."")","('#choeur #divinites', 'Venez, venez, Divinités nouvelle,')",1.42,Substitution
337,"('#junon', 'Venez, héros, et vous Céphée, Prendre là-haut vos places de ma main.')",,1.0,Insertion
338,"('#neptune', 'Reines, venez ; que ma haine étouffée Vous conduise elle-même à cet heur souverain.')","('#choeur #peuples #egypte', ""Isis, Tournez sur nous vos yeux Voyez l'ardeur de notre zèle."")",0.58,Substitution
339,"('#persee', ""Accablés et surpris d'une faveur si grande..."")",,1.0,Insertion
340,"('#junon', ""Arrêtez là votre remerciement : L'obéissance est le seul compliment Qu'agrée un Dieu quand il commande."")","('#choeur #divinites', 'La céleste Cour vous appelle')",1.2,Substitution
341,"('#le-choeur', ""Allez, amants, allez sans jalousie Vivre à jamais en ce brillant séjour, Où le nectar et l'ambroisie Vous seront comme aux dieux prodigués chaque jour ; Et quand la nuit aura tendu ses voiles, Vos corps semés de nouvelles étoiles, Du haut du ciel éclairant aux mortels, Leur apprendront qu'il vous faut des autels."")","('#jupiter #junon', ""Isis est immortelle Isis va briller dans les Cieux. Isis jouit avec les Dieux  D'une gloire éternelle. Jupiter et Junon et les Divinités montent au ciel, et y conduisent Isis, dans le char des choeurs des Divinités et des Parques. Ils répètent ces quatre vers."")",0.08,Substitution
