,cubieres-palmezeaux-mort-de-moliere-3a,cubieres-palmezeaux-mort-de-moliere-4a,Cost,Operation Type
286,"('#montausier', ""Il n'a point, j'en conviens, cet orgueil doctoral, Qui distingue souvent les charlatans en titre : Entre le Ciel et l'homme il craindrait d'être arbitre. Il ne vient point armé d'un zèle doucereux, Saintement abréger les jours d'un malheureux, Lui faire le procès à son heure dernière, Et du Ciel pour jamais lui fermer la carrière ; Mais quiconque le lit avec attention, Pourrait-il ne pas voir que son intention Est celle d'un mortel d'une probité rare ? C'est en le punissant qu'il corrige l'avare : Il fait plus dans Tartuffe : il montre avec clarté Jusqu'où mène l'excès de la crédulité ; Et qui n'admire point dans les Femmes Savantes De l'abus de l'esprit ces peintures vivantes, Et ces traits avec art sur le sexe lancés, Qui lui disent tout haut : renoncez, renoncez À l'érudition dont le vain étalage Vous rend plus orgueilleux, sans vous rendre plus sage ? Ainsi parle Molière. On voit sous ses pinceaux Pêle-mêle tomber les méchants et les sots. Le vice, à son aspect, d'épouvante recule."")","('#montausier', ""Il n'a point, j'en conviens, cet orgueil doctoral Qui distingue souvent les charlatans en titre :  Entre le ciel et l'homme il craindrait d'être arbitre.  Il ne vient point armé d'un zèle doucereux,  Saintement abréger les jours d'un malheureux ;  Lui faire le procès à son heure dernière,  Et du ciel, pour jamais, lui fermer la carrière ;  Mais quiconque le lit avec attention,  Pourrait-il ne pas voir que son intention  Est celle d'un mortel d'une probité rare ?  C'est en le punissant, qu'il corrige l'avare :  Il fait plus dans Tartuffe : il montre avec clarté  Jusqu'où mène l'excès de la crédulité. Et qui n'admire point dans les Femmes Savantes  De l'abus de l'esprit ces peintures vivantes,  Et ces traits avec art sur le sexe lancés,  Qui lui disent tout haut : Renoncez, renoncez  A l'érudition, dont le vain étalage  Vous rend plus orgueilleux, sans vous rendre plus sage ?  Ainsi parle Molière. On voit sous ses pinceaux  Pêle-mêle tomber les méchants et les sots.  Le vice, à son aspect, d'épouvante recule. "")",0.0,Match
287,"('#pirlon', 'Oui ; mais il a rendu la vertu ridicule, Et dans le Misantrope on est fâché de voir Alceste bafoué. Fidèle à son devoir Alceste le remplit avec exactitude.')","('#pirlon', 'Oui ; mais il a rendu la vertu ridicule.  Et dans le Misanthrope on est fâché de voir  Alceste bafoué. Fidèle à son devoir,  Alceste le remplit avec exactitude. ')",0.0,Match
288,"('#montausier', ""Et ne voyez-vous pas qu'une vertu trop rude ; Fatigante, à la longue, importune les yeux ; Qu'il faut haïr le vice et non les vicieux, Et que Molière enfin, dans cette ouvre admirable Veut qu'on soit vertueux, sans cesser d'être aimable, Que l'on soit indulgent, et que l'aménité Est le premier lien de la société ? Mais j'entends quelque bruit : sans doute on va m'apprendre..."")","('#montausier', ""Et ne voyez-vous pas qu'une vertu trop rude,  Fatigante, à la longue, importune les yeux ;  Qu'il faut haïr le vice, et non les vicieux ; Et que Molière, enfin, dans cette ouvre admirable,  Veut qu'on soit vertueux sans cesser d'être aimable,  Que l'on soit indulgent, et que l'aménité  Est le premier lien de la société ?  Mais j'entends quelque bruit : sans doute on va m'apprendre... "")",0.0,Match
289,"('#baron', ""Ciel! Isabelle en pleurs ! À quoi dois-je m'attendre !"")","('#baron', ""Ciel ! Isabelle en pleurs ! à quoi dois-je m'attendre ? "")",0.0,Match
290,"('#isabelle', ""Laissez-moi, laissez-moi ; je n'ai plus qu'à mourir. Je viens de voir mon père à son dernier soupir, Et sa fille, s'il meurt, n'aspire qu'à le suivre."")","('#isabelle', ""Laissez-moi, laissez-moi, je n'ai plus qu'à mourir.  Je viens de voir mon père à son dernier soupir,  Et sa fille, s'il meurt, n'aspire qu'à le suivre. "")",0.0,Match
291,"('#chapelle', ""Pourquoi ce désespoir ?... Molière encor peut vivre, Et la Parque n'a point encor tranché ses jours, Espérez tout de l'art dont les heureux secours..."")","('#chapelle', ""Pourquoi ce désespoir ?... Molière encore peut vivre,  Et la Parque n'a point encore tranché ses jours ;  Espérez tout de l'art, dont les heureux secours... "")",0.0,Match
292,"('#isabelle', ""Je n'espère plus rien."")","('#isabelle', ""Je n'espère plus rien. "")",0.0,Match
293,"('#baron', 'Ô ma chère Isabelle ! Chassez de votre coeur cette crainte mortelle, Et souffrez que nos soins...')","('#baron', 'Ô ma chère Isabelle !  Chassez de votre coeur cette crainte mortelle,  Et souffrez que nos soins... ')",0.0,Match
294,"('#isabelle', ""Ciel ! Ne m'épargnez pas, Si mon père, en ce jour, doit subir le trépas, Et terminez aussi ma trop longue carrière !"")","('#isabelle', ""Ciel ne m'épargnez pas,  Si mon père, en ce jour, doit subir le trépas,  Et terminez aussi ma trop longue carrière ! "")",0.0,Match
295,"('#lesbin', 'Mignard envoie ici le portrait de Molière.')","('#lesbin', 'Mignard envoie ici le portrait de Molière.')",0.0,Match
296,"('#isabelle', ""Le portrait de mon père ! Ah ! Qu'on offre à mes yeux Sans tarder un moment un don si précieux."")","('#isabelle', ""Le portrait de mon père ! Ah ! Qu'on offre à mes yeux  Sans tarder un moment un don si précieux. "")",0.0,Match
297,"('#lesbin', 'Et Mignard va bientôt venir ici lui-même. Le portrait est placé sur le milieu du théâtre. ')","('#lesbin', 'Et Mignard va bientôt venir ici lui-même.  Le portrait de Molière est placé au milieu du théâtre.')",0.0,Match
298,"('#isabelle', ""C'est mon père ! c'est lui ! Dans mon malheur extrême Je puis encor le voir... De grâce, laissez-moi Seule avec ce portrait."")","('#isabelle', ""C'est mon père ! C'est lui ! Dans mon malheur extrême  Je puis encore le voir !... De grâce laissez-moi  Seule avec ce portrait. "")",0.0,Match
299,"('#chapelle', ""Son ordre est une loi ! Sortons ; ne troublons pas sa douleur davantage. L'infortune est sacrée."")","('#chapelle', ""Son ordre est une loi !  Sortons ; ne troublons pas sa douleur davantage.  L'infortune est sacrée. "")",0.0,Match
300,"('#isabelle', ""Ô respectable image ! Toi, qui m'offres les traits du père le plus cher, Mes larmes devant toi peuvent donc s'épancher ! Le sort va me ravir ce père que j'adore. Tu me restes, par toi, je le revois encore, Et je puis, à mon gré, t'exprimer mes douleurs ! Que ne peux-tu sur toi sentir couler mes pleurs ! Entendre mes soupirs, et leur répondre même ! D'autres vont t'admirer ; moi, je fais plus, je t'aime Et je voudrais jamais ne m'éloigner de toi. Ô portrait révéré ! Sois toujours avec moi ! L'amitié te créa pour calmer ma souffrance. En proie à tous les maux, n'ayant plus d'espérance Sans doute à ma tendresse un miracle était dû. Tel qu'il est dans mon coeur le pinceau l'a rendu. Montrant son coeur."")","('#isabelle', ""Ô respectable image !  Toi qui m'offres les traits du père le plus cher,  Mes larmes devant toi peuvent donc s'épancher !  Le sort va me ravir ce père que j'adore : Tu me restes, par toi je le revois encore,  Et je puis, à mon gré, t'exprimer mes douleurs !  Que ne peux-tu, sur toi, sentir couler mes pleurs !  Entendre mes soupirs, Et leur répondre, même !  D'autres vont t'admirer, moi je fais plus, je t'aime,  Et je voudrais jamais ne m'éloigner de toi.  Ô portrait révéré ! Sois toujours avec moi !  L'amitié te créa pour calmer ma souffrance.  En proie à tous les maux, n'ayant plus d'espérance,  Sans doute à ma tendresse un miracle était dû.  Tel qu'il est dans mon coeur, le pinceau l'a rendu.  Montrant son coeur."")",0.0,Match
301,"('#la-moliere', 'Pleure, pleure, ma fille, à ta douleur sincère Je viens mêler la mienne. Il est trop vrai ; ton père.')","('#la-moliere', 'Pleure, pleure, ma fille, à ta douleur sincère  Je viens mêler la mienne. Il est trop vrai, ton père.')",0.0,Match
302,"('#isabelle', 'Ah ! Ce mot a suffi pour me donner la mort.')","('#isabelle', 'Ah !!! Ce mot a suffi pour me donner la mort. ')",0.0,Match
303,"('#chapelle', 'Que vois-je ?... Ô triste effet de la rigueur du sort ! La mère est dans les pleurs : la fille évanouie... Madame, hâtez-vous de la rendre à la vie. Et vous conduisez-les dans leur appartement. À La Molière. À Baron. Baron et La Molière reconduisent Isabelle.')","('#chapelle', 'Que vois-je ? Ô triste effet de la rigueur du sort !  La mère est dans les pleurs : la fille évanouie...  Madame, hâtez-vous de la rendre à la vie.  Et vous, conduisez-les dans leur appartement.  À la Molière. À Baron. Baron et la Molière reconduisent Isabelle.')",0.0,Match
304,"('#chapelle', ""Vous, amis de Molière, et dont, en ce moment, Je partage la peine, enlevez cette image ; C'est le reste chéri d'un grand homme, d'un sage : Il attend les honneurs qui sont dûs aux talents, Retournons au théâtre, et de nobles accents Faisons-le retentir en l'honneur Couronnons de lauriers une tête si chère Et qu'une apothéose y consacre à jamais Ses vertus, son génie et surtout nos regrets."")","('#chapelle', ""Vous, amis de Molière, et dont en ce moment  Je partage la peine, enlevez cette image ;  C'est le reste chéri d'un grand homme, d'un sage :  Il attend les honneurs qui sont dus aux talents,  Retournons au théâtre, et de nobles accents  Faisons-le retentir, en l'honneur de Molière. Couronnons de lauriers une tête si chère,  Et qu'une Apothéose y consacre à jamais  Ses vertus, son génie et surtout nos regrets. "")",0.0,Match
305,,"('#chapelle', ""OUI, notre ami n'est plus, une crise funeste Vient de trancher ses jours ; mais un espoir me reste, Le génie a le droit de ne jamais périr, Molière vit encore, pourquoi donc tant gémir ? Cessons, amis, cessons de répandre des larmes Et de remplir nos cours d'inutiles alarmes. Molière vit encore, au lieu de le pleurer, Par un tribut plus noble il le faut honorer. Je viens d'imaginer une innocente fête Que, tout près de ces lieux, par mon ordre on apprête, Et pour la célébrer vous vous joindrez à moi. Avec enthousiasme."")",1.0,Deletion
306,,"('#montausier', 'Vous pouvez y compter.')",1.0,Deletion
307,,"('#baron', 'Tout nous en fait la loi.')",1.0,Deletion
308,,"('#chapelle', ""Pour rendre à sa mémoire un solennel hommage, J'ai fait, sur le Parnasse, élever son image."")",1.0,Deletion
309,,"('#montausier', 'Sur le Parnasse ! Il est un peu loin de ces lieux.')",1.0,Deletion
310,,"('#chapelle', ""La maison d'un poète est le temple des Dieux. Et Molière, d'ailleurs, n'a-t-il pas son théâtre, Où ces divinités, dont on est idolâtre,  Où Mercure, Momus, les Muses, Apollon,  Apparaissent, par fois, comme au sacré vallon ? Ici, vous allez voir, grâces au machiniste, Tout le Pinde assemblé. Mais soyez donc moins triste. À Baron."")",1.0,Deletion
311,,"('#baron', ""Et comment voulez-vous que j'oublie aujourd'hui Les noeuds chers et sacrés qui m'attachaient à lui ?  Molière fut mon maître, il me donnait sa fille, Par les plus doux liens j'entrais dans sa famille, Et je lui devais tout : que dis-je ? Ses vertus Tenaient ses ennemis à ses pieds abattus. Ils vont se relever, insulter à sa cendre, Et dans la tombe, en paix, il ne pourra descendre. Le sombre fanatisme et le farouche orgueil, Lui refusent déjà les honneurs d'un cercueil : Et celui dont la Grèce eût fait l'apothéose, Ne peut avoir d'asile où sa cendre repose. Vengeons-le, mes amis, à ce noble mortel, Au défaut d'une tombe élevons un autel ; Plus sages, plus heureux que nos faibles ancêtres, Sachons mourir enfin sans le secours des prêtres."")",1.0,Deletion
312,,"('#chapelle', ""Oui, j'aime de Baron le courageux transport ; Entrons-nous dans la vie, entrons-nous dans la mort, Formons-nous les liens d'un tendre mariage ? Un prêtre est toujours là, qui vient, selon l'usage, Nous unir, nous bénir, nous donner des leçons."")",1.0,Deletion
313,,"('#montausier', ""C'est nous en dire assez, je vous entends."")",1.0,Deletion
314,,"('#chapelle', ""Passons. Vous brûlez d'épouser la fille de Molière Vous l'aurez : il m'a dit à son heure dernière. À Baron."")",1.0,Deletion
315,,"('#baron', 'Ah ! Je perds tout espoir.')",1.0,Deletion
316,,"('#chapelle', ""Tout espoir ! Arrêtez ; Ses moindres voeux, par moi, seront exécutés, De votre destinée il m'a rendu l'arbitre : Mais à son amitié Mignard eut plus d'un titre, Je le vois qui s'avance et qui vient avec nous."")",1.0,Deletion
317,,"('#mignard', 'Moi, je viens, mes amis, le pleurer avec vous. Molière ne vit plus !...')",1.0,Deletion
318,,"('#chapelle', ""Vous l'avez fait revivre : C'est à tort que votre âme à la douleur se livre. Je l'ai vu, ce portrait, ce chef-d'oeuvre nouveau Qu'a tracé de Mignard le sublime pinceau. Quelle grâce ! Quel feu ! Tout Molière y respire."")",1.0,Deletion
319,,"('#mignard', ""Son talent sur mon coeur a le plus doux empire. Que n'a-t-il pu de même enchaîner les méchants Jaloux de son repos, à ses derniers instants ; Qui, même après sa mort, par leurs cris fanatiques Veulent épouvanter ses mânes poétiques : Les dévots sont en feu : déjà de toutes parts Ils courent dans la ville, avec des yeux hagards. Monsieur l'abbé Pirlon, leur disciple fidèle, Qui de monsieur Tartuffe a fourni le modèle, Soulève contre lui tout le peuple irrité."")",1.0,Deletion
320,,"('#chapelle', 'Des dévots, à ce point, manquent de charité ?')",1.0,Deletion
321,,"('#mignard', ""Le prélat de Paris ne veut pas qu'on l'enterre ; Il ne veut point couvrir son corps d'un peu de terre ; Et des auteurs sifflés, le burlesque troupeau, D'épitaphes sans sel barbouille son tombeau."")",1.0,Deletion
322,,"('#chapelle', ""Raison de plus, amis, pour lui rendre l'hommage Que de nous, en ce jour, réclame son image. Un célèbre sculpteur, le premier de son art, Emprunta l'autre jour le portrait de Mignard ; Ce tableau l'enflamma ; d'une main noble et fière Sur le marbre il rendit tous les traits de Molière, Couronnons ce marbre."")",1.0,Deletion
323,,"('#mignard', 'Oui, mais de monsieur Pirlon Qui le vengera ? Une toile se lève et laisse voir tout le Parnasse assemblé ; les Muses y sont rangées pittoresquement avec leurs attributs ; Apollon est au milieu auprès du buste de Molière, élevé sur une colonne.')",1.0,Deletion
324,,"('#apollon', ""Qui ? Les Muses, Apollon.  Quel autre s'illustra par de plus grands services ? À l'exemple des dieux, il fit la guerre aux vices ; Il amuse, il instruit : gracieux et savants, Ses ouvrages, des mours, sont les tableaux vivants. Comme il peint à grands traits les enfants d'Esculape ! Aucun de leurs défauts à sa gaieté n'échappe ; Ni leur petit savoir, caché sous de grands mots, Ni leur talent surtout pour attraper les sots ; Et quoi qu'on m'ait nommé dieu de la médecine,  J'admire les portraits où sa main les dessine, Et je ris le premier des travers de Purgon. Je ris, lorsque empruntant le mystique jargon, Il offre le miroir au perfide hypocrite, Qui, de s'y voir honteux, et s'indigne et s'irrite, Et qui, toujours à craindre et toujours rugissant, Se débat sous les coups d'un vainqueur tout-puissant : Telle autrefois ma main, conduite par la gloire, En terrassant Python, dédaigna sa victoire. Ma voix a rassemblé les Muses en ces lieux Pour élever Molière au rang des demi-Dieux. Celle que vous voyez avec une couronne, Et que toujours, des ris, le cortège environne, C'est Thalie : elle vient par un hymne flatteur, La première, fêter notre immortel auteur. Descendant et avançant sur le théâtre. Montrant les Muses. Thalie descend une couronne de laurier à la main."")",1.0,Deletion
325,,"('#thalie', ""Oui, je dois tout au grand Molière ;  Déjà, de l'emporter sur moi, Ma soeur, Melpomène, était fière : Je ne redoute plus sa loi. Il a créé mon art en France, Art ignoré jusqu'aujourd'hui, Plaute, Aristophane, Térence, Tous les trois revivent en lui. Elle remonte sur le Parnasse et couronne le buste de Molière au son d'une musique harmonieuse."")",1.0,Deletion
326,,"('#apollon', ""Molière a peu souvent fréquenté Melpomène ; Mais de Racine, amis, sur la tragique scène, C'est lui qui, le premier, guida les pas tremblants,  Et Paris, de Baron, lui devra les talents. Un Racine ! Un Baron ! Quels trésors pour la France ! Pour le chanter aussi, Melpomène s'avance."")",1.0,Deletion
327,,"('#melpomene', ""Molière n'eut point l'avantage D'agiter mon noble poignard, Il fit peut-être davantage, Il forma les maîtres de l'art. C'est en vain, ma chère Thalie, Que tu prônes tes nourrissons, Baron, et l'auteur d'Athalie, Devront leur gloire à ses leçons. Elle remonte sur le Parnasse et couronne le buste de Molière."")",1.0,Deletion
328,,"('#chapelle', ""Les talents de Molière ont droit à nos suffrages ; Les Muses, par leurs chants, acquittent nos hommages, Mais, je rougirais trop d'oublier ses vertus, Et pour les célébrer j'ai fait trois impromptus. Allons, mon cher Baron, plus de mélancolie, Et joignant votre voix à la voix de Thalie, Du charme qui leur manque, embellissez mes vers. Vous, si vous désirez d'augmenter nos concerts, Tenez, monsieur le duc, un couplet doit suffire, Pour rendre clairement ce que le coeur veut dire. Aurez-vous la bonté de chanter celui-ci ? À Montausier. Lui présentant un papier."")",1.0,Deletion
329,,"('#montausier', 'Avec bien du plaisir.')",1.0,Deletion
330,,"('#chapelle', ""Je vais chanter aussi. Molière, à l'amitié fidèle, Toujours en sentit le pouvoir ; C'était peu : martyr de son zèle, Il meurt pour remplir son devoir. Cher aux filles de l'harmonie, Son nom est partout répandu ; Il faut des lauriers au génie, Et plus encore à la vertu."")",1.0,Deletion
331,,"('#baron', ""J'étais né dans la foule obscure, Et Molière, par ses leçons, M'apprit à rendre la nature ; Je suis un de ses nourrissons. Par elle j'obtiendrai peut-être Quelque gloire, dans l'avenir,  Quand on a Molière pour maître, Pourrait-on ne pas réussir ?"")",1.0,Deletion
332,,"('#montausier', ""Lorsque je vois une couronne Au front de cet auteur fameux Et qu'une Muse la lui donne, Cette Muse comble mes voeux. Mais c'est peu que, dans une fête, On lui prodigue ces honneurs, Si la couronne est sur sa tête, Il a des autels dans nos cours."")",1.0,Deletion
333,,"('#mignard', ""L'exemple de Chapelle est excellent à suivre ; Il fait des impromptus qui valent un gros livre ; Et sans avoir reçu le souffle d'Apollon,  Je vais suivre ses pas dans le sacré vallon. Vous voyez que la troupe est fière D'avoir célébré les talents ; Mais vous ne verrez point Molière Rentrer au nombre des vivants :  Qu'au vain espoir qui nous enivre Succède un sentiment plus doux, C'est vous qui le faites revivre, Notre maître aujourd'hui, c'est vous.  S'adressant au public."")",1.0,Deletion
