,corneillep-andromede,quinault-persee,Cost,Operation Type
261,"('#phinee', 'C\'est de vous seule aussi que j\'ai droit de me plaindre : Je serais trop heureux de la voir vous contraindre, Et n\'accuserais plus votre infidélité, Si vous vous excusiez sur son autorité. Au nom de cette amour autrefois si puissante, Aidez un peu la mienne à vous faire innocente : Dites-moi que votre âme à regret obéit, Qu\'un rigoureux devoir malgré vous me trahit ; Donnez-moi lieu de dire : "" elle-même elle en pleure, Elle change forcée, et son coeur me demeure ; "" Et soudain, de la reine embrassant les genoux, Vous m\'y verrez mourir sans me plaindre de vous. Mais que lui puis-je, hélas ! Demander pour remède, Quand la main qui me tue est celle d\'Andromède, Et que son coeur léger ne court au changement Qu\'avec la vanité d\'y courir justement ?')","('#ethiopens', 'Le monstre est mort, etc. Les Éthiopiens descendent des rochers, et témoignent leur joie en chantant et en dansant. Des matelots et des matelottes se mêlent dans la réjouissance publique. Un des éthiopiens chante au milieu des matelots qui dansent.')",1.62,Substitution
262,"('#cassiope', ""Et quel droit sur ce coeur pouvait garder Phinée, Quand Persée a trouvé la place abandonnée, Et n'a fait autre chose, en prenant son parti, Que s'emparer d'un lieu dont vous étiez sorti ? Mais sorti, le dirai-je, et pourrez-vous l'entendre ? Oui, sorti lâchement, de peur de le défendre. Ainsi nous n'avons fait que le récompenser D'un bien où votre bras venait de renoncer, Que vous cédiez au monstre, à lui-même, à tout autre : Si c'est une injustice, examinons la vôtre. La voyant exposée aux rigueurs de son sort, Vous vous étiez déjà consolé de sa mort ; Et quand par un héros le ciel l'a garantie, Vous ne vous pouvez plus consoler de sa vie."")","('#un-des-ethiopiens', ""Notre espoir allait faire naufrage ; Nous goûtons enfin un heureux sort. Quel bonheur d'échapper à l'orage ! Quel plaisir d'en retracer l'image, Quand on est au port !"")",0.95,Substitution
263,"('#phinee', 'Ah ! Madame...')",,1.0,Insertion
264,"('#cassiope', ""Eh bien ! Soit, vous avez soupiré Autant que l'a pu faire un coeur désespéré. Jamais aucun tourment n'égala votre peine ; Certes, quelque douleur dont votre âme fût pleine, Ce désespoir illustre et ces nobles regrets Lui devaient un peu plus que des soupirs secrets. À ce défaut, Persée..."")","('#cephee', ""Honorons à jamais le glorieux héros Qui nous donne un heureux repos. Sa valeur, à son gré, fait voler la victoire : Tour-à-tour la terre et les flots Sont le théâtre de sa gloire. Honorons à jamais, etc. Andromède, Cassiope et les Éthiopiens, répètent les vers que Céphée a chantés et les Matelots et les Matelottes dansent en réjouissance de la délivrance d'Andromède."")",0.49,Substitution
265,"('#phinee', ""Ah ! C'en est trop, madame ; Ce nom rend, malgré moi, la fureur à mon âme : Je me force au respect ; mais toujours le vanter, C'est me forcer moi-même à ne rien respecter. Qu'a-t-il fait, après tout, si digne de vous plaire, Qu'avec un tel secours tout autre n'eût pu faire ? Et tout héros qu'il est, qu'eût-il osé pour vous, S'il n'eût eu que sa flamme et son bras comme nous ? Mille et mille auraient fait des actions plus belles, Si le ciel comme à lui leur eût prêté des ailes ; Et vous les auriez vus encore plus généreux, S'ils eussent vu le monstre et le péril sous eux : On s'expose aisément quand on n'a rien à craindre. Combattre un ennemi qui ne pouvait l'atteindre, Voir sa victoire sûre et daigner l'accepter, C'est tout le rare exploit dont il se peut vanter ; Et je ne comprends point ni quelle en est la gloire, Ni quel grand prix mérite une telle victoire."")","('#un-des-ethiopiens', ""Que n'aimez-vous ? Coeurs insensibles ! Que n'aimez-vous ? Rien n'est si doux ! Non, ne vous vantez pas d'être invincibles ; Les dieux, les plus grands dieux, ont aimé tous."")",0.09,Substitution
266,"('#cassiope', ""Et votre aveuglement sera bien moins compris, Qui d'un sujet d'estime en fait un de mépris. Le ciel, qui mieux que nous connaît ce que nous sommes, Mesure ses faveurs au mérite des hommes ; Et d'un pareil secours vous auriez eu l'appui, S'il eût pu voir en vous mêmes vertus qu'en lui. Ce sont grâces d'en haut rares et singulières, Qui n'en descendent point pour des âmes vulgaires ; Ou pour en mieux parler, la justice des cieux Garde ce privilège au digne sang des dieux : C'est par là que leur roi vient d'avouer sa race."")","('#le-choeur', ""Que n'aimez-vous, etc."")",1.47,Substitution
267,"('#andromede', 'Je dirai plus, Phinée ; et pour vous faire grâce, Je veux ne rien devoir à cet heureux secours Dont ce vaillant guerrier a conservé mes jours ; Je veux fermer les yeux sur toute cette gloire, Oublier mon péril, oublier sa victoire, Et quel qu\'en soit enfin le mérite ou l\'éclat, Ne juger entre vous que depuis le combat. Voyez ce qu\'il a fait, lorsque après ces alarmes, Me voyant toute acquise au bonheur de ses armes, Ayant pour lui les dieux, ayant pour lui le roi, Dans sa victoire même il s\'est vaincu pour moi. Il m\'a sacrifié tout ce haut avantage ; De toute sa conquête il m\'a fait un hommage ; Il m\'en a fait un don ; et fort de tant de voix, Au péril de tout perdre, il met tout à mon choix : Il veut tenir pour grâce un si juste salaire ; Il réduit son bonheur à ne me point déplaire ; Préférant mes refus, préférant son trépas À l\'effet de ses voeux qui ne me plairait pas. En usez-vous de même ? Et votre violence Garde-t-elle pour moi la même déférence ? Vous avez contre vous et les dieux et le roi, Et vous voulez encore m\'obtenir malgré moi ! Sous ombre d\'une foi qui se tient en réserve, Je dois à votre amour ce qu\'un autre conserve ; À moins que d\'être ingrate à mon libérateur, À moins que d\'adorer un lâche adorateur, Que d\'être à mes parents, aux dieux mêmes rebelle, Vous crierez après moi sans cesse : "" à l\'infidèle ! "" C\'était aux yeux du monstre, au pied de ce rocher, Que l\'effet de ma foi se devait rechercher ; Mon âme, encore pour vous de même ardeur pressée, Vous eût tendu la main au mépris de Persée, Et cru plus glorieux qu\'on m\'eût vue aujourd\'hui Expirer avec vous que régner avec lui. Mais puisque vous m\'avez envié cette joie, Cessez de m\'envier ce que le ciel m\'envoie ; Et souffrez que je tâche enfin à mériter, Au refus de Phinée, un fils de Jupiter.')","('#un-des-ethiopiens', ""L'amour n'a plus de traits terribles Pour un coeur qui cède à ses coups."")",1.1,Substitution
268,,"('#le-choeur', ""Que n'aimez-vous, etc."")",1.0,Deletion
269,"('#phinee', ""Je perds donc temps, madame, et votre âme obstinée N'a plus amour, ni foi, ni pitié pour Phinée ? Un peu de vanité qui flatte vos parents, Et d'un rival adroit les respects apparents, Font plus en un moment, avec leurs artifices, Que n'ont fait en six ans ma flamme et mes services ? Je ne vous dirai point que de pareils respects À tout autre que vous pourraient être suspects, Que qui peut se priver de la personne aimée N'a qu'une ardeur civile et fort mal allumée, Que dans ma violence on doit voir plus d'amour : C'est un présent des cieux, faites-lui votre cour ; Plus fidèle qu'à moi, tenez-lui mieux parole : J'en vais rougir pour vous, cependant qu'il me vole ; Mais ce rival peut-être, après m'avoir volé, Ne sera pas toujours sur ce cheval ailé."")","('#un-des-ethiopiens', ""Pour un amant Tendre et fidèle ; Pour un amant Tout est charmant. L'espoir nourrit ses feux ; sa chaîne est belle ; Il se fait un plaisir de son tourment."")",0.36,Substitution
270,"('#andromede', ""Il n'en a pas besoin s'il n'a que vous à craindre."")",,1.0,Insertion
271,"('#phinee', 'Il peut avec le temps être le plus à plaindre.')",,1.0,Insertion
272,"('#andromede', ""Il porte à son côté de quoi l'en garantir."")","('#le-choeur', 'Pour un amant, etc.')",1.61,Substitution
273,"('#phinee', ""Vous l'attendez ici, je vais l'en avertir."")","('#une-des-ethiopiennes', ""Heureux un coeur qu'amour appelle ! Malheureux, s'il tarde un moment !"")",0.85,Substitution
274,"('#cassiope', 'Son amour peut sans vous nous rendre cet office.')","('#le-choeur', 'Pour un amant, etc.')",0.71,Substitution
275,,"('#merope', ""Ô mort ! Venez finir mon destin déplorable. Ma rivale jouit d'un sort trop favorable, Et je souffrirais trop, si je ne mourais pas. Son bonheur m'a rendu le jour insupportable ; La nuit affreuse du trépas Me paraît moins épouvantable. Ô mort ! Venez finir mon destin déplorable. Hélas ! Funeste mort, hélas ! Pour les coeurs fortunés vous êtes effroyable ; Mais vos horreurs ont des appas Pour un coeur que l'amour a rendu misérable. Ô mort ! Venez finir mon destin déplorable."")",1.0,Deletion
276,"('#phinee', ""Le mien s'efforcera pour ce dernier service. Vous pouvez cependant divertir vos esprits À rendre compte au roi de vos justes mépris."")","('#phinee', ""Ce n'est point à des pleurs qu'il faut avoir recours. Junon veut qu'aujourd'hui je me venge avec elle. Iris, de son vouloir l'interprète fidèle, Vient, par son ordre exprès, de m'offrir son secours."")",0.7,Substitution
277,"('#cephee', 'Que faisait là Phinée ? Est-il si téméraire Que ce que font les dieux il pense à le défaire ?')",,1.0,Insertion
278,"('#cassiope', ""Après avoir prié, soupiré, menacé, Il vous a vu, seigneur, et l'orage a passé."")","('#merope', ""Du secours de Junon que faut-il qu'on espère ? Persée a triomphé deux fois de son courroux."")",0.62,Substitution
279,"('#cephee', ""Et vous prêtiez l'oreille à ses discours frivoles ?"")",,1.0,Insertion
280,"('#cassiope', ""Un amant qui perd tout peut perdre des paroles ; Et l'écouter sans trouble et sans rien hasarder, C'est la moindre faveur qu'on lui puisse accorder. Mais, seigneur, dites-nous si Jupiter propice Se déclare en faveur de votre sacrifice, Si de notre famille il se rend le soutien, S'il consent l'union de notre sang au sien."")","('#phinee', ""Que ne pourra point sa colère Unie à mon transport jaloux ? Heureux qui peut goûter une douce vengeance ! C'est l'unique espérance Des malheureux amants. Pour servir ma fureur on s'arme en diligence. Mon rival n'aura pas mon bien pour récompense ; S'il triomphe de moi, c'est pour peu de moments. C'est en vain qu'Andromède a trahi ma constance ; L'Amour est avec eux en vain d'intelligence ; Je briserai ses noeuds charmants. L'Hymen me livrera l'ingrate qui m'offense ; Elle a vu ma douleur avec indifférence : Je veux être sensible à ses gémissements ; Et, si je ne puis voir son coeur en ma puissance, Je jouirai de ses tourments. Heureux qui peut goûter une douce vengeance, etc. ! Il faut nous éloigner du peuple qui s'avance ; Ce superbe appareil, ces riches ornements, Tout ici de ma rage accroît la violence : Allons hâter l'éclat de nos ressentiments."")",0.23,Substitution
281,"('#cephee', ""Jamais les feux sacrés et la mort des victimes N'ont daigné mieux répondre à des voeux légitimes. Tous auspices heureux ; et le grand Jupiter Par des signes plus clairs ne pouvait l'accepter, À moins qu'y joindre encore l'honneur de sa présence, Et de sa propre bouche assurer l'alliance."")","('#merope #phinee', 'Heureux qui peut goûter une douce vengeance,etc. ! Ils sortent.')",1.33,Substitution
282,"('#cassiope', ""Les nymphes de la mer nous en ont fait autant ; Toutes ont hors des flots paru presque à l'instant ; Et leurs bénins regards envoyés au rivage Avec notre encens ont reçu notre hommage ; Après le sacrifice honoré de leurs yeux, Où Neptune à l'envi mêlait ses demi-dieux, Toutes ont témoigné d'un penchement de tête Consentir au bonheur que le ciel nous apprête ; Et nos submissions désarmant leurs dédains, Toutes ont pour adieu battu l'onde des mains. Que si même bonheur suit les voeux de Persée, Qu'il ait vu de Junon sa prière exaucée, Nous n'avons plus à craindre aucun sinistre effet."")","('#le-grand-pretre', ""Hymen ! Ô doux Hymen ! sois propice à nos voeux ; Viens unir ces amants fidèles, Viens les rendre à jamais heureux. Prends soin de conserver leurs ardeurs mutuelles, Allume en leur faveur les plus beaux de tes feux : Que leurs coeurs soient comblés de douceurs éternelles ; Qu'ils soient toujours contents et toujours amoureux. Charmant hymen, que tes chaînes sont belles, Lorsque l'amour en a formé les noeuds ! Hymen ! Ô doux Hymen ! Sois propice à nos voeux, etc. Le choeur répète les trois derniers vers. Les cérémonies du mariage de Persée et d'Andromède que le grand-prêtre de l'Hyménée et sa suite veulent commencer, sont interrompues par Mérope."")",0.04,Substitution
283,"('#cephee', ""Les dieux ne laissent point leur ouvrage imparfait : N'en doutez point, madame, aussi bien que Neptune Junon consentira notre bonne fortune. Mais que nous veut Aglante ?"")",,1.0,Insertion
284,"('#aglante', ""Ah ! Seigneur, au secours ! Du généreux Persée on attaque les jours. Presque au sortir du temple une troupe mutine Vient de l'environner, et déjà l'assassine. Phinée en les joignant, furieux et jaloux, Leur a crié : « Main basse ! À lui seul, donnez tous ! » Ceux qui l'accompagnaient tout aussitôt se rendent, Clyte et Nylée encore vaillamment le défendent ; Mais ce sont vains efforts de peu d'autres suivis, Et je viens toute en pleurs vous en donner avis."")","('#merope', ""Persée, il n'est plus temps de garder le silence : J'avais cru vouloir votre mort ; Mais mon coeur avec vous est trop d'intelligence, Et, prêtre à me venger, je ressens un transport Cent fois plus pressant et plus fort Que le transport de la vengeance. Votre rival approche, il en veut à vos jours : Mille ennemis vous environnent. Évitez leur fureur, servez-vous du secours Que les dieux propices vous donnent. Volez ne trouverez plus d'autres chemins ouverts."")",0.0,Match
285,"('#cassiope', ""Dieux ! Est-ce là l'effet de tant d'heureux présages ? Allez, gardes, allez signaler vos courages ; Allez perdre ce traître, et punir ce voleur Qui prétend sous le nombre accabler la valeur."")","('#cephee', ""Armons-nous ; punissons plus l'audace des rebelles."")",1.01,Substitution
286,"('#cephee', ""Modérez vos frayeurs, et vous, séchez vos larmes. Le ciel n'a point besoin du secours de nos armes ; Il a de ce héros trop pris les intérêts, Pour n'avoir pas pour lui des miracles tous prêts : Et peut-être bientôt sur ce lâche adversaire Vous entendrez tomber la foudre de son père. Jugez de l'avenir par ce qui s'est passé ; Les dieux achèveront ce qu'ils ont commencé ; Oui, les dieux à leur sang doivent ce privilège : Y mêler notre main, c'est faire un sacrilège."")","('#merope', ""Sauvez-vous ; profitez de mes avis fidèles : C'est à fuir seulement que vous devez songer."")",1.23,Substitution
287,"('#cassiope', ""Seigneur, sur cet espoir hasarder ce héros, c'est trop..."")","('#cephee', ""Si les dieux m'ont prêté des ailes, Ce n'est pas pour fuir le danger."")",1.55,Substitution
288,"('#phorbas', 'Mettez, grand roi, votre esprit en repos ; La tête de Méduse a puni tous ces traîtres.')","('#phinee #sa-suite', ""Persée, il faut périr ; meurs, et laisse Andromède Au pouvoir d'un heureux rival !"")",0.64,Substitution
289,"('#cephee', ""Le ciel n'est point menteur, et les dieux sont nos maîtres."")",,1.0,Insertion
290,"('#phorbas', 'Aussitôt que Persée a pu voir son rival : ""Descendons, a-t-il dit, en un combat égal ; Quoique j\'aie en ma main un entier avantage, Je ne veux que mon bras, ne prends que ton courage. - Prends, prends cet avantage, et j\'userai du mien, "" Dit Phinée ; et soudain, sans plus répondre rien, Les siens donnent en foule, et leur troupe pressée Fait choir Ménale et Clyte aux pieds du grand Persée. Il s\'écrie aussitôt : « Amis, fermez les yeux, Et sauvez vos regards de ce présent des cieux : J\'atteste qu\'on m\'y force, et n\'en fais plus d\'excuse .» Il découvre à ces mots la tête de Méduse. Soudain j\'entends des cris qu\'on ne peut achever ; J\'entends gémir les uns, les autres se sauver ; J\'entends le repentir succéder à l\'audace ; J\'entends Phinée enfin qui lui demande grâce. « Perfide, il n\'est plus temps, » lui dit Persée. Il fuit : J\'entends comme à grands pas ce vainqueur le poursuit ; Comme il court se venger de qui l\'osait surprendre ; Je l\'entends s\'éloigner, puis je cesse d\'entendre. Alors, ouvrant les yeux par son ordre fermés, Je vois tous ces méchants en pierre transformés ; Mais l\'un plein de fureur, et l\'autre plein de crainte, En porte sur le front l\'image encore empreinte ; Et tel voulait frapper, dont le coup suspendu Demeure en sa statue à demi descendu ; tant cet affreux prodige...')","('#cephee #cephee #leurs-suites', ""Perfides ! Recevez le châtiment fatal De la fureur qui vous possède ! Tous les combattants Cédez, cédez à notre effort ; Vous n'éviterez pas la mort. Persée, Céphée et leur suite poursuivent Phinée et sa suite."")",0.04,Substitution
291,"('#cephee', 'Est-il puni, ce lâche, cet impie ?')",,1.0,Insertion
292,"('#persee', ""Oui, seigneur ; et si sa mort vous fâche, Si c'est de votre sang avoir fait peu d'état..."")",,1.0,Insertion
293,"('#cephee', ""Il n'est plus de ma race après son attentat : Ce crime l'en dégrade, et ce coup téméraire Efface de mon sang l'illustre caractère. Perdons-en la mémoire, et faisons-la céder À l'heur de vous revoir et de vous posséder, Vous que le juste ciel, remplissant son oracle, Par miracle nous donne, et nous rend par miracle Entrons dedans ce temple, où l'on n'attend que vous Pour nous unir aux dieux par des liens si doux ; Entrons sans différer. Mais quel nouveau prodige Dans cet excès de joie à craindre nous oblige ? Qui nous ferme la porte et nous défend d'entrer Où tout notre bonheur se devait rencontrer ? Les portes se ferment comme ils veulent entrer."")","('#cassiope #andromede', ""Quelles horreurs ! quelles alarmes ! Dieux ! soyez touchés de mes larmes ! Tous les combattants Cédez, cédez à notre effort, etc. Les combattants s'éloignent."")",0.47,Substitution
294,"('#persee', ""Puissant maître du foudre, est-il quelque tempête Que le destin jaloux à dissiper m'apprête ? Quelle nouvelle épreuve attaque ma vertu ? Après ce qu'elle a fait, la désavouerais-tu ? Ou si c'est que le prix dont tu la vois suivie Au bonheur de ton fils te fait porter envie ?"")","('#cephee', ""Le soin de vous défendre en ces lieux me rappelle. Craignez tout d'un peuple rebelle ; Quel sang n'ose-t-il point verser ? Un trait, que sur Persée on a voulu lancer, A frappé votre soeur d'une atteinte mortelle. Junon, implacable pour nous, Anime les mutins de son fatal courroux. Leur rage croît, leur nombre augmente : Persée en vain toujours combat avec chaleur. Que servent les efforts qu'il tente ? Le nombre tôt ou tard accable la valeur."")",0.1,Substitution
295,"('#mercure', ""Roi, reine, et vous princesse, et vous heureux vainqueur, Que Jupiter mon père Tient pour mon digne frère, Ne craignez plus du sort la jalouse rigueur. Ces portes du temple fermées, Dont vos âmes sont alarmées, Vous marquent des faveurs où tout le ciel consent : Tous les dieux sont d'accord de ce bonheur suprême ; Et leur monarque tout-puissant Vous le vient apprendre lui-même."")","('#phinee #sa-suite', ""Qu'il n'échappe pas, qu'il périsse, Cet étranger audacieux Qui prétend régner en ces lieux !"")",0.83,Substitution
296,"('#cassiope', 'Redoublons donc nos voeux, redoublons nos ferveurs, Pour mériter du ciel ces nouvelles faveurs.')","('#cephee #cassiope #andromede', 'Ciel ! Ô ciel soyez-nous propice !')",0.38,Substitution
297,,"('#phinee #sa-suite', ""Qu'il n'échappe, qu'il périsse !"")",1.0,Deletion
298,"('#le-choeur', ""Maître des dieux, hâte-toi de paraître, Et de verser sur ton sang et nos rois Les grâces que garde ton choix À ceux que tu fais naître. Fais choir sur eux de nouvelles couronnes, Et fais-nous voir, par un heur accompli, Qu'ils ont tous dignement rempli Le rang que tu leur donnes."")","('#cephee #cassiope #andromede', 'Défendez-nous, ô justes dieux !')",0.63,Substitution
299,"('#jupiter', ""Des noces de mon fils la terre n'est pas digne, La gloire en appartient aux cieux, Et c'est là ce bonheur insigne Qu'en vous fermant mon temple ont annoncé les dieux. Roi, reine, et vous amants, venez sans jalousie Vivre à jamais en ce brillant séjour, Où le nectar et l'ambroisie Vous seront comme à nous prodigués chaque jour ; Et quand la nuit aura tendu ses voiles, Vos corps semés de nouvelles étoiles, Du haut du ciel éclairant aux mortels, Leur apprendront qu'il vous faut des autels."")","('#persee', 'Ne craignez rien ; fermez les yeux,  Je vais punir leur injustice. Voyez leur funeste supplice. Persée pétrifie Phinée et sa suite, en leur montrant la tête de Méduse.')",0.97,Substitution
300,,"('#cephee #cassiope #andromede', 'Quel prodige ! Quel changement !')",1.0,Deletion
301,"('#junon', 'Junon même y consent, et votre sacrifice A calmé les fureurs de son esprit jaloux.')","('#cephee', ""La tête de Méduse a fait leur châtiment... Cessons de redouter la fortune cruelle ; Le ciel nous promet d'heureux jours ; Vénus vient à notre secours ; Elle amène l'Amour et l'Hymen avec elle. Le palais de Vénus descend."")",0.88,Substitution
302,"('#neptune', ""Neptune n'est pas moins propice, Et vos encens désarment son courroux."")",,1.0,Insertion
303,"('#junon', 'Venez, héros, et vous Céphée, Prendre là-haut vos places de ma main.')",,1.0,Insertion
304,"('#neptune', 'Reines, venez ; que ma haine étouffée Vous conduise elle-même à cet heur souverain.')","('#venus', 'Mortels, vivez en paix ; vos malheurs sont finis. Jupiter vous protège en faveur de son fils ; À ce dieu si puissant tous les dieux veulent plaire, Et Junon même enfin apaise sa colère. Cassiope, Céphée, et vous, heureux époux, Prenez place au ciel avec nous. Les souverains destins ordonnent Que des feux éclatants toujours vous environnent. Céphée, Cassiope, Persée, et Andromède, sont élevés dans le ciel, et des étoiles brillantes les environnent.')",0.74,Substitution
305,"('#persee', ""Accablés et surpris d'une faveur si grande..."")",,1.0,Insertion
306,"('#junon', ""Arrêtez là votre remerciement : L'obéissance est le seul compliment Qu'agrée un Dieu quand il commande."")",,1.0,Insertion
307,"('#le-choeur', ""Allez, amants, allez sans jalousie Vivre à jamais en ce brillant séjour, Où le nectar et l'ambroisie Vous seront comme aux dieux prodigués chaque jour ; Et quand la nuit aura tendu ses voiles, Vos corps semés de nouvelles étoiles, Du haut du ciel éclairant aux mortels, Leur apprendront qu'il vous faut des autels."")","('#venus #l-amour #l-hymenee #choeurs', ""Héros victorieux, Andromède est à vous ; Votre Valeur et l'Hymen vous la donnent : La gloire et l'Amour vous couronnent ; Fut-il jamais un triomphe plus doux ? Héros victorieux, Andromède est à vous. Les courtisans de Céphée, les Éthiopiens et les Éthiopiennes témoignent leur joie par leurs danses."")",0.34,Substitution
