,corneillet-circe,quinault-cadmus-hermione,Cost,Operation Type
51,"('#celie', ""Derrière ce coteau  Elle a trouvé la Nymphe Galatée,  Avec qui par respect elle s'est arrêtée. "")",,1.0,Insertion
52,"('#glaucus', ""Sans cette occasion il m'eût paru nouveau  Que vous l'eussiez ainsi l'une et l'autre quittée.  Que m'en apprenez-vous, et que dois-je espérer  Du pur amour que je lui fais paraître ? "")",,1.0,Insertion
53,"('#celie', 'Sa fierté peut ne pas durer ;  Mais qui risque sur un peut-être,  A quelquefois longtemps à soupirer. ')","('#premier-prince-tyrien', ""À quoi sert un amour qui n'a point d'espérance ; Hermione est sous la puissance."")",0.89,Substitution
54,,"('#cadmus', ""C'est un affreux géant, c'est un monstre odieux."")",1.0,Deletion
55,"('#melisse', ""Seigneur, si vous m'en voulez croire,  Vous cesserez d'aimer qui ne vous aime pas.  Vous devez cet effort au soin de votre gloire,  Et c'est vous ravaler trop bas,  Que de céder une victoire  Dont vous voyez qu'on fait si peu de cas. "")","('#deuxieme-prince-tyrien', ""Il est du sang de Mars, ce Dieu le favorise, Et c'est enfin à lui qu'Hermione est promise : Nul autre des mortels n'en doit être l'époux ; Et si vous en tentez la fatale entreprise, La Terre avec le Ciel s'armera contre vous."")",0.76,Substitution
56,"('#celie', ""Contre l'Amour Mélisse est toujours animée,  Et dit plus qu'elle ne ferait. "")",,1.0,Insertion
57,"('#melisse', ""Il est vrai que jamais je n'eus l'âme enflammée ;  Mais le dépit me guérirait,  Si j'aimais un moment sans que je fusse aimée. "")","('#cadmus', ""Hé bien je périrai si le Destin l'ordonne, Je veux délivrer Hermione : Et si je l'entreprends en vain, Je ne saurais périr pour un plus beau dessein."")",0.33,Substitution
58,"('#glaucus', ""Non, vos conseils sont superflus.  Mélisse, il faut que j'aime, et le Destin l'ordonne ;  Mais lorsque tout mon coeur à Silla s'abandonne,  Qu'ai-je en moi qui me doive attirer ses refus ?  Mon rival vaut-il tant qu'elle me le préfère,  Quand il s'agit de choisir un époux ?  Et suis-je fait d'un air... "")","('#cadmus', ""Où sont nos africains ? Que leur troupe s'avance : La Princesse veut voir leur plus galante danse. D'où vient qu'aucun d'eux ne paraît ?"")",0.92,Substitution
59,"('#celie', ""Non, Seigneur, au contraire,  Air, taille, mine, port, tout est brillant en vous ;  Et vous auriez le coeur de quelqu'une d'entre nous,  Si quelqu'une de nous avait l'heur de vous plaire. "")","('#arbas', ""Vos ordres sont suivis, Seigneur, et tout est prêt ! Mais le tyran s'est mis en tête Qu'il faut que ses géans dansent dans cette fête."")",1.37,Substitution
60,,"('#cadmus', 'Comment faire mouvoir des colosses affreux !')",1.0,Deletion
61,"('#melisse', ""Qui cherche à prévenir d'un air si gracieux,  Doit se sentir d'humeur à ne se point défendre. "")",,1.0,Insertion
62,"('#celie', ""Sans doute, je tiendrais le parti glorieux,  Car comme vous je ne veux pas le prendre  Sur le ton fier et sérieux ;  Mais soit dit sans blesser le pouvoir de vos yeux,  Qui vous donnent droit de prétendre  Jusqu'à la tendresse des Dieux,  Celle qu'on voit qui se défend le mieux,  Est quelquefois la plus prête à se rendre. "")","('#arbas', ""Quand on lui dit, Comment ? Il répond, je le veux, Ces grands Hommes pleins de chimères Sont d'un raisonnement fâcheux, Et fiers d'être au-dessus des Hommes ordinaires Pensent que la Raison doit être au-dessous d'eux ; Je n'ai pu garder des mesures, J'ai pesté contre lui, j'ai vomi des injures, Je l'ai nommé tyran, cent fois."")",0.35,Substitution
63,"('#palemon', ""Célie est sans façon, et je l'aime par là. "")","('#cadmus', 'On doit toujours respect aux rois.')",1.79,Substitution
64,"('#celie', 'À quoi peut servir la grimace ? ')",,1.0,Insertion
65,"('#glaucus', ""Quoi, toujours Mélicerte est aimé de Silla,  Quoique par son absence il m'ait quitté la place ?  Il l'ose abandonner, sans qu'on sache en quel lieu  Son ingratitude l'entraîne,  Point d'excuse, aucun adieu Et les soupirs d'un Prince, et peut-être d'un Dieu,  Ne pourront contre lui révolter l'inhumaine ?  La constance est sans doute un peu hors de saison. "")","('#arbas', ""Eut-il du m'étrangler, je n'aurais pu me taire : J'étais trop en colère ; Si je n'avais rien dit, J'aurais étouffé de dépit."")",0.92,Substitution
66,"('#celie', ""Voilà ce que c'est qu'une Femme.  Quand de l'amour le doucereux poison  S'est une fois emparé de son âme,  Il la brouille si bien avecque sa raison,  Que la plus noire trahison  Peut à peine éteindre sa flamme.  J'ai beau pour vous servir peindre votre rival  De toutes les couleurs qui repoussent l'estime.  De son éloignement j'ai beau lui faire un crime.  Silla soutient que je le connais mal,  Et croit brûler pour lui d'un feu si légitime,  Que dans l'ardeur de le revoir  Elle veut de Circé faire agir le pouvoir. "")","('#cadmus', ""Contentons le Géant, il est ici le maître ; Hermione est soumise à son cruel pouvoir : Ce divertissement, tel enfin qu'il puisse être, Me vaudra quelque temps le plaisir de la voir. S'il ne m'est pas permis de lui parler moi-même Et d'oser lui dire que je l'aime ; Du moins nos africains, par leurs chants les plus doux Pourront l'entretenir de mon amour extrême, En dépit d'un rival jaloux. Préparons tout en diligence, Hâtons-nous, la princesse avance."")",0.04,Substitution
67,"('#glaucus', 'De Circé ! Quoi, Célie.... ')",,1.0,Insertion
68,"('#celie', ""Oui, dès aujourd'hui même  Elle songe à se rendre au Palais de Circé. "")","('#arbas', 'Allons.')",1.38,Substitution
69,"('#glaucus', ""Je l'aperçois qui vient. Ciel, faut-il que je l'aime,  Si de son coeur par ma tendresse extrême  Mon indigne rival ne peut être chassé ? "")","('#cadmus', ""Toi ne suis point mes pas, Je vais voir le géant, il faut que tu l'évites."")",0.82,Substitution
70,"('#glaucus', ""Qu'avez-vous résolu, Madame ?  Dois-je toujours languir, et languir sans espoir ? "")","('#arbas', ""Non, non, nous n'aurons point de bruit, ni d'embarras Pour les injures que j'ai dites, Je les disais si bas Qu'il ne m'entendait pas."")",1.69,Substitution
71,"('#silla', ""Je vous l'ai déjà dit, j'estime votre flamme,  Prince, et vos voeux offerts auraient touché mon âme,  Si sur moi Mélicerte eût eu moins de pouvoir. "")","('#hermione', ""Cet aimable séjour Si paisible et si sombre, Offre du silence et de l'ombre À qui veut éviter le bruit, et le grand jour. Ah ! Que n'est-il aussi facile De trouver un asile Pour éviter l'Amour ! L'impitoyable tyrannie, Dont je suis les barbares lois, Ne défend pas d'aimer le chant et l'harmonie : Vous qui me faites compagnie Répondez à ma voix."")",0.81,Substitution
72,"('#glaucus', ""Doit-il le conserver, ce pouvoir qui me tue,  Quand il aime assez peu pour vous abandonner ?  Sa fuite est-elle à pardonner ?  Il vous quitte, il renonce au bien de votre vue,  Et vous voulez vous obstiner  À lui garder la foi qu'il a reçue. "")","('#aglante', ""On a beau fuir l'Amour, on ne peut l'éviter, On n'oppose à ses traits qu'une défense vaine, On s'épargne bien de la peine, Quand on se rend sans résister."")",0.35,Substitution
73,"('#silla', ""Qu'il en soit digne, ou non, tout est égal pour vous.  Je dois toujours l'aimer, s'il m'est toujours fidèle ;  Et si de son départ la cause est criminelle,  Tous les Hommes par lui méritent le courroux,  Où pour venger ma gloire un juste orgueil m'appelle,  Et je leur dois jurer à tous,  Pour le crime d'un seul, une haine éternelle. "")",,1.0,Insertion
74,"('#glaucus', ""Quoi, regarder ce crime ainsi qu'un attentat  Que partagent tous ceux qu'un beau feu vous attire ? "")",,1.0,Insertion
75,"('#silla', ""De l'Amour une fois on peut suivre l'empire,  Au péril de faire un Ingrat ;  Mais dès qu'on est trompé, l'épreuve doit suffire,  Et pour peu qu'elle ait fait d'éclat,  Qui de nouveau peut croire un Amant qui soupire  N'a pas sur la fierté le coeur bien délicat. "")","('#charite', ""La peine d'aimer est charmante, Il n'est point de coeur qui s'exempte De payer ce tribut fatal. Si l'Amour épouvante Il fait plus de peur que de mal."")",0.25,Substitution
76,"('#glaucus', 'Rigoureuse maxime ! À quoi me réduit-elle,  Si rien ne vous la fait changer ? ')",,1.0,Insertion
77,"('#silla', ""Je n'ai pas l'esprit léger ;  Et si j'aime un infidèle ;  Jamais passion nouvelle  N'aura de quoi m'engager."")",,1.0,Insertion
78,"('#glaucus', ""Ah, si vous connaissiez jusqu'où pour vous la mienne  Pousse les transports de mon coeur ! "")","('#la-nourrice', 'Quel choix est en votre puissance ? Songez à quel époux le Ciel vous veut unir.')",1.12,Substitution
79,"('#silla', ""Je les crois pleins de la plus vive ardeur ;  Mais que voulez-vous qu'elle obtienne,  Lorsqu'un Dieu même éprouve ma rigueur ?  Je viens de quitter Galatée,  Qui m'a peint de Glaucus le violent amour.  Je ne l'ai qu'à peine écoutée ;  Tout cède à Mélicerte, et j'attends son retour. "")","('#hermione', ""Je frémis quand j'y pense, Pourquoi m'en fais-tu souvenir ?"")",1.03,Substitution
80,"('#glaucus', ""Il est juste qu'un Dieu sur un Mortel l'emporte ;  Et si Glaucus brûle pour vous,  Ce choix à votre gloire importe,  Je le verrai sans en être jaloux.  Au moins ce me fera quelque chose de doux,  Que mon malheur au plus haut rang vous porte,  Et ma douleur sera moins forte  Par l'avantage de l'Époux. "")","('#la-nourrice', ""Vous êtes sans espoir du côté de la Terre : Le roi qui vous retient dans ce charmant séjour, A pour lui le Dieu de la Guerre ; Il a rassemblé dans sa Cour Les restes des Géants échappés du tonnerre. Gardez-vous pour Cadmus d'un malheureux amour, Le don de votre coeuur lui coûterait le jour."")",0.19,Substitution
81,"('#silla', ""Prince, l'ambition ne règle point ma flamme,  Et si j'avais encor à choisir un Amant,  Je ne m'attacherais qu'au seul empressement ;  Lui seul pourrait tout sur mon âme.  Ainsi tout Dieu qu'il est, si Glaucus écouté  De mon coeur se rendait le maître,  Ce serait moins par sa Divinité,  Que par l'amour qu'il me ferait paraître. "")","('#hermione', 'Ah ! Quelle cruauté de vouloir me contraindre À ce choix odieux que je ne puis souffrir !')",0.56,Substitution
82,"('#glaucus', ""Quoi, d'un Dieu pour Époux faire si peu de cas,  Qu'un Mortel lui soit préférable ? "")",,1.0,Insertion
83,"('#silla', ""C'est à force d'aimer que l'on se rend aimable,  Et je ne me figure pas  Que d'un amour solide et stable  Un Dieu chérisse assez l'appas,  Pour en être longtemps capable. "")",,1.0,Insertion
84,"('#glaucus', ""C'est mal juger des Dieux, qu'avoir ce sentiment. "")",,1.0,Insertion
85,"('#silla', ""Leur flamme est sitôt amortie,  Qu'on les peut croire tous portés au changement.  Le Soleil n'a-t-il pas abandonné Clitie,  Lui qui semblait l'aimer si tendrement ?  Croyez-moi, leur amour n'approche point du nôtre.  Si c'est gloire qu'un Dieu, quand on l'a pour Époux,  Il en faut essuyer mille chagrins jaloux ;  Et Jupiter lui-même, à le dire entre nous,  N'est pas meilleur Mari qu'un autre. "")","('#la-nourrice', ""Tout le monde vous trouve à plaindre, Personne cependant n'ose vous secourir."")",1.45,Substitution
86,,"('#aglante', 'Voici les Africains, mais les géants les suivent.')",1.0,Deletion
87,"('#glaucus', ""Mais par son peu d'amour quels ennuis aujourd'hui  Ne vous cause pas Mélicerte ? "")","('#hermione', 'Quoi partout les géants ? Quoi toujours nous troubler.')",0.92,Substitution
88,"('#silla', ""Il est vrai, je soupire, et ce n'est que par lui  Qu'aux soupirs mon âme est ouverte.  Il s'est éloigné sans me voir,  Sans m'apprendre en quel lieu son mauvais sort l'exile.  À le faire chercher mon soin est inutile,  Je demande, m'informe, et n'en puis rien savoir.  Son incertaine destinée  À mon esprit flottant cause mile embarras.  Il peut être infidèle, il peut ne l'être pas.  Mais enfin je puis voir ma peine terminée,  Et sortir de ce mauvais pas.  Il est un sûr moyen d'éclaircir le mystère  De son départ précipité. "")","('#charite', ""C'est d'ordinaire ainsi que les plaisirs arrivent ; Quelque chagrin fâcheux s'y vient toujours mêler."")",0.79,Substitution
89,"('#glaucus', ""Employez-le, Madame, et faites vanité  D'étaler à mes yeux ce qui me désespère.  Pour moi, qui vois que de vous plaire  Tout espoir désormais à ma flamme est ôté,  Je ne serai plus arrêté  Par un respect qui m'est contraire.  Je vais devenir téméraire,  Et pour réduire enfin votre ingrate fierté,  Il n'est rien que je n'ose faire. "")","('#arbas #africains', ""Suivons, suivons l'Amour, laissons-nous enflammer, Ah ! Ah ! Ah ! qu'il est doux d'aimer !"")",1.17,Substitution
90,"('#silla', ""C'est pour l'amour un assez doux appas,  Que de chercher à se faire craindre. "")",,1.0,Insertion
91,"('#glaucus', ""Si le mien va trop loin, ne m'en accusez pas.  C'est vous qui le voulez contraindre  À recourir aux attentats.  Pour forcer vos désirs, je vais mettre en usage  Ce qu'en vain... "")",,1.0,Insertion
92,"('#silla', ""Adieu, Prince, il faut me retirer  Pour ne rien ouïr davantage.  Je vois que votre amour commence à s'égarer,  Et vous estime assez pour vouloir ignorer  L'indiscrète chaleur où son transport l'engage. "")","('#premier-africain', ""Quand l'Amour vous l'ordonne, Souffrons les rigueurs, Chérissons les langueurs, Il n'exempte personne De ses traits vainqueurs ; Quel péril nous étonne ? Laissons trembler les faibles coeurs."")",0.17,Substitution
93,"('#glaucus', 'Madame, encor un mot. ')",,1.0,Insertion
94,"('#silla', ""Je n'écoute plus rien. "")",,1.0,Insertion
95,"('#glaucus', ""Je vous suivrai partout, et malgré vous sans cesse  Je me plaindrai de l'ennui qui me presse. "")",,1.0,Insertion
96,"('#palemon', 'Tout de bon, Célie, est-il bien  De se montrer ainsi tigresse ? ')",,1.0,Insertion
97,"('#celie', ""Silla se pique trop d'avoir le coeur constant  Pour un Ingrat qui l'a quittée.  Pour moi, qui serais rebutée,  Si l'on m'en avait fait autant,  Je prendrais sans façon l'offre de Galatée. "")",,1.0,Insertion
98,"('#palemon', ""Ainsi l'amour d'un Dieu te toucherait le coeur ! "")","('#arbas #africains', ""Suivons, suivons l'Amour, laissons-nous enflammer, Ah ! Ah ! Ah ! qu'il est doux d'aimer !"")",0.57,Substitution
99,"('#celie', ""N'en déplaise au Prince ton Maître,  Un Dieu, plus qu'un Mortel, en aimant fait honneur ;  Et si le moindre d'eux me montrait quelque ardeur,  Malgré ce qu'en mon âme un autre aurait fait naître,  Je m'en ferais, un sensible bonheur. "")","('#deuxieme-africain', ""Deux amants peuvent feindre Quand ils sont d'accord ; Plus l'Amour trouve à craindre, Plus il fait d'effort ; On a beau le contraindre, Il en est le plus fort."")",0.23,Substitution
100,"('#palemon', ""Voilà comme au brillant courent toutes les Femmes.  Elles ont beau jurer fidélité,  L'amour ne tient jamais contre la qualité  Et malgré les plus belles flammes,  L'Amant au plus rang monté  Est celui qui toujours peut le plus sur leurs âmes. "")","('#arbas #africains', ""Suivons, suivons l'Amour, laissons-nous enflammer, Ah ! Ah ! Ah ! Qu'il est doux d'aimer !"")",0.83,Substitution
