,dancourt-desolation-des-joueuses,dancourt-femme-d-intrigues,Cost,Operation Type
151,,"('#dorise', ""Pourquoi pas, Madame, une place à l'Académie ?  Parce que je suis femme, peut-être ?  Oh, si vous le prenez là, c'est notre vrai ballot que les ouvrages de langues."")",1.0,Deletion
152,,"('#madame-thibaut', ""Des femmes à l'Académie !  Oh, il faudrait donc du moins se garder de leur donner des jetons ; car, au lieu de travailler au Dictionnaire, elles joueraient à l'hombre ou à la Bassette."")",1.0,Deletion
153,"('#merlin', 'Tout est perdu. Monsieur, je ne me remets pas. À part. Haut.')",,1.0,Insertion
154,"('#dorante', ""Là, ne te trouble point.  Mon dessein n'est pas de te nuire, au contraire mais puisque tu m'as fait l'honneur de me choisir pour ton maître, il est juste que je profite de tes petits talents."")","('#dorise', ""S'il est besoin de faire preuve de beau génie, grâces au Ciel, il court dans le monde des Sonnets et des Madrigaux de ma façon, qui ont fait dire à plus d'un connaisseur, qu'en matière de Poésie je ne pouvais manquer d'être bel esprit à la première promotion."")",0.98,Substitution
155,,"('#madame-thibaut', 'La folle !')",1.0,Deletion
156,,"('#dorise', ""Pour la Prose, c'est en quoi j'excelle.  Je travaille à mettre en beau langage le Code, le Protocole des Notaires, et le Praticien Français."")",1.0,Deletion
157,,"('#madame-thibaut', ""Qu'elle est divertissante !"")",1.0,Deletion
158,,"('#dorise', 'Par mon moyen, on parlera dorénavant au Palais comme on parle à la Cour.')",1.0,Deletion
159,"('#merlin', 'Monsieur...')","('#madame-thibaut', 'Fort bien.')",0.81,Substitution
160,"('#lisette', ""Eh !  Mort de ma vie !  Tu fais bien des façons pour avouer la chose.  Est-ce un si grand crime, et n'y a-t-il pas aujourd'hui mille honnêtes gens qui s'en mêlent ?"")","('#dorise', 'Les exploits, les ajournements personnels, les décrets et les sentences de mort, seront écrits de ce petit style gai, coupé, enjoué et fleuri, dont on écrit les historiettes et les Romans.')",1.19,Substitution
161,"('#merlin', ""Eh bien !  Monsieur, puisqu'il faut dire comme vont les choses, il est vrai qne je me suis autrefois mêlé de quelques petites bagatelles, mais je vous assure que j'ai tout oublié.  Je ne vous conseille pas de jouer de moitié avec moi, je vous ferais perdre infailliblement."")","('#madame-thibaut', ""Vous verrez que c'est cette précieuse dont on me parla hier."")",1.65,Substitution
162,"('#dorante', ""Non, non, garde les trente pistoles, je ne te les ai pas données pour jouer de moitié.  C'est déjà quelque chose que de s'être mêlé autrefois de la bagatelle, et il n'est pas que tu n'en saches assez pour ce qu'il nous faut."")","('#dorise', ""Il n'y aura point de bel esprit qui ne veuille avoir vingt Procès, et l'on plaidera moins à l'avenir par nécessité, que par galanterie."")",1.07,Substitution
163,,"('#madame-thibaut', 'Le merveilleux génie de femme !')",1.0,Deletion
164,"('#merlin', 'Mais au moins, Monsieur, je vous prie de ne me point engager dans quelque mauvaise affaire.  Je ne suis pas encore trop bien raccommodé avec la justice, et nous boudons ensemble depuis quelque temps.')","('#dorise', ""Croiriez-vous bien, Madame, que je ne me suis fait séparer de corps et de bien d'avec mon pénultième mari, que parce qu'il m'étourdissait tous les jours de quelques barbarisme du Palais."")",0.58,Substitution
165,"('#dorante', ""Ce sont les petits différends que tu as eus avec elle qui t'ont fait mettre en condition, n'est-ce pas ?"")","('#madame-thibaut', 'Votre pénultième mari, Madame !  Vous avez donc été marié bien des fois ?')",1.53,Substitution
166,,"('#dorise', ""J'en suis à ma cinquième édition."")",1.0,Deletion
167,,"('#madame-thibaut', ""Oh, que vous n'en demeurerez pas là : belle et jeune comme vous êtes, pour peu que votre mari soit vieux, vous serez bientôt réimprimée."")",1.0,Deletion
168,"('#merlin', ""Mais, Monsieur, puisque vous devinez si bien les choses, je ne vous nierai point que quelques unes de ces petites bagatelles, quelques décrets mal purgés, m'ont fait résoudre à me mettre auprès de quelque honnête personne qui eût soin de moi, et qui m'honorât de sa protection en cas de besoin."")","('#dorise', ""Adieu, Madame.  Vous qui connaissez tant de gens, faites, je vous prie, qu'on glisse dans le monde quelques mots en faveur de mes ouvrages, pour me procurer la place que je souhaite."")",0.4,Substitution
169,"('#dorante', ""Tu peux t'assurer de tout cela avec moi, si tu me sers sans me trahir.  Ne connaîtrais-tu point un certain chevalier de Bellemonte, par hasard ?  Les habiles gens se connaissent ordinairement."")","('#madame-thibaut', ""Fort bien.  Fut-il jamais une plus extravagante créature.  Mais apparemment, Cléante ne peut pas tarder à venir ; allons changer d'habit, et donner ordre à ce qu'il faut, pour le recevoir en veuve de qualité."")",0.95,Substitution
170,,"('#la-ramee', ""Présentement que nous sommes seuls, viens, que je t'embrasse mon pauvre Jolicoeur."")",1.0,Deletion
171,,"('#jolicoeur', ""Quoi !  C'est là la Ramée ?"")",1.0,Deletion
172,,"('#la-ramee', 'Lui-même.')",1.0,Deletion
173,"('#merlin', 'Le chevalier de Bellemonte ?')","('#jolicoeur', 'La Ramée, Sergent dans la Compagnie de Cléante ?')",0.89,Substitution
174,,"('#la-ramee', ""C'est lui-même, te dis-je, reculeras-tu toujours,"")",1.0,Deletion
175,,"('#jolicoeur', ""Hé qui diable t'aurait reconnu ?  Tu sors d'un carrosse magnifique, et tu es vêtu comme un Colonel."")",1.0,Deletion
176,,"('#la-ramee', ""J'ai mes raisons."")",1.0,Deletion
177,,"('#jolicoeur', ""Oh, je n'en doute pas.  Mais enfin, que fais-tu à Paris, aurais-tu déserté ?"")",1.0,Deletion
178,,"('#la-ramee', ""Toi-même, que faisais-tu devant la porte de ce logis ?  Lorsque je t'ai vu, je mourais de peur que ne m'allasses donner du la Ramée devant mes gens ; c'est pourquoi, je t'ai promptement entraîné ici.  J'ai pris le nom de notre Capitaine, je me fais appeler Cléante, et je suis Gascon comme lui."")",1.0,Deletion
179,,"('#jolicoeur', ""Me crois-tu assez indiscret pour appeler la Ramée, un homme qui a un carrosse et quatre laquais ?  Combien y a-t-il de gens à Paris, qui, comme toi, ont un bon équipage, et qui seraient bien fâchés qu'on les appelât par leur premier nom ?"")",1.0,Deletion
180,,"('#la-ramee', 'Que dis-tu de ce logis ?')",1.0,Deletion
181,"('#lisette', 'Rêve un peu, tâche de rappeler ta mémoire.')","('#jolicoeur', 'Pourquoi me demandes-tu cela ?')",0.97,Substitution
182,"('#dorante', 'Il est peut-être de tes amis.')","('#la-ramee', 'Quand tu voudras, ce sera ton auberge.')",1.72,Substitution
183,,"('#jolicoeur', 'Comment donc !')",1.0,Deletion
184,"('#angelique', 'Vous rêvez, Dorante, de croire que le chevalier soit ami de votre valet.')","('#la-ramee', ""J'en épouse la maîtresse."")",0.84,Substitution
185,,"('#jolicoeur', 'Tout de bon !')",1.0,Deletion
186,,"('#la-ramee', 'La trouves-tu passablement logée ?')",1.0,Deletion
187,,"('#jolicoeur', 'Comment diable !  Voilà une chambre magnifique.')",1.0,Deletion
188,"('#dorante', ""Non, non, Madame, cette pensée n'est pas sans fondement, et je vous réponds qu'il n y a pas quatre ans que Merlin était chevalier d'aussi grande conséquence que celui à qui nons avons affaire."")",,1.0,Insertion
189,"('#merlin', ""Ah !  C'est à Lyon que vous m'avez vu, sans doute !  Je n'ai jamais été chevalier que dans cette ville-là."")","('#la-ramee', ""Qu'appelles-tu, une chambre ?  Ce n'est qu'une salle à breland pour les laquais : la maîtresse de ce logis est une femme de qualité, veuve d'un Conseiller de Bretagne, qui a amassé des biens considérables, et qui, de crainte de dépenser un sou, s'est laissé mourir de faim.  Que je vais faire honneur aux acquêts du défunt !  Je veux par ma magnificence immortaliser à jamais cette humeur sobre et laborieuse, dont il était doué."")",1.27,Substitution
190,"('#dorante', ""Que vous disais-je, Madame ?  Eh bien, crois-tu connaître celui que je t'ai nommé ?"")","('#jolicoeur', 'Hé comment as-tu fait cette connaissance ?')",0.49,Substitution
191,"('#merlin', ""Ce nom de Bellemonte a assez l'air de quelques unes de nos seigneuries, mais il me semble que je n'en ai pas encore ouï parler."")","('#la-ramee', ""Ma foi, mon pauvre Jolicoeur, j'ai tenté fortune.  Prévenu que pour prendre une femme, un carrosse est un merveilleux trébuchet, j'ai donné dans l'équipage, et je me suis jeté dans le grand monde.  Après quelques aventures, mon bonheur m'a conduit ici, et il ne s'est peut-être pas encore vu un plus beau coup de sympathie.  Crois-tu qu'à la première conversation, la Dame me trouvant de l'esprit, elle se sentie toute émue de tendresse pour moi ; et moi la voyant riche et toute brillante de pierreries, je me trouvai pour elle tout de flamme."")",1.22,Substitution
192,,"('#jolicoeur', 'Mais de ton équipage, qui en fait la dépense ?')",1.0,Deletion
193,"('#lisette', 'Il faut lui faire voir le chevalier, il le connaîtra peut-être.')","('#la-ramee', 'Notre Capitaine, sans le savoir.')",1.28,Substitution
194,,"('#jolicoeur', ""T'aurait-il envoyé en recrue ?"")",1.0,Deletion
195,,"('#la-ramee', ""Tu l'as dit."")",1.0,Deletion
196,,"('#jolicoeur', ""Combien t'a-t-il donné ?"")",1.0,Deletion
197,,"('#la-ramee', 'Deux mille écus.')",1.0,Deletion
198,,"('#jolicoeur', 'Combien en as-tu déjà dépensé pour toi ?')",1.0,Deletion
199,,"('#la-ramee', 'Près de sept cent pistoles.')",1.0,Deletion
200,,"('#jolicoeur', 'Sur six cent pistoles, en dépenser sept cents, voilà une belle économie.')",1.0,Deletion
201,,"('#la-ramee', ""Cela te surprend ?  Et tu verras que rien n'est plus facile quand tu sauras la chose.  Premièrement, je dois faire douze soldats, je n'en ferai point."")",1.0,Deletion
202,,"('#jolicoeur', 'Voilà déjà un gain assez considérable sur le premier article.')",1.0,Deletion
203,,"('#la-ramee', ""Je devais payer pour lui quatre cents pistoles à son Drapier, je n'en ferai encore rien."")",1.0,Deletion
204,,"('#jolicoeur', 'Oh !  Il y a là-dessus plus de la moitié de profit.')",1.0,Deletion
205,,"('#la-ramee', ""J'ai ordre de lui faire faire deux habits par son Tailleur, de les payer comptant ; je les prends à crédit, et je m'en sers."")",1.0,Deletion
206,,"('#jolicoeur', ""Oh, pour celui-là, il y a de l'usure."")",1.0,Deletion
207,,"('#la-ramee', 'Il ne faut point être scrupuleux, Jolicoeur, quand on veut faire sa fortune.')",1.0,Deletion
208,,"('#jolicoeur', 'Oh, tu es comme il faut être.')",1.0,Deletion
209,,"('#la-ramee', ""Mon ami, ce n'est pas là mon coup d'essai."")",1.0,Deletion
210,,"('#jolicoeur', 'Il y paraît.')",1.0,Deletion
211,"('#merlin', ""Je pourrais bien le voir sans le connaître, car on change de personnages dans le monde.  Tantôt on est marquis, tantôt chevalier, puis marchand, quelquefois abbé, financier souvent.  Que sais-je, moi ?  Dans la dernière affaire qui m'est arrivée, je faisais le commissaire."")","('#la-ramee', ""Je n'ai pas toujours été soldat, et tel que tu me vois, j'ai fait rouler pendant cinq ou six ans un fort bon carrosse à Paris."")",0.67,Substitution
212,,"('#jolicoeur', ""Je t'ai vu un temps que tu n'en avais pas de fort beaux restes."")",1.0,Deletion
213,,"('#la-ramee', ""Que veux-tu ?  Les gens qui ne vivent que par machines sont sujets à ces sortes de revers.  Mon adresse et mon savoir-faire m'avaient mis dans le monde dans une assez belle situation : mais mon bonheur m'y fit des jaloux, on me suscita des affaires, je m'enrôlai pour me garantir des brutalités de la Justice."")",1.0,Deletion
214,"('#angelique', 'Il nous dit là des choses assez particulières.')","('#jolicoeur', ""Parle bas, quelqu'un vient."")",1.1,Substitution
215,,"('#la-ramee', ""Fais-toi mener chez moi par un de mes laquais.  Je veux prendre de tes conseils pour m'assurer cette fortune."")",1.0,Deletion
216,,"('#madame-thibaut', ""Quoi !  Vous êtes ici, Cléante, et je n'en suis pas avertie."")",1.0,Deletion
217,,"('#la-ramee', 'Je donnais des ordres à un de mes Sergents, et regardais la beauté de votre salle.')",1.0,Deletion
218,,"('#madame-thibaut', 'Vous me trouvez donc meublée à votre goût ?')",1.0,Deletion
219,,"('#la-ramee', ""Je n'ai encore rien vu de mieux entendu, de plus riche, ni de plus superbe que votre appartement."")",1.0,Deletion
220,,"('#madame-thibaut', ""Oh, pour superbe, non, cela n'est que propre.  En faut-il tant pour une veuve ?  Qu'est-ce, Gabrillon ?"")",1.0,Deletion
221,,"('#gabrillon', 'Votre Notaire, Madame, qui vous apporte des papiers à signer.')",1.0,Deletion
222,,"('#madame-thibaut', ""Oh, dites-lui qu'il vienne une autre fois."")",1.0,Deletion
223,"('#dorante', 'Il en fait beaucoup, Madame, je vous assure.')","('#la-ramee', 'Hé, Madame, que je ne sois pas cause...')",0.91,Substitution
224,"('#lisette', 'Le joli garçon !')","('#gabrillon', 'Bon, le voilà qui entre.')",1.45,Substitution
225,,"('#madame-thibaut', 'Hé Monsieur, vous prenez bien mal votre temps.')",1.0,Deletion
226,,"('#la-brie', 'Quel temps faut-il donc prendre, Madame ?  Ou vous êtes en compagnie, ou vous êtes en affaires.')",1.0,Deletion
227,,"('#madame-thibaut', ""Croiriez-vous bien, Monsieur, que cet homme-là donne cinquante mille écus à ses enfants ?  Aussi il gagne tout ce qu'il veut."")",1.0,Deletion
228,,"('#la-brie', ""Tout ce que je veux, Madame, cela était bon autrefois ; mais aujourd'hui pour épargner les frais d'un Contrat, la plupart des gens se marient sous seing privé."")",1.0,Deletion
229,,"('#gabrillon', ""Pour moi, je ne serai pas à la peine de frauder le Notariat ; car vous m'avez promis que vous ferez mon Contrat de mariage gratis."")",1.0,Deletion
230,"('#dorante', 'Comment ferons-nous ?')","('#la-brie', 'Çà commencerons-nous, Madame ?')",0.28,Substitution
231,,"('#madame-thibaut', 'Croyez-moi, remettons la chose à une autre fois.')",1.0,Deletion
232,"('#merlin', ""Si vous pouvez me faire jouer avec votre homme, pour peu que nous travaillions ensemble tête-à-tête je vous dirai bientôt ce qu'il fait, de quelle école il est sorti, et quelque chose de plus peut-être."")","('#la-brie', 'Nous aurons fait dans un moment.  Monsieur voudra bien...')",1.06,Substitution
233,"('#dorante', 'Me réponds-tu de cela ?')","('#la-ramee', 'Madame me désobligerait de...')",1.3,Substitution
234,,"('#la-brie', ""Il n'y a que quatre baux, cinq quittances, et deux Contrats de constitution : en voulez-vous le lecture ?"")",1.0,Deletion
235,,"('#madame-thibaut', ""Le Ciel m'en préserve !"")",1.0,Deletion
236,,"('#la-ramee', 'Deux Contrats de constitution !')",1.0,Deletion
237,,"('#la-brie', ""À propos, je trouve à placer vos deux mille pistoles sur un jeune homme de famille, qui les emploiera à se faire un bon équipage pour donner dans la vue à la veuve d'un partisan.  Nous ferons mention dans le Contrat de l'emploi des deniers.  Cela est bon, mon Clerc est venu vous le dire."")",1.0,Deletion
238,,"('#madame-thibaut', ""J'ai changé de sentiment.  On me doit faire un remplacement de douze mille francs, je veux placer le tout ensemble."")",1.0,Deletion
239,,"('#la-ramee', ""Ce sont trente deux mille livres ; j'ai des gens en main qui s'en accommoderont."")",1.0,Deletion
240,"('#merlin', 'Oui, Monsieur, je vous en réponds.  Nous nous connaissons en joueurs, nous autres, comme les peintres se connaissent en tableaux.')","('#la-brie', ""J'ai votre fait aussi, Madame, et notre pis aller sera de les prêter pour un nouvel établissement d'Opéra.  Autrefois qu'ils ne donnaient qu'une pièce en tout un an, je ne l'aurais pas conseiller : et fi !  Ils ne gagnaient pas de l'eau.  Mais présentement qu'ils en donnent tous les mois, quand vous seriez ma soeur, je ne pourrais en conscience vous indiquer une meilleure hypothèque."")",1.16,Substitution
241,"('#lisette', 'Cela est admirable.')","('#la-ramee', 'Selon.  Il faut savoir qui fait la musique, premièrement, et que quelque riche négociant mette son nom et son paraphe au bas du Contrat de constitution.')",1.66,Substitution
242,"('#dorante', ""Viens, suis-moi ; et pendant que j'irai chez mon oncle, va prendre un de mes habits.  Je te mettrai aux prises avec notre homme."")","('#madame-thibaut', ""Nous parlerons de cela quand on m'aura envoyé mon argent : mais aujourd'hui que faut-il faire pour me débarrasser de vous ?"")",1.27,Substitution
