,dufresny-adieux-des-officiers,moliere-psyche,Cost,Operation Type
281,"('#vulcain', ""Vous vous plaindriez beaucoup moins, madame,  Si Vénus vous prêtait sa douceur.  Momus présente Vénus à Vulcain, et chante.  Puisque ta Vénus est innocente,  Nous te supplions de l'accepter :  Elle est aussi sage que charmante :  Et si tu prétendais en douter,  Bacchus va jurer qu'elle est jolie,  Tu sais qu'il dit toujours la vérité :  Et moi, grand dieu de la raillerie,  Je réponds de sa fidélité. "")","('#venus', ""Je pardonne à ce fils rebelle. Mais voulez-vous qu'il me soit reproché Qu'une misérable mortelle, L'objet de mon courroux, l'orgueilleuse Psyché, Sous ombre qu'elle est un peu belle, Par un hymen dont je rougis, Souille mon alliance, et le lit de mon Fils ?"")",0.24,Substitution
282,"('#vulcain', ""Puisses-tu dans mon âme attendrie  Faire régner l'incrédulité !  Bacchus fait embrasser Vulcain et Vénus,  et les fait boire tous deux dans le même verre."")","('#jupiter', ""Hé bien, je la fais immortelle, Afin d'y rendre tout égal."")",0.97,Substitution
283,"('#pluton', ""Quoiqu'un gros chien garde toujours ma porte,  Je ne crois pas ma femme en sûreté,  Mais quand j'ai bu, j'ai la tête si forte  Que je suis sûr de sa fidélité. "")","('#venus', ""Je n'ai plus de mépris, ni de haine pour elle, Et l'admets à l'honneur de ce noeud conjugal. Psyché, reprenez la lumière, Pour ne la reperdre jamais, Jupiter a fait votre paix, Et je quitte cette humeur fière Qui s'opposait à vos souhaits."")",0.99,Substitution
284,,"('#psyche', ""C'est donc vous, ô grande Déesse, Qui redonnez la vie à ce coeur innocent !"")",1.0,Deletion
285,,"('#venus', ""Jupiter vous fait grâce, et ma colère cesse. Vivez, Vénus l'ordonne, aimez elle y consent."")",1.0,Deletion
286,,"('#psyche', 'Je vous revois enfin, cher objet de ma flamme !')",1.0,Deletion
287,,"('#l-amour', 'Je vous possède enfin, délices de mon âme !')",1.0,Deletion
288,"('#vulcain', 'Pour publier les armes que tu portes,  Tu boiras donc tout le fleuve Léthé. ')","('#jupiter', ""Venez, amants, venez aux Cieux Achever un si grand et si digne hyménée ; Viens-y, belle Psyché, changer de destinée, Viens prendre place au rang des Dieux. Deux grandes machines descendent aux deux côtés de Jupiter, cependant qu'il dit ces derniers vers. Vénus avec sa suite monte dans l'une, l'Amour avec Psyché dans l'autre, et tous ensemble remontent au ciel. Les Divinités, qui avaient été partagées entre Vénus et son fils, se réunissent en les voyant d'accord ; et toutes ensemble, par des concerts, des chants, et des danses, célèbrent la fête des noces de l'Amour.  Apollon paraît le premier et comme Dieu de l'Harmonie commence à chanter pour inviter les autres Dieux à se réjouir."")",1.27,Substitution
289,,"('#apollon', ""Unissons-nous, troupe immortelle ; Le Dieu d'Amour devient heureux amant, Et Vénus a repris sa douceur naturelle En faveur d'un fils si charmant : Il va goûter en paix, après un long tourment, Une félicité qui doit être éternelle."")",1.0,Deletion
290,,"('#divinites', ""Célébrons ce grand jour ; Célébrons tous une fête si belle : Que nos chants en tous lieux en portent la nouvelle ; Qu'ils fassent retenir le céleste séjour : Chantons, répétons tour à tour, Qu'il n'est point d'âme si cruelle, Qui tôt ou tard ne se rende à l'Amour."")",1.0,Deletion
291,"('#bacchus', ""Puisque le vin t'a rendu raisonnable,  Il faut bannir tous les soupçons jaloux. Vos démêlés se videront à table :  Pour les régler, je vais boire avec vous. "")","('#apollon', ""Le Dieu qui nous engage À lui faire la Cour, Défend qu'on soit trop sage. Les plaisirs ont leur tour, C'est leur plus doux usage, Que de finir les soins du jour. La nuit est le partage Des jeux et de l'amour. Ce serait grand dommage Qu'en ce charmant séjour On eût un coeur sauvage. Les plaisirs ont leur tour, C'est leur plus doux usage, Que de finir les soins du jour. La nuit est le partage Des jeux et de l'amour. Deux Muses qui ont toujours évité de s'engager sous les lois de l'Amour, conseillent aux Belles, qui n'ont point encore aimé, de s'en défendre avec soin à leur exemple."")",0.78,Substitution
292,"('#venus', ""Grâce au bon vin, tu crois que je suis sage :  Maudit celui qui te détrompera.  S'il te revient quelque fâcheux présage,  Va chez Bacchus, il me justifiera. "")","('#muses', ""Gardez-vous, beautés sévères, Les amours font trop d'affaires, Craignez toujours de vous laisser charmer : Quand il faut que l'on soupire, Tout le mal n'est pas de s'enflammer : Le martyre De le dire Coûte plus cent fois que d'aimer. On ne peut aimer sans peines, Il est peu de douces chaînes, À tout moment on se sent alarmer ; Quand il faut que l'on soupire, Tout le mal n'est pas de s'enflammer ; Le martyre De le dire Coûte plus cent fois que d'aimer. SECOND COUPLET DES MUSES. Bacchus fait entendre qu'il n'est pas si dangereux que l'Amour."")",1.25,Substitution
293,"('#vulcain', ""Te voilà donc, Vénus, justifiée,  Il faut finir, notre titre est entier.  On blanchirait l'épicière accusée,  Si l'on pouvait enivrer l'épicier. "")","('#bacchus', ""Si quelquefois, Suivant nos douces lois, La raison se perd et s'oublie, Ce que le vin nous cause de folie Commence et finit en un jour ; Mais quand un coeur est enivré d'amour, Souvent c'est pour toute la vie."")",1.0,Substitution
294,,"('#mome', ""Je cherche à médire Sur la Terre et dans les Cieux ; Je soumets à ma satire Les plus grands des Dieux. Il n'est dans l'Univers que l'Amour qui m'étonne ; Il est le seul que j'épargne aujourd'hui, Il n'appartient qu'à lui De n'épargner personne."")",1.0,Deletion
