,moliere-bourgeois-gentilhomme,quinault-fetes-amour-bacchus,Cost,Operation Type
745,"('#madame-jourdain', ""Il faut à votre fille un mari qui lui soit propre, et il vaut mieux pour elle un honnête homme riche et bien fait, qu'un gentilhomme gueux et mal bâti."")",,1.0,Insertion
746,"('#nicole', ""Cela est vrai.  Nous avons le fils du gentilhomme de notre village, qui est le plus grand malitorne et le plus sot dadais que j'aie jamais vu."")",,1.0,Insertion
747,"('#monsieur-jourdain', ""Taisez-vous, impertinente.  Vous vous fourrez toujours dans la conversation ; j'ai du bien assez pour ma fille, je n'ai besoin que d'honneur, et je la veux faire marquise."")","('#forestan', ""Je suis digne de railleries ; On m'a fait une fourberie : Mais, si je la mets en oubli... Non, non, les imposteurs n'auront pas lieu de rire. Deux sorcières affreuses paraissent aux deux côtés du théâtre, et présentent chacun un miroir à Forestan."")",0.62,Substitution
748,"('#madame-jourdain', 'Marquise ?')","('#silvandre', 'Regarde, considère, admire.')",1.18,Substitution
749,"('#monsieur-jourdain', 'Oui, marquise.')",,1.0,Insertion
750,"('#madame-jourdain', ""Hélas !  Dieu m'en garde !"")",,1.0,Insertion
751,"('#monsieur-jourdain', ""C'est une chose que j'ai résolue."")",,1.0,Insertion
752,"('#madame-jourdain', ""C'est une chose, moi, où je ne consentirai point.  Les alliances avec plus grand que soi sont sujettes toujours à de fâcheux inconvénients.  Je ne veux point qu'un gendre puisse à ma fille reprocher ses parents, et qu'elle ait des enfants qui aient honte de m'appeler leur grand-maman.  S'il fallait qu'elle me vînt visiter en équipage de Grand-Dame, et qu'elle manquât par mégarde à saluer quelqu'un du quartier, on ne manquerait pas aussitôt de dire cent sottises.  Voyez-vous, dirait-on, cette Madame la Marquise qui fait tant la glorieuse ?  C'est la fille de Monsieur Jourdain, qui était trop heureuse, étant petite, de jouer à la Madame avec nous.  Elle n'a pas toujours été si relevée que la voilà ; et ses deux grands-pères vendaient du drap auprès de la Porte Saint-Innocent.  Ils ont amassé du bien à leurs enfants, qu'ils payent maintenant, peut-être, bien cher en l'autre monde, et l'on ne devient guère si riches à être honnêtes gens.  Je ne veux point tous ces caquets, et je veux un homme en un mot qui m'ait obligation de ma fille, et à qui je puisse dire, Mettez-vous là, mon Gendre, et dînez avec moi."")","('#forestan', ""Ah ! Je vais vous payer de m'avoir embelli. Forestan s'avance vers une des sorcières, et la veut frapper de sa massue, mais la sorcière évite le coup en s'envolant, le Satire ne frappe que l'air, et sa massue lui échappe des mains. Il court vers l'autre sorcière, il l'attrape, mais dans le moment qu'il se jette sur elle, et qu'il la tient, il ne lui demeure entre les mains qu'une figure de sorcière qui lui fait la grimace, et lui présente un miroir, tandis qu'un petit lutin qui était enfermé dedans, s'envole en se moquant du Satire."")",0.73,Substitution
753,"('#monsieur-jourdain', ""Voilà bien les sentiments d'un petit esprit, de vouloir demeurer toujours dans la bassesse.  Ne me répliquez pas davantage : ma fille sera Marquise en dépit de tout le monde ; et si vous me mettez en colère, je la ferai Duchesse."")",,1.0,Insertion
754,"('#madame-jourdain', ""Cléonte, ne perdez point courage encore.  Suivez-moi, ma fille, et venez dire résolument à votre père que si vous ne l'avez, vous ne voulez épouser personne. "")",,1.0,Insertion
755,"('#covielle', 'Vous avez fait de belles affaires avec vos beaux sentiments.')","('#silvandre', ""Qu'il est joli ! Hi, hi, hi, hi..."")",1.34,Substitution
756,"('#cleonte', ""Que veux-tu ?  J'ai un scrupule là-dessus, que l'exemple ne saurait vaincre."")","('#forestan', ""C'est un tour es Lutins errants dans ce boccage Dont il faut que je sois vengé."")",1.36,Substitution
757,"('#covielle', ""Vous moquez-vous, de le prendre sérieusement avec un homme comme cela ?  Ne voyez-vous pas qu'il est fou ? Et vous coûtait-il quelque chose de vous accommoder à ses chimères ?"")",,1.0,Insertion
758,"('#cleonte', ""Tu as raison ; mais je ne croyais pas qu'il fallût faire ses preuves de noblesse, pour être gendre de Monsieur Jourdain."")",,1.0,Insertion
759,"('#covielle', 'Ah, ah, ah !')","('#silvandre', 'Hé, hé, hé, hé, hé, hé...')",0.18,Substitution
760,"('#cleonte', 'De quoi ris-tu ?')","('#forestan', 'Tu ris quand je suis outragé ?')",0.08,Substitution
761,"('#covielle', ""D'une pensée qui me vient pour jouer notre homme ; et vous faire obtenir ce que vous souhaitez."")",,1.0,Insertion
762,"('#cleonte', 'Comment ?')",,1.0,Insertion
763,"('#covielle', ""L'idée est tout à fait plaisante."")",,1.0,Insertion
764,"('#cleonte', 'Quoi donc ?')","('#silvandre', 'Hé, hé, hé, hé, hé, hé...')",1.42,Substitution
765,"('#covielle', ""Il s'est fait depuis peu une certaine mascarade qui vient le mieux du monde ici, et que je prétends faire entrer dans une bourle et je veux faire à notre ridicule.  Tout cela sent un peu sa comédie ; mais avec lui on peut hasarder toute chose, il n'y faut point chercher tant de façons, et il est homme à y jouer son rôle à merveille ; à donner aisément dans toutes les fariboles qu'on s'avisera de lui dire.  J'ai les acteurs, j'ai les habits tout prêts, laissez-moi faire seulement."")","('#forestan', ""Ne m'insulte point davantage ; Va rire ailleurs ; Je suis dans une rage Qui pourrait bien tourner sur les méchants railleurs."")",0.71,Substitution
766,"('#cleonte', 'Mais apprends-moi...')",,1.0,Insertion
767,"('#covielle', 'Je vais vous instruire de tout ; retirons-nous, le voilà qui revient. ')","('#silvandre', ""Ami, me veux-tu croire, Ne songeons plus qu'à boire ; Fuyons l'amour, et le chagrin, Suivons Bacchus, courons au vin."")",1.42,Substitution
768,,"('#forestan', 'Au vin, au vin, au vin, au vin,')",1.0,Deletion
769,"('#monsieur-jourdain', ""Que diable est-ce là ?  Ils n'ont rien que les grands seigneurs à me reprocher ; et moi, je ne vois rien de si beau, que de hanter les grands seigneurs ; il n'y a qu'honneur et que civilité avec eux, et je voudrais qu'il m'eût coûté deux doigts de la main, et être né Comte ou Marquis."")",,1.0,Insertion
770,"('#laquais', ""Monsieur, voici Monsieur le Comte, et une dame qu'il mène par la main."")","('#silvandre #forestan', ""Fuyons l'amour et le chagrin, Suivons Bacchus, courons au vin. Au vin, au vin, au vin, au vin,"")",1.87,Substitution
771,"('#monsieur-jourdain', ""Hé mon_Dieu, j'ai quelques ordres à donner.  Dis-leur que je vais venir ici tour à l'heure. "")","('#damon', 'Ma bergère a changé, je veux changer comme elle.')",1.76,Substitution
772,"('#laquais', ""Monsieur dit comme cela qu'il va venir ici tout à l'heure."")",,1.0,Insertion
773,"('#dorante', 'Voilà qui est bien.')","('#silvandre', ""Suis les lois de Bacchus, tu t'en trouveras bien."")",1.59,Substitution
774,"('#dorimene', 'Je ne sais pas, Dorante, je fais encore ici une étrange démarche, de me laisser amener par vous dans une maison où je ne connais personne.')",,1.0,Insertion
775,"('#dorante', ""Quel lieu voulez-vous donc, Madame, que mon amour choisisse pour vous régaler, puisque pour fuir l'éclat, vous ne voulez ni votre maison, ni la mienne ?"")",,1.0,Insertion
776,"('#dorimene', ""Mais vous ne dites pas que je m'engage insensiblement chaque jour à recevoir de trop grands témoignages de votre passion ?  J'ai beau me défendre des choses, vous fatiguez ma résistance, et vous avez une civile opiniâtreté qui me fait venir doucement à tout ce qu'il vous plaît.  Les visites fréquentes ont commencé ; les déclarations sont venues ensuite, qui après elles ont traîné les sérénades et les cadeaux, que les présents ont suivis.  Je me suis opposée à tout cela, mais vous ne vous rebutez point, et pied à pied, vous gagnez mes résolutions.  Pour moi, je ne puis plus répondre de rien, et je crois qu'à la fin vous me ferez venir au mariage dont je me suis tant éloignée."")","('#damon', 'Heureux qui peut aimer une beauté fidèle !')",1.01,Substitution
777,"('#dorante', ""Ma foi, Madame, vous y devriez déjà être.  Vous êtes veuve, et ne dépendez que de vous.  Je suis maître de moi, et vous aime plus que ma vie.  À quoi tient-il que dès aujourd'hui vous ne fassiez tout mon bonheur ?"")",,1.0,Insertion
778,"('#dorimene', 'Mon_Dieu, Dorante, il faut des deux parts bien des qualités pour vivre heureusement ensemble ; et les deux plus raisonnables personnes du monde, ont souvent peine à composer cette union dont ils soient satisfaits.')","('#forestan', ""Plus heureux qui peut n'aimer rien."")",1.1,Substitution
779,"('#dorante', ""Vous vous moquez, Madame, de vous y figurer tant de difficultés ; et l'expérience que vous avez faite ne conclut rien pour tous les autres."")","('#silvandre', ""Viens avec nous goûter la vie ; Quitte une volage beauté, Comme elle t'a quitté: Profite de sa perfidie, Viens jouir de la liberté."")",1.3,Substitution
780,"('#dorimene', ""Enfin j'en reviens toujours là.  Les dépenses que je vous vois faire pour moi, m'inquiètent par deux raisons ; l'une, qu'elles m'engagent plus ne je ne voudrais ; et l'autre, que je suis sûre, sans vous déplaire, que vous ne les faites point, que vous ne vous incommodiez ; et je ne veux point cela."")",,1.0,Insertion
781,"('#dorante', ""Ah, Madame ; ce sont des bagatelles, et ce n'est pas par là..."")",,1.0,Insertion
782,"('#dorimene', ""Je sais ce que je dis ; et entre autres le diamant que vous m'avez forcée à prendre, est d'un prix..."")","('#damon', ""C'est pour servir Cloris que je quitte Climène, Et mon coeur sans aimer ne saurait vivre un jour , Qui s'engage une fois peut bien changer de chaine ; Mais, il est mal aisé d'échapper à l'Amour."")",1.43,Substitution
783,"('#dorante', 'Eh, Madame, de grâce, ne faites point tant valoir une chose que mon amour trouve indigne de vous ; et souffrez...  Voici le maître du logis. ')","('#silvandre', ""Sous l'amoureux empire, On n'est point sans tourment ; Je te plains pauvre amant, Langui, gémi, soupire ; Nous allons rire, "")",0.67,Substitution
784,,"('#silvandre #forestan', ""Fuyons l'amour et le chagrin, Suivons Bacchus, courons au vin. Au vin, au vin, au vin, au vin,"")",1.0,Deletion
785,"('#monsieur-jourdain', 'Un peu plus loin, Madame.')","('#damon', ""Ma volage s'avance."")",1.54,Substitution
786,"('#dorimene', 'Comment ?')","('#climene', 'Voici mon infidèle amant.')",1.78,Substitution
787,"('#monsieur-jourdain', ""Un pas, s'il vous plaît."")",,1.0,Insertion
788,"('#dorimene', 'Quoi donc ?')",,1.0,Insertion
789,"('#monsieur-jourdain', 'Reculez un peu, pour la troisième.')","('#damon #climene', ""Vengeons-nous de son inconstance. Ô ! La douce vengeance Qu'un heureux changement !"")",1.38,Substitution
790,"('#dorante', 'Madame, Monsieur Jourdain sait son monde.')",,1.0,Insertion
791,"('#monsieur-jourdain', ""Madame, ce m'est une gloire bien grande de me voir assez fortuné, pour être si heureux, que d'avoir le bonheur que vous ayez eu la bonté de m'accorder la grâce de me faire l'honneur de m'honorer de la faveur de votre présence : et si j'avais aussi le mérite, pour mériter un mérite comme le vôtre, et que le Ciel... envieux de mon bien... m'eût accordé... l'avantage de me voir digne... des..."")","('#damon', ""Quand je plaisais à tes yeux J'étais content de ma vie, Et ne voyais Rois ni Dieux Dont le sort me fit envie."")",0.67,Substitution
792,"('#dorante', ""Monsieur Jourdain, en voilà assez ; Madame n'aime pas les grands compliments, et elle sait que vous êtes homme d'esprit. C'est un bon bourgeois assez ridicule, comme vous voyez, dans toutes ses manières. Bas, à Dorimène."")",,1.0,Insertion
793,"('#dorimene', ""Il n'est pas malaisé de s'en apercevoir."")",,1.0,Insertion
794,"('#dorante', 'Madame, voilà le meilleur de mes amis.')",,1.0,Insertion
795,"('#monsieur-jourdain', ""C'est trop d'honneur que vous me faites."")",,1.0,Insertion
796,"('#dorante', 'Galant homme tout à fait.')",,1.0,Insertion
797,"('#dorimene', ""J'ai beaucoup d'estime pour lui."")",,1.0,Insertion
798,"('#monsieur-jourdain', ""Je n'ai rien fait encore, Madame, pour mériter cette grâce. "")","('#climene', ""Lorsqu'à toute autre personne  Me préférait ton ardeur. J'aurais quitté la couronne Pour régner dessus ton coeur."")",1.09,Substitution
799,"('#dorante', 'Prenez bien garde au moins, à ne lui point parler du diamant que vous lui avez donné.')",,1.0,Insertion
800,"('#monsieur-jourdain', 'Ne pourrais-je pas seulement lui demander comment elle le trouve ?')",,1.0,Insertion
801,"('#dorante', ""Comment ?  Gardez-vous-en bien : cela serait vilain à vous ; et pour agir en galant homme, il faut que vous fassiez comme si ce n'était pas vous qui lui eussiez fait ce présent.  Monsieur Jourdain, Madame, dit qu'il est ravi de vous voir chez lui."")",,1.0,Insertion
802,"('#dorimene', ""Il m'honore beaucoup."")",,1.0,Insertion
803,"('#monsieur-jourdain', 'Que je vous suis obligé, Monsieur, de lui parler ainsi pour moi !')",,1.0,Insertion
804,"('#dorante', ""J'ai eu une peine effroyable à la faire venir ici."")",,1.0,Insertion
805,"('#monsieur-jourdain', 'Je ne sais quelles grâces vous en rendre.')","('#damon', ""Une autre a guéri mon âme,  Des feux que j'avais pour toi."")",0.79,Substitution
806,"('#dorante', ""Il dit, Madame, qu'il vous trouve la plus belle personne du monde."")",,1.0,Insertion
807,"('#dorimene', ""C'est bien de la grâce qu'il me fait."")",,1.0,Insertion
808,"('#monsieur-jourdain', ""Madame, c'est vous qui faites les grâces ; et..."")",,1.0,Insertion
809,"('#dorante', 'Songeons à manger.')",,1.0,Insertion
810,"('#laquais', 'Tout est prêt, Monsieur.')",,1.0,Insertion
811,"('#dorante', ""Allons donc nous mettre à table, et qu'on fasse venir les musiciens. Six cuisiniers, qui ont préparé le festin, dansent ensemble, et font le troisième intermède ; après quoi ils apportent une table couverte de plusieurs mets."")",,1.0,Insertion
812,"('#dorimene', 'Comment, Dorante, voilà un repas tout à fait magnifique !')",,1.0,Insertion
813,"('#monsieur-jourdain', ""Vous vous moquez, Madame, et je voudrais qu'il fût plus digne de vous être offert. Tous se mettent à table."")",,1.0,Insertion
814,"('#dorante', ""Monsieur Jourdain a raison, Madame, de parler de la sorte, et il m'oblige de vous faire si bien les honneurs de chez lui.  Je demeure d'accord avec lui, que le repas n'est pas digne de vous.  Comme c'est moi qui l'ai ordonné, et que je n'ai pas sur cette matière les lumières de nos amis, vous n'avez pas ici un repas fort savant, et vous y trouverez des incongruités de bonne chère et des barbarismes de bon goût.  Si Damis s'en était mêlé, tout serait dans les règles ; il y aurait partout de l'élégance et de l'érudition, et il ne manquerait pas de vous exagérer lui-même toutes les pièces du repas qu'il vous donnerait, et de vous faire tomber d'accord de sa haute capacité dans la science des bons morceaux, de vous parler d'un pain de rive, à biseau doré, relevé de croûte partout, croquant tendrement sous la dent ; d'un vin à sève veloutée, armé d'un vert qui n'est point trop commandant ; d'un carré de mouton gourmandé de persil ; d'une longe de veau de rivière, longue comme cela, blanche, délicate, et qui sous les dents est une vraie pâte d'amande ; de perdrix relevées d'un fumet surprenant ; et pour son opéra, d'une soupe à bouillon perlé, soutenue d'un jeune gros dindon cantonné de pigeonneaux, et couronnée d'oignons blancs, mariés avec la chicorée. Mais pour moi, je vous avoue mon ignorance ; et comme Monsieur Jourdain a fort bien dit, je voudrais que le repas fût plus digne de vous être offert."")",,1.0,Insertion
815,"('#dorimene', ""Je ne réponds à ce compliment, qu'en mangeant comme je fais."")",,1.0,Insertion
816,"('#monsieur-jourdain', 'Ah que voilà de belles mains !')",,1.0,Insertion
817,"('#dorimene', 'Les mains sont médiocres, Monsieur Jourdain ; mais vous voulez parler du diamant, qui est fort beau.')",,1.0,Insertion
818,"('#monsieur-jourdain', ""Moi, Madame !  Dieu me garde d'en vouloir parler ; ce ne serait pas agir en galant homme, et le diamant est fort peu de chose."")",,1.0,Insertion
819,"('#dorimene', 'Vous êtes bien dégoûté.')",,1.0,Insertion
820,"('#monsieur-jourdain', 'Vous avez trop de bonté...')","('#climene', 'Une autre a vengé ma flamme Des faiblesses de ta foi.')",1.35,Substitution
821,"('#dorante', ""Allons, qu'on donne du vin à Monsieur Jourdain, et à ces Messieurs, qui nous feront la grâce de nous chanter un air à boire."")","('#damon', ""Cloris qu'on vante si fort M'aime d'une ardeur fidèle, Si ses yeux voulaient ma mort, Je mourrais content pour elle."")",1.13,Substitution
822,"('#dorimene', ""C'est merveilleusement assaisonner la bonne chère, que d'y mêler la musique ; et je me vois ici admirablement régalée."")",,1.0,Insertion
823,"('#monsieur-jourdain', ""Madame, ce n'est pas..."")",,1.0,Insertion
824,"('#dorante', ""Monsieur Jourdain, prêtons silence à ces Messieurs ; ce qu'ils nous diront vaudra mieux que tout ce que nous pourrions dire."")",,1.0,Insertion
825,"('#les-musiciens', ""Un petit doigt, Philis, pour commencer le tour.  Ah ! Qu'un verre en vos mains a d'agréables charmes !  Vous et le vin, vous vous prêtez des armes,  Et je sens pour tous deux redoubler mon amour :  Entre lui, vous et moi, jurons, jurons ma belle,  Une ardeur éternelle.  Qu'en mouillant votre bouche il en reçoit d'attraits,  Et que l'on voit par lui votre bouche embellie !  Ah ! L'un de l'autre ils me donnent envie,  Et de vous et de lui je m'enivre à longs traits :  Entre lui, vous et moi, jurons, jurons, ma belle,  Une ardeur éternelle.  Buvons, chers amis, buvons,  Le temps qui fuit nous y convie ;  Profitons de la vie  Autant que nous pouvons : Quand on a passé l'onde noire,  Adieu le bon vin, nos amours ;  Dépêchons-nous de boire,  On ne boit pas toujours.  Laissons raisonner les sots  Sur le vrai bonheur de la vie ;  Notre philosophie  Le met parmi les pots :  Les biens, le savoir, et la gloire,  N'ôtent point les soucis fâcheux ;  Et ce n'est qu'à bien boire  Que l'on peut être heureux.  Sus sus du vin, partout versez, garçons versez,  Versez, versez toujours, tant qu'on vous dise assez. PREMIÈRE CHANSON À BOIRE. SECONDE CHANSON À BOIRE."")","('#climene', ""Mirtil si digne d'envie, Me chérit plus que le jour, Et moi je perdrais la vie Pour lui montrer mon amour."")",0.06,Substitution
826,"('#dorimene', ""Je ne crois pas qu'on puisse mieux chanter, et cela est tout à fait beau."")",,1.0,Insertion
827,"('#monsieur-jourdain', 'Je vois encore ici, Madame, quelque chose de plus beau.')","('#damon', ""Mais si d'une douce ardeur Quelque renaissance trace Chassait Cloris de mon coeur Pour te remettre en sa place ?"")",1.1,Substitution
828,"('#dorimene', 'Ouais !  Monsieur Jourdain est galant plus que je ne pensais.')",,1.0,Insertion
829,"('#dorante', 'Comment, Madame, pour qui prenez-vous Monsieur Jourdain ?')",,1.0,Insertion
830,"('#monsieur-jourdain', ""Je voudrais bien qu'elle me prît pour ce que je dirais."")","('#climene', ""Bien qu'avec pleine tendresse  Mirtil me puisse chérir, Avec toi, je le confesse, Je voudrais vivre et mourir."")",0.74,Substitution
831,"('#dorimene', 'Encore !')",,1.0,Insertion
832,"('#dorante', 'Vous ne le connaissez pas.')",,1.0,Insertion
833,"('#monsieur-jourdain', 'Elle me connaîtra quand il lui plaira.')",,1.0,Insertion
834,"('#dorimene', 'Oh je le quitte.')",,1.0,Insertion
835,"('#dorante', 'Il est homme qui a toujours la riposte en main.  Mais vous ne voyez pas que Monsieur Jourdain, Madame, mange tous les morceaux que vous touchez.')",,1.0,Insertion
836,"('#dorimene', 'Monsieur Jourdain est un homme qui me ravit.')",,1.0,Insertion
837,"('#monsieur-jourdain', 'Si je pouvais ravir votre coeur, je serais... ')","('#damon #climene', 'Ah ! Plus que jamais aimons-nous, Et vivons et mourons en des liens si doux.')",0.94,Substitution
838,"('#madame-jourdain', ""Ah, ah, je trouve ici bonne compagnie, et je vois bien qu'on ne m'y attendait pas.  C'est donc pour cette belle affaire-ci, Monsieur mon mari, que vous avez eu tant d'empressement à m'envoyer dîner chez ma soeur ; je viens de voir un théâtre là-bas, et je vois ici un banquet à faire noces.  Voilà comme vous dépensez votre bien, et c'est ainsi que vous festinez les dames en mon absence, et que vous leur donnez la musique et la comédie, tandis que vous m'envoyez promener."")","('#troupe-de-bergers-et-de-bergeres', ""Amants, que vos querelles Sont aimables et belles ; Qu'on y voit succéder De plaisirs, de tendresse ! Querellez-vous sans cesse, Pour vous racommoder."")",0.42,Substitution
839,"('#dorante', ""Que voulez-vous dire, Madame Jourdain ?  Et quelles fantaisies sont les vôtres, de vous aller mettre en tête que votre mari dépense son bien, et que c'est lui qui donne ce régale à Madame ?  Apprenez que c'est moi, je vous prie ; qu'il ne fait seulement que me prêter sa maison, et que vous devriez un peu mieux regarder aux choses que vous dites."")","('#arcas', ""Venez, que rien ne vous arrête, Ne perdez point d'heureux moments ; Venez tous voir la fête Que l'on apprête À l'honneur du Dieu des Amants : Les plaisirs où l'Amour convie Sont les plus charmants de la vie, Il en faut jouir tant qu'on peut, On ne les a pas quand on veut."")",0.76,Substitution
840,"('#monsieur-jourdain', ""Oui, impertinente, c'est Monsieur le Comte qui donne tout ceci à Madame, qui est une personne de qualité.  Il me fait l'honneur de prendre ma maison, et de vouloir que je sois avec lui."")",,1.0,Insertion
841,"('#madame-jourdain', 'Ce sont des chansons que cela : je sais ce que je sais.')",,1.0,Insertion
842,"('#dorante', 'Prenez, Madame Jourdain, prenez de meilleures lunettes.')",,1.0,Insertion
843,"('#madame-jourdain', ""Je n'ai que faire de lunettes, Monsieur, et je vois assez clair ; il y a longtemps que je sens les choses, et je ne suis pas une bête.  Cela est fort vilain à vous, pour un grand seigneur, de prêter la main comme vous faites aux sottises de mon mari.  Et vous, Madame, pour une grand-Dame, cela n'est ni beau, ni honnête à vous, de mettre la dissension dans un ménage, et de souffrir que mon mari soit amoureux de vous."")",,1.0,Insertion
844,"('#dorimene', ""Que veut donc dire tout ceci ?  Allez, Dorante, vous vous moquez, de m'exposer aux sottes visions de cette extravagante."")",,1.0,Insertion
845,"('#dorante', 'Madame, holà Madame, où courez-vous ?')",,1.0,Insertion
846,"('#monsieur-jourdain', 'Madame, Monsieur le Comte, faites-lui excuses, et tâchez de la ramener...  Ah !  Impertinente que vous êtes, voilà de vos beaux faits ; vous me venez faire des affronts devant tout le monde, et vous chassez de chez moi des personnes de qualité.')","('#caliste', ""Ici l'ombre des ormeaux Donne un teint frais aux herbettes, Et les bords de ces ruisseaux. Brillent de mille fleurettes Qui se mirent dans les eaux. Prenez bergers, vos musettes. Ajustez vos chalumeaux, Et mêlons nos chansonnettes Aux chants de petits oiseaux."")",1.3,Substitution
847,"('#madame-jourdain', 'Je me moque de leur qualité.')",,1.0,Insertion
848,"('#monsieur-jourdain', 'Je ne sais qui me tient, maudite, que je ne vous fende la tête avec les pièces du repas que vous êtes venue troubler. On ôte la table.')",,1.0,Insertion
849,"('#madame-jourdain', ""Je me moque de cela.  Ce sont mes droits que je défends, et j'aurai pour moi toutes les femmes."")",,1.0,Insertion
850,"('#monsieur-jourdain', ""Vous faites bien d'éviter ma colère.  Elle est arrivée là bien malheureusement.  J'étais en humeur de dire de jolies choses, et jamais je ne m'étais senti tant d'esprit.  Qu'est-ce que c'est que cela ? "")",,1.0,Insertion
851,"('#covielle', ""Monsieur, je ne sais pas si j'ai l'honneur d'être connu de vous."")",,1.0,Insertion
852,"('#monsieur-jourdain', 'Non, Monsieur.')",,1.0,Insertion
853,"('#covielle', ""Je vous ai vu que vous n'étiez pas plus grand que cela."")",,1.0,Insertion
854,"('#monsieur-jourdain', 'Moi !')",,1.0,Insertion
855,"('#covielle', 'Oui, vous étiez le plus bel enfant du monde, et toutes les dames vous prenaient dans leurs bras pour vous baiser.')","('#climene', 'Le zéphire entre ces eaux, Fait mille courses secrètes, Et les rossignols nouveaux, De leur douces amourettes, Parlent aux tendres rameaux. Prenez Bergers, vos musettes, Ajustez vos chalumeaux, Et mêlons nos chansonnettes Aux chants de petits oiseaux.')",1.08,Substitution
856,"('#monsieur-jourdain', 'Pour me baiser !')",,1.0,Insertion
857,"('#covielle', ""Oui.  J'étais grand ami de feu Monsieur votre père."")",,1.0,Insertion
858,"('#monsieur-jourdain', 'De feu Monsieur mon père !')",,1.0,Insertion
859,"('#covielle', ""Oui.  C'était un fort honnête gentilhomme."")",,1.0,Insertion
860,"('#monsieur-jourdain', 'Comment dites-vous ?')",,1.0,Insertion
861,"('#covielle', ""Je dis que c'était un fort honnête gentilhomme."")",,1.0,Insertion
862,"('#monsieur-jourdain', 'Mon père !')",,1.0,Insertion
863,"('#covielle', 'Oui.')",,1.0,Insertion
864,"('#monsieur-jourdain', ""Vous l'avez fort connu ?"")",,1.0,Insertion
865,"('#covielle', 'Assurément.')",,1.0,Insertion
866,"('#monsieur-jourdain', ""Et vous l'avez connu pour gentilhomme ?"")",,1.0,Insertion
867,"('#covielle', 'Sans doute.')",,1.0,Insertion
868,"('#monsieur-jourdain', 'Je ne sais donc pas comment le monde est fait.')",,1.0,Insertion
869,"('#covielle', 'Comment ?')",,1.0,Insertion
870,"('#monsieur-jourdain', ""Il y a de sottes gens qui me veulent dire qu'il a été marchand."")",,1.0,Insertion
871,"('#covielle', ""Lui marchand !  C'est pure médisance, il ne l'a jamais été.  Tout ce qu'il faisait, c'est qu'il était fort obligeant, fort officieux ; et comme il se connaissait fort bien en étoffes, il en allait choisir de tous les côtés, les faisait apporter chez lui, et en donnait à ses amis pour de l'argent."")",,1.0,Insertion
872,"('#monsieur-jourdain', 'Je suis ravi de vous connaître, afin que vous rendiez ce témoignage-là que mon père était gentilhomme.')",,1.0,Insertion
873,"('#covielle', 'Je le soutiendrai devant tout le monde.')",,1.0,Insertion
874,"('#monsieur-jourdain', ""Vous m'obligerez.  Quel sujet vous amène ?"")",,1.0,Insertion
875,"('#covielle', ""Depuis avoir connu feu Monsieur votre père, honnête gentilhomme, comme je vous ai dit, j'ai voyagé par tout le monde."")",,1.0,Insertion
876,"('#monsieur-jourdain', 'Par tout le monde !')",,1.0,Insertion
877,"('#covielle', 'Oui.')",,1.0,Insertion
878,"('#monsieur-jourdain', ""Je pense qu'il y a bien loin en ce pays-là."")",,1.0,Insertion
879,"('#covielle', ""Assurément.  Je ne suis revenu de tous mes longs voyages que depuis quatre jours ; et par l'intérêt que je prends à tout ce qui vous touche, je viens vous annoncer la meilleure nouvelle du monde."")",,1.0,Insertion
880,"('#monsieur-jourdain', 'Quelle ?')",,1.0,Insertion
881,"('#covielle', 'Vous savez que le fils du Grand Turc est ici ?')",,1.0,Insertion
882,"('#monsieur-jourdain', 'Moi ?  Non.')",,1.0,Insertion
883,"('#covielle', ""Comment ?  Il a un train tout à fait magnifique ; tout le monde le va voir, et il a été reçu en ce pays comme un seigneur d'importance."")",,1.0,Insertion
884,"('#monsieur-jourdain', 'Par ma foi, je ne savais pas cela.')",,1.0,Insertion
885,"('#covielle', ""Ce qu'il y a d'avantageux pour vous, c'est qu'il est amoureux de votre fille."")",,1.0,Insertion
886,"('#monsieur-jourdain', 'Le fils du Grand Turc ? ')",,1.0,Insertion
887,"('#covielle', 'Oui ; et il veut être votre gendre.')",,1.0,Insertion
888,"('#monsieur-jourdain', 'Mon gendre, le fils du Grand Turc !')",,1.0,Insertion
889,"('#covielle', ""Le fils du grand Turc ; votre gendre.  Comme je le fus voir, et que j'entends parfaitement sa langue, il s'entretint avec moi ; et après quelques autres discours, il me dit.  Acciam croc soler ouch alla moustaph gidelum amanahem varabini oussere carbulath c'est-à-dire ; n'as-tu point vu une jeune belle personne, qui est la fille de Monsieur Jourdain, gentilhomme parisien ?"")",,1.0,Insertion
890,"('#monsieur-jourdain', 'Le fils du Grand Turc dit cela de moi ?')",,1.0,Insertion
891,"('#covielle', ""Oui.  Comme je lui eus répondu que je vous connaissais particulièrement, et que j'avais vu votre fille : ah, me dit-il, marababa sahem ; c'est-à-dire, Ah que je suis amoureux d'elle !"")",,1.0,Insertion
892,"('#monsieur-jourdain', ""Marababa sahem veut dire, Ah que je suis amoureux d'elle ?"")",,1.0,Insertion
893,"('#covielle', 'Oui.')",,1.0,Insertion
894,"('#monsieur-jourdain', ""Par ma foi, vous faites bien de me le dire, car pour moi je n'aurais jamais cru que Marababa sahem eût voulu dire, Ah que je suis amoureux d'elle !  Voilà une langue admirable, que ce Turc !"")","('#cloris', ""Ah ! Qu'il est doux, belle Silvie, Ah ! Qu'il est doux de s'enflammer ! Il faut retrancher de la vie, Ce qu'on en passe sans aimer. Ah ! Qu'il est doux, belle Silvie, Ah ! Qu'il est doux de s'enflammer !"")",0.98,Substitution
