,campistron-achille,corneillep-andromede,Cost,Operation Type
251,,"('#aglante', ""Ah ! Seigneur, au secours ! Du généreux Persée on attaque les jours. Presque au sortir du temple une troupe mutine Vient de l'environner, et déjà l'assassine. Phinée en les joignant, furieux et jaloux, Leur a crié : « Main basse ! À lui seul, donnez tous ! » Ceux qui l'accompagnaient tout aussitôt se rendent, Clyte et Nylée encore vaillamment le défendent ; Mais ce sont vains efforts de peu d'autres suivis, Et je viens toute en pleurs vous en donner avis."")",1.0,Deletion
252,"('#briseis', 'Où courez-vous ? Quelle terreur Loin de ces lieux vous entraîne ?')","('#cassiope', ""Dieux ! Est-ce là l'effet de tant d'heureux présages ? Allez, gardes, allez signaler vos courages ; Allez perdre ce traître, et punir ce voleur Qui prétend sous le nombre accabler la valeur."")",0.64,Substitution
253,,"('#cephee', ""Modérez vos frayeurs, et vous, séchez vos larmes. Le ciel n'a point besoin du secours de nos armes ; Il a de ce héros trop pris les intérêts, Pour n'avoir pas pour lui des miracles tous prêts : Et peut-être bientôt sur ce lâche adversaire Vous entendrez tomber la foudre de son père. Jugez de l'avenir par ce qui s'est passé ; Les dieux achèveront ce qu'ils ont commencé ; Oui, les dieux à leur sang doivent ce privilège : Y mêler notre main, c'est faire un sacrilège."")",1.0,Deletion
254,"('#arcas', 'Achille ne vit plus !')",,1.0,Insertion
255,"('#briseis', 'Ciel ! Quel est son vainqueur ?')","('#cassiope', ""Seigneur, sur cet espoir hasarder ce héros, c'est trop..."")",1.53,Substitution
256,"('#arcas', ""L'indigne ravisseur d'Hélène Par une trahison a terminé son sort."")","('#phorbas', 'Mettez, grand roi, votre esprit en repos ; La tête de Méduse a puni tous ces traîtres.')",1.19,Substitution
257,,"('#cephee', ""Le ciel n'est point menteur, et les dieux sont nos maîtres."")",1.0,Deletion
258,,"('#phorbas', 'Aussitôt que Persée a pu voir son rival : ""Descendons, a-t-il dit, en un combat égal ; Quoique j\'aie en ma main un entier avantage, Je ne veux que mon bras, ne prends que ton courage. - Prends, prends cet avantage, et j\'userai du mien, "" Dit Phinée ; et soudain, sans plus répondre rien, Les siens donnent en foule, et leur troupe pressée Fait choir Ménale et Clyte aux pieds du grand Persée. Il s\'écrie aussitôt : « Amis, fermez les yeux, Et sauvez vos regards de ce présent des cieux : J\'atteste qu\'on m\'y force, et n\'en fais plus d\'excuse .» Il découvre à ces mots la tête de Méduse. Soudain j\'entends des cris qu\'on ne peut achever ; J\'entends gémir les uns, les autres se sauver ; J\'entends le repentir succéder à l\'audace ; J\'entends Phinée enfin qui lui demande grâce. « Perfide, il n\'est plus temps, » lui dit Persée. Il fuit : J\'entends comme à grands pas ce vainqueur le poursuit ; Comme il court se venger de qui l\'osait surprendre ; Je l\'entends s\'éloigner, puis je cesse d\'entendre. Alors, ouvrant les yeux par son ordre fermés, Je vois tous ces méchants en pierre transformés ; Mais l\'un plein de fureur, et l\'autre plein de crainte, En porte sur le front l\'image encore empreinte ; Et tel voulait frapper, dont le coup suspendu Demeure en sa statue à demi descendu ; tant cet affreux prodige...')",1.0,Deletion
259,"('#briseis', ""Quoi ? Le traître Pâris est l'auteur de sa mort."")","('#cephee', 'Est-il puni, ce lâche, cet impie ?')",1.07,Substitution
260,,"('#persee', ""Oui, seigneur ; et si sa mort vous fâche, Si c'est de votre sang avoir fait peu d'état..."")",1.0,Deletion
261,"('#polixene', ""Dieux ! Quel horrible spectacle ! Le perfide Pâris triomphe sans obstacle ; Il jouit de son crime et ne permet pas D'embrasser mon époux, même après son trépas, D'un coup mortel j'ai vu frapper Achille, J'ai retiré le trait dont il était percé ; Hélas ! Dans les douleurs dont mon coeur est pressé Ce trait fatal peut m'être utile."")","('#cephee', ""Il n'est plus de ma race après son attentat : Ce crime l'en dégrade, et ce coup téméraire Efface de mon sang l'illustre caractère. Perdons-en la mémoire, et faisons-la céder À l'heur de vous revoir et de vous posséder, Vous que le juste ciel, remplissant son oracle, Par miracle nous donne, et nous rend par miracle Entrons dedans ce temple, où l'on n'attend que vous Pour nous unir aux dieux par des liens si doux ; Entrons sans différer. Mais quel nouveau prodige Dans cet excès de joie à craindre nous oblige ? Qui nous ferme la porte et nous défend d'entrer Où tout notre bonheur se devait rencontrer ? Les portes se ferment comme ils veulent entrer."")",0.22,Substitution
262,,"('#persee', ""Puissant maître du foudre, est-il quelque tempête Que le destin jaloux à dissiper m'apprête ? Quelle nouvelle épreuve attaque ma vertu ? Après ce qu'elle a fait, la désavouerais-tu ? Ou si c'est que le prix dont tu la vois suivie Au bonheur de ton fils te fait porter envie ?"")",1.0,Deletion
263,"('#briseis', ""Je vais presser nos chefs et nos soldats De venger le meurtre d'Achille. Oui, dans mon désespoir, je conduirai leur pas Sur les remparts de votre ville,  Puisse le juste Ciel se déclarer pour nous ! Et puisse aujourd'hui les Troyens périr tous."")","('#mercure', ""Roi, reine, et vous princesse, et vous heureux vainqueur, Que Jupiter mon père Tient pour mon digne frère, Ne craignez plus du sort la jalouse rigueur. Ces portes du temple fermées, Dont vos âmes sont alarmées, Vous marquent des faveurs où tout le ciel consent : Tous les dieux sont d'accord de ce bonheur suprême ; Et leur monarque tout-puissant Vous le vient apprendre lui-même."")",0.42,Substitution
264,,"('#cassiope', 'Redoublons donc nos voeux, redoublons nos ferveurs, Pour mériter du ciel ces nouvelles faveurs.')",1.0,Deletion
265,,"('#le-choeur', ""Maître des dieux, hâte-toi de paraître, Et de verser sur ton sang et nos rois Les grâces que garde ton choix À ceux que tu fais naître. Fais choir sur eux de nouvelles couronnes, Et fais-nous voir, par un heur accompli, Qu'ils ont tous dignement rempli Le rang que tu leur donnes."")",1.0,Deletion
266,"('#polixene', ""Va punir les Troyens, cours hâter la vengeance D'un héros qu'on vient d'immoler : Laisse moi seule ici ; Ne viens plus me troubler Par son odieuse présence. Par ces soins éclatants, va prouver ton amour ; Poursuis Pâris, fais lui ravir le jour Au héros que tu perds l'on te fera survivre. Depuis qu'il ne vit plus, rien ne plaît à mes yeux, Une sanglante mort va finir, en ces lieux, Les horribles tourments où sa perte me livre, Ah ! N'est-il pas moins glorieux, De se venger que de le suivre ? Mais quels tristes objets viennent s'offrir à moi ? Dieux ! Quel saisissement ! Quel transport ! Quel effroi ! Ah ! Je vois mon époux sur l'infernale rive J'entends les cris de son ombre plaintive, Elle m'appelle, elle me tend les bras. Ciel ! Je vois dans ses yeux éclater sa colère ; Chère ombre, attends, je vais te satisfaire, S'il ne faut pour te plaire, Que courir au trépas. Quel sort d'un amour si tendre ! J'éprouve enfin tous les malheurs Que Cassandre cent fois, pleine de ses fureurs, Voulut en vain me faire entendre. Et toi ? Qui teint encor du sang de mon époux, A passé dans mes mains pour terminer ma vie, Funeste trait, seconde mon envie, Que ton secours sera doux, Si tu frappes mon coeur d'une atteinte mortelle, Il s'avance lui-même au devant de tes coups,  Trop heureux si tu m'es fidèle. S'en est fait le succès répond à mon attente, Je n'ai plus guère à souffrir, Je sens que je vais mourir Et c'est assez pour me rendre contente. Reçois mon sang après mes pleurs, Achille, c'est à toi que je me sacrifie... Sans toi, je déteste la vie... Oui, je le jure... Hélas... Je frissonne... Je meurs."")","('#jupiter', ""Des noces de mon fils la terre n'est pas digne, La gloire en appartient aux cieux, Et c'est là ce bonheur insigne Qu'en vous fermant mon temple ont annoncé les dieux. Roi, reine, et vous amants, venez sans jalousie Vivre à jamais en ce brillant séjour, Où le nectar et l'ambroisie Vous seront comme à nous prodigués chaque jour ; Et quand la nuit aura tendu ses voiles, Vos corps semés de nouvelles étoiles, Du haut du ciel éclairant aux mortels, Leur apprendront qu'il vous faut des autels."")",0.0,Match
267,,"('#junon', 'Junon même y consent, et votre sacrifice A calmé les fureurs de son esprit jaloux.')",1.0,Deletion
268,,"('#neptune', ""Neptune n'est pas moins propice, Et vos encens désarment son courroux."")",1.0,Deletion
269,,"('#junon', 'Venez, héros, et vous Céphée, Prendre là-haut vos places de ma main.')",1.0,Deletion
270,,"('#neptune', 'Reines, venez ; que ma haine étouffée Vous conduise elle-même à cet heur souverain.')",1.0,Deletion
271,,"('#persee', ""Accablés et surpris d'une faveur si grande..."")",1.0,Deletion
272,,"('#junon', ""Arrêtez là votre remerciement : L'obéissance est le seul compliment Qu'agrée un Dieu quand il commande."")",1.0,Deletion
273,,"('#le-choeur', ""Allez, amants, allez sans jalousie Vivre à jamais en ce brillant séjour, Où le nectar et l'ambroisie Vous seront comme aux dieux prodigués chaque jour ; Et quand la nuit aura tendu ses voiles, Vos corps semés de nouvelles étoiles, Du haut du ciel éclairant aux mortels, Leur apprendront qu'il vous faut des autels."")",1.0,Deletion
