,dancourt-diable-boiteux,dancourt-femme-d-intrigues,Cost,Operation Type
150,"('#sanchette', 'Il en a trop, ma bonne maman, et je sens bien que je suis déjà plus malicieuse que lui, moi.')","('#dorise', ""Pourquoi pas, Madame, une place à l'Académie ?  Parce que je suis femme, peut-être ?  Oh, si vous le prenez là, c'est notre vrai ballot que les ouvrages de langues."")",1.55,Substitution
151,"('#le-diable', 'Vous avez là une jolie enfant, Madame Thérèse.')",,1.0,Insertion
152,"('#sanchette', ""Hé dites-nous quelque chose qui nous amuse : voilà tant de monde de tous côtés, faut-il que tout cela nous échappe ?  Disons un peu de mal de quelqu'un, Monsieur le Diable."")","('#madame-thibaut', ""Des femmes à l'Académie !  Oh, il faudrait donc du moins se garder de leur donner des jetons ; car, au lieu de travailler au Dictionnaire, elles joueraient à l'hombre ou à la Bassette."")",1.58,Substitution
153,"('#le-diable', ""Nous aurons tout le temps de satisfaire votre tempérament et votre curiosité : pour à présent qu'il vous suffise de savoir que dans ces lieux-ci, ordinairement la vanité et l'amour-propre sont sur le Théâtre, le luxe et la coquetterie dans les loges, et la fine critique dans le parterre."")","('#dorise', ""S'il est besoin de faire preuve de beau génie, grâces au Ciel, il court dans le monde des Sonnets et des Madrigaux de ma façon, qui ont fait dire à plus d'un connaisseur, qu'en matière de Poésie je ne pouvais manquer d'être bel esprit à la première promotion."")",0.6,Substitution
154,,"('#madame-thibaut', 'La folle !')",1.0,Deletion
155,,"('#dorise', ""Pour la Prose, c'est en quoi j'excelle.  Je travaille à mettre en beau langage le Code, le Protocole des Notaires, et le Praticien Français."")",1.0,Deletion
156,"('#sanchette', ""Voilà quelque chose de bien instructif.  J'aimerais autant ne rien savoir."")","('#madame-thibaut', ""Qu'elle est divertissante !"")",1.64,Substitution
157,,"('#dorise', 'Par mon moyen, on parlera dorénavant au Palais comme on parle à la Cour.')",1.0,Deletion
158,"('#therese', 'Elle a raison, cela est bien en général.')","('#madame-thibaut', 'Fort bien.')",0.42,Substitution
159,,"('#dorise', 'Les exploits, les ajournements personnels, les décrets et les sentences de mort, seront écrits de ce petit style gai, coupé, enjoué et fleuri, dont on écrit les historiettes et les Romans.')",1.0,Deletion
160,,"('#madame-thibaut', ""Vous verrez que c'est cette précieuse dont on me parla hier."")",1.0,Deletion
161,"('#le-diable', ""Oh bien, si vous voulez quelque chose de particulier, je vais vous faire voir, sans sortir d'ici, c'est ce qui se passe à l'heure qu'il est, vers la place Maubert, chez un Procureur de ma connaissance.  Quoique je ne sois pas le Diable de la Chicane, je fais les affaires de la maison, j'y suis connu, j'y régente ; et cette intrigue, où je me trouverai mêlé par-ci par-là moi-même de la petite Comédie qu'on leur a promise : nous feront ensuite entre nous trois, nos réflexions en musique sur l'aventure ; et nous verrons de quoi vous êtes capables, et si vous profiterez bien du livre du monde, dont je vous ferai voir de temps en temps quelques nouveaux chapitres, avez-les figures."")","('#dorise', ""Il n'y aura point de bel esprit qui ne veuille avoir vingt Procès, et l'on plaidera moins à l'avenir par nécessité, que par galanterie."")",0.81,Substitution
162,"('#angelique', 'Ah !  Le mauvais livre que le Diable Boiteux, ma chère Marton !  Le dangereux génie que Monsieur Asmodée.')","('#madame-thibaut', 'Le merveilleux génie de femme !')",1.3,Substitution
163,"('#marton', ""Comme toutes choses ont différentes faces !  Vous vous plaignez de lui sous le nom du Diable Boiteux ; et comme Cupidon, vous n'êtes pas une de ses plus mauvaises pratiques."")","('#dorise', ""Croiriez-vous bien, Madame, que je ne me suis fait séparer de corps et de bien d'avec mon pénultième mari, que parce qu'il m'étourdissait tous les jours de quelques barbarisme du Palais."")",1.41,Substitution
164,,"('#madame-thibaut', 'Votre pénultième mari, Madame !  Vous avez donc été marié bien des fois ?')",1.0,Deletion
165,,"('#dorise', ""J'en suis à ma cinquième édition."")",1.0,Deletion
166,,"('#madame-thibaut', ""Oh, que vous n'en demeurerez pas là : belle et jeune comme vous êtes, pour peu que votre mari soit vieux, vous serez bientôt réimprimée."")",1.0,Deletion
167,,"('#dorise', ""Adieu, Madame.  Vous qui connaissez tant de gens, faites, je vous prie, qu'on glisse dans le monde quelques mots en faveur de mes ouvrages, pour me procurer la place que je souhaite."")",1.0,Deletion
168,"('#angelique', ""Ah !  Je ne le connais point pour Cupidon à la manoeuvre qu'on lui voit faire dans ce nouveau livre ; il révèle tout ce qu'on fait, il enlève les toits des maisons, pour découvrir les moindres faiblesses de tout le monde.  On n'est pas en sûreté dans le réduit le plus obscur, et l'on n'oserait pas hasarder de penser même avec ce vilain démon-là."")","('#madame-thibaut', ""Fort bien.  Fut-il jamais une plus extravagante créature.  Mais apparemment, Cléante ne peut pas tarder à venir ; allons changer d'habit, et donner ordre à ce qu'il faut, pour le recevoir en veuve de qualité."")",1.06,Substitution
169,"('#marton', ""Il est vrai qu'il est furieusement indiscret : mais y a-t-il rien là qui ne convienne à l'Amour ?"")","('#la-ramee', ""Présentement que nous sommes seuls, viens, que je t'embrasse mon pauvre Jolicoeur."")",1.17,Substitution
170,,"('#jolicoeur', ""Quoi !  C'est là la Ramée ?"")",1.0,Deletion
171,,"('#la-ramee', 'Lui-même.')",1.0,Deletion
172,,"('#jolicoeur', 'La Ramée, Sergent dans la Compagnie de Cléante ?')",1.0,Deletion
173,,"('#la-ramee', ""C'est lui-même, te dis-je, reculeras-tu toujours,"")",1.0,Deletion
174,"('#angelique', ""Ce vilain livre-là m'a donné une timidité, m'a jeté dans l'âme des scrupules.  Oui, si tout le monde était comme moi, le Diable Boiteux corrigerait plus de gens que tout le reste de l'enfer ensemble."")","('#jolicoeur', ""Hé qui diable t'aurait reconnu ?  Tu sors d'un carrosse magnifique, et tu es vêtu comme un Colonel."")",1.16,Substitution
175,,"('#la-ramee', ""J'ai mes raisons."")",1.0,Deletion
176,,"('#jolicoeur', ""Oh, je n'en doute pas.  Mais enfin, que fais-tu à Paris, aurais-tu déserté ?"")",1.0,Deletion
177,"('#marton', ""C'est pourtant un assez bon Diable ; et vous remarquerez, s'il vous plaît, qu'en découvrant les défauts des hommes, il ne les révèle point aux personnes intéressées, et qui pourraient faire éclat.  Il s'est bien gardé de faire voir à Don Cléophas ce qui se passait dans sa famille, et peut-être n'aurait-ce pas été l'endroit du livre le moins vif et le moins plaisant."")","('#la-ramee', ""Toi-même, que faisais-tu devant la porte de ce logis ?  Lorsque je t'ai vu, je mourais de peur que ne m'allasses donner du la Ramée devant mes gens ; c'est pourquoi, je t'ai promptement entraîné ici.  J'ai pris le nom de notre Capitaine, je me fais appeler Cléante, et je suis Gascon comme lui."")",0.95,Substitution
178,"('#angelique', ""Je ne sache rien de plus impertinent qu'un petit vilain Diable Boiteux, qui, par ses instigations, engage les gens à faire des sottises, et qui est le premier à les donner en spectacle, et à s'en divertir avec un jeune étourdi d'écolier."")","('#jolicoeur', ""Me crois-tu assez indiscret pour appeler la Ramée, un homme qui a un carrosse et quatre laquais ?  Combien y a-t-il de gens à Paris, qui, comme toi, ont un bon équipage, et qui seraient bien fâchés qu'on les appelât par leur premier nom ?"")",1.15,Substitution
179,,"('#la-ramee', 'Que dis-tu de ce logis ?')",1.0,Deletion
180,,"('#jolicoeur', 'Pourquoi me demandes-tu cela ?')",1.0,Deletion
181,,"('#la-ramee', 'Quand tu voudras, ce sera ton auberge.')",1.0,Deletion
182,,"('#jolicoeur', 'Comment donc !')",1.0,Deletion
183,"('#marton', ""Oh, ne parlez pas mal des écoliers ni des clercs, s'il vous plaît : vous avez un amant aux écoles de Droit, et ce n'est pas le plus mal voulu d'une dizaine de vos soupirants."")","('#la-ramee', ""J'en épouse la maîtresse."")",1.2,Substitution
184,,"('#jolicoeur', 'Tout de bon !')",1.0,Deletion
185,,"('#la-ramee', 'La trouves-tu passablement logée ?')",1.0,Deletion
186,"('#angelique', ""Ah !  Je n'aime plus rien, ma chère Marton, je n'aime plus rien.  La lecture du Diable Boiteux, et la maladie de mon oncle ont fait d'étranges révolutions dans mon coeur et dans mon esprit."")","('#jolicoeur', 'Comment diable !  Voilà une chambre magnifique.')",1.94,Substitution
187,"('#marton', ""Il faut pourtant que ce soit un bon livre ; votre tante me l'a demandé pour le lire au chevet du malade.  Mais à propos de votre oncle qui se meurt, et de votre tante qui en est bien aise, n'est-ce point d'eux que le Diable Boiteux fait mention dans la fin du livre ?  Il y a un Procureur et une Procureuse."")","('#la-ramee', ""Qu'appelles-tu, une chambre ?  Ce n'est qu'une salle à breland pour les laquais : la maîtresse de ce logis est une femme de qualité, veuve d'un Conseiller de Bretagne, qui a amassé des biens considérables, et qui, de crainte de dépenser un sou, s'est laissé mourir de faim.  Que je vais faire honneur aux acquêts du défunt !  Je veux par ma magnificence immortaliser à jamais cette humeur sobre et laborieuse, dont il était doué."")",0.71,Substitution
188,"('#angelique', 'Comment, que veux-tu dire ?')","('#jolicoeur', 'Hé comment as-tu fait cette connaissance ?')",0.17,Substitution
189,"('#marton', ""Oui, le Procureur rêve qu'il va voir un de ses clients à l'hôpital, la Procureuse songe que son mari chasse un clerc qu'elle aime.  Votre oncle a ruiné bien du monde, et il a chassé bien des clercs."")","('#la-ramee', ""Ma foi, mon pauvre Jolicoeur, j'ai tenté fortune.  Prévenu que pour prendre une femme, un carrosse est un merveilleux trébuchet, j'ai donné dans l'équipage, et je me suis jeté dans le grand monde.  Après quelques aventures, mon bonheur m'a conduit ici, et il ne s'est peut-être pas encore vu un plus beau coup de sympathie.  Crois-tu qu'à la première conversation, la Dame me trouvant de l'esprit, elle se sentie toute émue de tendresse pour moi ; et moi la voyant riche et toute brillante de pierreries, je me trouvai pour elle tout de flamme."")",1.37,Substitution
190,,"('#jolicoeur', 'Mais de ton équipage, qui en fait la dépense ?')",1.0,Deletion
191,,"('#la-ramee', 'Notre Capitaine, sans le savoir.')",1.0,Deletion
192,"('#angelique', 'Que me veut-on ?')","('#jolicoeur', ""T'aurait-il envoyé en recrue ?"")",1.43,Substitution
193,"('#un-laquais', ""C'est de la part de Monsieur Léandre, qui m'a dit de vous rendre ce billet, et qui vous prie de lui faire réponse."")","('#la-ramee', ""Tu l'as dit."")",1.66,Substitution
194,"('#angelique', ""Voyons ce qu'il m'écrit, donne."")","('#jolicoeur', ""Combien t'a-t-il donné ?"")",0.59,Substitution
195,,"('#la-ramee', 'Deux mille écus.')",1.0,Deletion
196,,"('#jolicoeur', 'Combien en as-tu déjà dépensé pour toi ?')",1.0,Deletion
197,"('#marton', 'Le Diable Boiteux vous regarde.')","('#la-ramee', 'Près de sept cent pistoles.')",1.77,Substitution
198,,"('#jolicoeur', 'Sur six cent pistoles, en dépenser sept cents, voilà une belle économie.')",1.0,Deletion
199,"('#angelique', ""Oh !  Ne me tourmente point, Marton, laisse-moi l'oublier.  Qu'il me regarde, soit ; mais qu'il se taise : ce ne sont pas ses yeux, c'est sa langue que j'appréhende."")","('#la-ramee', ""Cela te surprend ?  Et tu verras que rien n'est plus facile quand tu sauras la chose.  Premièrement, je dois faire douze soldats, je n'en ferai point."")",1.26,Substitution
200,,"('#jolicoeur', 'Voilà déjà un gain assez considérable sur le premier article.')",1.0,Deletion
201,"('#marton', ""Ah !  Voilà vos craintes dissipées ; la peur du Diable est ce qui dure le moins dans l'esprit d'une jeune coquette."")","('#la-ramee', ""Je devais payer pour lui quatre cents pistoles à son Drapier, je n'en ferai encore rien."")",1.38,Substitution
202,"('#angelique', ""Cela est trop plaisant, Marton.  Léandre, qui sait que mon oncle est mourant, et qui me propose d'aller au bal à vingt pas d'ici !"")","('#jolicoeur', 'Oh !  Il y a là-dessus plus de la moitié de profit.')",1.85,Substitution
203,"('#marton', ""Et vous refusez une partie de plaisir ?  Vous n'y songez pas."")",,1.0,Insertion
204,"('#angelique', 'Au bal, moi, quand mon oncle agonise ?')",,1.0,Insertion
205,"('#marton', ""Pourquoi non ?  Votre oncle agonise, il est vrai !  Mais je sais de science certaine, que cet oncle a fait un testament, par lequel il vus déshérite.  Si j'étais à votre place, j'en porterais le deuil, comme Léandre vous le propose."")","('#la-ramee', ""J'ai ordre de lui faire faire deux habits par son Tailleur, de les payer comptant ; je les prends à crédit, et je m'en sers."")",1.23,Substitution
206,,"('#jolicoeur', ""Oh, pour celui-là, il y a de l'usure."")",1.0,Deletion
207,,"('#la-ramee', 'Il ne faut point être scrupuleux, Jolicoeur, quand on veut faire sa fortune.')",1.0,Deletion
208,"('#angelique', 'Me le conseilles-tu ?')","('#jolicoeur', 'Oh, tu es comme il faut être.')",1.28,Substitution
209,"('#marton', 'Si je vous e conseille !  Je serai de la partie peut-être ?')","('#la-ramee', ""Mon ami, ce n'est pas là mon coup d'essai."")",1.57,Substitution
210,"('#angelique', 'Il compte là-dessus apparemment ; car il me mande que Monsieur le Greffier en sera.')","('#jolicoeur', 'Il y paraît.')",1.54,Substitution
211,,"('#la-ramee', ""Je n'ai pas toujours été soldat, et tel que tu me vois, j'ai fait rouler pendant cinq ou six ans un fort bon carrosse à Paris."")",1.0,Deletion
212,,"('#jolicoeur', ""Je t'ai vu un temps que tu n'en avais pas de fort beaux restes."")",1.0,Deletion
213,,"('#la-ramee', ""Que veux-tu ?  Les gens qui ne vivent que par machines sont sujets à ces sortes de revers.  Mon adresse et mon savoir-faire m'avaient mis dans le monde dans une assez belle situation : mais mon bonheur m'y fit des jaloux, on me suscita des affaires, je m'enrôlai pour me garantir des brutalités de la Justice."")",1.0,Deletion
214,"('#marton', ""Oh !  Allons-y, il n'y a point à hésiter."")","('#jolicoeur', ""Parle bas, quelqu'un vient."")",1.55,Substitution
215,"('#angelique', 'Tes conseils sont des lois pour moI. Je vais faire réponse.')","('#la-ramee', ""Fais-toi mener chez moi par un de mes laquais.  Je veux prendre de tes conseils pour m'assurer cette fortune."")",0.87,Substitution
216,,"('#madame-thibaut', ""Quoi !  Vous êtes ici, Cléante, et je n'en suis pas avertie."")",1.0,Deletion
217,,"('#la-ramee', 'Je donnais des ordres à un de mes Sergents, et regardais la beauté de votre salle.')",1.0,Deletion
218,,"('#madame-thibaut', 'Vous me trouvez donc meublée à votre goût ?')",1.0,Deletion
219,,"('#la-ramee', ""Je n'ai encore rien vu de mieux entendu, de plus riche, ni de plus superbe que votre appartement."")",1.0,Deletion
220,"('#marton', ""L'heureuse disposition de fille pour la vie aisée !  Quel dommage que cela ne soit que Bourgeoise, et moi soubrette !  Nous avons bien les manières de qualité.  Voici la tante, elle n'a guère moins de talent que nous : mais elle se contraint davantage."")","('#madame-thibaut', ""Oh, pour superbe, non, cela n'est que propre.  En faut-il tant pour une veuve ?  Qu'est-ce, Gabrillon ?"")",0.53,Substitution
221,,"('#gabrillon', 'Votre Notaire, Madame, qui vous apporte des papiers à signer.')",1.0,Deletion
222,,"('#madame-thibaut', ""Oh, dites-lui qu'il vienne une autre fois."")",1.0,Deletion
223,"('#madame-lucas', ""C'est un assez sot livre, Marton, que ce Diable Boiteux, les fades plaisanteries !  Les mauvais contes !  Il donne des idées funestes, et j'ai cru voir deux ou trois fois au chevet du lit du malade, ce vilain génie qui s'appelle Flagel, et qui est l'esprit de la chicane."")",,1.0,Insertion
224,"('#marton', ""Voilà une triste vision, Madame, un bien mauvais pronostique.  Voir le Diable au chevet du lit d'un Procureur malade, c'est une marque qu'il n'en reviendra pas ; il va partir, la voiture est prête.  Vous ferez une grande perte, Madame."")","('#la-ramee', 'Hé, Madame, que je ne sois pas cause...')",1.62,Substitution
