,boyer-amours-jupiter-semele,dufresny-adieux-des-officiers,Cost,Operation Type
299,"('#jupiter', ""Que me demandez-vous trop aveugle Princesse ?  Ah ! C'est là le conseil de la grande Déesse.  Gardez-vous d'écouter ce conseil dangereux ;  Contentez-vous de voir Jupiter amoureux,  Jupiter désarmé de ces clartés terribles,  Qui rendent aux mortels les Dieux inaccessibles."")","('#junon', 'Bon, ceci lui convient.  Vulcain, prends ces lunettes,  Pour mieux examiner ce que fait ta moitié.  À Vulcain.')",0.72,Substitution
300,"('#semele', ""Est-ce trop de le voir une fois glorieux ?  Ah ! Ne refusez pas ce plaisir à mes yeux ;  Montrez-moi mon amant avecque tous ses charmes.  Ah ! Vous ne m'aimez point... "")",,1.0,Insertion
301,"('#jupiter', 'Ah ! Cachez-moi ces larmes.  Hélas ! Savez-vous bien ce que vous demandez ? ')","('#vulcain', 'Je crains que pour en voir seulement la moitié,  Elles ne soient pas assez nettes.  Mais morbleu, on se moque de moi ! Par la sang... ')",0.68,Substitution
302,"('#semele', ""Tout me semblera doux si vous me l'accordez ;  Vous me l'avez juré Jupiter c'est tout dire. "")",,1.0,Insertion
303,"('#jupiter', ""Je l'ai juré, Princesse, et mon coeur en soupire ;  Mais songez aux périls qui menacent vos jours. "")",,1.0,Insertion
304,"('#semele', 'Quels périls ai-je à craindre avec votre sec ours ? ')",,1.0,Insertion
305,"('#jupiter', ""Je ne sais si je puis vous sauver de moi-même ;  On s'oublie aisément auprès de ce qu'on aime.  Un rayon échappé de cette majesté,  De cet éclat qui sort d'une divinité,  Peut embraser le monde et mettre tout en cendre. "")",,1.0,Insertion
306,"('#semele', ""Plus contre mes désirs vous vous voulez défendre,  Plus mon soupçon revient, plus j'ai lieu d'en douter,  Si l'amant que j'adore est le vrai Jupiter. "")",,1.0,Insertion
307,"('#jupiter', ""Faut-il vous le montrer en perdant ce que j'aime ? "")",,1.0,Insertion
308,"('#semele', ""Vous me faire périr, c'est douter de vous-même. "")",,1.0,Insertion
309,"('#jupiter', ""Il n'est rien de si sûr, croyez-en ces frayeurs ;  Croyez un Dieu, qui tremble, et qui verse des pleurs. "")",,1.0,Insertion
310,"('#semele', ""Qu'ai-je à craindre d'un Dieu si tendre et si sensible ? "")",,1.0,Insertion
311,"('#jupiter', 'Ce Dieu-là devenir si fier et si terrible... ')",,1.0,Insertion
312,"('#semele', ""Dans quelque état qu'il soit il m'aimera toujours. "")",,1.0,Insertion
313,"('#jupiter', ""L'amour dans cet état est d'un faible secours.  Je vous ferai périr en dépit de moi-même. "")",,1.0,Insertion
314,"('#semele', ""Je ne crains rien d'un Dieu qui peut tout et qui m'aime. "")",,1.0,Insertion
315,"('#jupiter', 'Vous devez craindre tout, je vous laisse y penser. ')",,1.0,Insertion
316,"('#semele', ""Mon esprit sur ce point n'a rien à balancer ;  Ne laissez plus languir cette douce espérance,  Épargnez ce tourment à mon impatience. "")",,1.0,Insertion
317,"('#jupiter', 'Au nom de notre amour...')",,1.0,Insertion
318,"('#semele', ""Ah ! C'est trop contester ? "")",,1.0,Insertion
319,"('#jupiter', ""Vous le voulez, Princesse, il faut vous contenter. Jupiter s'envole dans le Ciel. Quatre fantômes paraissent dans le fonds de l'Antre de la Jalousie, et se présentent à Sémélé."")",,1.0,Insertion
320,"('#semele', 'Que vois-je juste Ciel ! Quel Dieu me les envoie,  Ces fantômes affreux au milieu de ma joie ?  Les fantômes dansent, et après avoir dansé, Sémélé continue. ')",,1.0,Insertion
321,"('#semele', ""En vain par ces horreurs on veut m'épouvanter,  Quel qu'en soit le succès, je veux voir Jupiter."")",,1.0,Insertion
322,"('#semele', ""Que d'un superbe espoir mon âme possédée,  Se fait de mon amant une agréable idée !  Que j'aurai de plaisir de le voir en ces lieux,  Apporter cet éclat qui fait trembler les Dieux !  Pour répondre à l'honneur que ce Dieu me veut faire,  Je voudrais des appas plus grands qu'à l'ordinaire,  Leur donner plus de force, et me rendre aujourd'hui  Plus aimable cent fois et plus digne de lui.  Mais quoi le jour pâlit, et le Dieu que j'adore,  Le puissant Jupiter ne paraît point encore !  Lui qui voit tout mon coeur, lui qui sait mes désirs,  Qui voit pour son retour l'ardeur de mes soupirs,  Me faut-il si longtemps attendre sa présence ?  Veut-il faire mourir ce coeur d'impatience ?  Te dirai-je, Dircé, que j'ose encore douter,  Si c'est un imposteur ou le vrai Jupiter ? "")","('#momus', 'De sa Vénus la complaisante adresse,  Quand il voudra peut faire son bonheur.  Mais ta Junon ; en faisant la diablesse,  Te vend bien cher un chimérique honneur. ')",0.0,Match
323,"('#dirce', 'Votre doute, Madame, est assez raisonnable,  Et quand vous trahissez un héros adorable,  Peut-être que le Ciel pour venger votre amant... ')","('#vulcain', ""Et bien souvent une fausse sagesse,  Peut à l'époux causer un vrai malheur.  L'Océan est bien flegmatique.  L'Océan veut parler, et tousse toujours."")",0.95,Substitution
324,"('#semele', ""Ah ! Cruelle veux-tu redoubler mon tourment ?  Mais j'aperçois Momus, et je tremble à sa vue. "")",,1.0,Insertion
325,"('#semele', ""Viens-tu de Jupiter m'annoncer la venue,  Ou d'une vaine excuse amuser mon espoir ? "")",,1.0,Insertion
326,"('#momus', 'Non, non, vous le verrez. ')",,1.0,Insertion
327,"('#semele', 'Je brûle de le voir.')",,1.0,Insertion
328,"('#momus', ""Pour vous du haut des Cieux il s'apprête à descendre :  Mais un Dieu tel qu'il est peut bien se faire attendre.  Quoiqu'il donne à l'amour ses moments les plus doux,  Les soins de Jupiter ne sont pas tous pour vous.  Vous le voulez donc voir avec toute sa pompe ;  Vous vous abandonnez à l'orgueil qui vous trompe,  Et sans considérer le péril qui le suit,  Vous suivez follement l'amour, qui vous conduit.  Vous aimez mieux le voir d'une ardeur indiscrète  Avec la foudre en main, qu'avec une houlette :  Cet ornement sied mal au grand Maître des Dieux :  Les feux et les éclairs le pareront mieux.  Ah ! Que vous êtes femme, et que pour être aimée,  Du souverain des Dieux dont vous êtes charmée,  Vous avez dans la tête un orgueil dangereux !  Voir sans bruit en secret Jupiter amoureux,  C'est trop peu pour l'honneur d'une amante orgueilleuse ;  Sa flamme est une flamme illustre, ambitieuse ;  Alors qu'un Dieu nous aime on peut être indiscret,  Et l'orgueil d'un tel choix ne veut pas le secret.  En effet ce serait perdre toute sa gloire,  De vaincre un si grand Dieu, sans vanter sa victoire,  Être aimé selon vous n'est pas le plus grand bien :  Un triomphe ignoré vous le comptez pour rien.  Il faut s'accoutumer à l'esprit d'une femme ;  Vous demandez du bruit, vous en aurez, Madame ;  Jupiter quand il veut en sait faire beaucoup ;  Il tonnera pour vous, mais gardez-vous du coup. "")","('#l-ocean', ""Je te fais présent de ma toux.  Rien n'est plus souverain pour un mari jaloux  Qui la rage dans l'âme,  Veut se cacher pour surprendre sa femme. Je souhaite à tous ceux de ta société  Qu'en pareil cas leur gosier irrité,  Trahisse  Leur forte curiosité,  Et leur épargne le supplice,  D'être pleinement convaincus  Qu'on les fait  Cocus.  Il tousse. "")",0.21,Substitution
329,"('#semele', ""Qu'il éclaire, qu'il tonne au péril de ma vie ;  Voyons tout Jupiter, c'est toute mon envie.  Qu'on m'accuse d'orgueil, de trop d'ambition,  Jupiter qui voit tout, connaît ma passion.  Quoi qu'il en soit, il faut que je me satisfasse ;  Comme Jupiter m'aime, il peut me faire grâce ;  Il peut en ma faveur suspendre pour un temps,  Tout ce qu'ont de mortel des feux trop éclatants. "")","('#vulcain', ""Ce qui t'enrhume de la sorte,  C'est que ton épouse Thétys  Te fait souvent coucher sur le pas de la porte,  Pendant que le soleil dissipe ses ennuis. "")",0.93,Substitution
330,"('#momus', ""C'est-à-dire forcer sa grandeur pour vous plaire,  Et n'apporter chez vous qu'une foudre légère,  Où son amour mêlant ce qu'il a de plus doux,  Y laissera bien moins de force et de courroux.  Vous voulez de la pompe, et la voulez commode,  Et qu'à votre faiblesse un grand Dieu s'accommode.  Vous beautés d'ici-bas vous croyez follement  Qu'on doit tout immoler quand on est votre amant,  Et qu'on peut d'un Dieu même exiger sans scrupule,  L'effet le plus bizarre et le plus ridicule.  Jupiter a pour vous le coeur bien radouci ;  Mais ce n'est pas un Dieu qui se gouverne ainsi.  Vous le verrez ce Dieu, tel qu'un Dieu doit paraître,  Et tel qu'il l'a juré pour se faire connaître. "")","('#momus', ""Ce dieu brûlant, pendant toute l'année,  Chauffe ton lit, pour te faire plaisir :  Mais un vieux fou qui prend jeune épousée,  C'est une mer qu'on ne saurait tarir. "")",0.34,Substitution
331,"('#semele', ""C'est comme je le veux, il ne me plairait pas,  S'il n'apportait chez moi tous ses divins appas :  Ces foudres, ces éclairs, cette pompe terrible,  Me rendront de ce Dieu la présence sensible :  Je ne douterai plus, et pour ne plus douter,  M'embrase de ses feux le puissant Jupiter. "")",,1.0,Insertion
332,"('#momus', ""Dans votre appartement vous le pouvez attendre.  Ce tumulte m'apprend qu'il s'apprête à descendre."")",,1.0,Insertion
333,"('#semele', 'Ce tumulte agréable a passé dans mon coeur.  Grand Dieu, venez, hâtez ma gloire et mon bonheur. ')",,1.0,Insertion
334,"('#jupiter', ""Je descends sur la terre avec toutes mes armes,  Avec tout ce que j'ai de puissance et de charmes ;  Mais parmi tant d'éclat quel destin est le mien ?  Je crains pour Sémélé cette pompe mortelle :  Ainsi dans cet état, Amour tu le sais bien,  Quand je fais tout trembler, mon coeur tremble pour elle.  Après que Jupiter est descendu."")",,1.0,Insertion
335,"('#momus', 'Quoi pour une mortelle apporter ici-bas  Cette affreuse beauté, ces dangereux appas ! ')",,1.0,Insertion
336,"('#jupiter', ""Tu ne vois qu'un essai de cet éclat terrible,  Qui doit rendre à ses yeux tout Jupiter visible :  De peur d'offrir ici ma gloire à d'autres yeux,  J'affaiblis tous les traits du grand maître des Dieux ;  Ils sont pour ma Princesse, et ce n'est qu'auprès d'elle  Que je veux étaler cette pompe immortelle.  Tu l'as vue, et tu sais jusqu'où va cette ardeur,  De voir toute ma gloire, et toute ma grandeur."")",,1.0,Insertion
337,"('#momus', 'Oui, mais quand vous venez contenter son envie,  Songez-vous bien au moins au péril de sa vie ? ')","('#vulcain', ""Lorsqu'un vieillard a la tête chargée,  Il a beau faire, il n'en peut pas guérir. "")",1.77,Substitution
338,"('#jupiter', ""Je connais le péril, il n'en faut point douter :  Mais Jupiter l'a dit, il faut l'exécuter.  Contre un serment lâché tout respect est frivole,  Et le destin n'est pas plus sûr que ma parole.  Tout le sort des mortels est trop à négliger,  Quand pour eux notre gloire est en quelque danger,  J'aime, mais j'aime en Dieu, sans honte et sans faiblesse,  La gloire fut toujours ma première maîtresse ;  Si je prête à l'amour ma gloire et mon pouvoir,  Je sais sacrifier l'amour à mon devoir.  J'adore Sémélé, le péril est extrême ;  Montrant ce que je suis j'expose ce que j'aime ;  Sa curiosité lui va coûter le jour ;  Je le vois, tout mon coeur tremble pour mon amour.  Je voudrais retenir cette foudre, et ces flammes,  Mais quand l'amour a mis le trouble dans vos âmes,  Tout échappe au milieu de ces charmants transports,  Et le dedans troublé répond mal au dehors.  Cependant ma parole a sur moi tant d'empire... "")","('#diane', ""Je gardais pour un époux  Le plus brillant des bijoux.  Mais, cousin, ton mauvais ménage  M'a dégoûté du mariage,  Et c'est à toi que je ferai présent  De mon croissant. "")",0.77,Substitution
339,"('#momus', ""En effet un grand Dieu ne doit pas se dédire :  Il fait de sa parole une éternelle loi,  Périsse tout plutôt que manquer à sa foi.  Depuis quand avez-vous ce scrupule dans l'âme ?  Cette fidélité qui trahit votre flamme,  N'est-ce point un prétexte à quelque changement ?  Vous vanter un peu trop le pouvoir d'un serment ;  Je crois qu'à Sémélé vous n'êtes si fidèle,  Que par le seul espoir de vous défaire d'elle. "")","('#vulcain', ""Divinité mélancolique,  Astre bizarre et lunatique,  Déesse des pâles couleurs,  Vous faites bien d'éviter les malheurs  Qu'attire après soi l'hyménée :  Car si vous êtes mariée,  Vous feriez votre époux  Jaloux. "")",0.83,Substitution
340,"('#jupiter', ""Tu répands ton venin sur tout ce que je fais ;  Mais voyons Sémélé, contentons ses souhaits.  Tu vois ce que je fais en dépit de moi-même ;  Amour sauve de moi si tu peux ce que j'aime.  Toi garde ici mon aigle attendant mon retour. "")",,1.0,Insertion
341,"('#momus', ""Je garderai votre aigle, et vous ferez l'amour. "")",,1.0,Insertion
342,"('#momus', ""Fiez-vous à ce Dieu, qui malgré sa tendresse,  Au respect d'un serment immole sa maîtresse.  Vantez votre pouvoir, vous allez voir enfin,  Orgueilleuse beauté quel est votre destin. Durant que Jupiter demeure sur la terre,  Au gré de mon chagrin gouvernons son tonnerre,  Apprenons aux mortels à nous mieux respecter,  Et montrons à la terre un autre Jupiter.  Mais quoi je vois déjà des flammes allumées,  Des gens épouvantés, des femmes alarmées ;  Le palais est en feu, Jupiter dans les airs  S'enfuit enveloppé de flammes et d'éclairs.  Quelqu'un vient, en ces lieux je ne dois plus paraître.  Aigle remonte au Ciel, et vole après ton maître.  Il monte sur l'Aigle."")","('#diane', ""Il n'appartient qu'à Momus, et qu'à vous,  De médire d'une déesse,  Qui fit de cent façons ses preuves de sagesse.  Je le maltraitai fort, dit-on,  Avez-vous oublié la fable d'Actéon ?  Parce qu'il me surpris sans voile et sans cornette,  Dans le bain. Convenez avec sincérité  Qu'il est peu de femme bien faite  Qui pour un cavalier eut cette cruauté. "")",0.41,Substitution
343,"('#dimas', 'Ah ! Seigneur. ')",,1.0,Insertion
344,"('#alcmeon', 'Ah ! Dimas, quel est notre malheur ?  Secourons la Princesse.')",,1.0,Insertion
345,"('#dimas', ""Il n'est plus temps, Seigneur. "")",,1.0,Insertion
346,"('#alcmeon', 'Quoi déjà...')",,1.0,Insertion
347,"('#dimas', ""C'en est fait, une flamme cruelle,  A vengé votre amour d'une amante infidèle. "")",,1.0,Insertion
348,"('#alcmeon', ""Hélas ! C'est trop punir son infidélité :  Malgré sa trahison j'adorais sa beauté.  Je la plains cette ingrate, et la plaindrai sans cesse,  Et si j'ose un moment survivre ma Princesse,  C'est pour savoir quel sort, dans son appartement  A produit tout d'un coup ce grand embrasement.  Ce rival immortel, lui qui me l'a ravie,  N'a-t-il pu garantir une si belle vie ?  Quoi celle qui portait sa flamme jusqu'aux Dieux,  Périt donc par la flamme, et périt à leurs yeux !  Quoi ce Dieu qui l'aimait souffre qu'elle périsse !  Est-ce orgueil, jalousie, inconstance, ou caprice ? "")","('#momus', ""Je vous apprends qu'une vieille coquette  Eut l'autre jour la même cruauté :  Et pour l'avoir surprise à sa toilette,  Un cavalier en fut fort maltraité. "")",0.65,Substitution
349,"('#dimas', ""Admirez et plaignez la rigueur de son sort ;  Ce grand Dieu , qui l'aimait, est l'auteur de sa mort. "")",,1.0,Insertion
350,"('#alcmeon', 'Quoi lui-même ! ')",,1.0,Insertion
351,"('#dimas', ""Oui Seigneur, cet amant adorable,  Aux voeux de la Princesse un peu trop favorable,  Est descendu du Ciel, pour s'offrir à ses yeux,  Tel qu'il est, quand il règne, et tonne dans les Cieux.  De ce Dieu tout en feu la fatale présence... "")","('#vulcain', ""Que la pudeur sied bien à la fillette  Lorsqu'elle est jointe avecque la beauté ! "")",0.98,Substitution
352,"('#alcmeon', ""Quoi ce Dieu plein d'amour manque-t-il de puissance ?  Ou plutôt ce grand Dieu, pour lui sauver le jour,  Avec tant de puissance a-t-il manqué d'amour ?  Mais j'aperçois la Reine. "")",,1.0,Insertion
353,"('#alcmeon', 'Où fuyez-vous Madame ? ')",,1.0,Insertion
354,"('#la-reine', 'Ah ! Seigneur, rien ne peut éteindre cette flamme.')",,1.0,Insertion
355,"('#alcmeon', 'Voilà de votre orgueil le juste châtiment :  Vous avez allumé ce triste embrasement.  Je vous le disais bien que les beautés mortelles  Ne trouvaient dans les Dieux que des coeurs infidèles.  Si vous aviez voulu consentir à mes voeux,  Votre fille vivrait, et je serais heureux. ')","('#pluton', ""Nous sommes destinés tous deux  À commander les malheureux ;  Moi dans l'enfer, toi dans le mariage.  De nos sceptres cornus faisons donc le partage. "")",0.59,Substitution
356,"('#la-reine', ""Oui sans doute, Seigneur, et par votre hyménée  Elle serait vivante, heureuse et couronnée ;  Son orgueil l'a perdue, et je l'ai trop flatté  Ce malheureux orgueil qu'enfante la beauté. "")","('#vulcain', ""Ton lot n'est pas égal au mien :  Car si tous les cocus venaient me rendre hommage,  Mon empire serait bien plus grand que le tien. "")",1.07,Substitution
357,"('#alcmeon', ""Quelque aveugle amitié que vous eussiez pour elle,  Je ne m'en prends qu'aux Cieux, qui la firent trop belle.  Jupiter qui la fit pour le charme des yeux,  Enviait à la terre un bien si précieux,  Et de tant de trésors qu'il a voulu reprendre,  À peine ce rival nous laisse un peu de cendre.  Achève, Dieu jaloux, et détruis promptement,  Tout ce qui reste d'elle en ce fidèle amant,  Et pour anéantir un si parfait ouvrage,  Mets en cendre ce coeur qui garde son image.  Mais pourquoi, quand il faut finir mon triste sort,  Remettre à mon rival la gloire de ma mort.  Pour le faire rougir de mon amour fidèle,  Dans cet embrasement allons mourir pour elle.  Mais j'aperçois Junon, qui semble de sa main,  Opposer à ma mort un ordre souverain. "")","('#bacchus', ""Ah, ah, ah, compère Vulcain,  Ah, ah, ah, le plaisant usage  D'être chagrin du cocuage !  Hé, hé, ce n'est pas être sage,  De pleurer en secret  Quand on a chez soi le sujet  Qui fait rire, qui fait rire le voisinage.  Il donne un verre à Vulcain, et à tous les autres dieux, et leur verse à boire."")",0.48,Substitution
358,"('#junon', ""Arrête et ne perds pas le fruit de ta vengeance ;  Ma rivale a bravé ma haine et ta constance,  Et ma haine a fait son devoir.  Ce feu qui me servit contre elle,  Quand tu veux suivre une infidèle,  S'éteint et ne veut pas servir ton désespoir.  Le fonds du Palais enflammé se change en un Palais brûlé. "")",,1.0,Insertion
359,"('#alcmeon', ""Gardez votre secours trop jalouse Déesse.  Quel secours m'offrez-vous quand je perds ma Princesse ? Ce feu qui lui ravit la lumière du jour, A vengé votre haine et non pas mon amour.  En vain vous me voulez empêcher de la suivre ;  En vain ce feu s'éteint pour me forcer de vivre : Cruelle pour finir ma peine et mon malheur,  Hélas ! C'est bien assez de ma seule douleur. "")",,1.0,Insertion
360,"('#junon', ""Va mourir, Prince ingrat, indigne de ma grâce.  Toi Reine, vante encor la gloire de ta race :  Dans ce palais brûlé, vois comme en son cercueil,  La folle ambition d'une fille trop vaine ;  Vois la peine de ton orgueil Et le triomphe de ma haine. Junon remonte dans le Ciel."")",,1.0,Insertion
361,"('#la-reine', ""Je ne connais que trop votre divin pouvoir.  Triomphez de ma fille et de mon désespoir :  Mais pourquoi la punir du crime de sa mère ;  J'avais mis dans son coeur cet orgueil téméraire,  Et c'est par mes leçons qu'elle osa se flatter,  D'arracher à Junon le coeur de Jupiter.  Mais le Roi vient. Le feu qui brille en son visage... "")","('#momus', ""Que chacun vienne remplir son verre,  Pour boire à la santé du cousin.  Voici le quinquina salutaire,  Qui guérit la fièvre de Vulcain,  Partagez tous cette médecine.  Maudit soit qui ne s'en munira,  Contre un mal qui prend à la sourdine :  Si vous ne l'avez il vous viendra. "")",0.65,Substitution
362,"('#le-roi', ""Vous voyez nos malheurs, et voilà votre ouvrage :  Voilà comme les Dieux savent faire l'amour.  Vous me l'aviez bien dit que je verrais un jour,  Par la faveur d'un Dieu ma grandeur sans seconde,  Et que Thèbes serait la maîtresse du monde.  C'est là le digne sort que j'avais attendu.  La honte de mon sang, tout mon espoir perdu,  Mon trône et mon palais embrasés par la foudre,  Ma fille anéantie, et son corps mis en poudre,  Et les justes horreurs qu'attireront sur nous  Ces effets éclatants du céleste courroux. "")","('#vulcain', ""Faites-en encor tirer chopine,  L'on trouvera bien qui le boira. "")",1.65,Substitution
363,"('#la-reine', ""Pardonnez ma faiblesse à cet amour de mère,  Qu'alluma dans mon coeur une fille si chère :  Toute mère est aveugle, et je serai toujours,  Un exemple éclatant de leurs folles amours."")",,1.0,Insertion
364,"('#le-roi', ""Je vous pardonnerais cette horrible disgrâce,  Si tout ce que j'en crains se bornait à ma race ;  Mais le Prince accablé de ce dernier malheur  Abandonne son âme à toute sa douleur.  J'ai vu son désespoir, et sa funeste envie :  C'est par mon ordre en vain, qu'on prend soin de sa vie ;  L'ingrate, à qui le Ciel vient de ravir le jour,  Trop digne de sa peine, et non de tant d'amour,  Entraîne par sa mort un amant trop fidèle ;  Il vivait pour ma fille, il va mourir pour elle.  Hélas ! Le roi d'Argos, ce père infortuné,  Envoya dans ma cour un amant couronné,  Un héros plein d'honneur, de gloire et d'espérance,  Et je lui rends... Ô Dieux ! C'est Atys qui s'avance,  Et je vois dans ses pleurs le malheur que je crains. "")","('#jupiter', 'Quand le soin de gouverner le monde  Commence de troubler mon cerveau,  Je bois quelques santés à la ronde,  Pour me soulager de ce fardeau.  Mais si les chagrins de ton ménage  Sont beaucoup plus lourds à supporter,  En buvant quatre coups davantage,  Tu seras plus fort pour le porter. ')",0.52,Substitution
365,"('#le-roi', 'Hé bien le Prince est mort. ')",,1.0,Insertion
366,"('#atys', ""Nos soins ont été vains.  Voyant que par votre ordre, on s'obstine à le suivre ;  Quoi (nous dit-il) veut-on me contraindre de vivre ?  Quelle pitié barbare, et quel injuste effort  Me condamne à la vie, et m'arrache à la mort !  Mais que tout l'univers s'oppose à mon envie,  Je sais mille chemins pour sortir de la vie.  Là tirant son épée, et par un coup pressé,  De son fer raccourci, dans son sein enfoncé,  Il prévient mon dessein, et trompant notre zèle,  Il tombe dans son sang d'une chute mortelle.  Puis donnant à l'objet de ses tendres désirs,  Et ses derniers moments, et ses derniers soupirs,  Il cherche autour de lui dans ces débris funestes,  D'un objet trop aimé les pitoyables restes :  Mais son oeil vainement jeté de toutes parts,  Sur un morceau de cendre arrêtant ses regards,  Ne serait-ce point vous, reliques précieuses,  Cendres, où j'allumerai mes flammes amoureuses ?  Recevez tout mon sang, avec ces tristes pleurs,  Que je donne à mes maux bien moins qu'à vos malheurs.  Voyez de vos amants quel fut le plus fidèle ;  L'un détruit ma Princesse, et j'expire pour elle.  Il fut aimé l'ingrat, et je ne l'étais pas.  À ces mots sa douleur achève son trépas,  Et tirant de son coeur un soupir tout de flamme,  Elle emporte avec lui le reste de son âme. "")","('#vulcain', ""Quand la tête souffre le dommage,  C'est la tête qu'il faut conforter. "")",1.81,Substitution
367,"('#le-roi', ""Voilà le dernier coup d'un malheur sans égal. "")",,1.0,Insertion
368,"('#la-reine', ""Que vous avons-nous fait pour nous traiter si mal,  Jupiter ? Quoi mon sang pour être aimable,  Pour être trop aimé s'est-il rendu coupable ?  Pourquoi d'un Prince illustre et rival et jaloux  Enlever la maîtresse, ou la choisir chez nous.  Si ce fatal honneur fait ma honte et ma peine ?  Votre amour est-il donc pire que votre haine ?  Hélas ! Puisqu'il produit de si cruels trépas,  Grand Dieu haïssez-nous, ou ne nous aimez pas"")","('#junon', ""Si Bacchus ne peut guérir l'outrage,  Que Vénus vient de faire à Vulcain,  Au moins il lui donne le courage  D'aller se venger chez son voisin  Mais que peut le vin sur une femme,  Qui ne veut point trahir son honneur ?  Il ne fait qu'allumer dans son âme  Le feu d'une jalouse fureur. "")",0.08,Substitution
369,"('#le-roi', ""Dieux quelle surprenante et nouvelle tempête,  Agite tous les airs et descend sur ma tête ?  Quel épais tourbillon se lève autour de nous ?  C'est le grand Jupiter ; est-ce grâce ou courroux ?  Il semble que le Ciel est tombé sur la terre.  Peuples rendez hommage au maître du tonnerre.  Ne craignez plus ce Dieu, dont l'éclat dangereux  Vient d'embraser un objet plein de charmes,  Jupiter n'aura plus de clartés ni de feux,  Que pour tarir la source de vos larmes. Le théâtre se change en un théâtre de nuages, et Jupiter paraît dans son Palais, qui s'avance insensiblement vers le milieu du Théâtre, durant qu'on chante ces paroles. "")","('#vulcain', ""Vous vous plaindriez beaucoup moins, madame,  Si Vénus vous prêtait sa douceur.  Momus présente Vénus à Vulcain, et chante.  Puisque ta Vénus est innocente,  Nous te supplions de l'accepter :  Elle est aussi sage que charmante :  Et si tu prétendais en douter,  Bacchus va jurer qu'elle est jolie,  Tu sais qu'il dit toujours la vérité :  Et moi, grand dieu de la raillerie,  Je réponds de sa fidélité. "")",0.47,Substitution
370,"('#jupiter', ""Roi de Thèbes, je viens consoler ta douleur :  Cesse de t'affliger du trépas de ta fille,  Et rend grâces au Ciel, d'un illustre malheur,  Qui consacre à jamais l'honneur de ta famille.  Mais pour ne pas douter d'un sort si glorieux,  Qui la rend par sa mort plus brillante et plus belle,  Nuages ouvrez-vous, et montrez à ses yeux,  Ce qu'a fait pour sa fille une main immortelle.  Vois quel est le beau coup qui l'arrache aux mortels  Pour le prix d'un trépas que j'ai causé moi-même,  Je la rends immortelle et digne des autels ;  C'est comme Jupiter fait périr ce qu'il aime.  Sémélé paraît au fond du Théâtre d'en haut dans un Ciel lumineux. "")","('#vulcain', ""Puisses-tu dans mon âme attendrie  Faire régner l'incrédulité !  Bacchus fait embrasser Vulcain et Vénus,  et les fait boire tous deux dans le même verre."")",0.57,Substitution
371,"('#le-roi', ""Pardonnez-moi grand Dieu cette aveugle douleur,  Qui du plus grand des biens se faisait un malheur.  J'adore cette main puissante et favorable,  Qui rend les maux heureux, et la honte adorable. "")","('#pluton', ""Quoiqu'un gros chien garde toujours ma porte,  Je ne crois pas ma femme en sûreté,  Mais quand j'ai bu, j'ai la tête si forte  Que je suis sûr de sa fidélité. "")",1.27,Substitution
372,"('#jupiter', ""Mais ce n'est pas assez pour venger ton honneur  Que les Dieux soient témoins d'une illustre aventure,  Je veux que tout le monde apprenne ton bonheur,  Venez ici venez, Renommée et Mercure.  Vois ces divinités fidèles à mes lois,  Tu les verras toujours fidèles à ta gloire,  Par cet éclat qui suit leur immortelle voix,  Consacrer à jamais ton nom et ta mémoire.  Ces deux divinités paraissent. "")","('#vulcain', 'Pour publier les armes que tu portes,  Tu boiras donc tout le fleuve Léthé. ')",0.95,Substitution
373,"('#le-roi', 'Quels encens, quels présents offerts sur tes autels,  Payeront dignement ces honneurs immortels ? ')","('#bacchus', ""Puisque le vin t'a rendu raisonnable,  Il faut bannir tous les soupçons jaloux. Vos démêlés se videront à table :  Pour les régler, je vais boire avec vous. "")",1.08,Substitution
374,"('#la-reine', ""Ah grand Dieu pardonnez aux douleurs d'une mère  Un insolent murmure, un éclat téméraire ;  Je vous connaissais mal, et ne prévoyais pas  Les biens que Sémélé tire de son trépas. "")","('#venus', ""Grâce au bon vin, tu crois que je suis sage :  Maudit celui qui te détrompera.  S'il te revient quelque fâcheux présage,  Va chez Bacchus, il me justifiera. "")",0.82,Substitution
375,"('#jupiter', ""Vous, allez publier ce que j'ai fait pour elle ;  Allez vanter partout la gloire de son sort,  Mais avec tant d'éclat, que toute autre mortelle,  Porte envie aux honneurs d'une si belle mort.  Mercure et la Renommée s'envolent jusques au fond de la salle."")","('#vulcain', ""Te voilà donc, Vénus, justifiée,  Il faut finir, notre titre est entier.  On blanchirait l'épicière accusée,  Si l'on pouvait enivrer l'épicier. "")",0.75,Substitution
