,garnier-bradamante,la-calprenede-bradamante,Cost,Operation Type
77,"('#renaud', ""Monsieur, mais voulez-vous que son âme contrainte D'un lien conjugal soit à un homme étreinte, Qui lui rebouche au coeur, et qu'en piteux regrets Elle traîne ses jours sur les rivages Grecs ? Voulez-vous que de nuit, quand le sommeil se plonge Dans les yeux d'un chacun, que la douleur la ronge ? Qu'en pleurs elle se baigne ? Et n'ose toutefois Pour librement gémir développer sa voix ? Que si sa longue peine en pesanteur assomme Son âme alangourée, inaccessible au somme, Et que de ses bras gourds elle touche en dormant Le corps de son époux, ainçois de son tourment, Elle tressaille toute (ainsi qu'une bergère Qui en son chemin trouve une noire vipère), Que frayeur elle en ait, et retire soudain Des membres odieux son imprudente main ? Que quand il la tiendra chèrement embrassée, Elle se pense alors d'un serpent enlacée, Tant elle aura d'horreur d'être serve en ce point D'un importun mari qu'elle n'aimera point ?"")","('#leon', ""J'ai de ce que je dis tous les hommes témoins.  Mais quoique tout le monde avecque moi l'avoue,  Si votre Majesté ne veut pas qu'on la loue,  Je lui veux obéir et changer de discours,  Mais tout mon entretien sera de mes amours.  Sire, c'est de regret qu'une ardeur véhémente  Me fera malgré moi combattre Bradamante.  Mais si le seul combat me la doit accorder,  Si par ce seul moyen on la peut posséder,  Je le veux entreprendre avec votre licence.  Je sais que votre Édit en donne la puissance,  Et sur ce seul espoir je me suis présenté,  Pour obtenir ce bien de votre Majesté.  Voilà, Sire, en deux mots le sujet qui m'arrête,  Si vous me refuser d'accorder ma requête. "")",0.16,Substitution
78,"('#aymon', ""L'amour toujours se trouve aux ébats d'hyménée."")",,1.0,Insertion
79,"('#renaud', ""L'on voit de maint hymen la couche infortunée. Quelle future amour pourrez-vous espérer D'un noçage forcé ? C'est bien s'aventurer, C'est bien mettre au hasard une jeune pucelle, C'est bien, hélas ! C'est bien ne faire conte d'elle."")","('#charles', ""Ce n'est pas d'aujourd'hui que nous avons connu  Le généreux dessein qui vous a retenu.  Il est vrai que déjà ma parole m'engage,  Mais je ne doute point d'un si brave courage,  Et je crois que l'amour vous doit favoriser.  Bien donc, vous en pouvez, librement disposer,  Elle n'en recevra qu'une parfaite joie.  Mais comment à propos le bonheur nous l'envoie ! "")",0.19,Substitution
80,"('#aymon', 'Saurait-on la placer en un plus digne lieu ?')",,1.0,Insertion
81,"('#renaud', ""Léon ne lui est propre, ores qu'il fut un dieu."")",,1.0,Insertion
82,"('#aymon', 'Et que lui faut-il donc ?')",,1.0,Insertion
83,"('#renaud', 'Un mari qui lui plaise, Et avecque lequel elle vive à son aise.')",,1.0,Insertion
84,"('#aymon', 'Elle est bien délicate en son affection.')",,1.0,Insertion
85,"('#renaud', ""En la vôtre on ne voit que de l'ambition."")",,1.0,Insertion
86,"('#aymon', 'Que tu es révérend !')",,1.0,Insertion
87,"('#renaud', ""J'ai plus de révérence, Et Bradamante aussi, que vous de bienveillance."")",,1.0,Insertion
88,"('#aymon', 'Je sais mieux que vous deux quel époux il lui faut.')",,1.0,Insertion
89,"('#renaud', ""Voire pour l'élever, pour la mettre bien haut. J'aimerais mieux, ma soeur, que la mort violente Vous eut percé le coeur d'une darde poignante, Qu'une lance arabesque eut ouvert votre flanc Et de votre poitrine eut épuisé le sang, Morte sur un guéret étendue en vos armes, Entre les corps muets d'un millier de gendarmes, Que de vos durs parents l'outrageuse rigueur Vous forçât d'un mari qu'abhorre votre coeur. Que fussiez-vous plutôt une fille champêtre, Conduisant les taureaux, menant les brebis paître Par les froideurs d'hiver, par les chaleurs d'été, Roulant vos libres jours en libre pauvreté : Vous seriez plus heureuse, et votre dure vie De tant de passions ne serait poursuivie. Car rien n'est si cruel que vouloir marier Ceux qu'un semblable amour ne peut apparier. Pensez-y bien, Monsieur : c'est un fait reprochable. Vous en serez un jour devant Dieu responsable."")","('#charles', ""Si pour l'amour de vous être félicité,  Se pouvait appeler un e importunité,  Certes votre beauté me serait importune :  Mais elle aide au contraire à ma bonne fortune,  Je lui suis obligé de donner tant d'amour,  Puisqu'un nombre d'amants embellit notre cour. "")",0.38,Substitution
90,"('#aymon', ""Ô le bon sermonneur ! L'Hermite du Rocher T'a volontiers appris à me venir prêcher."")",,1.0,Insertion
91,"('#renaud', ""Je ne vous prêche point ; mais ce dévot Hermite Qui au milieu des flots sur une roche habite, Par lequel fut Sobrin et Olivier guary, Fut d'avis que Roger de ma soeur fut marri : Et lors, comme si Dieu par la voix du prophète Nous eust dit qu'il voulût cette chose être faite, Nous l'approuvâmes tous, Roger s'y accorda, Et sous cette espérance en France il aborda. Le voudriez-vous tromper ?"")","('#bradamante', ""Si votre Majesté se donne cette peine  Pour ceux-là seulement que ce sujet y mène,  Vous êtes si bénin que j'espère en effet,  D'obtenir le pardon du mal qu'ils vous ont fait.  Leur nombre est si bien grand, que dans toute la France  Un seul n'a point paru de puis votre ordonnance.  Bradamante leur plaît ; mais elle coûte cher,  Et personne à ce prix ne la veut rechercher. "")",0.35,Substitution
92,"('#aymon', ""Arrogant, plein d'audace, Oses-tu proférer ces mots devant ma face ? Que tu l'as accordée ? Impudent, éhonté !"")","('#leon', ""Certes ma passion serait trop offensée,  Si vous n'aviez parlé contre votre pensée.  Jamais aucun péril ne me divertira  De la fidélité que mon coeur vous jura,  Pour vous la conserver toujours inviolable. "")",0.92,Substitution
93,"('#renaud', 'Mais cet accord est fait sous votre volonté.')",,1.0,Insertion
94,"('#aymon', ""Il ne m'en chaut : et puis, traites-tu d'alliance Pour ma fille sans moi ? As-tu cette puissance ?"")",,1.0,Insertion
95,"('#renaud', ""Je savais qu'agréable elle aurait le parti."")","('#bradamante', 'À trop de passion je suis trop redevable. ')",0.75,Substitution
96,"('#aymon', ""Mais pourquoi n'en étais-je aussitôt averti ?"")",,1.0,Insertion
97,"('#renaud', 'Il est encore temps.')",,1.0,Insertion
98,"('#aymon', ""Ores que j'ai promesse Avecque Constantin, le monarque de Grèce ?"")",,1.0,Insertion
99,"('#renaud', 'Une telle promesse obliger ne vous peut, Si ma soeur Bradamante approuver ne la veut.')","('#charles', ""Et pour vous assurer de son affection,  Je vous veux avertir de son intention.  Bradamante à la fin il faut courir aux armes,  Se servir d'autres traits que de ceux de vos charmes.  Il faut prendre demain la salade et l'écu,  Pour combattre celui que vous avez vaincu.  Le voilà résolu de tenter la fortune. "")",0.71,Substitution
100,"('#aymon', 'Un enfant doit toujours obéir à son père.')",,1.0,Insertion
101,"('#renaud', ""S'il va de son dommage il ne le doit pas faire."")","('#bradamante', ""Il est donc de deux-là que le jour importune :  Mais si peu de sujet ne l'obligera pas,  S'il a du jugement, à courir au trépas.  Sa main sera bien mieux pour un autre occupée,  Je ne mérite pas qu'il donne un coup d'épée. "")",1.15,Substitution
102,"('#aymon', 'Sur ses enfants un père a toute autorité.')",,1.0,Insertion
103,"('#renaud', 'Quand leur bien il procure et leur utilité.')",,1.0,Insertion
104,"('#aymon', 'Est-il père si dur qui leur perte pourchasse ?')",,1.0,Insertion
105,"('#renaud', ""Je crois qu'il n'en est point qui sciemment le fasse."")",,1.0,Insertion
106,"('#aymon', ""Qu'est-ce donc que tu dis ?"")",,1.0,Insertion
107,"('#renaud', ""Que vous devez savoir Le vouloir de ma soeur devant que la pourvoir. Peut être son désir ne se conforme au vôtre : Vous serez d'un avis qu'elle sera d'un autre, Que son coeur languira dans les yeux d'un amant, Qui en repoussera tout autre pansement, Si bien que cet amour occupant sa poitrine. Il ne faut qu'un second pense y prendre racine. L'autorité d'un père, et d'un Prince, et d'un Roi Ne saurait pervertir cette amoureuse loi. Ne la forcez donc point, de peur qu'étant forcée Un époux ait le corps, un ami la pensée : Ce qui produit toujours un enfer de malheurs, Plein d'angoisse et d'ennui, de soupirs et de pleurs, Par qui votre vieil âge en sa course dernière Ne verrait qu'à regret la céleste lumière, Ennuyé de ce monde, au lieu que de vos jours Les termes nous devons vous faire sembler courts. Ne la gênez donc point, ains consacrez sa vie À Roger, dont elle est et l'amante et l'amie."")","('#leon', ""Si quelque autre moyen vous pouvait acquérir,  J'y courrais à clos yeux sans crainte de périr,  Et me parût le Ciel contraire ou favorable,  J'aurais dans mon malheur un sort trop honorable.  Mais puisque maintenant il ne m'est pas permis  D'avoir d'autre destin, ni d'autres ennemis,  Il faut que de son gré la victime s'apprête,  Et mette entre vos mains cette coupable tête,  Que vous devez punir de sa témérité,  Ou me récompenser de ma fidélité. "")",0.04,Substitution
108,"('#aymon', ""Plutôt l'eau de Dordonne encontre mont ira, Le terroir Quercinois plutôt s'applatira, Le jour deviendra nuit, et la nuit ténébreuse Comme un jour de soleil deviendra lumineuse, Que Roger, ce Roger que j'abhorre sur tous, Soit tant que je vivrai de Bradamante époux."")","('#bradamante', ""Ce courage à la fin mérite Bradamante.  Oui, Léon, il est juste il faut qu'on vous contente.  Je voudrais que déjà vous fussiez satisfait.  Mais toutefois l'honneur que votre amour me fait,  M'oblige à vous donner un conseil salutaire.  Monsieur, déportez-vous d'un dessein téméraire,  Il tient encor à vous d'éviter ce malheur,  Ou bien soyez muni d'une rare valeur,  Vous courez un danger plus grand que l'on ne pense. "")",0.68,Substitution
109,"('#renaud', 'Roland et Olivier maintiendront leur promesse Les armes en la main, contre toute la Grèce.')",,1.0,Insertion
110,"('#aymon', ""Et moi je maintiendrai contre eux et contre toi Qu'on n'a peu disposer de ma fille sans moi. Non, non, je ne vous crains ; présentez-vous tous quatre ; Je ne veux que moi seul pour vous aller combattre. Encor que je sois vieil j'ai du coeur au dedans Et de la force au bras."")","('#leon', ""Amour contre vos coups est toute ma défense,  Il les détournera sans bouger de ce coeur,  Redoublera ma force et me rendra vainqueur.  Si le Ciel m'est contraire, et que sur la poussière,  Je trébuche à vos pieds privé de la lumière,  Quels dieux, fussent-ils tous libres de passion,  Ne seront envieux de ma condition ?  Voir bâtir mon tombeau par une main si belle,  N'est-ce pas me combler d'une gloire éternelle ? "")",0.01,Substitution
111,"('#renaud', 'Votre force est aux dents.')",,1.0,Insertion
112,"('#aymon', 'Page, ça mon harnais, mon grand cheval de guerre. Apporte-moi ma lance avec mon cimeterre. Ha ! ha ! Par Dieu, je vous...')",,1.0,Insertion
113,"('#renaud', 'Monsieur, vous colèrez ; Vous en trouverez mal.')",,1.0,Insertion
114,"('#aymon', 'Corbieu, vous en mourrez.')","('#marphise', ""Je n'envierai jamais un semblable bonheur,  J'aime mieux de mon gré lui quitter cet honneur. "")",1.46,Substitution
115,"('#renaud', 'Ne vous émouvez point.')","('#aymon', ""Pour le repos commun il serait nécessaire,  Qu'on ne se mêlât point que de son propre affaire.  Mais la confusion est si grande aujourd'hui,  Que chacun met le nez aux familles d'autrui.  Madame croyez-moi qu'en ce qui ne nous touche,  Nous ferions beaucoup mieux de n'ouvrir point la bouche. "")",1.28,Substitution
116,"('#la-roque', 'Le bonhomme a courage.')",,1.0,Insertion
117,"('#aymon', ""Par la mort, j'en ferai si horrible carnage Qu'il en sera parlé."")",,1.0,Insertion
118,"('#renaud', 'De quoi vous fâchez-vous ?')","('#marphise', ""Quoi Monsieur, est-ce à moi que vous parlez ?  Certes c'est sans sujet que vous me querellez.  Mes soins sont bien ailleurs que dans votre famille. "")",0.96,Substitution
119,"('#aymon', ""Je n'épargnerai rien."")",,1.0,Insertion
120,"('#la-roque', ""Il ruera de beaux coups : Dieu me veuille garder s'il m'atteint d'aventure."")",,1.0,Insertion
121,"('#aymon', 'Je serai dans le sang jusques à la ceinture.')",,1.0,Insertion
122,"('#la-roque', ""Monsieur, entrons dedans : je crains que vous tombiez, Vous n'êtes pas trop bien assuré sur vos pieds."")","('#aymon', ""Pourtant vous vous mêlez de gouverner ma fille,  Lui donner des conseils qui troublent sa raison,  Et vous avez déjà divisé ma maison.  Renaud est son asile, et vous sa confidente.  Et tous deux recherchez sa ruine apparente.  Madame, c'est de là que naissent mes regrets,  Vous ne la conseillez que pour vos intérêts,  Ou les vôtres à part, pour ceux de votre frère. "")",1.55,Substitution
123,"('#aymon', ""Ha ! Que ne suis-je au temps de ma verte jeunesse, Quand Mambrin éprouva ma force dompteresse, Que j'occis Clariel, dont les gestes guerriers Se faisaient renommer entre les Chevaliers ; Que le géant Almont, de qui la tête grosse Et les membres massifs ressemblaient un colosse, Abattu de ma main à terre tomba mort Et ma gloire engrava dessur l'Indique bord! Vous n'eussiez entrepris ce que vous faites ores, Combien que je me sens assez robuste encores Pour vous bien bourrasser."")","('#marphise', ""Elle pourrait ici témoigner le contraire,  Et que j'aime son bien que vous n'avancez pas.  L'or, les biens, les grandeurs ont pour vous des appas,  Et l'éternelle soif de votre humeur avare,  Pour votre propre sang vous a rendu barbare.  Doit-elle relever votre condition,  Et servir d'instrument à votre ambition ?  Et la contraindrez-vous de se rendre amoureuse,  Pour élever pour vous une fortune heureuse ?  Monsieur, vous avez tort de me faire parler,  Je ne suis pas d'humeur de rien dissimuler :  Et les fortes raisons qui combattent pour elle,  Me feront à jamais embrasser sa querelle. "")",0.16,Substitution
124,"('#renaud', ""Nous n'entreprendrons rien, Et me croyez, Monsieur, que vous ne veuillez bien."")",,1.0,Insertion
125,"('#aymon', ""Vous ferez sagement : car je perdrai la vie Plutôt que malgré moi ma fille l'on marie."")","('#aymon', 'Je soutiendrai la mienne, et je lui ferai voir,  Que si je la puis ranger aux termes du devoir.  Suffit que désormais que rien ne vous intéresse,  Que de vos actions vous soyez la maîtresse,  Sans plus vous informer comment on vit chez moi. ')",0.66,Substitution
126,"('#beatrix', ""Que vous seriez heureuse ! Oncques de notre sang Fille n'aurait tenu si honorable rang. Allez où le soleil au matin luit au monde, Allez où sommeilleux il se cache dans l'onde, Allez aux champs rotis d'éternelles ardeurs, Allez où les Riphez ternissent de froideurs : Vous ne verrez grandeur vous être comparée À l'heureuse grandeur qui vous suit préparée. Être femme d'Auguste, et voir sous votre main Mouvoir, obéissant, tout l'Empire Romain ! Marcher grande Déesse entre les tourbes viles S'entre-étouffants de presse aux triomphes des villes Pour voir vos majestés, recevoir de vos yeux, Les soleils de la terre, un rayon gracieux. Et nous, que la vieillesse à poils grisons manie, Aurons d'un si grand heur la face rajeunie, Vous voyant, notre enfant, une félicité Qui approche bien près de la divinité. Le jour éclairera plus luisant sur nos testes, Le chagrin de nos ans nous tournerons en festes, Et verrons dans la rue et dans les temples saints Chacun nous applaudir de la teste et des mains. Mon_Dieu! ne laissez pas écouler, nonchalante, Ceste félicité que le ciel vous présente ! L'occasion est chauve, et qui ne la retient, Tout soudain elle échappe et jamais ne revient."")","('#renaud', ""Vous quereller ainsi, même devant le Roi,  C'est abuser vraiment d'une douceur extrême. "")",0.74,Substitution
