,leclerc-iphigenie,rotrou-iphigenie,Cost,Operation Type
252,"('#clytemnestre', ""Un faux zèle t'aveugle, et je vois que ton âme Du barbare Calcas ose suivre la loi, Cruelle, sans songer que je meurs avec toi;"")","('#iphigenie', ""Ajouter la risée à mon malheur extrême, Est joindre la misère à la misère même : Et vous ne trouvez pas que la rigueur du sort Me soit assez cruelle en me donnant la mort, Puisque de ce mépris vous accroissez ma peine, Et servez contre moi d'instrument à sa haine, Qu'en mes yeux en effet auraient quelques appas, Ils s'en serviraient mal si proche du trépas : Le Soleil arrivé au bout de sa carrière, Éclaire l'oison d'une faible lumière : Ce font biens de la vie où je n'ai plus de part, La frayeur de la mort nous est un mauvais fard."")",0.24,Substitution
253,"('#iphigenie', ""Ah ! Cessez d'affaiblir au lieu de les accroître  Ces nobles sentiments que vous avez fait naître, Mon triste coeur peut-il n'être pas abattu Quand la mère et l'amant attaquent sa vertu ? Mais ne me dois-je pas au salut de la Grèce, Et quand le Ciel l'exige en suis-je la maîtresse, Madame ?"")","('#achille', ""Quiconque entreprendra de vous ôter la vie, Quiconque seulement en concevra l'envie, Ou de son ombre seul espère vous toucher, Ne fit jamais dessein qui lui coûta si cher, Je suivrais sans respect la fureur qui m'anime, J'immolerais le prêtre aux yeux de la victime : Et j'achèterais l'heur de servir ces beaux yeux, Au mépris des enfers, des hommes et des Dieux/"")",0.06,Substitution
254,"('#clytemnestre', ""Au coup mortel tu te veux exposer Et pour t'en garantir moi je dois tout oser, Adieu."")",,1.0,Insertion
255,"('#clytie', ""Le désespoir s'empare de son âme."")","('#iphigenie', ""Quand un peuple au courroux lâche une fois la bride C'est un hydre effroyable."")",0.94,Substitution
256,,"('#clytemnestre', 'Achille est un Alcide.')",1.0,Deletion
257,"('#iphigenie', ""Quand j'obéis aux Dieux suis-je digne de blâme ?"")","('#achille', ""Si je laisse la vie en ce louable effort, Je ne saurais mourir d'une plus belle mort."")",1.14,Substitution
258,"('#achille', 'Téméraires soldats, indignes de mes coups Ou changez de langage, ou craignez mon courroux.')","('#iphigenie', ""Quand je perdrais pour vous une seconde vie, Je reconnaitrais mal une si noble envie : Cette courtoise humeur joint à ce coeur si bon, Souffre aussi peu de prix que de comparaison : Mais tous grands, tous puissants, et tous forts que nous sommes, Qu'est-ce contre les Dieux que la force des hommes : C'est un arbre sans fruit que ce zèle indiscret, Qui tente l'impossible achète un vain regret, Et j'ai tant vu d'efforts de mon mauvais génie, Qu'il peut bien perdre Achille avec Iphigénie, Et qu'au pieux destin d'empêcher mon trépas, Vous pourriez bien périr et ne me sauver pas, Écoutez donc enfin ce que je délibère, Agréez-le, Seigneur, vous souffrez-le ma mère : J'ai le coeur assez bon et l'esprit assez fort, Pour ne reculer pas au chemin de la mort, Ne m'ôtez point l'honneur de mourir avec gloire, Et d'en laisser aux Grecs une heureuse mémoire, Il importe fort peu que le coup que j'attends, Soit l'ouvrage d'un homme ou l'ouvrage du temps : Aussitôt que le sort nous déclare sa haine, Mourir n'est plus mourir, c'est tirer de peine Qui souffre le mérite : et tout coeur généreux Doit mourir sans regret, s'il ne peut vivre heureux. Je puis seule accomplir tous les voeux de la Grèce : La plainte des Nochers à moi feule s adresse, Partout l'ancre est levée, et le timon est prêt L'armée pour sortir n'attend que mon arrêt. Je soutiens en vivant l'insolence de Troie, Et je puis en mourant vous la donner en proie ; Sachant que le bonheur naîtra de mon trépas, N'est-ce pas lâcheté que de n'y courir pas ? Le Prince est tout aux siens, comme tout est au Prince : Vous m'avez engendrée à toute la Province ; Si vos soins, si vos voeux, si votre sang est sien, Puisque je suis à vous, vous lui devez le mien. Vous souffrez le Seigneur, vous ne sauriez sans blâme Tenir contre les Grecs le parti d'une femme : Un coeur si relevé répugne en cet emploi ; Je trahis mon pays, si vous mourez pour moi : Je ruine les Grecs, si je leur ôte Achille, J'ôte aux bons un refuge, aux faibles un asile, À la vengeance un foudre, à la justice un bras, L'intelligence aux chefs, et le coeur aux soldats. Laissez donc accomplir les voeux de la Déesse : Je lui donne mon sang je le donne à la Grèce, Tirez le-moi du sein, arrosez en l'autel ; Ce n'est pas trop payer un renom immortel : Fille a mille vaisseaux j'aurai tracé la voie, J'aurai puni Pâris, j'aurai saccagé Troie, Vengé l'honneur des Grecs, satisfait Ménelas, Et pour tous ces exploits, il ne faut qu'un trépas."")",0.7,Substitution
259,,"('#clytemnestre', 'Hé ! Ne vous flattez point de cette fausse gloire, Ma fille, un an de vie en vaut cent de mémoire.')",1.0,Deletion
260,"('#iphigenie', 'Seigneur.')",,1.0,Insertion
261,"('#achille', ""Quelle fureur, et quelle tyrannie ! L'armée à haute voix demande Iphigénie, Déjà dans tout le camp l'Oracle répandu Madame, ne tient plus votre sort suspendu, Et mes propres soldats comme frappé du foudre À combattre pour vous n'oseraient se résoudre. En vain mon intérêt les a sollicités, De la voix de Calcas ils sont épouvantés, D'un discours affecté le captieux Ulysse Vous plaint, et cependant presse le sacrifice, Et lorsque contre lui je me suis emporté, Un cri tumultueux sur moi s'est excité, Mais sur les plus mutins ayant vengé l'outrage, Ce fer, de ce qui reste a glacé le courage."")","('#achille', ""Dieux ! Que je vous devrais de plaisirs infinis, Si sous de mêmes lois nos coeurs étaient unis : Ô mâle coeur de fille ! Ô courage ! Ô constance ! Qui marque clairement une illustre naissance, La voix vient d'achever la conquête des yeux. Vous êtes le seul bien que je demande aux Dieux, Je ne connais que vous entre toutes les femmes, Capable de mes voeux, et digne de mes flammes ; Souffrez, chère Beauté, qu'au nom de votre époux, Achille dans vos mains vous réponde de vous ; Et souffrez, qu'il s'acquière au péril de sa tête, Une si glorieuse et si riche conquête : Quelque apparent danger dont je sois menacé, C'est un homme bien fort qu'Achille intéressé."")",0.0,Match
262,"('#iphigenie', 'Hélas, Seigneur, hélas ! Où vous exposez-vous ? Et que pouvez-vous seul ?')",,1.0,Insertion
263,"('#achille', ""Je puis tout contre tous, Contre tout l'Univers, contre Diane même, Je n'ai plus de respect quand je perds ce que j'aime, Et dans le triste état où le Ciel m'a jeté, Je ne connais que vous pour ma Divinité. Mais calmez vos esprits trop chère Iphigénie. Je m'opposerai seul à tant de tyrannie, Le premier dont l'audace ira jusques à vous Aux autres apprendra ce que peut mon courroux, Rien ne saurait borner la fureur qui m'anime, J'immolerais le prêtre aux pieds de la victime, Et sur l'autel sanglant sans respecter les Dieux Mon coeur s'applaudirait d'un coup si glorieux."")","('#iphigenie', ""Si le décret des Dieux n'avait borné mon âge, Je leur demanderais cet heureux mariage ; Ce bonheur m'arrivant, j'aurais obtenu d'eux Le comble de mes biens, et celui de mes voeux : Mais il m'est interdit, et je suis destinée Aux Autels de Diane, et non pas d'Hyménée : N'en contredisons point l'irrévocable loi, Rendons-lui le devoir qu'il exige de moi, Par une vaine amour m'acquerrez point la haine, Vouez, votre valeur à la beauté d'Hélène ; Vengez-la de Pâris, tirez-la de son sein, Poursuivez constamment votre premier dessein ; Je conçois son bonheur sans haine et sans envie, Et mourrai d'une mort plus belle que la vie."")",0.0,Match
264,"('#iphigenie', ""Ne les irritez point par ce cruel blasphème, Seigneur, et modérez cette fureur extrême, Ici tous vos efforts passent pour criminels, Que peut contre les Dieux la force des mortels ? Ils ne laisseraient pas l'entreprise impunie, Ils pourraient perdre Achille avec Iphigénie, Et ce hardi dessein d'empêcher mon trépas Peut vous faire périr, et ne me sauver pas."")","('#achille', ""Ô force ! Ô fermeté ! Qui confond ma raison, Ô fille sans exemple sans comparaison ! Vous me fermez la bouche, et le courage extrême Triomphant de la mort, triomphe de moi-même ; Avec cette vertu vous me liez les mains, Et certes je l'estime autant que je vous plains : Remportez donc sur vous cette illustre victoire, Je ne puis, vous aimant, vous en ôter la gloire : Mais craignant que l'horreur du funeste appareil, Vous pouvant obliger à changer de conseil, Je ne puisse à propos vous rendre un bon office, Je vais cacher ce fer au lieu du sacrifice, Pour en parer le coup du couteau de Calchas Si ce sein effrayé ne s'y présentait pas, Tout l'appareil est prêt, je vous y vais attendre."")",0.0,Match
265,"('#achille', 'Quoi, donc ? À cette mort vous êtes résolue ?')","('#clytemnestre', 'Et moi chétive, hélas ! Quel conseil dois-je prendre, Achève, juste Ciel, ma vie ou mon souci, Ou ne prends point la fille, ou prends la mère aussi.')",1.67,Substitution
266,"('#iphigenie', ""La Grèce la demande, et le Ciel l'a conclue."")","('#calchas', ""Faites aux droits du Ciel céder ceux de nature, Servez le Créateur contre sa créature, Déferez, ce respect a son autorité, Et ne lui niez pas ce qu'il vous a prêté. S'il a jeté les yeux dedans votre famille, Le choix qu'il en a fait marque sa pureté, Et sa mort est un fruit de sa virginité."")",1.71,Substitution
267,"('#achille', ""Quoi ? Vous pouvez penser qu'un complot odieux Qui menace vos jours soit un arrêt des Dieux, Et que leur ordre aveugle autorise la rage Qui cherche à ruiner leur plus parfait ouvrage ? Vivez belle Princesse, et si votre grand coeur Vous permet de répondre à ma fidèle ardeur, Préférez mon repos à la cruelle envie D'aller pour des ingrats prodigue votre vie. Si la mort vous plaît tant, ne me refusez pas Le cher et triste honneur d'accompagner vos pas : L'ordre secret du Ciel qui nous fit l'un pour l'autre, Par des noeuds si puissants joignit mon sort au vôtre, Que nous ne pouvons plus sans enfreindre sa loi, Ni moi vivre sans vous, ni vous, mourir sans moi."")","('#menelas', ""Illustre et digne soeur du Dieu de la lumière, De ces plaines d'azur immortelle courrière : Si comme tes rayons dissipent tes vapeurs, Ils peuvent pénétrer les ténèbres des coeurs : Déesse sois témoin de l'ennui qui me touche, Et qu'en le figurant j'ai le coeur sur la bouche : Il est vrai que d'abord en ce funeste arrêt Je n'ai considéré que mon seul intérêt : Mais quand j'ai vu depuis d'un oeil d'oncle et de frère, Le malheur de la fille, et la douleur du père : Quand j'ai considéré ce temple de vertu, Ce vif trône d'amour, si prêt d'être abattu Sensiblement atteint jusques au fond de l'âme ; J'ai retenu le frein au courroux qui m'enflamme, Et contre le parti d'une ingrate moitié, Pour celui d'une nièce écoute la pitié. Ce vous est en effet une sensible atteinte, Et vous avez sujet d'une très juste plainte ; S'il faut qu'un différend qui ne vous touche pas, Vous coûte ce trésor de vertus et d'appas. Oui, mon frère, levons ces matières de larmes ; Je suis prêt le premier de mettre bas les armes, De retourner à Sparte, et de vous dégager, Et vous et tous les Grecs, du soin de me venger ; Éprouvez en l'effet, souffrez que Talthibie À la tête du camp expose et le publie, Et qu'il mette l'armée hors de mes intérêts, Les miens pour ce départ seront les premiers prêts."")",0.0,Match
268,"('#iphigenie', ""Vous songez à me suivre, et vous croyez sans crime Porter à cet excès l'ardeur qui vous anime ? Un coeur si généreux demande un autre emploi, Je trahis mon pays si vous mourrez pour moi, Je désole les Grecs si je leur ôte Achille Qui peut par sa valeur leur rendre tout facile, Et doit en signalant son courage et son bras Établir le bonheur des chefs et des soldats."")","('#calchas', ""Dieux ! J'entends ce discours, et nous sommes en peine Pourquoi le Ciel permet l'enlèvement d'Hélène, Sur qui peut justement éclater son courroux, Si voyant ce mépris, il éclate sur nous L'air que nous respirons, la terre qui nous porte, Ce que son sein fécond tous les ans nous rapporte, Tout ce que nos souhaits fournit chaque élément, L'or dont il a semé, le haut du firmament, Celui qu'on trouve au sein de notre vieille mère L'or qui nous enrichit, et l'or qui nous altère Et tout ce que requiert le besoin des humains ; L'aise le tenons-nous d'autre que de ses mains : Tout ce qui n'a point d'âme, et tout ce qui respire Par son ordre éternel, reconnaît notre Empire ; Nous avons des captifs jusqu'au profond des mers, Nous avons des sujets jusqu'au milieu des airs ; Et les feux immortels, auteurs de tant de lustres, Nous sont jusques au Ciel des esclaves illustres ; Son cours même, son cours, l'étonnement des yeux N'est-il pas à la terre un tribut glorieux, Dont un être immortel, aux mortels rend hommage, Et dont ce grand ouvrier honore son ouvrage ; Que vente Agamemnon, que vente Ménélas, Et qu'ont tous les humains qui ne lui doivent pas : C'est lui qui sur vos fronts a mis votre couronne, Vos sujets, vos enfants, c'est lui qui vous les donne, Et votre complaisance à peine se résout À donner une chose à qui vous donne tout ; Bien refusé, au Ciel le sang d'Iphigénie, Il saura bien l'avoir, si l'on le lui dénie. Celui de tous les Grecs et de tous les mortels, Peut s'il veut dès ce soir arrouser ses autels, Et s'il veut à ses pieds voir tout le monde en poudre, Il n'en peut à ses mains coûter qu'un coup de foudre. Hélas ! Les Dieux, Seigneur, qui vous parlent par moi, Vous puissent affranchir des maux que je prévois : Mais je crains bien pour vous, que sourd à leur requête, VOUS ne payez un jour de votre propre tête,  Et que m'ayant commis à payer de leur part, Vous ne vous repentiez et de m'avoir cru trop tard."")",0.4,Substitution
269,"('#achille', ""Si vous devez périr, adorable Princesse, Qu'importe à mon amour le salut de la Grèce ? Vous êtes le seul bien que je demande aux Dieux, Et le reste sans vous me doit être odieux."")","('#agamemnon', ""Leur empêcher, hélas ! Le triste sacrifice, J'ai livré la victime entre les mains d'Ulysse, Ne vous défiez point de son humanité, C'est son moindre défaut que cette qualité ; Ce n'est pas désirer que sa mort se retarde, Ni vouloir la sauver, que la mettre en sa garde, Ou plutôt en ses mains elle est fort sûrement, Rien ne l'en tirera que la mort seulement."")",0.09,Substitution
270,,"('#calchas', 'Vos pleurs souillent les lieux consacrez à Diane.')",1.0,Deletion
271,,"('#agamemnon', ""Du sang le lavera, si de l'eau les profane."")",1.0,Deletion
272,,"('#calchas', ""C'est un lâche devoir que l'honneur vous défend."")",1.0,Deletion
273,,"('#agamemnon', ""Le sang défend bien plus d'immoler son enfant."")",1.0,Deletion
274,,"('#calchas', 'Mais faut-il que le sang toujours si contrarie ?')",1.0,Deletion
275,,"('#agamemnon', ""Puisque l'on m'assassine, il faut bien que je crie."")",1.0,Deletion
276,,"('#calchas', ""Qui donne avec regret, se paye d'un bienfait ;"")",1.0,Deletion
277,,"('#agamemnon', 'Qui perd avec douleur, perd pourtant en effet.')",1.0,Deletion
278,,"('#calchas', ""Le zèle défaillant, l'ouvrage est sans mérite."")",1.0,Deletion
279,"('#iphigenie', ""Souffrez plutôt, qu'ouvrant le chemin de la gloire Je partage avec vous le prix de la victoire, Du laurier qui m'attend ne soyez point jaloux, Laissez-moi du combat porter les premiers coups : Qu'elle joie à mon coeur d'avancer les miracles Que de votre valeur ont prédit tant d'Oracles ? Et que je vais Seigneur m'applaudir sur l'autel D'une mort qui promet un triomphe immortel !"")","('#agamemnon', ""Si le zèle est petit, l'oeuvre n'est pas petite, Heureux certes, Calchas, heureux qui comme vous, N'est tenu qu'à porter, et ne sent pas les coups ; Le Ciel sait mieux que vous combien il est contraire, D'ordonner en grand prêtre, et d'obéir en père, Et plus que vous sensible à mes justes douleurs, En demandant du sang, ne défend pas les pleurs Cette troupe en vos mains amène votre proie, Allez, et dans son sein cherchez, les clefs de Troie, Et sur elle et sur moi satisfaites vos voeux, Vous serez, moins cruel, si vous en tuez deux."")",0.0,Match
280,"('#achille', ""Ingrate ! Votre coeur abhorre l'hyménée, Qui devait avec vous unir ma destinée, Et vous ne renoncez à la clarté du jour, Ni ne cherchez la mort que pour fuir mon amour ; Hé bien allez remplir tous les voeux de l'armée, Ne désolez que moi, pour vous avoir aimée ; Mais courant à l'autel ne vous offensez pas Si ma douleur y fait l'office de Calcas. Je m'y signalerai par quelque illustre crime, Et vous ne serez pas la première victime."")","('#iphigenie', ""Madame, contenez la douleur qui vous presse, Permettez, que j'arrive où m'attend à la Déesse ;  Vous lui volez le temps que je reste en ces lieux, Je n'ai plus rien au monde, et j'appartiens aux Cieux."")",0.09,Substitution
281,"('#iphigenie', ""Si vous m'aimiez, cruel ?"")","('#clytemnestre', 'De laisser votre mère, êtes-vous pas ma fille ?')",1.65,Substitution
282,"('#achille', 'Vous me désespérez, Vous me percez le coeur, cependant vous pleurez ?')","('#iphigenie', 'Me contez vous encor dedans votre famille ?')",1.3,Substitution
283,"('#iphigenie', ""Hélas ! Peut-on aimer, et n'être pas sensible Aux traits d'un désespoir qui me paraît horrible."")","('#clytemnestre', ""C'est à tort en effet que nous vous y tenons, Puisque dans le besoin nous vous abandonnons : Mais avec quel mépris vous quittez votre mère."")",0.91,Substitution
284,,"('#iphigenie', ""Mais avec quelle ardeur j'obéis à mon père."")",1.0,Deletion
285,,"('#clytemnestre', 'Hé ! Ma fille.')",1.0,Deletion
286,,"('#iphigenie', 'Il est vain de retarder mes pas.')",1.0,Deletion
287,"('#achille', ""Vous m'aimez ?"")","('#clytemnestre', 'Je vous suivrai partout.')",1.28,Substitution
288,,"('#iphigenie', 'On ne vous attend pas.')",1.0,Deletion
289,,"('#clytemnestre', 'Le coup qui vous tuera fera double homicide.')",1.0,Deletion
290,"('#iphigenie', ""La douleur m'arrache cet aveu, Mais n'en triomphez pas, vous en jouirez peu. Diane ne veut point que mon coeur se partage ; Ne lui refusez pas un si triste avantage."")","('#iphigenie', 'Il ne me tuera pas.')",1.61,Substitution
291,,"('#ulysse', ""Ô mâle coeur d'Alcide !"")",1.0,Deletion
292,"('#achille', ""Cruelle ! Fallait-il pour un dernier tourment Différer cet aveu jusqu'à ce dur moment, Et lorsque je vous perds pour amoindrir ma peine Ne valait-il pas mieux me montrer de la haine ? Votre rigueur rendrait mon sort moins rigoureux, Achille maltraité serait moins malheureux. Chère Princesse."")","('#iphigenie', 'Allons, fuyons, Seigneur, ces effort superflus.')",1.25,Substitution
293,"('#iphigenie', ""Adieu, ma constance me quitte. Le péril est trop grand, il faut que je l'évite."")","('#clytemnestre', 'Hé quoi ! Vous me quittez.')",1.12,Substitution
294,,"('#iphigenie', 'Pour ne vous revoir plus.')",1.0,Deletion
295,"('#achille', ""Ne nous rebutons point, et par un juste effort Allons malgré les Dieux l'arracher à la mort."")","('#agamemnon', 'Ô naturel ! Ô douleur vainement combattue ! Ma constance te cède, et cet abord me tue.')",0.92,Substitution
296,"('#achille', ""Si tu crois la sauver, tu te trompes Achille ? Ton courage ne fait qu'un dessein inutile, Lorsqu'un camp tout entier est armé contre toi, Et lorsque tes sujets t'osent manquer de foi. Destin, qui me promis tant d'heur et tant de gloire, Que je serais par tout suivi de la victoire, Pour première faveur, voudras-tu qu'à mes yeux On immole aujourd'hui ce que j'aime le mieux ? Et que pour couronner cet effroyable crime, Mon nom seul à l'autel ait conduit la victime. Ô ! Toi, le plus auguste et le plus grand des Dieux, Et le seul que je dois révérer en ces lieux, Amour, défends tes droits contre tant d'injustice, Et faisons tout périr avant qu'elle périsse. Achille, infortuné pour surmonter son sort Va, sur Agamemnon faire un dernier effort ; Mais qu'en dois-je obtenir ? Et qu'est-ce que j'espère ? Puisqu'il n'a pu se rendre aux larmes d'une mère ; Voyons-le, il peut changer, mais il sort."")","('#iphigenie', ""Mon père, si ce nom que je vous vais ôter, Vous appartient encor, si prêt de le quitter, Me trouvez-vous un coeur digne de votre fille, Et digne d'être née dedans votre famille ? Vous direz que j'ai tort si j'en fais vanité, Puisque de votre force il tient sa fermeté, Et que je ne saurais, sans trahir ma naissance, En cette occasion, montrer moins de constance : Mais c'est beaucoup au moins de ne point démentir Ni le lieu ni le sang dont j'ai l'heur de sortir, De ne paraître point sous un visage blême, Où d'horreur et d'effroi vous pâlissez vous-même : D'oser où vous tremblez, affronter le trépas, Et d'être égale enfin où vous ne l'êtes pas ; Votre consentement m'a promise à la Grèce, Je le viens dégager, payez votre promesse : J'embrasse ce parti, tout funeste qu'il est, Puisque j'épouse en lui le commun intérêt : Si j'oblige les Grecs, je meurs trop satisfaite ; Mourir pour son pays, est payer une dette : Et quand pour son sujet j'épouse un monument, Je ne lui donne rien, je lui rend seulement. Qu'aucun donc en ma mort ne m'ôte par surprise La gloire de montrer combien je la méprise, J'aurai pour sa venue un visage serein, Mes yeux la recevront aussi bien que mon sein. Je veux, et je le puis, pour mourir avec joie, Voir ce coup glorieux, par qui doit périr Troie : Ne m'éconduisez point de ce dernier devoir, Pour prix de mon trépas, je ne veux que le voir."")",0.12,Substitution
297,"('#agamemnon', ""Que veux-tu Lâche retour du sang qui trahis ma vertu ? Ne m'importune plus de cet objet funeste, J'ai fait ce que j'ai dû, les Dieux feront le reste."")","('#agamemnon', ""Va contre cet assaut, ma constance est sans armes, Je ne te saurais voir sans te montrer mes larmes, Et sans désavouer par cette lâcheté, Cet exemple inouï de générosité. Quitte donc sans regret, un cruel qui t'immole, Ôte-toi, ce sanglot me coupe la parole, Va, j'attends plus que toi le coup de ton trépas, Et ce coup sera pire à qui n'en mourra pas."")",0.1,Substitution
298,"('#achille', 'Je vous cherchais, Seigneur, pour apprendre de vous.')","('#talthibie', ""Soldats, prêtez l'oreille, et que rien de profane Ne souille le respect des autels de Diane : Priez, et méritez par l'ardeur de vos voeux, D'un fortuné succès des présages heureux."")",1.13,Substitution
299,"('#agamemnon', ""Je ne puis condamner votre juste courroux, J'ai su, Seigneur, j'ai su que vous aimiez ma fille, Le fils d'une Déesse honorait ma famille , Et si le Ciel plus doux eût secondé mes voeux, Vous partiriez content, nous serions tous heureux, Mais vous savez son sort, on a pu vous l'apprendre , Les Dieux me l'ont donnée, ils peuvent la reprendre , J'ai voulu la sauver, j'ai voulu les trahir, Ma révolte fut vaine, il faut leur obéir, Mais je ne sens que trop, que malgré ma constance, Ma mort sera le prix de mon obéissance."")","('#achille', ""Barbares, commencez par le trépas d'Achille, Où je suis à sa vie un indomptable asile ; Mes jours sont de ses jours l'infaillible soutien, Pour répandre son sang, il faut verser le mien : Je n'abandonne pas en ce besoin extrême, Avec si peu de coeur, la moitié de moi-même. Vous m'avez honoré du nom de son époux, Et je veux conserver ce que je tiens de vous, Mon nom servant dégage à la foi de la Grèce, Ne sera point garant d'une fausse promesse, Et tant qu'il sera mien, il ne couvrira pas Vos infidélités, ni vos assassinats : Il est très résolu quelque sort qui me suive, Ou qu'il faut que je meure, ou qu'il faut qu'elle vive. Si mon sang vous suffit, et s'il suffit aux Dieux, Me voilà sans défense arrousez en ces lieux, Pour le prix d'une fille, et pour le prix de mille ; C'est assez bien payer, que de payer d'Achille. Faites donc, nul de vous n'ose-t-il l'attenter ? Ma mort est entre vous un coup à disputer : La défaite d'Achille, et d'Achille nu même, Ne peut-être au vainqueur qu'une gloire suprême ; Mon trépas ne saurait qu'être un exploit fameux, Et rendre son auteur célèbre à nos neveux."")",0.06,Substitution
300,"('#achille', ""À quoi lui sert l'amour d'un père désolé, S'il n'ose plus agir quand Calcas a parlé ? Qui vous dit que sa voix soit la voix de Diane ? II en faut mieux juger, Calcas n'est qu'un profane Qui par quelque grand coup cherche à s'autoriser, Et qui par cette mort veut s'immortaliser."")","('#iphigenie', ""Que faites-vous, Seigneur, et de quel préjudice Croyez-vous que me soit ce pitoyable office ? Qui doute quà ma gloire il ne soit reproché, Et qui ne jugera que je l'ai recherché : Et cependant le Ciel qui connaît ma constance, Sait que je crains la mort moins que votre assistance ; Et que vous opposant au coup de mon trépas, Vous me tuez bien plus que ne fera Calchas ; C'est peu que la clarté par lui me soit ravie, L'honneur que vous m'ôtez m'est bien plus que la vie : Si vous ne révérez la sainteté des lieux, Si vous ne respectez les hommes ni les Dieux, Respectez votre honneur, tenez votre parole, Que jamais sans affront un Prince ne viole, M'avez vous pas promis de me laisser mourir ? M'enviez vous l'honneur que j'en dois acquérir ? Est-ce que vous voulez, avoir seul l'avantage D'avoir contre Ilion montré votre courage, Et que vous ne pouvez voir que d'un oeil jaloux Des lauriers partagez entre une fille et vous ?"")",0.75,Substitution
301,"('#agamemnon', ""Vous faites à Calcas une injure cruelle, De la Déesse il est l'interprète fidèle, Et je ne sais que trop que rien ne peut changer Le rigoureux dessein qu'elle a de se venger, Qu'on a pû l'offenser ; qu'on a pu lui déplaire, Et que rien que mon sang n'éteindra sa colère."")","('#achille', ""C'est qu'en vain je combats l'amour qui me possède, Il n'a que votre vie ou ma mort pour remède : Il est vrai que tandis que j'ai pu le souffrir, Je me suis obligé de vous laisser mourir, Pour ne vous ravir pas l'incomparable gloire De nous avoir ouvert le champ de la victoire : Mais depuis que j'ai vu d'un esprit plus remis, Et ce que vous valez, et ce que j'ai promis, En effet j'ai trouvé votre vertu si rare, Et ce consentement si lâche et si barbare, Que sans mourir moi-même, et de honte, et d'amour, Je ne saurais souffrir que vous perdiez le jour. Qui vous plaignait tantôt, maintenant s'intéresse, Ce n'est plus la pitié, c'est l'amour qui me presse ; Le désordre ou je suis prouve assez son excès. Ô Dieux ! Vous le voyez, Diane tu le sais, Par ta sombre clarté, par celle de ton frère, Et parle triple nom par qui l'on te révère, D'un regard de pitié favorise mes voeux, Et révoque un arrêt qui nous tuerait tous deux."")",0.18,Substitution
302,"('#achille', ""Si Diane en courroux nous arrête en ces lieux, Il faut pour en sortir implorer d'autres Dieux : Des Dieux comme des Rois les liens se détruisent, Et divers intérêts bien souvent les divisent. Un jour, n'en doutez point, les Troyens assiégés Verront entre eux et nous tous les Dieux partagés, Mais c'est le seul Destin, qui dans la guerre ouverte Résoudra des Troyens le salut ou la perte."")","('#ulysse', ""Donc une seule fille entre tant que nous sommes, Prend le parti des Dieux contre celui des hommes, Et seule soutenant leurs honneurs immortels, Dispute contre nous l'intérêt des autels, Et nous nous proposons la conquête de Troie, Et notre vanité en fait déjà sa proie. Ô Grèce ! Peuple lâche entre tous les humains, Laisse tomber le fer de tes indignes mains, Ou contre l'insolence et l'orgueil des Pergames Épargne notre sexe, et n'arme que tes femmes, Puisque (ô sujet de honte et de confusion !) Ce sexe seul est mâle en cette occasion. Pour ce nouvel Amant, on sait que sa coutume Est de faire l'amour quand la guerre s'allume ; Ma plainte aussi l'excepte, et ne l'attaque pas, Je parle à tout le camp, je parle à Ménélas, Qui la langue liée en sa propre querelle, Pour Diane et pour soi montre si peu de zèle, Et pour nous, que sommez il a vu sitôt prêts, Est sitôt engagé dedans ses intérêts. Certes, c'est mal venger l'enlèvement d'Hélène, Que de se contenter d'une alarme si vaine ; Et c'est traiter celui qui lui ravit l'honneur, Bien plus de son mignon, que de son suborneur. Il faut bien qu'en effet elle soit soupçonnée D'avoir eu part au crime, s'être abandonnée, Puis qu'on paraît si lâche en ce ressentiment, Et que cette vengeance agit si mollement. Pour elle notre ardeur a peu de violence, Puisqu'un seul homme à tous impose le silence, Et peut rompre un dessein si prêt, si confirmé, C'est Achille, il est vrai, mais nu, mais désarmé."")",0.0,Match
303,"('#agamemnon', ""À vous flatter l'amour est trop ingénieux, Diane est contre nous d'accord avec les Dieux. Tous d'un consentement veulent ce sacrifice, Et pour m'y préparer se sont servis d'Ulysse."")","('#achille', ""Tout désarmé qu'il est, Achille sans défense Vaut pour le moins Ulysse avec son éloquence ; Il en ébranle assez, mais n'en met guère à bas, Et l'on sait que la langue en vaut mieux que le bras."")",0.6,Substitution
304,"('#achille', ""Vous pouvez excuser ce lâche scélérat Qui par son imposture, et par son attentat A supposé mon nom, et votre caractère Pour immoler la fille , et pour tromper la mère Il se cache à mes yeux mais s'il tombe en mes mains..."")","('#ulysse', ""Où la voix n'a rien pu, j'ai payé du courage, J'ai mis assez de fois l'une et l'autre en usage ; Mais mon style n'est pas d'en faire vanité, Et chacun vous défère en cette qualité."")",0.74,Substitution
305,"('#agamemnon', ""Tout le camp est pour lui, nos efforts seraient vains, Comme vous j'ai d'abord voulu venger l'outrage, Mais le respect des Dieux a calmé mon courage, Et je ne l'ai plus vu que comme l'instrument, Dont ils se sont servis pour notre châtiment : Étouffez comme moi cet indiscret murmure."")","('#achille', ""Il allait bien paraître en ce tragique ouvrage, Et de votre valeur, et de votre courage ; Je n'avais qu'à tarder encor un peu de temps, Une fille en eut fait l'épreuve à ses dépens."")",0.52,Substitution
306,"('#achille', ""Vous n'écoutez donc plus le sang, ni la Nature ?"")",,1.0,Insertion
307,"('#agamemnon', ""C'est un ordre du Ciel, il faut l'exécuter, Et nous perdons ici le temps à contester."")",,1.0,Insertion
