,regnard-coquette,regnard-filles-errantes,Cost,Operation Type
462,"('#colombine', 'Mais où allez-vous donc ?  Vous avez des inquiétudes horribles dans les jambes, et vous ne sauriez vous tenir un moment en place. ')","('#le-hollandais', ""N'être pas là tout, monsii. ; moi avoir encore perdu mon jambe, qui sti enragés m'ont emporté dans la bataille."")",1.49,Substitution
463,"('#arlequin', ""Ma foi, mademoiselle, il faut du plain-pied à un marquis.  Je voudrais que vous vissiez à la Comédie le terrain que j'occupe sur le théâtre.  Oh, parbleu !  La scène n'est jamais vide avec moi.  Il n'y a que le théâtre de l'Opéra où je me trouve un peu en brassière ; je n'y saurais pirouetter à ma fantaisie. "")","('#arlequin', ""Si vous avez perdu votre jambe, ce n'est pas ma faute ; je vous assure, monsieur, que je ne l'ai point trouvée."")",1.35,Substitution
464,"('#colombine', ""C'est-à-dire que vous n'oseriez pas y faire le fanfaron comme ailleurs. "")","('#le-hollandais', 'Moi redemandir mon membre à la cour.')",1.61,Substitution
465,"('#arlequin', ""Je suis pourtant toujours sur le bord du théâtre.  Il y a longtemps que j'ai secoué la pudeur de ces demi-gens de qualité qui commencent à se donner au public.  Ventrebleu !  Je ne tâte point des coulisses ; sur l'orchestre, morbleu !  Sur l'orchestre. "")","('#arlequin', ""Ma foi, monsieur, si vous voulez que je vous parle sincèrement, je ne crois pas qu'on vous rende votre jambe."")",1.9,Substitution
466,"('#colombine', ""Je ne sais pas, pour moi, quel plaisir prennent certaines gens, à la Comédie, de venir étouffer un acteur jusque sur les chandelles.  Comment voulez-vous qu'un pauvre diable de comédien se fasse entendre au bout d'une salle ?  Il faut donc qu'il crève ? "")","('#le-hollandais', 'Hé !  Pourquoi, monsir ?')",1.07,Substitution
467,"('#arlequin', ""Parbleu !  Qu'il crève s'il veut ; il est payé pour cela. "")",,1.0,Insertion
468,"('#colombine', 'Mais, de bonne foi, monsieur le Marquis, croyez-vous que ce soit pour voir peigner votre perruque, prendre du tabac, et faire votre carrousel sur le théâtre, que le parterre donne ses quinze sols ? ')","('#arlequin', ""Bon !  S'il fallait, à la cour, que l'on rendît à vos confrères les Hollandais tous les membres que les Français leur ont emportés cette année, il n'y aurait plus ni bras ni jambes en France."")",1.63,Substitution
469,,"('#le-hollandais', ""Mais, monsir, comment faire pour servir ?  Moi, n'avoir plus ni jambe, ni vaisseau."")",1.0,Deletion
470,"('#arlequin', ""N'est-ce pas bien de l'honneur pour lui de voir des gens de qualité ?  Ma foi, quand il n'aurait que ce plaisir-là, cela vaut bien une mauvaise comédie. "")","('#arlequin', ""Je vous conseille, monsieur, d'aller servir aux Invalides.  À ce que je vois, monsieur le Hollandais, vous avez été un peu démâté, hé, hé, lié..."")",1.2,Substitution
471,"('#colombine', ""Assurément ; c'est ce qui fait qu'il s'est mis en droit de vous siffler aussi bien que les méchantes pièces. "")","('#le-hollandais', ""Moi ne rire point, monsir ; moi l'être un gentilhomme.  Das, dick, der, dondre, vernetre."")",0.72,Substitution
472,"('#arlequin', ""Il est vrai que le parterre devient terriblement orgueilleux : ce sont ces Italiens qui ont achevé de le gâter.  Savez-vous bien que cet été ils l'ont traité de monseigneur dans un placet ?  Le parterre monseigneur !  J'enrage ! "")","('#arlequin', 'Das, dick... Mon petit ami, vous sentez votre vieux rossé.  Je vous renverrai à Fleurus. Ils se battent ; le Hollandais tombe, et fait plusieurs lazzis avec sa jambe de bois. Scènes italiennes.')",1.08,Substitution
473,"('#colombine', ""Vous avez beau pester, le parterre fait du bien à tout le monde ; il redresse les auteurs, il tient les comédiens en haleine ; un fat ne se campe point impunément devant lui sur les bancs du théâtre : en un mot, c'est l'étrille de tous ceux qui exposent leurs sottises au public.  Que ne vous mettez-vous dans les loges ?  On ne vous examinera pas de si près. "")","('#arlequin', 'Allons, dépêchons-nous vite ; tire ton écritoire, ferme la porte, chasse les chiens, prends une chaise, mouche ton nez, laisse de la marge, écris gros.')",1.59,Substitution
474,"('#arlequin', ""Moi, dans les loges !  Je vous baise les mains : je n'entends point la comédie dans une loge comme un sansonnet ; je veux, morbleu !  Qu'on me voie de la tête aux pieds, et je ne donne mon écu que pour rouler pendant les entr'actes, et voltiger autour des actrices. "")","('#pierrot', ""Monsieur, faisons vite, s'il vous plaît ; j'ai un cours de ventre, comme vous savez, qui ne me permet pas d'être longtemps en place."")",1.26,Substitution
475,"('#le-laquais', 'Mademoiselle, voilà votre couturière.')",,1.0,Insertion
476,"('#colombine', ""Hé bien, Margot, m'apportez-vous mon manteau ? "")","('#arlequin', ""J'aurai bientôt fait. Comment vous appelez-vous ?  Dites-moi votre nom, surnom, qualité, patrie, rue, paroisse, logis, appartement.  Avez-vous un père, une mère, des frères, des parents ?  Que faites-vous à Paris ?  Y a-t-il longtemps que vous y êtes ?  Qui voyez-vous ?  D'où venez-vous ?  Où allez-vous ?  Écrivez donc, greffier. À Cinthio. Il donne un coup sur l'épaule de son clerc."")",1.33,Substitution
477,"('#margot', ""Oui, mademoiselle j'espère qu'il vous habillera parfaitement bien : depuis que je travaille, je n'ai jamais vu d'habit si bien taillé. "")","('#pierrot', ""Ah !  J'ai l'épaule cassée.  Voilà un clerc estropié."")",1.87,Substitution
478,"('#arlequin', 'Ni moi de fille si ragoûtante.  Voilà, mordi !  Une petite créature bien émerillonnée.  Écoutez, ma fille, où demeurez-vous ? ')","('#arlequin', ""C'est punctum interrogationis.  Quel diable d'ignorant ! Et vous, mon petit gentillâtre, vous ne voulez donc pas répondre ?  Écrivez qu'il n'a rien dit. À Cinthio."")",1.56,Substitution
479,"('#margot', ""Pas loin d'ici. "")",,1.0,Insertion
480,"('#arlequin', 'Tant mieux.')",,1.0,Insertion
481,"('#colombine', ""Vous voulez bien, monsieur le Marquis ; me permettre d'essayer mon manteau ? "")","('#cinthio', 'Comment voulez-vous, monsieur, que...')",0.72,Substitution
482,"('#arlequin', ""Oui-da, mademoiselle ; vous pouvez vous habiller jusqu'à la chemise inclusivement. Margot est, ma foi, toute des plus jolies, et il y aurait plaisir de lui margotter le coeur ; je m'assure qu'elle n'a pas quinze ans.  Peut-on voir votre minois, petite femelle ténébreuse ?  Margot habille Colombine ; Arlequin badine.  Il veut lever sa coiffe ; Margot se défend. "")","('#arlequin', ""Vous croyez donc, mon ami, que j'ai le loisir d'entendre toutes vos sottises ?  Savez-vous que j'ai encore aujourd'hui trois fripons à faire pendre sans vous ?"")",1.09,Substitution
483,"('#colombine', 'Allons donc, monsieur le Marquis, soyez sage.  Que ne vous laissez-vous voir aussi, Margot, vous qui êtes si jolie ? ')",,1.0,Insertion
484,"('#margot', ""Je n'oserais, mademoiselle. "")","('#pierrot', 'Et cinq ou six demoiselles à faire déménager ?')",1.41,Substitution
485,"('#colombine', 'Pourquoi ? ')",,1.0,Insertion
486,"('#margot', ""C'est que monsieur Harpillon m'a défendu de regarder les hommes ; et il serait fâché s'il savait que je me fusse montrée. "")",,1.0,Insertion
487,"('#colombine', 'Qui est donc ce monsieur Harpillon ? ')","('#cinthio', ""Monsieur, je m'appelle Cinthio ; je loge chez Arlequin."")",1.85,Substitution
488,"('#margot', ""C'est un des gros fermiers, qui est mon parrain ; il fait du bien à toute notre famille, et il a déjà donné un bon emploi à mon grand frère. "")","('#pierrot', ""Je le connais ; c'est un fripon."")",1.38,Substitution
489,,"('#arlequin', 'Songe à ce que tu fais, animal !  Punctum admirationis.  Connaissez-vous cette soi-disant fille-là ? Et vous, la belle aux yeux escarbillards, connaissez-vous ce pèlerin-ci ? À Isabelle.')",1.0,Deletion
490,"('#arlequin', ""J'entends, j'entends ; monsieur Harpillon a mis le frère dans un bureau, et mettra, s'il peut, la soeur en chambre. "")",,1.0,Insertion
491,"('#margot', ""Oh !  Monsieur, il n'y a point de ce que vous pensez à son fait : c'est un homme qui n'a que de bons desseins ; il m'a promis de m'épouser ; et pour preuve de cela, il m'a déjà envoyé une housse verte avec une bergame. "")","('#isabelle', ""Hélas, monsieur !  Je ne le connais que trop ; c'est un ingrat qui m'a trompée avec une promesse de mariage."")",0.0,Match
492,,"('#pierrot', 'Voilà qui est bien noir !')",1.0,Deletion
493,"('#arlequin', ""Fi !  Une bergame à une fille comme vous !  Si tu voulais, Margot, m'épouser à la Harpillon, j'irais moi jusqu'à une verdure. "")","('#arlequin', ""Si toutes les filles d'aujourd'hui avoient autant de maris que de promesses de mariage, elles en auraient assez pour en changer par saison. Qu'on aille dire à la chaîne qu'elle ne parte pas encore ; j'ai ici de quoi l'augmenter. Mais cela est-il bien vrai ? À un Garde. À Isabelle."")",0.81,Substitution
494,"('#margot', 'Je vous remercie, monsieur ; cela ferait jaser le monde.  Tenez, monsieur, pour avoir été un jour promener avec mon cousin, vous ne sauriez croire quels contes on a faits.  Il y a les plus maudites langues dans notre montée. ')","('#isabelle', 'Tenez, monsieur, la voilà ; lisez.')",1.23,Substitution
495,,"('#arlequin', ""Me voilà bien embarrassé ; j'ai depuis deux jours un rhumatisme sur l'oreille, qui fait que je ne vois goutte."")",1.0,Deletion
496,,"('#le-garde', ""Monsieur, la chaîne ne partira pas que vous n'y soyez."")",1.0,Deletion
497,"('#arlequin', 'Écoutez, Margot, votre montée a peut-être raison, et il pourrait bien y avoir quelque chose à refaire à votre réputation. ')","('#arlequin', 'Tenez, lisez.')",1.69,Substitution
498,,"('#pierrot', ""Moi, monsieur, vous savez bien que je n'ai jamais appris qu'à écrire."")",1.0,Deletion
499,,"('#arlequin', 'Lisez donc ; je vous cède mes droits de magistrature.')",1.0,Deletion
500,,"('#pierrot', 'Lequel a déclaré ne savoir ni lire, ni écrire, attendu sa qualité de juge.')",1.0,Deletion
501,"('#colombine', ""Margot peut aller partout, monsieur le Marquis ; elle est sage, et j'en réponds corps pour corps. "")","('#isabelle', 'Je soussigné...')",1.23,Substitution
502,"('#arlequin', ""La bonne caution !  Croyez-moi, les environs de Paris sont terriblement dangereux.  N'allez-vous point quelquefois au bois de Boulogne ? "")","('#arlequin', 'En voilà assez.  Que dites-vous à cela, monsieur le fripon ?')",1.52,Substitution
503,"('#margot', ""Dieu m'en garde, monsieur !  Ma mère me l'a défendu, et m'a dit que c'était un vrai coupe-gorge pour une fille. "")","('#cinthio', ""Je dis, monsieur, que l'on ne traite point de la sorte un homme de ma qualité."")",1.5,Substitution
504,,"('#arlequin', ""Ah !  Mon petit compagnon, vous voulez faire le plaisant !  Nous allons voir si vous avez bon air à danser au bout d'une ficelle."")",1.0,Deletion
505,"('#arlequin', ""C'est peut-être là que votre mère a été égorgée.  Ma foi, cette fille me plaît.  Ma mie, me voudrais-tu tailler une chemise et quelques caleçons ? "")","('#isabelle', ""Non, monsieur le Commissaire, il n'y a point de supplice assez cruel pour punir sa perfidie.  À quoi le désespoir ne m'a-t-il pas réduite ?  J'ai quitté mes parents pour le suivre ; je me suis exposée à mille hasards ; car vous savez les risques que court une fille toute seule."")",1.12,Substitution
506,,"('#arlequin', ""Elle en court encore plus quand elle est avec quelqu'un."")",1.0,Deletion
507,"('#margot', 'Je suis votre servante, monsieur ; on ne travaille point en homme au logis. ')","('#isabelle', ""Je me suis mise servante dans l'auberge d'Arlequin, où j'ai caché mon nom sous celui de Claudine.  Il est venu loger dans cette hôtellerie, pour son malheur et pour le mien ; car, enfin, il est bien rude de voir pendre ce que l'on a si tendrement aimé...  Hi... Hi... Elle pleure."")",0.76,Substitution
508,,"('#pierrot', 'Hé, hé... Il pleure.')",1.0,Deletion
509,"('#arlequin', 'Hé bien, viens les faire chez moi. ')",,1.0,Insertion
510,"('#colombine', ""Justement !  On garde des filles de cet âge-là pour votre commodité !  Vous n'avez qu'à vous y attendre.  Mais il me semble, Margot, que ce manteau-là monte bien haut ; on ne voit point ma gorge. "")","('#arlequin', 'Tu me le payeras, coquin, de faire pleurer mon secrétaire.  Que la corde soit bien grosse ; voilà un fripon qui a la vie dure.')",1.37,Substitution
511,"('#margot', ""Ce n'est peut-être pas la faute du manteau, mademoiselle. "")","('#cinthio', ""J'avoue ma faute ; mais, monsieur le Commissaire, il faut pardonner à l'amour. Il donne de l'argent au Commissaire."")",1.45,Substitution
512,"('#colombine', ""Taisez-vous, Margot ; vous êtes une sotte : tenez, remportez votre manteau ; j'y suis faite comme je ne sais quoi."")","('#arlequin', 'Non, non ; je prétends faire ma charge avec honneur...  Je me servirai de cet argent-là pour vous faire une pompe funèbre.')",1.06,Substitution
513,"('#arlequin', ""Plus je vois cette enfant-là, plus elle me plaît...  Un petit mot : j'ai besoin d'une fille de chambre ; je crois que tu serais assez mon fait.  Sais-tu raser ? "")",,1.0,Insertion
514,"('#margot', ""Moi, raser !  Je vois bien que vous êtes un gausseur: je mourrais de peur, si je touchais un homme seulement du bout du doigt.  Adieu, mademoiselle ; dans un quart d'heure je vous rapporterai votre manteau avec de la gorge. "")","('#cinthio', ""Mais, monsieur le Commissaire, un peu de quartier ; je suis prêt à l'épouser."")",1.29,Substitution
515,,"('#pierrot', 'Il a raison ; il vaut encore mieux être marié que pendu.')",1.0,Deletion
516,"('#arlequin', 'Adieu, adieu, petite nymphe du bois de Boulogne.')",,1.0,Insertion
517,"('#arlequin', ""Elle n'est, morbleu, pas sotte, et je m'aimerais presque autant que vous.  Nous autres gens de qualité, nous aimons quelquefois à rabattre sur la grisette.  Et de notre mariage qu'en dirons-nous ? "")","('#isabelle', ""Moi, traître !  T'épouser, après toutes tes infidélités !  Je renonce à ta tendresse ; je ne veux point d'un coeur aussi corrompu que le tien."")",0.66,Substitution
518,"('#colombine', ""Je vous dirai, monsieur le Marquis, qu'avant que de vous épouser, je vous demande encore une grâce.  Nous sommes un certain nombre de filles qui avons fait serment de ne point prendre de mari qui n'ait été reçu auparavant dans notre académie.  Il faut vous y faire recevoir. "")","('#cinthio', ""Hé !  De grâce, mademoiselle, que l'amour vous fasse oublier un crime que l'amour même a fait commettre !"")",1.18,Substitution
519,"('#arlequin', ""Moi, dans votre académie de filles !  Vous vous moquez ; j'ai des empêchements plus que légitimes.  Et que faut-il faire pour cela ? "")","('#arlequin #pierrot', ""Écoutez, mademoiselle ; quand il sera sec, vous n'en serez pas plus grasse ; vous l'êtes assez."")",1.31,Substitution
520,"('#colombine', ""Ne vous mettez pas en peine : on vous habillera en femme ; on vous fera peut-être faire serment d'être un époux commode, de laisser faire à votre femme tout ce qu'il lui plaira, de n'être point de ces maris coquets qui vivent de rapine, et laissent leurs femmes pour aller picorer sur le commun. "")","('#pierrot', ""Pourvu qu'il paye grassement mes écritures, je vous conseille de lui pardonner ; il est assez puni d'avoir une femme."")",0.56,Substitution
521,"('#arlequin', ""Quand on a de cette besogne-là toute taillée chez soi, on n'a guère envie d'aller travailler en ville.  Allons, faisons ce qu'il vous plaira.  Voilà qui est bien drôle, qu'il faille, pour vous épouser, commencer par se déshumaniser !"")","('#isabelle', 'Ingrat !  Je devrais vous haïr, et je sens que je ne le puis.')",1.59,Substitution
522,"('#mezzetin', ""Ô toi qui veux épouser Colombine,  Reçois l'honneur que sa main te destine:  Tu n'étais qu'un vilain magot,  Un ostrogot,  Un escargot ;  Tu vas être aussi beau qu'une fille  Gentille,  Ou peu s'en faut. "")","('#arlequin', ""Ah !  Vous voilà donc bons amis !  Présentement que l'affaire est toisée, il est bon de vous dire que le commissaire et le clerc sont deux fripons qui ont pris cet habit-là pour vous faire marier ensemble."")",1.39,Substitution
523,"('#le-choeur', ""Tu n'étais qu'un vilain magot, etc."")","('#pierrot', ""Cela est vrai.  Ma foi, voilà une procédure qui m'a donné bien de la peine !"")",1.15,Substitution
524,"('#mezzetin', ""Reçois cette coiffure en malice féconde ;  Avec cet ornement,  Tu peux facilement  Insulter hardiment  Et la brune et la blonde ;  Avec cet ornement,  Tu charmeras tout le monde.  Micropoli, chariba, charistac.  Baroquina, bocardo, merlinbrac.  Ministres de mon art,  Versez tout votre fard  Sur ce nez en pied de marmite ;  Barbouillez vite ce museau,  Et nettoyez votre pinceau  Sur cette trogne hermaphrodite.  Il fait des gestes en dansant, et chante.  Deux Fourbes s'approchent d'Arlequin ; l'un tient un pot de rouge et l'autre un pot de blanc, et ils lui barbouillent les deux côtés du visage."")","('#arlequin', ""Monsieur, en faveur de cette noce-là il faut se divertir.  Allons, qu'on fasse venir les violons, et qu'on appelle toute l'auberge."")",0.98,Substitution
525,"('#arlequin', 'Je peux présentement résister à la pluie ; me voilà bien peint.')",,1.0,Insertion
526,"('#mezzetin', ""Ah ! Qu'il est beau!... oh, oh ! Le damoiseau  Au museau  De couleur de pruneau ;  Faisons le pied de veau :  Ah !qu'il est beau !... oh, oh !"")","('#le-choeur', ""Suivons, suivons l'amour ; laissons-nous enflammer. Ah, ah, ah ! Qu'il est doux d'aimer !"")",0.81,Substitution
527,"('#le-choeur', ""Ah ! Qu'il est beau !... oh, oh ! Ils s'en vont tous en chantant. "")","('#mezzetin', ""Pour l'hymen qu'on destine,  Tous, d'un même ton,  Chantons une chanson.  Morbleu ! Vive Claudine !  Car, dans sa saison,  On verra la coquine  Donner un fils de sa façon."")",0.85,Substitution
528,"('#trafiquet', ""Que veut donc dire, s'il vous plaît, cette mascarade-ci ? "")",,1.0,Insertion
529,"('#arlequin', ""Monsieur, je vous prie de me dire si je suis mâle ou femelle ; car, ma foi, je n'y connais rien. "")",,1.0,Insertion
530,"('#trafiquet', 'Vous êtes un fou, voilà ce que vous êtes.')","('#le-choeur', ""Suivons, suivons l'amour ; laissons-nous enflammer. Ah, ah, ah ! Qu'il est doux d'aimer !"")",1.39,Substitution
531,"('#pierrot', 'Ha, ha, ha !  Essuyez-vous, monsieur le bailli, vous êtes tout barbouillé. ')",,1.0,Insertion
532,"('#colombine', 'Je suis, mon père, disposée à vous obéir ; mais je ne crois pas que vous vouliez me donner pour mari un homme qui est capable de pareilles extravagances. ')","('#mezzetin', ""Une fille a beau feindre,  L'hymen est charmant ;  Elle a beau se contraindre,  Il lui faut un amant ;  Et rien n'est tant à craindre  Que l'âge de quinze ans."")",1.17,Substitution
533,"('#arlequin', ""Oh, oh !  Voilà qui est assez drôle.  Par ma foi !  S'il y en a, c'est vous qui les avez faites, et qui avez voulu que je me sois fait et marquis et ce que me voilà...  Voyez, ne me voilà-t-il pas bien désigné ? "")",,1.0,Insertion
534,"('#colombine', 'Moi, je vous ai fait faire ces extravagances-là ?  Ma foi, monsieur le bailli, vous rêvez. ')","('#le-choeur', ""Suivons, suivons l'amour ; laissons-nous enflammer. Ah, ah, ah ! Qu'il est doux d'aimer !"")",1.66,Substitution
535,"('#pierrot', ""Monsieur, quand je vous ai dit que j'étais mieux le fait de votre fille que cet homme-là, est-ce que je me trompais ?  Il faudra pourtant que vous y veniez. "")","('#arlequin #mezzetin #pasquariel', ""Un amant aux abois,  Las d'un choix,  Veut quitter prise ;  Mais l'on n'est pas de bois,  Et l'on fait quelquefois  Une sottise."")",1.52,Substitution
536,"('#trafiquet', ""Ce que j'ai vu tantôt, et ce que je vois présentement, m'oblige de vous dire, monsieur le bailli, que vous pouvez, tout de ce pas, vous en retourner dans le Bas-Maine, manger vos chapons ; car pour ma fille, vous n'en croquerez que d'une dent. "")","('#le-choeur', ""Suivons, suivons l'amour ; laissons-nous enflammer. Ah, ah, ah ! Qu'il est doux d'aimer !"")",1.7,Substitution
537,"('#pierrot', ""Que d'une dent, monsieur le bailli, que d'une dent. "")",,1.0,Insertion
538,"('#arlequin', ""Allez-vous-en au diable, vous et votre fille, petit vilain grigou raccourci.  Adieu, la belle ; je ne crois pas qu'il y ait au monde un animal plus méchant que vous.  Il faut qu'un provincial ait bien le diable au corps, pour venir s'équiper d'une femme à Paris. "")",,1.0,Insertion
539,"('#colombine', ""Et qu'une fille à Paris soit bien près de ses pièces pour épouser un bailli du Bas-Maine. "")",,1.0,Insertion
