,musset-lorenzaccio,rostand-cyrano,Cost,Operation Type
161,"('#la-femme', ""Comme tout est illuminé !  Danser encore à l'heure qu'il est, c'est là une jolie fête !  - On dit que le duc y est."")","('#ligniere', ""Prenez garde : C'est lui qui vous tuera ! Restez. On vous regarde. Lui désignant du coin de l'oeil Roxane."")",1.78,Substitution
162,"('#le-bourgeois', ""Faire du jour la nuit et de la nuit le jour, c'est un moyen commode de ne pas voir les honnêtes gens.  Une belle invention, ma foi, que des hallebardes à la porte d'une noce !  Que le bon Dieu protège la ville !  Il en sort tous les jours de nouveau, de ces chiens d'Allemands, de leur damnée forteresse."")","('#christian', ""C'est vrai ! Il reste en contemplation. Le groupe de tire-laine, à partir de ce moment, le voyant la tête en l'air et bouche bée, se rapproche de lui."")",1.62,Substitution
163,"('#la-femme', 'Regarde donc le joli masque.  Ah !  La belle robe !  Hélas !  Tout cela coûte très cher, et nous sommes bien pauvres à la maison. Ils sortent.')","('#ligniere', ""C'est moi qui pars. J'ai soif ! Et l'on m'attend - Dans des tavernes ! Il sort en zigzaguant."")",1.26,Substitution
164,,"('#le-bret', 'Pas de Cyrano.')",1.0,Deletion
165,,"('#ragueneau', 'Pourtant...')",1.0,Deletion
166,,"('#le-bret', ""Ah ! Je veux espérer qu'il n'a pas vu l'affiche !"")",1.0,Deletion
167,"('#un-soldat', 'Gare !  Canaille !  laisse passer les chevaux.')","('#la-salle', 'Commencez ! Commencez !')",1.45,Substitution
168,"('#le-marchand-de-soieries', 'Canaille toi-même, Allemand du diable ! Le soldat le frappe de sa pique.')",,1.0,Insertion
169,"('#le-marchand', 'Voilà comme on suit la capitulation !  Ces gredins-là maltraitent les citoyens. Il rentre chez lui.')","('#un-marquis', 'Quelle cour, ce de_Guiche !')",1.61,Substitution
170,"('#premier-ecolier', ""Vois-tu celui-là qui ôte son masque ?  C'est Palla Ruccellai.  Un fier luron !  Ce petit-là, à côté de lui, c'est Thomas Strozzi, Masaccio, comme on dit."")","('#deuxieme-marquis', 'Fi !... Encore un Gascon !')",1.51,Substitution
171,"('#un-page', 'Le cheval de Son Altesse !')",,1.0,Insertion
172,"('#second-ecolier', 'Allons-nous-en, voilà le duc qui sort.')","('#un-marquis', 'Le Gascon souple et froid,  Celui qui réussit ! ... Saluons-le, crois-moi. Ils vont vers de Guiche.')",1.05,Substitution
173,"('#premier-ecolier', ""Crois-tu pas qu'il va te manger ? La foule augmente à la porte."")","('#deuxieme-marquis', 'Les beaux rubans ! Quelle couleur, comte_de_Guiche ? Baise_moi_ma_mignonne ou bien Ventre-de-biche ?')",0.89,Substitution
174,,"('#de-guiche', ""C'est couleur Espagnol_malade."")",1.0,Deletion
175,,"('#premier-marquis', ""La couleur Ne ment pas, car bientôt, grâce à votre valeur,  L'Espagnol ira mal, dans les Flandres !"")",1.0,Deletion
176,"('#second-ecolier', ""Celui-là, c'est Nicolini ; celui-là, c'est le provéditeur. Le duc sort, vêtu en religieuse, avec Julien Salviati, habillé de même, tous deux masqués."")","('#de-guiche', 'Je monte Sur scène. Venez-vous ? Viens, Valvert ! Il se dirige suivi de tous les marquis et gentilshommes vers le théâtre. Il se retourne et appelle.')",0.97,Substitution
177,,"('#christian', ""Le vicomte ! Ah ! Je vais lui jeter à la face mon... Hein ? Il met la main dans sa poche, et y rencontre celle d'un tire-laine en train de le dévaliser. Il se retourne."")",1.0,Deletion
178,"('#le-duc', 'Viens-tu, Julien ?')","('#le-tire-laine', 'Ay ! ...')",1.25,Substitution
179,,"('#christian', 'Je cherchais un gant !')",1.0,Deletion
180,"('#salviati', ""Non, Altesse, pas encore. Il lui parle à l'oreille."")","('#le-tire-laine', 'Vous trouvez une main. Lâchez-moi. Je vous livre un secret. Changeant de ton, bas et vite.')",0.94,Substitution
181,,"('#christian', 'Quel ?')",1.0,Deletion
182,,"('#le-tire-laine', 'Lignière... Qui vous quitte...')",1.0,Deletion
183,,"('#christian', 'Eh bien ?')",1.0,Deletion
184,,"('#le-tire-laine', ""... touche à son heure dernière. Une chanson qu'il fit blessa quelqu'un de grand,  Et cent hommes - j'en suis - ce soir sont postés !..."")",1.0,Deletion
185,,"('#christian', 'Cent ! Par qui ?')",1.0,Deletion
186,,"('#le-tire-laine', 'Discrétion...')",1.0,Deletion
187,,"('#christian', 'Oh !')",1.0,Deletion
188,"('#le-duc', 'Bien, bien, ferme !')","('#le-tire-laine', 'Professionnelle !')",1.1,Substitution
189,,"('#christian', 'Où seront-ils postés ?')",1.0,Deletion
190,,"('#le-tire-laine', 'À la porte_de_Nesle. Sur son chemin. Prévenez-le !')",1.0,Deletion
191,,"('#christian', 'Mais où le voir !')",1.0,Deletion
192,"('#salviati', 'Elle est belle comme un démon.  - Laissez-moi faire !  Si je peux me débarrasser de ma femme !... Il rentre dans le bal.')","('#le-tire-laine', ""Allez courir tous les cabarets : le Pressoir D'Or, la_Pomme_de_Pin, la_Ceinture_qui_craque, Les_Deux_Torches, les_Trois_Entonnoirs,- et dans chaque,  Laissez un petit mot d'écrit l'avertissant."")",1.64,Substitution
193,"('#le-duc', ""Tu es gris, Salviati.  Le diable m'emporte, tu vas de travers. Il part avec sa suite."")","('#christian', 'Oui, je cours ! Ah ! Les gueux ! Contre un seul homme, cent ! La quitter... elle ! Et lui ! ...- Mais il faut que je sauve Lignière ! ... Regardant Roxane avec amour. Avec fureur, Valvert. Il sort en courant. - De Guiche, le vicomte, les marquis, tous les gentilshommes ont disparu derrière le rideau pour prendre place sur les banquettes de la scène. Le parterre est complètement rempli. Plus une place vide aux galeries et aux loges.')",0.75,Substitution
194,"('#premier-ecolier', ""Maintenant que voilà le duc parti, il n'y en a pas pour longtemps. Les masques sortent de tous côtés."")","('#la-salle', 'Commencez.')",1.65,Substitution
195,,"('#un-bourgeois', 'Ma perruque !')",1.0,Deletion
196,,"('#le-public', 'Il est chauve ! ... Bravo, les pages ! .. Ha ! Ha ! Ha ! ...')",1.0,Deletion
197,,"('#le-bourgeois', 'Petit gredin !')",1.0,Deletion
198,"('#second-ecolier', ""Rose, vert, bleu, j'en ai plein les yeux ; la tête me tourne."")","('#le-public', 'Ha ! Ha ! Ha ! Ha ! Ha ! Ha ! Silence complet.')",1.7,Substitution
199,"('#le-bourgeois', ""Il paraît que le souper a duré longtemps.  En voilà deux qui ne peuvent plus se tenir. Le provéditeur monte à cheval ; une bouteille cassée lui tombe sur l'épaule."")",,1.0,Insertion
200,"('#le-provediteur', ""Eh, ventrebleu !  Quel est l'assommeur, ici ?"")","('#le-bret', 'Ce silence soudain ? ... Ah ? ... Un spectateur lui parle bas.')",1.29,Substitution
201,,"('#le-spectateur', ""La chose me vient d'être certifiée."")",1.0,Deletion
202,"('#un-masque', ""Eh !  Ne le voyez-vous pas, seigneur Corsini ?  Tenez, regardez à la fenêtre ; c'est Lorenzo, avec sa robe de nonne."")","('#des-voix', 'Chut ! - Il paraît ? ... - Non ! ... - Si ! - Dans la loge grillée. - Le Cardinal ! - Le Cardinal ? - Le Cardinal !')",0.93,Substitution
203,"('#le-provediteur', ""Lorenzaccio, le diable soit de toi !  Tu as blessé mon cheval. Peste soit de l'ivrogne et de ses farces silencieuses !  Un gredin qui n'a pas souri trois fois dans sa vie, et qui passe le temps à des espiègleries d'écolier en vacance ! La fenêtre se ferme. Il part. - Louise Strozzi sort de la maison, accompagnée de Julien Salviati ; il lui tient l'étrier. Elle monte à cheval ; un écuyer et une gouvernante la suivent."")","('#un-page', ""Ah ! Diable, on ne va pas pouvoir se tenir mal ! ... On frappe sur la scène. Tout le monde s'immobilise. Attente."")",1.3,Substitution
204,"('#julien', 'La jolie jambe, chère fille !  Tu es un rayon de soleil, et tu as brûlé la moelle de mes os.')","('#un-marquis', 'Mouchez cette chandelle !')",1.16,Substitution
205,,"('#un-marquis', 'Une chaise ! Une chaise est passée, de main en main, au-dessus des têtes. Le marquis la prend et disparaît, non sans avoir envoyé quelques baisers aux loges.')",1.0,Deletion
206,,"('#un-spectateur', ""Silence ! On refrappe les trois coups. Le rideau s'ouvre. Tableau. Les marquis assis sur les côtés, dans des poses insolentes. Toile de fond représentant un décor bleuâtre de pastorale. Quatre petits lustres de cristal éclairent la scène. Les violons jouent doucement."")",1.0,Deletion
207,,"('#le-bret', 'Montfleury entre en scène ?')",1.0,Deletion
208,"('#louise', ""Seigneur, ce n'est pas là le langage d'un cavalier."")","('#ragueneau', ""Oui, c'est lui qui commence."")",1.7,Substitution
209,,"('#le-bret', ""Cyrano n'est pas là."")",1.0,Deletion
210,,"('#ragueneau', ""J'ai perdu mon pari."")",1.0,Deletion
211,"('#julien', 'Quels yeux tu as, mon cher coeur !  Quelle belle épaule à essuyer, tout humide et si fraîche !  Que faut-il te donner pour être ta camériste cette nuit ?  Le joli pied à déchausser !')","('#le-bret', ""Tant mieux ! Tant mieux ! On entend un air de musette, et Montfleury paraît en scène, énorme, dans un costume de berger de pastorale, un chapeau garni de roses penché sur l'oreille, et soufflant dans une cornemuse enrubannée."")",1.08,Substitution
212,"('#louise', 'Lâche mon pied, Salviati.')","('#le-parterre', 'Bravo, Montfleury ! Montfleury !')",1.63,Substitution
213,,"('#montfleury', '« Heureux qui loin des cours, dans un lieu solitaire,  Se prescrit à soi-même un exil volontaire,  Et qui, lorsque Zéphire a soufflé sur les bois... »')",1.0,Deletion
214,"('#julien', ""Non, par le corps de Bacchus !  Jusqu'à ce que tu m'aies dit quand nous coucherons ensemble. Louise frappe son cheval et part au galop."")","('#une-voix', ""Coquin, ne t'ai-je pas interdit pour un mois ? Stupeur. Tout le monde se retourne. Murmures."")",1.45,Substitution
215,"('#un-masque', ""La petite Strozzi s'en va rouge comme la braise-vous l'avez fâchée, Salviati."")","('#des-voix', ""Hein ? - Quoi ? - Qu'est-ce ? ... On se lève dans les loges, pour voir."")",1.19,Substitution
216,,"('#cuigy', ""C'est lui !"")",1.0,Deletion
217,"('#julien', 'Baste !  Colère de jeune fille et pluie du matin... Il sort.')","('#le-bret', 'Cyrano !')",1.35,Substitution
218,,"('#la-voix', ""Roi des pitres,  Hors de scène à l'instant !"")",1.0,Deletion
219,,"('#tous', 'Oh !')",1.0,Deletion
220,,"('#montfleury', 'Mais...')",1.0,Deletion
221,,"('#la-voix', 'Tu récalcitres ?')",1.0,Deletion
222,"('#le-marquis', ""Je voudrais pouvoir t'emmener, petit, toi et ta grande épée qui te traîne entre les jambes.  Prends patience ; Massa n'est pas bien loin, et je te rapporterai un bon cadeau."")",,1.0,Insertion
223,"('#la-marquise', 'Adieu, Laurent ; revenez, revenez !')","('#des-voix', 'Chut ! - Assez ! - Montfleury, jouez ! - Ne craignez rien ! ...')",1.13,Substitution
224,"('#le-cardinal', 'Marquise, voilà des pleurs qui sont de trop.  Ne dirait-on pas que mon frère part pour la Palestine ?  Il ne court pas grand danger dans ses terres, je crois.')","('#montfleury', '« Heureux qui loin des cours dans un lieu sol... »')",1.36,Substitution
225,"('#le-marquis', 'Mon frère, ne dites pas de mal de ces belles larmes. Il embrasse sa femme.')",,1.0,Insertion
226,"('#le-cardinal', ""Je voudrais seulement que l'honnêteté n'eût pas cette apparence."")",,1.0,Insertion
227,"('#la-marquise', ""L'honnêteté n'a-t-elle point de larmes, monsieur le cardinal ?  Sont-elles toutes au repentir ou à la crainte ?"")",,1.0,Insertion
228,"('#le-marquis', ""Non, par le ciel !  Car les meilleures sont à l'amour.  N'essuyez pas celles-ci sur mon visage, le vent s'en chargera en route ; qu'elles se sèchent lentement !  Eh bien, ma chère, vous ne me dites rien pour vos favoris ?  N'emporterai-je pas, comme de coutume, quelque belle harangue sentimentale à faire de votre part aux roches et aux cascades de mon vieux patrimoine ?"")","('#la-voix', ""Eh bien ? Faudra-t-il que je fasse, ô Monarque des drôles,  Une plantation de bois sur vos épaules ? Une canne au bout d'un bras jaillit au-dessus des têtes."")",0.56,Substitution
229,,"('#montfleury', ""« Heureux qui... » La canne s'agite."")",1.0,Deletion
230,,"('#la-voix', 'Sortez !')",1.0,Deletion
231,,"('#le-parterre', 'Oh !')",1.0,Deletion
232,,"('#montfleury', '« Heureux qui loin des cours... »')",1.0,Deletion
233,"('#la-marquise', 'Ah !  Mes pauvres cascatelles !')","('#cyrano', 'Ah ! Je vais me fâcher ! ... Sensation à sa vue.')",1.56,Substitution
234,"('#le-marquis', ""C'est la vérité, ma chère âme, elles sont toutes tristes sans vous. Elles ont été joyeuses autrefois, n'est-il pas vrai, Ricciarda ? Plus bas."")",,1.0,Insertion
235,"('#la-marquise', 'Emmenez-moi !')","('#montfleury', 'Venez à mon secours,  Messieurs !')",0.61,Substitution
236,,"('#un-marquis', 'Mais jouez donc !')",1.0,Deletion
237,,"('#cyrano', 'Gros homme, si tu joues Je vais être obligé de te fesser les joues !')",1.0,Deletion
238,,"('#le-marquis', 'Assez !')",1.0,Deletion
239,"('#le-marquis', ""Je le ferais si j'étais fou, et je le suis presque, avec ma vieille mine de soldat.  N'en parlons plus ; - ce sera l'affaire d'une semaine.  Que ma chère Ricciarda voie ses jardins quand ils sont tranquilles et solitaires ; les pieds boueux de mes fermiers ne laisseront pas de trace dans ses allées chéries.  C'est à moi de compter mes vieux troncs d'arbres qui me rappellent ton père Albéric, et tous les brins d'herbe de mes bois ; les métayers et leurs boeufs, tout cela me regarde.  À la première fleur que je verrai pousser, je mets tout à la porte, et je vous emmène alors."")","('#cyrano', 'Que les marquis se taisent sur leurs bancs,  Ou bien je fais tâter ma canne à leurs rubans !')",0.6,Substitution
240,"('#la-marquise', ""La première fleur de notre belle pelouse m'est toujours chère.  L'hiver est si long !  Il me semble toujours que ces pauvres petites ne reviendront jamais."")","('#les-marquis', ""C'en est trop !... Montfleury..."")",1.41,Substitution
241,"('#ascanio', ""Quel cheval as-tu, mon père, pour t'en aller ?"")","('#cyrano', ""Que Montfleury s'en aille,  Ou bien je l'essorille et le désentripaille !"")",1.06,Substitution
242,,"('#une-voix', 'Mais...')",1.0,Deletion
243,"('#le-marquis', 'Viens avec moi dans la cour, tu le verras. Il sort. - La marquise reste seule avec le cardinal. - Un silence.')","('#cyrano', ""Qu'il sorte !"")",1.62,Substitution
244,,"('#une-voix', 'Pourtant...')",1.0,Deletion
245,,"('#cyrano', ""Ce n'est pas encor fait ? Bon ! Je vais sur la scène, en guise de buffet,  Découper cette mortadelle_d_Italie ! Avec le geste de retrousser ses manches."")",1.0,Deletion
246,"('#le-cardinal', ""N'est-ce pas aujourd'hui que vous m'avez demandé d'entendre votre confession, marquise ?"")","('#montfleury', ""En m'insultant, Monsieur, vous insultez Thalie !"")",1.41,Substitution
247,"('#la-marquise', ""Dispensez-m'en, Cardinal.  Ce sera pour ce soir, si Votre Éminence est libre, ou demain, comme elle voudra.  - Ce moment-ci n'est pas à moi. Elle se met à la fenêtre et fait un signe d'adieu à son mari."")","('#cyrano', ""Si cette Muse, à qui, Monsieur, vous n'êtes rien,  Avait l'honneur de vous connaître, croyez bien Qu'en vous voyant si gros et bête comme une urne,  Elle vous flanquerait quelque part son cothurne."")",1.32,Substitution
248,,"('#le-parterre', 'Montfleury ! Montfleury ! - La pièce de Baro ! - ')",1.0,Deletion
249,"('#le-cardinal', ""Si les regrets étaient permis à un fidèle serviteur de Dieu, j'envierais le sort de mon frère.  - Un si court voyage si simple, si tranquille !  Une visite à une de ses terres qui n'est qu'à quelques pas d'ici !  - Une absence d'une semaine, - et tant de tristesse, une si douce tristesse, veux-je dire, à son départ !  Heureux celui qui sait se faire aimer ainsi après sept années de mariage !  N'est-ce pas sept années, marquise ?"")","('#cyrano', ""Je vous en prie, ayez pitié de mon fourreau : Si vous continuez, il va rendre sa lame ! Le cercle s'élargit."")",1.34,Substitution
250,,"('#la-foule', 'Hé ! La !...')",1.0,Deletion
251,,"('#cyrano', 'Sortez de scène !')",1.0,Deletion
252,,"('#la-foule', 'Oh ! Oh !')",1.0,Deletion
253,,"('#cyrano', ""Quelqu'un réclame ? Nouveau recul."")",1.0,Deletion
254,,"('#une-voix', 'Monsieur de Cyrano Vraiment nous tyrannise,  Malgré ce tyranneau On jouera la Clorise.')",1.0,Deletion
255,,"('#tous', 'La_Clorise, la_Clorise ! ...')",1.0,Deletion
256,,"('#cyrano', ""Si j'entends une fois encor cette chanson,  Je vous assomme tous."")",1.0,Deletion
257,,"('#un-bourgeois', ""Vous n'êtes pas Samson !"")",1.0,Deletion
258,,"('#cyrano', 'Voulez-vous me prêter, Monsieur, votre mâchoire ?')",1.0,Deletion
259,,"('#une-dame', ""C'est inouï !"")",1.0,Deletion
260,"('#la-marquise', 'Oui, cardinal ; mon fils a six ans.')","('#un-seigneur', ""C'est scandaleux !"")",1.72,Substitution
261,,"('#un-bourgeois', ""C'est vexatoire !"")",1.0,Deletion
262,,"('#un-page', ""Ce qu'on s'amuse !"")",1.0,Deletion
263,,"('#le-parterre', 'Kss ! - Montfleury ! - Cyrano !')",1.0,Deletion
264,,"('#cyrano', 'Silence !')",1.0,Deletion
