,diderot-est-il-bon-est-il-mechant,diderot-piece-prologue,Cost,Operation Type
118,"('#madame-de-chepy', ""Il y a sept ans que nous sommes liées ; et je lui dois la meilleure partie du bonheur de ma vie.  C'est auprès d'elle que je vais chercher et que je trouve un sage conseil, quand j'en ai besoin ; la consolation dans mes peines qui lui font quelquefois oublier les siennes ; et cette satisfaction si douce qu'on éprouve à confier ses instants de plaisir à quelqu'un qui sait les écouter avec intérêt.  Hé bien, c'est incessamment le jour de sa fête."")","('#madame-de-chepy', ""Il y a six à sept ans que nous sommes liées, et je lui dois la meilleure partie du bonheur de ma vie ; c'est auprès d'elle que je trouve un bon conseil, quand j'en ai besoin ; la consolation dans mes peines, qui lui font quelquefois oublier les siennes ; et cette satisfaction si douce qu'on éprouve à confier ses instants de plaisir à quelqu'un qui sait les écouter avec intérêt.  Eh bien, c'est incessamment le jour de sa fête."")",0.0,Match
119,"('#monsieur-hardouin', 'Et il vous faudrait un divertissement, un proverbe, une petite comédie.')","('#monsieur-hardouin', 'Je vous entends ; et il vous faudrait un divertissement, un proverbe, une petite comédie.')",0.0,Match
120,"('#madame-de-chepy', ""C'est cela, mon cher Hardouin."")","('#madame-de-chepy', ""C'est cela, mon cher Hardouin."")",0.0,Match
121,"('#monsieur-hardouin', ""Je suis désespéré de vous refuser net, mais tout net ; premièrement parce que je suis excédé de fatigue et qu'il ne me reste pas une idée ; mais pas une.  Secondement, parce que j'ai heureusement ou malheureusement une de ces têtes auxquelles on ne commande pas.  Je voudrais vous servir que je ne le pourrais."")","('#monsieur-hardouin', ""Je suis désespéré de vous refuser net, mais tout net ; premièrement, parce que je suis excédé de fatigue, et qu'il ne me reste pas une idée, mais pas une ; secondement, parce que j'ai heureusement ou malheureusement une de ces têtes auxquelles on ne commande pas.  Je voudrais vous servir que je ne le pourrais pas."")",0.0,Match
122,"('#madame-de-chepy', ""Ne dirait-on pas qu'on vous demande un chef-d'oeuvre."")","('#madame-de-chepy', ""Ne dirait-on pas qu'on vous demande un chef-d'oeuvre !"")",0.0,Match
123,"('#monsieur-hardouin', 'Vous demandez au moins une chose qui vous plaise, et cela ne me paraît pas aisé ; qui plaise à la personne que vous voulez fêter, et cela est très difficile ; qui plaise à la société qui est faite aux belles choses ; enfin qui me plaise à moi, et je ne suis presque jamais content de ce que je fais.')","('#monsieur-hardouin', ""Mais, madame, vous demandez au moins une chose qui vous plaise, et cela ne me paraît pas aisé ; qui plaise à la personne que vous voulez fêter, et cela est très difficile ; qui plaise à sa société, qui n'est pas composée de gens indulgents ; enfin qui me plaise à moi, et je ne suis presque jamais content de ce que je fais."")",0.0,Match
124,"('#madame-de-chepy', ""Ce ne sont là que les fantômes de votre paresse ou les prétextes de votre mauvaise volonté.  Vous me persuaderez peut-être que vous redoutez beaucoup mon jugement ?  Mon amie, j'en conviens, a le sentiment délicat, et le tact exquis ; mais elle est juste, et sera plus touchée d'un mot heureux que blessée d'une mauvaise scène ; et quand elle vous trouverait un peu plat, qu'est-ce que cela vous ferait ?  Vous auriez tort de craindre nos beaux esprits dont nous suspendrons la critique, en vous nommant.  Pour vous, monsieur, c'est autre chose.  Après avoir été mécontent de vous-même, tant de fois ; vous en serez quitte pour être injuste une fois de plus."")","('#madame-de-chepy', ""Tout cela ne sont que les fantômes de votre paresse, ou les prétextes de votre mauvaise volonté.  Vous me persuaderez peut-être que vous craignez beaucoup mon jugement ?  Mon amie a, je l'avoue, le sentiment très délicat, et le tact exquis : mais elle est juste, mais elle est plus touchée d'un mot heureux, que blessée d'une mauvaise scène ; et, quand elle vous trouverait un peu plat, qu'est-ce que cela vous ferait ?  Vous auriez le plus grand tort de redouter nos beaux esprits : nous n'aurons qu'à vous nommer pour modérer leur critique.  Pour vous, monsieur, c'est autre chose : après avoir été mécontent de vous-même tant de fois, vous en serez quitte pour être injuste une fois de plus."")",0.0,Match
125,"('#monsieur-hardouin', ""D'ailleurs, madame, je n'ai pas l'esprit libre.  Vous connaissez Madame Servin ; c'est, je crois, votre amie."")","('#monsieur-hardouin', ""D'ailleurs, madame, je n'ai pas l'esprit libre.  Vous connaissez Madame Servin ; c'est, je crois, votre amie ?"")",0.0,Match
126,"('#madame-de-chepy', 'Je la rencontre dans le monde ; je la vois chez elle.  Nous ne nous aimons pas ; mais nous nous embrassons.')","('#madame-de-chepy', 'Je la rencontre dans le monde, je la vois chez elle, nous nous embrassons ; mais nous ne nous aimons pas.')",0.0,Match
127,"('#monsieur-hardouin', ""Sa bienfaisance inconsidérée lui a attiré une affaire très ridicule, et vous savez ce que c'est qu'un ridicule, surtout pour elle.  N'a-t-elle pas découvert que j'étais lié avec son adverse partie ; et ne faut-il pas absolument que je la tire de là.  J'ai même pris la liberté de donner rendez-vous ici, à mon homme."")","('#monsieur-hardouin', ""Sa bienfaisance inconsidérée lui a fait une affaire très ridicule, et vous savez ce que c'est que le ridicule pour elle : elle a découvert que j'étais lié avec son adverse partie, et il faut absolument que je la tire de là, j'ai même pris la liberté de donner rendez-vous ici à mon homme."")",0.0,Match
128,"('#madame-de-chepy', 'Tenez, mon cher Hardouin ; laissez faire à chacun son rôle.  Celui des avocats est de terminer les procès ; le vôtre de produire des ouvrages charmants.  Voulez-vous savoir ce qui vous arrivera ?  Vous vous brouillerez avec la dame dont vous êtes le négociateur, avec son adversaire, et avec moi, si vous me refusez.')","('#madame-de-chepy', ""Tenez, mon pauvre Hardouin, il faut que chacun fasse son rôle dans ce monde : celui des avocats est de terminer les procès, le vôtre de faire des ouvrages charmants.  Voulez-vous savoir ce qui va vous arriver ?  C'est de vous brouiller avec la dame dont vous êtes le négociateur, avec son adversaire, et avec moi, si vous me refusez."")",0.0,Match
129,"('#monsieur-hardouin', ""Pour une chose aussi frivole ?  C'est ce que je ne croirai jamais."")","('#monsieur-hardouin', ""Pour une chose aussi frivole ?  C'est ce que je ne craindrai jamais."")",0.0,Match
130,"('#madame-de-chepy', ""Mais c'est à moi, ce me semble, à juger si la chose est frivole ou non ; cela tient à l'intérêt que j'y mets."")","('#madame-de-chepy', ""Mais c'est à moi, ce me semble, à juger si la chose est frivole ou non : cela tient à l'intérêt que j'y mets."")",0.0,Match
131,"('#monsieur-hardouin', ""C'est-à-dire que s'il vous plaisait d'y en mettre dix fois, cent fois plus qu'il ne faut..."")","('#monsieur-hardouin', ""C'est-à-dire que s'il vous plaisait d'y en mettre dix fois, cent fois plus qu'elle ne vaut..."")",0.0,Match
132,"('#madame-de-chepy', ""Je serais peu sensée, peut-être ; mais vous n'en seriez que plus désobligeant.  Allons, mon cher, promettez-moi ; ou je vous fais une abominable tracasserie avec une de vos meilleures amies."")","('#madame-de-chepy', ""Je serais peu sensée, peut-être ; mais vous n'en seriez que plus désobligeant.  Allons, mon cher, promettez-moi."")",0.0,Match
133,"('#monsieur-hardouin', 'Quelle amie ?  Qui que ce soit, je ne ferai sûrement pas pour elle, ce que je ne ferai pas pour vous.')",,1.0,Insertion
134,"('#madame-de-chepy', 'Promettez.')",,1.0,Insertion
135,"('#monsieur-hardouin', 'Je ne saurais.')","('#monsieur-hardouin', 'Je ne saurais.')",0.0,Match
136,"('#madame-de-chepy', 'Faites la pièce.')","('#madame-de-chepy', 'Faites ma pièce.')",0.0,Match
137,"('#monsieur-hardouin', 'En vérité, je ne saurais.')","('#monsieur-hardouin', 'En vérité, je ne saurais.')",0.0,Match
138,"('#madame-de-chepy', 'Le rôle de suppliante ne me va guère, et celui de la douceur ne me dure pas.  Prenez-y garde, je vais me fâcher.')","('#madame-de-chepy', 'Le rôle de suppliante ne me va guère, et celui de la douceur ne me dure pas.  Prenez-y garde, je vais me fâcher.')",0.0,Match
139,"('#monsieur-hardouin', 'Non, madame, vous ne vous fâcherez pas.')","('#monsieur-hardouin', 'Non, Madame, vous ne vous fâcherez pas.')",0.0,Match
140,"('#madame-de-chepy', ""Et je vous dis, moi, monsieur, que je suis fâchée, très fâchée de ce que vous en usez avec moi, comme vous n'en useriez pas avec cette grosse provinciale rengorgée qui vous commande avec une impertinence qu'on lui passerait à peine si elle était jeune et jolie ; avec cette petite minaudière qui est l'un et l'autre, mais qui gâte tout cela, qui ne fait pas un geste qui ne soit apprêté, qui ne dit pas un mot sans prétention, et qui est toujours aussi mécontente des autres que satisfaite d'elle-même ; avec ce petit colifichet de précieuse qui a des nerfs, non ce n'est pas des nerfs, mais des fibres, ce qui veut dire des cheveux ; dont on est effarouché d'entendre sortir de grands mots qu'elle a ramassés dans la société des savants, des pédants, et qu'elle répète, à tort et à travers, comme une perruche mal sifflée ; avec mademoiselle, oui, avec mademoiselle que voilà, qui vous donne quelquefois à ma toilette des distractions dont je pourrais me choquer, s'il me convenait, mais dont je continuerai de rire."")","('#madame-de-chepy', ""Et je vous dis, moi, monsieur, que je suis fâchée, très fâchée que vous en usiez avec moi comme vous n'en useriez pas avec cette grosse provinciale rengorgée, qui vous commande avec une impertinence qu'on lui passerait à peine si elle était jeune et jolie ; avec cette petite minaudière, qui est l'un et l'autre, mais qui gâte tout cela, qui ne fait pas un geste qui ne soit apprêté, qui ne dit pas un mot qui ne montre la prétention, et qui est aussi satisfaite de toute sa personne que mécontente des autres ; avec ce petit colifichet de précieuse, qui n'a pas des nerfs, mais des fibres, ce qui veut dire des cheveux; dont on est tout étonné d'entendre sortir de grands mots, qu'elle a ramassés dans la société des savants, des pédants, et qu'elle répète à tort et à travers, comme une perruche mal sifflée ; avec mademoiselle, oui, avec mademoiselle que voilà, qui vous donne quelquefois à ma toilette des distractions dont je pourrais me choquer si je voulais, mais dont je continuerai de rire."")",0.0,Match
141,"('#mademoiselle-beaulieu', 'Moi, madame !')","('#mademoiselle-beaulieu', 'Moi, madame !')",0.0,Match
142,"('#madame-de-chepy', ""Oui, vous.  Il ne faut pas que cela vous offense.  Ce bel attachement vous fait assez d'honneur."")","('#madame-de-chepy', ""Oui, vous ; il ne faut pas que cela vous offense : ce bel attachement vous fait assez d'honneur."")",0.0,Match
143,"('#monsieur-hardouin', 'Il est vrai, madame, que je trouve mademoiselle très honnête, très décente, très bien élevée.')","('#monsieur-hardouin', 'Il est vrai, madame, que je trouve mademoiselle très honnête, très décente, très bien élevée.')",0.0,Match
144,"('#madame-de-chepy', 'Très aimable.')","('#madame-de-chepy', 'Très aimable.')",0.0,Match
145,"('#monsieur-hardouin', ""Très aimable ; pourquoi pas.  Aucun état n'a le privilège exclusif de cet éloge que je lui donne quelquefois, en plaisantant ; mais je la respecte assez, elle et moi-même, pour n'y pas mettre un sérieux qui l'offenserait."")","('#monsieur-hardouin', ""Très aimable, pourquoi pas ?  L'état, quel qu'il soit, n'est ni un privilège, ni une exclusion à ce titre que je lui donne quelquefois en plaisantant ; mais je la respecte assez, elle et moi-même, pour n'y pas mettre un sérieux qui l'offenserait."")",0.0,Match
146,"('#madame-de-chepy', 'Mademoiselle, je vous prie, je vous supplie de vouloir bien intercéder pour moi, auprès de Monsieur Hardouin.')","('#madame-de-chepy', 'Mademoiselle, je vous prie, je vous supplie de vouloir bien intercéder pour moi auprès de Monsieur.')",0.0,Match
147,"('#monsieur-hardouin', ""Elle n'en sera pas dédite.  Je suis piqué de mon côté.  Sans la dépriser, ces femmes qu'elle vient de déchirer la valent bien.  Voulez-vous que la pièce se fasse."")","('#monsieur-hardouin', ""Elle n'en sera pas dédite.  Je suis aussi piqué de mon côté ; ces femmes qu'elle vient de déchirer la valent bien, sans la dépriser.  Voulez-vous que la pièce se fasse ?"")",0.0,Match
148,"('#mademoiselle-beaulieu', ""J'aurais une étrange vanité, si j'osais me flatter d'obtenir ce que vous avez si durement refusé à madame."")","('#mademoiselle-beaulieu', ""J'aurais une bien étrange vanité, si j'osais me flatter d'obtenir de vous ce que vous avez si durement refusé à Madame."")",0.0,Match
149,"('#monsieur-hardouin', 'Expliquez-vous nettement ; cela vous fera-t-il plaisir ?')","('#monsieur-hardouin', 'Expliquez-vous nettement ; cela vous fera-t-il plaisir ?')",0.0,Match
150,"('#mademoiselle-beaulieu', ""On ne saurait davantage ; mais madame n'en pourrait être que très mortifiée.  Qui sait si cela ne m'éloignerait pas de son service ?  Ce ne serait pas demain ; mais petit à petit la délicieuse Mademoiselle Beaulieu deviendrait gauche, maladroite, maussade ; je ne me l'entendrais pas dire longtemps : je sortirais ; et je ne sortirais pas sans chagrin ; car malgré ses violences, madame est bonne, et je lui suis très attachée ; sans compter que votre complaisance ne serait pas secrète et ne pourrait être que mal interprétée.  Tenez, monsieur, le mieux est de persister dans votre refus, ou de céder au désir de madame."")","('#mademoiselle-beaulieu', ""On ne saurait davantage ; mais madame n'en pourrait être que très mortifiée.  Qui sait si cela ne m'éloignerait pas de son service ?  Ce ne serait pas demain ; mais petit à petit, la délicieuse mademoiselle Beaulieu deviendrait gauche, maladroite, maussade : je ne l'entendrais pas dire longtemps; je sortirais, et je ne sortirais pas sans chagrin, car je suis très attachée à madame ; sans compter que votre complaisance ne serait pas secrète, et ne pourrait être que mal interprétée.  Tenez, monsieur, le mieux est de persister dans votre refus, ou de céder au désir de madame."")",0.0,Match
151,"('#monsieur-hardouin', ""De ces deux partis le premier est le seul qui me convienne.  Je suis obsédé d'embarras.  J'en ai pour mon compte.  J'en ai pour le compte d'autrui.  Pas un instant de repos.  Si l'on frappe à ma porte, je crains d'ouvrir.  Si je sors, c'est le chapeau rabattu sur les yeux.  Si l'on me relance en visite, la pâleur me vient.  Ils sont une nuée qui attendent après le succès d'une comédie que je dois lire au Français.  Ne vaut-il pas mieux que je m'en occupe que de perdre mon temps à ces balivernes de société ?  Ou ce que l'on fait est mauvais, et ce n'était pas la peine de le faire ; ou si cela est passable, le jeu des acteurs le rend plat."")","('#monsieur-hardouin', ""De ces deux partis, le premier est le seul qui me convienne.  Je suis obsédé d'embarras de toute espèce, j'en ai pour mon compte, j'en ai pour le compte d'autrui : pas un instant de repos.  Si l'on frappe à ma porte, je crains d'ouvrir ; si je sors, c'est le chapeau rabattu sur les yeux ; si l'on me relance en visite, la pâleur me prend.  Ils sont une nuée qui attendent après le succès d'une comédie que je dois lire aux Français.  Ne vaut-il pas mieux que je m'en occupe, que de perdre mon temps à ces balivernes de société ?  Ou ce que l'on fait est mauvais, et ce n'était pas la peine de le faire; ou si cela est passable, le jeu pitoyable des acteurs le rend plat."")",0.0,Match
152,"('#mademoiselle-beaulieu', ""Il paraît que Monsieur Hardouin n'a pas une haute idée de notre talent."")","('#mademoiselle-beaulieu', ""Il paraît que monsieur Hardouin n'a pas une haute idée de notre talent."")",0.0,Match
153,"('#monsieur-hardouin', ""S'il faut, mademoiselle, vous en dire la vérité, j'ai vu les acteurs de société les plus vantés ; cela fait pitié.  Le meilleur n'entrerait pas dans une troupe de province et figurerait mal, chez Nicolet."")","('#monsieur-hardouin', ""Si vous voulez, mademoiselle, que je vous dise la vérité, j'ai vu les acteurs de société les plus vantés, et je vous jure que le meilleur n'entrerait pas dans une troupe de province, et figurerait mal chez Nicolet.  Cela fait pitié."")",0.0,Match
