,corneillet-festin-pierre,moliere-dom-juan,Cost,Operation Type
68,"('#don-juan', ""Laissons-là tes frayeurs, et songeons seulement À ce qui me peut faire un destin tout charmant. Celle qui me réduit à soupirer pour elle, Est une fiancée aimable, jeune, belle, Et conduite en ces lieux où j'ai suivi ses pas, Par l'heureux, à qui sont destinés tant d'appas. Je la vis par hasard, et j'eus cet avantage, Dans le temps qu'ils songeaient à faire leur voyage. Il faut te l'avouer. Jamais jusqu'à ce jour Je n'ai vu deux amants se montrer tant d'amour. De leurs cours trop unis la tendresse visible, Me frappant tout_à_coup, rendit le mien sensible, Et les voyant céder aux transports les plus doux, Si je devins amant, je fus amant jaloux. Oui, je ne pus souffrir sans un dépit extrême, Qu'ils s'aimassent autant que l'un et l'autre s'aime. Ce bizarre chagrin alluma mes désirs ; Je me fis un plaisir de troubler leurs plaisirs, De rompre adroitement l'étroite intelligence, Dont mon coeur délicat se faisait une offense. N'ayant pu réussir, plus amoureux toujours, C'est au dernier remède enfin que j'ai recours. Cet époux prétendu, dont le bonheur me blesse, Doit aujourd'hui sur mer régaler sa maîtresse. Sans t'en avoir rien dit, j'ai dans mes intérêts Quelques gens qu'au besoin nous trouverons tout prêts. Ils auront une barque, où la belle, enlevée, Rendra de mon amour la victoire achevée"")","('#don-juan', ""Ah !  N'allons point songer au mal qui nous peut arriver, et songeons seulement à ce qui nous peut donner du plaisir.  La personne dont je te parle, est une jeune fiancée, la plus agréable du monde, qui a été conduite ici par celui même qu'elle y vient épouser ; et le hasard me fit voir ce couple d'amants, trois ou quatre jours avant leur voyage.  Jamais je n'ai vu deux personnes être si contents l'un de l'autre, et faire éclater plus d'amour.  La tendresse visible de leurs mutuelles ardeurs me donna de l'émotion ; j'en fus frappé au coeur, et mon amour commença par la jalousie.  Oui, je ne pus souffrir d'abord de les voir si bien ensemble, le dépit alarma mes désirs, et je me figurai un plaisir extrême, à pouvoir troubler leur intelligence, et rompre cet attachement, dont la délicatesse de mon coeur se tenait offensée ; mais jusques ici tous mes efforts ont été inutiles, et j'ai recours au dernier remède.  Cet époux prétendu doit aujourd'hui régaler sa maîtresse d'une promenade sur mer, sans t'en avoir rien dit, toutes choses sont préparées pour satisfaire mon amour, et j'ai une petite barque et des gens, avec quoi fort facilement je prétends enlever la belle. "")",0.0,Match
69,"('#sganarelle', 'Ah ! Monsieur.')","('#sganarelle', 'Ha !  Monsieur... ')",0.0,Match
70,"('#don-juan', 'Heu !')","('#don-juan', 'Hen ? ')",0.07,Substitution
71,"('#sganarelle', ""C'est là le prendre comme il faut. Vous faites bien."")",,1.0,Insertion
72,"('#don-juan', ""L'amour n'est pas un grand défaut."")",,1.0,Insertion
73,"('#sganarelle', ""Sottise ; il n'est rien tel que de se satisfaire. La méchante âme !"")","('#sganarelle', ""C'est fort bien à vous, et vous le prenez comme il faut, il n'est rien tel en ce monde que de se contenter. "")",0.38,Substitution
74,"('#don-juan', ""Allons songer à cette affaire. Voici l'heure à peu près où ceux... Mais qu'est ceci ? Tu ne m'avais pas dit qu'Elvire était ici."")","('#don-juan', ""Prépare-toi donc à venir avec moi, et prends soin toi-même d'apporter toutes mes armes, afin que...  Ah !  Rencontre fâcheuse, traître, tu ne m'avais pas dit qu'elle était ici elle-même.  Il aperçoit Dona Elvire."")",0.39,Substitution
75,,"('#sganarelle', ""Monsieur, vous ne me l'avez pas demandé. "")",1.0,Deletion
76,"('#sganarelle', 'Savais-je que si tôt vous la verriez paraître ?')","('#don-juan', ""Est-elle folle, de n'avoir pas changé d'habit, et de venir en ce lieu-ci avec son équipage de campagne ? "")",1.12,Substitution
77,"('#elvire', ""Don Juan voudra-t-il encor me reconnaître, Et puis-je me flatter que le soin que j'ai pris..."")","('#dona-elvire', 'Me ferez-vous la grâce, Don Juan, de vouloir bien me reconnaître, et puis-je au moins espérer que vous daigniez tourner le visage de ce côté ? ')",0.21,Substitution
78,"('#don-juan', ""Madame, à dire vrai, j'en suis un peu surpris. Rien ne devait ici presser votre voyage."")","('#don-juan', 'Madame, je vous avoue que je suis surpris, et que je ne vous attendais pas ici. ')",0.17,Substitution
79,"('#elvire', ""J'y viens faire sans doute un méchant personnage, Et par ce froid accueil, je commence de voir L'erreur où m'avait mise un trop crédule espoir. J'admire ma faiblesse et l'imprudence extrême Qui m'a fait consentir à me tromper moi-même, À démentir mes yeux sur une trahison, Où mon coeur refusait de croire ma raison. Oui, pour vous contre moi ma tendresse séduite, Quoi qu'on pût m'opposer, excusait votre fuite. Cent soupçons qui pouvaient alarmer mon amour, Avaient beau contre vous me parler chaque jour, À vous justifier toujours trop favorable, J'en rejetais la voix qui vous rendait coupable, Et je ne regardais dans ce trouble odieux, Que ce qui vous peignait innocent à mes yeux. Mais un accueil si froid et si plein de surprise, M'apprend trop ce qu'il faut que pour vous je me dise. Je n'ai plus à douter qu'un honteux repentir Ne vous ait sans rien dire obligé de partir. J'en veux pourtant, j'en veux, dans mon malheur extrême, Entendre les raisons de votre bouche même. Parlez donc, et sachons par où j'ai mérité, Ce qu'ose contre moi votre infidélité."")","('#dona-elvire', ""Oui, je vois bien que vous ne m'y attendiez pas ; et vous êtes surpris, à la vérité, mais tout autrement que je ne l'espérais, et la manière dont vous le paraissez me persuade pleinement ce que je refusais de croire.  J'admire ma simplicité, et la faiblesse de mon coeur, à douter d'une trahison, que tant d'apparences me confirmaient.  J'ai été assez bonne, je le confesse, ou plutôt assez sotte pour me vouloir tromper moi-même, et travailler à démentir mes yeux et mon jugement.  J'ai cherché des raisons pour excuser à ma tendresse le relâchement d'amitié qu'elle voyait en vous ; et je me suis forgé exprès cent sujets légitimes d'un départ si précipité, pour vous justifier du crime dont ma raison vous accusait.  Mes justes soupçons chaque jour avaient beau me parler, j'en rejetais la voix qui vous rendait criminel à mes yeux, et j'écoutais avec plaisir mille chimères ridicules qui vous peignaient innocent à mon coeur ; mais enfin cet abord ne me permet plus de douter, et le coup d'oeil qui m'a reçue m'apprend bien plus de choses, que je ne voudrais en savoir.  Je serai bien aise pourtant d'ouïr de votre bouche les raisons de votre départ.  Parlez, Don Juan, je vous prie, et voyons de quel air vous saurez vous justifier ! "")",0.0,Match
80,"('#don-juan', ""Si mon éloignement m'a fait croire infidèle, J'ai mes raisons, Madame, et voilà Sganarelle, Qui vous dira pourquoi..."")","('#don-juan', 'Madame, voilà Sganarelle, qui sait pourquoi je suis parti. ')",0.53,Substitution
81,"('#sganarelle', 'Je le dirai ? Fort bien.')",,1.0,Insertion
82,"('#don-juan', 'Il sait...')",,1.0,Insertion
83,"('#sganarelle', ""Moi ? S'il vous plaît, Monsieur je ne sais rien."")","('#sganarelle', ""Moi, Monsieur, je n'en sais rien, s'il vous plaît. "")",0.0,Match
84,"('#elvire', ""Et bien, qu'il parle ; il faut souffrir tout pour vous plaire."")","('#dona-elvire', ""Hé bien, Sganarelle, parlez, il n'importe de quelle bouche j'entende ses raisons. "")",0.87,Substitution
85,"('#don-juan', 'Allons, parle à Madame, il ne faut point se taire.')","('#don-juan', 'Allons, parle donc à Madame. ')",0.0,Match
86,"('#sganarelle', 'Vous vous moquez, Monsieur.')","('#sganarelle', 'Que voulez-vous que je dise ? ')",1.45,Substitution
87,"('#elvire', ""Puisqu'on le veut ainsi, Approchez, et voyons ce mystère éclairci. Quoi, tous deux interdits ! Est-ce là pour confondre..."")","('#dona-elvire', ""Approchez, puisqu'on le veut ainsi, et me dites un peu les causes d'un départ si prompt. "")",0.85,Substitution
88,"('#don-juan', 'Tu ne répondras pas ?')","('#don-juan', 'Tu ne répondras pas ? ')",0.0,Match
89,"('#sganarelle', ""Je n'ai rien à répondre."")","('#sganarelle', ""Je n'ai rien à répondre, vous vous moquez de votre serviteur. "")",0.71,Substitution
90,"('#don-juan', 'Veux-tu parler, te dis-je ?')","('#don-juan', 'Veux-tu répondre, te dis-je ? ')",0.0,Match
91,"('#sganarelle', 'Et bien, allons tout doux. Madame...')","('#sganarelle', 'Madame... ')",1.67,Substitution
92,"('#elvire', 'Quoi ?')","('#dona-elvire', 'Quoi ? ')",0.0,Match
93,"('#sganarelle', 'Monsieur.')","('#sganarelle', 'Monsieur... ')",0.06,Substitution
94,"('#don-juan', 'Redoute mon courroux.')","('#don-juan', 'Si... ')",1.84,Substitution
95,"('#sganarelle', ""Madame, un autre monde avec quelque autre chose, Comme les conquérants, Alexandre, est la cause Qui nous a fait en hâte, et sans vous dire adieu, Décamper l'un et l'autre, et venir en ce lieu. Voilà pour vous, Monsieur, tout ce que je puis faire."")","('#sganarelle', 'Madame, les conquérants, Alexandre et les autres mondes sont causes de notre départ ; voilà, Monsieur, tout ce que je puis dire. ')",0.0,Match
96,"('#elvire', ""Vous plaît-il, Don Juan, m'éclaircir ce mystère ?"")","('#dona-elvire', 'Vous plaît-il, Don juan, nous éclaircir ces beaux mystères ? ')",0.0,Match
97,"('#don-juan', 'Madame, à dire vrai, pour ne pas abuser...')","('#don-juan', 'Madame, à vous dire la vérité.')",1.64,Substitution
98,"('#elvire', ""Ah, que vous savez peu l'art de déguiser ! Pour un homme de Cour qui doit avec étude De feindre, de tromper avoir pris l'habitude, Demeurer interdit, c'est mal faire valoir La noble effronterie où je vous devrais voir. Que ne me jurez-vous que vous êtes le même ; Que vous m'aimez toujours autant que je vous aime, Et que la seule mort dégageant votre foi, Rompra l'attachement que vous avez pour moi ? Que ne me dites-vous qu'une affaire importante A causé le départ, dont j'ai pris l'épouvante ; Que si de son secret j'ai lieu de m'offenser, Vous avez craint les pleurs qu'il m'aurait fait verser Qu'ici d'un long séjour ne pouvant vous défendre, Je n'ai qu'à vous quitter, et vous aller attendre ; Que vous me rejoindrez avec l'empressement, Qu'a pour ce qu'il adore un véritable amant, Et qu'éloigné de moi, l'ardeur qui vous enflamme Vous rend ce qu'est un corps séparé de son âme ? Voilà par où du moins vous me feriez douter, D'un oubli que mes feux devraient peu redouter"")","('#dona-elvire', ""Ah, que vous savez mal vous défendre pour un homme de Cour, et qui doit être accoutumé à ces sortes de choses !  J'ai pitié de vous voir la confusion que vous avez.  Que ne vous armez-vous le front d'une noble effronterie ?  Que ne me jurez-vous que vous êtes toujours dans les mêmes sentiments pour moi, que vous m'aimez toujours avec une ardeur sans égale, et que rien n'est capable de vous détacher de moi que la mort !  Que ne me dites-vous que des affaires de la dernière conséquence vous ont obligé à partir sans m'en donner avis, qu'il faut que malgré vous vous demeuriez ici quelque temps, et que je n'ai qu'à m'en retourner d'où je viens, assurée que vous suivrez mes pas le plus tôt qu'il vous sera possible : qu'il est certain que vous brûlez de me rejoindre, et qu'éloigné de moi, vous souffrez ce que souffre un corps qui est séparé de son âme ?  Voilà comme il faut vous défendre, et non pas être interdit comme vous êtes. "")",0.0,Match
99,"('#don-juan', ""Madame, puisqu'il faut parler avec franchise, Apprenez ce qu'en vain mon trouble vous déguise. Je ne vous dirai point que mes empressements Vous conservent toujours les mêmes sentiments, Et que loin de vos yeux, ma juste impatience Pour le plus grand des maux me fait compter l'absence. Si j'ai pu me résoudre à fuir, à vous quitter, Je n'ai pris ce dessein que pour vous éviter. Non que mon coeur encor, trop touché de vos charmes, N'ait le même penchant à vous rendre les armes ; Mais un pressant scrupule à qui j'ai dû céder, M'ouvrant les yeux de l'âme a su m'intimider, Et fait voir qu'avec vous, quelque amour qui m'engage, Je ne puis, sans péché, demeurer davantage. J'ai fait réflexion que pour vous épouser, Moi-même trop longtemps j'ai voulu m'abuser ; Que je vous ai forcée à faire au Ciel l'injure De rompre en ma faveur une sainte clôture, Où par des veux sacrés vous aviez entrepris De garder pour le monde un éternel mépris. Sur ces réflexions, un repentir sincère M'a fait appréhender la céleste colère. J'ai cru que votre hymen trop mal autorisé, N'était pour tous les deux qu'un crime déguisé, Et que je ne pouvais en éviter les peines, Qu'en tâchant de vous rendre à vos premières chaînes, N'en doutez point ; voilà, quoi qu'avec mille ennuis, Et pourquoi je m'éloigne, et pourquoi je vous fuis. Par un frivole amour, voudriez-vous, madame, Combattre le remords qui déchire mon âme, Et qu'en vous retenant, j'attirasse sur nous Du Ciel toujours vengeur l'implacable courroux ?"")","('#don-juan', ""Je vous avoue, Madame, que je n'ai point le talent de dissimuler, et que je porte un coeur sincère.  Je ne vous dirai point que je suis toujours dans les mêmes sentiments pour vous, et que je brûle de vous rejoindre, puisque enfin il est assuré que je ne suis parti que pour vous fuir ; non point par les raisons que vous pouvez vous figurer, mais par un pur motif de conscience, et pour ne croire pas qu'avec vous davantage je puisse vivre sans péché.  Il m'est venu des scrupules, Madame, et j'ai ouvert les yeux de l'âme sur ce que je faisais.  J'ai fait réflexion que, pour vous épouser, je vous ai dérobée à la clôture d'un couvent, que vous avez rompu des voeux, qui vous engageaient autre part, et que le Ciel est fort jaloux de ces sortes de choses.  Le repentir m'a pris, et j'ai craint le courroux céleste.  J'ai cru que notre mariage n'était qu'un adultère déguisé, qu'il nous attirerait quelque disgrâce d'en haut, et qu'enfin je devais tâcher de vous oublier, et vous donner moyen de retourner à vos premières chaînes.  Voudriez-vous, Madame, vous opposer à une si sainte pensée, et que j'allasse, en vous retenant, me mettre le Ciel sur les bras, que par... "")",0.0,Match
100,"('#elvire', ""Ah ! Scélérat, ton coeur aussi lâche que traître, Commence tout entier à se faire connaître Et ce qui me confond dans tout ce que j'attends, Je le connais enfin lorsqu'il n'en est plus temps. Mais sache, à me tromper quand ce coeur s'étudie, Que ta perte suivra ta noire perfidie, Et que ce même Ciel, dont tu t'oses railler, À me venger de toi voudra bien travailler."")","('#dona-elvire', ""Ah !  Scélérat, c'est maintenant que je te connais tout entier, et pour mon malheur, je te connais lorsqu'il n'en est plus temps, et qu'une telle connaissance ne peut plus me servir qu'à me désespérer ; mais sache que ton crime ne demeurera pas impuni, et que le même Ciel dont tu te joues, me saura venger de ta perfidie. "")",0.0,Match
101,"('#sganarelle', ""Se peut-il qu'il résiste, et que rien ne l'étonne ! Monsieur... À Don Juan."")",,1.0,Insertion
102,"('#don-juan', ""De fausseté je vois qu'on me soupçonne. Mais Madame..."")","('#don-juan', 'Madame.')",1.84,Substitution
103,"('#elvire', ""Il suffit, je t'ai trop écouté. En ouïr davantage est une lâcheté, Et quoi qu'on ait à dire, il faut qu'on se surmonte, Pour ne se faire pas trop expliquer sa honte. Ne te figure point qu'en reproches en l'air Mon courroux contre toi veuille ici s'exhaler. Tout ce qu'il peut avoir d'ardeur, de violence, Se réserve à mieux faire éclater ma vengeance. Je te le dis encor, le Ciel armé pour moi Punira tôt ou tard ton manquement de foi ; Et si tu ne crains point sa justice blessée, Crains du moins la fureur d'une femme offensée. Elle sort avec Gusman, et Don Juan la regarde partir. "")","('#dona-elvire', ""Il suffit.  Je n'en veux pas ouïr davantage, et je m'accuse même d'en avoir trop entendu.  C'est une lâcheté que de se faire expliquer trop sa honte, et sur de tels sujets, un noble coeur, au premier mot, doit prendre son parti.  N'attends pas que j'éclate ici en reproches et en injures, non, non, je n'ai point un courroux à exhaler en paroles vaines, et toute sa chaleur se réserve pour sa vengeance.  Je te le dis encore, le Ciel te punira, perfide, de l'outrage que tu me fais ; et si le Ciel n'a rien que tu puisses appréhender, appréhende du moins la colère d'une femme offensée. "")",0.0,Match
104,"('#sganarelle', 'Il ne dit mot, il rêve, et les yeux sur les siens... Hélas ! Si le remords le pouvait prendre.')","('#sganarelle', 'Si le remords le pouvait prendre ! ')",0.28,Substitution
105,"('#don-juan', ""Viens, Il est temps d'achever l'amoureuse entreprise, Qui me livre l'objet dont mon âme est éprise. Suis-moi."")","('#don-juan', ""Allons songer à l'exécution de notre entreprise amoureuse. "")",0.33,Substitution
