,moliere-amants-magnifiques,quinault-thesee,Cost,Operation Type
415,"('#aristione', ""Je vois, ma fille, que vous savez déjà tout ce que nous pourrions vous dire.  Vous voyez que les Dieux se sont expliqués bien plus tôt que nous n'eussions pensé ; mon péril n'a guère tardé à nous marquer leurs volontés, et l'on connaît assez que ce sont eux qui se sont mêlés de ce choix, puisque le mérite tout seul brille dans cette préférence.  Aurez-vous quelque répugnance à récompenser de votre coeur, celui à qui je dois la vie et refuserez-vous Sostrate pour époux ?"")","('#medee', ""J'ai caché mon dépit sous ma feinte douceur ; La vengeance ordinaire est trop peu pour mon cour, Je la veux horrible et barbare. Je m'éloignais tantôt exprès pour tout savoir. Du secret de Thésée il faut me prévaloir, Le roi l'ignore encor, et pour me satisfaire Contre un fils inconnu j'arme son propre père : J'immolai mes enfants, j'osai les égorger ; Je ne serai pas seule inhumaine, et perfide, Je ne puis me venger À moins d'un parricide."")",0.23,Substitution
416,"('#eriphile', 'Et de la main des Dieux, et de la vôtre, Madame, je ne puis rien recevoir qui ne me soit fort agréable.')","('#medee', ""Ce vase par mes soins vient d'être empoisonné ; Vous n'aurez qu'à l'offrir... vous semblez étonné ?"")",0.66,Substitution
417,,"('#le-roi', ""Ce héros m'a servi, malgré moi je l'estime, Puis-je lui préparer un injuste trépas ?"")",1.0,Deletion
418,,"('#medee', ""L'espoir de votre amour, la paix de vos états, Tout dépend d'immoler cette grande victime. Contre un rival heureux faut-il qu'on vous anime ? La vengeance a bien des appas, Est-ce trop la payer s'il vous en coûte un crime ?"")",1.0,Deletion
419,"('#sostrate', ""Ciel !  N'est-ce point ici quelque songe, tout plein de gloire dont les Dieux me veuillent flatter, et quelque réveil malheureux ne me replongera-t-il point dans la bassesse de ma fortune ?"")","('#le-roi', ""Je n'ai rien fait jusqu'à ce jour Qui puisse ternir ma mémoire ; Si près de mon tombeau faut-il trahir ma gloire ? Ne vaudrait-il pas mieux étouffer mon amour ?"")",0.4,Substitution
420,"('#cleonice', ""Madame, je viens vous dire qu'Anaxarque a jusqu'ici abusé, l'un et l'autre Prince, par l'espérance de ce ch[oi]x qu'ils poursuivent depuis longtemps, et qu'au bruit qui s'est répandu de votre aventure, ils ont fait éclater tous deux leur ressentiment contre lui, jusque-là, que de paroles en paroles, les choses se sont échauffées, et il en a reçu quelques blessures dont on ne sait pas bien ce qui arrivera.  Mais les voici."")","('#medee', ""Vous avez un fils à Trézene, Il faudra toujours l'éloigner : Votre peuple pour lui n'aura que de la haine, Il adore Thésée, il veut le voir régner. Laisserez-vous un fils sans nom, et sans empire, Tandis qu'un étranger jouira de son sort, Et peut-être osera s'assurer par sa mort..."")",0.36,Substitution
421,"('#aristione', ""Princes, vous agissez tous deux avec une violence bien grande, et si Anaxarque a pu vous offenser, j'étais pour vous en faire justice moi-même."")","('#le-roi', ""Je cède aux sentiments que la nature inspire, Je me rends, l'amour seul n'était pas assez fort."")",0.94,Substitution
422,"('#iphicrate', 'Et quelle justice, Madame, auriez-vous pu nous faire de lui, si vous la faites si peu à notre rang, dans le choix que vous embrassez ?')","('#medee #le-roi', ""Que la vengeance A d'attraits pour des cours jaloux ! N'épargnons point qui nous offense, Vengeons-nous, vengeons-nous, L'amour même, n'est pas plus doux Que la vengeance."")",0.83,Substitution
423,"('#aristione', ""Ne vous êtes-vous pas soumis l'un et l'autre, à ce que pourraient décider, ou les ordres du Ciel, ou l'inclination de ma fille ?"")","('#medee #le-roi', 'Ne craignez rien parfaits amants Les plaisirs suivront vos tourments.')",0.99,Substitution
424,"('#timocles', ""Oui, Madame, nous nous sommes soumis à ce qu'ils pourraient décider entre le Prince Iphicrate et moi, mais non pas à nous voir rebutés tous deux."")","('#choeur', 'Ne craignez rien parfaits amants Les plaisirs suivront vos tourments.')",1.11,Substitution
425,,"('#medee #le-roi', 'Recevez la récompence De votre constance.')",1.0,Deletion
426,"('#aristione', ""Et si chacun de vous a bien pu se résoudre à souffrir une préférence, que vous arrive-t-il à tous deux où vous ne soyez préparés, et que peuvent importer à l'un et à l'autre les intérêts de son rival ?"")","('#le-choeur', 'Ne craignez rien parfaits amants Les plaisirs suivront vos tourments.')",0.95,Substitution
427,,"('#le-roi', ""Oublions le passé, ma colère est finie ; Puisqu'Athènes le veut je consens qu'après moi Ce héros soit un jour son légitime roi. Commençons la cérémonie. Qu'on apprenne à servir Thésée en souverain. Prenez ce vase de ma main."")",1.0,Deletion
428,"('#iphicrate', ""Oui, Madame, il importe, c'est quelque consolation de se voir préférer un homme qui vous est égal, et votre aveuglement est une chose épouvantable."")","('#thesee', ""Je jure sur ce fer qui m'a comblé de gloire, Que je vous servirai contre vos ennemis, Et que vous n'aurez point de sujet plus soumis... Le roi considère avec étonnement l'épée de Thésée, et la reconnaît pour être celle qu'il a laissée pour servir un jour à la reconnaissance de son fils. "")",1.06,Substitution
429,,"('#le-roi', ""Que vois-je ? Quelle épée ! Ah qui l'aurait pu croire ! Ô ciel ! J'allais perdre mon fils ! J'avais laissé ce fer pour ta reconnaissance, Mon fils, ah mon cher fils, où nous exposais-tu ?"")",1.0,Deletion
430,"('#aristione', ""Prince, je ne veux pas me brouiller avec une personne qui m'a fait tant de grâce, que de me dire des douceurs ; et je vous prie, avec toute l'honnêteté qu'il m'est possible, de donner à votre chagrin un fondement plus raisonnable ; de vous souvenir, s'il vous plaît, que Sostrate est revêtu d'un mérite, qui s'est fait connaître à toute la Grèce, et que le rang où le ciel l'élève aujourd'hui va remplir toute la distance qui était entre lui et vous."")","('#thesee', ""Ce fer eût dans mes mains trahi votre espérance En vous montrant un fils qui n'eut point combattu, Sans prendre aucun secours d'une illustre naissance Je voulais éprouver jusqu'où va la vertu. Médée s'enfuit voyant Thésée reconnu par son père."")",0.4,Substitution
431,"('#iphicrate', 'Oui, oui, Madame, nous nous en souviendrons, mais peut-être aussi vous souviendrez-vous que deux Princes outragés ne sont pas deux ennemis peu redoutables.')","('#le-roi', ""Ah ! Perfide Médée ! ... elle fuit l'inhumaine, Qu'on la poursuive, allez, ne la respectez plus ; Mais la poursuite en sera vaine, Elle sait des chemins qui nous sont inconnus !"")",1.34,Substitution
432,"('#timocles', ""Peut-être, Madame, qu'on ne goûtera pas longtemps la joie du mépris que l'on fait de nous."")","('#thesee', ""C'est assez d'éviter sa haine ; Soyons heureux, Seigneur : Notre parfait bonheur Suffira pour sa peine."")",0.89,Substitution
433,"('#aristione', ""Je pardonne toutes ces menaces aux chagrins d'un amour qui se croit offensé, et nous n'en verrons pas avec moins de tranquillité la fête des jeux Pythiens.  Allons-y de ce pas, et couronnons par ce pompeux spectacle cette merveilleuse journée."")","('#le-roi #thesee #aegle', 'Notre parfait bonheur Suffira pour sa peine.')",1.38,Substitution
434,"('#la-pretresse', 'Chantez, peuples, chantez, en mille et mille lieux, Du dieu que nous servons les brillantes merveilles, Parcourez la terre et les cieux, Vous ne sauriez chanter rien de plus précieux, Rien de plus doux pour les oreilles.')","('#le-roi', ""Je suis charmé de vos appas, Je ne m'en défends pas, Trop aimable AEglé, je vous aime ; Mais je veux être heureux dans un autre moi-même ; Mon rival m'est trop cher pour en être jaloux, Je reconnais mon fils à son amour extrême, C'est le sort de mon sang de s'enflammer pour vous. Que l'hymen prépare Des noeuds pleins d'attraits Soyez unis à jamais, Que l'amour répare Tous les maux qu'il vous a faits Soyez unis à jamais."")",0.43,Substitution
435,,"('#choeur', 'Soyez unis à jamais.')",1.0,Deletion
436,"('#une-grecque-2', ""À ce Dieu plein de force, à ce Dieu plein d'appas Il n'est rien qui résiste."")","('#thesee #aegle', 'Les plus belles chaînes Coûtent des soupirs ; Il faut passer par les peines Pour arriver aux plaisirs.')",1.53,Substitution
437,,"('#le-roi #cleone #arcas', ""Que l'hymen prépare Des noeuds pleins d'attraits."")",1.0,Deletion
438,"('#autre-grecque-1', ""Il n'est rien ici-bas Qui par ses bienfaits ne subsiste."")","('#choeur', 'Soyez unis à jamais.')",1.55,Substitution
439,"('#autre-grecque-2', 'Toute la terre est triste Quand on ne le voit pas.')","('#le-roi #cleone #arcas', ""Que l'amour répare Tous les maux qu'il vous a faits."")",1.68,Substitution
440,,"('#choeur', 'Soyez unis à jamais.')",1.0,Deletion
441,"('#tous-ensemble', ""Poussons à sa mémoire Des concerts si touchants, Que du haut de sa gloire Il écoute nos chants. PREMIÈRE ENTRÉE DE BALLET. Les six hommes portant les haches font entre eux une danse ornée de toutes les attitudes que peuvent exprimer des gens qui étudient leur force, puis ils se retirent aux deux côtés du théâtre pour faire place à six voltigeurs. DEUXIÈME ENTRÉE DE BALLET. Six voltigeurs en cadence font paraître leur adresse sur des chevaux de bois, qui sont apportés par des esclaves. Troisième entrée de ballet Quatre conducteurs d'esclaves amènent, en cadence, douze esclaves qui dansent en marquant la joie qu'ils ont d'avoir recouvré la liberté. QUATRIÈME ENTRÉE DE BALLET. Quatre femmes et quatre hommes armés à la grecque, font ensemble une manière de jeu pour les armes. La tribune s'ouvre, un héraut, six trompettes et un timbalier se mêlant à tous les instruments, annonce avec un grand bruit la venue d'Apollon."")","('#medee', ""Vous n'êtes pas encor délivrés de ma rage : Je n'ai point préparé la pompe de ces lieux Pour servir au bonheur d'un amour qui m'outrage ; Je veux que les enfers détruisent mon ouvrage, C'est ainsi qu'en partant je vous fais mes adieux. Dans le temps que Médée fuit, le palais paraît embrasé, et les mets du festin préparé se convertissent en des animaux horribles."")",0.97,Substitution
442,"('#le-choeur', ""Ouvrons tous nos yeux À l'éclat suprême Qui brille en ces lieux. Quelle grâce extrême ! Quel port glorieux ! Où voit-on des Dieux Qui soient faits de même ? Apollon, au bruit des trompettes et des violons, entre par le portique, précédé de six jeunes gens, qui portent des lauriers entrelacés autour d'un bâton et un soleil d'or au-dessus, avec la devise royale en manière de trophée. Les six jeunes gens, pour danser avec Apollon, donnent leur trophée à tenir aux six hommes qui portent les haches, et commencent avec Apollon une danse héroïque, à laquelle se joignent, en diverses manières, les six hommes portant les trophées, les quatre femmes armées avec leurs timbres, et les quatre hommes armés avec leurs tambours, tandis que les six trompettes, le timbalier, les Sacrificateurs, la Prêtresse, et le choeur de musique accompagnent tout cela, en s'y mêlant par diverses reprises : ce qui finit la fête des Jeux Pythiens, et tout le divertissement. CINQUIÈME ENTRÉE DE BALLET."")","('#le-choeur', ""Secourez-nous, justes dieux ! Quelle flamme épouvantable ! Quels ennemis furieux ! Secourez-nous, justes dieux ! Une mort inévitable S'offre partout à nos yeux ! Secourez-nous, justes dieux !"")",0.83,Substitution
443,,"('#minerve', ""Le ciel veut écarter tout ce qui peut vous nuire : Voyez par mon pouvoir élever à l'instant Un palais éclatant Que l'enfer n'osera détruire."")",1.0,Deletion
444,,"('#minerve #divinites', 'Vivez, vivez contents dans ces aimables lieux.')",1.0,Deletion
445,,"('#le-choeur', 'Vivons, vivons contents dans ces aimables lieux.')",1.0,Deletion
446,,"('#minerve #les-choeurs', ""Bienheureux qui peut naître Sous un règne si glorieux ! Vivez, vivez contents dans ces aimables lieux. Vivons, vivons contents dans ces aimables lieux. Un roi digne de l'être Est le don le plus grand des cieux. Vivez, vivez contents dans ces aimables lieux. Vivons, vivons contents dans ces aimables lieux."")",1.0,Deletion
447,"('#apollon', ""Je suis la source des clartés, Et les astres les plus vantés, Dont le beau cercle m'environne, Ne sont brillants et respectés Que par l'éclat que je leur donne. Du char où je me puis asseoir Je vois le désir de me voir Posséder la nature entière, Et le monde n'a son espoir Qu'aux seuls bienfaits de ma lumière. Bienheureuses de toutes parts, Et pleines d'exquises richesses Les terres où de mes regards J'arrête les douces caresses. Bien qu'auprès du soleil tout autre éclat s'efface, S'en éloigner pourtant n'est pas ce que l'on veut, Et vous voyez bien, quoi qu'il fasse, Que l'on s'en tient toujours le plus près que l'on peut. De notre maître incomparable Vous me voyez inséparable, Et le zèle puissant qui m'attache à ses voeux Le suit parmi les eaux, le suit parmi les feux. Je ne serai pas vain quand je ne croirai pas Qu'un autre mieux que moi suive partout ses pas. Choeur de musique. Pour le Roi, représentant le Soleil. POUR MONSIEUR LE GRAND, suivant d'Apollon. POUR LE MARQUIS DE VILLEROI, suivant d'Apollon. POUR LE MARQUIS DE RASSENT, suivant d'Apollon."")","('#arcas #cleone', ""Le plus sage S'enflamme, et s'engage, Sans savoir comment, La fierté se dément, Le cour le plus sauvage Soupire aisément Dans un fatal moment. Le plus sage S'enflamme, et s'engage, Sans savoir comment. Contre un mal si doux, et si charmant Le plus grand courage Combat faiblement. Le plus sage S'enflamme, et s'engage, Sans savoir comment. Quel dommage, Si l'on ne ménage Les moments heureux ! Formons d'aimables noeuds ; Faisons un doux usage Du temps où les jeux Suivront partout nos voeux. Quel dommage Si l'on ne ménage Les moments heureux ! Qui n'est point dans l'empire amoureux N'aura pour partage Que des soins fâcheux. Quel dommage Si l'on ne ménage Les moments heureux !"")",0.43,Substitution
