,la-fontaine-daphne,moliere-psyche,Cost,Operation Type
294,"('#apollon', ""Tu me fuis, divine mortelle ! Où cours-tu ? N'aperçois-tu pas Un précipice sous tes pas ? Il est plein de serpents : détourne-toi, cruelle. Suis-je encor plus à craindre ? Et rien dans ce vallon Ne peut-il t'arrêter quand tu fuis Apollon ? Quoi ! Tant de haine en une belle ! Insolent, qui brûles pour elle, Renonce à l'hymen de Daphné ; C'est Apollon qui te l'ordonne. Regarde quel rival ton malheur t'a donné."")","('#cleomene', ""Dans des bois toujours verts, où d'amour on respire, Aussitôt qu'on est mort d'amour. D'amour on y revit, d'amour on y soupire, Sous les plus douces lois de son heureux Empire, Et l'éternelle nuit n'ose en chasser le jour, Que lui-même il attire Sur nos fantômes qu'il inspire, Et dont aux Enfers même il se fait une Cour."")",0.35,Substitution
295,"('#leucippe', ""Mon malheur ? Dis le tien. Toi, le fils de Latone ! N'es-tu pas ce Tharsis que tantôt on a vu ? D'un magique ornement ton front s'est revêtu. Enchanteur, penses-tu que ta pompe m'étonne ? Ce n'est qu'un songe, ce n'est rien ; Va tromper d'autres yeux, et me laisse mon bien."")","('#agenor', ""Vos envieuses soeurs après nous descendues, Pour vous perdre se sont perdues, Et l'une et l'autre tour à tour, Pour le prix d'un conseil qui leur coûte la vie, À côté d'Ixion, à côté de Titye, Souffre tantôt la roue, et tantôt le vautour. L'Amour par les Zéphirs s'est fait prompte justice De leur envenimée et jalouse malice : Ces ministres ailés de son juste courroux, Sous couleur de les rendre encore auprès de vous, Ont plongé l'une et l'autre au fond d'un précipice, Où le spectacle affreux de leurs corps déchirés N'étale que le moindre, et le premier supplice De ces conseils dont l'artifice Fait les maux dont vous soupirez."")",0.74,Substitution
296,,"('#psyche', 'Que je les plains !')",1.0,Deletion
297,"('#apollon', ""Ô dieux ! Ô citoyens du lumineux empire ! Que vient un mortel de me dire ? Malheureux, ton orgueil s'en va te coûter cher. Les dieux ne sont pas insensibles. Qu'on l'attache sur ce rocher Avec des chaînes invisibles. Ce commandement est exécuté par les ministres de la puissance d'Apollon, qui va se faire voir à Pénée, non plus sous le personnage de Tharsis, mais sous le sien propre. "")","('#cleomene', ""Vous êtes seule à plaindre. Mais nous demeurons trop à vous entretenir, Adieu, puissions-nous vivre en votre souvenir, Puissiez-vous, et bientôt, n'avoir plus rien à craindre, Puisse, et bientôt, l'Amour vous enlever aux Cieux, Vous y mettre à côté des Dieux, Et rallumant un feu qui ne se puisse éteindre, Affranchir à jamais l'éclat de vos beaux yeux D'augmenter le jour en ces lieux."")",0.65,Substitution
298,"('#leucippe', ""Astres, soyez témoins de ces injustes fers. J'atteste ici tout l'Univers, Et les vents emportent ma plainte. Jupiter, je t'implore ; on veut forcer les coeurs : Il n'est plus de libres ardeurs, Ni d'autres lois que la contrainte. Loges-tu dans le ciel ou dans les antres sourds ? Écoutez-moi, déserts ; on m'ôte mes amours : Est-il douleur pareille ? Qui me consolera sur ce rocher fatal ? Leucippe est un spectacle à son cruel rival. Déserts, écoutez-moi : les dieux ferment l'oreille. Daphné entend cette plainte à l'un des coins du théâtre. "")","('#psyche', ""Pauvres amants ! Leur amour dure encore, Tous morts qu'ils sont l'un et l'autre m'adore, Moi dont la dureté reçut si mal leurs voeux : Tu n'en fais pas ainsi, toi qui seul m'as ravie, Amant, que j'aime encor cent fois plus que ma vie, Et qui brises de si beaux noeuds. Ne me fuis plus, et souffre que j'espère Que tu pourras un jour rabaisser l'oeil sur moi, Qu'à force de souffrir j'aurai de quoi te plaire, De quoi me rengager ta foi. Mais ce que j'ai souffert m'a trop défigurée, Pour rappeler un tel espoir ; L'oeil abattu, triste, désespérée, Languissante, et décolorée, De quoi puis-je me prévaloir, Si par quelque miracle impossible à prévoir Ma beauté qui t'a plu ne se voit réparée ? Je porte ici de quoi la réparer, Ce trésor de beauté divine, Qu'en mes mains pour Vénus a remis Proserpine, Enferme des appas dont je puis m'emparer, Et l'éclat en doit être extrême, Puisque Vénus la beauté même Les demande pour se parer. En dérober un peu serait-ce un si grand crime ? Pour plaire aux yeux d'un Dieu qui s'est fait mon amant, Pour regagner son coeur, et finir mon tourment, Tout n'est-il pas trop légitime ? Ouvrons. Quelles vapeurs m'offusquent le cerveau, Et que vois-je sortir de cette boîte ouverte ? Amour, si ta pitié ne s'oppose à ma perte, Pour ne revivre plus, je descends au tombeau. Elle s'évanouit, et l'Amour descend auprès d'elle en volant."")",0.04,Substitution
299,"('#daphne', 'Qui vous consolera ? Ne le savez-vous pas ?')",,1.0,Insertion
300,"('#leucippe', ""Quoi ! Je vous vois ! C'est vous ! C'est ma princesse ! Hélas ! J'avais perdu l'espoir d'une faveur si douce. Craignez-vous d'approcher ?"")","('#l-amour', ""Votre péril, Psyché, dissipe ma colère, Ou plutôt de mes feux l'ardeur n'a point cessé, Et, bien qu'au dernier point vous m'ayez su déplaire, Je ne me suis intéressé Que contre celle de ma mère. J'ai vu tous vos travaux, j'ai suivi vos malheurs, Mes soupirs ont partout accompagné vos pleurs ; Tournez les yeux vers moi, je suis encor le même. Quoi ! Je dis et redis tout haut que je vous aime, Et vous ne dites point, Psyché, que vous m'aimez ! Est-ce que pour jamais vos beaux yeux sont fermés ? Qu'à jamais la clarté leur vient d'être ravie ? Ô Mort, devais-tu prendre un dard si criminel, Et sans aucun respect pour mon Être éternel Attenter à ma propre vie ? Combien de fois, ingrate Déité, Ai-je grossi ton noir empire, Par les mépris et par la cruauté D'une orgueilleuse ou farouche beauté ? Combien même, s'il le faut dire, T'ai-je immolé de fidèles amants À force de ravissements ? Va, je ne blesserai plus d'âmes, Je ne percerai plus de coeurs, Qu'avec des dards trempés aux divines liqueurs Qui nourrissent du Ciel les immortelles flammes, Et n'en lancerai plus que pour faire à tes yeux, Autant d'amants, autant de Dieux. Et vous, impitoyable Mère, Qui la forcez à m'arracher Tout ce que j'avais de plus cher, Craignez à votre tour l'effet de ma colère. Vous me voulez faire la loi, Vous qu'on voit si souvent la recevoir de moi ! Vous qui portez un coeur sensible comme un autre, Vous enviez au mien les délices du vôtre ! Mais dans ce même coeur j'enfoncerai des coups, Qui ne seront suivis que de chagrins jaloux ; Je vous accablerai de honteuses surprises, Et choisirai partout à vos voeux les plus doux Des Adonis et des Anchises Qui n'auront que haine pour vous."")",0.42,Substitution
301,,"('#venus', ""La menace est respectueuse, Et d'un enfant qui fait le révolté La colère présomptueuse..."")",1.0,Deletion
302,,"('#l-amour', ""Je ne suis plus enfant, et je l'ai trop été, Et ma colère est juste autant qu'impétueuse."")",1.0,Deletion
303,,"('#venus', ""L'impétuosité s'en devrait retenir, Et vous pourriez vous souvenir Que vous me devez la naissance."")",1.0,Deletion
304,"('#daphne', ""Je sens qu'on me repousse : Quelque charme arrête mes pas. Mais, si c'est adoucir vos peines Qu'y prendre part, souffrir ces gênes, Gémir avec vous sous ces chitines, Vous aimer malgré tous, malgré Cieux, malgré Sort, Votre princesse en est capable."")","('#l-amour', ""Et vous pourriez n'oublier pas Que vous avez un coeur et des appas Qui relèvent de ma puissance : Que mon arc de la vôtre est l'unique soutien, Que sans mes traits elle n'est rien, Et que si les coeurs les plus braves, En triomphe par vous se sont laissés traîner, Vous n'avez jamais fait d'esclaves Que ceux qu'il m'a plu d'enchaîner. Ne me vantez donc plus ces droits de la naissance Qui tyrannisent mes désirs ; Et si vous ne voulez perdre mille soupirs, Songez en me voyant à la reconnaissance, Vous qui tenez de ma puissance Et votre gloire et vos plaisirs."")",0.0,Match
305,"('#leucippe', 'Apollon, Apollon, tu fais un vain effort ! Je ne suis plus le misérable.')","('#venus', ""Comment l'avez-vous défendue, Cette gloire dont vous parlez ? Comment me l'avez-vous rendue ? Et quand vous avez vu mes autels désolés, Mes temples violés, Mes honneurs ravalés, Si vous avez pris part à tant d'ignominie, Comment en a-t-on vu punie Psyché qui me les a volés ? Je vous ai commandé de la rendre charmée Du plus vil de tous les mortels, Qui ne daignât répondre à son âme enflammée Que par des rebuts éternels, Par les mépris les plus cruels, Et vous-même l'avez aimée ! Vous avez contre moi séduit des Immortels, C'est pour vous qu'à mes yeux les Zéphyrs l'ont cachée, Qu'Apollon même suborné Par un Oracle adroitement tourné Me l'avait si bien arrachée, Que si sa curiosité Par une aveugle défiance Ne l'eût rendue à ma vengeance, Elle échappait à mon coeur irrité. Voyez l'état où votre amour l'a mise, Votre Psyché, son âme va partir, Voyez, et si la vôtre en est encore éprise, Recevez son dernier soupir. Menacez, bravez-moi, cependant qu'elle expire : Tant d'insolence vous sied bien, Et je dois endurer quoi qu'il vous plaise dire, Moi qui sans vos traits ne puis rien."")",1.03,Substitution
306,"('#daphne', ""Hélas ! J'irrite un dieu jaloux et redoutable. À qui dois-je adresser ma voix ? Je n'ose t'invoquer, déesse de nos bois . Dans ta Cour, dans ton coeur, autrefois j'avais place ; L'amour m'en a bannie ; écoute toutefois : Je ne demande point pour grâce Que tu souffres mes feux, et qu'un hymen charmant Engage à d'autres dieux celle qui t'a servie ; Délivre seulement Mon amant, Et prends le reste de ma vie."")","('#l-amour', ""Vous ne pouvez que trop, Déesse impitoyable, Le Destin l'abandonne à tout votre courroux : Mais soyez moins inexorable Aux prières, aux pleurs d'un fils à vos genoux. Ce doit vous être un spectacle assez doux De voir d'un oeil Psyché mourante, Et de l'autre ce fils d'une voix suppliante Ne vouloir plus tenir son bonheur que de vous. Rendez-moi ma Psyché, rendez-lui tous ses charmes, Rendez-la, Déesse, à mes larmes, Rendez à mon amour, rendez à ma douleur Le charme de mes yeux, et le choix de mon coeur."")",0.0,Match
307,"('#apollon', ""Pourquoi finir vos jours en des lieux pleins d'ennui ? Trouvez-vous le dieu du Parnasse Plus affreux qu'un désert ? Hélas ! ce dieu la chasse : Elle aime mieux mourir que régner avec lui. C'est toi qui nous causes ces peines. Mortel, contre les dieux oses-tu contester ? Daphné témoigne vouloir s'enfuir."")","('#venus', ""Quelque amour que Psyché vous donne, De ses malheurs par moi n'attendez pas la fin : Si le Destin me l'abandonne, Je l'abandonne à son destin. Ne m'importunez plus, et dans cette infortune Laissez-la sans Vénus triompher ou périr."")",0.47,Substitution
308,,"('#l-amour', 'Hélas ! Si je vous importune, Je ne le ferais pas, si je pouvais mourir.')",1.0,Deletion
309,,"('#venus', ""Cette douleur n'est pas commune, Qui force un immortel à souhaiter la mort."")",1.0,Deletion
310,"('#leucippe', 'Mes amours sont mes dieux.')","('#l-amour', 'Voyez par son excès si mon amour est fort. Ne lui ferez-vous grâce aucune ?')",0.54,Substitution
311,"('#apollon', ""Qu'on redouble ses chaînes Démons !"")",,1.0,Insertion
312,"('#daphne', 'Faites-les arrêter. Pouvez-vous bien me voir à vos pieds toute en larmes, Sans vous laisser toucher le coeur ?')","('#venus', ""Je vous l'avoue, il me touche le coeur, Votre amour, il désarme, il fléchit ma rigueur : Votre Psyché reverra la lumière."")",0.64,Substitution
313,,"('#l-amour', ""Que je vous vais partout faire donner d'encens !"")",1.0,Deletion
314,"('#apollon', ""Daphné, C'est contre vous que retournent ces armes. La pitié redouble vos charmes ; En combattant l'amour, elle le rend vainqueur. Votre douleur vous nuit ; vous en êtes plus belle. Venez, venez être immortelle : Je l'obtiendrai du Sort, ou je jure vos yeux Que les cieux Regretteront notre présence. Zéphyrs, enlevez-la malgré sa résistance."")","('#venus', ""Oui, vous la reverrez dans sa beauté première : Mais de vos voeux reconnaissants Je veux la déférence entière, Je veux qu'un vrai respect laisse à mon amitié Vous choisir une autre moitié."")",0.21,Substitution
315,"('#daphne', 'Ô dieux ! Consentez-vous à cette violence ?')",,1.0,Insertion
316,"('#diane', 'Démons, gardez de lui toucher ! Deviens laurier, Daphné ; Leucippe, sois rocher.')","('#l-amour', ""Et moi, je ne veux plus de grâce, Je reprends toute mon audace, Je veux Psyché, je veux sa foi, Je veux qu'elle revive et revive pour moi, Et tiens indifférent que votre haine lasse, En faveur d'une autre se passe. Jupiter qui paraît va juger entre nous De mes emportements et de votre courroux. Après quelques éclairs et roulements de tonnerre, Jupiter paraît en l'air sur son aigle."")",0.89,Substitution
317,"('#apollon', ""Barbare, qu'as-tu fait ? Détruire un tel ouvrage ! Faire à ton frère un tel outrage ! Cruelle soeur, Cruelle, et cent fois plus sauvage Que les ours avec qui tu vis ! Que de trésors tu m'as ravis Rends-moi ces biens, rends-moi ce divin assemblage. Daphné, vous n'êtes plus, j'ai perdu mes amours, Et ne saurais perdre la vie Heureux mortels, vos Pleurs cessent avec Vos jours : La mort est un bien que j'envie. Puissent les cieux cesser leur cours ! Périsse l'Univers avecque ma princesse"")","('#l-amour', ""Vous à qui seul tout est possible, Père des Dieux, souverain des mortels, Fléchissez la rigueur d'une mère inflexible Qui sans moi n'aura point d'autels. J'ai pleuré, j'ai prié, je soupire, menace, Et perds menaces et soupirs ; Elle ne veut pas voir que de mes déplaisirs Dépend du monde entier l'heureuse ou triste face, Et que si Psyché perd le jour, Si Psyché n'est à moi, je ne suis plus l'Amour. Oui, je romprai mon arc, je briserai mes flèches, J'éteindrai jusqu'à mon flambeau, Je laisserai languir la Nature au tombeau ; Ou si je daigne aux coeurs faire encor quelques brèches, Avec ces pointes d'or qui me font obéir Je vous blesserai tous là-haut pour des mortelles, Et ne décocherai sur elles Que des traits émoussés qui forcent à haïr, Et qui ne font que des rebelles, Des ingrates, et des cruelles. Par quelle tyrannique loi Tiendrai-je à vous servir mes armes toujours prêtes, Et vous ferai-je à tous conquêtes sur conquêtes, Si vous me défendez d'en faire une pour moi ?"")",0.0,Match
318,"('#amour', ""Sèche tes pleurs, elle est déesse. Viens l'épouser : mes traits se sont assez vengés ; Ces mouvements de haine en amour sont changés."")","('#jupiter', ""Ma fille, sois-lui moins sévère. Tu tiens de sa Psyché le destin en tes mains, La Parque au moindre mot va suivre ta colère, Parle, et laisse-toi vaincre aux tendresses de mère, Ou redoute un courroux que moi-même je crains. Veux-tu donner le monde en proie À la haine, au désordre, à la confusion, Et d'un Dieu d'union, D'un Dieu de douceurs et de joie, Faire un Dieu d'amertume et de division ? Considère ce que nous sommes, Et si les passions doivent nous dominer, Plus la vengeance a de quoi plaire aux Hommes, Plus il sied bien aux Dieux de pardonner."")",0.05,Substitution
319,"('#apollon', ""Puis-je t'ajouter foi ? m'as-tu fait cette grâce ?"")","('#venus', ""Je pardonne à ce fils rebelle. Mais voulez-vous qu'il me soit reproché Qu'une misérable mortelle, L'objet de mon courroux, l'orgueilleuse Psyché, Sous ombre qu'elle est un peu belle, Par un hymen dont je rougis, Souille mon alliance, et le lit de mon Fils ?"")",1.41,Substitution
320,"('#amour', ""Viens l'éprouver."")","('#jupiter', ""Hé bien, je la fais immortelle, Afin d'y rendre tout égal."")",1.16,Substitution
321,"('#apollon', ""Allons, et que sur le Parnasse On célèbre des jeux à l'honneur de Daphné. Que le vainqueur y soit de laurier couronné. Bel arbre, adieu. je quitte à regret cette place, Et veux qu'à l'avenir on ceigne de lauriers Le front de mes sujets et celui des guerriers. Apollon monte dans le char où est l'Amour, et tous deux retournant au ciel. Le théâtre change aussitôt. Le Parnasse se découvre au fond. Quelques Mimes sont assises en divers endroits de sa croupe, et quelques poètes à leurs pieds. Sur le sommet, le palais du dieu se fait voir. Les deux côtés du théâtre sont deux galeries qui ressemblent à celles où on étale des raretés les jours de fête et les jours de foire. Là sont les archives du Destin. L'architecture est ornée de feuilles de laurier. Sous chaque portique est un buste ; il y en a neuf de conquérants et autant dé poètes ; les conquérants d'un côté, les poètes de l'autre. Les conquérants sont Cyrus, Alexandre, etc. ; et les poètes sont Homère, Anacréon, Pindare, Virgile, Horace, Ovide, l'Arioste, le Tasse, et Malherbe. Apollon a voulu que l'avenir fût montré en faveur de cette fête. "")","('#venus', ""Je n'ai plus de mépris, ni de haine pour elle, Et l'admets à l'honneur de ce noeud conjugal. Psyché, reprenez la lumière, Pour ne la reperdre jamais, Jupiter a fait votre paix, Et je quitte cette humeur fière Qui s'opposait à vos souhaits."")",0.2,Substitution
322,"('#un-poete-heroïque', ""Quel prince offre à mes yeux des lauriers toujours verts ? Je vois dans l'avenir cent potentats divers Lui disputer en vain l'honneur de la victoire. Ô toi, fils de Latone, amour de l'Univers, Protecteur des doux sons, des beaux-arts, des bons vers, Aide-nous à chanter sa gloire !"")","('#psyche', ""C'est donc vous, ô grande Déesse, Qui redonnez la vie à ce coeur innocent !"")",0.93,Substitution
323,"('#melpomene', ""Ce n'est pas l'ouvrage d'un jour : Sublime, allez dormir encor sur le Parnasse, Et vous, clairons, faites place Aux doux concerts de l'Amour."")","('#venus', ""Jupiter vous fait grâce, et ma colère cesse. Vivez, Vénus l'ordonne, aimez elle y consent."")",0.89,Substitution
324,"('#philis', 'Les Zéphyrs sont de retour : Flore avec eux se promène.')",,1.0,Insertion
325,"('#daphnis', ""Savez-vous qui les ramène ? C'est l'Amour."")","('#psyche', 'Je vous revois enfin, cher objet de ma flamme !')",0.9,Substitution
326,"('#philis', 'De quoi parle en ce séjour La savante Philomèle ?')",,1.0,Insertion
327,"('#daphnis', ""Et de quoi parlerait-elle, Que d'amour ?"")","('#l-amour', 'Je vous possède enfin, délices de mon âme !')",0.95,Substitution
328,"('#philis #daphnis', ""Faisons aussi notre cour Au printemps vêtu de roses ; Ayons, comme toutes choses, De l'amour."")","('#jupiter', ""Venez, amants, venez aux Cieux Achever un si grand et si digne hyménée ; Viens-y, belle Psyché, changer de destinée, Viens prendre place au rang des Dieux. Deux grandes machines descendent aux deux côtés de Jupiter, cependant qu'il dit ces derniers vers. Vénus avec sa suite monte dans l'une, l'Amour avec Psyché dans l'autre, et tous ensemble remontent au ciel. Les Divinités, qui avaient été partagées entre Vénus et son fils, se réunissent en les voyant d'accord ; et toutes ensemble, par des concerts, des chants, et des danses, célèbrent la fête des noces de l'Amour.  Apollon paraît le premier et comme Dieu de l'Harmonie commence à chanter pour inviter les autres Dieux à se réjouir."")",0.99,Substitution
329,"('#un-poete-satirique', ""Aimez, mais permettez que je parle à mon tour. Comment faire Pour se taire ? Le monde est plein de sots, de l'un à l'autre bout ; Le passé, le présent, et l'avenir surtout. Comment faire Pour se taire ?"")",,1.0,Insertion
330,"('#choeur', 'Comment faire Pour se taire ?')",,1.0,Insertion
331,"('#thalie', ""Ridicules, envoyez-nous Les principaux d'entre vous. Cinq ridicules entrent sur la scène. C'est une coquette emportée, une précieuse, un méchant poète, un homme affectant le bel air, et un vieillard amoureux. "")","('#apollon', ""Unissons-nous, troupe immortelle ; Le Dieu d'Amour devient heureux amant, Et Vénus a repris sa douceur naturelle En faveur d'un fils si charmant : Il va goûter en paix, après un long tourment, Une félicité qui doit être éternelle."")",0.61,Substitution
332,"('#le-mechant-poete', 'Quoi ! Dans ces lieux sacrés on souffre la satire !')",,1.0,Insertion
333,"('#thalie', ""Soyez les premiers à rire. Les ridicules se consolent et font une entrée, dansant tous sur les mêmes pas, et gardant toutefois, autant qu'ils peuvent, leur caractère.  Mercure, monté sur Pégase, descend au sacré vallon. Il interrompt la danse des ridicules, et vient présenter trois couronnes de laurier à ces trois genres de poésie. "")","('#divinites', ""Célébrons ce grand jour ; Célébrons tous une fête si belle : Que nos chants en tous lieux en portent la nouvelle ; Qu'ils fassent retenir le céleste séjour : Chantons, répétons tour à tour, Qu'il n'est point d'âme si cruelle, Qui tôt ou tard ne se rende à l'Amour."")",0.59,Substitution
334,"('#mercure', ""Chacun de vous doit être couronné : Recevez ces présents de la part de Daphné. Elle est maintenant déesse, Aimant le dieu de ces lieux : Poussez-en jusques aux cieux Des chants remplis d'allégresse. Mercure revole au ciel, ayant laissé Pégase sur le double mont. Quatre auteurs lyriques et autant de Muses du même genre viennent danser en témoignage de joie ; puis les ridicules se mêlent avec eux, formant de différentes figures avec des branches de laurier qu'ils portent tous, et dont ils se font des espèces de berceaux. C'est le grand ballet. "")","('#apollon', ""Le Dieu qui nous engage À lui faire la Cour, Défend qu'on soit trop sage. Les plaisirs ont leur tour, C'est leur plus doux usage, Que de finir les soins du jour. La nuit est le partage Des jeux et de l'amour. Ce serait grand dommage Qu'en ce charmant séjour On eût un coeur sauvage. Les plaisirs ont leur tour, C'est leur plus doux usage, Que de finir les soins du jour. La nuit est le partage Des jeux et de l'amour. Deux Muses qui ont toujours évité de s'engager sous les lois de l'Amour, conseillent aux Belles, qui n'ont point encore aimé, de s'en défendre avec soin à leur exemple."")",0.83,Substitution
335,"('#une-muse-lyrique', ""Il n'est que de s'enflammer ; Laissez, laissez-vous charmer ; La raison vous y convie : Sans le dieu qui fait aimer, Que serait-ce que la vie ? Le grand ballet recommence encore."")","('#muses', ""Gardez-vous, beautés sévères, Les amours font trop d'affaires, Craignez toujours de vous laisser charmer : Quand il faut que l'on soupire, Tout le mal n'est pas de s'enflammer : Le martyre De le dire Coûte plus cent fois que d'aimer. On ne peut aimer sans peines, Il est peu de douces chaînes, À tout moment on se sent alarmer ; Quand il faut que l'on soupire, Tout le mal n'est pas de s'enflammer ; Le martyre De le dire Coûte plus cent fois que d'aimer. SECOND COUPLET DES MUSES. Bacchus fait entendre qu'il n'est pas si dangereux que l'Amour."")",0.39,Substitution
336,"('#autre-muse-lyrique', 'Chacun sert quelque désir ; Tout consiste à bien choisir ; Faites-vous de douces chaînes : En amour tout est plaisir, Et même jusques aux peines.')","('#bacchus', ""Si quelquefois, Suivant nos douces lois, La raison se perd et s'oublie, Ce que le vin nous cause de folie Commence et finit en un jour ; Mais quand un coeur est enivré d'amour, Souvent c'est pour toute la vie."")",0.85,Substitution
337,"('#le-choeur', ""Aimez, doctes nourrissons : S'il n'était point d'amour, serait-il des chansons ?"")","('#mome', ""Je cherche à médire Sur la Terre et dans les Cieux ; Je soumets à ma satire Les plus grands des Dieux. Il n'est dans l'Univers que l'Amour qui m'étonne ; Il est le seul que j'épargne aujourd'hui, Il n'appartient qu'à lui De n'épargner personne."")",0.81,Substitution
