,biancollelli-arlequin-gentilhomme,regnard-arlequin-bonnes-fortunes,Cost,Operation Type
467,"('#scaramouche', ""Oui vous-même, Monsieur, et j'étais du secret  Comme un valet zélé. "")","('#arlequin', ""Corbillon, qu'y met-on ?  Hé, monsieur !  Cela m'est indifférent, pourvu que... "")",1.23,Substitution
468,"('#arlequin', 'Puisque je suis son maître,  Il faut de mille coups que je charge ce traître.  Il frappe Scaramouche de toute sa force.')","('#le-docteur', 'Si vous voulez, je me servirai des connaissances de la rhétorique, physique, logique, métaphysique, arithmétique, art magique, poétique, politique, musique, dialectique, éthique, mathématique, téraprectique. ')",1.67,Substitution
469,"('#scaramouche', ""Hélas ! Je n'en puis plus je suis tout fracassé,  Et j'ai, je le sens bien, le croupion cassé. "")","('#arlequin', ""Ali !  J'en mourrai ! "")",0.94,Substitution
470,"('#geronte', ""Monsieur qu'avez-vous fait ? "")",,1.0,Insertion
471,"('#arlequin', ""Quand un valet m'obstine,  Je ne puis m'empêcher de frotter son échine. "")","('#le-docteur', ""Alba ligustra cadant ; vaccinia nigra leguntur. Un autre, non moins célèbre, s'écrie :  Hic niger est : ore hunc tu, Romane, caveto.  Puis donc que toutes les sciences ci-dessus sont des terres inconnues pour vous, je vous dirai que nos auteurs ont parlé différemment sur le point dont il s'agit.  Les uns tenaient pour les blondes, et les autres pour les brunes. La différence du poil fait aussi la différence de l'inclination.  La blonde est tendre, languissante et amoureuse ; la brune est vive, gaillarde et fringante.  La blonde pourra bien outrager votre front ; la brune ne vous en quittera pas à meilleur marché. Un savant poète de l'antiquité dit :  Ainsi vous voyez que c'est une matière bien délicate : Undique ambages, et qu'il est difficile d'y porter un jugement certain ; car, quoique je sois consommé dans toutes sortes de sciences, ne croyez pas que je veuille que mon sentiment prévale.  Je ne m'arrête pas mordicus à mon opinion.  L'obstination est le propre de la bête, et je ne voudrais pas que... "")",1.72,Substitution
472,"('#geronte', 'Allons retirons-nous, et rentons au logis,  Je vous laisse mon gendre. ')",,1.0,Insertion
473,"('#arlequin', ""Attendez je vous suis.  Ils rentrent, Arlequin veut les suivre, Scaramouche l'en empêche."")","('#arlequin', ""Allez-vous-en à tous les diables ; je ne veux rien savoir.  Quel babillard !  Je gage que si on examinait cet homme-là, on trouverait que c'est une femme. Il veut s'en aller. "")",1.47,Substitution
474,"('#scaramouche', ""Mon maître demeurez j'ai deux mots à vous dire  Vous m'avez donc battu ? "")","('#le-docteur', 'Je vous dis encore que... ')",1.15,Substitution
475,"('#arlequin', ""Bon ce n'est que pour rire, "")",,1.0,Insertion
476,"('#scaramouche', ""Sais-tu, magot fieffé, vilain singe habillé,  Que je ne fus jamais de la sorte étrillé,  Ton bras audacieux m'a rossé d'importance,  Et je veux sur ton dos réparer cette offense.  Il donne des coups de bâton à Arlequin qui crie et s'enfuit, tous deux entrent chez Géronte."")","('#arlequin', ""Je vous dis que je vous baillerai sur les oreilles.  Quel insolent est-ce là ?  Je ne veux plus rien entendre.  Le Docteur le prend par la manche. Arlequin veut s'échapper de ses mains, et son justaucorps reste au Docteur. Arlequin s'enfuit ; le Docteur le poursuit en parlant toujours ad libitum."")",0.52,Substitution
477,,"('#isabelle', 'Donne-moi ce chapeau.  Hé bien, Pierrot, ce cavalier-là est il de ton goût ? ')",1.0,Deletion
478,"('#scaramouche', ""Oui, mon maître, Madame, épris de vos appas,  Sera dans ses amours constant jusqu'au trépas,  Sa lettre en dit assez vous n'avez qu'à la lire  Vous enlever encore est tout ce qu'il désire,  À votre destinée il veut unir son sort,  Enfin il est si tendre et vous aime si fort  Qu'il ne fait tout le jour que soupirer et braire. "")","('#pierrot', 'Pardi, mademoiselle, vous voilà à charmer !  On vous prendrait pour moi.  Il y a pourtant un peu de différence.  Est-ce que vous allez lever une compagnie de fantassinerie ? ')",1.25,Substitution
479,"('#isabelle', ""Je n'ai d'autre dessein que celui de lui plaire, Tu peux de ma tendresse assurer mon amant,  Dis-lui que je l'attends avec empressement,  Que pour me garantir du coup qui me menace,  Il n'est rien aujourd'hui que je ne fasse. "")","('#isabelle', ""Ne pense pas te moquer ; je tâterais fort bien de l'armée, et je n'appréhenderais pas plus le feu qu'un autre. "")",1.02,Substitution
480,"('#scaramouche', ""Je vais lui faire part de ce bon sentiment  Et nous allons songer ç votre enlèvement,  J'en viendrai bien à bout, ne soyez point en peine. "")","('#pierrot', ""Si tous les capitaines étaient faits comme vous, ils pourraient gagner les frais de l'enrôlement, et faire leurs soldats eux-mêmes. "")",1.6,Substitution
481,"('#isabelle', ""J'attends tout de tes soins. "")","('#isabelle', ""Je ne mets pas cet habit-ci sans raison.  Tu sais que mon père veut que j'épouse monsieur Bassinet. "")",1.76,Substitution
482,"('#scaramouche', 'Adieu la belle Hélène, ')",,1.0,Insertion
483,"('#isabelle', ""Quand pourrai-je vous voir cher objet de mes feux,  Sans vous les plus beaux jours me paraissent affreux,  Léandre répondez à mon impatience,  Je ne puis plus longtemps supporter votre absence,  Ne différez donc plus offrez-vous à mes yeux,  Et venez m'affranchir d'un pouvoir odieux. "")","('#pierrot', ""Votre père ?  Bon !  C'est un vieux fou qui radote ; et je le lui ai dit, da ! "")",1.64,Substitution
484,"('#le-docteur', ""Que veut dire ceci ? Ma fille prend la fuite,  J'ai lieu de soupçonner sa mauvaise conduite,  Mais lisons promptement, je veux être éclairci  Du sujet qui l'oblige à m'éviter ainsi.  Quoi le sort à mes voeux sera toujours contraire,  Isabelle m'outrage et cherche à me déplaire,  Léandre de nouveau veut me déshonorer,  À de cuisants chagrins le dois me préparer.  L'amour qui ne trouve rien d'impossible, m'offrira un nouveau moyen pour m'assurer de vous, malgré tous les obstacles que l'on oppose à ma tendresse.  Si vous êtes dans la résolution de me suivre, ne manquez pas de me faire savoir vos sentiments, et je prendrai de justes mesures pour vous enlever, et vous dérober au pouvoir tyrannique d'un père qui veut contraindre votre inclination. Adieu ma charmante, j'attends votre réponse, et suis votre fidèle amant,  LÉANDRE.  Il lit."")","('#isabelle', ""Je me sers du déguisement où tu me vois pour détourner ce mariage.  Monsieur Bassinet ne m'a jamais vue ; il doit venir me voir, et j'attends sa visite en cet équipage.  Je vais lui apprendre des nouvelles d'Isabelle, et je lui en ferai, parbleu, passer l'envie. "")",0.0,Match
485,"('#le-docteur', ""Malgré tous vos efforts, je vois bien que Léandre,  Ne peut, mon cher ami, devenir votre gendre,  Il aime trop ma fille et je le connais bien  Puisque de l'enlever il cherche le moyen,  Cette lettre m'en donne une preuve évidente. "")","('#pierrot', ""Mardi !  Voilà une hardie tête de fille !  J'ai toujours dit à votre père que je ne croyais pas qu'il fût le mari de votre mère quand elle vous a faite.  Vous avez trop d'esprit. Qu'en croyez-vous ? "")",1.16,Substitution
486,"('#geronte', ""Contre ce scélérat ma colère s'augmente,  Voyons un peu la lettre.  Le Docteur lui donne la lettre, Géronte lit."")",,1.0,Insertion
487,"('#le-docteur', ""Hé bien qu'en dites-vous. "")",,1.0,Insertion
488,"('#geronte', ""Je dis que de ma fille il doit être l'époux,  Et que je veux avant la fin de la journée,  Conclure quoiqu'il fasse un si juste hyménée.  Mais le voici qui vient. "")","('#isabelle', ""Pour moi, Pierrot, je ne m'embarrasse pas de cela ; je ne songe qu'à faire rompre, si je puis, l'impertinent mariage dont je suis menacée.  Mais je crois que voilà monsieur Bassinet ; laisse-moi avec lui : je vais commencer mon rôle. "")",0.73,Substitution
489,,"('#pierrot', ""Pardi !  C'est lui-même ; il ressemble à un marcassin."")",1.0,Deletion
490,"('#le-docteur', 'Ne le ménagez pas,  Parlez-lui comme il faut. ')","('#isabelle', 'Serviteur, monsieur, serviteur. ')",1.02,Substitution
491,"('#geronte', ""À la fin je suis las  De me voit méprisé par vous de cette sorte,  Corbleu si contre vous la fureur me transporte,  Vous vous repentirez de m'avoir insulté,  Est-ce ainsi qu'on soutient son rang, sa qualité ? "")","('#monsieur-bassinet', ""Ah, monsieur !  Je vous demande pardon.  On m'avait dit que Mademoiselle Isabelle était dans sa chambre.  Que diable cherche ici ce godelureau-là ?  À part. "")",1.51,Substitution
492,"('#arlequin', 'Le rang de crocheteur est glorieux, sublime. ')",,1.0,Insertion
493,"('#geronte', ""Comment prétendez-vous mériter mon estime ?  Vous ne rougissez point du nom de suborneur,  Et voulez enlever la fille du Docteur.  Ne vous défendez point, cette chose est trop sûre,  Et d'ailleurs je connais votre écriture,  La crédule Isabelle approuve vos desseins,  Et son père a surpris la lettre entre ses mains. "")","('#isabelle', ""Monsieur, elle n'y est pas, et je l'attends.  Mais vous, monsieur, que venez-vous faire ici ?  Mademoiselle Isabelle est-elle malade ?  Car, à votre mine, je vous crois médecin, et vous avez toute l'encolure d'un membre de la Faculté. "")",0.21,Substitution
494,"('#arlequin', ""Je ne sais mon ami ce que vous voulez dire,  Vous m'accusez à tort je ne sais pas écrire,  Que faut-il que j'épouse ? "")","('#monsieur-bassinet', ""Vous ne vous trompez pas, monsieur ; je suis un nourrisson d'Hippocrate : mais je ne viens pas ici pour tâter le pouls à Isabelle ; j'ai bien d'autres prétentions sur... "")",1.29,Substitution
495,"('#geronte', 'En pouvez-vous douter ?  Ma fille. ')","('#isabelle', ""Oui !  Et de quelle nature, s'il vous plaît, sont les prétentions d'un médecin sur une fille ? "")",0.93,Substitution
496,"('#arlequin', ""Et pourquoi donc tant vous inquiéter ?  Je l'épouserai moi s'il le faut. . . . ."")","('#monsieur-bassinet', ""Je viens ici pour l'épouser. "")",0.55,Substitution
497,,"('#isabelle', ""Pour l'épouser !  Isabelle ? "")",1.0,Deletion
498,"('#geronte', 'Mais vous avez écrit. ')","('#monsieur-bassinet', 'Isabelle.')",0.6,Substitution
499,"('#arlequin', ""Non vous dis-je, ou je meurs,  Je ne sais ce que c'est. "")",,1.0,Insertion
500,"('#le-docteur', 'À quoi bon le nier,  Votre nom est pourtant signé sur du papier  Et si vous en doutez, lisez. ')","('#isabelle', 'Ha, ha, ha ! ')",1.96,Substitution
501,"('#arlequin', ""Autre délire,  Ne vous ai-je pas dit que je ne savais lire,  Sans cela, par ma foi, j'eusse été Bachelier. "")",,1.0,Insertion
502,"('#le-docteur', ""Vous raillez et cela commence à m'ennuyer. "")","('#monsieur-bassinet', 'Mais cela est donc bien drôle ? ')",0.73,Substitution
503,"('#arlequin', ""Ma noblesse m'ennuie encore davantage.  Il tire de sa poche un morceau de fromage, et se met à manger."")","('#isabelle', ""Point du tout ; mais c'est que...  Ha, ha, ha !...  Je ris comme cela quelquefois.  Ha, ha, ha ! "")",1.38,Substitution
504,"('#geronte', ""Qu'est-ce que vous mangez ? "")","('#monsieur-bassinet', 'Comment donc !  Est-ce que je suis barbouillé ? ')",1.44,Substitution
505,"('#arlequin', ""Un morceau de fromage  Que j'ai trouvé là-bas, mais il est trop petit,  Pour assouvir l'excès de mon grand appétit,  Il est temps de souper, allons nous mettre à table  Beau-père. "")","('#isabelle', ""Bon !  Ne voyez-vous pas bien que je ris ?  Ha, ha, ha !  Dites-moi un peu, monsieur, en vous déterminant à un saut si périlleux, vous êtes-vous bien tâté ?  N'avez-vous point senti quelque petit mal de tête...  Vous m'entendez bien ? "")",1.4,Substitution
506,"('#le-docteur', 'Vous avez un estomac de diable. ')",,1.0,Insertion
507,"('#arlequin', ""Je n'ai fait aujourd'hui que quatorze repas  Avant qu'entrer chez vous je n'étais pas si gras. "")",,1.0,Insertion
508,"('#le-docteur', 'Promettez-moi, Monsieur, de ne rien entreprendre. ')","('#monsieur-bassinet', 'Non, monsieur ; je me porte fort bien : je ne suis pas sujet à la migraine.')",1.57,Substitution
509,"('#arlequin', ""Moi si je n'entreprends rien puissiez-vous me voir pendre,  Voilà ce qui s'appelle un terrible serment. "")","('#isabelle', ""Ma foi, vous porterez bien cela ; et je suis plus aise que vous ayez cette fille-là qu'un autre. "")",1.32,Substitution
510,"('#le-docteur', ""C'est assez. "")","('#monsieur-bassinet', 'Et moi aussi. ')",1.1,Substitution
511,"('#arlequin', 'Vous voyez je jure noblement. ')",,1.0,Insertion
512,"('#scaramouche', ""Vous pouvez enlever votre belle Sabine,  J'ai fait, pour s'y résoudre, essai de ma doctrine,  Je n'ai point vainement employé mon savoir,  Et je me suis senti tout_à_coup émouvoir,  Lorsqu'elle m'a parlé de sa vive tendresse,  À ce que je puis voir elle n'est pas tigresse. "")","('#isabelle', ""Mais quand elle sera votre femme, au moins n'allez pas nous la gâter par vos manières ridicules.  Nous avons eu assez de peine à la mettre sur le pied où elle est.  Le joli tour d'esprit !  Elle l'a comme le corps. "")",1.03,Substitution
513,,"('#monsieur-bassinet', ""Comme le corps !  Et savez-vous comme elle l'a tourné ? "")",1.0,Deletion
514,"('#leandre', 'Les chevaux sont tous prêts, entrons il en est temps,  Puisse le tendre amour rendre mes voeux contents.  Suis-moi. ')","('#isabelle', ""Bon !  Qui le sait mieux que moi !  Si vous voulez, je vais la dessiner qu'il n'y manquera pas un trait.  Une gorge, morbleu !  Plantée là...  Bon !  C'est un marbre. "")",1.69,Substitution
515,"('#scaramouche', 'Déjà la nuit étend ses sombres voiles,  Et bientôt dans le ciel va clouer des étoiles.  Ils entrent chez Géronte.')",,1.0,Insertion
516,"('#colombine', 'Tu dis que chez Géronte Arlequin est logé. ')",,1.0,Insertion
517,"('#pierrot', ""Oui vraiment je l'ai vu mais il est bien changé  Il fait présentement l'homme de conséquence,  Et doit être en état de payer sa dépense.  Le drôle qui tantôt avait l'air d'un faquin,  A contre un bel habit changé son casaquin,  Mais la métamorphose est-elle surprenante ?  Dans ce siècle inconstant la fortune est changeante,  Tel portait des sabots qui devient Financier,  Je pourrais bien troquer d'habit et de métier,  Je sais signer mon nom, ce n'est pas peu de chose,  Je connais un Monsieur qu'on appelait la Rose,  Qui se donne des airs et passe pour Marquis,  Si tu savais combien de Jasmin dans Paris,  Occupent des Hôtels et font belle figure. "")","('#monsieur-bassinet', 'Ouf !  Quel peintre ! ')",1.53,Substitution
518,"('#colombine', ""Je sais bien que plusieurs sont chargés de dorure,  Qui d'un gros habit brun, revêtus simplement,  Prenaient à la gargote un modique aliment,  Ce n'est pas aujourd'hui le mérite qui brille,  La volage fortune enrichit la mandille,  Souvent les plus abjects sont comblés de ses dons.  Et la triste vertu languit sous les haillons.  À votre débiteur allons rendre visite,  Surtout ne manquons point de vanter son mérite  Puisqu'il a du bonheur et n'est plus indigent,  Il faut que nous portions respect à son argent,  C'est la règle un faquin mérite qu'on le fronde  Mais un riche est toujours estimé dans le monde.  Ils entrent chez Géronte."")","('#isabelle', 'Je vous dis que vous ne sauriez faire une meilleure affaire. ')",1.76,Substitution
519,"('#arlequin', ""Je viens de voir là-bas ce Monsieur si plaisant,  Qui m'a de son habit fait tantôt un présent.  Il n'en faut point douter il vient pour le reprendre,  S'il me dépouille hélas ! Je ne suis plus Léandre  Quelques coups de bâtons ne me manqueront pas,  Et je ne ferai plus de si friands repas.  Il me faudra quitter cette aimable cuisine,  Cette réflexion m'agite et me chagrine,  Je ne mangerai plus ces ragoûts excellents,  Surtout ces macarons exquis et succulents.  Je reprendrai pour lors mon état misérable...  Pour éviter ce coup cachons-nous sous la table.  Il marche à tâtons et se va cacher sous la table."")","('#monsieur-bassinet', ""Je vois bien qu'elle ne serait point mauvaise pour vous. "")",1.19,Substitution
520,"('#octave', ""Ne répondrez-vous point à mon empressement,  Craignez-vous de me faire un aveu trop charmant,  Tout se dispose ici pour votre mariage,  Pour vous faire expliquer, que faut-il davantage ?  Ah ne permettez pas qu'un trop indigne époux  Jouisse d'un bonheur si parfait et si doux. "")","('#isabelle', ""Elle a, par-dessus cela, une adresse à conduire une affaire de coeur qui ne se comprend pas.  C'est un petit démon pour les tours d'esprit.  Si elle est votre femme, elle aura des intrigues avec toute la terre, que vous ne vous en apercevrez non plus que si elle était à Rome et vous au Japon.  Diable !  Une femme comme cela est un trésor pour le repos du ménage. "")",0.75,Substitution
521,,"('#monsieur-bassinet', ""Et avec tous ces beaux talents-là, d'où vient qu'elle n'est pas mariée ? Voilà des qualités merveilleuses pour être femme. "")",1.0,Deletion
522,"('#leonore', ""Octave je ne puis plus longtemps me contraindre,  Et je vous aime trop pour avoir rien à craindre  Plutôt que d'obéit à cet ordre inhumain,  Un poignard de la mort m'ouvrira le chemin,  Dans mes yeux languissants vous avez dû connaître,  Les feux que dans mon coeur vous-même avez fait naître,  Ils vous ont dit assez mes peines, mes tourments  Et rien n'exprime mieux de tendres sentiments, "")","('#isabelle', ""Ne savez-vous pas les allures du monde et la malignité des rivaux ?  Les uns disent qu'elle a des vapeurs ; les autres lui font faire un voyage : il y en a d'assez enragés qui lui font garder le lit cinq ou six mois pour une détorse... et... que sais-je, moi !  Cent autres contes que l'on va souffler aux oreilles d'un fiancé, qui ne manquent pas de rompre un mariage comme un verre ; et si, de tout cela, bien souvent il n'y en a pas la moitié de vrai. "")",0.36,Substitution
523,"('#mezzetin', ""Elle a raison les yeux parlent mieux que Voiture,  C'est un style coulant, une éloquence pure. "")","('#monsieur-bassinet', ""Quand il n'y en aurait que le quart, c'est bien encore assez, de par tous les diables !  Une détorse ! "")",1.64,Substitution
524,"('#octave', ""Puisque vous m'assurez de l'excès de vos feux  Je n'ai rien à prétendre et je suis trop heureux  Évitez le malheur qu'un père vous prépare  Et que de ce séjour la fuite vous sépare  La nuit secondera notre juste projet. "")","('#isabelle', 'Au moins, je veux être de vos amis ; et je prétends, quand vous serez marié, aller sans façon manger chez vous votre chapon. ')",0.58,Substitution
525,,"('#monsieur-bassinet', ""Monsieur, vous me faites trop d'honneur ; mais je ne mange jamais de volaille.  À ce que je vois, vous connaissez parfaitement la demoiselle en question ? "")",1.0,Deletion
526,"('#mezzetin', ""Madame nous ferons un fort petit trajet  Nous n'irons seulement que jusqu'à l'Amérique  Et là nous peuplerons d'un esprit pacifique. "")","('#isabelle', ""Ce n'est pas d'aujourd'hui que nous sommes toujours ensemble, et si vous étiez discret, je vous apprendrais quelque chose sur son chapitre, que je suis sûr que vous ne savez pas. "")",1.93,Substitution
527,"('#leonore', 'Je ne puis résister à mon charmant vainqueur,  Octave vous avez tout pouvoir sur mon coeur,  Je vous suivrai partout. ')","('#monsieur-bassinet', 'Oh !  Vous pouvez tout dire, et compter sur ma discrétion.  Vous savez que les médecins... ')",1.36,Substitution
528,"('#mezzetin', ""Quel heureux caractère !  Les filles de Lyon ont l'humeur débonnaire,  Dans ce qu'on leur propose elles sont sans façon  Et chantent quelquefois sur le ton de flon-flon.  Octave lui donnant la main."")",,1.0,Insertion
529,"('#isabelle', '. . . . . . Partons, mon cher Léandre,  . . . . . . . . . . . . . Et quittons pour jamais cet odieux séjour. ')","('#isabelle', 'Je passe...  (Mais il faut voir si personne ne nous entend.)  Je passe toutes les nuits dans sa chambre. ')",1.91,Substitution
530,,"('#monsieur-bassinet', 'Dans sa chambre ? ')",1.0,Deletion
531,"('#leandre', ""Profitons d'un moment accordé par l'amour  Et ne redoutez rien, adorable Isabelle.  Suivez-moi...  Mais quelqu'un fait ici sentinelle.  En marchant il heurte Octave."")","('#isabelle', 'Dans sa chambre.  Je vous dirai même... ;  mais vous irez jaser. ')",1.22,Substitution
532,"('#octave', ""Léandre est en ces lieux, le traître assurément,  Vient ici s'opposer à cet enlèvement,  Mais je saurai punir un rival téméraire. "")","('#monsieur-bassinet', 'Non, je me donne au diable. ')",1.7,Substitution
533,,"('#isabelle', 'Cette nuit, nous avons reposé tous deux sur le même chevet.  Prenez vos mesures là-dessus. ')",1.0,Deletion
534,"('#leandre', 'Qui va là ? ')",,1.0,Insertion
535,"('#octave', 'Maintenant songe à me satisfaire,  Je suis Octave ? ')","('#monsieur-bassinet', 'Sur le même chevet !  Ensemble ? ')",1.4,Substitution
536,"('#leonore', 'Hélas arrêtez cher amant... ')","('#isabelle', 'Ensemble ; et cette nuit nous en ferons autant infailliblement.  Elle ne saurait se coucher sans moi.')",1.22,Substitution
537,"('#leandre', 'Je suis prêt à répondre à ton empressement. ')","('#monsieur-bassinet', ""Ah, ah !  Monsieur Brocantin, vous voulez donc m'en faire avaler ! "")",1.79,Substitution
538,"('#isabelle', ""Ah ! Vous n'y pensez pas qu'allez-vous entreprendre. "")","('#isabelle', ""Ce que je viens de vous dire là, au moins, ne doit point vous empêcher de conclure l'affaire.  Un homme bien amoureux ne s'arrête pas à ces bagatelles-là. "")",1.31,Substitution
539,"('#leandre', ""Octave de ce fer prends soin de te défendre.  Isabelle s'enfuit Léonore fait de même."")","('#monsieur-bassinet', ""Bon !  Voilà de belles badineries !  Je ne vois pas que rien presse encore de quitter la robe et le bonnet de médecine, pour me faire coiffer de mademoiselle Isabelle.  Adieu, monsieur, jusqu'au revoir.  Le ciel m'a assisté : voilà un jeune homme qui m'aime bien."")",1.01,Substitution
540,"('#isabelle', ""Juste ciel !  Octave et Léandre se battent, Scaramouche et Mezzetin par leurs postures et leurs grimaces témoignent la peur qu'ils ont."")",,1.0,Insertion
541,"('#scaramouche', ""Patatrouf, tirez un peu plus bas,  Messieurs je vous conjure, et ne me blessez pas.  Léandre blesse Octave au bras et voyant venir de la lumière Léandre se retire de l'autre côté."")","('#isabelle', ""On !  Pardi, monsieur Bassinet, je crois que vos fumées d'amour pour Isabelle sont bien passées présentement.  Depuis un quart d'heure que je fais l'homme, je ne suis pas mal scélérat.  Elle rentre.  Il y a ici des scènes italiennes. "")",1.06,Substitution
542,"('#mezzetin', ""Le coquin a bien fait de décamper sur l'heure  Car j'allais le percer au gésier ou je meurs.  Octave lie son mouchoir à son bras. "")","('#pierrot', ""Tout franc, monsieur, je crains que vous n'ayez attendu trop tard à marier vos filles. "")",1.39,Substitution
543,"('#geronte', ""Qu'est-il donc arrivé ? Tirez-moi d'embarras. "")","('#brocantin', 'Comment donc !  Serait-il arrivé quelque malheur dans ma famille ? ')",0.36,Substitution
544,"('#mezzetin', ""Ciel ! Mon maître est blessé, qu'il n'y revienne pas,  Car il verra beau jeu. "")","('#pierrot', ""Non, pas encore tout à fait ; mais, voyez-vous, monsieur, vous tournez trop à l'entour du pot.  Diable !  Les filles sont de certains animaux équivoques... "")",1.92,Substitution
545,"('#le-docteur', ""Quel est donc ce mystère ?  Mais j'aperçois du sang. "")","('#brocantin', 'Que veux-tu donc dire avec tes animaux équivoques ? ')",1.24,Substitution
546,"('#octave', 'La blessure est légère. ')","('#pierrot', ""C'est-à-dire, monsieur... tant y a que, je m'entends bien.  C'est comme des armes à feu ; ça tire quelquefois sans qu'on y pense. "")",1.94,Substitution
547,"('#scaramouche', ""Si je n'avais pas paré le coup s'en était fait,  Vous seriez à présent trépassé tout à fait."")","('#brocantin', ""Ne te mets point en peine, Pierrot ; je suis sur le point d'en marier une, et je crois que je ferai affaire de l'aînée avec monsieur Bassinet. "")",1.51,Substitution
548,,"('#pierrot', ""Qui ?  Ce médecin ?  Fi !  Votre fille n'est point le fait de ce vieux rhumatisme-là. "")",1.0,Deletion
549,"('#octave', ""Léandre m'a blessé, sa valeur est extrême,  Et je ne craindrai point de l'avouer moi-même  Mais il ne devait point après ce qu'il a fait,  S'éloigner et laisser le combat imparfait. "")","('#brocantin', ""Il m'a promis qu'il quitterait sa profession de médecin, si je voulais lui donner Isabelle, et qu'il se ferait troqueur. "")",1.29,Substitution
550,"('#isabelle', ""Mon père devant vous vous voyez Isabelle  D'un amour violent victime trop fidèle,  En vain vous prétendez gêner ma rendre ardeur  Je ne puis obéir ni contraindre mon coeur,  J'avouerai que Léandre est l'objet de ma flamme  Que cet amant a su triompher de mon âme,  Et que malgré les lois d'un austère devoir,  Je ne reconnais plus votre absolu pouvoir.  Ne me refusez point la grâce que j'implore,  Je ne veux que Léandre, oui c'est lui que j'adore,  Et si vous refuser d'unir mon sort au sien  Je regarde la mort comme un souverain bien. "")","('#pierrot', ""Hé !  Pardi, je le crois bien.  On lui en sait grand gré, ma foi, de quitter son séné ; pour une fille drue comme Isabelle !  Tuchoux !  Si vous voulez me la bailler, je vous quitte, vous et vos chevaux, dès demain ; et si, je crois que je vous panse avec autant d'honneur qu'un médecin fait ses malades.  Voulez-vous que je vous dise mon sentiment ?  Car, révérence parler, j'ai plus d'esprit que vous : vous ferez mieux, si je ne vous accommode pas, de la donner à quelque homme de condition, comme, par exemple, à un gentilhomme de robe. "")",0.4,Substitution
551,"('#leonore', ""Mon père puisqu'il faut qu'à mon tour je m'explique,  Je ne subirai point une loi tyrannique,  Souffrez que résistant à cet ordre inhumain  Je refuse à Léandre et mon coeur et ma main.  Octave a seul trouvé le secret de me plaire,  Et mes yeux parleraient quand je voudrais me taire,  Ne vous opposez point à mes voeux les plus doux  Et ne me forcez pas à prendre un autre époux. "")","('#brocantin', ""Te moques-tu, Pierrot ?  Notre vacation est la plus jolie du monde ; nous voyons tout ce qu'il y a de gens de qualité ; il n'y a point de prince qui fasse la dépense que nous faisons ; nous changeons de meubles tous les jours ; on ne voit jamais chez nous la même chose, et notre cabinet est le rendez-vous de tous les fainéants de la ville. "")",0.98,Substitution
552,,"('#pierrot', 'Et quelquefois aussi des fainéantes ; Car voyez vous, monsieur, les femmes ont toujours quelque pièce à troquer.')",1.0,Deletion
553,"('#geronte', ""Comment c'est donc ainsi que tu trompes ton père ?  Coquine, peut s'en faut que ma juste colère...  Il lève sa canne."")","('#colombine', 'Mon papa, il y a là-bas une troupe de carêmes-prenants qui veulent entrer. ')",1.35,Substitution
554,"('#octave', ""Ah : De grâce, arrêtez, modérez ce transport  Vous n'êtes plus, Monsieur, le maître de son sort,  Et quand vous offensez la beauté qui m'engage,  C'est sur moi qu'à présent retombe tout l'outrage. "")","('#brocantin', ""Qu'on les renvoie ; je ne veux point... "")",1.33,Substitution
555,"('#le-docteur', 'Nous ne sommes donc plus maîtres de nos enfants ? ')",,1.0,Insertion
556,"('#geronte', ""Sur ma fille mes droits seront toujours puissants  Je veux qu'elle obéisse... "")",,1.0,Insertion
557,"('#mezzetin', ""Attendez-la sous l'orme  Vous n'êtes tous deux pères que pour la forme. "")",,1.0,Insertion
558,"('#le-docteur', 'Mais où donc est Léandre ? ')",,1.0,Insertion
559,"('#arlequin', 'Hélas je suis ici. ')","('#colombine', ""On dit que c'est l'ambassadeur du prince Tonquin des Curieux qui veut m'épouser. "")",1.78,Substitution
560,"('#geronte', 'Pourquoi vous cachez-vous, que veut dire ceci ?  Hé bien que faites-vous ? ')","('#pierrot', 'Oh !  Pardi, monsieur, les voilà. ')",1.29,Substitution
561,"('#arlequin', 'Qui moi, je me promène. ')",,1.0,Insertion
562,"('#le-docteur', 'Venez approchez-vous pour nous tirer de peine. ')",,1.0,Insertion
563,"('#octave', 'Allons il faut combattre une seconde fois. ')",,1.0,Insertion
564,"('#arlequin', 'Oh je ne me bats pas si souvent que je bois  Je suis trop fatigué, dispensez-moi de grâce,  Vous vous repentiriez, mon cher, de votre audace. ')","('#brocantin', ""Le prince des Curieux épouser ma fille !  Je suis bien obligé à son altesse tonquinoise.  Voyons un peu ce qu'il va dire : écoute.  À Pierrot.  Mezzetin caquette, et veut baiser Colombine."")",1.37,Substitution
565,"('#le-docteur', 'Après avoir donné des marques de valeur  Osez-vous résister. ')",,1.0,Insertion
566,"('#arlequin', ""Ma foi c'est que j'ai peur. "")","('#colombine', ""Ali !  Mon_Dieu, la vilaine bête !  Pierrot, Pierrot, ne me quitte point ; j'ai peur. "")",0.61,Substitution
567,"('#le-docteur', ""Mais vous l'avez blessé, le devoir vous engage  À faire de nouveau briller votre courage,  Ne le refusez pas. "")","('#pierrot', ""Oh !  Pardi, ne craignez rien avec moi ; il n'a qu'à venir.  Ah, mademoiselle !  La jolie queue !  Perroquet mignon ; tôt, tôt, à déjeuner.  Mezzetin caquette."")",1.48,Substitution
568,"('#arlequin', ""Cet homme est trop pressé,  Je pourrais le tuer, mais où l'ai-je blessé. "")",,1.0,Insertion
