,regnard-coquette,regnard-divorce,Cost,Operation Type
430,"('#madame-pindaret', 'Ah, ma chère belle !  Que je suis heureuse de vous rencontrer !  Car vous êtes la fille de France la plus introuvable. ')","('#le-chevalier', ""Un dévoiement, madame, causé à ma bourse par les fréquentes crudités d'une fortune indigeste, m'a obligé d'avoir recours au remède astringent d'un petit billet payable au porteur, que j'apportais à monsieur votre époux ; mais n'y étant pas, j'ai cru qu'un homme de ma qualité pouvait entrer de volée chez les dames, et que vous ne seriez pas fâchée de connaître le chevalier De Fondsec. Tout ce rôle du chevalier se prononce en gascon."")",1.32,Substitution
431,"('#colombine', ""On ne m'a point dit, madame, que vous m'ayez fait cet honneur-là.  Il est vrai que j'ai le domestique du monde le plus brutal : qu'une femme de qualité me vienne voir, on ne m'en dit rien ; qu'une procureuse frappe à ma porte, on vient m'en faire la honte en pleine compagnie. "")","('#isabelle', ""Je suis ravie, monsieur, de l'honneur que je reçois ; mais je voudrais que ce ne fût pas une suite de votre malheur, et devoir à ma bonne fortune, et non pas à votre mauvaise, la visite que je reçois : mais il faut espérer que vous serez plus heureux."")",0.0,Match
432,"('#madame-pindaret', ""En vérité, mademoiselle, il faut que votre train soit travaillé d'un prodigieux dévoiement de mémoire ; oui, je crois que je suis venue ici plus de dix fois depuis les calendes du mois dernier. "")","('#le-chevalier', ""Comment voulez-vous, madame ?  Pour être heureux, il faut jouer ; pour jouer, il faut avoir de l'argent ; et pour avoir de l'argent, que diable faut-il faire ?  Car nous autres chevaliers de Gascogne, nous n'avons jamais connu ni patrimoine, ni revenu."")",1.57,Substitution
433,,"('#colombine', ""Il est vrai que de mémoire d'homme on n'a jamais vu venir une lettre-de-change de ce pays-là."")",1.0,Deletion
434,"('#colombine', ""Comment dites-vous cela, s'il vous plaît ?  Les cal... "")",,1.0,Insertion
435,"('#madame-pindaret', ""Les calendes, mademoiselle ; c'est la manière de compter des Romains, et la mienne.  Si ma servante datait sa dépense autrement, elle ne coucherait pas chez moi deux jours de suite.  Je veux de l'érudition jusque dans ma cuisine. "")","('#isabelle', ""Monsieur le chevalier voudra bien passer toute l'après-dînée avec nous ?"")",1.31,Substitution
436,"('#colombine', ""Que vous êtes heureuse, madame, de savoir tant de belles choses !  Si j'avais l'avantage de vous voir souvent, je crois que je deviendrais une habile fille. "")","('#le-chevalier', ""Ma foi, madame, je ne sais pas si je pourrai me prostituer à votre visite ; car c'est aujourd'hui mon grand jour de femmes.  Je m'en vais voir sur mes tablettes.  Le mercredi, à cinq heures, chez Dorimène.  Oh !  Ma foi, il est trop tard.  À cinq heures et un quart, chez la comtesse qui m'a envoyé cette épée d'or. Ah !  Ah !  La sotte prétention !  Vouloir que je rende une visite pour une épée qui ne pèse que soixante louis !  Non, madame, je n'irai pas, vous dis-je ; j'y perdrois.  À six heures et demie, promis à Toinon, au troisième étage, rue Tireboudin.  Oh !  Ma foi, cette visite-là se peut remettre.  Allons, madame, je suis à vous pendant toute l'après-dînée, et pendant toute la nuit, si vous voulez : il en coûtera la vie à trois ou quatre femmes ; mais qu'y faire ?  Le moyen d'être partout ? il tire ses tablettes, et lit. En riant"")",0.58,Substitution
437,,"('#le-laquais', 'Monsieur, vos laquais sont là-bas, qui demandent à vous parler.')",1.0,Deletion
438,"('#madame-pindaret', ""Il faut dire la vérité ; on se décrasse en ma compagnie, et tout le monde avoue que je n'ai point la conversation roturière. "")","('#le-chevalier', ""Dis-leur que je n'ai rien à leur dire."")",1.3,Substitution
439,,"('#le-laquais', ""Ils font un bruit de diable ; ils disent qu'il y a trois jours qu'ils n'ont mangé."")",1.0,Deletion
440,"('#colombine', ""Ah ! Que cela est bien dit !  La conversation roturière !  Comment pouvez-vous fournir à la dépense d'esprit que vous faites ?  Si vous ne vous ménagez, vous n'en aurez jamais assez pour le reste de vos jours. "")","('#le-chevalier', ""Voilà de plaisants marauds ! Est-ce à faire à ces coquins-là à manger ?  Et que feront donc les maîtres ?  Madame, voyez là-bas s'il y a quelque chose de reste, et qu'on leur donne seulement pour les empêcher de crier. vers Isabelle."")",0.62,Substitution
441,,"('#isabelle', ""Dites là-bas qu'on leur donne à manger."")",1.0,Deletion
442,,"('#colombine', ""Il faut dire la vérité ; monsieur le chevalier est d'un bon naturel : il ôterait volontiers le morceau de sa bouche pour le donner à ses gens."")",1.0,Deletion
443,"('#madame-pindaret', ""Bon !  Cela ne coûte rien à une femme comme moi, qui se joue des auteurs ; j'entretiens commerce avec les anciens, et je fraye aussi avec les modernes. "")","('#le-chevalier', ""Ces gueux-là sont trop heureux avec moi.  C'est une commission que de me servir."")",1.0,Substitution
444,"('#colombine', 'Avec les anciens, madame ! ')",,1.0,Insertion
445,"('#madame-pindaret', ""Assurément, mademoiselle ; j'en attrape assez le vrai, et je veux vous faire voir quelle est ma lecture quotidienne.  Laquais !  Petit garçon ! "")","('#colombine', 'Ils sont quelquefois trois jours sans manger ; mais aussi je crois que vous leur donnez de gros gages.')",1.3,Substitution
446,"('#madame-pindaret', 'Donnez-moi mon Juvénal. ')",,1.0,Insertion
447,"('#le-laquais', ""Qu'est-ce que c'est, madame, que votre Juvénal ? "")",,1.0,Insertion
448,"('#madame-pindaret', 'Ce livre in-quarto que je vous ai donné tantôt. ')",,1.0,Insertion
449,"('#le-laquais', ""À moi, madame, un quartaut !  Vous ne m'avez donné ni quartaut ni bouteille. "")",,1.0,Insertion
450,"('#madame-pindaret', ""Eh !  Le petit ignorant !  Qu'il vous arrive une autre fois de l'oublier !"")",,1.0,Insertion
451,"('#madame-pindaret', 'Je prends toujours la précaution de me faire escorter de ce livre-là, quand je vais en visite de femmes, pour me dédommager des minuties de leur conversation. ')","('#le-chevalier', 'Je le crois, vraiment ; au bout de trois ans je leur donne congé pour récompense.')",1.31,Substitution
452,"('#colombine', ""Voilà ce qui s'appelle mettre à profit jusqu'à son ennui. "")","('#colombine', 'Ils ne sont pas malheureux.  Voilà le meilleur de votre condition.')",1.18,Substitution
453,"('#madame-pindaret', 'Êtes-vous comme moi, ma chère ?  Toutes les visites de femmes me donnent la colique. ')",,1.0,Insertion
454,"('#colombine', ""Non, madame, je ne suis point d'une complexion si délicate.  À vous dire le vrai, j'aime beaucoup mieux la conversation des hommes, et je voudrais parfois qu'il n'y eût que moi de femme au monde. "")","('#isabelle', ""Oh !  çà, monsieur le chevalier, voilà un chagrin qui me saisit.  Que ferons-nous après la collation ?  Quand je n'ai plus que deux ou trois plaisirs à prendre dans le reste du jour, je suis dans une langueur mortelle ; et je m'ennuie presque toujours, dans la crainte que j'ai de m'ennuyer bientôt.  Il faut envoyer voir ce que l'on joue aux italiens.  Broquette, broquette !"")",0.33,Substitution
455,"('#madame-pindaret', ""Vous auriez de la chalandise.  J'allai voir, il y a quelque temps, une marquise ; je ne fus qu'un quart d'heure avec elle, c'était pendant la canicule : sa conversation ne laissa pas de m'enrhumer si fort, que je me suis mise au gruau pendant trois semaines pour en revenir. "")",,1.0,Insertion
456,"('#colombine', 'Cela étant, madame, quand vous allez en visite de marquise, de crainte de vous enrhumer une seconde fois, il faudrait faire porter un manteau fourré avec votre Juvénal. ')",,1.0,Insertion
457,"('#madame-pindaret', ""Vous ne sauriez vous imaginer jusqu'où va l'ignorance de cette femme-là. "")",,1.0,Insertion
458,"('#colombine', 'Une femme de qualité ignorante !  Vous me surprenez. ')",,1.0,Insertion
459,"('#madame-pindaret', ""Ignorantissime !  Croiriez-vous ?...  Mais non ; cela n'entre point dans l'esprit. "")",,1.0,Insertion
460,"('#colombine', 'Mais encore ? ')","('#le-laquais', 'Madame ?')",0.38,Substitution
461,,"('#isabelle', ""Allez voir ce que l'on joue aujourd'hui à l'hôtel de Bourgogne."")",1.0,Deletion
462,"('#madame-pindaret', ""Croiriez-vous qu'elle ne put jamais me dire dans quelle olympiade mourut Épaminondas ? "")",,1.0,Insertion
463,"('#colombine', ""Ah, ciel !  Quelle ignorance !  En vérité, madame, vous fûtes bien heureuse d'en être quitte pour un rhume ; cela valait bien la peine de tomber en apoplexie. "")","('#colombine', 'Je ne sais, madame, ce que vous voulez faire ; mais je vous avertis que monsieur a enfermé une roue du carrosse dans son cabinet, pour vous empêcher de sortir.')",1.21,Substitution
464,"('#madame-pindaret', ""Il ne tint qu'à moi.  À propos, mademoiselle, avec-vous vu mon madrigal ? "")","('#isabelle', ""Qu'importe ?  Nous irons dans le carrosse de monsieur le chevalier."")",1.45,Substitution
465,"('#colombine', ""Non, madame ; cela n'est pas venu jusqu'à moi. "")","('#le-chevalier', ""Cela ne se peut pas, madame ; mon cocher s'en sert : c'est que je lui donne mon carrosse un jour la semaine pour ses gages ; c'est aujourd'hui son jour, et il l'a loué à des dames qui sont allées au bois de Boulogne."")",1.85,Substitution
466,"('#madame-pindaret', ""Vous n'êtes donc pas de ce monde ?  C'est une pièce qui a déjà souffert la troisième édition, et qui a marié les trois filles de mon libraire.  Je vais vous le lire. "")","('#colombine', ""Cela ne doit pas nous arrêter.  Si madame veut aller à l'opéra, je trouverai bien un carrosse."")",1.31,Substitution
467,"('#colombine', 'Vous me ferez, je vous assure, un sensible plaisir. ')",,1.0,Insertion
468,"('#madame-pindaret', ""Ce n'est pas cela ; c'est un rondeau sur une absence, que je laisse quelque temps mitonner sur le réchaud de la réflexion...  Ni cela ; c'est la vie de Thémistocle, en vers burlesques.  Je tiens un poème épique aux cheveux, qui surprendra tout Paris.  Ah !  Voici notre madrigal. MADRIGAL, Sur l'inconstance d'une maîtresse qui changea d'amant, parce qu'il avait soupiré par le derrière.  Vous entendez bien cela ? Elle lit. "")","('#isabelle', ""Ah !  Fi, Colombine, avec ton opéra.  Peut-on revenir à la demi-Hollande, quand on s'est si longtemps servi de batiste ?  J'y allai dès deux heures à la première représentation ; j'eus tout le temps de m'ennuyer avant que l'on commençât ; mais ce fut bien pis, quand on eut une fois commencé."")",0.62,Substitution
469,"('#colombine', ""Oh !  Oui, cela s'entend de reste ; peu s'en faut que je ne le sente."")",,1.0,Insertion
470,"('#madame-pindaret', ""Quoi ! Pour avoir laissé sauver un prisonnier  Qui n'a de voix que pour crier,  Votre coeur fait la pirouette,  Et se fait un nouvel amant ! On dira, volage Lisette,  Que ce coeur est si girouette,  Qu'il change au moindre petit vent."")","('#colombine', ""Je ne conçois pas comment on peut s'ennuyer à l'opéra ; les habits y sont si beaux !"")",1.34,Substitution
471,"('#colombine', 'Ah, madame !  Quel merveilleux talent vous avez pour la poésie ! ')","('#isabelle', ""Je vois bien que nous ne sommes pas engouées de musique aujourd'hui, et qu'il faudra nous en tenir à la comédie italienne."")",1.61,Substitution
472,"('#madame-pindaret', ""J'ai d'assez belles humanités, comme vous voyez ; mais je vais me donner à la physique. "")",,1.0,Insertion
473,"('#colombine', 'À la physique, madame ! ')",,1.0,Insertion
474,"('#madame-pindaret', ""Oui, mademoiselle. C'est une des plus nobles sciences qu'il y ait ; elle a pour objet tout ce qui tombe sous les sens, et par conséquent, le corps humain, qui est la plus belle et la plus parfaite de toutes les structures humaines.  Adieu, mademoiselle ; je sens que ma colique veut me reprendre. "")","('#le-chevalier', ""En vérité, madame, je ne sais pas quel plaisir vous trouvez à vos comédies italiennes ; les acteurs y sont détestables.  Est-ce qu'Arlequin vous divertit ?  C'est une pitié.  Excepté cet homme qui parle normand dans l'empereur de la lune, tout le reste ne vaut pas le diable.  J'étais dernièrement à une pièce nouvelle ; elle n'était pas encore commencée, que j'entendis accorder les sifflets au parterre, comme on fait les violons à l'opéra.  Je m'en allai aussitôt, pestant comme un diable contre ces nigauds-là, et je n'en voulus pas voir davantage."")",0.96,Substitution
475,"('#colombine', 'Quoi !  Si tôt, madame ! ')","('#isabelle', ""Vous n'attendîtes donc pas que la toile fût levée ?"")",1.25,Substitution
476,"('#madame-pindaret', ""Je ne me prostitue jamais à une longue conversation, et j'aime les visites brèves et laconiques."")","('#le-chevalier', ""Hé !  Vraiment non.  Ne voit-on pas bien d'abord à ces indices-là qu'une pièce ne vaut rien ?"")",1.97,Substitution
477,"('#arelquin', 'Hé bien, morbleu !  Madame, les airs de cour nous sont-ils naturels ?  La, lore, la.  Vous allez voir comme je vous chamarre une danse sérieuse.  Hé !  Laquais, laquais !  Lâche-nous un coup de chanterelle.  Je veux tracer un menuet avec vous.  Il fredonne.  À Colombine. ')","('#isabelle', 'Approchez, petit garçon.  Eh bien !  Quelle pièce joue-t-on ?')",1.04,Substitution
478,,"('#le-laquais', 'Madame, on joue ""Le Sirop pour purger"".')",1.0,Deletion
479,"('#colombine', ""Je vous prie, monsieur, de m'en dispenser ; je suis d'une fatigue outrée, et voilà huit nuits de suite que je cours le bal. "")","('#le-chevalier', ""Ne vous l'avais-je pas bien dit, madame ?  Ces gens-là ne jouent que de vilaines choses."")",1.29,Substitution
480,,"('#le-laquais', 'Madame, combien mettra-t-on de couverts ?')",1.0,Deletion
481,,"('#isabelle', ""Deux : un pour monsieur le chevalier, et l'autre pour moi."")",1.0,Deletion
482,"('#arlequin', 'Il faut donc que madame danse à votre place ? ')","('#le-laquais', ""N'en mettra-t-on pas aussi un pour monsieur ?"")",1.15,Substitution
483,"('#madame-pindaret', ""Moi, monsieur !  Excusez-moi, s'il vous plaît ; je ne danse point, je fais des vers. "")","('#isabelle', 'Non. Ne savez-vous pas bien que monsieur ne mange point à table quand il y a compagnie ?')",1.57,Substitution
484,"('#arlequin', 'Parbleu !  Madame, vous danserez en vers, ou vous crèverez en prose. ')","('#le-chevalier', 'Parle, mon ami ; mets deux couverts pour moi ; je mangerai bien pour deux personnes.')",1.95,Substitution
485,"('#colombine', ""Allons, courage, madame ; voulez-vous qu'on envoie quérir votre Juvénal ?"")","('#colombine', ""Dieu merci, madame, ce que je demandais est enfin arrivé : nous plaiderons, morbleu !  Nous plaiderons !  La gueule du juge en pètera, et je ne souffrirai pas que vous soyez plus longtemps le rendez-vous des violences de Monsieur Sotinet.  Vous ne serez plus Madame Sotinet, ou j'y perdrai mon latin. Je viens de consulter un avocat de mes amis sur votre affaire.  Bon !  Il dit que cela ira son grand chemin, et qu'il y aurait là de quoi faire casser aujourd'hui vingt mariages."")",0.94,Substitution
486,"('#arlequin', 'Madame Pindaret se laisse tomber.  Voilà un vers à qui il manque un pied.')",,1.0,Insertion
487,"('#madame-pindaret', ""Ah, ah !  Voilà un menuet qui m'a mise sur les dents.  J'aimerais mieux faire vingt sonnets que de...  Ah, ah !  Souffrez, mademoiselle, que je vous quitte pour aller me mettre au lit. "")","('#isabelle', ""En vérité, Colombine, j'ai eu bien de la peine à me résoudre à ce que tu as voulu.  On va me tympaniser par la ville, et je vais donner la comédie à tout Paris."")",1.11,Substitution
488,"('#arlequin', ""Adieu, madame ; allez vous faire tirer trois palettes d'épigrammes de la veine poétique."")","('#colombine', ""Ah !  Vraiment, nous y voilà !  On va vous tympaniser !  Eh !  Mort non pas de ma vie, madame, c'est vous éterniser, que de faire un coup d'éclat comme celui-là !  Dites-moi, je vous prie, auroit-on tant d'empressement à lire l'histoire galante de certaines femmes, si une séparation ne les avait rendues célèbres ?  Saurait-on la magnificence de Madame Lycidas, en justaucorps de soixante pistoles, les discrétions qu'elle perd avec son galant, si elle n'avait pas plaidé contre son mari ?  Et l'on n'aurait jamais connu tout l'esprit d'Artémise, sans ses lettres, qui ont été produites à l'audience.  Je vous le dis, madame, il n'y a rien tel que de bien débuter dans le monde, et voilà le plus court chemin.  On avance plus par là en un jour d'audience qu'en vingt années de galanterie ; et vous me remercierez dans peu des bons avis que je vous donne."")",0.68,Substitution
489,"('#arlequin', ""Hé bien, mademoiselle, ne vous avais-je pas bien dit qu'il n'y avait guère de marquis plus ridicule que moi ? "")","('#isabelle', ""Il fallait donc, Colombine, que j'apprisse de longue main à mépriser, comme ces femmes dont tu me parles, les chimères et les fantômes de réputation et d'honneur qui font peur aux esprits simples comme le mien.  Je conviens, avec toi, qu'il y a beaucoup d'honnêtes femmes qui sont lasses de leur métier et de leur mari ; mais, du moins, elles n'en instruisent pas la ville par la bouche d'un avocat, et ne se font point déclarer fieffées coquettes par arrêt de la cour."")",1.11,Substitution
490,"('#colombine', ""À vous sincèrement, pour un marquis de nouvelle impression, vous ne jouez pas mal votre rôle, et l'on croirait que vous l'auriez étudié toute votre vie. "")","('#colombine', ""C'est qu'elles n'ont pas un mari aussi bourru que vous en avez un.  Vous êtes trop bonne, et vous gâtez les maris.  Une bonne séparation, madame, une bonne séparation ; et le plus tôt, c'est le meilleur.  Il y a déjà près de deux ans que vous êtes femme de Monsieur Sotinet ; et quand ce serait le meilleur mari du monde, il serait gâté depuis le temps."")",1.26,Substitution
491,"('#arlequin', 'Étudié !  Moi, étudié !  Palsembleu !  Vous ne le prenez pas mal.  Étudié !  Vous ne savez donc pas que je suis homme de qualité ?  À peine sais-je écrire mon nom !')",,1.0,Insertion
492,"('#colombine', ""Vous voulez vous divertir ; je sais ce que je dois croire, et j'appelle de votre modestie. "")","('#isabelle', ""Fais donc tout ce que tu voudras.  Mais, faudra-t-il que j'aille solliciter toutes ces jeunes barbes de juges, qui me riront au nez, et qui sont ravis d'avoir des affaires de cette nature-là ?"")",0.72,Substitution
493,"('#arlequin', ""Cela est, parbleu, comme je vous le dis ; et je veux que le diable m'emporte si jamais j'ai eu d'autres livres qu'un almanach avec un Parfait Maréchal.  Bon !  Que nous faut-il à nous autres gens de cour ? Beaucoup de bonne opinion, saupoudrée de quelques grains d'effronterie.  Voilà toute notre science auprès des femmes. Il se promène. "")","('#colombine', ""Oh !  Madame, ne vous mettez point en peine, vous n'irez point aux juridictions ordinaires : le dieu d'Hymen est arrivé depuis quelque temps en cette ville, pour démarier toutes les personnes qui sont lasses du mariage.  Il aura de la pratique, comme vous pouvez juger.  Je veux qu'il commence par vous.  Laissez-moi faire ; j'ai une peste de tête..."")",0.08,Substitution
494,"('#colombine', 'Mais où allez-vous donc ?  Vous avez des inquiétudes horribles dans les jambes, et vous ne sauriez vous tenir un moment en place. ')",,1.0,Insertion
495,"('#arlequin', ""Ma foi, mademoiselle, il faut du plain-pied à un marquis.  Je voudrais que vous vissiez à la Comédie le terrain que j'occupe sur le théâtre.  Oh, parbleu !  La scène n'est jamais vide avec moi.  Il n'y a que le théâtre de l'Opéra où je me trouve un peu en brassière ; je n'y saurais pirouetter à ma fantaisie. "")","('#colombine', ""Ah !  Mon pauvre Arlequin, tu viens ici bien à propos.  Tenez, madame, voilà l'avocat que je vous veux donner.  Viens çà, sais-tu plaider ? À Isabelle. À Arlequin."")",1.01,Substitution
496,"('#colombine', ""C'est-à-dire que vous n'oseriez pas y faire le fanfaron comme ailleurs. "")",,1.0,Insertion
497,"('#arlequin', ""Je suis pourtant toujours sur le bord du théâtre.  Il y a longtemps que j'ai secoué la pudeur de ces demi-gens de qualité qui commencent à se donner au public.  Ventrebleu !  Je ne tâte point des coulisses ; sur l'orchestre, morbleu !  Sur l'orchestre. "")","('#arlequin', ""Si je sais plaider ?  J'ai été quatre ans cocher du plus fameux avocat de Paris.  Il me fit une fois plaider en sa place pour un homme qui avait fait quelque petite friponnerie.  Il devait naturellement, et suivant toutes les règles de la justice, aller droit aux galères : je lui épargnai la fatigue du chemin : je fis tant qu'il n'alla qu'à la grève.  Je criai comme un diable."")",0.65,Substitution
498,,"('#colombine', ""Tu plaides donc bien ?  Il n'en faut pas davantage pour gagner le procès le plus désespéré.  Allons, viens ; suis-moi : je te dirai ce qu'il faut que tu fasses."")",1.0,Deletion
499,"('#colombine', ""Je ne sais pas, pour moi, quel plaisir prennent certaines gens, à la Comédie, de venir étouffer un acteur jusque sur les chandelles.  Comment voulez-vous qu'un pauvre diable de comédien se fasse entendre au bout d'une salle ?  Il faut donc qu'il crève ? "")","('#isabelle', ""Je ne sais pas, Colombine, dans quelle affaire tu m'embarques là.  Ne vous mettez pas en peine, madame ; je vous en tirerai. Je ne vous dis pas ce que j'ai envie de faire."")",1.14,Substitution
500,,"('#mezzetin', ""Je te cherchais.  Colombine m'a dit que tu avais servi chez un avocat."")",1.0,Deletion
501,,"('#arlequin', 'Cela est vrai. ')",1.0,Deletion
502,"('#arlequin', ""Parbleu !  Qu'il crève s'il veut ; il est payé pour cela. "")","('#mezzetin', 'Étois-tu clerc ?\n')",1.66,Substitution
503,,"('#arlequin', ""Non.  C'était moi qui recousais les sacs et les étiquettes."")",1.0,Deletion
504,"('#colombine', 'Mais, de bonne foi, monsieur le Marquis, croyez-vous que ce soit pour voir peigner votre perruque, prendre du tabac, et faire votre carrousel sur le théâtre, que le parterre donne ses quinze sols ? ')","('#mezzetin', ""J'ai besoin de toi.  Voici la dernière fourberie que tu feras : il faut que tu plaides la cause de Mademoiselle Isabelle devant le dieu de l'Hyménée."")",1.57,Substitution
505,"('#arlequin', ""N'est-ce pas bien de l'honneur pour lui de voir des gens de qualité ?  Ma foi, quand il n'aurait que ce plaisir-là, cela vaut bien une mauvaise comédie. "")","('#arlequin', ""Et comment m'y prendre ?  La profession d'avocat n'est pas si aisée."")",1.86,Substitution
506,"('#colombine', ""Assurément ; c'est ce qui fait qu'il s'est mis en droit de vous siffler aussi bien que les méchantes pièces. "")","('#mezzetin', ""Bon !  Il n'y a rien au monde de si aisé.  Il le faut prendre par la gueule.  Un avocat va le matin en robe au palais.  Dès qu'il y est, il entre à la buvette, où il mange des saucisses, des rognons, des langues, et boit du meilleur. À part. Haut."")",0.82,Substitution
507,"('#arlequin', ""Il est vrai que le parterre devient terriblement orgueilleux : ce sont ces Italiens qui ont achevé de le gâter.  Savez-vous bien que cet été ils l'ont traité de monseigneur dans un placet ?  Le parterre monseigneur !  J'enrage ! "")","('#arlequin', ""Un avocat mange des saucisses ?  Oh !  Si cela est, je serai avocat, et bon avocat ; car je mangerai plus de saucisses qu'un autre : je les aime à la folie."")",1.63,Substitution
508,"('#colombine', ""Vous avez beau pester, le parterre fait du bien à tout le monde ; il redresse les auteurs, il tient les comédiens en haleine ; un fat ne se campe point impunément devant lui sur les bancs du théâtre : en un mot, c'est l'étrille de tous ceux qui exposent leurs sottises au public.  Que ne vous mettez-vous dans les loges ?  On ne vous examinera pas de si près. "")","('#mezzetin', ""D'abord, tu commenceras ton plaidoyer en disant : messieurs, je parle pour Mademoiselle Isabelle, contre son mari, qui est un débauché, un puant, un fou, et autres choses semblables."")",0.97,Substitution
509,,"('#arlequin', 'Laisse-moi faire, pourvu que les saucisses marchent...')",1.0,Deletion
510,"('#arlequin', ""Moi, dans les loges !  Je vous baise les mains : je n'entends point la comédie dans une loge comme un sansonnet ; je veux, morbleu !  Qu'on me voie de la tête aux pieds, et je ne donne mon écu que pour rouler pendant les entr'actes, et voltiger autour des actrices. "")","('#mezzetin', ""Oh !  Cela s'en va sans dire.  Oh !  çà, prends que je sois le juge ; commence par plaider."")",1.13,Substitution
511,,"('#arlequin', 'Je ne puis pas.')",1.0,Deletion
512,"('#le-laquais', 'Mademoiselle, voilà votre couturière.')","('#mezzetin', ""Et d'où vient ?"")",1.46,Substitution
513,"('#colombine', ""Hé bien, Margot, m'apportez-vous mon manteau ? "")",,1.0,Insertion
514,"('#margot', ""Oui, mademoiselle j'espère qu'il vous habillera parfaitement bien : depuis que je travaille, je n'ai jamais vu d'habit si bien taillé. "")","('#arlequin', ""C'est que je n'ai pas encore été à la buvette."")",1.9,Substitution
515,,"('#mezzetin', 'Nous irons après : répétons toujours auparavant.')",1.0,Deletion
516,,"('#arlequin', 'Mais répétons donc aussi la buvette.')",1.0,Deletion
517,"('#arlequin', 'Ni moi de fille si ragoûtante.  Voilà, mordi !  Une petite créature bien émerillonnée.  Écoutez, ma fille, où demeurez-vous ? ')","('#mezzetin', ""Voilà une buvette qui te tient bien au coeur !  Tiens, prends que je sois le juge.  Avocat, plaidez. Il fait semblant de s'asseoir dans un fauteuil, puis dit : "")",1.55,Substitution
518,"('#margot', ""Pas loin d'ici. "")","('#arlequin', 'Messieurs...')",1.29,Substitution
519,"('#arlequin', 'Tant mieux.')","('#mezzetin', 'Fort bien.')",0.46,Substitution
520,"('#colombine', ""Vous voulez bien, monsieur le Marquis ; me permettre d'essayer mon manteau ? "")","('#arlequin', 'Messieurs...  Messieurs...  Messieurs, je conclus...')",1.09,Substitution
521,"('#arlequin', ""Oui-da, mademoiselle ; vous pouvez vous habiller jusqu'à la chemise inclusivement. Margot est, ma foi, toute des plus jolies, et il y aurait plaisir de lui margotter le coeur ; je m'assure qu'elle n'a pas quinze ans.  Peut-on voir votre minois, petite femelle ténébreuse ?  Margot habille Colombine ; Arlequin badine.  Il veut lever sa coiffe ; Margot se défend. "")",,1.0,Insertion
522,"('#colombine', 'Allons donc, monsieur le Marquis, soyez sage.  Que ne vous laissez-vous voir aussi, Margot, vous qui êtes si jolie ? ')","('#mezzetin', ""À quoi concluez-vous ?  Je conclus à ce que nous allions manger les saucisses, avant qu'elles refroidissent.  Il s'en va, Mezzetin court après."")",1.73,Substitution
523,"('#margot', ""Je n'oserais, mademoiselle. "")",,1.0,Insertion
524,"('#colombine', 'Pourquoi ? ')","('#sotinet', ""Eh bien !  Que t'a dit Monsieur De La Griffe, mon avocat ?  Viendra-t-il bientôt ?"")",1.7,Substitution
525,"('#margot', ""C'est que monsieur Harpillon m'a défendu de regarder les hommes ; et il serait fâché s'il savait que je me fusse montrée. "")","('#pierrot', ""Monsieur, il est bien malade ; il ne pourra pas venir : en taillant sa plume, il s'est coupé un peu le doigt ; il dit qu'il ne pourra pas plaider dans l'état où il est."")",1.47,Substitution
526,"('#colombine', 'Qui est donc ce monsieur Harpillon ? ')","('#sotinet', 'Comment !  Est-il fou ?')",1.32,Substitution
527,"('#margot', ""C'est un des gros fermiers, qui est mon parrain ; il fait du bien à toute notre famille, et il a déjà donné un bon emploi à mon grand frère. "")","('#pierrot', ""Il m'a dit qu'il allait envoyer un jeune homme en sa place, qui plaide comme un diable, et qui vous fera aussi bien perdre votre procès que lui-même."")",1.44,Substitution
528,,"('#sotinet', ""Cette affaire-là me fera mourir ; je n'en sortirai jamais à mon honneur.  Ma femme m'a fait assigner devant le dieu d'Hymen ; on n'est guère favorable aux maris à ce tribunal-là.  Ce qui me fâche le plus, c'est que l'on me fera rendre vingt mille écus que je n'ai point reçus.  Allons."")",1.0,Deletion
529,,"('#pierrot', 'Hé !  Monsieur, consolez-vous : il y a bien des gens qui voudroient être quittes de leurs femmes à ce prix-là.')",1.0,Deletion
530,"('#arlequin', ""J'entends, j'entends ; monsieur Harpillon a mis le frère dans un bureau, et mettra, s'il peut, la soeur en chambre. "")","('#braillardet', ""Pour Messire Mathurin-Blaise Sotinet, sous-fermier, contre la dame Sotinet, sa femme, demanderesse en séparation. Je ne suis pas surpris, messieurs, de voir à ce nouveau tribunal une femme qui veut secouer le joug d'un mari ; mais je m'étonne de n'y pas voir avec elle la moitié des femmes de Paris."")",1.32,Substitution
531,,"('#cornichon', ""Donnez-vous un peu de patience ; nous n'aurons pas plus tôt démarié la première, qu'elles y viendront toutes les unes après les autres."")",1.0,Deletion
