,dufresny-chevalier-joueur,regnard-joueur,Cost,Operation Type
154,"('#la-comtesse', ""Car enfin, qu'est-ce que c'est encore qu'une fille à vingt-cinq ans ?"")","('#valere', 'Prêtez-moi mille écus.')",1.32,Substitution
155,,"('#hector', ""Nous paierons l'intérêt Au denier un."")",1.0,Deletion
156,"('#angelique', 'Encore !')","('#valere', 'Monsieur...')",0.37,Substitution
157,,"('#geronte', 'Je ne puis vous entendre.')",1.0,Deletion
158,,"('#valere', ""Je ne veux point, mon père, aujourd'hui vous surprendre ; Et pour vous faire voir quels sont mes bons desseins, Retenez cet argent, et payez par vos mains."")",1.0,Deletion
159,"('#la-comtesse', ""Oui, la Loi devrait défendre aux filles, de disposer de leur coeur avant l'âge de quarante ans."")","('#hector', ""Ah ! Parbleu, pour le coup, c'est être raisonnable."")",1.86,Substitution
160,,"('#geronte', 'Et de combien encore êtes-vous redevable ?')",1.0,Deletion
161,,"('#valere', ""La somme n'y fait rien."")",1.0,Deletion
162,,"('#geronte', ""La somme n'y fait rien ?"")",1.0,Deletion
163,"('#angelique', 'Vous disposerez du vôtre quand il vous plaira.')","('#hector', 'Non. Quand vous le verrez vivre en homme de bien, Vous ne regretterez nullement la dépense ; Et nous ferons, Monsieur, la chose en conscience.')",1.12,Substitution
164,,"('#geronte', 'Écoutez : je veux bien faire un dernier effort ; Mais, après cela, si...')",1.0,Deletion
165,"('#la-comtesse', ""Une fille n'est point en âge de raison, que l'âge des désirs ne soit passé."")","('#valere', ""Modérez ce transport ; Que sur mes sentiments votre âme se repose. Je vais voir Angélique ; et mon coeur se propose D'arrêter son courroux déjà prêt d'éclater."")",1.77,Substitution
166,,"('#hector', ""Je m'en vais travailler, moi, pour vous contenter, À vous faire, en raisons claires et positives, Le mémoire succinct de nos dettes passives, Et que j'aurai l'honneur de vous montrer dans peu."")",1.0,Deletion
167,"('#angelique', 'Les désirs sont de tout âge, Madame, et vous désirez retarder mon mariage en retardant mes affaires ; voulez-vous les terminer, ou non ?')","('#geronte', ""Mon frère en son amour n'aura pas trop beau jeu. Non, quand ce ne serait que pour le contredire, Je veux rompre l'hymen où son amour aspire ; Et j'aurai deux plaisirs à la fois, si je puis, De chagriner mon frère, et marier mon fils."")",0.79,Substitution
168,"('#la-comtesse', ""Un devoir indispensable m'appelle en Ville, je vais exhorter à la patience une femme qui a épousé un Joueur."")","('#toutabas', ""Avec tous les respects d'un coeur vraiment sincère, Je viens pour vous offrir mon petit ministère. Je suis, pour vous servir, gentilhomme auvergnac, Docteur dans tous les jeux, et maître de trictrac : Mon nom est Toutabas, Vicomte de La Case, Et votre serviteur, pour terminer ma phrase."")",0.86,Substitution
169,,"('#geronte', ""Un maître de trictrac ! Il me prend pour mon fils. Quoi ! Vous montrez, Monsieur, un tel art dans Paris ? Et l'on ne vous a pas fait présent, en galère, D'un brevet d'espalier ? Haut."")",1.0,Deletion
170,"('#angelique', ""En l'exhortant à la patience vous l'impatientez beaucoup : j'avoue que je suis à bout, Madame ; et puisque vous ne voulez pas finir, je terminerai, moi, dès ce soir avec le Chevalier."")","('#toutabas', ""À quel homme ai-je affaire ? Comment ! Je vous soutiens que dans tous les états On ne peut de mon art assez faire de cas ; Qu'un enfant de famille, et qu'on veut bien instruire, Devrait savoir jouer avant que savoir lire. Haut."")",1.23,Substitution
171,,"('#geronte', 'Monsieur le professeur, avec raisons, Il faudrait vous loger aux petites-maisons.')",1.0,Deletion
172,"('#la-comtesse', ""Elle extravague, Nérine, je ne puis plus supporter ses égarements ; se peut-il que la figure d'un petit écervelé d'homme cause de si grands désordres dans une âme raisonnable ?"")","('#toutabas', ""De quoi sert, je vous prie, une foule inutile De chanteurs, de danseurs, qui montrent par la ville ? Un jeune homme en est-il plus riche quand il sait Chanter ré mi fa sol, ou danser un menuet ? Paiera-t-on des marchands la cohorte pressante Avec un vaudeville ou bien une courante ? Ne vaut-il pas bien mieux qu'un jeune cavalier Dans mon art au plus tôt se fasse initier ? Qu'il sache, quand il perd, d'une âme non commune, À force de savoir, rappeler la fortune ? Qu'il apprenne un métier qui, par de sûrs secrets, En le divertissant, l'enrichisse à jamais ?"")",0.86,Substitution
173,,"('#geronte', 'Vous êtes riche, à voir ?')",1.0,Deletion
174,"('#angelique', ""Tu vois, Nérine, le procédé de la Comtesse ; heureusement je ne dépends plus d'elle."")","('#toutabas', ""Le jeu fait vivre à l'aise Nombre d'honnêtes gens, fiacres, porteurs de chaise ; Mille usuriers fournis de ces obscurs brillants, Qui vont de doigts en doigts tous les jours circulants ; Des gascons à souper dans les brelans fidèles ; Des chevaliers sans ordre ; et tant de demoiselles Qui, sans le lansquenet et son produit caché, De leur faible vertu feraient fort bon marché, Et dont tous les hivers la cuisine se fonde Sur l'impôt établi d'une infaillible ronde."")",1.24,Substitution
175,"('#nerine', ""Non, non, vous n'avez plus d'autre tuteur que l'amour, vos affaires sont en bonne main."")",,1.0,Insertion
176,"('#angelique', ""Elle ne saurait m'empêcher..."")","('#geronte', ""S'il est quelque joueur qui vive de son gain, On en voit tous les jours mille mourir de faim, Qui, forcés à garder une longue abstinence, Pleurent d'avoir trop mis à la réjouissance."")",1.49,Substitution
177,"('#nerine', ""Assurément vous êtes une fille majeure, c'est-à-dire maîtresse de vos caprices, et l'âge de raison vous autorise à faire une folie."")",,1.0,Insertion
178,"('#angelique', ""Je vois les desseins de la Comtesse, et c'est ce qui m'oblige à précipiter mon mariage."")","('#toutabas', ""Et c'est de là que vient la beauté de mon art. En suivant mes leçons, on court peu ce hasard. Je sais, quand il le faut, par un peu d'artifice, D'un sort injurieux corriger la malice ; Je sais dans un trictrac, quand il faut un sonnez, Glisser des dés heureux, ou chargés, ou pipés ; Et quand mon plein est fait, gardant mes avantages, J'en substitue aussi d'autres prudents et sages, Qui, n'offrant à mon gré que des as à tous coups, Me font en un instant enfiler douze trous."")",0.68,Substitution
179,,"('#geronte', ""Et Monsieur Toutabas, vous avez l'insolence De venir dans ces lieux montrer votre science ?"")",1.0,Deletion
180,"('#nerine', ""Le bon mariage !  Quelle paix !  Quelle union !  Car vous ne vous rencontrerez jamais ensemble, et vous serez levée tous les jours avant qu'il revienne se coucher ; avec un homme réglé vous mèneriez une vie unie, ennuyeuse et languissante ; la vie d'un joueur est bien plus diversifiée ; diversité dans l'humeur; vous le verrez enragé, bourru dans l'adversité, brutal et méprisant dans la prospérité : diversité dans votre ménage ; abondance, disette, tantôt en carrosse, tantôt à pied ; quitter le premier appartement pour loger au quatrième étage : diversité dans les emmeublements ; aujourd'hui le velours, demain la serge, et après-demain les quatre murailles : la diversité réjouit les femmes."")","('#toutabas', ""Oui, monsieur, s'il vous plaît."")",1.52,Substitution
181,,"('#geronte', ""Et vous ne craignez pas Que j'arme contre vous quatre paires de bras, Qui le long de vos reins ? ..."")",1.0,Deletion
182,"('#angelique', ""Tais-toi, je ne suis pas en humeur d'écouter tes extravagances."")","('#toutabas', 'Monsieur, point de colère ; Je ne suis point ici venu pour vous déplaire.')",0.85,Substitution
183,,"('#geronte', 'Maître juré filou, sortez de la maison.')",1.0,Deletion
184,"('#nerine', ""Vous êtes encore moins en humeur d'écouter mes raisons."")","('#toutabas', ""Non, je n'en sors qu'après vous avoir fait leçon ?"")",1.36,Substitution
185,"('#angelique', 'Nérine, le Chevalier doit venir ce matin.')","('#geronte', 'À moi, leçon ?')",1.42,Substitution
186,"('#nerine', 'Il ne vous aime que quand il a perdu son argent : au moment que je vous parle il travaille à devenir amoureux.')","('#toutabas', 'Je veux, par mon savoir extrême, Que vous escamotiez un dé comme moi-même.')",1.4,Substitution
187,,"('#geronte', ""Je ne sais qui me tient, tant je suis animé, Que quelques bons soufflets donnés à poing fermé... Va-t'en. Il le prend par les épaules."")",1.0,Deletion
188,"('#angelique', ""Ne raisonne point tant, va voir s'il est levé."")","('#toutabas', ""Puisque aujourd'hui votre humeur pétulante Vous rend l'âme aux leçons un peu récalcitrante, Je reviendrai demain pour la seconde fois."")",1.4,Substitution
189,"('#nerine', ""Pour se lever, il faut s'être couché."")","('#geronte', 'Reviens.')",1.87,Substitution
190,,"('#toutabas', ""Vous plairait-il de m'avancer le mois ?"")",1.0,Deletion
191,"('#angelique', 'Que signifient donc tes réponses ambiguës ?')","('#geronte', ""Sortiras-tu d'ici, vrai gibier de potence ?"")",0.82,Substitution
192,"('#nerine', ""Si je vous exagérais les charmes de votre amant, cela serait clair ; mais ses défauts sont des énigmes que vous ne voulez point entendre.  On serait bien reçu, par exemple, à vous dire qu'il a passé la nuit au jeu ?"")","('#geronte', ""Je ne puis respirer, et j'en mourrai, je pense. Heureusement mon fils n'a point vu ce fripon : Il me prenait pour lui dans cette occasion. Sachons ce qu'il a fait ; et, sans plus de mystère, Concluons son hymen, et finissons l'affaire."")",0.81,Substitution
193,"('#angelique', ""Je ne le verrais de ma vie, après les serments qu'il me fit l'autre jour."")","('#angelique', ""Mon coeur serait bien lâche, après tant de serments, D'avoir encor pour lui de tendres mouvements. Nérine, c'en est fait, pour jamais je l'oublie ; Je ne veux ni l'aimer, ni le voir de ma vie ; Je sens la liberté de retour dans mon coeur. Ne me viens pas, au moins, parler en sa faveur."")",0.55,Substitution
194,,"('#nerine', 'Moi, parler pour Valère ! Il faudrait être folle. Que plutôt à jamais je perde la parole !')",1.0,Deletion
195,,"('#angelique', ""Ne viens point désormais, pour calmer mon dépit, Rappeler à mes sens son air et son esprit ; Car tu sais qu'il en a."")",1.0,Deletion
196,,"('#nerine', ""De l'esprit ! Lui, madame ! Il est plus journalier mille fois qu'une femme : Il rêve à tout moment ; et sa vivacité Dépend presque toujours d'une carte, ou d'un dé."")",1.0,Deletion
197,,"('#angelique', 'Mon coeur est maintenant certain de sa victoire.')",1.0,Deletion
198,,"('#nerine', ""Madame, croyez-moi, je connais le grimoire. Souvent tous ces dépits sont des hoquets d'amour."")",1.0,Deletion
199,,"('#angelique', ""Non ; l'amour de mon coeur est banni sans retour."")",1.0,Deletion
200,,"('#nerine', ""Cet hôte dans un coeur a bientôt fait son gîte ; Mais il se garde bien d'en déloger si vite."")",1.0,Deletion
201,,"('#angelique', 'Ne crains rien de mon coeur.')",1.0,Deletion
202,"('#nerine', ""Vous fîtes l'autre jour des serments de ne le plus aimer ; jugez de ses serments par les vôtres, vous l'aimez encore à la rage, et il rejoue de même."")","('#nerine', 'S\'il venait à l\'instant, Avec cet air flatteur, soumis, insinuant, Que vous lui connaissez ; que d\'un ton pathétique, Il vous dît à vos pieds : ""Non, charmante Angélique, Je ne veux opposer à tout votre courroux Qu\'un seul mot : je vous aime, et je n\'aime que vous. Votre âme en ma faveur n\'est-elle point émue ? Vous ne me dites rien ! Vous détournez la vue ! Vous voulez donc ma mort ? Il faut vous contenter."" Peut-être en ce moment pour vous épouvanter, Il se soufflettera d\'une main mutinée, Se donnera du front contre une cheminée, S\'arrachera de rage un toupet de cheveux Qui ne sont pas à lui. Mais de ces airs fougueux Ne vous étonnez pas ; comptez qu\'en sa colère Il ne se fera pas grand mal. Elle se met à ses pieds. Elle se relève.')",0.75,Substitution
203,,"('#angelique', 'Laisse-moi faire.')",1.0,Deletion
204,"('#angelique', ""On te l'a dit ainsi ; mais tout le monde est prévenu contre lui."")","('#nerine', ""Vous voilà, grâce au ciel, bien instruite sur tout ; Ne vous démentez point, tenez bon jusqu'au bout."")",1.54,Substitution
205,"('#nerine', ""C'est vous qui êtes prévenue contre tout le monde."")","('#la-comtesse', ""On dit partout, ma soeur, qu'un peu moins prévenue, Vous épousez Dorante."")",1.43,Substitution
206,"('#angelique', ""À t'entendre parler, on croirait que j'aurais perdu l'esprit."")","('#angelique', ""Oui, j'y suis résolue."")",1.62,Substitution
207,,"('#la-comtesse', 'Mon coeur en est ravi. Valère est un vrai fou, Qui jouerait votre bien jusques au dernier sou.')",1.0,Deletion
208,,"('#angelique', ""D'accord."")",1.0,Deletion
209,"('#nerine', 'Et à vous voir agir on en serait convaincu, préférer un petit fourbe à Dorante qui a pour vous une amitié sincère, mais une amitié de la bonne espèce !  Car je suis sûre que le dépit seul est cause de son départ.')","('#la-comtesse', ""J'aime à vous voir vaincre votre tendresse. Cet amour, entre nous, était une faiblesse. Il faut se dégager de ces attachements Que la raison condamne et qui flattent nos sens."")",0.62,Substitution
210,,"('#angelique', 'Il est vrai.')",1.0,Deletion
211,"('#angelique', ""Tu t'es trompée, Nérine, je te l'ai déjà dit, Dorante est trop sage pour avoir de l'amour, et trop sincère pour cacher si longtemps une passion ; en tous cas, j'en serais au désespoir, car je l'estime infiniment, et je ne pourrais pas le rendre heureux."")","('#la-comtesse', ""Rien n'est plus à craindre dans la vie, Qu'un époux qui du jeu ressent la tyrannie. J'aimerais mieux qu'il fût gueux, avaricieux, Coquet, fâcheux, mal fait, brutal, capricieux, Ivrogne, sans esprit, débauché, sot, colère, Que d'être un emporté joueur comme est Valère."")",0.57,Substitution
212,,"('#angelique', 'Je sais que ce défaut est le plus grand de tous.')",1.0,Deletion
213,,"('#la-comtesse', 'Vous ne voulez donc plus en faire votre époux ?')",1.0,Deletion
214,,"('#angelique', 'Moi ? Non : dans ce dessein nos humeurs sont conformes.')",1.0,Deletion
215,,"('#nerine', 'Il a, ma foi, reçu son congé dans les formes.')",1.0,Deletion
216,,"('#la-comtesse', ""C'est bien fait. Puisque enfin vous renoncez à lui, Je vais l'épouser, moi."")",1.0,Deletion
217,"('#nerine', 'Et vous aimez mieux être malheureuse avec le Chevalier.')","('#angelique', ""L'épouser ?"")",1.23,Substitution
218,"('#angelique', ""Oh !  Je suis lasse de t'écouter."")","('#la-comtesse', ""Aujourd'hui."")",1.78,Substitution
219,"('#nerine', ""Que j'achève au moins de vous convaincre, qu'il est encore au jeu."")","('#angelique', ""Ce joueur, qu'à l'instant ?..."")",0.92,Substitution
220,"('#nerine', 'Je te prie laisse-moi ; si ce que tu veux persuader est vrai, je ne le saurai que trop tôt.')","('#la-comtesse', ""Je saurai le réduire. On sait sur les maris ce que l'on a d'empire."")",1.33,Substitution
221,"('#nerine', ""Ah !  Dorante, Dorante, vous deviez différer votre départ désespéré jusqu'à ce que votre Rival fût en possession...  mais si je fais ce raisonnement-là, un homme amoureux pourrait l'avoir fait aussi : voyons si par hasard...  par ma foi, je crois que j'ai deviné, c'est Dorante."")","('#angelique', 'Quoi ! Vous voulez, ma soeur, avec cet air si doux, Ce maintien réservé, prendre un nouvel époux ?')",1.24,Substitution
222,"('#nerine', ""Hé !  Monsieur, que je vous sais bon gré d'être encore ici !"")","('#la-comtesse', ""Et pourquoi non, ma soeur ? Fais-je donc un grand crime De rallumer les feux d'un amour légitime ? J'avais fait voeu de fuir tout autre engagement. Pour garder du défunt le souvenir charmant, Je portais son portrait ; et cette vive image Me soulageait un peu des chagrins du veuvage : Mais qu'est-ce qu'un portrait, quand on aime bien fort ? C'est un époux vivant qui console d'un mort."")",1.0,Substitution
223,,"('#nerine', ""Madame n'aime pas les maris en peinture."")",1.0,Deletion
