,barante-arlequin-misanthrope,biancollelli-foire-galante,Cost,Operation Type
559,"('#le-peintre', ""Cela est vrai.  Il y a quelque temps qu'une vieille Marquise me pria de faire son portrait, je fus assez sot pour me piquer de sincérité, je la peignis comme deux gouttes d'eau."")",,1.0,Insertion
560,"('#arlequin', 'Hé bien ?')",,1.0,Insertion
561,"('#le-peintre', ""Elle ne se vit pas plutôt comme la nature l'avait faite, qu'elle voulut me faire jeter par les fenêtres, disant que je la rendais hideuse.  À huit jours de là, je lui portai un Portrait que j'avais fait d'une jolie petite personne de dix-huit ans.  Je lui dis que c'était le sien que j'avais raccommodé, elle me fit donner cinquante pistoles, et publie partout, que je suis le premier homme du monde."")","('#scaramouche', ""Quoi ! malgré tous mes feux, Mes soins et ma tendresse, Mes larmes et mes voeux, Je serai donc malheureux. Tu lui donnas ta foi, Tu te moques de moi, C'est pourquoi, Je veux, double tigresse, Le massacrer devant toi."")",0.59,Substitution
562,"('#arlequin', ""Bon !  Si l'on peignait les gens tels qu'ils sont, ils se feraient peur les uns aux autres."")",,1.0,Insertion
563,"('#le-peintre', ""À vous parler naturellement, mon grand gain n'est pas de faire des Portraits."")",,1.0,Insertion
564,"('#arlequin', 'À quoi donc gagnez-vous davantage ?')",,1.0,Insertion
565,"('#le-peintre', 'À retoucher les anciens originaux.')",,1.0,Insertion
566,"('#arlequin', ""Quoi, vous vous mêlez barbouiller ce qui nous reste de l'antiquité ?"")",,1.0,Insertion
567,"('#le-peintre', ""Vous ne m'entendez pas.  Je dis que je travaille sur les vieux Originaux naturels."")",,1.0,Insertion
568,"('#arlequin', 'Encore moins.')",,1.0,Insertion
569,"('#le-peintre', ""N'avez-vous jamais vu un visage sur lequel les années ou la petite vérole ont sillonné des trous, où les amours à coup sûr ne jouent plus à la fossette...  Tac... tac...  Je vous remplis cela, et rétablis à une face sexagénaire un embonpoint de dix-huit ans."")",,1.0,Insertion
570,"('#arlequin', 'Ah, vous êtes fort intelligible à présent.')",,1.0,Insertion
571,"('#le-peintre', ""Je répands sur des joues décrépites un incarnat...  Oh, ma foi, cinq ou six coups de pinceau touchés à propos, donnent un terrible soufflet à l'extrait baptistaire le mieux collationné."")",,1.0,Insertion
572,"('#arlequin', ""La malepeste !  Vous devez être à votre aise avec un si beau talent.  Mais ne s'aperçoit-on pas que ce n'est que de la peinture ?"")",,1.0,Insertion
573,"('#le-peintre', ""Bon !  Si vous aviez vu une paire de sourcils que j'ai livrée il y a huit jours à une vieille Présidente, vous y seriez trompé vous-même.  Son mari ne s'en aperçut qu'en y regardant avec ses lunettes."")",,1.0,Insertion
574,"('#arlequin', 'Monsieur le Peintre, ne pourriez-vous me montrer quelque chose de votre façon ?')",,1.0,Insertion
575,"('#le-peintre', ""Volontiers.  J'ai une pièce curieuse...  Holà, ho, apportez ce tableau. Voyez cela.  Est-ce bien peint ?  Tenez, pour qui prendriez-vous cet homme-là ? On apporte un tableau qui représente un abbé avec un habit brodé, et une cravate en Steinkerque."")",,1.0,Insertion
576,"('#arlequin', ""Pour un colonel, s'il avait une épée."")",,1.0,Insertion
577,"('#le-peintre', ""Bon !  C'est un abbé qui a voulu se faire peindre dans cet habit-là.  C'est son habit d'occasion, et celui-là même dans lequel il fut ces jours passés volé, et battu, en faisant porter son souper en ville.  Mais ce serait bien pis si vous le voyiez à sa toilette."")",,1.0,Insertion
578,"('#arlequin', 'Comment donc ?')",,1.0,Insertion
579,"('#le-peintre', 'Il a voulu que je le peignisse en déshabillé.  Voulez-vous le voir ?')",,1.0,Insertion
580,"('#arlequin', ""Est-ce que vous l'avez là ?"")",,1.0,Insertion
581,"('#le-peintre', ""Et n'ai-je pas le secret de changer ce tableau comme il me plaît ?  Voyez, voyez. Le tableau change, et l'abbé paraît devant une toilette pleine de carrés, de pots de pommade, et de rouge."")",,1.0,Insertion
582,"('#arlequin', ""Oh parbleu, Monsieur le Peintre, vous vous moquez de moi.  C'est une femme."")",,1.0,Insertion
583,"('#le-peintre', 'Oui vraiment une femme !  Les femmes de ce temps-ci y sont bien plus cavalièrement.  Tenez, voilà une toilette de femme. Le Tableau change. Une femme paraît devant une table pleine de bouteilles de ratafia. Elle a une pipe à la bouche et un verre à la main. ')",,1.0,Insertion
584,"('#arlequin', ""Oh, pour celui-là, je ne m'y attendais pas."")",,1.0,Insertion
585,"('#le-peintre', ""Voulez-vous voir votre portrait en petit ?  J'ai tous les gens illustres.  Voyez.  Cela vous ressemble-t-il ? On voit un petit Arlequin dans le tableau qui salue, descend, danse et s'en va."")",,1.0,Insertion
586,"('#colombine', ""Voilà l'homme que j'ai vu tantôt avec mon Prince, cachons-nous, et écoutons ce qu'il dit."")","('#colombine', ""Arlequin a réussi. L'Amour m'a parlé pour lui. Votre sort serait plus doux S'il m'avait parlé,bis Votre sort serait plus doux S'il m'avait parlé pour vous. Air : Ma mère, mariez-moi"")",0.82,Substitution
587,"('#scaramouche', ""Ah, amour, amour, petit scélérat, que tu fais faire de folies !  Il n'y a pas jusqu'au cerveau d'un Comédien que tu ne t'avises de déranger.  Octave était habile, goûté de tous ceux qui l'écoutaient, il s'est avisé de devenir amoureux, et n'est plus qu'un...  Ma foi, Monsieur, Octave, ce n'est pas là votre métier, et pour un Comédien qui s'est enrichi à faire l'amour, j'en connais trente qui s'y ruinent.  Mais le voilà.  Comme il est fait !  Le pauvre garçon me fait pitié.  Hé bien, comment va le coeur ?"")","('#arlequin', 'Mon ami, vous avez tort De vous emporter si fort. Je suis un pauvre poltron, Accordez-moi donc,bis Je suis un pauvre poltron, Accordez-moi le pardon. Même air.')",0.62,Substitution
588,"('#octave', ""Ah !  Mon pauvre Scaramouche, je suis le plus malheureux de tous les hommes, j'adore Colombine."")",,1.0,Insertion
589,"('#scaramouche', ""Le grand malheur !  Si vous l'aimez, Elle ne vous hait pas ; et je suis bien trompé si elle ne vous cherche."")",,1.0,Insertion
590,"('#octave', ""Et c'est ce qui me confond.  Elle me croit un homme de grande qualité, elle ne s'est embarquée que sur cette espérance, et je dois mourir de honte d'avoir abusé de sa crédulité."")","('#scaramouche', ""Il faut céder, enfin, À ma fureur extrême. Immolons Arlequin. Colombine et moi-même, Lizon, zon. Mais, le puis-je ? insensé ! Quel vain espoir me flatte ? Ses beaux yeux m'ont blessé, Épargnons cette ingrate, Lizon, zon. S'adressant à Arlequin. Mais apprends, malheureux, Avant que je combatte, Qu'il est bien dangereux De tomber sous ma patte, Lizon, etc."")",0.54,Substitution
591,"('#scaramouche', ""Allez, allez, nous sommes dans un temps où l'on ne meurt pas plus de honte que d'amour."")",,1.0,Insertion
592,"('#octave', 'Admire la cruauté de ma destinée !  Je fuyais Colombine, je commençais à sentir que je guérissais, lorsque quelque démon ennemi de mon repos me la fait trouver en ces lieux, comme par enchantement, et redonne à mon coeur toute sa première sensibilité.')","('#pierrot', ""Donnez-moi vite du secours, Colombine se pâme,bis Et pour la faire revenir, Du vinaigre à sentir, Donnons-lui du vinaigre. Ah ! par ma foi, tout est perdu, L'enflure la suffoque. Tâchons de lui trouver le pouls. Madame, êtes-vous morte, êtes-vous, Madame, êtes-vous morte ? Mais voyons sans plus différer, Si sa bouche respire. Vous n'êtes pas morte, je sens Quelque signe de vie, je sens Quelque signe de vie. Il la baise."")",0.26,Substitution
593,"('#scaramouche', ""Vous l'aimez, elle vous aime...  Hem ?  Y a-t-il tant de façons ?  Épousez-la."")",,1.0,Insertion
594,"('#octave', 'Que je lui donne un Comédien, après lui avoir promis un Prince ?')",,1.0,Insertion
595,"('#scaramouche', ""Elle ne serait pas la première qui aurait fait succéder à un grand Seigneur, un homme de moindre étoffe.  De tout temps la Comédie s'est faufilée avec les gens du beau monde."")",,1.0,Insertion
596,"('#octave', ""Je ne puis me pardonner de l'avoir trompée."")",,1.0,Insertion
597,"('#scaramouche', 'Tarare, pardonner !  Les femmes sont plus indulgentes que vous ne pensez, pourvu que...')",,1.0,Insertion
598,"('#octave', ""Mon cher Scaramouche, je t'ouvre mon coeur.  Quelque envie que j'eusse de rester en ces lieux, il faut absolument que je m'en arrache, j'irai me cacher quelque part au bout du monde, où je ne verrai jamais..."")","('#arlequin', 'Réveillez-vous, belle endormie, Voici votre cher Arlequin. Si vous renoncez à la vie, Je mourrai bientôt de chagrin.')",0.85,Substitution
599,"('#colombine', ""Tu ne me verras jamais, traître !  Tu m'as trompée, et tu veux me fuir ?"")",,1.0,Insertion
600,"('#octave', 'Ah Ciel !')",,1.0,Insertion
601,"('#colombine', ""Vous m'aimez, Octave ?  Vous m'aimez ?  Quelle preuve vous m'en donnez !  Partir sans me dire adieu !"")",,1.0,Insertion
602,"('#scaramouche', 'Voici bien une autre histoire !')",,1.0,Insertion
603,"('#octave', 'Vous vous abusez, madame, je ne suis pas...')",,1.0,Insertion
604,"('#colombine', ""J'ai tout entendu, j'ai appris ce que vous êtes de votre propre bouche, et mon coeur a raison de se plaindre du peu de confiance que vous avez en mon amour.  Vous ne savez pas aimer, Octave.  Avez-vous pu croire que je n'aimasse en vous que la grandeur qui paraissait à mes yeux ?  Désabusez-vous, rendez-moi justice, et comptez que ce n'est pas le prince, mais Octave que je suis venu chercher ici."")","('#colombine', ""Vénus ne pourrez-vous jamais Forcer le Docteur à se rendre ? Hélas ! faites-lui donc entendre Qu'il faut que je cède à vos traits. Vénus, etc. Air : Mes yeux ne pourrez[-vous jamais], parodie"")",0.19,Substitution
605,"('#scaramouche', ""La peste qu'une fille amoureuse a d'esprit !"")",,1.0,Insertion
606,"('#octave', 'Ah, trop généreuse Colombine, par où pourrai-je vous exprimer...')",,1.0,Insertion
607,"('#colombine', ""Voici Arlequin.  Vous savez les raisons que j'ai de le ménager, c'est un homme de poids, et qui malgré ses caprices, pourra nous être d'une grande utilité : retirez-vous, que je lui parle seule, je lui ferai mieux entendre mes raisons."")","('#venus', ""À ses voeux, ne soyez plus contraire. Pour son cher Arlequin, j'ai voulu l'enflammer. Je prétends que pour me satisfaire, On ne la prive pas du plaisir de l'aimer."")",0.65,Substitution
608,"('#arlequin', 'Ah, bon jour, Seigneur Bagatelle.  Quoi vous êtes encore ici ?')",,1.0,Insertion
609,"('#scaramouche', 'Signor si, con tutte le mie Bagatelle, al servitio di V.S. .')",,1.0,Insertion
610,"('#arlequin', 'Je vous rends grâces, je vous ai déjà dit que vous pouvez les porter à Paris.')",,1.0,Insertion
611,"('#scaramouche', 'Ho sentito dire, che V.S. et bâtissait une grande Ville, una famosissima città ; e cosi, je venais avec toutes mes bagatelles, pour divertir votre femme et vos petits enfants.')",,1.0,Insertion
612,"('#arlequin', ""À Paris, à Paris.  Je ne veux point de fadaises chez moi, et la bagatelle en sera bannie aussi sévèrement, que l'amour l'est du mariage."")",,1.0,Insertion
613,"('#colombine', ""Quoi, Seigneur Arlequin, seriez-vous de l'opinion de ceux qui croient que le premier jour de l'Hymen, est le dernier de l'amour, et du bon temps ?"")",,1.0,Insertion
614,"('#arlequin', ""De l'amour, oui.  Pour du bon temps, c'est selon.  Certaines femmes ne commencent à en prendre, que lorsqu'elles commencent à être épouses ; d'autres ne le goûtent qu'au veuvage, tout cela est très bien partagé.  Mais à propos de femme, savez-vous que dans ma Ville nouvelle, pour épargner aux Plaideurs la moitié de ce qui leur en coûte, les femmes rendront la justice ?"")",,1.0,Insertion
615,"('#scaramouche', 'Des femmes Juges !  Que de prises de corps !')",,1.0,Insertion
616,"('#arlequin', ""J'ai remarqué, que presque tous les Plaideurs paient leurs arrêts aux Belles qui sont bien dans l'esprit du Juge."")",,1.0,Insertion
617,"('#colombine', 'Fort bien.')",,1.0,Insertion
618,"('#arlequin', ""Cependant, il n'en est pas moins inexorable sur les épices ; de sorte que le pauvre diable de plaideur paye des deux côtés."")",,1.0,Insertion
619,"('#colombine', ""J'entends."")",,1.0,Insertion
620,"('#arlequin', ""Vous voyez bien, que si les femmes rendaient la justice en leur nom, on en serait quitte pour ce qu'on leur donne."")",,1.0,Insertion
621,"('#colombine', 'Il y même en cela un autre avantage.  Car, une belle Magistrale qui trouvera quelque plaideur de bonne dégaine, lui fera gratis des Épices.')",,1.0,Insertion
622,"('#arlequin', 'Justement, comme il arrive tous les jours à nos vieux Magistrats avec de jeunes Solliciteuses.')",,1.0,Insertion
623,"('#colombine', ""Ma foi, je crois qu'il fera beau voir un Sénat féminin ; toutes ces femmes auront bonne grâce en robe, et en bonnet !  Cela fera bien leste !"")",,1.0,Insertion
624,"('#arlequin', ""Hé je les défie d'être plus poupines et plus musquées que quelques-uns de nos jeunes sénateurs de Paris."")",,1.0,Insertion
625,"('#colombine', ""Je vous avoue que ce dessein m'enchante, et que je brûle de le voir exécuté."")","('#le-choeur', ""Arlequin tout doit te satisfaire. Le Docteur ne saurait l'empêcher de t'aimer. Quand on est assez heureux pour plaire, L'amour de plus en plus devrait nous enflammer."")",0.77,Substitution
626,"('#arlequin', 'Pourquoi ?')",,1.0,Insertion
627,"('#colombine', 'Je me figure avec plaisir, une trentaine de femmes aux opinions.  Le bruyant Tribunal !  Il faut convenir que toutes vos Lois sont admirables !')","('#le-docteur', 'Ma volonté cède à la votre. Vous triomphez de nos jaloux. Mon penchant parlait pour vous. Air : Réveillez-vous, [belle endormie] À Colombine.')",1.06,Substitution
628,"('#arlequin', 'Vous savez bien que tous les ans je marierai trente filles aux dépens du Public.')",,1.0,Insertion
629,"('#scaramouche', 'Belle réparation !')",,1.0,Insertion
630,"('#colombine', ""Et qui fera grand plaisir à quantité de jeunes personnes qui n'ont pas assez de bien."")",,1.0,Insertion
631,"('#arlequin', ""Comment donc jeunes ?  Marier de jeunes filles ?  Je n'emploie pas si mal mon argent ?  Les jeunes et jolies personnes se marient assez gratis.  Je destine ce fonds pour ces vieilles filles de dur débit, qui ont resté trente ans dans une arrière-boutique, dont on ne se charge qu'à bonnes enseignes, et qui demeureraient éternellement à la porte de l'Hymen, si l'argent ne leur servait de véhicule."")",,1.0,Insertion
632,"('#jaquet', ""Monsieur, je venons vous prier de nous donner un petit brin d'avis, en payant, s'entend, comme de raison."")",,1.0,Insertion
633,"('#macine', ""Oui, Monsieur, je voulons faire les choses de bonne grâce, et s'y n'y a pas assez des quinze sols, j'irons jusqu'à la pièce neuve."")",,1.0,Insertion
634,"('#arlequin', ""Ces gens-là me prennent pour un Avocat ou un Médecin.  Allez mes enfants, je ne vends pas mes paroles ; mais de quoi s'agit-il ?"")",,1.0,Insertion
635,"('#jaquet', 'De boutre la paix dans notre ménage.')",,1.0,Insertion
636,"('#arlequin', 'Vous êtes donc mariés ?')",,1.0,Insertion
637,"('#macine', ""Pas encore ; mais je pourrons l'être sans miracle avant jour failli."")",,1.0,Insertion
638,"('#arlequin', ""Vous n'êtes pas encore mariés, et il vous faut un tiers pour terminer vos différents ?  Ah, ah !  Hé, comment ferez-vous donc si vous l'êtes une fois ?"")",,1.0,Insertion
639,"('#macine', ""C'est que Jaquet est un entêté, un vilain."")",,1.0,Insertion
640,"('#jaquet', ""C'est que Macine est une éventée ; et une glorieuse.  Elle me donne cent dix livres en mariage, et elle veut que de cet argent-là je lui donne un habit."")",,1.0,Insertion
641,"('#arlequin', ""Mettre sa dot en habits et en bijoux de noces, c'est à présent le grand usage."")",,1.0,Insertion
642,"('#colombine', ""Heureux le mari quand cela n'excède pas !"")",,1.0,Insertion
643,"('#macine', ""Ce n'est-il pas juste, Monsieur ?  Il dit lui qu'il en veut acheter deux arpents de terre."")",,1.0,Insertion
644,"('#jaquet', ""Oui, qui me rapporteront un bon revenu, au lieu d'un habit, ça n'est que de l'argent mort."")",,1.0,Insertion
645,"('#macine', ""De l'argent mort dea !  J'ai pourtant ouï dire à une Madame de Paris, qu'une Procureuse de ses amies avait un habit de velours vert cramoisi, dont elle retirait cinq cent bonnes livres de rente, bon an mal an."")",,1.0,Insertion
646,"('#arlequin', ""Et j'ai connu, moi, une femme qui faisait valoir de simples grisettes à un denier plus haut."")",,1.0,Insertion
647,"('#macine', ""Oh, je sais un peu vivre.  Va Jaquet, Compte qu'une jolie femme un peu ajustée vaut toujours son prix, et rapporte son revenu."")",,1.0,Insertion
648,"('#colombine', 'Je trouve que Macine a raison, il faut toujours suivre la grande route, et faire comme les autres.')",,1.0,Insertion
649,"('#jaquet', 'Quoi ; tout notre bien en un guenillon ?')",,1.0,Insertion
650,"('#arlequin', 'Oui ; que comme les autres femmes, elle se mette sa dot sur le corps ; dût-elle à leur exemple mettre dans quinze jours ses habits en gage.')","('#le-choeur', 'Arlequin tout doit, etc.')",0.79,Substitution
651,"('#jaquet', ""Puisque vous le trouvez bon, qu'alle fricasse comme alle l'entendra, j'aurai le plaisir de voir ma femme brave.  Adieu, Monsieur, et grand merci."")",,1.0,Insertion
652,"('#macine', 'Bonsoir, Monsieur.')",,1.0,Insertion
653,"('#arlequin', 'Bonsoir.')",,1.0,Insertion
654,"('#macine', ""Mettrai-je de l'or sur cet habit, Monsieur ?"")",,1.0,Insertion
655,"('#arlequin', 'Oui, des diamants même, si vous en trouvez à crédit.')",,1.0,Insertion
656,"('#macine', 'Pour les Cornettes, je les prendrai de papier ?  Ça ne dure guères, mais ça reluit beaucoup.  Votre servante. Ils sortent.')",,1.0,Insertion
657,"('#arlequin', ""Voilà qui prouve bien que la vanité est de partout.  Mais, Madame, parlons d'autre chose, je vous aime, je vous l'ai déjà dit.  Je vous offre ici un établissement : faites mon bonheur, je tâcherai de faire le vôtre."")","('#arlequin', ""Vous brillez seule en ces retraites, Vous effacez tous les appas. L'amour ne se plaît qu'où vous êtes, Et languit où vous n'êtes pas. Pour vous seule mon coeur soupire, Lan lare."")",0.38,Substitution
658,"('#colombine', ""Je vous ai déjà répondu que mon coeur ne se donnait pas deux fois.  J'aime Octave."")",,1.0,Insertion
659,"('#arlequin', 'Qui ?  Ce prince-là...')",,1.0,Insertion
660,"('#colombine', ""N'insultez point...  Mais le voici avec un homme que je ne connais pas."")",,1.0,Insertion
661,"('#le-docteur', 'Monsieur, Monsieur, voilà par le plus grand bonheur du monde, ce fils dont je vous ai parlé tantôt.')",,1.0,Insertion
662,"('#arlequin', 'Qui était dans un poste si éclatant ?  Vous aviez raison, il brille trois fois la semaine parmi des lustres et des chandelles.')",,1.0,Insertion
663,"('#octave', ""Oui, Monsieur, je suis Comédien.  Mais votre Philosophie n'est pas fort éloignée de la mienne ; et ma profession comme la vôtre, est de corriger les hommes en les rendant ridicules."")",,1.0,Insertion
664,"('#arlequin', ""C'est bien fait.  Mais Docteur, savez-vous que voilà une personne qui aspire à être votre bru ?"")",,1.0,Insertion
665,"('#le-docteur', ""On m'a tout conté, et je la prie de recevoir mon fils pour son mari."")",,1.0,Insertion
666,"('#colombine', ""Consentez à notre mariage, et souffrez que nous nous établissions ici avec vous.  J'ai eu toute ma vie un furieux penchant pour la Comédie : la belle occasion de le satisfaire !  Nous composerons une troupe admirable."")",,1.0,Insertion
667,"('#arlequin', ""Que toute charge s'abolisse, Dans ma ville nouvelle une seule me plaît, Et je ne veux pour tout office, Qu'un bon prêteur sans intérêt. Qu'avec mépris on regarde les biens ; Qu'un coffre-fort, une grosse marmite, Ne fasse point tout le mérite ; De mes nouveaux concitoyens. Je consens à tout, à condition que dans vos pièces, vous ne louerez jamais personne, et que vous ne ferez pas quartier à la moindre impertinence.  Outre cela, vous observerez, s'il vous plaît, les Lois que je prescris à mes Citoyens.  Je les ai mises par écrit, écoutez. Il lit. I II"")",,1.0,Insertion
668,"('#colombine', 'Adieu les Abbés bien nourris !')",,1.0,Insertion
669,"('#arlequin', ""Qu'un fat ne règle point son estime grossière, Sur le dehors pompeux des Carrosses brillants. Et quiconque a monté derrière, Qu'il soit exclu d'entrer dedans. Je ne veux point de fainéants. Il lit.  III "")",,1.0,Insertion
670,"('#colombine', ""Si cette loi s'observait à Paris, les deux tiers des Carrosses resteraient sous la remise."")",,1.0,Insertion
671,"('#arlequin', 'Je bannis ces Docteurs qui de mots assassins Ont pour toute science, une longue tirade, Et veux comme à Chaudray que tous mes Médecins, Sachant et ne rien prendre, et guérir un malade. IV ')",,1.0,Insertion
672,"('#colombine', 'Oh, pour celui-là, il est directement contre les Statuts de la Faculté.')",,1.0,Insertion
673,"('#arlequin', ""Qu'en intrigue à vingt ans toute fille soit neuve, Fût-ce un tendron aux coulisses nourri : Mais je défends à riche et vieille veuve, D'épouser un jeune mari. Sortez de mes États, brelandières coquettes, Qui rassembliez joueurs et galants confondus, Et chez qui tous les jours Lansquenets et Bassettes ; Sont les jeux les moins défendus. V  VI "")",,1.0,Insertion
674,"('#colombine', 'Vous achèverez une autre fois le reste.  Voyons à présent la noce de Jaquet et de Macine. Le théâtre représente un fort beau boccage. On voit plusieurs Bergers assis auprès de leurs Bergères qui jouent de différents instruments. ')","('#le-docteur', ""Que tout signale ici leur ardeur mutuelle ! Qu'on offre à leur égard la fête la plus belle. Les violons jouent la marches des Bostangis."")",0.58,Substitution
675,"('#un-berger #une-bergere', 'Mia luce, moi core, Mia vita, mia spene, Quando fià che trionfi il nostre amore Su queste spiaggie amene ? Quatre Paysans dansent une entrée.')",,1.0,Insertion
676,"('#une-bergere', ""Nous ne brillons jamais d'un éclat emprunté. Notre beauté Doit toute sa parure À la seule nature ; Notre teint n'est point frelaté, Nous n'y mettons point de peinture ; Et quand le hâle l'a gâté, C'est avec de l'eau toute pure, Que revient sa vivacité. Un savetier danse tout seul."")",,1.0,Insertion
677,"('#octave', ""Le seul amour est inutile, Parmi les Amants de la Ville Il faut par des présents exprimer son ardeur. Pour attendrir une inhumaine ; Il faut avec de l'or que l'on forme la chaîne, Dont on veut arrêter son coeur. Mais, Monsieur le Philosophe, ne voulez-vous pas aussi vous réjouir ?  Allons chantons et dansons en rond. Un Paysan et une Paysanne dansant."")","('#le-docteur', ""Aimez, aimez Colombine, vivir. Que votre humeur Arlequine unir Songe un peu moins à la cuisine, mi. Ne soyez pas si friand, bello Du fromage de Milan, durar Que la crainte du cocuage Ne trouble pas votre ménage. Quand tout vient abondamment, On doit dire hautement : Favor celesta, D'aver corne in testa. Sois tranquille Dans la ville, On trouve peu de maris difficiles. D'un époux Trop jaloux, Les soins sont vains, et la garde inutile. Un époux Trop jaloux Lui-même rend son épouse fragile. Trop d'esprit Toujours nuit, En pareil cas il vaut mieux être Gille. Air : Vivir, parodie."")",0.23,Substitution
678,"('#arlequin', 'Je le veux bien.  À la charge que chacun chantera son couplet, et y mettra une comparaison.')",,1.0,Insertion
679,"('#octave', 'Volontiers. Commencez.')","('#arlequin', 'Sans contrainte, Plus de crainte Suivez-moi tous, je vous paierai pinte.')",1.18,Substitution
680,"('#arlequin', ""Comme l'hiver a des roupies, Cérès des blés, Flore des fleurs ; Ainsi Paris a des harpies, Greffiers, Sergents, et Procureurs."")",,1.0,Insertion
681,"('#octave', 'Comme on voit pencher la balance Du côté du poids le plus fort, Ainsi femme à qui plus finance, Se livre sans aucun effort.')",,1.0,Insertion
682,"('#colombine', ""Comme au Soleil cèdent la place Les nuages les plus épais ; Ainsi l'éclat du plumet chasse Les grands et les petits collets."")",,1.0,Insertion
683,"('#leandre', ""Comme on voit que la pleine Lune Par degrés monte au firmament ; Ainsi j'en sais dont la fortune A commencé par le croissant."")",,1.0,Insertion
684,"('#mezzetin', 'Comme les abeilles habiles Puisent des fleurs les sucs nouveaux ; Ainsi les coquettes subtiles Sucent la bourse des nigauds.')",,1.0,Insertion
685,"('#scaramouche', ""Le fétu d'abord pirouette Qu'il est auprès de l'ambre chaud ; L'ambre à Paris c'est la grisette, Et le fétu c'est le courtaud."")",,1.0,Insertion
686,"('#arlequin', ""Comme un coucou que l'amour presse, Prend un nid qui n'est point à lui ; Ainsi l'Officier a l'adresse, De pondre dans le nid d'autrui. Ils dansent tous en rond ; et la comédie finit."")",,1.0,Insertion
