,quinault-isis,cahusac-l-algerien,Cost,Operation Type
510,"('#l-incendie', 'Que les feux')",,1.0,Insertion
511,"('#l-inondation', 'Que les eaux.')","('#dorise', ""Pourquoi donc s'il vous plaît ?"")",1.8,Substitution
512,"('#tous-ensemble', 'Que tout serve à creuse mille et mille tombeaux.')",,1.0,Insertion
513,"('#io', ""C'est contre moi qu'il faut tourner Votre rigueur la plus funeste, D'une vie odieuse arrachez moi le reste Hâtez vous de la terminer."")","('#hassan', ""C'est que l'avis est sage; Croyez-moi. Préparez votre âme à cet effort."")",0.79,Substitution
514,,"('#dorise', 'Allez, vous plaisantez, et vous assez grand tort.')",1.0,Deletion
515,,"('#hassan', ""Souvent la vérité prend l'air du badinage."")",1.0,Deletion
516,"('#choeur #suite-des-parques', ""C'est aux Parques de l'ordonner."")",,1.0,Insertion
517,"('#io', 'Favorisez mes voeux, Déesses souveraines Qui réglez du Destin immuables lois, Finissez mes jours et mes peines,  Ne me condamnez pas à mourir mille fois.')","('#dorise', ""Quoi je romprais lorsque tout est d'accord !... Mais de quoi riez-vous ? À Hassan."")",1.12,Substitution
518,,"('#hassan', ""Je ris de moi d'abord."")",1.0,Deletion
519,"('#les-parques', 'Le fil de la vie  De tous les humains Suivant notre envie Tourne dans nos mains. Suivant notre envie.')","('#dorise', ""Permis à vous d'user d'un pareil privilège Et pour le partager nous n'avons qu'à vouloir."")",0.94,Substitution
520,"('#io', ""Tranchez mon triste sort d'un coup qui me délivre  Des tourments que Junon me contraint à souffrir; Chacun vous fait des voeux pour vivre Et je vous en fais pour mourir."")","('#hassan', 'Mais Madame vous le dirai-je ? Je ris aussi de vous.')",1.39,Substitution
521,,"('#dorise', ""De moi ! Je veux savoir La raison d'un pareil langage."")",1.0,Deletion
522,"('#la-furie', ""Jupiter l'a soumise aux lois de son épouse ; Elle a rendu Junon jalouse; L'amour d'un Dieu puissant a trop su la charme. Elle est trop punie encore."")","('#hassan', ""Vous auriez dû plutôt la voir. Pardonnez ma franchise et faites en usage. L'Amour n'est pas fait pour notre âge En vous voyant je viens d'apercevoir Que je jouais, sans le savoir, Un ridicule et fort sot personnage, Vous m'avez servi de miroir."")",0.93,Substitution
523,"('#io', ""Est ce si grand crime d'aimer Ce que tout l'Univers adore ?"")","('#dorise', ""Il extravague, et c'est un vrai délire."")",1.7,Substitution
524,"('#les-parques', ""Nymphe, apaise Junon si tu veux voir la fin  De ton sort déplorable ; C'est l'arrêt du Destin  Il est irrévocable."")","('#d-oberval', ""Un rayon d'espoir vient me luire."")",1.67,Substitution
525,"('#io', 'Hélas ! comment fléchir une haine implacable !')","('#clarice', 'Je tremble encore.')",1.27,Substitution
526,"('#parques #furie #choeur', ""C'est l'arrêt du Destin, Il est irrévocable."")",,1.0,Insertion
527,"('#io', ""Terminez mes tourments, puissant maître du monde, Sans vous, sans votre amour hélas ! Je ne souffrirais pas. Réduite au désespoir, mourante, vagabonde, J'ai porté mon supplice en mille affreux climats ; Une horrible Furie attachée à mes pas, M'a suivie au travers du vaste sein de l'onde; Voyez de quels maux ici bas, Votre épouse punit mes malheureux appas Délivrez moi de ma douleur profonde, Ouvrez-moi par pitié, les portes du trépas. Terminez mes tourments puissant maître du monde. Sans vous, sans votre amour, hélas ! Je ne souffrirais pas. C'est Jupiter qui m'aime ! Eh ! Qui le pourrait croire ? Je ne suis plus dans sa mémoire, Il n'entend point mes cris, Il ne voit point mes pleurs Après m'avoir livré aux plus cruels malheurs,  Il est tranquille au comble de la gloire Il m'abandonne au milieu des douleurs. À la fin je succombe heureuse si je meurs. Io tombe accablée de ses tourments, et Jupiter touché de piété, descend du ciel."")","('#hassan', 'Daignez me parler sans détour. Fatime votre coeur est—il libre ?')",0.9,Substitution
528,"('#jupiter', ""Il ne m'est pas permis de finir votre peine Et ma puissance souveraine Doit suivre du Destin l'irrévocable loi : C'est tout ce que je puis par un amour extrême Que de quitter le Ciel et ma gloire suprême Pour prendre part aux maux que vous souffrez pour moi."")","('#isabelle', ""Oui l'Amour N'a point encor troublé le repos de ma vie."")",1.24,Substitution
529,"('#io', 'Ah ! mon supplice augmente encore ! Tout le feu des Enfers me brûle et me dévore; Mourrai-je tant de fois, sans voir finir mon sort ?')","('#clarice', ""Elle vous parle avec candeur, Je réponds d'elle."")",1.65,Substitution
530,"('#jupiter', 'Ma tendresse pour vous rend Junon inflexible Elle voit mon amour il lui paraît trop fort; Son courroux se redouble et devient invincible.')","('#hassan', ""Et malgré mon erreur, Ou plutôt malgré ma folie, M'estimez-vous assez pour accepter ma main ?"")",0.91,Substitution
531,"('#io', ""N'importe en ma faveur soyez toujours sensible."")","('#clarice', ""Oh ! Rien n'égale son estime. Elle me le disait encore ce matin."")",1.11,Substitution
532,,"('#isabelle', ""Il est vrai. Je l'ai dit."")",1.0,Deletion
533,"('#jupiter', ""C'est trop vous exposer à son jaloux transport, J'irrite en vous aimant sa vengeance terrible."")","('#dorise', 'Quel est donc son dessein !... Voulez-vous épouser de ma nièce et Fatime ? À Hassan.')",0.82,Substitution
534,"('#io', ""Aimez moi, s'il vous est possible Assez pour la forcer à me donner la mort. Junon descend sur la terre."")","('#hassan', ""Je veux les rendre heureuses toutes deux. Fatmé vous m'entendez. Un peu plus de franchise Vous aurait épargné bien des instants fâcheux, Et m'aurait empêché de faire une sottise."")",1.16,Substitution
535,,"('#clarice', 'Soyez sûr désormais de ma tendre amitié...')",1.0,Deletion
536,"('#jupiter', ""Venez, venez Déesse impitoyable  Venez, voyez, reconnaissez Cette Nymphe mourante autrefois trop aimable. C'est assez la punir, c'est vous venger assez; L'éclat de sa beauté ne la rend plus coupable,  Par la cruelle horreur du tourment qui l'accable, Son crime et ses appas sont ensemble effacés. Sans jalousie et sans alarmes Voyez ses yeux noyés de larmes Que l'ombre de la mort commence de couvrir."")","('#hassan', ""Aimez-moi l'un de l'autre de tout est oublié. N'attendons que le vent pour voguer vers la France, J'assure mon bonheur en vous rendant heureux.v"")",0.87,Substitution
537,"('#junon', ""Ils n'ont encor que trop de charmes Puisqu'ils savent attendrir."")","('#dorise', ""D'Oberval garde le silence, Clarice détourne les yeux... De mon amour trop occupée Tous les deux m'auraient-ils dupée ?"")",1.05,Substitution
538,"('#jupiter', ""Une juste pitié peut elle vous aigrir ? Votre courroux fatal ne doit-il pas s'éteindre ?"")","('#clarice', ""Vous avez pris pour vous ce qu'il pensait pour moi ?"")",1.1,Substitution
539,,"('#d-oberval', ""J'en agissais de bonne foi Vous vous êtes seule trompée[.]"")",1.0,Deletion
540,"('#junon', ""Ah ! vous la plaignez trop, elle n'est pas à plaindre  Non elle ne peut trop souffrir."")","('#hassan', 'De ma raison je vous dois le retour, Et je voudrais fort à mon tour...')",1.71,Substitution
541,"('#jupiter', ""Je sais que c'est de vous que son sort doit dépendre. Ce n'est qu'à vos bontés qu'elle doit recourir. Il n'est rien que de moi vous ne deviez attendre, Si je puis obliger votre haine à se rendre."")","('#dorise', ""Je vous entends. J'étais de nous cinq la plus folle, J'en conviens ; mais enfin vous vous mariez tous : Moi je demeure veuve de ce qui me console : Je suis dès ce moment bien plus sage que vous."")",0.74,Substitution
542,"('#io', 'Ah ! Laissez moi mourir.')","('#la-satire', 'Me voilà, grâce au Ciel, à la fin de mon rôle.')",0.75,Substitution
543,"('#junon', 'Prenez soin de la secourir.')",,1.0,Insertion
544,"('#io', ""Vous l'aimez d'un amour trop tendre Non elle ne peut trop souffrir."")","('#apollon', 'Êtes-vous contente de nous ?')",1.59,Substitution
545,"('#jupiter', ""Quoi ! Le coeur de Junon quelque grand qu'il puisse être  Ne saurait triompher d'une injuste fureur"")",,1.0,Insertion
546,"('#junon', ""De la terre et du Ciel Jupiter est le maître Et Jupiter n'est pas le maître de son coeur ?"")",,1.0,Insertion
547,"('#jupiter', 'Hé bien ! il faut que je commence À me vaincre en ce jour.')","('#thalie', ""Oui, de tous vos efforts Thalie est satisfaite ; Le zèle vous a faits des acteurs assez bons. Mais ma pièce... Ce point franchement m'inquiète."")",1.41,Substitution
548,,"('#apollon', ""Rassurez-vous. Le motif qui l'a faite En couvre les défauts..."")",1.0,Deletion
549,"('#junon', ""Vous m'apprendrez à me vaincre à mon tour."")","('#la-satire', ""Sans rajeunir le fonds Qui, pour vous parler vrai, m'a paru misérable."")",1.47,Substitution
550,,"('#apollon', 'Le style en est assez passable, Et vos bonnes intentions...')",1.0,Deletion
551,"('#jupiter #junon', ""Abandonnez votre vengeance Je vous rends mon amour . J'abandonnerai ma vengeance,  Rendez moi votre amour. Jupiter. Junon."")","('#la-satire', ""N'empêchent pas qu'on ne s'ennuie."")",1.89,Substitution
552,,"('#apollon', 'Vous aviez peu de temps...')",1.0,Deletion
553,"('#jupiter', ""Noires Ondes du Styx, c'est par vous que je jure. Fleuve affreux écoutez le serment que je fais. Si cette Nymphe, enfin, reprend tous ses attraits, Si Junon fait cesser les tourments qu'elle endure, Je jure que ses yeux ne troubleront jamais De nos coeurs réunis la bienheureuse paix. Noires Ondes du Styx, c'est par vous que je jure. Fleuve affreux écoutez le serment que je fais."")","('#la-satire', 'Oh ! Les belles raisons ! Pour nous faire bailler....')",1.42,Substitution
554,"('#junon', ""Nymphe, je veux finir votre peine éternelle Que la Furie emporte aux Enfers avec elle Le trouble et les horreurs dont vos sens sont saisis ! Après un rigoureux supplice  Goûtez les biens parfaits que les Dieux ont choisis :  Et sous le nouveau nom d'Isis Jouissez d'un bonheur qui jamais ne finisse. La Furie s'enfonce dans les Enfers et Io se trouve délivrée de ses peines."")","('#thalie', ""Je n'ai point la folie D'espérer de vous voir contrainte d'approuver, Je sais contre l'ennui que rien ne justifie. Sans que votre orgueil s'en défie. Vos écrits très souvent ont l'art de le prouver. On entend un bruit confus de voix et et instrument derrière le Théâtre."")",0.81,Substitution
555,"('#jupiter #junon', ""Dieux, recevez Isis au rang des immortels ! Peuples voisins du Nil, dressez lui des Autels ! Les divinités du Ciel descendent pour recevoir Isis; les peuples d'Egypte lui dressent un autel et la reconnaissent pour la Divinité qui les doit protéger. Divinités qui descendent du Ciel dans la gloire, Peuples d'Egypte chantants, quatre égyptiens chantants, peuples d'Egypte dansants."")",,1.0,Insertion
556,"('#choeur #divinites', 'Venez, venez, Divinités nouvelle,')","('#apollon', 'Mais quel bruit tout à coup, quel tumulte au Parnasse ?')",1.38,Substitution
557,"('#choeur #peuples #egypte', ""Isis, Tournez sur nous vos yeux Voyez l'ardeur de notre zèle."")","('#la-renommee', ""Ce sont les cris, d'un peuple heureux. Dont la foule ici se ramasse. Il voudrait entrer..., Bruit."")",1.05,Substitution
558,"('#choeur #divinites', 'La céleste Cour vous appelle')",,1.0,Insertion
559,"('#jupiter #junon', ""Isis est immortelle Isis va briller dans les Cieux. Isis jouit avec les Dieux  D'une gloire éternelle. Jupiter et Junon et les Divinités montent au ciel, et y conduisent Isis, dans le char des choeurs des Divinités et des Parques. Ils répètent ces quatre vers."")","('#apollon', ""Ah ! Tant mieux. Qu'il entre, qu'on le laisse faire. Le coeur dicte sa joie, elle est toujours sincère ; Ne songeons qu'à nous réjouir. Ce jour bannit les rangs, le bonheur les égale. La joie est ici générale Tous les États doivent se doivent se réunir. Le succès seul pouvait justifier ce divertissement ; mais il a été si singulier, les applaudissements qu'il a reçu ont été si vifs, si unanimes, si souvent répétés qu'il me dispensent d'avance de répondre aux critiques qu'on pourrait en faire. La Ferme s'ouvre, on voit dans l'enfoncement des tréteaux ornés de lampions représentant le chiffre du Roi."")",0.71,Substitution
