,regnard-arlequin-bonnes-fortunes,regnard-coquette,Cost,Operation Type
468,"('#le-docteur', ""Aimeriez-vous mieux que ce fût par le moyen de l'invocation, imprécation, multiplication, indiction, spéculation, superstition, interprétation, conjuration, prognostication, évocation ? "")","('#colombine', ""Ah, ciel !  Quelle ignorance !  En vérité, madame, vous fûtes bien heureuse d'en être quitte pour un rhume ; cela valait bien la peine de tomber en apoplexie. "")",1.1,Substitution
469,"('#arlequin', ""Corbillon, qu'y met-on ?  Hé, monsieur !  Cela m'est indifférent, pourvu que... "")","('#madame-pindaret', ""Il ne tint qu'à moi.  À propos, mademoiselle, avec-vous vu mon madrigal ? "")",1.15,Substitution
470,,"('#colombine', ""Non, madame ; cela n'est pas venu jusqu'à moi. "")",1.0,Deletion
471,"('#le-docteur', 'Si vous voulez, je me servirai des connaissances de la rhétorique, physique, logique, métaphysique, arithmétique, art magique, poétique, politique, musique, dialectique, éthique, mathématique, téraprectique. ')","('#madame-pindaret', ""Vous n'êtes donc pas de ce monde ?  C'est une pièce qui a déjà souffert la troisième édition, et qui a marié les trois filles de mon libraire.  Je vais vous le lire. "")",1.98,Substitution
472,"('#arlequin', ""Ali !  J'en mourrai ! "")","('#colombine', 'Vous me ferez, je vous assure, un sensible plaisir. ')",1.49,Substitution
473,"('#le-docteur', ""Alba ligustra cadant ; vaccinia nigra leguntur. Un autre, non moins célèbre, s'écrie :  Hic niger est : ore hunc tu, Romane, caveto.  Puis donc que toutes les sciences ci-dessus sont des terres inconnues pour vous, je vous dirai que nos auteurs ont parlé différemment sur le point dont il s'agit.  Les uns tenaient pour les blondes, et les autres pour les brunes. La différence du poil fait aussi la différence de l'inclination.  La blonde est tendre, languissante et amoureuse ; la brune est vive, gaillarde et fringante.  La blonde pourra bien outrager votre front ; la brune ne vous en quittera pas à meilleur marché. Un savant poète de l'antiquité dit :  Ainsi vous voyez que c'est une matière bien délicate : Undique ambages, et qu'il est difficile d'y porter un jugement certain ; car, quoique je sois consommé dans toutes sortes de sciences, ne croyez pas que je veuille que mon sentiment prévale.  Je ne m'arrête pas mordicus à mon opinion.  L'obstination est le propre de la bête, et je ne voudrais pas que... "")","('#madame-pindaret', ""Ce n'est pas cela ; c'est un rondeau sur une absence, que je laisse quelque temps mitonner sur le réchaud de la réflexion...  Ni cela ; c'est la vie de Thémistocle, en vers burlesques.  Je tiens un poème épique aux cheveux, qui surprendra tout Paris.  Ah !  Voici notre madrigal. MADRIGAL, Sur l'inconstance d'une maîtresse qui changea d'amant, parce qu'il avait soupiré par le derrière.  Vous entendez bien cela ? Elle lit. "")",0.65,Substitution
474,"('#arlequin', ""Allez-vous-en à tous les diables ; je ne veux rien savoir.  Quel babillard !  Je gage que si on examinait cet homme-là, on trouverait que c'est une femme. Il veut s'en aller. "")","('#colombine', ""Oh !  Oui, cela s'entend de reste ; peu s'en faut que je ne le sente."")",1.26,Substitution
475,"('#le-docteur', 'Je vous dis encore que... ')",,1.0,Insertion
476,"('#arlequin', ""Je vous dis que je vous baillerai sur les oreilles.  Quel insolent est-ce là ?  Je ne veux plus rien entendre.  Le Docteur le prend par la manche. Arlequin veut s'échapper de ses mains, et son justaucorps reste au Docteur. Arlequin s'enfuit ; le Docteur le poursuit en parlant toujours ad libitum."")","('#madame-pindaret', ""Quoi ! Pour avoir laissé sauver un prisonnier  Qui n'a de voix que pour crier,  Votre coeur fait la pirouette,  Et se fait un nouvel amant ! On dira, volage Lisette,  Que ce coeur est si girouette,  Qu'il change au moindre petit vent."")",0.84,Substitution
477,"('#isabelle', 'Donne-moi ce chapeau.  Hé bien, Pierrot, ce cavalier-là est il de ton goût ? ')",,1.0,Insertion
478,"('#pierrot', 'Pardi, mademoiselle, vous voilà à charmer !  On vous prendrait pour moi.  Il y a pourtant un peu de différence.  Est-ce que vous allez lever une compagnie de fantassinerie ? ')","('#colombine', 'Ah, madame !  Quel merveilleux talent vous avez pour la poésie ! ')",0.99,Substitution
479,"('#isabelle', ""Ne pense pas te moquer ; je tâterais fort bien de l'armée, et je n'appréhenderais pas plus le feu qu'un autre. "")","('#madame-pindaret', ""J'ai d'assez belles humanités, comme vous voyez ; mais je vais me donner à la physique. "")",1.08,Substitution
480,,"('#colombine', 'À la physique, madame ! ')",1.0,Deletion
481,"('#pierrot', ""Si tous les capitaines étaient faits comme vous, ils pourraient gagner les frais de l'enrôlement, et faire leurs soldats eux-mêmes. "")","('#madame-pindaret', ""Oui, mademoiselle. C'est une des plus nobles sciences qu'il y ait ; elle a pour objet tout ce qui tombe sous les sens, et par conséquent, le corps humain, qui est la plus belle et la plus parfaite de toutes les structures humaines.  Adieu, mademoiselle ; je sens que ma colique veut me reprendre. "")",1.99,Substitution
482,"('#isabelle', ""Je ne mets pas cet habit-ci sans raison.  Tu sais que mon père veut que j'épouse monsieur Bassinet. "")","('#colombine', 'Quoi !  Si tôt, madame ! ')",1.85,Substitution
483,"('#pierrot', ""Votre père ?  Bon !  C'est un vieux fou qui radote ; et je le lui ai dit, da ! "")",,1.0,Insertion
484,"('#isabelle', ""Je me sers du déguisement où tu me vois pour détourner ce mariage.  Monsieur Bassinet ne m'a jamais vue ; il doit venir me voir, et j'attends sa visite en cet équipage.  Je vais lui apprendre des nouvelles d'Isabelle, et je lui en ferai, parbleu, passer l'envie. "")","('#madame-pindaret', ""Je ne me prostitue jamais à une longue conversation, et j'aime les visites brèves et laconiques."")",0.77,Substitution
485,"('#pierrot', ""Mardi !  Voilà une hardie tête de fille !  J'ai toujours dit à votre père que je ne croyais pas qu'il fût le mari de votre mère quand elle vous a faite.  Vous avez trop d'esprit. Qu'en croyez-vous ? "")",,1.0,Insertion
486,"('#isabelle', ""Pour moi, Pierrot, je ne m'embarrasse pas de cela ; je ne songe qu'à faire rompre, si je puis, l'impertinent mariage dont je suis menacée.  Mais je crois que voilà monsieur Bassinet ; laisse-moi avec lui : je vais commencer mon rôle. "")","('#arelquin', 'Hé bien, morbleu !  Madame, les airs de cour nous sont-ils naturels ?  La, lore, la.  Vous allez voir comme je vous chamarre une danse sérieuse.  Hé !  Laquais, laquais !  Lâche-nous un coup de chanterelle.  Je veux tracer un menuet avec vous.  Il fredonne.  À Colombine. ')",0.9,Substitution
487,"('#pierrot', ""Pardi !  C'est lui-même ; il ressemble à un marcassin."")",,1.0,Insertion
488,"('#isabelle', 'Serviteur, monsieur, serviteur. ')","('#colombine', ""Je vous prie, monsieur, de m'en dispenser ; je suis d'une fatigue outrée, et voilà huit nuits de suite que je cours le bal. "")",1.54,Substitution
489,"('#monsieur-bassinet', ""Ah, monsieur !  Je vous demande pardon.  On m'avait dit que Mademoiselle Isabelle était dans sa chambre.  Que diable cherche ici ce godelureau-là ?  À part. "")","('#arlequin', 'Il faut donc que madame danse à votre place ? ')",1.27,Substitution
490,"('#isabelle', ""Monsieur, elle n'y est pas, et je l'attends.  Mais vous, monsieur, que venez-vous faire ici ?  Mademoiselle Isabelle est-elle malade ?  Car, à votre mine, je vous crois médecin, et vous avez toute l'encolure d'un membre de la Faculté. "")","('#madame-pindaret', ""Moi, monsieur !  Excusez-moi, s'il vous plaît ; je ne danse point, je fais des vers. "")",1.31,Substitution
491,"('#monsieur-bassinet', ""Vous ne vous trompez pas, monsieur ; je suis un nourrisson d'Hippocrate : mais je ne viens pas ici pour tâter le pouls à Isabelle ; j'ai bien d'autres prétentions sur... "")","('#arlequin', 'Parbleu !  Madame, vous danserez en vers, ou vous crèverez en prose. ')",1.98,Substitution
492,"('#isabelle', ""Oui !  Et de quelle nature, s'il vous plaît, sont les prétentions d'un médecin sur une fille ? "")","('#colombine', ""Allons, courage, madame ; voulez-vous qu'on envoie quérir votre Juvénal ?"")",0.84,Substitution
493,,"('#arlequin', 'Madame Pindaret se laisse tomber.  Voilà un vers à qui il manque un pied.')",1.0,Deletion
494,"('#monsieur-bassinet', ""Je viens ici pour l'épouser. "")",,1.0,Insertion
495,"('#isabelle', ""Pour l'épouser !  Isabelle ? "")","('#madame-pindaret', ""Ah, ah !  Voilà un menuet qui m'a mise sur les dents.  J'aimerais mieux faire vingt sonnets que de...  Ah, ah !  Souffrez, mademoiselle, que je vous quitte pour aller me mettre au lit. "")",1.59,Substitution
496,"('#monsieur-bassinet', 'Isabelle.')",,1.0,Insertion
497,"('#isabelle', 'Ha, ha, ha ! ')","('#arlequin', ""Adieu, madame ; allez vous faire tirer trois palettes d'épigrammes de la veine poétique."")",1.16,Substitution
498,"('#monsieur-bassinet', 'Mais cela est donc bien drôle ? ')","('#arlequin', ""Hé bien, mademoiselle, ne vous avais-je pas bien dit qu'il n'y avait guère de marquis plus ridicule que moi ? "")",1.5,Substitution
499,"('#isabelle', ""Point du tout ; mais c'est que...  Ha, ha, ha !...  Je ris comme cela quelquefois.  Ha, ha, ha ! "")","('#colombine', ""À vous sincèrement, pour un marquis de nouvelle impression, vous ne jouez pas mal votre rôle, et l'on croirait que vous l'auriez étudié toute votre vie. "")",1.61,Substitution
500,"('#monsieur-bassinet', 'Comment donc !  Est-ce que je suis barbouillé ? ')","('#arlequin', 'Étudié !  Moi, étudié !  Palsembleu !  Vous ne le prenez pas mal.  Étudié !  Vous ne savez donc pas que je suis homme de qualité ?  À peine sais-je écrire mon nom !')",1.25,Substitution
501,"('#isabelle', ""Bon !  Ne voyez-vous pas bien que je ris ?  Ha, ha, ha !  Dites-moi un peu, monsieur, en vous déterminant à un saut si périlleux, vous êtes-vous bien tâté ?  N'avez-vous point senti quelque petit mal de tête...  Vous m'entendez bien ? "")","('#colombine', ""Vous voulez vous divertir ; je sais ce que je dois croire, et j'appelle de votre modestie. "")",0.46,Substitution
502,,"('#arlequin', ""Cela est, parbleu, comme je vous le dis ; et je veux que le diable m'emporte si jamais j'ai eu d'autres livres qu'un almanach avec un Parfait Maréchal.  Bon !  Que nous faut-il à nous autres gens de cour ? Beaucoup de bonne opinion, saupoudrée de quelques grains d'effronterie.  Voilà toute notre science auprès des femmes. Il se promène. "")",1.0,Deletion
503,"('#monsieur-bassinet', 'Non, monsieur ; je me porte fort bien : je ne suis pas sujet à la migraine.')","('#colombine', 'Mais où allez-vous donc ?  Vous avez des inquiétudes horribles dans les jambes, et vous ne sauriez vous tenir un moment en place. ')",1.4,Substitution
504,"('#isabelle', ""Ma foi, vous porterez bien cela ; et je suis plus aise que vous ayez cette fille-là qu'un autre. "")","('#arlequin', ""Ma foi, mademoiselle, il faut du plain-pied à un marquis.  Je voudrais que vous vissiez à la Comédie le terrain que j'occupe sur le théâtre.  Oh, parbleu !  La scène n'est jamais vide avec moi.  Il n'y a que le théâtre de l'Opéra où je me trouve un peu en brassière ; je n'y saurais pirouetter à ma fantaisie. "")",0.79,Substitution
505,"('#monsieur-bassinet', 'Et moi aussi. ')",,1.0,Insertion
506,"('#isabelle', ""Mais quand elle sera votre femme, au moins n'allez pas nous la gâter par vos manières ridicules.  Nous avons eu assez de peine à la mettre sur le pied où elle est.  Le joli tour d'esprit !  Elle l'a comme le corps. "")","('#colombine', ""C'est-à-dire que vous n'oseriez pas y faire le fanfaron comme ailleurs. "")",0.92,Substitution
507,"('#monsieur-bassinet', ""Comme le corps !  Et savez-vous comme elle l'a tourné ? "")","('#arlequin', ""Je suis pourtant toujours sur le bord du théâtre.  Il y a longtemps que j'ai secoué la pudeur de ces demi-gens de qualité qui commencent à se donner au public.  Ventrebleu !  Je ne tâte point des coulisses ; sur l'orchestre, morbleu !  Sur l'orchestre. "")",1.55,Substitution
508,"('#isabelle', ""Bon !  Qui le sait mieux que moi !  Si vous voulez, je vais la dessiner qu'il n'y manquera pas un trait.  Une gorge, morbleu !  Plantée là...  Bon !  C'est un marbre. "")","('#colombine', ""Je ne sais pas, pour moi, quel plaisir prennent certaines gens, à la Comédie, de venir étouffer un acteur jusque sur les chandelles.  Comment voulez-vous qu'un pauvre diable de comédien se fasse entendre au bout d'une salle ?  Il faut donc qu'il crève ? "")",1.01,Substitution
509,"('#monsieur-bassinet', 'Ouf !  Quel peintre ! ')","('#arlequin', ""Parbleu !  Qu'il crève s'il veut ; il est payé pour cela. "")",1.5,Substitution
510,"('#isabelle', 'Je vous dis que vous ne sauriez faire une meilleure affaire. ')","('#colombine', 'Mais, de bonne foi, monsieur le Marquis, croyez-vous que ce soit pour voir peigner votre perruque, prendre du tabac, et faire votre carrousel sur le théâtre, que le parterre donne ses quinze sols ? ')",1.62,Substitution
511,"('#monsieur-bassinet', ""Je vois bien qu'elle ne serait point mauvaise pour vous. "")","('#arlequin', ""N'est-ce pas bien de l'honneur pour lui de voir des gens de qualité ?  Ma foi, quand il n'aurait que ce plaisir-là, cela vaut bien une mauvaise comédie. "")",0.84,Substitution
512,"('#isabelle', ""Elle a, par-dessus cela, une adresse à conduire une affaire de coeur qui ne se comprend pas.  C'est un petit démon pour les tours d'esprit.  Si elle est votre femme, elle aura des intrigues avec toute la terre, que vous ne vous en apercevrez non plus que si elle était à Rome et vous au Japon.  Diable !  Une femme comme cela est un trésor pour le repos du ménage. "")","('#colombine', ""Assurément ; c'est ce qui fait qu'il s'est mis en droit de vous siffler aussi bien que les méchantes pièces. "")",1.09,Substitution
513,"('#monsieur-bassinet', ""Et avec tous ces beaux talents-là, d'où vient qu'elle n'est pas mariée ? Voilà des qualités merveilleuses pour être femme. "")",,1.0,Insertion
514,"('#isabelle', ""Ne savez-vous pas les allures du monde et la malignité des rivaux ?  Les uns disent qu'elle a des vapeurs ; les autres lui font faire un voyage : il y en a d'assez enragés qui lui font garder le lit cinq ou six mois pour une détorse... et... que sais-je, moi !  Cent autres contes que l'on va souffler aux oreilles d'un fiancé, qui ne manquent pas de rompre un mariage comme un verre ; et si, de tout cela, bien souvent il n'y en a pas la moitié de vrai. "")","('#arlequin', ""Il est vrai que le parterre devient terriblement orgueilleux : ce sont ces Italiens qui ont achevé de le gâter.  Savez-vous bien que cet été ils l'ont traité de monseigneur dans un placet ?  Le parterre monseigneur !  J'enrage ! "")",0.68,Substitution
515,"('#monsieur-bassinet', ""Quand il n'y en aurait que le quart, c'est bien encore assez, de par tous les diables !  Une détorse ! "")","('#colombine', ""Vous avez beau pester, le parterre fait du bien à tout le monde ; il redresse les auteurs, il tient les comédiens en haleine ; un fat ne se campe point impunément devant lui sur les bancs du théâtre : en un mot, c'est l'étrille de tous ceux qui exposent leurs sottises au public.  Que ne vous mettez-vous dans les loges ?  On ne vous examinera pas de si près. "")",1.37,Substitution
516,"('#isabelle', 'Au moins, je veux être de vos amis ; et je prétends, quand vous serez marié, aller sans façon manger chez vous votre chapon. ')","('#arlequin', ""Moi, dans les loges !  Je vous baise les mains : je n'entends point la comédie dans une loge comme un sansonnet ; je veux, morbleu !  Qu'on me voie de la tête aux pieds, et je ne donne mon écu que pour rouler pendant les entr'actes, et voltiger autour des actrices. "")",0.89,Substitution
517,"('#monsieur-bassinet', ""Monsieur, vous me faites trop d'honneur ; mais je ne mange jamais de volaille.  À ce que je vois, vous connaissez parfaitement la demoiselle en question ? "")","('#le-laquais', 'Mademoiselle, voilà votre couturière.')",1.46,Substitution
518,"('#isabelle', ""Ce n'est pas d'aujourd'hui que nous sommes toujours ensemble, et si vous étiez discret, je vous apprendrais quelque chose sur son chapitre, que je suis sûr que vous ne savez pas. "")","('#colombine', ""Hé bien, Margot, m'apportez-vous mon manteau ? "")",1.82,Substitution
519,"('#monsieur-bassinet', 'Oh !  Vous pouvez tout dire, et compter sur ma discrétion.  Vous savez que les médecins... ')","('#margot', ""Oui, mademoiselle j'espère qu'il vous habillera parfaitement bien : depuis que je travaille, je n'ai jamais vu d'habit si bien taillé. "")",1.48,Substitution
520,"('#isabelle', 'Je passe...  (Mais il faut voir si personne ne nous entend.)  Je passe toutes les nuits dans sa chambre. ')",,1.0,Insertion
521,"('#monsieur-bassinet', 'Dans sa chambre ? ')",,1.0,Insertion
522,"('#isabelle', 'Dans sa chambre.  Je vous dirai même... ;  mais vous irez jaser. ')","('#arlequin', 'Ni moi de fille si ragoûtante.  Voilà, mordi !  Une petite créature bien émerillonnée.  Écoutez, ma fille, où demeurez-vous ? ')",0.99,Substitution
523,"('#monsieur-bassinet', 'Non, je me donne au diable. ')",,1.0,Insertion
524,"('#isabelle', 'Cette nuit, nous avons reposé tous deux sur le même chevet.  Prenez vos mesures là-dessus. ')",,1.0,Insertion
525,"('#monsieur-bassinet', 'Sur le même chevet !  Ensemble ? ')","('#margot', ""Pas loin d'ici. "")",1.82,Substitution
526,"('#isabelle', 'Ensemble ; et cette nuit nous en ferons autant infailliblement.  Elle ne saurait se coucher sans moi.')","('#arlequin', 'Tant mieux.')",1.53,Substitution
527,"('#monsieur-bassinet', ""Ah, ah !  Monsieur Brocantin, vous voulez donc m'en faire avaler ! "")","('#colombine', ""Vous voulez bien, monsieur le Marquis ; me permettre d'essayer mon manteau ? "")",1.39,Substitution
528,"('#isabelle', ""Ce que je viens de vous dire là, au moins, ne doit point vous empêcher de conclure l'affaire.  Un homme bien amoureux ne s'arrête pas à ces bagatelles-là. "")",,1.0,Insertion
529,"('#monsieur-bassinet', ""Bon !  Voilà de belles badineries !  Je ne vois pas que rien presse encore de quitter la robe et le bonnet de médecine, pour me faire coiffer de mademoiselle Isabelle.  Adieu, monsieur, jusqu'au revoir.  Le ciel m'a assisté : voilà un jeune homme qui m'aime bien."")","('#arlequin', ""Oui-da, mademoiselle ; vous pouvez vous habiller jusqu'à la chemise inclusivement. Margot est, ma foi, toute des plus jolies, et il y aurait plaisir de lui margotter le coeur ; je m'assure qu'elle n'a pas quinze ans.  Peut-on voir votre minois, petite femelle ténébreuse ?  Margot habille Colombine ; Arlequin badine.  Il veut lever sa coiffe ; Margot se défend. "")",0.81,Substitution
530,"('#isabelle', ""On !  Pardi, monsieur Bassinet, je crois que vos fumées d'amour pour Isabelle sont bien passées présentement.  Depuis un quart d'heure que je fais l'homme, je ne suis pas mal scélérat.  Elle rentre.  Il y a ici des scènes italiennes. "")","('#colombine', 'Allons donc, monsieur le Marquis, soyez sage.  Que ne vous laissez-vous voir aussi, Margot, vous qui êtes si jolie ? ')",1.09,Substitution
531,"('#pierrot', ""Tout franc, monsieur, je crains que vous n'ayez attendu trop tard à marier vos filles. "")","('#margot', ""Je n'oserais, mademoiselle. "")",1.13,Substitution
532,"('#brocantin', 'Comment donc !  Serait-il arrivé quelque malheur dans ma famille ? ')","('#colombine', 'Pourquoi ? ')",1.22,Substitution
533,"('#pierrot', ""Non, pas encore tout à fait ; mais, voyez-vous, monsieur, vous tournez trop à l'entour du pot.  Diable !  Les filles sont de certains animaux équivoques... "")","('#margot', ""C'est que monsieur Harpillon m'a défendu de regarder les hommes ; et il serait fâché s'il savait que je me fusse montrée. "")",1.28,Substitution
534,"('#brocantin', 'Que veux-tu donc dire avec tes animaux équivoques ? ')","('#colombine', 'Qui est donc ce monsieur Harpillon ? ')",1.85,Substitution
535,"('#pierrot', ""C'est-à-dire, monsieur... tant y a que, je m'entends bien.  C'est comme des armes à feu ; ça tire quelquefois sans qu'on y pense. "")","('#margot', ""C'est un des gros fermiers, qui est mon parrain ; il fait du bien à toute notre famille, et il a déjà donné un bon emploi à mon grand frère. "")",1.52,Substitution
536,"('#brocantin', ""Ne te mets point en peine, Pierrot ; je suis sur le point d'en marier une, et je crois que je ferai affaire de l'aînée avec monsieur Bassinet. "")","('#arlequin', ""J'entends, j'entends ; monsieur Harpillon a mis le frère dans un bureau, et mettra, s'il peut, la soeur en chambre. "")",1.4,Substitution
537,"('#pierrot', ""Qui ?  Ce médecin ?  Fi !  Votre fille n'est point le fait de ce vieux rhumatisme-là. "")",,1.0,Insertion
538,"('#brocantin', ""Il m'a promis qu'il quitterait sa profession de médecin, si je voulais lui donner Isabelle, et qu'il se ferait troqueur. "")","('#margot', ""Oh !  Monsieur, il n'y a point de ce que vous pensez à son fait : c'est un homme qui n'a que de bons desseins ; il m'a promis de m'épouser ; et pour preuve de cela, il m'a déjà envoyé une housse verte avec une bergame. "")",0.82,Substitution
539,"('#pierrot', ""Hé !  Pardi, je le crois bien.  On lui en sait grand gré, ma foi, de quitter son séné ; pour une fille drue comme Isabelle !  Tuchoux !  Si vous voulez me la bailler, je vous quitte, vous et vos chevaux, dès demain ; et si, je crois que je vous panse avec autant d'honneur qu'un médecin fait ses malades.  Voulez-vous que je vous dise mon sentiment ?  Car, révérence parler, j'ai plus d'esprit que vous : vous ferez mieux, si je ne vous accommode pas, de la donner à quelque homme de condition, comme, par exemple, à un gentilhomme de robe. "")","('#arlequin', ""Fi !  Une bergame à une fille comme vous !  Si tu voulais, Margot, m'épouser à la Harpillon, j'irais moi jusqu'à une verdure. "")",0.96,Substitution
540,"('#brocantin', ""Te moques-tu, Pierrot ?  Notre vacation est la plus jolie du monde ; nous voyons tout ce qu'il y a de gens de qualité ; il n'y a point de prince qui fasse la dépense que nous faisons ; nous changeons de meubles tous les jours ; on ne voit jamais chez nous la même chose, et notre cabinet est le rendez-vous de tous les fainéants de la ville. "")","('#margot', 'Je vous remercie, monsieur ; cela ferait jaser le monde.  Tenez, monsieur, pour avoir été un jour promener avec mon cousin, vous ne sauriez croire quels contes on a faits.  Il y a les plus maudites langues dans notre montée. ')",0.84,Substitution
541,"('#pierrot', 'Et quelquefois aussi des fainéantes ; Car voyez vous, monsieur, les femmes ont toujours quelque pièce à troquer.')","('#arlequin', 'Écoutez, Margot, votre montée a peut-être raison, et il pourrait bien y avoir quelque chose à refaire à votre réputation. ')",1.31,Substitution
542,"('#colombine', 'Mon papa, il y a là-bas une troupe de carêmes-prenants qui veulent entrer. ')",,1.0,Insertion
543,"('#brocantin', ""Qu'on les renvoie ; je ne veux point... "")",,1.0,Insertion
544,"('#colombine', ""On dit que c'est l'ambassadeur du prince Tonquin des Curieux qui veut m'épouser. "")","('#colombine', ""Margot peut aller partout, monsieur le Marquis ; elle est sage, et j'en réponds corps pour corps. "")",0.91,Substitution
545,"('#pierrot', 'Oh !  Pardi, monsieur, les voilà. ')",,1.0,Insertion
546,"('#brocantin', ""Le prince des Curieux épouser ma fille !  Je suis bien obligé à son altesse tonquinoise.  Voyons un peu ce qu'il va dire : écoute.  À Pierrot.  Mezzetin caquette, et veut baiser Colombine."")","('#arlequin', ""La bonne caution !  Croyez-moi, les environs de Paris sont terriblement dangereux.  N'allez-vous point quelquefois au bois de Boulogne ? "")",0.86,Substitution
547,"('#colombine', ""Ali !  Mon_Dieu, la vilaine bête !  Pierrot, Pierrot, ne me quitte point ; j'ai peur. "")",,1.0,Insertion
548,"('#pierrot', ""Oh !  Pardi, ne craignez rien avec moi ; il n'a qu'à venir.  Ah, mademoiselle !  La jolie queue !  Perroquet mignon ; tôt, tôt, à déjeuner.  Mezzetin caquette."")","('#margot', ""Dieu m'en garde, monsieur !  Ma mère me l'a défendu, et m'a dit que c'était un vrai coupe-gorge pour une fille. "")",1.35,Substitution
549,"('#brocantin', ""Je suis fatigué, j'ai fait un grand voyage,  Pour vous demander Colombine en mariage. Quel diable de jargon ! Qu'est-ce donc qu'il dégoise là ?  Mezzetin chante. "")",,1.0,Insertion
550,"('#colombine', 'Moi ?  Oh !  Je ne veux point épouser un perroquet. ')",,1.0,Insertion
551,"('#mezzetin', 'Hé !  Morguenne de vous !  Quelle fille, quelle fille !  Morguenne de vous !  Quelle fille êtes-vous ? ')","('#arlequin', ""C'est peut-être là que votre mère a été égorgée.  Ma foi, cette fille me plaît.  Ma mie, me voudrais-tu tailler une chemise et quelques caleçons ? "")",0.88,Substitution
552,"('#pierrot', ""Voilà l'ambassadeur du Pont-Neuf. "")","('#margot', 'Je suis votre servante, monsieur ; on ne travaille point en homme au logis. ')",1.62,Substitution
553,"('#mezzetin', ""Le friand morceau !  J'aurai bien du plaisir d'en faire une perroquette. Qu'elle est belle ! "")","('#arlequin', 'Hé bien, viens les faire chez moi. ')",1.42,Substitution
554,"('#colombine', ""Quel air de santé ! Vous avez la mine  Un jour de rester seule à la tontine... Oh !  Vous vous moquez.  J'ai ma soeur qui est bien plus jolie que moi ; et si vous aviez vu ma cousine Gogo, c'est tout autre chose.  Mezzetin chante. "")","('#colombine', ""Justement !  On garde des filles de cet âge-là pour votre commodité !  Vous n'avez qu'à vous y attendre.  Mais il me semble, Margot, que ce manteau-là monte bien haut ; on ne voit point ma gorge. "")",0.62,Substitution
555,,"('#margot', ""Ce n'est peut-être pas la faute du manteau, mademoiselle. "")",1.0,Deletion
556,"('#colombine', ""Oh ! Je ne veux jamais rester seule ; j'ai trop peur. "")","('#colombine', ""Taisez-vous, Margot ; vous êtes une sotte : tenez, remportez votre manteau ; j'y suis faite comme je ne sais quoi."")",1.42,Substitution
557,"('#mezzetin', 'Hé !  Morguenne de vous !  Quelle fille !  Quelle fille !  Morguenne de vous !... ')","('#arlequin', ""Plus je vois cette enfant-là, plus elle me plaît...  Un petit mot : j'ai besoin d'une fille de chambre ; je crois que tu serais assez mon fait.  Sais-tu raser ? "")",0.95,Substitution
558,"('#arlequin', ""Hé !  Dépêchez-vous.  Ce n'est pas sans raison que nos anciens modernes ont dit ingénieusement que le mariage était d'une très grande ressource pour de certaines gens, et que les aigrettes, dont quelques femmes galantes faisaient présent à leurs maris, étaient semblables aux dents, qui font du mal quand elles percent et nourrissent quand elles sont venues.  Cela présupposé, voyons un peu le tendron qui est destiné pour mes plaisirs ; car vous ne voudriez pas me faire acheter chat en poche.  Les violons jouent une entrée, pendant laquelle Arlequin sort de son panier et danse ; et après qu'il a dansé, il commence le discours qui suit. "")","('#margot', ""Moi, raser !  Je vois bien que vous êtes un gausseur: je mourrais de peur, si je touchais un homme seulement du bout du doigt.  Adieu, mademoiselle ; dans un quart d'heure je vous rapporterai votre manteau avec de la gorge. "")",0.82,Substitution
559,,"('#arlequin', 'Adieu, adieu, petite nymphe du bois de Boulogne.')",1.0,Deletion
560,"('#brocantin', ""Oh !  Avec moi, monsieur, point de surprise.  Voilà mes deux filles ; vous n'avez qu'à choisir : c'est encore trop d'honneur pour le sang des Brocantins. "")","('#arlequin', ""Elle n'est, morbleu, pas sotte, et je m'aimerais presque autant que vous.  Nous autres gens de qualité, nous aimons quelquefois à rabattre sur la grisette.  Et de notre mariage qu'en dirons-nous ? "")",0.79,Substitution
561,"('#arlequin', ""Oui, beau-père, je veux brocantiner avec vous ; et de peur de mal choisir, je les prendrai toutes deux. Pour vous, petite blonde d'Égypte, levez le nez, regardez-moi fixement, marchez, trottez.  Beau-père, n'y a-t-il rien à refaire à cette fille-là ?  Il se tourne vers Colombine. "")",,1.0,Insertion
562,"('#brocantin', ""Oh !  Monsieur, je vous la garantis tout ce qu'on peut garantir une fille. "")","('#colombine', ""Je vous dirai, monsieur le Marquis, qu'avant que de vous épouser, je vous demande encore une grâce.  Nous sommes un certain nombre de filles qui avons fait serment de ne point prendre de mari qui n'ait été reçu auparavant dans notre académie.  Il faut vous y faire recevoir. "")",0.91,Substitution
563,"('#colombine', ""Je me porte bien, et je n'ai jamais eu d'autre maladie qu'un mal d'aventure : mon pouce devint gros comme ma tête. "")",,1.0,Insertion
564,"('#arlequin', ""Diable !  Méchant mal.  Les filles sont terriblement sujettes aux maux d'aventure ; mais l'enflure ne les prend pas toujours au pouce.  Seriez-vous bien aise d'être ma femme ? "")",,1.0,Insertion
565,"('#colombine', 'Moi !  Votre femme ?  Bon, bon !  Vous vous moquez : est-ce que je suis capable de cela ? ')","('#arlequin', ""Moi, dans votre académie de filles !  Vous vous moquez ; j'ai des empêchements plus que légitimes.  Et que faut-il faire pour cela ? "")",0.67,Substitution
566,"('#arlequin', ""Malepeste !  Vous l'êtes de reste. "")",,1.0,Insertion
